year,source,community,age_band,sex,unity,weight
2024,nilt_ref,P,65+,M,0,0.9052
2024,nilt_ref,C,55-64,F,0,0.5496
2024,nilt_ref,P,55-64,M,1,0.91
2024,nilt_ref,C,45-54,F,1,0.7353
2024,nilt_ref,P,65+,M,0,0.913
2024,nilt_ref,P,45-54,M,0,0.9752
2024,nilt_ref,C,45-54,M,1,2.1034
2024,nilt_ref,C,65+,F,1,0.5468
2024,nilt_ref,C,35-44,F,1,0.79
2024,nilt_ref,C,65+,M,1,1.1315
2024,nilt_ref,C,65+,F,1,0.6915
2024,nilt_ref,C,35-44,F,0,0.8641
2024,nilt_ref,P,45-54,F,0,0.8042
2024,nilt_ref,P,65+,F,0,0.5468
2024,nilt_ref,P,65+,F,0,0.6915
2024,nilt_ref,C,55-64,F,1,0.6952
2024,nilt_ref,P,45-54,F,0,0.7343
2024,nilt_ref,P,35-44,F,0,1.3731
2024,nilt_ref,C,25-34,M,1,1.4286
2024,nilt_ref,C,35-44,F,1,0.6312
2024,nilt_ref,P,45-54,F,0,1.3857
2024,nilt_ref,C,18-24,F,0,1.62
2024,nilt_ref,P,55-64,F,0,0.6911
2024,nilt_ref,P,55-64,F,0,0.6304
2024,nilt_ref,C,45-54,M,1,1.3236
2024,nilt_ref,C,25-34,M,1,1.5662
2024,nilt_ref,P,55-64,M,0,1.0683
2024,nilt_ref,C,65+,M,1,1.0627
2024,nilt_ref,C,65+,M,1,0.9052
2024,nilt_ref,C,55-64,F,0,0.6952
2024,nilt_ref,C,55-64,M,1,1.1391
2024,nilt_ref,P,55-64,M,0,0.91
2024,nilt_ref,C,65+,M,1,1.1381
2024,nilt_ref,P,55-64,M,0,1.2458
2024,nilt_ref,C,35-44,M,1,1.3061
2024,nilt_ref,P,18-24,F,1,1.2884
2024,nilt_ref,P,35-44,M,0,2.4503
2024,nilt_ref,P,65+,M,0,0.913
2024,nilt_ref,P,35-44,F,0,0.7196
2024,nilt_ref,C,65+,M,1,1.1331
2024,nilt_ref,C,65+,M,1,1.1331
2024,nilt_ref,C,45-54,F,0,0.7386
2024,nilt_ref,P,65+,F,1,0.5548
2024,nilt_ref,P,65+,F,0,0.5468
2024,nilt_ref,P,65+,M,0,1.0321
2024,nilt_ref,C,25-34,F,0,0.9516
2024,nilt_ref,C,45-54,F,1,0.7353
2024,nilt_ref,C,18-24,,1,2.2965
2024,nilt_ref,P,,M,1,1.3758
2024,nilt_ref,P,65+,F,1,0.6875
2024,nilt_ref,P,25-34,F,0,0.868
2024,nilt_ref,P,35-44,F,0,0.6274
2024,nilt_ref,C,55-64,F,1,0.6911
2024,nilt_ref,P,65+,F,0,0.6875
2024,nilt_ref,C,45-54,F,0,0.8042
2024,nilt_ref,P,65+,M,1,1.0321
2024,nilt_ref,P,65+,M,0,1.1315
2024,nilt_ref,,25-34,M,0,1.7154
2024,nilt_ref,P,65+,M,0,0.913
2024,nilt_ref,P,55-64,F,1,0.6491
2024,nilt_ref,P,35-44,M,0,1.1844
2024,nilt_ref,C,65+,F,0,0.6915
2024,nilt_ref,P,65+,F,0,0.6271
2024,nilt_ref,P,55-64,M,0,1.0683
2024,nilt_ref,C,45-54,M,1,1.2156
2024,nilt_ref,P,55-64,F,1,0.6911
2024,nilt_ref,C,25-34,M,1,1.5662
2024,nilt_ref,P,45-54,M,0,0.9611
2024,nilt_ref,P,65+,F,0,0.5548
2024,nilt_ref,P,45-54,M,0,0.9611
2024,nilt_ref,P,55-64,F,0,0.6491
2024,nilt_ref,O,35-44,M,0,1.0326
2024,nilt_ref,P,45-54,F,0,0.5875
2024,nilt_ref,P,65+,F,0,0.5548
2024,nilt_ref,C,45-54,F,1,0.7386
2024,nilt_ref,P,45-54,F,0,0.8042
2024,nilt_ref,C,35-44,F,1,0.6274
2024,nilt_ref,P,65+,F,0,1.1966
2024,nilt_ref,C,25-34,M,1,2.7259
2024,nilt_ref,P,65+,F,0,0.5548
2024,nilt_ref,C,35-44,F,1,0.6274
2024,nilt_ref,P,45-54,F,0,0.5925
2024,nilt_ref,C,18-24,F,1,1.62
2024,nilt_ref,P,18-24,F,1,1.2961
2024,nilt_ref,P,65+,M,0,0.9052
2024,nilt_ref,,18-24,M,1,2.6819
2024,nilt_ref,C,35-44,F,1,0.7889
2024,nilt_ref,O,25-34,F,0,0.7614
2024,nilt_ref,P,18-24,F,0,1.5215
2024,nilt_ref,P,25-34,F,0,1.7958
2024,nilt_ref,P,45-54,F,0,0.584
2024,nilt_ref,C,45-54,F,1,1.278
2024,nilt_ref,O,18-24,F,1,1.6296
2024,nilt_ref,P,45-54,M,0,1.3236
2024,nilt_ref,P,45-54,M,0,1.135
2024,nilt_ref,C,45-54,F,1,0.7353
2024,nilt_ref,C,35-44,F,0,1.4888
2024,nilt_ref,C,18-24,F,1,1.4777
2024,nilt_ref,C,35-44,F,1,0.79
2024,nilt_ref,C,65+,F,1,0.6875
2024,nilt_ref,P,65+,F,0,0.5468
2024,nilt_ref,C,55-64,F,1,0.5496
2024,nilt_ref,P,65+,F,1,0.5548
2024,nilt_ref,O,55-64,F,0,0.6952
2024,nilt_ref,C,65+,F,1,0.753
2024,nilt_ref,O,65+,F,0,0.5548
2024,nilt_ref,P,55-64,M,0,1.0375
2024,nilt_ref,O,35-44,F,1,0.7889
2024,nilt_ref,P,35-44,M,0,1.4221
2024,nilt_ref,P,65+,M,0,0.913
2024,nilt_ref,P,45-54,F,0,0.8042
2024,nilt_ref,,35-44,F,1,0.6274
2024,nilt_ref,P,65+,M,0,1.9693
2024,nilt_ref,O,25-34,F,0,0.9572
2024,nilt_ref,P,45-54,M,0,1.2102
2024,nilt_ref,P,55-64,M,0,1.2458
2024,nilt_ref,P,65+,F,1,0.6457
2024,nilt_ref,C,55-64,M,0,1.0683
2024,nilt_ref,P,45-54,F,0,0.7343
2024,nilt_ref,P,45-54,F,0,0.6896
2024,nilt_ref,P,65+,F,0,0.6271
2024,nilt_ref,P,45-54,M,0,1.135
2024,nilt_ref,P,65+,M,0,1.1315
2024,nilt_ref,C,65+,F,1,0.6915
2024,nilt_ref,P,55-64,M,0,1.2458
2024,nilt_ref,P,65+,M,0,1.2392
2024,nilt_ref,P,55-64,F,0,0.6304
2024,nilt_ref,C,25-34,F,1,0.7614
2024,nilt_ref,P,55-64,F,0,0.6304
2024,nilt_ref,P,65+,F,0,0.6915
2024,nilt_ref,P,65+,M,0,1.2392
2024,nilt_ref,C,35-44,F,1,0.7936
2024,nilt_ref,O,25-34,F,0,0.9516
2024,nilt_ref,P,55-64,F,1,0.5577
2024,nilt_ref,P,35-44,F,0,0.6312
2024,nilt_ref,C,25-34,M,1,1.5662
2024,nilt_ref,P,35-44,F,0,0.6366
2024,nilt_ref,O,25-34,F,0,0.9516
2024,nilt_ref,C,45-54,M,1,1.2102
2024,nilt_ref,C,65+,M,0,0.9052
2024,nilt_ref,P,65+,M,0,1.0321
2024,nilt_ref,P,65+,F,0,0.6457
2024,nilt_ref,C,55-64,F,1,0.6921
2024,nilt_ref,C,65+,F,1,0.6915
2024,nilt_ref,P,25-34,F,0,0.9516
2024,nilt_ref,C,35-44,F,1,0.7889
2024,nilt_ref,P,55-64,M,0,1.2458
2024,nilt_ref,P,35-44,F,0,0.6274
2024,nilt_ref,P,45-54,F,0,0.5925
2024,nilt_ref,P,65+,M,0,1.0321
2024,nilt_ref,C,65+,M,1,1.2392
2024,nilt_ref,P,65+,M,0,0.8998
2024,nilt_ref,C,55-64,F,1,1.3042
2024,nilt_ref,C,45-54,F,1,0.7353
2024,nilt_ref,P,25-34,F,0,0.8937
2024,nilt_ref,C,25-34,F,1,1.6563
2024,nilt_ref,C,35-44,F,1,1.4888
2024,nilt_ref,P,55-64,M,0,0.9179
2024,nilt_ref,C,65+,M,1,1.1331
2024,nilt_ref,C,55-64,M,1,1.0375
2024,nilt_ref,P,45-54,F,0,0.7353
2024,nilt_ref,P,65+,F,0,0.5548
2024,nilt_ref,P,25-34,F,0,0.9516
2024,nilt_ref,P,65+,M,0,0.8998
2024,nilt_ref,P,25-34,M,0,1.4286
2024,nilt_ref,C,35-44,M,1,1.3003
2024,nilt_ref,C,55-64,F,1,1.2029
2024,nilt_ref,C,55-64,F,1,0.6911
2024,nilt_ref,P,25-34,M,0,1.5662
2024,nilt_ref,C,65+,F,1,0.6271
2024,nilt_ref,P,55-64,F,0,0.6304
2024,nilt_ref,P,55-64,M,0,0.91
2024,nilt_ref,O,25-34,F,0,1.0423
2024,nilt_ref,P,65+,F,0,0.753
2024,nilt_ref,C,18-24,F,1,1.6296
2024,nilt_ref,P,45-54,M,0,0.9611
2024,nilt_ref,O,45-54,M,0,0.9669
2024,nilt_ref,P,35-44,F,0,0.6274
2024,nilt_ref,C,35-44,F,1,1.3731
2024,nilt_ref,P,25-34,M,0,1.4709
2024,nilt_ref,P,65+,F,0,0.5548
2024,nilt_ref,P,65+,M,0,0.9052
2024,nilt_ref,C,45-54,F,1,0.7386
2024,nilt_ref,C,65+,M,1,1.1381
2024,nilt_ref,C,55-64,F,1,0.6921
2024,nilt_ref,P,55-64,F,0,0.6952
2024,nilt_ref,C,55-64,F,0,0.6911
2024,nilt_ref,C,65+,M,0,1.9693
2024,nilt_ref,C,65+,F,0,0.55
2024,nilt_ref,C,55-64,M,1,0.9046
2024,nilt_ref,P,65+,M,0,1.2392
2024,nilt_ref,C,35-44,M,1,2.2599
2024,nilt_ref,P,35-44,M,1,1.2984
2024,nilt_ref,P,25-34,M,1,1.5662
2024,nilt_ref,C,55-64,F,0,0.5529
2024,nilt_ref,P,45-54,F,0,0.7343
2024,nilt_ref,P,45-54,F,1,0.6698
2024,nilt_ref,P,65+,F,0,0.6885
2024,nilt_ref,C,55-64,F,1,0.6304
2024,nilt_ref,C,65+,M,1,1.1381
2024,nilt_ref,C,65+,F,1,0.6875
2024,nilt_ref,C,65+,M,1,1.1381
2024,nilt_ref,C,65+,F,1,0.6875
2024,nilt_ref,P,65+,F,0,0.6875
2024,nilt_ref,C,45-54,F,1,0.5875
2024,nilt_ref,P,18-24,F,0,1.2961
2024,nilt_ref,C,45-54,F,0,0.6698
2024,nilt_ref,P,45-54,F,0,0.5875
2024,nilt_ref,P,55-64,M,0,1.1374
2024,nilt_ref,C,65+,F,1,0.6875
2024,nilt_ref,P,65+,M,0,1.0321
2024,nilt_ref,P,45-54,F,0,0.7353
2024,nilt_ref,C,45-54,F,1,0.7343
2024,nilt_ref,P,45-54,M,0,1.2156
2024,nilt_ref,C,55-64,F,0,0.6491
2024,nilt_ref,C,55-64,F,1,0.6304
2024,nilt_ref,P,65+,M,0,0.9052
2024,nilt_ref,P,65+,M,0,2.1352
2024,nilt_ref,P,65+,M,0,1.0627
2024,nilt_ref,P,65+,F,0,0.5548
2024,nilt_ref,P,65+,F,0,0.5468
2024,nilt_ref,O,45-54,M,0,0.9752
2024,nilt_ref,P,65+,F,0,0.5468
2024,nilt_ref,P,45-54,F,1,0.5925
2024,nilt_ref,C,65+,F,1,0.6271
2024,nilt_ref,P,65+,M,0,0.913
2024,nilt_ref,C,45-54,M,1,1.2156
2024,nilt_ref,P,55-64,M,1,0.9179
2024,nilt_ref,P,65+,M,0,1.0627
2024,nilt_ref,P,45-54,F,0,0.7343
2024,nilt_ref,P,45-54,F,0,0.5875
2024,nilt_ref,P,65+,M,1,1.0321
2024,nilt_ref,P,65+,M,0,1.1331
2024,nilt_ref,P,45-54,M,0,1.2102
2024,nilt_ref,,65+,M,0,1.1315
2024,nilt_ref,C,55-64,M,1,1.0375
2024,nilt_ref,C,25-34,F,1,0.7614
2024,nilt_ref,P,45-54,F,0,0.8042
2024,nilt_ref,C,25-34,F,1,0.953
2024,nilt_ref,P,55-64,F,0,0.6304
2024,nilt_ref,P,65+,F,0,0.55
2024,nilt_ref,C,65+,M,0,1.1381
2024,nilt_ref,C,55-64,M,1,1.2458
2024,nilt_ref,P,45-54,M,0,0.9669
2024,nilt_ref,P,55-64,F,0,0.5529
2024,nilt_ref,P,45-54,M,0,0.9752
2024,nilt_ref,C,55-64,F,1,0.6911
2024,nilt_ref,P,45-54,M,0,2.1034
2024,nilt_ref,P,35-44,F,1,0.7409
2024,nilt_ref,P,65+,M,0,1.9693
2024,nilt_ref,P,55-64,M,1,0.91
2024,nilt_ref,P,55-64,M,1,1.1374
2024,nilt_ref,P,65+,F,0,0.6457
2025,nilt_pref,P,45-54,M,0,0.8854
2025,nilt_pref,C,35-44,F,0,0.9138
2025,nilt_pref,C,25-34,F,1,1.0863
2025,nilt_pref,C,25-34,M,1,1.0756
2025,nilt_pref,P,35-44,F,0,0.9138
2025,nilt_pref,P,55-64,F,0,0.6942
2025,nilt_pref,C,25-34,F,0,1.1026
2025,nilt_pref,P,45-54,M,0,1.2042
2025,nilt_pref,,45-54,F,0,0.8728
2025,nilt_pref,P,35-44,F,0,0.8025
2025,nilt_pref,C,25-34,F,1,0.7236
2025,nilt_pref,P,35-44,M,1,0.8755
2025,nilt_pref,P,65+,M,0,0.8241
2025,nilt_pref,C,65+,M,1,0.8241
2025,nilt_pref,P,25-34,M,0,1.0756
2025,nilt_pref,C,18-24,F,0,1.8756
2025,nilt_pref,P,25-34,M,0,1.0407
2025,nilt_pref,C,25-34,F,1,0.9841
2025,nilt_pref,P,45-54,F,0,0.7366
2025,nilt_pref,O,65+,F,0,0.6649
2025,nilt_pref,P,35-44,F,0,0.8278
2025,nilt_pref,P,45-54,F,0,0.9635
2025,nilt_pref,P,45-54,F,0,0.9635
2025,nilt_pref,C,35-44,M,0,0.8755
2025,nilt_pref,P,35-44,F,0,0.9138
2025,nilt_pref,C,65+,M,1,1.5114
2025,nilt_pref,P,25-34,F,0,0.9841
2025,nilt_pref,C,65+,F,1,0.8827
2025,nilt_pref,C,55-64,F,1,0.6443
2025,nilt_pref,P,65+,M,0,1.2178
2025,nilt_pref,P,65+,M,0,0.8332
2025,nilt_pref,P,55-64,F,1,0.8762
2025,nilt_pref,C,65+,M,0,1.2178
2025,nilt_pref,P,55-64,F,0,0.6942
2025,nilt_pref,,25-34,F,0,0.9841
2025,nilt_pref,P,45-54,F,0,0.6915
2025,nilt_pref,C,45-54,F,1,0.8461
2025,nilt_pref,P,25-34,F,0,1.2189
2025,nilt_pref,P,55-64,M,0,0.9166
2025,nilt_pref,C,18-24,M,1,2.8566
2025,nilt_pref,C,18-24,M,1,2.1841
2025,nilt_pref,P,35-44,F,0,0.6987
2025,nilt_pref,O,25-34,M,1,0.9983
2025,nilt_pref,C,35-44,F,1,0.6276
2025,nilt_pref,C,25-34,F,1,1.3684
2025,nilt_pref,C,35-44,F,1,1.1511
2025,nilt_pref,P,55-64,F,0,1.0853
2025,nilt_pref,P,45-54,M,0,1.0163
2025,nilt_pref,P,65+,M,0,0.8611
2025,nilt_pref,P,35-44,F,0,0.8025
2025,nilt_pref,P,65+,F,0,0.7878
2025,nilt_pref,P,45-54,F,0,0.6418
2025,nilt_pref,P,35-44,F,0,0.6087
2025,nilt_pref,C,35-44,F,1,0.6087
2025,nilt_pref,P,35-44,F,0,0.9138
2025,nilt_pref,C,45-54,F,1,0.9635
2025,nilt_pref,C,35-44,F,1,0.8278
2025,nilt_pref,C,55-64,F,1,0.8494
2025,nilt_pref,P,18-24,F,1,1.583
2025,nilt_pref,P,65+,M,0,0.8241
2025,nilt_pref,P,55-64,M,1,0.9166
2025,nilt_pref,P,45-54,F,0,0.6418
2025,nilt_pref,P,55-64,M,0,0.9166
2025,nilt_pref,P,25-34,F,0,0.7236
2025,nilt_pref,C,45-54,M,1,1.2042
2025,nilt_pref,C,55-64,F,0,0.7395
2025,nilt_pref,P,25-34,M,0,1.4988
2025,nilt_pref,O,55-64,M,1,0.8889
2025,nilt_pref,P,55-64,F,1,0.6717
2025,nilt_pref,P,55-64,F,0,0.6443
2025,nilt_pref,C,65+,M,1,0.8611
2025,nilt_pref,P,65+,M,0,0.8611
2025,nilt_pref,C,25-34,F,1,0.9841
2025,nilt_pref,C,55-64,M,0,1.4974
2025,nilt_pref,C,35-44,M,1,1.2608
2025,nilt_pref,C,45-54,F,0,0.6617
2025,nilt_pref,C,45-54,M,0,1.4915
2025,nilt_pref,P,35-44,F,0,0.6087
2025,nilt_pref,C,65+,M,1,0.8241
2025,nilt_pref,C,45-54,F,1,0.8728
2025,nilt_pref,C,25-34,M,1,1.3162
2025,nilt_pref,P,18-24,F,0,1.583
2025,nilt_pref,P,18-24,F,0,2.1015
2025,nilt_pref,P,45-54,M,0,1.2042
2025,nilt_pref,C,35-44,F,0,0.6987
2025,nilt_pref,C,55-64,F,1,0.7395
2025,nilt_pref,O,55-64,M,0,0.9166
2025,nilt_pref,C,25-34,F,1,1.1026
2025,nilt_pref,O,45-54,M,0,1.6745
2025,nilt_pref,O,35-44,F,1,0.6087
2025,nilt_pref,P,18-24,F,0,1.4377
2025,nilt_pref,C,55-64,M,1,1.3545
2025,nilt_pref,C,65+,M,1,1.0537
2025,nilt_pref,C,55-64,F,1,0.9817
2025,nilt_pref,C,35-44,F,1,0.6345
2025,nilt_pref,P,45-54,F,0,0.6617
2025,nilt_pref,P,25-34,F,0,0.8305
2025,nilt_pref,C,45-54,F,1,0.6915
2025,nilt_pref,C,65+,F,0,1.0955
2025,nilt_pref,P,65+,F,0,0.5973
2025,nilt_pref,O,55-64,F,0,0.9672
2025,nilt_pref,P,25-34,F,0,0.8305
2025,nilt_pref,O,35-44,F,0,0.9138
2025,nilt_pref,P,35-44,M,0,0.8398
2025,nilt_pref,P,65+,F,0,0.8696
2025,nilt_pref,C,35-44,M,0,1.5882
2025,nilt_pref,P,65+,M,1,0.7992
2025,nilt_pref,P,35-44,F,0,0.8278
2025,nilt_pref,C,45-54,M,1,0.8854
2025,nilt_pref,P,65+,M,0,0.8241
2025,nilt_pref,P,55-64,F,0,0.8494
2025,nilt_pref,C,65+,M,1,0.8332
2025,nilt_pref,C,25-34,F,1,1.0863
2025,nilt_pref,P,55-64,M,0,1.2089
2025,nilt_pref,P,65+,M,1,1.0869
2025,nilt_pref,P,25-34,M,0,1.0294
2025,nilt_pref,P,55-64,F,0,0.7395
2025,nilt_pref,C,35-44,F,1,1.0253
2025,nilt_pref,P,35-44,M,0,0.8755
2025,nilt_pref,P,35-44,M,0,1.2608
2025,nilt_pref,P,65+,M,0,0.8241
2025,nilt_pref,P,45-54,M,1,1.0163
2025,nilt_pref,P,18-24,M,0,2.5877
2025,nilt_pref,P,55-64,F,0,0.7395
2025,nilt_pref,P,65+,F,0,0.5793
2025,nilt_pref,O,45-54,M,0,1.3492
2025,nilt_pref,C,25-34,F,0,0.7543
2025,nilt_pref,C,35-44,F,1,0.6276
2025,nilt_pref,P,35-44,M,1,0.9048
2025,nilt_pref,P,25-34,F,0,0.954
2025,nilt_pref,C,45-54,M,1,1.2042
2025,nilt_pref,P,18-24,F,1,1.4221
2025,nilt_pref,O,35-44,M,0,0.8659
2025,nilt_pref,P,35-44,F,0,0.6558
2025,nilt_pref,P,35-44,M,1,1.1421
2025,nilt_pref,C,25-34,F,1,0.9841
2025,nilt_pref,P,45-54,F,1,0.6617
2025,nilt_pref,P,65+,F,1,0.6039
2025,nilt_pref,P,55-64,F,0,0.6643
2025,nilt_pref,C,35-44,F,1,0.8278
2025,nilt_pref,C,45-54,M,1,1.0163
2025,nilt_pref,P,35-44,M,0,0.9639
2025,nilt_pref,P,65+,M,0,0.8241
2025,nilt_pref,C,18-24,F,1,1.8756
2025,nilt_pref,C,25-34,M,1,1.3162
2025,nilt_pref,C,18-24,F,1,1.8183
2025,nilt_pref,P,25-34,F,1,1.0863
2025,nilt_pref,P,45-54,F,0,0.6915
2025,nilt_pref,P,25-34,F,1,0.9841
2025,nilt_pref,C,65+,M,1,1.0869
2025,nilt_pref,C,45-54,M,1,1.2042
2025,nilt_pref,C,65+,F,1,1.0955
2025,nilt_pref,,25-34,F,0,1.0863
2025,nilt_pref,P,45-54,F,0,0.669
2025,nilt_pref,P,45-54,F,0,0.8461
2025,nilt_pref,C,65+,F,0,1.0955
2025,nilt_pref,P,55-64,M,0,1.0203
2025,nilt_pref,C,45-54,F,1,1.2136
2025,nilt_pref,P,65+,M,0,0.8241
2025,nilt_pref,C,55-64,F,1,0.9817
2025,nilt_pref,C,65+,F,0,0.8827
2025,nilt_pref,O,45-54,M,1,0.8854
2025,nilt_pref,P,55-64,M,0,0.9267
2025,nilt_pref,C,35-44,F,1,0.6345
2025,nilt_pref,P,45-54,M,0,1.3492
2025,nilt_pref,P,45-54,M,0,0.954
2025,nilt_pref,C,35-44,F,1,0.9138
2025,nilt_pref,P,55-64,M,0,0.9578
2025,nilt_pref,P,55-64,F,0,0.6643
2025,nilt_pref,P,65+,F,0,0.8696
2025,nilt_pref,C,25-34,M,1,1.3577
2025,nilt_pref,C,35-44,F,0,1.1511
2025,nilt_pref,P,45-54,F,0,0.6915
2025,nilt_pref,O,25-34,F,0,0.7543
2025,nilt_pref,O,18-24,F,1,1.8756
2025,nilt_pref,P,65+,M,0,0.7992
2025,nilt_pref,P,35-44,M,0,0.9048
2025,nilt_pref,P,45-54,M,1,1.0163
2025,nilt_pref,P,35-44,F,0,0.6276
2025,nilt_pref,O,55-64,M,0,1.0203
2025,nilt_pref,P,65+,F,0,0.8696
2025,nilt_pref,O,45-54,F,1,1.2136
2025,nilt_pref,C,55-64,M,0,0.9166
2025,nilt_pref,P,35-44,F,0,0.6276
2025,nilt_pref,C,55-64,M,1,1.3345
2025,nilt_pref,C,25-34,F,1,0.7543
2025,nilt_pref,P,35-44,F,0,0.8278
2025,nilt_pref,O,65+,M,0,1.2178
2025,nilt_pref,P,65+,M,0,0.9173
2025,nilt_pref,P,45-54,M,0,1.1674
2025,nilt_pref,P,25-34,M,0,1.3577
2025,nilt_pref,C,35-44,M,1,1.2797
2025,nilt_pref,P,35-44,F,1,0.6558
2025,nilt_pref,C,25-34,F,1,0.9841
2025,nilt_pref,P,25-34,M,1,1.0294
2025,nilt_pref,P,45-54,M,0,1.6745
2025,nilt_pref,P,65+,M,1,1.1998
2025,nilt_pref,P,65+,F,0,0.6241
2025,nilt_pref,P,45-54,F,0,0.6418
2025,nilt_pref,P,45-54,M,0,0.954
2025,nilt_pref,P,65+,M,0,0.7992
2025,nilt_pref,C,35-44,F,1,0.9275
2025,nilt_pref,C,35-44,F,1,0.6345
2025,nilt_pref,P,55-64,F,0,0.6643
2025,nilt_pref,P,55-64,M,0,0.9267
2025,nilt_pref,,18-24,M,1,2.5877
2025,nilt_pref,C,45-54,F,1,0.669
2025,nilt_pref,P,25-34,F,0,0.7796
2025,nilt_pref,P,65+,M,0,0.8332
2025,nilt_pref,C,65+,F,1,0.7878
2025,nilt_pref,P,55-64,M,0,0.9166
2025,nilt_pref,C,65+,M,1,1.2178
2025,nilt_pref,P,65+,M,0,0.8241
2025,nilt_pref,P,45-54,F,0,0.9635
2025,nilt_pref,C,55-64,F,1,0.6443
2025,nilt_pref,P,25-34,M,0,1.5212
2025,nilt_pref,C,65+,F,1,0.6039
2025,nilt_pref,P,65+,M,0,0.7992
2025,nilt_pref,C,25-34,M,1,1.3577
2025,nilt_pref,C,18-24,F,1,1.3792
2025,nilt_pref,P,45-54,F,0,1.2136
2025,nilt_pref,O,18-24,M,0,2.0502
2025,nilt_pref,C,45-54,M,1,1.3293
2025,nilt_pref,O,55-64,,0,0.8951
2025,nilt_pref,P,45-54,F,0,0.9635
2025,nilt_pref,C,35-44,F,1,0.6087
2025,nilt_pref,C,65+,F,1,0.5793
2025,nilt_pref,O,45-54,F,0,0.6418
2025,nilt_pref,P,65+,M,0,1.2178
2025,nilt_pref,P,55-64,M,0,0.9578
2025,nilt_pref,C,65+,M,1,1.1998
2025,nilt_pref,C,65+,M,1,0.8332
2025,nilt_pref,P,55-64,F,0,0.8762
2025,nilt_pref,P,25-34,M,0,0.9983
2025,nilt_pref,C,65+,F,0,0.6649
2025,nilt_pref,P,65+,M,0,1.0869
2025,nilt_pref,P,65+,M,0,0.8332
2025,nilt_pref,P,55-64,M,0,1.3345
2025,nilt_pref,P,18-24,F,0,2.0705
2025,nilt_pref,P,35-44,M,0,0.8755
2025,nilt_pref,P,45-54,M,0,1.0163
2025,nilt_pref,C,55-64,F,0,0.7395
2025,nilt_pref,C,35-44,F,1,0.6987
2025,nilt_pref,P,65+,M,0,1.0869
2025,nilt_pref,P,25-34,F,0,1.0863
2025,nilt_pref,,45-54,M,0,1.2042
2025,nilt_pref,P,65+,M,1,1.0869
2025,nilt_pref,P,35-44,F,0,0.6558
2025,nilt_pref,C,25-34,F,1,1.1026
2025,nilt_pref,O,25-34,F,1,0.7543
2025,nilt_pref,C,18-24,F,1,1.8756
2025,nilt_pref,P,45-54,M,0,0.913
2025,nilt_pref,P,65+,M,0,1.0869
2025,nilt_pref,P,45-54,M,0,1.2042
2025,nilt_pref,P,35-44,M,0,0.8398
2025,nilt_pref,P,65+,M,0,1.0537
2025,nilt_pref,C,65+,F,1,0.7878
2025,nilt_pref,O,35-44,F,0,0.6345
2025,nilt_pref,O,35-44,M,1,1.1421
2025,nilt_pref,C,55-64,M,1,1.0203
2025,nilt_pref,C,35-44,F,1,0.8278
2025,nilt_pref,,18-24,M,0,1.962
2025,nilt_pref,P,35-44,F,0,0.6345
2025,nilt_pref,P,55-64,F,0,0.6643
2025,nilt_pref,P,45-54,M,0,1.0163
2025,nilt_pref,C,35-44,M,1,1.5882
2025,nilt_pref,C,65+,F,1,0.6649
2025,nilt_pref,P,45-54,F,0,0.6617
2025,nilt_pref,C,35-44,F,1,0.6558
2025,nilt_pref,P,25-34,M,0,1.0756
2025,nilt_pref,C,35-44,F,1,0.8025
2025,nilt_pref,P,55-64,M,0,1.0203
2025,nilt_pref,C,55-64,F,1,1.2184
2025,nilt_pref,P,65+,M,0,0.7992
2025,nilt_pref,C,25-34,F,1,1.0863
2025,nilt_pref,P,35-44,M,0,0.8659
2025,nilt_pref,P,65+,F,0,0.6649
2025,nilt_pref,P,55-64,F,0,0.6717
2025,nilt_pref,P,45-54,F,0,0.7366
2025,nilt_pref,P,65+,F,0,0.6039
2025,nilt_pref,C,25-34,F,1,0.9841
2025,nilt_pref,P,65+,F,0,0.5973
2025,nilt_pref,P,35-44,M,0,0.9048
2025,nilt_pref,P,65+,M,0,0.7992
2025,nilt_pref,P,45-54,F,0,1.0811
2025,nilt_pref,P,25-34,F,0,0.7543
2025,nilt_pref,C,25-34,F,1,0.9841
2025,nilt_pref,P,55-64,F,0,0.9672
2025,nilt_pref,P,45-54,F,0,0.6617
2025,nilt_pref,C,35-44,F,1,0.9275
2025,nilt_pref,P,45-54,F,0,0.6915
2025,nilt_pref,C,35-44,M,1,0.8659
2025,nilt_pref,P,45-54,F,0,0.6418
2025,nilt_pref,P,25-34,M,0,1.0407
2025,nilt_pref,C,35-44,M,0,1.5882
2025,nilt_pref,,25-34,M,1,1.3577
2025,nilt_pref,C,45-54,F,1,1.0811
2025,nilt_pref,C,45-54,M,1,1.3492
2025,nilt_pref,P,45-54,M,0,1.3293
2025,nilt_pref,P,55-64,M,0,0.9166
2025,nilt_pref,C,35-44,F,1,0.6087
2025,nilt_pref,P,25-34,F,0,0.7236
2025,nilt_pref,P,35-44,F,0,0.6087
2025,nilt_pref,P,45-54,M,0,1.1674
2025,nilt_pref,C,25-34,F,1,1.3684
2025,nilt_pref,C,25-34,F,1,0.9841
2025,nilt_pref,C,25-34,F,0,1.1026
2025,nilt_pref,P,55-64,F,0,0.6643
2025,nilt_pref,C,25-34,F,1,0.7236
2025,nilt_pref,P,35-44,F,0,0.6987
2025,nilt_pref,P,55-64,F,0,0.6942
2025,nilt_pref,C,65+,F,1,0.8696
2025,nilt_pref,P,55-64,F,0,0.8762
2025,nilt_pref,P,25-34,M,1,1.3577
