SA2011,Label,Population,Catholic_bg,Protestant_bg,Other_None_bg,Proj_UI_decided_pct,provenance
N00002614,The Diamond,359,95.5,2.2,2.3,83.1,modelled
N00002615,The Diamond,289,91.3,6.2,2.5,80.0,modelled
N00002616,The Diamond,342,89.8,6.7,3.5,79.1,modelled
N00002617,The Diamond,462,94.8,3.5,1.7,82.4,modelled
N00002618,The Diamond,221,95.5,2.7,1.8,82.9,modelled
N00002619,Victoria,599,82.0,13.4,4.6,73.6,modelled
N00002620,Victoria,547,65.8,29.3,4.9,61.4,modelled
N00002621,Victoria,216,6.9,87.0,6.1,17.3,modelled
N00002622,Victoria,314,82.5,14.3,3.2,73.5,modelled
N00002623,Victoria,260,7.7,90.4,1.9,16.6,modelled
N00002624,Victoria,251,91.2,7.2,1.6,79.6,modelled
N00002625,Victoria,332,93.7,2.4,3.9,82.2,modelled
N00002626,Victoria,891,91.7,5.3,3.0,80.4,modelled
N00002627,Westland,302,96.0,1.3,2.7,83.6,modelled
N00002628,Westland,922,90.9,5.7,3.4,79.9,modelled
N00002629,Westland,242,98.8,1.2,0.0,84.9,modelled
N00002630,Westland,297,99.0,0.7,0.3,85.1,modelled
N00002631,Westland,320,95.3,2.8,1.9,82.8,modelled
N00002632,Ardglass_1,414,92.0,5.3,2.7,80.5,modelled
N00002633,Ardglass_1,426,84.5,12.4,3.1,75.0,modelled
N00002634,Ardglass_1,311,77.2,18.0,4.8,70.0,modelled
N00002635,Ardglass_1,341,92.4,5.0,2.6,80.8,modelled
N00002636,Ardglass_2,393,90.6,7.9,1.5,79.1,modelled
N00002637,Ardglass_2,499,79.2,17.8,3.0,71.0,modelled
N00002638,Ardglass_2,485,85.8,12.2,2.0,75.6,modelled
N00002639,Ardglass_2,309,89.3,7.8,2.9,78.6,modelled
N00002640,Audley's Acre,343,91.0,5.8,3.2,79.9,modelled
N00002641,Audley's Acre,361,84.8,10.0,5.2,75.8,modelled
N00002642,Audley's Acre,468,89.3,9.0,1.7,78.2,modelled
N00002643,Audley's Acre,392,90.8,7.4,1.8,79.4,modelled
N00002644,Audley's Acre,330,88.5,9.4,2.1,77.7,modelled
N00002645,Audley's Acre,317,84.5,10.1,5.4,75.7,modelled
N00002646,Ballymaglave_1,351,18.5,66.7,14.8,28.6,modelled
N00002647,Ballymaglave_1,766,28.7,62.7,8.6,34.5,modelled
N00002648,Ballymaglave_1,202,41.1,52.5,6.4,43.2,modelled
N00002649,Ballymaglave_2,496,11.9,82.7,5.4,20.9,modelled
N00002650,Ballymaglave_2,305,8.9,86.6,4.5,18.3,modelled
N00002651,Ballymaglave_2,479,12.3,81.0,6.7,21.5,modelled
N00002652,Ballymaglave_2,297,10.4,78.8,10.8,21.3,modelled
N00002653,Ballymote,444,82.4,14.4,3.2,73.4,modelled
N00002654,Ballymote,337,77.7,17.8,4.5,70.3,modelled
N00002655,Ballymote,280,89.6,7.9,2.5,78.7,modelled
N00002656,Ballymote,717,87.2,8.1,4.7,77.5,modelled
N00002657,Ballymote,370,90.8,5.9,3.3,79.8,modelled
N00002658,Ballymote,429,89.3,8.2,2.5,78.4,modelled
N00002659,Ballymote,357,93.6,2.2,4.2,82.2,modelled
N00002660,Ballynahinch East,427,34.2,56.9,8.9,38.7,modelled
N00002661,Ballynahinch East,490,69.6,25.3,5.1,64.3,modelled
N00002662,Ballynahinch East,402,46.3,47.8,5.9,47.0,modelled
N00002663,Ballynahinch East,340,49.7,39.1,11.2,51.1,modelled
N00002664,Ballynahinch East,298,79.5,18.5,2.0,70.9,modelled
N00002665,Ballynahinch East,277,49.8,43.3,6.9,49.9,modelled
N00002666,Ballynahinch East,263,42.6,52.5,4.9,43.9,modelled
N00002667,Castlewellan_1,778,92.4,5.7,1.9,80.6,modelled
N00002668,Castlewellan_1,317,90.9,4.7,4.4,80.2,modelled
N00002669,Castlewellan_2,530,81.7,15.7,2.6,72.7,modelled
N00002670,Castlewellan_2,1917,85.8,11.3,2.9,75.9,modelled
N00002671,Cathedral_1,1354,93.1,4.1,2.8,81.4,modelled
N00002672,Cathedral_1,333,93.1,4.8,2.1,81.2,modelled
N00002673,Cathedral_2,1282,85.7,10.5,3.8,76.1,modelled
N00002674,Cathedral_2,289,95.5,3.8,0.7,82.6,modelled
N00002675,Crossgar_1,385,37.9,55.1,7.0,41.0,modelled
N00002676,Crossgar_1,708,65.0,30.2,4.8,60.8,modelled
N00002677,Crossgar_1,408,38.0,52.0,10.0,41.9,modelled
N00002678,Crossgar_2,368,67.4,26.6,6.0,62.9,modelled
N00002679,Crossgar_2,534,70.0,25.3,4.7,64.5,modelled
N00002680,Crossgar_2,430,57.2,37.9,4.9,54.9,modelled
N00002681,Crossgar_2,436,42.0,50.9,7.1,44.1,modelled
N00002682,Derryboy_1,457,67.8,30.0,2.2,62.1,modelled
N00002683,Derryboy_1,395,30.9,61.5,7.6,35.9,modelled
N00002684,Derryboy_1,458,41.5,53.1,5.4,43.2,modelled
N00002685,Derryboy_1,385,8.6,82.1,9.3,19.5,modelled
N00002686,Derryboy_2,337,6.2,84.0,9.8,17.9,modelled
N00002687,Derryboy_2,306,25.5,62.1,12.4,33.2,modelled
N00002688,Derryboy_2,375,15.5,77.9,6.6,23.9,modelled
N00002689,Derryboy_2,308,55.8,40.6,3.6,53.5,modelled
N00002690,Donard_1,249,60.6,33.7,5.7,57.7,modelled
N00002691,Donard_1,325,66.8,28.6,4.6,62.1,modelled
N00002692,Donard_1,276,68.1,24.6,7.3,63.9,modelled
N00002693,Donard_1,338,54.4,39.6,6.0,53.1,modelled
N00002694,Donard_1,319,58.0,33.9,8.1,56.5,modelled
N00002695,Donard_2,467,78.6,16.1,5.3,71.2,modelled
N00002696,Donard_2,316,59.2,35.4,5.4,56.6,modelled
N00002697,Donard_2,367,68.4,24.0,7.6,64.2,modelled
N00002698,Donard_2,536,69.2,24.3,6.5,64.5,modelled
N00002699,Drumaness_1,351,95.2,4.0,0.8,82.4,modelled
N00002700,Drumaness_1,529,83.2,12.5,4.3,74.4,modelled
N00002701,Drumaness_1,533,80.7,14.8,4.5,72.5,modelled
N00002702,Drumaness_1,371,87.3,8.6,4.1,77.4,modelled
N00002703,Drumaness_2,614,80.6,15.0,4.4,72.4,modelled
N00002704,Drumaness_2,558,79.7,15.4,4.9,71.9,modelled
N00002705,Drumaness_2,483,86.7,8.3,5.0,77.2,modelled
N00002706,Drumaness_2,437,58.8,35.2,6.0,56.5,modelled
N00002707,Dundrum,564,62.9,33.9,3.2,58.7,modelled
N00002708,Dundrum,264,90.2,8.7,1.1,78.7,modelled
N00002709,Dundrum,468,54.3,36.8,8.9,53.9,modelled
N00002710,Dundrum,418,70.1,25.8,4.1,64.4,modelled
N00002711,Dundrum,764,49.5,43.1,7.4,49.8,modelled
N00002712,Dundrum,373,59.0,39.9,1.1,55.1,modelled
N00002713,Dunmore,424,74.3,21.2,4.5,67.7,modelled
N00002714,Dunmore,490,12.4,79.6,8.0,22.0,modelled
N00002715,Dunmore,424,43.9,49.5,6.6,45.4,modelled
N00002716,Dunmore,348,10.3,79.0,10.7,21.2,modelled
N00002717,Dunmore,566,72.8,23.0,4.2,66.5,modelled
N00002718,Dunmore,473,28.5,61.7,9.8,34.7,modelled
N00002719,Dunmore,333,15.9,75.7,8.4,24.8,modelled
N00002720,Killough_1,344,77.9,17.4,4.7,70.5,modelled
N00002721,Killough_1,363,76.3,20.1,3.6,69.0,modelled
N00002722,Killough_1,437,79.6,16.7,3.7,71.5,modelled
N00002723,Killough_1,407,85.7,10.6,3.7,76.1,modelled
N00002724,Killough_1,230,81.3,13.0,5.7,73.4,modelled
N00002725,Killough_2,433,70.0,27.7,2.3,63.8,modelled
N00002726,Killough_2,1345,54.3,31.6,14.1,55.5,modelled
N00002727,Killyleagh,390,34.6,54.1,11.3,39.8,modelled
N00002728,Killyleagh,1055,34.7,60.9,4.4,37.8,modelled
N00002729,Killyleagh,293,31.1,62.8,6.1,35.6,modelled
N00002730,Killyleagh,271,38.0,47.6,14.4,43.2,modelled
N00002731,Killyleagh,277,54.5,43.0,2.5,52.2,modelled
N00002732,Killyleagh,307,40.4,55.7,3.9,41.9,modelled
N00002733,Killyleagh,401,28.4,55.6,16.0,36.5,modelled
N00002734,Kilmore_1,493,21.7,66.7,11.6,30.1,modelled
N00002735,Kilmore_1,431,11.6,83.5,4.9,20.5,modelled
N00002736,Kilmore_1,357,15.7,77.9,6.4,24.0,modelled
N00002737,Kilmore_1,320,11.9,80.0,8.1,21.7,modelled
N00002738,Kilmore_2,456,42.5,52.9,4.6,43.7,modelled
N00002739,Kilmore_2,398,11.3,81.2,7.5,21.0,modelled
N00002740,Kilmore_2,383,42.3,54.6,3.1,43.1,modelled
N00002741,Kilmore_2,456,41.7,46.5,11.8,45.3,modelled
N00002742,Murlough,379,74.7,21.1,4.2,67.9,modelled
N00002743,Murlough,364,62.9,30.8,6.3,59.6,modelled
N00002744,Murlough,267,85.4,11.6,3.0,75.6,modelled
N00002745,Murlough,324,75.6,19.8,4.6,68.7,modelled
N00002746,Murlough,309,80.6,14.9,4.5,72.5,modelled
N00002747,Murlough,262,73.7,21.0,5.3,67.5,modelled
N00002748,Murlough,351,63.5,29.6,6.9,60.3,modelled
N00002749,Quoile_1,334,73.7,20.1,6.2,67.8,modelled
N00002750,Quoile_1,261,90.0,8.0,2.0,78.8,modelled
N00002751,Quoile_1,301,62.1,31.9,6.0,58.9,modelled
N00002752,Quoile_1,283,48.4,47.3,4.3,48.1,modelled
N00002753,Quoile_2,524,86.8,9.2,4.0,77.0,modelled
N00002754,Quoile_2,410,82.0,13.2,4.8,73.6,modelled
N00002755,Quoile_2,589,67.2,26.7,6.1,62.8,modelled
N00002756,Saintfield_1,315,21.6,73.0,5.4,28.2,modelled
N00002757,Saintfield_1,483,36.2,56.9,6.9,39.7,modelled
N00002758,Saintfield_1,254,31.1,61.4,7.5,36.0,modelled
N00002759,Saintfield_1,337,31.5,59.1,9.4,36.8,modelled
N00002760,Saintfield_1,306,29.7,59.5,10.8,35.9,modelled
N00002761,Saintfield_2,941,24.9,65.1,10.0,32.0,modelled
N00002762,Saintfield_2,364,15.9,76.1,8.0,24.7,modelled
N00002763,Saintfield_2,381,20.7,74.0,5.3,27.5,modelled
N00002764,Seaforde,427,60.2,32.6,7.2,57.9,modelled
N00002765,Seaforde,371,50.1,43.4,6.5,50.0,modelled
N00002766,Seaforde,499,71.3,24.6,4.1,65.3,modelled
N00002767,Seaforde,396,44.4,49.2,6.4,45.7,modelled
N00002768,Seaforde,362,26.8,67.7,5.5,32.1,modelled
N00002769,Seaforde,483,61.5,34.6,3.9,57.9,modelled
N00002770,Seaforde,463,65.7,31.3,3.0,60.8,modelled
N00002771,Shimna,272,86.4,11.4,2.2,76.2,modelled
N00002772,Shimna,297,59.9,34.0,6.1,57.3,modelled
N00002773,Shimna,217,74.2,22.6,3.2,67.2,modelled
N00002774,Shimna,640,69.5,24.7,5.8,64.5,modelled
N00002775,Shimna,478,69.9,26.4,3.7,64.1,modelled
N00002776,Shimna,292,65.8,30.1,4.1,61.2,modelled
N00002777,Shimna,237,81.0,15.6,3.4,72.4,modelled
N00002778,Shimna,254,68.9,23.6,7.5,64.5,modelled
N00002779,Strangford,496,82.1,13.9,4.0,73.5,modelled
N00002780,Strangford,345,78.0,16.5,5.5,70.8,modelled
N00002781,Strangford,401,70.1,23.4,6.5,65.1,modelled
N00002782,Strangford,510,81.6,13.5,4.9,73.3,modelled
N00002783,Strangford,390,86.9,10.3,2.8,76.7,modelled
N00002784,Strangford,544,89.3,8.3,2.4,78.4,modelled
N00002785,Tollymore_1,599,87.6,10.2,2.2,77.1,modelled
N00002786,Tollymore_1,503,91.5,6.8,1.7,79.9,modelled
N00002787,Tollymore_1,464,78.4,19.2,2.4,70.2,modelled
N00002788,Tollymore_2,370,63.2,28.4,8.4,60.5,modelled
N00002789,Tollymore_2,539,79.4,16.1,4.5,71.6,modelled
N00002790,Tollymore_2,493,98.0,1.8,0.2,84.3,modelled
N00002791,Tollymore_2,419,63.2,32.5,4.3,59.3,modelled
N00002792,Altmore,479,60.8,38.8,0.4,56.3,modelled
N00002793,Altmore,452,97.1,2.9,0.0,83.6,modelled
N00002794,Altmore,551,70.1,26.9,3.0,64.1,modelled
N00002795,Altmore,539,83.7,14.3,2.0,74.1,modelled
N00002796,Altmore,571,91.1,7.5,1.4,79.5,modelled
N00002797,Augher,551,54.6,42.5,2.9,52.4,modelled
N00002798,Augher,415,49.2,50.4,0.4,47.5,modelled
N00002799,Augher,308,52.3,45.8,1.9,50.3,modelled
N00002800,Augher,406,58.6,37.9,3.5,55.6,modelled
N00002801,Augher,486,75.5,24.3,0.2,67.3,modelled
N00002802,Aughnacloy,452,21.2,75.4,3.4,27.3,modelled
N00002803,Aughnacloy,506,43.9,52.4,3.7,44.5,modelled
N00002804,Aughnacloy,412,76.0,22.8,1.2,68.0,modelled
N00002805,Aughnacloy,384,38.8,59.9,1.3,40.0,modelled
N00002806,Aughnacloy,495,21.8,75.4,2.8,27.6,modelled
N00002807,Aughnacloy,402,35.1,63.9,1.0,37.1,modelled
N00002808,Ballygawley,513,77.4,20.3,2.3,69.4,modelled
N00002809,Ballygawley,491,57.8,41.8,0.4,54.0,modelled
N00002810,Ballygawley,325,77.2,20.9,1.9,69.1,modelled
N00002811,Ballygawley,340,65.0,32.1,2.9,60.2,modelled
N00002812,Ballygawley,397,63.7,35.0,1.3,58.8,modelled
N00002813,Ballygawley,449,91.8,7.8,0.4,79.7,modelled
N00002814,Ballysaggart,501,80.0,17.2,2.8,71.5,modelled
N00002815,Ballysaggart,327,89.9,6.7,3.4,79.2,modelled
N00002816,Ballysaggart,358,39.7,54.5,5.8,42.0,modelled
N00002817,Ballysaggart,631,91.9,4.3,3.8,80.8,modelled
N00002818,Ballysaggart,465,87.5,6.2,6.3,78.2,modelled
N00002819,Ballysaggart,448,87.5,7.1,5.4,77.9,modelled
N00002820,Benburb,609,55.5,41.2,3.3,53.2,modelled
N00002821,Benburb,457,53.0,44.4,2.6,51.1,modelled
N00002822,Benburb,393,76.3,19.8,3.9,69.0,modelled
N00002823,Benburb,375,43.2,52.0,4.8,44.3,modelled
N00002824,Benburb,372,51.3,47.6,1.1,49.3,modelled
N00002825,Benburb,654,69.4,27.2,3.4,63.7,modelled
N00002826,Caledon,406,32.3,65.8,1.9,35.2,modelled
N00002827,Caledon,360,35.0,59.4,5.6,38.4,modelled
N00002828,Caledon,344,37.8,57.0,5.2,40.4,modelled
N00002829,Caledon,477,78.2,21.2,0.6,69.5,modelled
N00002830,Caledon,451,59.4,36.4,4.2,56.4,modelled
N00002831,Caledon,472,58.3,38.3,3.4,55.3,modelled
N00002832,Castlecaulfield,403,84.4,14.6,1.0,74.3,modelled
N00002833,Castlecaulfield,390,48.5,47.7,3.8,48.0,modelled
N00002834,Castlecaulfield,632,53.3,44.8,1.9,51.1,modelled
N00002835,Castlecaulfield,511,65.4,31.1,3.5,60.7,modelled
N00002836,Castlecaulfield,444,59.2,37.6,3.2,55.9,modelled
N00002837,Castlecaulfield,333,24.3,71.2,4.5,30.0,modelled
N00002838,Clogher,454,59.3,39.6,1.1,55.4,modelled
N00002839,Clogher,367,54.5,44.7,0.8,51.7,modelled
N00002840,Clogher,1431,67.1,31.2,1.7,61.4,modelled
N00002841,Coalisland North,519,95.0,4.4,0.6,82.2,modelled
N00002842,Coalisland North,622,94.9,4.8,0.3,82.0,modelled
N00002843,Coalisland North,389,95.6,3.3,1.1,82.8,modelled
N00002844,Coalisland North,413,96.1,3.1,0.8,83.1,modelled
N00002845,Coalisland North,314,94.3,2.5,3.2,82.4,modelled
N00002846,Coalisland North,629,90.5,7.6,1.9,79.2,modelled
N00002847,Coalisland North,644,88.8,10.2,1.0,77.6,modelled
N00002848,Coalisland South,1266,93.0,6.2,0.8,80.7,modelled
N00002849,Coalisland South,217,89.9,6.9,3.2,79.1,modelled
N00002850,Coalisland South,294,94.2,4.1,1.7,81.9,modelled
N00002851,Coalisland South,401,92.3,6.5,1.2,80.3,modelled
N00002852,Coalisland South,307,91.2,4.2,4.6,80.5,modelled
N00002853,Coalisland West and Newmills,1040,93.5,5.1,1.4,81.3,modelled
N00002854,Coalisland West and Newmills,474,88.6,9.1,2.3,77.9,modelled
N00002855,Coalisland West and Newmills,454,18.5,78.6,2.9,25.1,modelled
N00002856,Coalisland West and Newmills,314,91.7,7.6,0.7,79.7,modelled
N00002857,Coalisland West and Newmills,521,52.4,45.3,2.3,50.5,modelled
N00002858,Coolhill,440,62.5,28.4,9.1,60.2,modelled
N00002859,Coolhill,540,42.8,52.4,4.8,44.0,modelled
N00002860,Coolhill,368,32.1,59.5,8.4,37.0,modelled
N00002861,Coolhill,421,46.1,41.1,12.8,48.9,modelled
N00002862,Coolhill,271,21.4,75.6,3.0,27.3,modelled
N00002863,Coolhill,329,33.4,64.4,2.2,36.1,modelled
N00002864,Coolhill,347,38.9,54.2,6.9,41.7,modelled
N00002865,Donaghmore,643,65.5,31.9,2.6,60.5,modelled
N00002866,Donaghmore,482,28.2,67.2,4.6,32.9,modelled
N00002867,Donaghmore,573,79.2,18.7,2.1,70.7,modelled
N00002868,Donaghmore,488,95.3,3.9,0.8,82.5,modelled
N00002869,Donaghmore,402,85.8,12.2,2.0,75.6,modelled
N00002870,Drumglass,587,81.1,14.5,4.4,72.8,modelled
N00002871,Drumglass,864,86.9,9.6,3.5,76.9,modelled
N00002872,Drumglass,313,89.5,7.7,2.8,78.7,modelled
N00002873,Drumglass,298,80.9,17.1,2.0,71.9,modelled
N00002874,Drumglass,295,85.1,10.8,4.1,75.7,modelled
N00002875,Fivemiletown,1081,16.9,80.2,2.9,23.9,modelled
N00002876,Fivemiletown,531,26.0,71.2,2.8,30.7,modelled
N00002877,Fivemiletown,297,43.1,49.8,7.1,44.9,modelled
N00002878,Fivemiletown,205,23.9,71.2,4.9,29.8,modelled
N00002879,Killyman,434,33.4,64.1,2.5,36.2,modelled
N00002880,Killyman,438,7.3,87.0,5.7,17.5,modelled
N00002881,Killyman,523,11.7,83.7,4.6,20.5,modelled
N00002882,Killyman,375,4.5,92.0,3.5,14.7,modelled
N00002883,Killyman,478,39.3,59.0,1.7,40.4,modelled
N00002884,Killyman,476,26.3,70.2,3.5,31.2,modelled
N00002885,Killymeal,659,45.8,47.6,6.6,46.8,modelled
N00002886,Killymeal,823,62.3,32.2,5.5,58.9,modelled
N00002887,Killymeal,661,28.1,67.6,4.3,32.8,modelled
N00002888,Killymeal,424,79.7,19.3,1.0,70.7,modelled
N00002889,Killymeal,324,74.7,21.9,3.4,67.7,modelled
N00002890,Moy,406,47.0,50.0,3.0,46.7,modelled
N00002891,Moy,633,75.8,23.2,1.0,67.8,modelled
N00002892,Moy,500,64.8,34.8,0.4,59.3,modelled
N00002893,Moy,274,73.4,19.7,6.9,67.7,modelled
N00002894,Moy,341,61.9,36.4,1.7,57.5,modelled
N00002895,Moy,502,74.5,18.9,6.6,68.5,modelled
N00002896,Moy,353,26.6,67.7,5.7,32.0,modelled
N00002897,Moygashel,998,48.2,47.4,4.4,48.0,modelled
N00002898,Moygashel,302,28.1,66.6,5.3,33.1,modelled
N00002899,Moygashel,303,7.9,88.4,3.7,17.3,modelled
N00002900,Moygashel,309,7.4,86.1,6.5,17.8,modelled
N00002901,Moygashel,277,6.9,92.1,1.0,15.8,modelled
N00002902,Mullaghmore,329,88.1,9.4,2.5,77.5,modelled
N00002903,Mullaghmore,747,77.8,17.1,5.1,70.5,modelled
N00002904,Mullaghmore,422,88.4,7.6,4.0,78.2,modelled
N00002905,Mullaghmore,433,88.7,8.8,2.5,78.0,modelled
N00002906,Mullaghmore,420,94.5,2.9,2.6,82.4,modelled
N00002907,Washing Bay,634,98.3,1.7,0.0,84.5,modelled
N00002908,Washing Bay,474,93.5,5.7,0.8,81.1,modelled
N00002909,Washing Bay,558,97.1,2.7,0.2,83.6,modelled
N00002910,Washing Bay,716,95.0,4.3,0.7,82.2,modelled
N00002911,Washing Bay,724,92.5,6.6,0.9,80.4,modelled
N00002912,Ballinamallard,345,32.5,62.9,4.6,36.2,modelled
N00002913,Ballinamallard,309,9.4,89.3,1.3,17.8,modelled
N00002914,Ballinamallard,1272,28.5,68.5,3.0,32.7,modelled
N00002915,Ballinamallard,217,7.8,90.3,1.9,16.7,modelled
N00002916,Ballinamallard,443,9.0,86.7,4.3,18.3,modelled
N00002917,Belcoo and Garrison,308,85.4,13.3,1.3,75.1,modelled
N00002918,Belcoo and Garrison,339,84.4,10.6,5.0,75.5,modelled
N00002919,Belcoo and Garrison,391,92.1,5.6,2.3,80.5,modelled
N00002920,Belcoo and Garrison,375,91.7,4.8,3.5,80.6,modelled
N00002921,Belcoo and Garrison,309,75.7,22.3,2.0,68.0,modelled
N00002922,Belcoo and Garrison,468,85.5,11.5,3.0,75.7,modelled
N00002923,Belcoo and Garrison,351,78.1,21.4,0.5,69.4,modelled
N00002924,Belleek and Boa,386,85.8,11.7,2.5,75.8,modelled
N00002925,Belleek and Boa,311,89.1,9.0,1.9,78.1,modelled
N00002926,Belleek and Boa,368,93.2,4.6,2.2,81.3,modelled
N00002927,Belleek and Boa,390,51.8,46.7,1.5,49.8,modelled
N00002928,Belleek and Boa,358,40.8,55.6,3.6,42.1,modelled
N00002929,Belleek and Boa,727,73.9,22.7,3.4,67.1,modelled
N00002930,Boho Cleenish and Letterbreen,416,54.1,44.0,1.9,51.7,modelled
N00002931,Boho Cleenish and Letterbreen,628,54.1,39.2,6.7,53.1,modelled
N00002932,Boho Cleenish and Letterbreen,393,48.6,49.4,2.0,47.6,modelled
N00002933,Boho Cleenish and Letterbreen,522,38.5,57.1,4.4,40.6,modelled
N00002934,Boho Cleenish and Letterbreen,429,79.7,16.6,3.7,71.5,modelled
N00002935,Boho Cleenish and Letterbreen,402,83.8,14.4,1.8,74.1,modelled
N00002936,Boho Cleenish and Letterbreen,395,31.1,66.6,2.3,34.4,modelled
N00002937,Brookeborough,409,52.6,46.5,0.9,50.3,modelled
N00002938,Brookeborough,420,27.4,69.3,3.3,31.9,modelled
N00002939,Brookeborough,411,30.7,65.2,4.1,34.7,modelled
N00002940,Brookeborough,388,68.0,31.2,0.8,61.9,modelled
N00002941,Brookeborough,312,52.2,46.8,1.0,50.0,modelled
N00002942,Brookeborough,427,28.8,68.6,2.6,32.8,modelled
N00002943,Castlecoole_1,288,50.7,43.8,5.5,50.2,modelled
N00002944,Castlecoole_1,633,54.0,36.5,9.5,53.9,modelled
N00002945,Castlecoole_1,378,42.3,54.8,2.9,43.1,modelled
N00002946,Castlecoole_1,297,71.4,24.9,3.7,65.3,modelled
N00002947,Castlecoole_1,396,64.6,27.5,7.9,61.4,modelled
N00002948,Castlecoole_2,345,40.3,55.4,4.3,42.0,modelled
N00002949,Castlecoole_2,360,65.3,30.8,3.9,60.7,modelled
N00002950,Castlecoole_2,396,49.5,48.0,2.5,48.4,modelled
N00002951,Castlecoole_2,231,57.1,40.3,2.6,54.2,modelled
N00002952,Castlecoole_2,326,42.3,52.5,5.2,43.8,modelled
N00002953,Castlecoole_2,226,27.9,68.1,4.0,32.5,modelled
N00002954,Derrygonnelly,639,52.3,43.2,4.5,51.1,modelled
N00002955,Derrygonnelly,438,35.8,57.3,6.9,39.4,modelled
N00002956,Derrygonnelly,358,70.1,24.9,5.0,64.7,modelled
N00002957,Derrygonnelly,378,71.2,26.5,2.3,64.7,modelled
N00002958,Derrygonnelly,453,79.5,19.6,0.9,70.6,modelled
N00002959,Derrygonnelly,546,64.5,29.9,5.6,60.6,modelled
N00002960,Derrylin,350,86.3,12.9,0.8,75.7,modelled
N00002961,Derrylin,326,77.9,21.5,0.6,69.3,modelled
N00002962,Derrylin,374,94.7,4.8,0.5,81.9,modelled
N00002963,Derrylin,368,90.2,5.7,4.1,79.6,modelled
N00002964,Derrylin,373,79.9,20.1,0.0,70.6,modelled
N00002965,Derrylin,311,67.8,29.6,2.6,62.2,modelled
N00002966,Derrylin,576,78.3,18.2,3.5,70.4,modelled
N00002967,Devenish,277,91.7,5.8,2.5,80.3,modelled
N00002968,Devenish,279,86.0,11.5,2.5,75.9,modelled
N00002969,Devenish,218,72.9,24.3,2.8,66.1,modelled
N00002970,Devenish,281,88.6,10.0,1.4,77.6,modelled
N00002971,Devenish,365,65.2,29.3,5.5,61.1,modelled
N00002972,Devenish,287,82.2,16.0,1.8,72.9,modelled
N00002973,Donagh,407,78.4,20.6,1.0,69.8,modelled
N00002974,Donagh,324,84.3,15.1,0.6,74.1,modelled
N00002975,Donagh,488,71.1,27.0,1.9,64.5,modelled
N00002976,Donagh,308,85.7,12.7,1.6,75.5,modelled
N00002977,Donagh,410,68.8,29.5,1.7,62.7,modelled
N00002978,Donagh,450,86.0,11.8,2.2,75.9,modelled
N00002979,Erne,408,89.0,10.5,0.5,77.6,modelled
N00002980,Erne,398,62.6,35.2,2.2,58.2,modelled
N00002981,Erne,250,73.2,24.0,2.8,66.4,modelled
N00002982,Erne,516,61.8,32.4,5.8,58.7,modelled
N00002983,Erne,320,58.4,38.8,2.8,55.2,modelled
N00002984,Erne,213,75.1,17.8,7.1,69.1,modelled
N00002985,Erne,140,85.0,10.0,5.0,75.9,modelled
N00002986,Erne,382,80.6,15.4,4.0,72.3,modelled
N00002987,Florence Court and Kinawley,469,84.9,13.4,1.7,74.9,modelled
N00002988,Florence Court and Kinawley,462,89.8,9.5,0.7,78.3,modelled
N00002989,Florence Court and Kinawley,500,55.2,42.8,2.0,52.5,modelled
N00002990,Florence Court and Kinawley,355,36.1,62.8,1.1,37.9,modelled
N00002991,Florence Court and Kinawley,349,43.3,54.4,2.3,43.6,modelled
N00002992,Florence Court and Kinawley,495,83.8,15.4,0.8,73.8,modelled
N00002993,Irvinestown,228,81.1,16.2,2.7,72.3,modelled
N00002994,Irvinestown,635,72.8,25.0,2.2,65.9,modelled
N00002995,Irvinestown,691,68.7,27.8,3.5,63.2,modelled
N00002996,Irvinestown,235,75.3,22.6,2.1,67.8,modelled
N00002997,Irvinestown,290,77.2,21.0,1.8,69.1,modelled
N00002998,Irvinestown,256,80.1,17.6,2.3,71.4,modelled
N00002999,Irvinestown,253,78.7,19.4,1.9,70.3,modelled
N00003000,Kesh Ederney and Lack_1,481,51.4,45.3,3.3,50.1,modelled
N00003001,Kesh Ederney and Lack_1,265,15.1,84.2,0.7,21.9,modelled
N00003002,Kesh Ederney and Lack_1,809,62.4,35.1,2.5,58.1,modelled
N00003003,Kesh Ederney and Lack_2,1353,19.2,77.5,3.3,25.7,modelled
N00003004,Kesh Ederney and Lack_2,262,28.6,67.6,3.8,33.0,modelled
N00003005,Kesh Ederney and Lack_2,482,51.2,46.1,2.7,49.7,modelled
N00003006,Lisbellaw,440,56.8,40.7,2.5,53.9,modelled
N00003007,Lisbellaw,493,53.5,41.8,4.7,52.1,modelled
N00003008,Lisbellaw,635,15.1,81.4,3.5,22.7,modelled
N00003009,Lisbellaw,513,28.5,67.6,3.9,32.9,modelled
N00003010,Lisbellaw,414,28.7,67.6,3.7,33.0,modelled
N00003011,Lisbellaw,302,12.3,85.1,2.6,20.3,modelled
N00003012,Lisbellaw,393,23.4,72.5,4.1,29.2,modelled
N00003013,Lisnarrick,408,31.9,64.7,3.4,35.4,modelled
N00003014,Lisnarrick,422,49.5,47.6,2.9,48.5,modelled
N00003015,Lisnarrick,394,19.3,78.2,2.5,25.6,modelled
N00003016,Lisnarrick,303,23.1,73.3,3.6,28.8,modelled
N00003017,Lisnarrick,381,31.2,63.8,5.0,35.3,modelled
N00003018,Lisnaskea,239,85.4,13.4,1.2,75.1,modelled
N00003019,Lisnaskea,539,85.5,13.4,1.1,75.2,modelled
