DZ21,Label,Population,Catholic_bg,Protestant_bg,Other_None_bg,Proj_UI_decided_pct,provenance
N20002005,Derg_C4,553,81.0,17.5,1.4,72.3,modelled
N20002006,Derg_C5,552,66.1,31.3,2.5,60.1,modelled
N20002007,Derg_D1,583,34.8,59.2,6.0,35.0,modelled
N20002008,Derg_D2,617,30.0,68.4,1.6,29.2,modelled
N20002009,Derg_E1,425,64.5,30.1,5.4,59.9,modelled
N20002010,Derg_E2,438,39.3,58.0,2.7,37.5,modelled
N20002011,Derg_E3,562,57.8,38.3,3.9,53.7,modelled
N20002012,Derg_F1,372,89.0,8.3,2.7,79.5,modelled
N20002013,Derg_D3,708,52.5,44.8,2.7,48.7,modelled
N20002014,Derg_F2,534,85.2,10.9,3.9,76.8,modelled
N20002015,Derg_H1,532,24.6,73.3,2.1,24.8,modelled
N20002016,Derg_F3,346,55.2,38.2,6.6,52.5,modelled
N20002017,Derg_G1,554,39.2,54.7,6.1,38.8,modelled
N20002018,Derg_F4,407,79.6,15.0,5.4,72.7,modelled
N20002019,Derg_H2,484,58.3,39.9,1.9,53.2,modelled
N20002020,Derg_F5,441,42.0,52.6,5.4,40.8,modelled
N20002021,Derg_F6,354,34.2,57.9,7.9,35.2,modelled
N20002022,Derg_F7,526,19.0,79.8,1.1,19.7,modelled
N20002023,Derg_H3,590,84.9,13.6,1.5,75.6,modelled
N20002024,Derg_G2,681,15.1,83.0,1.9,16.7,modelled
N20002025,Derg_G3,699,29.6,68.2,2.1,29.1,modelled
N20002026,Derg_H4,443,85.3,13.5,1.1,75.8,modelled
N20002027,Derg_H5,406,26.6,70.7,2.7,26.7,modelled
N20002028,Derg_H6,553,23.7,73.8,2.5,24.2,modelled
N20002029,Erne_East_A1,665,33.5,57.9,8.6,35.0,modelled
N20002030,Erne_East_A2,579,18.8,72.9,8.3,22.4,modelled
N20002031,Erne_East_B1,724,52.9,43.8,3.3,49.2,modelled
N20002032,Erne_East_A3,595,30.8,63.7,5.5,31.4,modelled
N20002033,Erne_East_A4,329,28.9,67.8,3.3,28.9,modelled
N20002034,Erne_East_C1,361,49.0,48.5,2.5,45.6,modelled
N20002035,Erne_East_C2,459,42.5,46.2,11.3,43.6,modelled
N20002036,Erne_East_C3,477,46.8,46.5,6.7,45.4,modelled
N20002037,Erne_East_B2,807,81.3,16.7,2.0,72.7,modelled
N20002038,Erne_East_B3,831,96.3,3.2,0.5,84.8,modelled
N20002039,Erne_East_A5,698,43.8,52.9,3.3,41.6,modelled
N20002040,Erne_East_D1,753,77.7,17.4,4.9,70.9,modelled
N20002041,Erne_East_C4,598,54.3,43.6,2.0,49.9,modelled
N20002042,Erne_East_D2,525,84.6,12.6,2.9,75.9,modelled
N20002043,Erne_East_D3,325,76.0,16.6,7.4,70.4,modelled
N20002044,Erne_East_E1,524,72.3,27.7,0.0,64.4,modelled
N20002045,Erne_East_D4,340,78.2,17.4,4.4,71.1,modelled
N20002046,Erne_East_D5,638,68.3,24.9,6.7,63.7,modelled
N20002047,Erne_East_D6,440,73.0,23.6,3.4,66.3,modelled
N20002048,Erne_East_E2,596,89.9,7.9,2.2,80.1,modelled
N20002049,Erne_East_B4,461,87.2,8.7,4.1,78.6,modelled
N20002050,Erne_East_E3,488,63.3,33.6,3.1,58.0,modelled
N20002051,Erne_East_F1,696,74.1,23.0,2.9,67.0,modelled
N20002052,Erne_East_E4,601,57.7,41.8,0.5,52.2,modelled
N20002053,Erne_East_E5,568,82.2,15.8,1.9,73.5,modelled
N20002054,Erne_East_F2,579,88.9,7.6,3.5,79.8,modelled
N20002055,Erne_East_F3,813,72.9,24.5,2.6,65.9,modelled
N20002056,Erne_East_F4,477,77.1,20.5,2.3,69.4,modelled
N20002057,Erne_West_A1,599,54.6,40.7,4.7,51.2,modelled
N20002058,Erne_West_A2,724,82.5,13.5,4.0,74.5,modelled
N20002059,Erne_West_A3,412,85.7,8.7,5.6,77.9,modelled
N20002060,Erne_West_B1,628,81.1,14.3,4.6,73.6,modelled
N20002061,Erne_West_C1,876,42.5,47.1,10.4,43.2,modelled
N20002062,Erne_West_D1,584,69.9,22.9,7.2,65.1,modelled
N20002063,Erne_West_A4,536,72.4,21.8,5.8,66.7,modelled
N20002064,Erne_West_D2,459,69.7,25.9,4.4,63.9,modelled
N20002065,Erne_West_C2,723,30.2,61.3,8.6,32.1,modelled
N20002066,Erne_West_B2,947,88.5,6.8,4.8,79.9,modelled
N20002067,Erne_West_D3,480,70.0,26.7,3.3,63.7,modelled
N20002068,Erne_West_C3,664,49.5,44.9,5.6,47.3,modelled
N20002069,Erne_West_E1,805,64.7,29.7,5.6,60.2,modelled
N20002070,Erne_West_E2,447,56.8,37.6,5.6,53.5,modelled
N20002071,Erne_West_C4,649,55.6,39.6,4.8,52.1,modelled
N20002072,Erne_West_D4,469,56.3,40.3,3.4,52.1,modelled
N20002073,Erne_West_D5,688,47.5,49.3,3.2,44.6,modelled
N20002074,Erne_West_F1,491,89.2,8.1,2.6,79.7,modelled
N20002075,Erne_West_E3,546,76.7,20.1,3.1,69.3,modelled
N20002076,Erne_West_F2,518,83.8,14.3,1.9,74.8,modelled
N20002077,Erne_West_E4,703,89.8,6.8,3.4,80.5,modelled
N20002078,Erne_West_F3,457,75.5,19.9,4.6,68.9,modelled
N20002079,Erne_West_F4,723,90.0,6.1,3.9,80.9,modelled
N20002080,Erne_West_F5,528,64.2,34.3,1.5,58.1,modelled
N20002081,Enniskillen_A1,505,41.2,52.9,5.9,40.4,modelled
N20002082,Enniskillen_A2,421,14.0,80.0,5.9,17.4,modelled
N20002083,Enniskillen_A3,464,26.3,70.7,3.0,26.6,modelled
N20002084,Enniskillen_A4,525,31.6,58.9,9.5,33.7,modelled
N20002085,Enniskillen_D1,230,60.0,32.6,7.4,56.9,modelled
N20002086,Enniskillen_B1,730,78.5,12.6,8.9,73.1,modelled
N20002087,Enniskillen_D2,568,54.6,36.3,9.2,53.0,modelled
N20002088,Enniskillen_F1,530,66.8,25.1,8.1,62.9,modelled
N20002089,Enniskillen_B2,330,75.8,18.8,5.5,69.4,modelled
N20002090,Enniskillen_C1,569,54.3,35.7,10.0,53.1,modelled
N20002091,Enniskillen_B3,405,77.3,15.8,6.9,71.3,modelled
N20002092,Enniskillen_C2,586,60.8,30.5,8.7,58.0,modelled
N20002093,Enniskillen_C3,589,48.7,39.2,12.1,49.2,modelled
N20002094,Enniskillen_D3,588,69.7,23.6,6.6,64.8,modelled
N20002095,Enniskillen_B4,560,86.2,5.7,8.0,79.4,modelled
N20002096,Enniskillen_E1,333,73.6,18.6,7.8,68.5,modelled
N20002097,Enniskillen_C4,480,48.3,44.0,7.7,47.1,modelled
N20002098,Enniskillen_B5,641,64.0,20.4,15.6,63.5,modelled
N20002099,Enniskillen_F2,381,64.3,31.2,4.5,59.4,modelled
N20002100,Enniskillen_G1,521,53.4,42.2,4.4,50.1,modelled
N20002101,Enniskillen_E2,221,70.1,20.8,9.0,66.1,modelled
N20002102,Enniskillen_F3,514,54.1,32.1,13.8,54.4,modelled
N20002103,Enniskillen_E3,406,67.5,21.7,10.8,64.6,modelled
N20002104,Enniskillen_F4,427,62.3,27.9,9.8,59.8,modelled
N20002105,Enniskillen_E4,268,49.6,35.1,15.3,51.3,modelled
N20002106,Enniskillen_D4,500,54.0,34.4,11.6,53.5,modelled
N20002107,Enniskillen_E5,378,54.8,29.9,15.3,55.6,modelled
N20002108,Enniskillen_D5,591,40.1,50.4,9.5,40.9,modelled
N20002109,Enniskillen_G2,483,42.4,53.4,4.1,40.7,modelled
N20002110,Enniskillen_H1,264,28.8,58.3,12.9,32.7,modelled
N20002111,Enniskillen_H2,475,51.2,40.8,8.0,49.6,modelled
N20002112,Enniskillen_H3,339,61.9,29.5,8.6,59.0,modelled
N20002113,Enniskillen_F5,488,55.1,40.4,4.5,51.6,modelled
N20002114,Enniskillen_H4,359,69.4,24.8,5.8,64.2,modelled
N20002115,Enniskillen_H5,355,80.6,14.6,4.8,73.2,modelled
N20002116,Enniskillen_H6,526,59.9,29.5,10.6,58.1,modelled
N20002117,Enniskillen_G3,455,11.4,81.8,6.8,15.5,modelled
N20002118,Enniskillen_G4,395,15.2,78.7,6.1,18.4,modelled
N20002119,Enniskillen_G5,485,13.4,80.6,6.0,16.9,modelled
N20002120,Enniskillen_G6,561,30.7,60.2,9.1,32.7,modelled
N20002121,Erne_North_B1,632,41.3,53.0,5.7,40.4,modelled
N20002122,Erne_North_A1,668,39.7,56.4,3.9,38.3,modelled
N20002123,Erne_North_C1,520,24.0,71.9,4.0,25.1,modelled
N20002124,Erne_North_A2,523,82.8,14.7,2.5,74.2,modelled
N20002125,Erne_North_B2,484,56.8,36.8,6.4,53.8,modelled
N20002126,Erne_North_A3,515,25.6,65.6,8.7,28.3,modelled
N20002127,Erne_North_A4,576,21.5,70.1,8.3,24.7,modelled
N20002128,Erne_North_B3,463,91.8,6.3,1.9,81.6,modelled
N20002129,Erne_North_C2,617,60.8,35.3,3.9,56.1,modelled
N20002130,Erne_North_C3,663,26.7,69.4,3.9,27.3,modelled
N20002131,Erne_North_B4,431,90.0,7.2,2.8,80.4,modelled
N20002132,Erne_North_D1,447,74.5,18.1,7.4,69.1,modelled
N20002133,Erne_North_D2,554,72.2,22.9,4.9,66.2,modelled
N20002134,Erne_North_D3,424,77.4,15.8,6.8,71.4,modelled
N20002135,Erne_North_D4,349,62.2,31.8,6.0,58.2,modelled
N20002136,Erne_North_D5,152,64.5,25.7,9.9,61.7,modelled
N20002137,Erne_North_B5,524,85.5,10.9,3.6,77.0,modelled
N20002138,Erne_North_D6,395,78.2,16.2,5.6,71.6,modelled
N20002139,Erne_North_F1,644,36.2,61.5,2.3,34.7,modelled
N20002140,Erne_North_E1,463,9.7,86.4,3.9,12.9,modelled
N20002141,Erne_North_E2,379,9.0,81.5,9.5,14.5,modelled
N20002142,Erne_North_F2,697,54.5,41.8,3.7,50.8,modelled
N20002143,Erne_North_E3,523,8.2,82.2,9.6,13.9,modelled
N20002144,Erne_North_F3,669,74.7,20.9,4.3,68.1,modelled
N20002145,Erne_North_G1,580,40.9,56.0,3.1,39.0,modelled
N20002146,Erne_North_G2,457,71.1,26.5,2.4,64.3,modelled
N20002147,Erne_North_F4,638,27.6,67.4,5.0,28.5,modelled
N20002148,Erne_North_G3,643,43.2,53.3,3.4,41.1,modelled
N20002149,Erne_North_G4,452,62.4,26.8,10.8,60.3,modelled
N20002150,West_Tyrone_A1,385,18.4,74.0,7.5,21.8,modelled
N20002151,West_Tyrone_A2,540,53.0,44.4,2.6,49.0,modelled
N20002152,West_Tyrone_B1,513,61.8,35.5,2.7,56.5,modelled
N20002153,West_Tyrone_A3,526,33.3,64.6,2.1,32.1,modelled
N20002154,West_Tyrone_B2,516,76.6,18.6,4.8,69.9,modelled
N20002155,West_Tyrone_B3,655,62.9,35.4,1.7,57.1,modelled
N20002156,West_Tyrone_A4,573,64.7,32.5,2.8,59.1,modelled
N20002157,West_Tyrone_C1,588,78.7,19.0,2.2,70.7,modelled
N20002158,West_Tyrone_A5,472,44.5,50.8,4.7,42.7,modelled
N20002159,West_Tyrone_C2,381,89.2,10.2,0.5,78.9,modelled
N20002160,West_Tyrone_E1,691,81.0,17.5,1.4,72.3,modelled
N20002161,West_Tyrone_C3,778,60.4,33.3,6.3,56.8,modelled
N20002162,West_Tyrone_E2,565,80.9,16.3,2.8,72.7,modelled
N20002163,West_Tyrone_E3,377,79.3,17.8,2.9,71.4,modelled
N20002164,West_Tyrone_F1,857,57.5,38.5,4.0,53.4,modelled
N20002165,West_Tyrone_C4,598,47.5,50.0,2.5,44.3,modelled
N20002166,West_Tyrone_G1,319,82.4,12.9,4.7,74.8,modelled
N20002167,West_Tyrone_G2,288,84.4,7.6,8.0,77.7,modelled
N20002168,West_Tyrone_F2,713,54.8,40.5,4.6,51.4,modelled
N20002169,West_Tyrone_G3,351,72.9,23.6,3.4,66.2,modelled
N20002170,West_Tyrone_D1,362,79.8,15.2,5.0,72.7,modelled
N20002171,West_Tyrone_D2,552,71.2,25.0,3.8,64.9,modelled
N20002172,West_Tyrone_D3,304,74.7,22.7,2.6,67.4,modelled
N20002173,West_Tyrone_F3,550,77.5,21.1,1.5,69.3,modelled
N20002174,West_Tyrone_G4,666,67.9,29.6,2.6,61.6,modelled
N20002175,West_Tyrone_E4,561,74.0,24.6,1.4,66.3,modelled
N20002176,West_Tyrone_F4,746,71.4,26.3,2.3,64.5,modelled
N20002177,West_Tyrone_C5,609,72.4,24.5,3.1,65.7,modelled
N20002178,West_Tyrone_G5,531,82.3,13.4,4.3,74.5,modelled
N20002179,West_Tyrone_G6,456,84.6,14.5,0.9,75.1,modelled
N20002180,West_Tyrone_E5,580,46.6,49.8,3.6,44.0,modelled
N20002181,Omagh_C1,580,49.0,42.4,8.6,48.0,modelled
N20002182,Omagh_A1,574,76.1,18.1,5.7,69.9,modelled
N20002183,Omagh_B1,784,86.6,6.0,7.4,79.4,modelled
N20002184,Omagh_B2,448,69.6,21.0,9.4,65.8,modelled
N20002185,Omagh_A2,349,84.8,11.7,3.4,76.3,modelled
N20002186,Omagh_A3,311,70.1,25.7,4.2,64.1,modelled
N20002187,Omagh_A4,558,90.0,6.3,3.8,80.8,modelled
N20002188,Omagh_C2,270,81.5,9.3,9.3,75.8,modelled
N20002189,Omagh_A5,393,63.4,32.3,4.3,58.5,modelled
N20002190,Omagh_A6,667,85.9,7.9,6.1,78.3,modelled
N20002191,Omagh_A7,359,89.7,7.5,2.8,80.2,modelled
N20002192,Omagh_D1,558,62.2,30.6,7.2,58.6,modelled
N20002193,Omagh_C3,523,78.6,13.8,7.6,72.7,modelled
N20002194,Omagh_C4,459,91.5,6.5,2.0,81.4,modelled
N20002195,Omagh_D2,491,65.6,25.3,9.2,62.3,modelled
N20002196,Omagh_E1,697,55.7,34.0,10.3,54.4,modelled
N20002197,Omagh_E2,387,29.5,60.7,9.8,32.0,modelled
N20002198,Omagh_D3,341,82.1,9.4,8.5,76.0,modelled
N20002199,Omagh_D4,280,65.0,22.1,12.9,63.3,modelled
N20002200,Omagh_E3,511,12.1,75.9,11.9,18.2,modelled
N20002201,Omagh_G1,293,27.0,65.5,7.5,29.0,modelled
N20002202,Omagh_C5,482,85.3,5.2,9.5,79.1,modelled
N20002203,Omagh_F1,298,91.6,3.0,5.4,82.8,modelled
N20002204,Omagh_F2,341,90.3,2.9,6.7,82.3,modelled
N20002205,Omagh_H1,267,87.3,9.0,3.7,78.5,modelled
N20002206,Omagh_E4,290,24.5,65.5,10.0,27.9,modelled
N20002207,Omagh_E5,452,51.5,42.0,6.4,49.3,modelled
N20002208,Omagh_H2,352,69.9,24.1,6.0,64.7,modelled
N20002209,Omagh_G2,387,35.7,61.0,3.4,34.7,modelled
N20002210,Omagh_F3,587,93.2,4.3,2.6,83.0,modelled
N20002211,Omagh_G3,362,62.7,30.4,6.9,59.0,modelled
N20002212,Omagh_H3,372,83.1,12.9,4.0,75.1,modelled
N20002213,Omagh_H4,704,78.6,15.9,5.5,71.8,modelled
N20002214,Omagh_C6,436,91.5,5.3,3.2,81.9,modelled
N20002215,Omagh_F4,541,86.9,10.2,3.0,77.9,modelled
N20002216,Omagh_H5,658,77.1,18.1,4.9,70.3,modelled
N20002217,Omagh_G4,453,13.2,80.4,6.4,16.9,modelled
N20002218,Omagh_G5,483,66.3,26.9,6.8,61.9,modelled
N20002219,Omagh_H6,696,81.0,11.2,7.8,74.8,modelled
N20002220,Omagh_G6,490,68.8,27.3,3.9,62.9,modelled
N20002221,Mid_Tyrone_A1,554,70.2,23.8,6.0,65.0,modelled
N20002222,Mid_Tyrone_B1,409,44.7,49.1,6.1,43.5,modelled
N20002223,Mid_Tyrone_A2,568,92.6,5.6,1.8,82.2,modelled
N20002224,Mid_Tyrone_A3,565,97.5,1.2,1.2,86.2,modelled
N20002225,Mid_Tyrone_B2,467,85.9,10.5,3.6,77.3,modelled
N20002226,Mid_Tyrone_B3,695,55.4,42.0,2.6,51.1,modelled
N20002227,Mid_Tyrone_B4,436,37.4,60.6,2.1,35.6,modelled
N20002228,Mid_Tyrone_A4,520,96.3,2.9,0.8,85.0,modelled
N20002229,Mid_Tyrone_B5,432,91.4,6.0,2.5,81.5,modelled
N20002230,Mid_Tyrone_B6,435,71.0,26.7,2.3,64.2,modelled
N20002231,Mid_Tyrone_A5,756,95.8,3.6,0.7,84.5,modelled
N20002232,Mid_Tyrone_D1,424,60.8,37.3,1.9,55.4,modelled
N20002233,Mid_Tyrone_C1,632,75.2,21.0,3.8,68.3,modelled
N20002234,Mid_Tyrone_D2,471,74.9,23.4,1.7,67.3,modelled
N20002235,Mid_Tyrone_D3,537,89.9,9.1,0.9,79.6,modelled
N20002236,Mid_Tyrone_C2,683,76.4,17.6,6.0,70.2,modelled
N20002237,Mid_Tyrone_E1,750,94.4,4.1,1.5,83.6,modelled
N20002238,Mid_Tyrone_C3,662,90.6,7.3,2.1,80.7,modelled
N20002239,Mid_Tyrone_D4,658,86.2,11.4,2.4,77.0,modelled
N20002240,Mid_Tyrone_E2,655,96.3,2.6,1.1,85.1,modelled
N20002241,Mid_Tyrone_E3,340,92.4,6.8,0.9,81.7,modelled
N20002242,Mid_Tyrone_D5,671,69.9,26.1,4.0,63.9,modelled
N20002243,Mid_Tyrone_E4,495,75.6,23.8,0.6,67.3,modelled
N20002244,Mid_Tyrone_G1,477,65.6,32.1,2.3,59.6,modelled
N20002245,Mid_Tyrone_F1,681,52.1,42.1,5.7,49.6,modelled
N20002246,Mid_Tyrone_F2,546,32.2,64.7,3.1,31.7,modelled
N20002247,Mid_Tyrone_G2,613,61.8,31.5,6.7,58.1,modelled
N20002248,Mid_Tyrone_E5,835,90.9,6.2,2.9,81.2,modelled
N20002249,Mid_Tyrone_F3,588,49.7,49.0,1.4,45.7,modelled
N20002250,Mid_Tyrone_G3,508,64.6,32.9,2.6,58.8,modelled
N20002251,Mid_Tyrone_G4,523,92.0,6.3,1.7,81.7,modelled
N20002252,Downshire_West_A1,534,18.2,60.5,21.3,27.1,modelled
N20002253,Downshire_West_A2,295,21.4,64.7,13.9,26.8,modelled
N20002254,Downshire_West_A3,486,17.1,67.9,15.0,23.6,modelled
N20002255,Downshire_West_A4,274,16.4,58.0,25.5,27.3,modelled
N20002256,Downshire_West_A5,438,23.3,65.8,11.0,27.2,modelled
N20002257,Downshire_West_A6,629,40.7,47.2,12.1,42.4,modelled
N20002258,Downshire_West_B1,583,12.5,74.1,13.4,19.1,modelled
N20002259,Downshire_West_B2,493,5.7,81.9,12.4,12.9,modelled
N20002260,Downshire_West_B3,536,13.6,75.0,11.4,19.2,modelled
N20002261,Downshire_West_B4,481,13.1,76.1,10.8,18.6,modelled
N20002262,Downshire_West_C1,483,13.3,72.3,14.5,20.2,modelled
N20002263,Downshire_West_D1,426,25.1,61.7,13.1,29.7,modelled
N20002264,Downshire_West_C2,510,18.4,72.2,9.4,22.5,modelled
N20002265,Downshire_West_D2,260,15.0,71.9,13.1,21.1,modelled
N20002266,Downshire_West_C3,525,21.5,65.1,13.3,26.7,modelled
N20002267,Downshire_West_D3,305,20.0,66.2,13.8,25.6,modelled
N20002268,Downshire_West_G1,1075,20.6,70.0,9.4,24.3,modelled
N20002269,Downshire_West_E1,630,12.2,70.5,17.3,20.4,modelled
N20002270,Downshire_West_D4,252,22.2,59.1,18.7,29.4,modelled
N20002271,Downshire_West_D5,453,21.4,60.7,17.9,28.4,modelled
N20002272,Downshire_West_D6,545,26.2,56.5,17.2,32.3,modelled
N20002273,Downshire_West_C4,540,24.3,63.9,11.9,28.4,modelled
N20002274,Downshire_West_E2,513,13.8,75.6,10.5,19.1,modelled
N20002275,Downshire_West_C5,599,23.0,62.8,14.2,28.3,modelled
N20002276,Downshire_West_G2,492,28.7,63.2,8.1,30.7,modelled
N20002277,Downshire_West_B5,707,13.9,76.8,9.3,18.6,modelled
N20002278,Downshire_West_F1,385,10.1,81.8,8.1,14.9,modelled
N20002279,Downshire_West_F2,252,16.7,69.4,13.9,22.8,modelled
N20002280,Downshire_West_F3,439,13.7,78.4,8.0,17.9,modelled
N20002281,Downshire_West_E3,651,15.4,75.7,8.9,19.7,modelled
N20002282,Downshire_West_F4,421,13.5,71.3,15.2,20.7,modelled
N20002283,Downshire_West_F5,217,16.1,70.0,13.8,22.3,modelled
N20002284,Downshire_West_G3,839,10.8,81.0,8.1,15.6,modelled
N20002285,Downshire_West_G4,542,9.0,80.3,10.7,15.1,modelled
N20002286,Downshire_West_G5,389,9.5,83.3,7.2,14.1,modelled
N20002287,Killultagh_B1,532,43.0,46.6,10.3,43.7,modelled
N20002288,Killultagh_A1,893,89.5,6.4,4.1,80.5,modelled
N20002289,Killultagh_B2,903,59.1,34.8,6.1,55.6,modelled
N20002290,Killultagh_A2,482,89.2,9.3,1.5,79.2,modelled
N20002291,Killultagh_A3,384,79.4,13.8,6.8,73.1,modelled
N20002292,Killultagh_A4,681,91.9,4.6,3.5,82.4,modelled
N20002293,Killultagh_C1,512,66.0,25.2,8.8,62.5,modelled
N20002294,Killultagh_C2,512,36.7,57.6,5.7,36.5,modelled
N20002295,Killultagh_C3,625,62.1,27.8,10.1,59.7,modelled
N20002296,Killultagh_B3,720,36.4,50.0,13.6,39.4,modelled
N20002297,Killultagh_B4,572,39.2,49.5,11.4,40.8,modelled
N20002298,Killultagh_C4,465,25.8,67.3,6.9,27.7,modelled
N20002299,Killultagh_C5,502,41.4,53.8,4.8,40.1,modelled
N20002300,Killultagh_F1,580,25.5,59.5,15.0,30.7,modelled
N20002301,Killultagh_G1,333,12.9,78.4,8.7,17.6,modelled
N20002302,Killultagh_G2,467,16.5,75.2,8.4,20.4,modelled
N20002303,Killultagh_F2,555,25.2,58.9,15.9,30.8,modelled
N20002304,Killultagh_F3,379,17.4,70.7,11.9,22.6,modelled
N20002305,Killultagh_D1,564,57.4,33.5,9.0,55.4,modelled
N20002306,Killultagh_D2,585,54.2,31.1,14.7,54.9,modelled
N20002307,Killultagh_D3,341,51.6,41.3,7.0,49.6,modelled
N20002308,Killultagh_E1,497,57.3,28.8,13.9,57.2,modelled
N20002309,Killultagh_E2,567,48.0,39.0,13.1,49.0,modelled
N20002310,Killultagh_D4,781,45.8,44.8,9.3,45.7,modelled
N20002311,Killultagh_G3,428,16.8,76.6,6.5,20.0,modelled
N20002312,Killultagh_E3,583,44.4,43.2,12.3,45.7,modelled
N20002313,Killultagh_E4,531,10.2,75.3,14.5,17.6,modelled
N20002314,Killultagh_E5,302,13.9,68.9,17.2,21.8,modelled
N20002315,Killultagh_E6,434,13.4,69.6,17.1,21.3,modelled
N20002316,Killultagh_E7,331,11.2,76.1,12.7,17.7,modelled
N20002317,Killultagh_C6,595,18.7,72.8,8.6,22.4,modelled
N20002318,Killultagh_G4,840,41.9,50.8,7.3,41.5,modelled
N20002319,Killultagh_F4,737,19.8,68.4,11.8,24.6,modelled
N20002320,Killultagh_H1,748,12.6,69.4,18.0,21.0,modelled
N20002321,Killultagh_H2,560,8.6,73.0,18.4,17.8,modelled
N20002322,Killultagh_H3,644,6.8,78.3,14.9,14.9,modelled
N20002323,Killultagh_H4,623,8.8,72.4,18.8,18.1,modelled
N20002324,Killultagh_G5,666,9.0,82.6,8.4,14.1,modelled
N20002325,Killultagh_H5,556,7.9,78.6,13.5,15.2,modelled
N20002326,Lisburn_South_A1,574,25.8,64.1,10.1,29.0,modelled
N20002327,Lisburn_South_A2,369,12.5,77.5,10.0,17.7,modelled
N20002328,Lisburn_South_A3,480,11.2,75.0,13.8,18.2,modelled
N20002329,Lisburn_South_B1,656,6.9,74.2,18.9,16.5,modelled
N20002330,Lisburn_South_C1,525,19.4,67.4,13.1,24.9,modelled
N20002331,Lisburn_South_C2,408,39.2,27.9,32.8,49.5,modelled
N20002332,Lisburn_South_B2,629,5.7,73.0,21.3,16.5,modelled
N20002333,Lisburn_South_C3,388,17.5,69.1,13.4,23.3,modelled
N20002334,Lisburn_South_B3,711,9.3,72.2,18.6,18.4,modelled
N20002335,Lisburn_South_B4,465,21.3,54.4,24.3,30.9,modelled
N20002336,Lisburn_South_E1,650,18.5,65.5,16.0,25.2,modelled
N20002337,Lisburn_South_C4,472,8.5,79.0,12.5,15.3,modelled
N20002338,Lisburn_South_C5,258,22.1,62.4,15.5,28.1,modelled
N20002339,Lisburn_South_C6,429,13.3,74.1,12.6,19.4,modelled
N20002340,Lisburn_South_D1,231,13.4,73.2,13.4,19.9,modelled
N20002341,Lisburn_South_D2,533,16.5,67.2,16.3,23.7,modelled
N20002342,Lisburn_South_G1,501,26.7,51.9,21.4,34.3,modelled
N20002343,Lisburn_South_C7,356,19.1,65.4,15.4,25.5,modelled
N20002344,Lisburn_South_E2,614,23.5,58.8,17.8,30.1,modelled
N20002345,Lisburn_South_D3,374,16.0,67.6,16.3,23.3,modelled
N20002346,Lisburn_South_F1,382,24.6,56.8,18.6,31.4,modelled
N20002347,Lisburn_South_D4,530,13.4,68.5,18.1,21.7,modelled
N20002348,Lisburn_South_D5,412,22.3,58.0,19.7,29.9,modelled
N20002349,Lisburn_South_E3,657,26.6,52.7,20.7,34.0,modelled
N20002350,Lisburn_South_F2,496,23.0,58.3,18.8,30.1,modelled
N20002351,Lisburn_South_G2,671,34.0,41.4,24.6,41.7,modelled
N20002352,Lisburn_South_F3,508,19.9,68.3,11.8,24.7,modelled
N20002353,Lisburn_South_E4,823,29.5,53.6,16.9,34.9,modelled
N20002354,Lisburn_South_H1,313,36.7,53.4,9.9,38.2,modelled
N20002355,Lisburn_South_H2,490,49.8,38.2,12.0,50.1,modelled
N20002356,Lisburn_South_J1,476,46.6,38.9,14.5,48.4,modelled
N20002357,Lisburn_South_H3,432,42.8,41.2,16.0,45.8,modelled
N20002358,Lisburn_South_E5,365,41.1,47.4,11.5,42.5,modelled
N20002359,Lisburn_South_H4,223,42.6,41.3,16.1,45.7,modelled
N20002360,Lisburn_South_E6,498,27.7,54.4,17.9,33.8,modelled
N20002361,Lisburn_South_G3,389,57.1,29.6,13.4,56.8,modelled
N20002362,Lisburn_South_H5,657,31.1,51.3,17.7,36.5,modelled
N20002363,Lisburn_South_H6,514,29.8,54.5,15.8,34.6,modelled
N20002364,Lisburn_South_G4,472,42.2,40.3,17.6,45.9,modelled
N20002365,Lisburn_South_K1,298,19.5,56.7,23.8,29.2,modelled
N20002366,Lisburn_South_J2,490,22.0,59.8,18.2,29.1,modelled
N20002367,Lisburn_South_G5,454,38.1,44.9,17.0,42.2,modelled
N20002368,Lisburn_South_K2,512,16.2,61.7,22.1,25.7,modelled
N20002369,Lisburn_South_G6,426,27.0,62.9,10.1,30.0,modelled
N20002370,Lisburn_South_K3,478,7.3,65.7,27.0,20.1,modelled
N20002371,Lisburn_South_K4,439,10.0,63.3,26.7,22.3,modelled
N20002372,Lisburn_South_J3,690,27.1,61.9,11.0,30.5,modelled
N20002373,Lisburn_South_J4,699,28.2,54.5,17.3,33.9,modelled
N20002374,Lisburn_South_K5,500,11.0,67.6,21.4,21.0,modelled
N20002375,Lisburn_South_K6,410,9.0,60.0,31.0,23.2,modelled
N20002376,Lisburn_North_A1,226,18.6,59.7,21.7,27.6,modelled
N20002377,Lisburn_North_B1,678,66.5,22.6,10.9,63.8,modelled
N20002378,Lisburn_North_D1,537,61.1,32.4,6.5,57.4,modelled
N20002379,Lisburn_North_A2,755,10.5,74.7,14.8,17.9,modelled
N20002380,Lisburn_North_C1,424,5.2,71.9,22.9,16.7,modelled
N20002381,Lisburn_North_B2,459,43.1,42.7,14.2,45.3,modelled
N20002382,Lisburn_North_C2,641,6.4,71.1,22.5,17.6,modelled
N20002383,Lisburn_North_A3,409,34.7,46.7,18.6,40.0,modelled
