DZ21,Label,Population,Catholic_bg,Protestant_bg,Other_None_bg,Proj_UI_decided_pct,provenance
N20001258,Collin_H1,980,97.9,0.9,1.2,86.5,modelled
N20001259,Collin_K1,721,95.6,1.8,2.6,85.1,modelled
N20001260,Collin_J2,505,90.5,2.8,6.7,82.4,modelled
N20001261,Collin_B3,856,93.7,4.3,2.0,83.2,modelled
N20001262,Collin_G3,447,91.7,2.2,6.0,83.2,modelled
N20001263,Collin_G4,598,90.6,3.7,5.7,82.1,modelled
N20001264,Collin_H2,823,93.2,3.4,3.4,83.4,modelled
N20001265,Collin_H3,514,95.3,1.8,2.9,85.0,modelled
N20001266,Collin_G5,604,91.9,5.0,3.1,82.2,modelled
N20001267,Collin_L1,574,88.3,7.1,4.5,79.7,modelled
N20001268,Collin_B4,623,94.2,4.2,1.6,83.5,modelled
N20001269,Collin_K2,515,87.4,5.8,6.8,79.8,modelled
N20001270,Collin_K3,346,91.0,4.9,4.0,81.8,modelled
N20001271,Collin_H4,450,83.1,10.7,6.2,76.0,modelled
N20001272,Collin_N1,648,93.2,3.2,3.5,83.4,modelled
N20001273,Collin_L2,389,93.1,2.1,4.9,83.9,modelled
N20001274,Collin_P1,391,81.8,10.2,7.9,75.6,modelled
N20001275,Collin_J3,394,66.5,23.4,10.2,63.5,modelled
N20001276,Collin_K4,495,89.1,7.5,3.4,79.9,modelled
N20001277,Collin_N2,740,92.2,4.7,3.1,82.4,modelled
N20001278,Collin_L3,554,89.5,4.3,6.1,81.4,modelled
N20001279,Collin_L4,608,93.3,3.5,3.3,83.4,modelled
N20001280,Collin_J4,311,71.7,16.4,11.9,68.6,modelled
N20001281,Collin_R1,316,77.2,12.0,10.8,72.8,modelled
N20001282,Collin_Q1,515,94.0,2.9,3.1,83.9,modelled
N20001283,Collin_P2,360,90.8,4.7,4.4,81.8,modelled
N20001284,Collin_N3,645,97.4,0.8,1.9,86.3,modelled
N20001285,Collin_P3,335,66.6,21.8,11.6,64.1,modelled
N20001286,Collin_P4,308,90.6,4.9,4.5,81.6,modelled
N20001287,Collin_Q2,408,91.4,4.4,4.2,82.2,modelled
N20001288,Collin_P5,518,95.6,2.7,1.7,84.7,modelled
N20001289,Collin_R2,398,53.5,32.9,13.6,53.9,modelled
N20001290,Collin_Q3,1131,96.2,2.2,1.6,85.2,modelled
N20001291,Collin_N4,575,94.1,2.3,3.7,84.2,modelled
N20001292,Collin_R3,571,31.3,55.0,13.7,35.1,modelled
N20001293,Collin_P6,368,95.7,2.4,1.9,84.9,modelled
N20001294,Collin_R4,231,25.1,59.7,15.2,30.5,modelled
N20001295,Collin_Q4,337,94.1,2.4,3.6,84.2,modelled
N20001296,Collin_R5,401,30.7,53.9,15.5,35.3,modelled
N20001297,Black_Mountain_A1,480,92.5,4.4,3.1,82.7,modelled
N20001298,Black_Mountain_A2,649,94.9,2.2,2.9,84.6,modelled
N20001299,Black_Mountain_A3,495,97.2,1.0,1.8,86.1,modelled
N20001300,Black_Mountain_B1,635,89.9,5.5,4.6,81.1,modelled
N20001301,Black_Mountain_A4,733,94.5,2.6,2.9,84.3,modelled
N20001302,Black_Mountain_A5,497,96.8,1.4,1.8,85.8,modelled
N20001303,Black_Mountain_B2,487,83.2,7.2,9.7,77.4,modelled
N20001304,Black_Mountain_B3,546,87.9,5.5,6.6,80.2,modelled
N20001305,Black_Mountain_B4,542,95.4,2.4,2.2,84.8,modelled
N20001306,Black_Mountain_A6,289,93.1,2.8,4.2,83.6,modelled
N20001307,Black_Mountain_C1,586,71.0,7.0,22.0,72.0,modelled
N20001308,Black_Mountain_D1,848,92.8,2.6,4.6,83.5,modelled
N20001309,Black_Mountain_D2,896,92.9,4.2,2.9,82.9,modelled
N20001310,Black_Mountain_E1,614,92.2,3.3,4.6,83.0,modelled
N20001311,Black_Mountain_C2,396,83.1,5.6,11.4,78.0,modelled
N20001312,Black_Mountain_C3,415,77.3,8.7,14.0,74.2,modelled
N20001313,Black_Mountain_E2,534,94.6,3.4,2.1,84.0,modelled
N20001314,Black_Mountain_E3,651,93.2,3.2,3.5,83.5,modelled
N20001315,Black_Mountain_C4,470,78.1,7.2,14.7,75.1,modelled
N20001316,Black_Mountain_E4,527,90.9,4.9,4.2,81.7,modelled
N20001317,Black_Mountain_F1,516,96.5,1.4,2.1,85.7,modelled
N20001318,Black_Mountain_J1,475,90.9,4.4,4.6,82.0,modelled
N20001319,Black_Mountain_J2,341,88.9,2.3,8.8,81.9,modelled
N20001320,Black_Mountain_F2,468,93.4,4.7,1.9,82.9,modelled
N20001321,Black_Mountain_J3,590,87.3,4.7,8.0,80.2,modelled
N20001322,Black_Mountain_J4,453,86.8,3.3,9.9,80.5,modelled
N20001323,Black_Mountain_H1,348,93.7,4.0,2.3,83.3,modelled
N20001324,Black_Mountain_J5,516,86.6,4.7,8.7,79.9,modelled
N20001325,Black_Mountain_F3,756,95.4,1.3,3.3,85.2,modelled
N20001326,Black_Mountain_F4,669,96.6,0.4,3.0,86.1,modelled
N20001327,Black_Mountain_G1,434,95.4,0.9,3.7,85.4,modelled
N20001328,Black_Mountain_H2,609,87.4,5.4,7.2,80.0,modelled
N20001329,Black_Mountain_G2,302,92.4,2.0,5.6,83.6,modelled
N20001330,Black_Mountain_G3,410,89.3,2.9,7.8,81.8,modelled
N20001331,Black_Mountain_G4,503,96.2,0.8,3.0,85.8,modelled
N20001332,Black_Mountain_K1,485,90.9,3.1,6.0,82.5,modelled
N20001333,Black_Mountain_G5,448,90.6,4.5,4.9,81.8,modelled
N20001334,Black_Mountain_G6,703,94.3,2.8,2.8,84.1,modelled
N20001335,Black_Mountain_K2,316,92.7,1.9,5.4,83.8,modelled
N20001336,Black_Mountain_J6,253,85.8,4.3,9.9,79.7,modelled
N20001337,Black_Mountain_H3,421,98.1,1.2,0.7,86.5,modelled
N20001338,Black_Mountain_K3,373,83.4,8.3,8.3,77.0,modelled
N20001339,Black_Mountain_K4,682,94.6,2.3,3.1,84.4,modelled
N20001340,Black_Mountain_H4,437,92.9,2.7,4.3,83.5,modelled
N20001341,Black_Mountain_D3,322,89.8,7.5,2.8,80.2,modelled
N20001342,Black_Mountain_L1,579,94.5,1.0,4.5,84.9,modelled
N20001343,Black_Mountain_N1,432,94.9,1.9,3.2,84.8,modelled
N20001344,Black_Mountain_N2,322,95.0,2.5,2.5,84.6,modelled
N20001345,Black_Mountain_L2,484,90.1,3.7,6.2,81.9,modelled
N20001346,Black_Mountain_P1,514,91.8,4.7,3.5,82.3,modelled
N20001347,Black_Mountain_H5,315,91.1,6.7,2.2,81.1,modelled
N20001348,Black_Mountain_N3,461,89.6,3.0,7.4,81.9,modelled
N20001349,Black_Mountain_N4,409,95.1,0.2,4.6,85.5,modelled
N20001350,Black_Mountain_R1,437,96.3,1.1,2.5,85.7,modelled
N20001351,Black_Mountain_D4,631,92.7,5.2,2.1,82.4,modelled
N20001352,Black_Mountain_L3,535,91.8,3.2,5.0,82.8,modelled
N20001353,Black_Mountain_N5,289,96.9,0.7,2.4,86.1,modelled
N20001354,Black_Mountain_L4,427,92.0,3.7,4.2,82.7,modelled
N20001355,Black_Mountain_N6,476,95.8,1.9,2.3,85.1,modelled
N20001356,Black_Mountain_Q1,667,95.5,1.3,3.1,85.2,modelled
N20001357,Black_Mountain_L5,411,94.6,3.4,1.9,84.0,modelled
N20001358,Black_Mountain_P2,585,90.9,5.0,4.1,81.7,modelled
N20001359,Black_Mountain_P3,556,94.4,3.8,1.8,83.8,modelled
N20001360,Black_Mountain_P4,426,95.1,2.1,2.8,84.7,modelled
N20001361,Black_Mountain_R2,541,93.3,1.3,5.4,84.3,modelled
N20001362,Black_Mountain_Q2,499,94.2,3.2,2.6,83.9,modelled
N20001363,Black_Mountain_Q3,625,93.0,4.3,2.7,82.9,modelled
N20001364,Black_Mountain_R3,592,97.1,1.0,1.9,86.1,modelled
N20001365,Black_Mountain_P5,484,87.2,3.1,9.7,80.8,modelled
N20001366,Black_Mountain_R4,410,95.1,2.4,2.4,84.6,modelled
N20001367,Black_Mountain_R5,403,95.5,3.5,1.0,84.4,modelled
N20001368,Black_Mountain_R6,252,89.3,1.2,9.5,82.5,modelled
N20001369,Court_C1,475,4.8,80.6,14.5,13.1,modelled
N20001370,Court_A1,524,4.0,84.0,12.0,11.4,modelled
N20001371,Court_A2,462,31.8,56.5,11.7,34.8,modelled
N20001372,Court_C2,335,2.4,87.2,10.4,9.4,modelled
N20001373,Court_A3,587,40.0,51.1,8.9,40.6,modelled
N20001374,Court_B1,477,94.5,3.8,1.7,83.8,modelled
N20001375,Court_B2,583,1.5,80.6,17.8,11.6,modelled
N20001376,Court_C3,210,5.7,77.6,16.7,14.7,modelled
N20001377,Court_B3,386,13.5,76.4,10.1,18.6,modelled
N20001378,Court_C4,557,10.6,74.0,15.4,18.3,modelled
N20001379,Court_J1,490,5.9,76.9,17.1,15.0,modelled
N20001380,Court_E1,648,4.3,82.7,13.0,12.0,modelled
N20001381,Court_D1,743,4.6,86.5,8.9,10.6,modelled
N20001382,Court_B4,424,4.7,80.2,15.1,13.2,modelled
N20001383,Court_D2,586,8.2,78.2,13.7,15.5,modelled
N20001384,Court_F1,596,6.4,76.5,17.1,15.4,modelled
N20001385,Court_D3,367,13.4,73.6,13.1,19.7,modelled
N20001386,Court_E2,394,6.3,78.7,15.0,14.5,modelled
N20001387,Court_G1,420,4.5,80.2,15.2,13.1,modelled
N20001388,Court_E3,501,3.8,88.0,8.2,9.6,modelled
N20001389,Court_G2,562,5.5,70.3,24.2,17.5,modelled
N20001390,Court_H1,602,3.2,87.5,9.3,9.5,modelled
N20001391,Court_E4,447,2.9,87.9,9.2,9.3,modelled
N20001392,Court_E5,408,4.4,86.5,9.1,10.5,modelled
N20001393,Court_H2,210,2.9,80.5,16.7,12.2,modelled
N20001394,Court_F2,344,10.5,72.4,17.2,18.9,modelled
N20001395,Court_G3,293,6.8,85.3,7.8,12.1,modelled
N20001396,Court_K1,431,9.0,81.9,9.0,14.4,modelled
N20001397,Court_H3,458,10.0,70.5,19.4,19.4,modelled
N20001398,Court_K2,363,5.2,80.4,14.3,13.3,modelled
N20001399,Court_H4,564,3.0,81.0,16.0,12.1,modelled
N20001400,Court_F3,256,12.9,64.5,22.7,23.1,modelled
N20001401,Court_J2,685,10.9,71.8,17.2,19.3,modelled
N20001402,Court_L1,564,13.5,69.7,16.8,21.3,modelled
N20001403,Court_L2,280,0.4,82.5,17.1,10.3,modelled
N20001404,Court_J3,407,7.4,73.2,19.4,17.2,modelled
N20001405,Court_L3,525,2.3,87.6,10.1,9.1,modelled
N20001406,Court_K3,326,4.9,80.7,14.4,13.1,modelled
N20001407,Court_N1,347,6.6,76.7,16.7,15.4,modelled
N20001408,Court_P1,332,4.5,88.6,6.9,9.7,modelled
N20001409,Court_K4,228,1.8,86.0,12.3,9.5,modelled
N20001410,Court_S1,296,2.4,91.2,6.4,7.7,modelled
N20001411,Court_P2,444,6.8,82.4,10.8,13.2,modelled
N20001412,Court_K5,273,6.6,74.0,19.4,16.5,modelled
N20001413,Court_N2,568,23.2,66.5,10.2,26.9,modelled
N20001414,Court_Q1,339,72.3,22.1,5.6,66.6,modelled
N20001415,Court_P3,329,3.6,85.7,10.6,10.5,modelled
N20001416,Court_R1,497,5.2,86.3,8.5,11.0,modelled
N20001417,Court_R2,388,9.8,80.2,10.1,15.5,modelled
N20001418,Court_Q2,413,44.1,35.1,20.8,48.8,modelled
N20001419,Court_N3,427,97.0,1.4,1.6,85.9,modelled
N20001420,Court_N4,336,85.4,6.8,7.7,78.5,modelled
N20001421,Court_S2,450,70.0,22.2,7.8,65.5,modelled
N20001422,Court_J4,355,65.6,20.6,13.8,64.2,modelled
N20001423,Court_Q3,242,84.3,6.2,9.5,78.3,modelled
N20001424,Court_R3,635,9.1,75.3,15.6,17.1,modelled
N20001425,Court_U1,289,77.9,9.0,13.1,74.3,modelled
N20001426,Court_P4,398,91.7,4.3,4.0,82.4,modelled
N20001427,Court_U2,624,91.7,3.5,4.8,82.6,modelled
N20001428,Court_T1,576,83.2,7.6,9.2,77.2,modelled
N20001429,Court_W1,565,92.9,3.5,3.5,83.2,modelled
N20001430,Court_Q4,294,81.3,3.4,15.3,78.1,modelled
N20001431,Court_S3,318,89.9,5.0,5.0,81.3,modelled
N20001432,Court_S4,308,97.4,1.0,1.6,86.2,modelled
N20001433,Court_W2,424,90.8,6.4,2.8,81.1,modelled
N20001434,Court_U3,354,91.5,4.0,4.5,82.4,modelled
N20001435,Court_X1,347,80.4,4.6,15.0,77.2,modelled
N20001436,Court_T2,374,95.5,3.5,1.1,84.4,modelled
N20001437,Court_S5,421,90.3,6.4,3.3,80.9,modelled
N20001438,Court_W3,419,94.3,3.6,2.1,83.8,modelled
N20001439,Court_X2,577,78.9,9.5,11.6,74.5,modelled
N20001440,Court_S6,396,96.5,1.3,2.3,85.7,modelled
N20001441,Court_X3,525,76.2,8.4,15.4,73.8,modelled
N20001442,Court_T3,486,93.8,3.3,2.9,83.7,modelled
N20001443,Court_X4,366,84.7,4.9,10.4,79.0,modelled
N20001444,Court_W4,641,94.2,2.8,3.0,84.1,modelled
N20001445,Court_X5,396,75.8,11.1,13.1,72.5,modelled
N20001446,Benbradagh_B1,502,33.3,62.4,4.4,33.1,modelled
N20001447,Benbradagh_A1,370,57.6,31.6,10.8,56.2,modelled
N20001448,Benbradagh_A2,258,50.0,38.4,11.6,50.1,modelled
N20001449,Benbradagh_A3,466,58.2,39.7,2.1,53.2,modelled
N20001450,Benbradagh_A4,562,58.7,37.4,3.9,54.4,modelled
N20001451,Benbradagh_A5,306,59.2,37.9,2.9,54.4,modelled
N20001452,Benbradagh_A6,573,56.0,31.9,12.0,55.4,modelled
N20001453,Benbradagh_A7,472,68.4,23.5,8.1,64.3,modelled
N20001454,Benbradagh_C1,526,93.2,4.0,2.9,83.1,modelled
N20001455,Benbradagh_C2,336,96.1,3.9,0.0,84.5,modelled
N20001456,Benbradagh_C3,605,92.7,4.5,2.8,82.7,modelled
N20001457,Benbradagh_B2,481,19.8,75.7,4.6,21.7,modelled
N20001458,Benbradagh_D1,514,64.2,29.4,6.4,60.0,modelled
N20001459,Benbradagh_B3,872,40.8,51.0,8.1,41.0,modelled
N20001460,Benbradagh_D2,387,76.5,18.1,5.4,70.0,modelled
N20001461,Benbradagh_D3,534,39.9,56.9,3.2,38.2,modelled
N20001462,Benbradagh_D4,640,84.4,12.7,3.0,75.7,modelled
N20001463,Benbradagh_D5,322,88.2,6.5,5.3,79.9,modelled
N20001464,Benbradagh_E1,497,19.1,76.1,4.8,21.3,modelled
N20001465,Benbradagh_D6,574,74.7,22.8,2.4,67.4,modelled
N20001466,Benbradagh_G1,801,61.5,35.0,3.5,56.6,modelled
N20001467,Benbradagh_E2,315,7.9,90.5,1.6,10.5,modelled
N20001468,Benbradagh_E3,688,89.4,9.3,1.3,79.3,modelled
N20001469,Benbradagh_F1,673,95.8,3.0,1.2,84.7,modelled
N20001470,Benbradagh_F2,333,90.7,5.4,3.9,81.5,modelled
N20001471,Benbradagh_F3,358,96.1,2.2,1.7,85.1,modelled
N20001472,Benbradagh_E4,455,94.9,2.0,3.1,84.7,modelled
N20001473,Benbradagh_F4,644,93.5,2.8,3.7,83.7,modelled
N20001474,Benbradagh_F5,325,87.7,7.4,4.9,79.3,modelled
N20001475,Benbradagh_F6,521,96.9,0.8,2.3,86.1,modelled
N20001476,Benbradagh_F7,492,96.1,1.2,2.6,85.6,modelled
N20001477,Benbradagh_E5,651,79.4,19.0,1.5,71.0,modelled
N20001478,Benbradagh_G2,626,85.5,14.1,0.5,75.7,modelled
N20001479,Benbradagh_E6,702,90.0,6.8,3.1,80.6,modelled
N20001480,Benbradagh_G3,440,74.8,22.3,3.0,67.6,modelled
N20001481,Limavady_A1,1020,70.2,25.2,4.6,64.4,modelled
N20001482,Limavady_A2,714,52.2,41.7,6.0,49.8,modelled
N20001483,Limavady_A3,393,57.5,37.9,4.6,53.6,modelled
N20001484,Limavady_A4,733,25.2,68.8,6.0,26.9,modelled
N20001485,Limavady_F1,460,26.3,66.1,7.6,28.5,modelled
N20001486,Limavady_B1,417,44.6,50.1,5.3,43.0,modelled
N20001487,Limavady_C1,395,24.1,70.9,5.1,25.5,modelled
N20001488,Limavady_B2,190,38.4,50.0,11.6,40.3,modelled
N20001489,Limavady_C2,672,33.5,61.3,5.2,33.6,modelled
N20001490,Limavady_B3,354,44.4,47.2,8.5,44.1,modelled
N20001491,Limavady_D1,673,49.0,45.6,5.3,46.8,modelled
N20001492,Limavady_D2,418,51.0,40.9,8.1,49.5,modelled
N20001493,Limavady_B4,267,45.3,49.4,5.2,43.6,modelled
N20001494,Limavady_C3,451,51.2,43.2,5.5,48.7,modelled
N20001495,Limavady_E1,273,32.6,52.0,15.4,36.9,modelled
N20001496,Limavady_E2,260,65.8,28.5,5.8,61.1,modelled
N20001497,Limavady_D3,556,43.0,50.2,6.8,42.3,modelled
N20001498,Limavady_E3,473,54.3,40.6,5.1,51.2,modelled
N20001499,Limavady_C4,307,35.5,56.0,8.5,36.6,modelled
N20001500,Limavady_E4,221,62.4,26.7,10.9,60.3,modelled
N20001501,Limavady_D4,697,47.6,44.5,7.9,46.6,modelled
N20001502,Limavady_C5,444,29.7,60.4,9.9,32.3,modelled
N20001503,Limavady_D5,424,47.4,46.5,6.1,45.7,modelled
N20001504,Limavady_E5,557,50.4,38.6,11.0,50.2,modelled
N20001505,Limavady_G1,558,43.9,51.1,5.0,42.3,modelled
N20001506,Limavady_D6,464,36.0,58.4,5.6,35.8,modelled
N20001507,Limavady_E6,514,63.6,32.9,3.5,58.4,modelled
N20001508,Limavady_G2,730,46.4,47.0,6.6,45.1,modelled
N20001509,Limavady_E7,442,62.0,34.2,3.8,57.1,modelled
N20001510,Limavady_G3,519,53.8,40.5,5.8,51.0,modelled
N20001511,Limavady_F2,626,30.5,66.0,3.5,30.4,modelled
N20001512,Limavady_F3,456,88.8,8.6,2.6,79.4,modelled
N20001513,Limavady_F4,553,57.3,36.7,6.0,54.0,modelled
N20001514,Bann_A1,717,14.4,71.7,13.9,20.9,modelled
N20001515,Bann_A2,436,17.4,74.3,8.3,21.2,modelled
N20001516,Bann_B1,636,12.9,76.9,10.2,18.1,modelled
N20001517,Bann_B2,337,28.8,64.7,6.5,30.1,modelled
N20001518,Bann_B3,859,20.3,67.4,12.3,25.2,modelled
N20001519,Bann_B4,303,13.2,77.2,9.6,18.2,modelled
N20001520,Bann_B5,650,8.0,83.8,8.2,13.2,modelled
N20001521,Bann_C1,541,21.4,68.6,10.0,25.3,modelled
N20001522,Bann_C2,349,7.7,78.2,14.0,15.3,modelled
N20001523,Bann_C3,424,4.5,87.0,8.5,10.3,modelled
N20001524,Bann_C4,517,17.0,68.7,14.3,23.3,modelled
N20001525,Bann_C5,571,16.5,74.8,8.8,20.6,modelled
N20001526,Bann_D1,471,15.5,76.4,8.1,19.5,modelled
N20001527,Bann_D2,661,10.3,81.8,7.9,15.0,modelled
N20001528,Bann_D3,664,8.0,82.4,9.6,13.8,modelled
N20001529,Bann_D4,407,6.4,87.5,6.1,11.0,modelled
N20001530,Bann_E1,748,33.3,59.2,7.5,34.3,modelled
N20001531,Bann_D5,313,67.1,27.8,5.1,62.0,modelled
N20001532,Bann_D6,591,77.0,20.5,2.5,69.3,modelled
N20001533,Bann_E2,380,8.4,87.4,4.2,12.0,modelled
N20001534,Bann_D7,420,44.3,49.8,6.0,43.0,modelled
N20001535,Bann_F1,289,16.3,75.1,8.7,20.4,modelled
N20001536,Bann_F2,379,14.5,76.5,9.0,19.0,modelled
N20001537,Bann_F3,583,26.4,67.9,5.7,27.8,modelled
N20001538,Bann_G1,553,80.1,16.5,3.4,72.3,modelled
N20001539,Bann_E3,734,52.5,42.5,5.0,49.6,modelled
N20001540,Bann_H1,537,81.9,9.7,8.4,75.8,modelled
N20001541,Bann_H2,447,79.9,15.4,4.7,72.6,modelled
N20001542,Bann_G2,882,59.2,37.4,3.4,54.6,modelled
N20001543,Bann_H3,710,66.6,25.5,7.9,62.7,modelled
N20001544,Bann_G3,592,46.3,49.3,4.4,44.1,modelled
N20001545,Bann_G4,493,78.3,19.7,2.0,70.2,modelled
N20001546,Bann_G5,337,90.8,4.2,5.0,82.0,modelled
N20001547,Coleraine_A1,774,10.9,71.6,17.6,19.4,modelled
N20001548,Coleraine_B1,723,32.5,46.6,20.9,39.0,modelled
N20001549,Coleraine_B2,461,12.6,69.2,18.2,21.1,modelled
N20001550,Coleraine_A2,473,12.5,65.5,22.0,22.5,modelled
N20001551,Coleraine_A3,336,20.2,61.0,18.8,27.8,modelled
N20001552,Coleraine_C1,446,21.7,67.0,11.2,26.0,modelled
N20001553,Coleraine_A4,761,15.8,67.3,17.0,23.3,modelled
N20001554,Coleraine_A5,483,14.5,68.7,16.8,22.1,modelled
N20001555,Coleraine_B3,496,25.4,61.1,13.5,30.1,modelled
N20001556,Coleraine_C2,297,14.8,65.0,20.2,23.8,modelled
N20001557,Coleraine_C3,618,22.0,64.1,13.9,27.3,modelled
N20001558,Coleraine_B4,541,25.0,65.8,9.2,28.0,modelled
N20001559,Coleraine_C4,431,19.3,62.9,17.9,26.6,modelled
N20001560,Coleraine_B5,508,27.2,61.8,11.0,30.5,modelled
N20001561,Coleraine_E1,479,20.0,64.9,15.0,26.1,modelled
N20001562,Coleraine_D1,358,23.2,59.5,17.3,29.7,modelled
N20001563,Coleraine_C5,520,18.1,68.3,13.7,23.9,modelled
N20001564,Coleraine_E2,408,16.9,66.2,16.9,24.2,modelled
N20001565,Coleraine_E3,439,19.1,64.7,16.2,25.8,modelled
N20001566,Coleraine_C6,312,25.3,62.8,11.9,29.3,modelled
N20001567,Coleraine_D2,464,25.2,62.5,12.3,29.4,modelled
N20001568,Coleraine_F1,459,44.0,43.8,12.2,45.3,modelled
N20001569,Coleraine_F2,373,24.1,67.8,8.0,26.8,modelled
N20001570,Coleraine_D3,466,34.3,47.0,18.7,39.7,modelled
N20001571,Coleraine_G1,185,34.1,52.4,13.5,37.4,modelled
N20001572,Coleraine_E4,550,26.2,59.5,14.4,31.1,modelled
N20001573,Coleraine_F3,515,42.9,44.5,12.6,44.5,modelled
N20001574,Coleraine_G2,607,51.7,37.4,10.9,51.3,modelled
N20001575,Coleraine_G3,435,49.7,40.5,9.9,49.1,modelled
N20001576,Coleraine_G4,401,41.1,41.9,17.0,44.8,modelled
N20001577,Coleraine_H1,276,31.9,59.8,8.3,33.5,modelled
N20001578,Coleraine_G5,299,28.1,56.2,15.7,33.2,modelled
N20001579,Coleraine_G6,263,48.3,41.8,9.9,48.0,modelled
N20001580,Coleraine_F4,545,28.4,57.4,14.1,32.9,modelled
N20001581,Coleraine_F5,456,37.3,53.5,9.2,38.4,modelled
N20001582,Coleraine_H2,471,22.3,59.0,18.7,29.5,modelled
N20001583,Coleraine_J1,454,15.9,78.0,6.2,19.0,modelled
N20001584,Coleraine_J2,364,23.9,67.0,9.1,27.0,modelled
N20001585,Coleraine_K1,528,24.1,63.6,12.3,28.4,modelled
N20001586,Coleraine_H3,435,26.9,57.7,15.4,32.1,modelled
N20001587,Coleraine_K2,709,22.6,60.6,16.8,29.0,modelled
N20001588,Coleraine_J3,377,27.9,59.7,12.5,31.7,modelled
N20001589,Coleraine_J4,628,17.2,71.7,11.1,22.2,modelled
N20001590,Coleraine_H4,472,20.6,69.5,10.0,24.5,modelled
N20001591,Coleraine_H5,596,20.8,65.4,13.8,26.3,modelled
N20001592,Coleraine_J5,422,26.5,59.0,14.5,31.4,modelled
N20001593,Coleraine_J6,546,17.9,69.4,12.6,23.4,modelled
N20001594,Coleraine_H6,528,19.1,72.7,8.1,22.6,modelled
N20001595,Coleraine_K3,328,3.0,82.6,14.3,11.5,modelled
N20001596,Coleraine_K4,608,16.3,72.2,11.5,21.5,modelled
N20001597,Causeway_A1,715,4.3,90.9,4.8,8.7,modelled
N20001598,Causeway_A2,323,2.5,92.3,5.3,7.3,modelled
N20001599,Causeway_B1,373,32.7,53.6,13.7,36.3,modelled
N20001600,Causeway_C1,304,3.6,85.9,10.5,10.4,modelled
N20001601,Causeway_C2,357,2.0,86.8,11.2,9.3,modelled
N20001602,Causeway_J1,353,4.2,87.0,8.8,10.3,modelled
N20001603,Causeway_B2,374,30.5,54.5,15.0,34.9,modelled
N20001604,Causeway_B3,537,23.5,63.1,13.4,28.4,modelled
N20001605,Causeway_C3,339,1.8,92.9,5.3,6.8,modelled
N20001606,Causeway_C4,249,4.4,90.4,5.2,9.0,modelled
N20001607,Causeway_D1,447,26.2,59.3,14.5,31.1,modelled
N20001608,Causeway_D2,318,29.2,51.9,18.9,35.5,modelled
N20001609,Causeway_E1,338,25.1,65.1,9.8,28.3,modelled
N20001610,Causeway_D3,535,21.5,63.4,15.1,27.4,modelled
N20001611,Causeway_E2,529,21.2,66.4,12.5,26.1,modelled
N20001612,Causeway_D4,483,26.3,42.9,30.8,37.8,modelled
N20001613,Causeway_E3,565,19.1,71.9,9.0,22.9,modelled
N20001614,Causeway_E4,487,20.3,67.4,12.3,25.3,modelled
N20001615,Causeway_E5,666,28.8,51.2,20.0,35.5,modelled
N20001616,Causeway_F1,560,35.0,53.0,12.0,37.6,modelled
N20001617,Causeway_J2,492,3.0,88.6,8.3,9.1,modelled
N20001618,Causeway_E6,496,22.2,63.3,14.5,27.7,modelled
N20001619,Causeway_A3,388,3.9,86.3,9.8,10.3,modelled
N20001620,Causeway_F2,363,28.7,56.2,15.2,33.5,modelled
N20001621,Causeway_G1,470,34.7,51.5,13.8,38.0,modelled
N20001622,Causeway_G2,435,27.4,58.6,14.0,31.9,modelled
N20001623,Causeway_F3,474,30.8,58.9,10.3,33.4,modelled
N20001624,Causeway_F4,423,33.8,59.1,7.1,34.6,modelled
N20001625,Causeway_F5,250,32.0,54.0,14.0,35.8,modelled
N20001626,Causeway_G3,461,32.1,54.4,13.4,35.7,modelled
N20001627,Causeway_K1,639,7.7,77.6,14.7,15.5,modelled
N20001628,Causeway_H1,286,46.2,48.3,5.6,44.4,modelled
N20001629,Causeway_G4,291,26.1,58.1,15.8,31.6,modelled
N20001630,Causeway_G5,462,39.8,42.9,17.3,43.8,modelled
N20001631,Causeway_H2,466,35.6,55.8,8.6,36.7,modelled
N20001632,Causeway_H3,632,34.3,57.6,8.1,35.4,modelled
N20001633,Causeway_G6,534,38.6,37.8,23.6,45.2,modelled
N20001634,Causeway_K2,620,17.1,73.5,9.4,21.4,modelled
N20001635,Causeway_H4,608,40.0,44.1,16.0,43.4,modelled
N20001636,Causeway_J3,507,6.5,84.2,9.3,12.4,modelled
N20001637,Causeway_H5,492,37.0,56.1,6.9,37.2,modelled
N20001638,Causeway_H6,650,39.1,45.5,15.4,42.4,modelled
N20001639,Causeway_L1,556,2.9,87.9,9.2,9.3,modelled
N20001640,Causeway_K3,471,10.0,84.5,5.5,13.8,modelled
N20001641,Causeway_J4,279,5.7,85.3,9.0,11.6,modelled
N20001642,Causeway_L2,496,2.6,88.9,8.5,8.8,modelled
N20001643,Causeway_J5,367,8.7,83.9,7.4,13.5,modelled
N20001644,Causeway_K4,717,4.3,85.4,10.3,10.9,modelled
N20001645,Causeway_L3,528,11.7,80.1,8.1,16.3,modelled
N20001646,Causeway_L4,288,4.9,86.8,8.3,10.6,modelled
N20001647,Causeway_K5,537,8.8,83.4,7.8,13.7,modelled
N20001648,Causeway_L5,299,10.4,83.9,5.7,14.2,modelled
N20001649,Causeway_L6,354,9.9,82.5,7.6,14.6,modelled
N20001650,Causeway_L7,357,7.8,84.3,7.8,12.9,modelled
N20001651,The_Glens_B1,141,57.4,19.9,22.7,60.8,modelled
