election_key,date,body,constituency,absent_party,absent_party_contested,winner,parties_present
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Ballymena Area B,UUP,93/98,D.U. U.U.U.C.,D.U. U.U.U.C. | Independent
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Ballymena Area C,Alliance,83/98,DUP,DUP | Independent | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Ballymena Area C,SDLP,64/98,DUP,DUP | Independent | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Ballymena Area D,SDLP,64/98,Independent,Alliance | DUP | Independent | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Ballymoney Area A,SDLP,64/98,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Ballymoney Area B,Alliance,83/98,SDLP,DUP | Independent | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Ballymoney Area C,DUP,64/98,Independent,Alliance | Independent | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Ballymoney Area C,SDLP,64/98,Independent,Alliance | Independent | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Belfast Area B,SDLP,64/98,UUP,Alliance | DUP | Northern Ireland Labour Party | UUP | Unionist Party of Northern Ireland
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Belfast Area D,DUP,64/98,SDLP,Alliance | Independent | Republican Clubs | SDLP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Belfast Area D,UUP,93/98,SDLP,Alliance | Independent | Republican Clubs | SDLP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Belfast Area E,SDLP,64/98,UUP,Alliance | DUP | Independent | Northern Ireland Labour Party | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Carrickfergus Area A,SDLP,64/98,Alliance,Alliance | DUP | UUP | Unionist Party of Northern Ireland
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Carrickfergus Area B,SDLP,64/98,Alliance,Alliance | DUP | Independent | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Carrickfergus Area C,SDLP,64/98,DUP,Alliance | DUP | UUP | Unionist Party of Northern Ireland
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Castlereagh Area A,SDLP,64/98,Alliance,Alliance | DUP | Independent | UUP | Vanguard Unionist Progressive Party
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Castlereagh Area B,SDLP,64/98,Alliance,Alliance | DUP | Independent | Northern Ireland Labour Party | UUP | Unionist Party of Northern Ireland | Vanguard Unionist Progressive Party
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Castlereagh Area C,SDLP,64/98,UUP,Alliance | DUP | Independent | UUP | Vanguard Unionist Progressive Party
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Coleraine Area B,DUP,64/98,UUP,Alliance | Independent | SDLP | UUP | Vanguard Unionist Progressive Party
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Coleraine Area C,SDLP,64/98,UUP,Alliance | DUP | Independent | UUP | Vanguard Unionist Progressive Party
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Cookstown Area B,DUP,64/98,UUP,Alliance | Independent | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Cookstown Area C,DUP,64/98,UUP,Alliance | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Derry Area C,DUP,64/98,SDLP,Alliance | Independent | Nationalist Party (Northern Ireland) | Republican Clubs | SDLP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Derry Area C,UUP,93/98,SDLP,Alliance | Independent | Nationalist Party (Northern Ireland) | Republican Clubs | SDLP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Derry Area D,DUP,64/98,SDLP,Alliance | Independent | Nationalist Party (Northern Ireland) | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Derry Area E,DUP,64/98,SDLP,Alliance | Independent | Nationalist Party (Northern Ireland) | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Down Area A,DUP,64/98,UUP,Alliance | Independent | SDLP | UUP | Unionist Party of Northern Ireland
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Down Area B,DUP,64/98,SDLP,Alliance | Independent | Republican Clubs | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Down Area C,DUP,64/98,SDLP,Alliance | SDLP | UUP | Unionist Party of Northern Ireland
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Dungannon Area A,Alliance,83/98,UUP,DUP | Independent | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Dungannon Area B,DUP,64/98,Independent,Alliance | Independent | Republican Clubs | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Dungannon Area C,Alliance,83/98,UUP,Independent | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Dungannon Area C,DUP,64/98,UUP,Independent | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Fermanagh Area A,Alliance,83/98,SDLP,Independent | SDLP | UUP | Unity (Northern Ireland)
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Fermanagh Area A,DUP,64/98,SDLP,Independent | SDLP | UUP | Unity (Northern Ireland)
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Fermanagh Area B,DUP,64/98,UUP,Alliance | SDLP | UUP | Unity (Northern Ireland)
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Fermanagh Area C,Alliance,83/98,Unity (Northern Ireland),Independent | SDLP | UUP | Unity (Northern Ireland)
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Fermanagh Area C,DUP,64/98,Unity (Northern Ireland),Independent | SDLP | UUP | Unity (Northern Ireland)
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Fermanagh Area D,DUP,64/98,SDLP,Alliance | SDLP | UUP | Unionist Party of Northern Ireland | Unity (Northern Ireland)
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Fermanagh Area E,DUP,64/98,UUP,Alliance | Independent | SDLP | UUP | Unionist Party of Northern Ireland | Unity (Northern Ireland)
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Larne Area A,DUP,64/98,United Loy DUP,Alliance | SDLP | Ul Un U.U.U.C. | United Loy DUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Larne Area A,UUP,93/98,United Loy DUP,Alliance | SDLP | Ul Un U.U.U.C. | United Loy DUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Larne Area B,SDLP,64/98,DUP,Alliance | DUP | UUP | Vanguard Unionist Progressive Party
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Larne Area C,SDLP,64/98,Vanguard Unionist Progressive Party,Alliance | DUP | Independent | UUP | Vanguard Unionist Progressive Party
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Lg77-ANT-Area-B,SDLP,64/98,UUP,Alliance | DUP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Limavady Area B,Alliance,83/98,UUP,DUP | Independent | Republican Clubs | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Lisburn Area B,SDLP,64/98,UUP,Alliance | DUP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Lisburn Area C,SDLP,64/98,UUP,Alliance | DUP | UUP | Vanguard Unionist Progressive Party
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Lisburn Area D,SDLP,64/98,UUP,Alliance | DUP | Independent | UUP | Unionist Party of Northern Ireland
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Magherafelt Area A,Alliance,83/98,SDLP,DUP | Republican Clubs | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Moyle Area A,Alliance,83/98,Independent,Independent | SDLP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Moyle Area A,DUP,64/98,Independent,Independent | SDLP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Moyle Area A,UUP,93/98,Independent,Independent | SDLP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Moyle Area B,Alliance,83/98,Independent,DUP | Independent | UUP | Unionist Party of Northern Ireland
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Moyle Area B,SDLP,64/98,Independent,DUP | Independent | UUP | Unionist Party of Northern Ireland
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Moyle Area C,DUP,64/98,SDLP,Alliance | Independent | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Newtownabbey Area A,SDLP,64/98,UUP,Alliance | DUP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Newtownabbey Area B,SDLP,64/98,UUP,Alliance | DUP | Independent | Republican Clubs | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Newtownabbey Area C,SDLP,64/98,Alliance,Alliance | DUP | Independent | UUP | Unionist Party of Northern Ireland
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Newtownabbey Area D,SDLP,64/98,Alliance,Alliance | DUP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Omagh Area A,DUP,64/98,SDLP,Alliance | Independent | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Omagh Area B,DUP,64/98,UUP,Alliance | Independent | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Omagh Area C,DUP,64/98,SDLP,Alliance | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Omagh Area D,DUP,64/98,UUP,Alliance | Independent | Republican Clubs | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Strabane Area B,Alliance,83/98,UUP,DUP | Independent | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,Strabane Area C,DUP,64/98,SDLP,Alliance | Independent | Republican Clubs | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,lg77-NaM-Area-B,DUP,64/98,SDLP,Alliance | Independent | Republican Clubs | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,lg77-NaM-Area-C,Alliance,83/98,UUP,Republican Clubs | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,lg77-NaM-Area-C,DUP,64/98,UUP,Republican Clubs | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,lg77-NaM-Area-D,DUP,64/98,SDLP,Alliance | Independent | Republican Clubs | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,lg77-NaM-Area-E,DUP,64/98,SDLP,Alliance | Independent | Republican Clubs | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,lg77-NaM-Area-F,DUP,64/98,SDLP,Alliance | Republican Clubs | SDLP | UUP
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,lg77-NoD-Area-A,SDLP,64/98,Alliance,Alliance | DUP | Independent | UUP | Unionist Party of Northern Ireland
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,lg77-NoD-Area-B,SDLP,64/98,UUP,Alliance | DUP | Independent | UUP | Vanguard Unionist Progressive Party
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,lg77-NoD-Area-C,SDLP,64/98,UUP,Alliance | DUP | UUP | Unionist Party of Northern Ireland | Vanguard Unionist Progressive Party
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,lg77-NoD-Area-D,DUP,64/98,UUP,Alliance | UUP | Unionist Party of Northern Ireland
local-government-local-government-districts__1977-05-18,1977-05-18,local-government,lg77-NoD-Area-D,SDLP,64/98,UUP,Alliance | UUP | Unionist Party of Northern Ireland
house-of-commons-of-the-united-kingdom__1979-05-03,1979-05-03,house-of-commons-of-the-united-kingdom,Belfast East,SDLP,9/12,DUP,Alliance | DUP | NI Labour | UUP | Unionist Party of Northern Ireland
house-of-commons-of-the-united-kingdom__1979-05-03,1979-05-03,house-of-commons-of-the-united-kingdom,Fermanagh and South Tyrone,SDLP,9/12,Independent Nationalist,Alliance | Independent Nationalist | UUP | UUUP
house-of-commons-of-the-united-kingdom__1979-05-03,1979-05-03,house-of-commons-of-the-united-kingdom,Mid Ulster,UUP,11/12,UUUP,Alliance | IIP | SDLP | UUUP | Workers' Party
house-of-commons-of-the-united-kingdom__1979-05-03,1979-05-03,house-of-commons-of-the-united-kingdom,North Down,SDLP,9/12,UUP,Alliance | UUP
local-government-local-government-districts__1981-05-20,1981-05-20,local-government,Antrim Area C,SDLP,67/98,DUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__1981-05-20,1981-05-20,local-government,Ards Area B,SDLP,67/98,DUP,Alliance | DUP | Northern Ireland Labour Party | UUP | Ulster Popular Unionist Party
local-government-local-government-districts__1981-05-20,1981-05-20,local-government,Ards Area C,SDLP,67/98,DUP,Alliance | DUP | Independent | UUP | Ulster Popular Unionist Party
local-government-local-government-districts__1981-05-20,1981-05-20,local-government,Armagh Area A,Alliance,67/98,UUP,DUP | SDLP | UUP
local-government-local-government-districts__1981-05-20,1981-05-20,local-government,Armagh Area B,Alliance,67/98,UUP,DUP | SDLP | UUP
local-government-local-government-districts__1981-05-20,1981-05-20,local-government,Armagh Area C,Alliance,67/98,SDLP,DUP | Independent | Irish Independence Party | SDLP | UUP
local-government-local-government-districts__1981-05-20,1981-05-20,local-government,Armagh Area D,Alliance,67/98,SDLP,DUP | Independent | SDLP | UUP
local-government-local-government-districts__1981-05-20,1981-05-20,local-government,Ballymena Area A,Alliance,67/98,DUP,DUP | Independent | UUP
local-government-local-government-districts__1981-05-20,1981-05-20,local-government,Ballymena Area A,SDLP,67/98,DUP,DUP | Independent | UUP
local-government-local-government-districts__1981-05-20,1981-05-20,local-government,Ballymena Area B,Alliance,67/98,DUP,DUP | UUP
local-government-local-government-districts__1981-05-20,1981-05-20,local-government,Ballymena Area B,SDLP,67/98,DUP,DUP | UUP
local-government-local-government-districts__1981-05-20,1981-05-20,local-government,Ballymena Area C,Alliance,67/98,DUP,DUP | UUP
