id,title,sourceSlugOrId,provider,organisation,confidence,readiness
census-09985-ura19,Persons age 15 years and over in Employment,URA19,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09986-ura20,Persons age 15 years and over in Employment,URA20,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09987-urlia22,Persons age 15 years and over in Employment,URLIA22,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-09989-aes61,Persons aged  25-69 who participated in informal education,AES61,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09992-qlf46,Persons aged 15 - 89 Years in Employment Who Usually Work 49 Hours or more per Week,QLF46,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09994-qnq35,Persons aged 15 to 64 years,QNQ35,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-09995-qnq45,Persons aged 15 to 64 years,QNQ45,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-09996-qlf24,Persons aged 15 to 64 years,QLF24,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-09998-a0911,Persons Aged 15 Years and Over,A0911,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-09999-c0912,Persons Aged 15 Years and Over,C0912,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10000-c0913,Persons Aged 15 Years and Over,C0913,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10001-qnq21,Persons aged 15 years and over,QNQ21,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10002-qnq22,Persons aged 15 years and over,QNQ22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10003-qnq29,Persons aged 15 years and over,QNQ29,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10010-qlf15,Persons aged 15 years and over,QLF15,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10011-qlf16,Persons aged 15 years and over,QLF16,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10017-ih328,Persons aged 15 years and over,IH328,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10019-ih330,Persons aged 15 years and over,IH330,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10020-qlf35,Persons aged 15 years and over,QLF35,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10023-qlf08,Persons aged 15 years and over,QLF08,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10025-qlf48,Persons aged 15 years and over,QLF48,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10027-fy098,Persons Aged 15 Years and over at full time or part time work,FY098,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10033-ih350,Persons aged 15 years and over by degree of concern and interest others show in what you are doing,IH350,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10035-ih348,"Persons aged 15 years and over by number of persons they are close enough to that they could count on, if they had a serious problem",IH348,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10040-hspaa55,Persons aged 15 years and over cigarettes and alcohol consumption,HSPAA55,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10047-qnq40,Persons aged 15 years and over in Employment,QNQ40,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10048-qnq44,Persons Aged 15 Years and Over in Employment,QNQ44,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10049-qlf21,Persons aged 15 years and over in Employment,QLF21,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10050-qlf34,Persons aged 15 years and over in Employment,QLF34,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10051-qlf47,Persons aged 15 years and over in Employment,QLF47,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10052-qes21,Persons aged 15 years and over in Employment,QES21,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10053-urlia23,Persons aged 15 years and over in Employment,URLIA23,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-10054-esq03,Persons aged 15 years and over in Employment (ILO),ESQ03,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10055-esq04,Persons aged 15 years and over in Employment (ILO),ESQ04,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10057-esq06,Persons aged 15 years and over in Employment (ILO),ESQ06,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10065-qes03,Persons aged 15 years and over in Employment (ILO),QES03,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10066-qes04,Persons aged 15 years and over in Employment (ILO),QES04,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10068-qes06,Persons aged 15 years and over in Employment (ILO),QES06,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10071-qes14,Persons aged 15 years and over in Part-Time Employment (ILO),QES14,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10072-qes25,Persons aged 15 years and over in Part-Time Employment (ILO),QES25,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10077-spq03,"Persons aged 15 years and over participation in walking, sport and/or other physical activity",SPQ03,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10081-hspaa51,Persons aged 15 years and over that are overweight/obese,HSPAA51,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10086-ih357,Persons aged 15 years and over that had in-patient or day-case admissions in the previous 12 months,IH357,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10090-spq43,Persons aged 15 years and over who are members of sports or fitness clubs,SPQ43,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10095-spq15,Persons aged 15 years and over who do not participate in walking or any other form of sport or physical activity,SPQ15,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10101-spq21,Persons aged 15 years and over who participate in sport and/or physical activity,SPQ21,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10108-spq28,Persons aged 15 years and over who participate in sport and/or physical activity,SPQ28,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10113-spq33,Persons aged 15 years and over who participate in sport and/or physical activity,SPQ33,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10118-spq08,Persons aged 15 years and over who walk for recreational purposes,SPQ08,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10121-spq36,Persons aged 15 years and over who would like to see facilities in their local area,SPQ36,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10122-spq37,Persons aged 15 years and over who would like to see facilities in their local area,SPQ37,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10123-spq38,Persons aged 15 years and over who would like to see facilities in their local area,SPQ38,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10124-spq39,Persons aged 15 years and over who would like to see facilities in their local area,SPQ39,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10125-spq40,Persons aged 15 years and over who would like to see facilities in their local area,SPQ40,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10126-hspaa38,Persons aged 15 years and over with two or more chronic diseases,HSPAA38,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10128-ih352,"Persons aged 15 years and over, by degree of ease of getting practical help from neighbours, and type of physical or sensory difficulty",IH352,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10129-edq01,Persons Aged 15-64,EDQ01,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-10134-qlf07,Persons aged 15-89 years in Employment,QLF07,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10139-qlf03,Persons aged 15-89 years in Employment,QLF03,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10145-ica86,Persons aged 16 years and over,ICA86,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10149-nta02,Persons aged 18 and over who travelled or did not travel on the travel reference day,NTA02,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10150-nta01,Persons aged 18 and over who travelled or did not travel on the travel reference day,NTA01,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10156-ica55,Persons aged 18 years and over,ICA55,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10167-pwlbjs38,Persons aged 18 years and over not in employment by their barriers to returning to work and ability to make ends meet,PWLBJS38,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10168-pwlbjs39,Persons aged 18 years and over not in employment by their barriers to returning to work and ability to make ends meet,PWLBJS39,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10171-ica33,Persons aged 18 years and over retail internet activity,ICA33,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10175-eqq11,Persons aged 18 years and over who have experienced discrimination,EQQ11,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10180-eqq18,Persons aged 18 years and over who have experienced discrimination,EQQ18,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10182-eqq24,Persons aged 18 years and over who have experienced discrimination,EQQ24,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10183-eqq25,Persons aged 18 years and over who have experienced discrimination,EQQ25,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10184-eqq10,Persons aged 18 years and over who have experienced discrimination,EQQ10,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10186-eqq01,Persons aged 18 years and over who reported their experience of discrimination,EQQ01,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10192-eqq09,Persons aged 18 years and over who reported their experience of discrimination,EQQ09,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10195-ih422,Persons aged 18 years and over who wear glasses or contact lenses,IH422,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10201-gui04,Persons aged 25 years who may or may not reside with their parents,GUI04,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10202-edq02,Persons Aged 25-64,EDQ02,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-10203-edq10,Persons Aged 25-64,EDQ10,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-10204-aes06,Persons aged 25-64 who participated in formal education,AES06,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10205-aes07,Persons aged 25-64 who participated in formal education,AES07,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10206-aes08,Persons aged 25-64 who participated in formal education,AES08,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10207-aes14,Persons aged 25-64 who participated in formal education,AES14,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10208-aes15,Persons aged 25-64 who participated in formal education,AES15,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10209-aes16,Persons aged 25-64 who participated in formal education,AES16,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10210-aes22,Persons aged 25-64 who participated in formal education,AES22,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10211-aes23,Persons aged 25-64 who participated in formal education,AES23,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10212-aes24,Persons aged 25-64 who participated in formal education,AES24,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-10213-aes30,Persons aged 25-64 who participated in informal education,AES30,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
