dz,con,adults,green,alliance,nonvoter,gap_yield
N20003315,SOUTH DOWN,546.056,0.2604388205114103,29.993685043912695,189.02688127929943,49.22152259954338
N20003317,SOUTH DOWN,680.58,1.5331019221420337,93.21747675133379,235.59472812507437,74.40207423624327
N20003319,SOUTH DOWN,793.6120000000001,0.44685543879305756,25.770746298710197,274.72274145111015,67.48700114422745
N20003321,SOUTH DOWN,581.08,1.2554956405105,100.11460987866354,201.1510544225781,68.19491913434743
N20003324,SOUTH DOWN,675.008,1.3441125965211302,80.05070317163003,233.66588239773458,70.91667310811921
N20003327,SOUTH DOWN,550.832,0.14819122545067426,18.559121777757074,190.68017761701924,46.95304874607839
N20003328,SOUTH DOWN,620.0840000000001,1.644509177161033,78.24255390265336,214.65297451395665,66.32607864428
N20003330,SOUTH DOWN,466.456,1.124234928947553,80.08366948519497,161.47194231730242,54.708431215916164
N20003335,SOUTH DOWN,655.904,0.5243651224556406,23.141124068803343,227.0526970468553,56.23709279620178
N20003336,SOUTH DOWN,635.2080000000001,0.9384775402076915,41.899541934145375,219.8884129167361,59.02148139412523
N20003337,SOUTH DOWN,530.1360000000001,1.1795956721198082,53.469226105968076,183.51589348690007,53.58301166695779
N20003338,SOUTH DOWN,575.508,1.4618851085745264,45.20241557066929,199.22220869523832,55.2848780658576
N20003340,SOUTH DOWN,378.1,20.213544682271717,101.00812395703761,130.88596006948578,57.571798856164236
N20003371,SOUTH DOWN,535.7080000000001,2.6454615357101727,148.39932561037864,185.44473921423986,76.05788254106477
N20003383,SOUTH DOWN,370.93600000000004,1.9893577009315164,76.73545926441489,128.40601556290605,46.766901595487866
N20003391,SOUTH DOWN,469.64000000000004,5.677991329013666,170.96778832174357,162.57413987578232,76.87307315916709
N20003392,SOUTH DOWN,547.648,2.7320829688391814,100.24730557047593,189.57798005853937,66.01649904582746
N20003393,SOUTH DOWN,525.36,1.3553865819620854,61.46296746372939,181.8625971491802,55.082670583178825
N20003395,SOUTH DOWN,553.22,1.2633855727962673,61.13507298408541,191.50682578587916,57.14269698833276
N20003396,SOUTH DOWN,507.052,1.4425281545552693,37.05589657837566,175.5249611879209,48.11665860586754
N20003397,SOUTH DOWN,564.364,7.584460908345497,127.69278662754148,195.36451724055874,74.8293044051423
N20003399,SOUTH DOWN,489.54,2.8733901963054387,112.2085468907776,169.46287461628157,64.28043261670608
N20003400,SOUTH DOWN,357.404,6.238946942588646,95.07510852298805,123.72167593936653,51.00217295634081
N20003405,SOUTH DOWN,459.29200000000003,3.1051286626012615,97.15793509894091,158.99199781072272,58.56192836175606
N20003411,SOUTH DOWN,648.74,0.28563493125650796,20.10383252264929,224.57275254027556,54.927160765534396
N20003414,SOUTH DOWN,608.144,1.1341552189008413,19.159987469602978,210.51973366965709,51.78564320962246
N20003420,SOUTH DOWN,586.652,0.48241493600686114,24.416694530389442,203.0799001499179,51.151598748526716
N20003421,SOUTH DOWN,553.22,1.0365239004818831,69.68196937128346,191.50682578587916,59.03456934136363
N20003422,SOUTH DOWN,430.636,1.4035460884486788,52.11512414199373,149.07221978440379,45.622459555927314
N20003424,SOUTH DOWN,378.896,1.6586100718687051,70.70212043051585,131.16150945910573,45.92128032464107
N20003429,SOUTH DOWN,545.26,1.5195262649815655,47.70692721964221,188.75133188967945,53.52767625621916
N20003469,STRANGFORD,573.916,22.998793182588088,213.79504565983305,242.54083447545037,109.02246678828794
