contest,scale,year,area,total_new,nat_pct_new,uni_pct_new,oth_pct_new,nat_pct_old,uni_pct_old,oth_pct_old,remain_pct,total_old
assembly,constituency,2017,Mid Ulster,49678.0,66.11175973267845,30.854704295664078,3.033535971657474,66.11175973267845,30.85470429566408,3.033535971657474,,49678.0
assembly,constituency,2017,Newry and Armagh,54918.0,64.66914308605557,30.984376707090572,4.346480206853855,64.66914308605557,30.98437670709057,4.346480206853855,,54918.0
assembly,constituency,2017,North Antrim,48094.0,24.023786750946066,69.19990019545058,6.77631305360336,24.023786750946066,69.19990019545058,6.77631305360336,,48094.0
assembly,constituency,2017,North Down,37739.0,3.3652190042131482,60.701131455523466,35.93364954026339,3.365219004213148,60.701131455523466,35.93364954026339,,37739.0
assembly,constituency,2017,South Antrim,42344.0,25.77696958246741,58.135745324012845,16.087285093519743,25.77696958246741,58.135745324012845,16.087285093519743,,42344.0
assembly,constituency,2017,South Down,49399.0,63.798862325148285,25.654365472985283,10.546772201866435,63.798862325148285,25.654365472985283,10.546772201866435,,49399.0
assembly,constituency,2017,Strangford,38785.0,10.712904473378883,71.93244811138327,17.35464741523785,10.712904473378885,71.93244811138327,17.35464741523785,,38785.0
assembly,constituency,2017,Upper Bann,51548.0,38.16442926980678,55.48226895320866,6.353301776984558,38.16442926980678,55.48226895320866,6.353301776984558,,51548.0
assembly,constituency,2017,West Tyrone,44325.0,64.22560631697688,30.673434856175973,5.100958826847152,64.22560631697688,30.673434856175973,5.100958826847152,,44325.0
assembly,constituency,2022,Belfast East,43248.0,4.451072881982982,56.663891971883096,38.88503514613392,4.451072881982982,56.663891971883096,38.88503514613392,,43248.0
assembly,constituency,2022,Belfast North,46027.0,45.058335324917984,39.98088078736394,14.960783887718078,45.058335324917984,39.98088078736394,14.960783887718078,,46027.0
assembly,constituency,2022,Belfast South,46938.0,38.092803272401895,26.006647066342836,35.900549661255276,38.092803272401895,26.00664706634284,35.90054966125528,,46938.0
assembly,constituency,2022,Belfast West,43664.0,76.45199706852327,12.463356540857458,11.084646390619275,76.45199706852327,12.463356540857458,11.084646390619277,,43664.0
assembly,constituency,2022,East Antrim,40235.0,12.116316639741518,62.93774077295887,24.945942587299616,12.116316639741518,62.93774077295887,24.945942587299616,,40235.0
assembly,constituency,2022,East Londonderry,44360.0,39.743011722272314,50.57484220018034,9.68214607754734,39.74301172227232,50.57484220018034,9.68214607754734,,44360.0
assembly,constituency,2022,Fermanagh and South Tyrone,53743.0,53.99772993692202,39.02275645200305,6.979513611074931,53.99772993692202,39.02275645200305,6.979513611074931,,53743.0
assembly,constituency,2022,Foyle,46864.0,71.40662342096279,17.80471150563332,10.788665073403893,71.40662342096279,17.80471150563332,10.788665073403893,,46864.0
assembly,constituency,2022,Lagan Valley,51033.0,11.678717692473498,62.234240589422534,26.087041718103972,11.678717692473498,62.23424058942253,26.08704171810397,,51033.0
assembly,constituency,2022,Mid Ulster,51689.0,65.42010872719534,28.110429685232834,6.469461587571824,65.42010872719534,28.11042968523284,6.469461587571824,,51689.0
assembly,constituency,2022,Newry and Armagh,58884.0,59.81251273690646,28.612186672101082,11.575300590992459,59.81251273690646,28.61218667210108,11.57530059099246,,58884.0
assembly,constituency,2022,North Antrim,50624.0,22.256242098609356,67.43441845764855,10.309339443742099,22.25624209860936,67.43441845764855,10.3093394437421,,50624.0
assembly,constituency,2022,North Down,41743.0,3.387394293654026,59.54770859784874,37.064897108497235,3.387394293654026,59.54770859784874,37.06489710849724,,41743.0
assembly,constituency,2022,South Antrim,45736.0,28.382455833479096,53.323421374846944,18.294122791673956,28.382455833479096,53.323421374846944,18.29412279167396,,45736.0
assembly,constituency,2022,South Down,54952.0,62.98041927500364,23.02009026059106,13.9994904644053,62.98041927500364,23.02009026059106,13.9994904644053,,54952.0
assembly,constituency,2022,Strangford,40865.0,9.903340266731922,63.9911905053224,26.105469227945676,9.903340266731922,63.9911905053224,26.10546922794568,,40865.0
assembly,constituency,2022,Upper Bann,56101.0,36.92982299780753,50.54455357302009,12.525623429172386,36.92982299780753,50.54455357302009,12.525623429172386,,56101.0
assembly,constituency,2022,West Tyrone,45994.0,64.02791668478497,27.573161716745663,8.398921598469366,64.02791668478497,27.573161716745663,8.398921598469366,,45994.0
westminster,constituency,2017,Belfast East,42890.0,2.473770109582653,60.086267195150384,37.43996269526696,2.473770109582653,60.086267195150384,37.43996269526696,,42890.0
westminster,constituency,2017,Belfast North,45936.0,46.97187391152909,46.23824451410658,6.789881574364333,46.97187391152909,46.23824451410658,6.789881574364333,,45936.0
westminster,constituency,2017,Belfast South,43705.0,42.20569728863974,34.48575677840064,23.308545932959614,42.20569728863974,34.48575677840064,23.30854593295961,,43705.0
westminster,constituency,2017,Belfast West,40633.0,74.60684665173628,13.425048605813009,11.968104742450718,74.60684665173628,13.425048605813007,11.968104742450718,,40633.0
westminster,constituency,2017,East Antrim,38143.0,12.670739060902394,71.73006842671,15.599192512387594,12.670739060902394,71.73006842671,15.599192512387594,,38143.0
westminster,constituency,2017,East Londonderry,41030.0,37.2995369242018,56.51474530831099,6.185717767487205,37.2995369242018,56.51474530831099,6.185717767487205,,41030.0
westminster,constituency,2017,Fermanagh and South Tyrone,53481.0,52.01286438174305,45.53953740580767,2.447598212449281,52.01286438174305,45.53953740580767,2.447598212449281,,53481.0
westminster,constituency,2017,Foyle,45965.0,79.06668117045578,16.094854780811488,4.838464048732732,79.06668117045578,16.094854780811488,4.838464048732732,,45965.0
westminster,constituency,2017,Lagan Valley,44926.0,11.020344566620665,77.36500022258825,11.614655210791078,11.020344566620665,77.36500022258825,11.614655210791078,,44926.0
westminster,constituency,2017,Mid Ulster,46694.0,64.28663211547523,33.370454448108966,2.3429134364158135,64.28663211547523,33.370454448108966,2.342913436415813,,46694.0
westminster,constituency,2017,Newry and Armagh,53579.0,64.80337445641015,32.85242352414192,2.344202019447918,64.80337445641015,32.85242352414192,2.344202019447918,,53579.0
westminster,constituency,2017,North Antrim,48460.0,21.568303755674783,72.81262897234834,5.619067271976888,21.568303755674783,72.81262897234834,5.619067271976888,,48460.0
westminster,constituency,2017,North Down,39185.0,2.375909148909021,81.73790991450811,15.886180936582877,2.375909148909021,81.73790991450811,15.886180936582877,,39185.0
westminster,constituency,2017,South Antrim,43170.0,23.532545749362985,69.04794996525365,7.419504285383368,23.532545749362985,69.04794996525365,7.419504285383368,,43170.0
westminster,constituency,2017,South Down,50893.0,75.07908749729825,21.356571630676125,3.5643408720256224,75.07908749729825,21.356571630676125,3.5643408720256224,,50893.0
westminster,constituency,2017,Strangford,38749.0,8.998941908178276,74.74257400190973,16.258484089912,8.998941908178276,74.74257400190973,16.258484089912,,38749.0
westminster,constituency,2017,Upper Bann,51258.0,36.52503023918218,58.950797924226464,4.5241718365913615,36.52503023918218,58.950797924226464,4.5241718365913615,,51258.0
westminster,constituency,2017,West Tyrone,43486.0,63.687163684864096,32.12758129053029,4.18525502460562,63.687163684864096,32.12758129053029,4.18525502460562,,43486.0
westminster,constituency,2019,Belfast East,42445.0,0.0,55.10660855224408,44.89339144775592,0.0,55.10660855224408,44.89339144775592,,42445.0
westminster,constituency,2019,Belfast North,49037.0,47.06242225258478,43.10010808165263,9.837469665762587,47.06242225258478,43.10010808165263,9.837469665762589,,49037.0
westminster,constituency,2019,Belfast South,47352.0,58.348116235850654,27.320915695218787,14.330968068930563,58.348116235850654,27.320915695218787,14.330968068930565,,47352.0
westminster,constituency,2019,Belfast West,38782.0,65.71605383941004,13.45985250889588,20.824093651694085,65.71605383941004,13.45985250889588,20.824093651694085,,38782.0
westminster,constituency,2019,East Antrim,37261.0,8.110356673197177,62.770725423364915,29.11891790343791,8.110356673197177,62.77072542336492,29.11891790343791,,37261.0
westminster,constituency,2019,East Londonderry,39302.0,35.66485166149305,49.26975726426136,15.065391074245586,35.66485166149305,49.26975726426136,15.065391074245586,,39302.0
westminster,constituency,2019,Fermanagh and South Tyrone,50762.0,50.100468854655055,43.19963752413223,6.699893621212718,50.100468854655055,43.19963752413223,6.699893621212718,,50762.0
westminster,constituency,2019,Foyle,47144.0,82.05498048532156,12.432122857627695,5.512896657050738,82.05498048532156,12.432122857627697,5.512896657050738,,47144.0
westminster,constituency,2019,Lagan Valley,45405.0,6.290056161215725,64.88712696839555,28.822816870388724,6.290056161215725,64.88712696839555,28.822816870388724,,45405.0
westminster,constituency,2019,Mid Ulster,44620.0,61.73688928731511,30.36082474226804,7.9022859704168535,61.73688928731511,30.36082474226804,7.902285970416853,,44620.0
westminster,constituency,2019,Newry and Armagh,50779.0,61.76569054136552,29.941511254652514,8.292798203981961,61.76569054136552,29.941511254652514,8.292798203981961,,50779.0
westminster,constituency,2019,North Antrim,44051.0,19.466073414905452,66.3889582529341,14.14496833216045,19.46607341490545,66.3889582529341,14.14496833216045,,44051.0
westminster,constituency,2019,North Down,40643.0,0.0,54.83109022463893,45.16890977536107,0.0,54.83109022463893,45.16890977536107,,40643.0
westminster,constituency,2019,South Antrim,42974.0,16.69614185321357,64.24582305580118,19.058035090985246,16.69614185321357,64.24582305580118,19.058035090985246,,42974.0
westminster,constituency,2019,South Down,49762.0,64.14533177926933,21.956513001888993,13.898155218841687,64.14533177926933,21.956513001889,13.898155218841689,,49762.0
westminster,constituency,2019,Strangford,37485.0,6.800053354675203,62.72375616913432,30.476190476190474,6.800053354675203,62.72375616913432,30.476190476190474,,37485.0
westminster,constituency,2019,Upper Bann,50045.0,33.797582176041566,53.34798681186932,12.854431012089119,33.797582176041566,53.34798681186932,12.85443101208912,,50045.0
westminster,constituency,2019,West Tyrone,41186.0,60.32632447919196,28.74763269072015,10.926042830087894,60.32632447919196,28.74763269072015,10.926042830087894,,41186.0
westminster,constituency,2024,Belfast East,42706.0,1.4494450428511216,55.331803493654284,43.21875146349459,1.4494450428511216,55.33180349365429,43.21875146349459,,42706.0
westminster,constituency,2024,Belfast North,40452.0,47.18431721546524,36.93018886581628,15.885493918718481,47.18431721546524,36.93018886581628,15.88549391871848,,40452.0
westminster,constituency,2024,Belfast South and Mid Down,43491.0,49.07911981789336,26.971097468441748,23.949782713664895,49.07911981789336,26.971097468441748,23.94978271366489,,43491.0
westminster,constituency,2024,Belfast West,39743.0,66.00156002314873,17.04702714943512,16.95141282741615,66.00156002314873,17.04702714943512,16.95141282741615,,39743.0
westminster,constituency,2024,East Antrim,39675.0,9.774417139256458,63.19596723377442,27.029615626969125,9.774417139256458,63.19596723377442,27.029615626969125,,39675.0
westminster,constituency,2024,East Londonderry,41277.0,42.7114373622114,47.16428034983163,10.124282287956973,42.7114373622114,47.16428034983163,10.124282287956971,,41277.0
westminster,constituency,2024,Fermanagh and South Tyrone,51076.0,54.348421959433004,39.691831780092414,5.959746260474587,54.34842195943301,39.691831780092414,5.959746260474587,,51076.0
westminster,constituency,2024,Foyle,38358.0,76.40909327910735,13.913655560769591,9.67725116012305,76.40909327910735,13.913655560769593,9.67725116012305,,38358.0
westminster,constituency,2024,Lagan Valley,49081.0,2.094496852142377,59.09007558933192,38.815427558525705,2.094496852142377,59.09007558933192,38.815427558525705,,49081.0
westminster,constituency,2024,Mid Ulster,45445.0,63.49213334800308,31.706458356254814,4.801408295742106,63.49213334800308,31.706458356254814,4.801408295742106,,45445.0
westminster,constituency,2024,Newry and Armagh,45942.0,65.28448913847895,28.855948805015018,5.85956205650603,65.28448913847895,28.85594880501501,5.85956205650603,,45942.0
westminster,constituency,2024,North Antrim,41185.0,23.858200801262594,64.91441058637854,11.227388612358869,23.8582008012626,64.91441058637854,11.227388612358869,,41185.0
westminster,constituency,2024,North Down,43296.0,1.5174611973392462,64.17220990391722,34.310328898743535,1.5174611973392462,64.17220990391722,34.310328898743535,,43296.0
westminster,constituency,2024,South Antrim,42908.0,23.28237158571828,64.7967744942668,11.920853920014915,23.28237158571828,64.7967744942668,11.920853920014917,,42908.0
westminster,constituency,2024,South Down,45243.0,68.32659195897708,23.64785712706938,8.02555091395354,68.32659195897708,23.64785712706938,8.02555091395354,,45243.0
westminster,constituency,2024,Strangford,38909.0,11.760775141997994,58.5699966588707,29.669228199131307,11.760775141997994,58.5699966588707,29.669228199131307,,38909.0
westminster,constituency,2024,Upper Bann,47358.0,33.21930824781452,53.43131044385321,13.349381308332278,33.21930824781452,53.43131044385321,13.349381308332278,,47358.0
westminster,constituency,2024,West Tyrone,43695.0,67.07861311362856,27.68737841858336,5.234008467788076,67.07861311362856,27.68737841858336,5.234008467788076,,43695.0
local,dea,2014,Airport,6187.0,37.30402456764183,49.393890415387105,13.302085016971068,37.30402456764183,49.39389041538711,13.302085016971068,,6187.0
local,dea,2014,Antrim,5936.0,20.889487870619945,63.17385444743935,15.936657681940702,20.889487870619945,63.17385444743935,15.936657681940702,,5936.0
local,dea,2014,Ards Peninsula,7243.0,24.50641999171614,65.84288278337705,9.650697224906807,24.50641999171614,65.84288278337705,9.650697224906809,,7243.0
local,dea,2014,Armagh,11413.0,67.73854376588102,31.034784894418646,1.2266713397003417,67.73854376588102,31.03478489441865,1.2266713397003417,,11413.0
local,dea,2014,Ballyarnett,7690.0,84.7074122236671,0.0,15.2925877763329,84.7074122236671,0.0,15.2925877763329,,7690.0
local,dea,2014,Ballyclare,5613.0,0.0,82.04168893639765,17.958311063602352,0.0,82.04168893639765,17.958311063602352,,5613.0
local,dea,2014,Ballymena,6575.0,21.307984790874524,52.243346007604565,26.44866920152091,21.307984790874524,52.243346007604565,26.44866920152091,,6575.0
local,dea,2014,Ballymoney,8247.0,24.724142112283253,69.21304716866739,6.062810719049351,24.724142112283253,69.21304716866739,6.062810719049351,,8247.0
local,dea,2014,Balmoral,8901.0,40.87181215593753,38.23165936411639,20.896528479946074,40.87181215593753,38.23165936411639,20.89652847994608,,8901.0
local,dea,2014,Banbridge,11430.0,26.806649168853895,64.88188976377953,8.31146106736658,26.80664916885389,64.88188976377953,8.31146106736658,,11430.0
local,dea,2014,Bangor Central,6334.0,0.0,58.730659930533626,41.269340069466374,0.0,58.730659930533626,41.26934006946637,,6334.0
local,dea,2014,Bangor East and Donaghadee,6845.0,0.0,64.51424397370343,35.48575602629656,0.0,64.51424397370343,35.48575602629656,,6845.0
local,dea,2014,Bangor West,5220.0,5.057471264367816,63.83141762452107,31.11111111111111,5.057471264367816,63.83141762452107,31.11111111111111,,5220.0
local,dea,2014,Bann,6578.0,28.412891456369717,68.01459410155063,3.5725144420796595,28.41289145636972,68.01459410155063,3.5725144420796595,,6578.0
local,dea,2014,Bannside,7816.0,13.242067553735927,81.00051177072672,5.757420675537359,13.242067553735929,81.00051177072672,5.757420675537359,,7816.0
local,dea,2014,Benbradagh,5913.0,67.69829189920515,32.30170810079486,0.0,67.69829189920515,32.30170810079486,0.0,,5913.0
local,dea,2014,Black Mountain,13942.0,79.1278152345431,0.0,20.872184765456893,79.1278152345431,0.0,20.872184765456893,,13942.0
local,dea,2014,Botanic,8994.0,32.61062930842784,33.566822325995105,33.82254836557705,32.61062930842784,33.566822325995105,33.82254836557705,,8994.0
local,dea,2014,Braid,8814.0,14.13660086226458,82.47106875425459,3.392330383480826,14.13660086226458,82.47106875425459,3.392330383480826,,8814.0
local,dea,2014,Carntogher,7519.0,75.74145498071552,24.25854501928448,0.0,75.74145498071552,24.25854501928448,0.0,,7519.0
local,dea,2014,Carrick Castle,5824.0,0.0,66.27747252747253,33.722527472527474,0.0,66.27747252747253,33.722527472527474,,5824.0
local,dea,2014,Castle,10578.0,43.47702779353375,41.64303270939686,14.879939497069389,43.47702779353375,41.64303270939686,14.879939497069389,,10578.0
local,dea,2014,Castlereagh East,6587.0,0.0,75.08729315318051,24.912706846819493,0.0,75.08729315318051,24.912706846819493,,6587.0
local,dea,2014,Castlereagh South,8114.0,32.57333004683264,39.70914468819325,27.717525264974118,32.57333004683264,39.70914468819325,27.71752526497412,,8114.0
local,dea,2014,Causeway,7409.0,9.43447158860845,70.33337832366041,20.23215008773114,9.43447158860845,70.33337832366041,20.23215008773114,,7409.0
local,dea,2014,Clogher Valley,8528.0,46.540806754221386,53.459193245778614,0.0,46.540806754221386,53.45919324577861,0.0,,8528.0
local,dea,2014,Coast Road,5385.0,21.764159702878366,58.1058495821727,20.12999071494893,21.764159702878366,58.1058495821727,20.12999071494893,,5385.0
local,dea,2014,Coleraine,6560.0,16.829268292682926,70.89939024390245,12.271341463414634,16.829268292682926,70.89939024390245,12.271341463414634,,6560.0
local,dea,2014,Collin,11158.0,81.56479655852303,4.265997490589712,14.169205950887255,81.56479655852303,4.265997490589712,14.169205950887257,,11158.0
local,dea,2014,Comber,6194.0,0.0,84.11365837907653,15.886341620923474,0.0,84.11365837907653,15.886341620923474,,6194.0
local,dea,2014,Cookstown,9026.0,53.29049412807445,45.41325060935076,1.2962552625747839,53.29049412807445,45.41325060935076,1.296255262574784,,9026.0
local,dea,2014,Court,11505.0,31.42981312472838,63.824424163407215,4.745762711864407,31.42981312472838,63.824424163407215,4.745762711864407,,11505.0
local,dea,2014,Craigavon,8466.0,37.621072525395704,51.90172454523978,10.477202929364516,37.6210725253957,51.90172454523978,10.477202929364516,,8466.0
local,dea,2014,Crotlieve,9789.0,77.96506282562059,11.839820206354071,10.195116968025335,77.96506282562059,11.839820206354071,10.195116968025337,,9789.0
local,dea,2014,Cusher,10493.0,21.185552272943866,60.44982369198513,18.364624035071,21.185552272943863,60.44982369198513,18.364624035071,,10493.0
local,dea,2014,Derg,7604.0,53.32719621251972,46.67280378748028,0.0,53.32719621251972,46.67280378748028,0.0,,7604.0
local,dea,2014,Downpatrick,6514.0,79.18329751304881,7.936751611912803,12.879950875038379,79.18329751304881,7.936751611912803,12.87995087503838,,6514.0
local,dea,2014,Downshire East,5996.0,0.0,76.85123415610407,23.14876584389593,0.0,76.85123415610407,23.14876584389593,,5996.0
local,dea,2014,Downshire West,5772.0,4.002079002079002,79.26195426195426,16.735966735966738,4.002079002079002,79.26195426195426,16.735966735966738,,5772.0
local,dea,2014,Dungannon,7411.0,29.402239913641882,47.78032654162731,22.817433544730804,29.40223991364188,47.78032654162731,22.817433544730804,,7411.0
local,dea,2014,Dunsilly,5986.0,43.55162044771133,48.262612763113935,8.18576678917474,43.55162044771133,48.262612763113935,8.18576678917474,,5986.0
local,dea,2014,Enniskillen,6737.0,31.2156746326258,52.649547276235715,16.13477809113849,31.2156746326258,52.64954727623572,16.13477809113849,,6737.0
local,dea,2014,Erne East,7852.0,64.1619969434539,35.8380030565461,0.0,64.1619969434539,35.8380030565461,0.0,,7852.0
local,dea,2014,Erne North,6290.0,41.16057233704292,58.83942766295708,0.0,41.16057233704292,58.83942766295708,0.0,,6290.0
local,dea,2014,Erne West,6923.0,53.21392459916221,29.524772497472195,17.261302903365593,53.21392459916221,29.524772497472195,17.261302903365593,,6923.0
local,dea,2014,Faughan,6318.0,43.17822095599873,43.57391579613802,13.247863247863247,43.17822095599873,43.57391579613802,13.247863247863249,,6318.0
local,dea,2014,Foyleside,6368.0,77.07286432160804,0.0,22.92713567839196,77.07286432160804,0.0,22.92713567839196,,6368.0
local,dea,2014,Glengormley Urban,7427.0,30.819981149858624,50.37027063417261,18.809748215968764,30.819981149858624,50.37027063417261,18.809748215968764,,7427.0
local,dea,2014,Holywood and Clandeboye,6154.0,5.004874878128047,53.981150471238216,41.013974650633735,5.004874878128047,53.981150471238216,41.013974650633735,,6154.0
local,dea,2014,Killultagh,6475.0,23.969111969111967,62.84169884169884,13.18918918918919,23.969111969111967,62.84169884169884,13.18918918918919,,6475.0
local,dea,2014,Knockagh,5618.0,0.0,82.2000711997152,17.7999288002848,0.0,82.2000711997152,17.7999288002848,,5618.0
local,dea,2014,Lagan River,8381.0,7.01586922801575,81.26715189118244,11.716978880801813,7.01586922801575,81.26715189118244,11.716978880801811,,8381.0
local,dea,2014,Larne Lough,5685.0,2.251539138082674,72.10202286719436,25.646437994722955,2.251539138082674,72.10202286719436,25.646437994722955,,5685.0
local,dea,2014,Limavady,5491.0,36.65998907302859,63.34001092697141,0.0,36.65998907302859,63.34001092697141,0.0,,5491.0
local,dea,2014,Lisburn North,6616.0,14.495163240628779,65.7043530834341,19.800483675937123,14.49516324062878,65.7043530834341,19.800483675937123,,6616.0
local,dea,2014,Lisburn South,6227.0,6.792998233499278,75.14051710293882,18.06648466356191,6.792998233499278,75.14051710293882,18.06648466356191,,6227.0
local,dea,2014,Lisnasharragh,10497.0,14.432695055730209,51.767171572830335,33.80013337143946,14.432695055730209,51.767171572830335,33.80013337143946,,10497.0
local,dea,2014,Lurgan,11502.0,50.2434359241871,43.40984176664928,6.346722309163623,50.2434359241871,43.40984176664928,6.346722309163623,,11502.0
local,dea,2014,Macedon,5933.0,12.405191302882184,73.60525872240014,13.989549974717681,12.405191302882184,73.60525872240014,13.98954997471768,,5933.0
local,dea,2014,Magherafelt,6983.0,45.12387226120578,46.7993698983245,8.076757840469712,45.12387226120578,46.7993698983245,8.076757840469712,,6983.0
local,dea,2014,Mid Tyrone,7369.0,69.9959288913014,25.661555163522866,4.3425159451757365,69.9959288913014,25.661555163522863,4.3425159451757365,,7369.0
local,dea,2014,Moyola,7405.0,64.55097906819717,35.449020931802835,0.0,64.55097906819717,35.449020931802835,0.0,,7405.0
local,dea,2014,Newry,8816.0,83.32577132486388,4.3557168784029034,12.318511796733212,83.32577132486388,4.355716878402904,12.318511796733212,,8816.0
local,dea,2014,Newtownards,8107.0,0.0,58.82570617984458,41.17429382015542,0.0,58.82570617984458,41.17429382015542,,8107.0
local,dea,2014,Oldpark,10535.0,54.95016611295681,31.893687707641195,13.156146179401993,54.95016611295681,31.893687707641195,13.156146179401992,,10535.0
local,dea,2014,Omagh,5941.0,60.78101329742468,31.476182460865175,7.74280424171015,60.78101329742468,31.47618246086517,7.74280424171015,,5941.0
local,dea,2014,Ormiston,13074.0,1.1549640507878232,62.054459232063635,36.79057671714854,1.1549640507878232,62.05445923206364,36.79057671714854,,13074.0
local,dea,2014,Portadown,10536.0,25.37015945330296,71.80144267274108,2.8283978739559603,25.37015945330296,71.80144267274108,2.8283978739559603,,10536.0
local,dea,2014,Rowallane,6944.0,26.972926267281107,59.691820276497694,13.335253456221198,26.972926267281107,59.691820276497694,13.335253456221198,,6944.0
local,dea,2014,Slieve Croob,6906.0,57.326962061975095,31.074428033593975,11.59860990443093,57.326962061975095,31.07442803359397,11.59860990443093,,6906.0
local,dea,2014,Slieve Gullion,11154.0,85.4850277927201,14.5149722072799,0.0,85.4850277927201,14.5149722072799,0.0,,11154.0
local,dea,2014,Sperrin,10080.0,56.34920634920635,27.103174603174605,16.547619047619047,56.34920634920635,27.103174603174605,16.547619047619047,,10080.0
local,dea,2014,The Glens,6487.0,53.90781563126252,21.550793895483274,24.5413904732542,53.90781563126252,21.55079389548328,24.5413904732542,,6487.0
local,dea,2014,The Moor,6856.0,81.5198366394399,0.0,18.480163360560095,81.5198366394399,0.0,18.48016336056009,,6856.0
local,dea,2014,The Mournes,10870.0,52.24471021159154,44.001839926402944,3.7534498620055197,52.24471021159154,44.001839926402944,3.75344986200552,,10870.0
local,dea,2014,Three Mile Water,6606.0,0.0,76.71813502876174,23.281864971238267,0.0,76.71813502876174,23.281864971238267,,6606.0
local,dea,2014,Titanic,9900.0,13.383838383838384,65.6969696969697,20.91919191919192,13.383838383838384,65.6969696969697,20.91919191919192,,9900.0
local,dea,2014,Torrent,8225.0,68.12158054711246,23.768996960486323,8.109422492401215,68.12158054711246,23.768996960486323,8.109422492401215,,8225.0
