SA2011,nat_2001,nat_2023,pop,change,label,dea
N00001882,1.906052798029598,7.210751497208143,291.99993459476485,5.304698699178545,Lisnasharragh_J5,LISNASHARRAGH
N00001883,4.170314408243815,13.455717839522986,298.9999152870772,9.285403431279171,Lisnasharragh_N2,LISNASHARRAGH
N00001884,2.0135533860974766,6.600962191546843,290.9999055658487,4.587408805449367,Lisnasharragh_J2,LISNASHARRAGH
N00001885,9.880452725318388,5.871732917580008,246.9998884326382,-4.00871980773838,Ormiston_T2,ORMISTON
N00001886,7.395493620545738,7.103395443913416,232.99989428709654,-0.2920981766323214,Ormiston_T1,ORMISTON
N00001887,3.4973828701713447,4.181724350276067,271.9998281484228,0.6843414801047221,Ormiston_T2,ORMISTON
N00001888,1.785078968819276,5.977427426146126,289.99991289135016,4.19234845732685,Lisnasharragh_G1,LISNASHARRAGH
N00001889,6.437941122977916,3.417861275843656,265.99989480038363,-3.02007984713426,Ormiston_T3,ORMISTON
N00001890,3.221609186015501,7.8081225209687855,576.9998966587013,4.586513334953285,Lisnasharragh_N3,LISNASHARRAGH
N00001891,4.334008454324771,7.528538609225896,372.9999742942746,3.1945301549011242,Lisnasharragh_N5,LISNASHARRAGH
N00001892,2.6536785387796993,6.202082691135779,282.00046899262935,3.5484041523560794,Lisnasharragh_G1,LISNASHARRAGH
N00001893,11.453888945877544,15.30786171987874,275.9998735750102,3.853972774001196,Balmoral_F5,BALMORAL
N00001894,9.792076414137036,23.511023803165894,320.9999211677128,13.718947389028859,Balmoral_P3,BALMORAL
N00001895,8.23017877645585,19.272636716992526,334.9999025224973,11.042457940536677,Balmoral_P1,BALMORAL
N00001896,12.259612367103298,26.12270570905277,573.9999353652865,13.863093341949472,Balmoral_L4,BALMORAL
N00001897,9.17177740701643,16.85633395798144,285.99990948064067,7.684556550965011,Balmoral_F4,BALMORAL
N00001898,5.43516479029052,11.048115294284072,267.99992457095095,5.612950503993552,Balmoral_K3,BALMORAL
N00001899,20.870331944427956,20.09430775073111,173.9999715621154,-0.7760241936968448,Balmoral_F4,BALMORAL
N00001900,10.413430596239246,30.249682294733862,343.9999902235629,19.836251698494614,Castlereagh_South_J6,CASTLEREAGH SOUTH
N00001901,6.32608928405088,0.5501257847376518,379.9999840913625,-5.775963499313228,Castlereagh_East_J4,CASTLEREAGH EAST
N00001902,6.238127313898947,3.2840020500535725,388.99998700260585,-2.9541252638453748,Castlereagh_East_J5,CASTLEREAGH EAST
N00001903,38.863803218451835,40.12337071673305,404.999973441822,1.2595674982812142,Castlereagh_East_J5,CASTLEREAGH EAST
N00001904,23.295402469235878,14.091729697110686,309.99996707969274,-9.203672772125191,Castlereagh_East_J5,CASTLEREAGH EAST
N00001905,9.742428553835566,0.0019237128401029186,292.9999718952897,-9.740504840995463,Castlereagh_East_J4,CASTLEREAGH EAST
N00001906,4.69577805831937,0.0,332.9999867340367,-4.69577805831937,Castlereagh_East_J2,CASTLEREAGH EAST
N00001907,4.321799630733161,0.0,347.9999729283068,-4.321799630733161,Castlereagh_East_J2,CASTLEREAGH EAST
N00001908,12.470046439255828,0.0,319.99996469868165,-12.470046439255828,Castlereagh_East_J5,CASTLEREAGH EAST
N00001909,5.932220394432052,0.0,338.9999349214063,-5.932220394432052,Castlereagh_East_K3,CASTLEREAGH EAST
N00001910,5.557826777643446,0.0,421.9999159005714,-5.557826777643446,Castlereagh_East_K2,CASTLEREAGH EAST
N00001911,11.042585157267242,20.49802155635529,263.9998700568446,9.455436399088049,Castlereagh_South_C2,CASTLEREAGH SOUTH
N00001912,24.291410099655902,42.47329346558896,278.0351875308872,18.181883365933057,Balmoral_F3,BALMORAL
N00001913,20.093360812464514,29.457911084339553,294.99991399878013,9.36455027187504,Castlereagh_South_C1,CASTLEREAGH SOUTH
N00001914,19.99639624773391,34.55209306006503,300.99990113254887,14.555696812331124,Castlereagh_South_C4,CASTLEREAGH SOUTH
N00001915,24.228241020708623,35.09662464933934,576.9998685763812,10.868383628630717,Castlereagh_South_C4,CASTLEREAGH SOUTH
N00001916,15.125019008211225,22.24172119498875,260.9999029851994,7.116702186777523,Castlereagh_South_C1,CASTLEREAGH SOUTH
N00001917,17.079393577314235,28.505268736670914,324.99984144004674,11.425875159356679,Castlereagh_South_C1,CASTLEREAGH SOUTH
N00001918,25.79250433291168,46.841984606147086,252.99988272672374,21.049480273235407,Castlereagh_South_A4,CASTLEREAGH SOUTH
N00001919,0.0,5.035003534402042,321.99991511530936,5.035003534402042,Ormiston_L5,ORMISTON
N00001920,6.0401769776807096e-05,1.6894467005392346,329.0194627161945,1.689386298769458,Ormiston_J5,ORMISTON
N00001921,2.9278950113016566e-05,4.276471072020332,316.0040446242471,4.2764417930702185,Ormiston_L2,ORMISTON
N00001922,0.0,3.900525342944984,299.9999153540614,3.900525342944984,Ormiston_L3,ORMISTON
N00001923,0.0,5.107787126024753,243.99993057151187,5.107787126024753,Ormiston_S1,ORMISTON
N00001924,0.0,6.147076613954622,358.9998776507629,6.147076613954622,Ormiston_S1,ORMISTON
N00001925,0.0,5.51721949248803,308.99990289629324,5.51721949248803,Ormiston_L3,ORMISTON
N00001926,0.0,4.703909327141672,322.9998520409555,4.703909327141672,Ormiston_L5,ORMISTON
N00001927,3.309515349911835,2.509018468491751,252.99992050024142,-0.8004968814200839,Ormiston_S2,ORMISTON
N00001928,4.068714277609129,2.5618388419374973,237.99991256560136,-1.506875435671632,Ormiston_S2,ORMISTON
N00001929,2.539875189829486,2.362290335747081,333.99998313993865,-0.17758485408240476,Castlereagh_East_J1,CASTLEREAGH EAST
N00001930,4.949415575354294,2.5378967090404294,242.99990372181216,-2.4115188663138647,Ormiston_S2,ORMISTON
N00001931,2.459684637935281,2.1688365902131097,267.9999318789402,-0.2908480477221711,Ormiston_T4,ORMISTON
N00001932,2.065399674316065,5.870183737988554,317.9999254294667,3.804784063672489,Lisnasharragh_G3,LISNASHARRAGH
N00001933,2.0700549031314464,3.1107757652248345,302.99990722043293,1.040720862093388,Ormiston_T3,ORMISTON
N00001934,4.06071965553693,1.9181154337820925,271.00063344838384,-2.142604221754838,Ormiston_S3,ORMISTON
N00001935,13.187465258153257,36.61411792747026,369.99990322516965,23.426652669317004,Lisnasharragh_P3,LISNASHARRAGH
N00001936,39.467492177310085,52.342934439414826,315.99989388776817,12.875442262104741,Lisnasharragh_P5,LISNASHARRAGH
N00001937,50.44232307285239,57.13680734177534,314.00547925175863,6.694484268922949,Lisnasharragh_R3,LISNASHARRAGH
N00001938,4.9414708404774,14.999924878580137,308.99988090010373,10.058454038102736,Lisnasharragh_L3,LISNASHARRAGH
N00001939,9.127423559968172,27.09321802889618,308.00287976636935,17.96579446892801,Lisnasharragh_L3,LISNASHARRAGH
N00001940,41.991812606045315,53.85368072427281,350.0038915255877,11.861868118227498,Lisnasharragh_R1,LISNASHARRAGH
N00001941,17.826005705743995,47.72216721640128,293.9999088038862,29.896161510657286,Lisnasharragh_P4,LISNASHARRAGH
N00001942,11.125337793790639,9.459274915978424,334.99999143902414,-1.6660628778122142,Bann_D3,BANN
N00001943,32.262692877187476,23.140981313538322,377.9999886953887,-9.121711563649153,Bann_E1,BANN
N00001944,11.816031510142611,20.33112596811149,315.999980592082,8.515094457968878,Bann_E1,BANN
N00001945,27.36691998747362,41.55237088157038,379.99999102424647,14.185450894096764,Bann_E3,BANN
N00001946,21.07143358845397,31.556487389310014,327.99999174233125,10.485053800856043,Bann_E3,BANN
N00001947,7.066831463567749,9.51874211473516,354.99999022469774,2.4519106511674105,Bann_D1,BANN
N00001948,19.7529760860829,8.999536794188382,264.9999040586314,-10.753439291894518,Causeway_D4,CAUSEWAY
N00001949,15.689099078737872,16.078653942673736,613.9999535857252,0.3895548639358637,Causeway_F1,CAUSEWAY
N00001950,12.81478989880291,8.95674883833306,274.99994495653624,-3.8580410604698514,Causeway_K2,CAUSEWAY
N00001951,15.980422414906585,20.92301416639755,293.99990196543797,4.942591751490966,Causeway_F1,CAUSEWAY
N00001952,18.4928328916119,20.576803009116688,271.99991724267716,2.083970117504787,Causeway_F2,CAUSEWAY
N00001953,19.305466782698982,26.072574584403835,217.99993802049647,6.767107801704853,Causeway_G2,CAUSEWAY
N00001954,13.719783941197655,16.552870358080924,317.99993606890706,2.833086416883269,Causeway_F4,CAUSEWAY
N00001955,22.468067890249156,12.373153053991986,310.999975605893,-10.09491483625717,Causeway_K2,CAUSEWAY
N00001956,15.164924721942281,44.77176029532744,278.999899458446,29.60683557338516,Coleraine_A2,COLERAINE
N00001957,4.008116018536003,22.838863452806216,282.9999385237713,18.83074743427021,Coleraine_A1,COLERAINE
N00001958,13.617226144609063,22.574256636453892,294.99992662413376,8.95703049184483,Coleraine_A1,COLERAINE
N00001959,10.28729984709029,18.62870115723718,294.9999407817013,8.34140131014689,Coleraine_A3,COLERAINE
N00001960,12.470537843870497,33.7433831719808,296.99993002244537,21.272845328110307,Coleraine_A3,COLERAINE
N00001961,1.9027367912651334,11.084862672499204,423.9999288276273,9.182125881234072,Coleraine_C1,COLERAINE
N00001962,3.387509428365872,19.815302424889136,256.99994081178545,16.427792996523266,Coleraine_A3,COLERAINE
N00001963,16.970933947178352,43.01046791614917,309.99991197277916,26.039533968970815,Coleraine_A4,COLERAINE
N00001964,15.99950966680278,40.12186459049418,346.99991526263483,24.122354923691397,Coleraine_A4,COLERAINE
N00001965,14.07955901292938,13.364268567712775,310.99998857586326,-0.7152904452166045,Bann_B2,BANN
N00001966,7.940132148944741,9.37841117576243,354.9999663877151,1.438279026817689,Bann_B5,BANN
N00001967,16.495168516793964,10.290451386614333,408.99998947974257,-6.204717130179631,Bann_B5,BANN
N00001968,44.67178256360961,23.671991195408935,350.99996086059014,-20.999791368200675,Bann_B4,BANN
N00001969,11.399877661731468,13.753126556065217,629.9999351403362,2.353248894333749,Bann_A1,BANN
N00001970,24.48480820994943,18.330636003259922,296.9999407537644,-6.154172206689509,Bann_B2,BANN
N00001971,8.5927868868277,15.023112990144499,342.9999801150367,6.4303261033167995,Bann_B1,BANN
N00001972,11.184942094823942,9.42449121591366,313.9999800208521,-1.760450878910282,Bann_B1,BANN
N00001973,34.07144917964912,42.83187292270894,242.99996383864948,8.760423743059818,Coleraine_D2,COLERAINE
N00001974,20.335194079085575,43.86701857731392,198.9999292014579,23.531824498228346,Coleraine_G4,COLERAINE
N00001975,19.66132427892683,26.736641400861917,288.99995700059185,7.075317121935086,Coleraine_D2,COLERAINE
N00001976,18.04160622057308,22.304124812600694,483.9999135935027,4.2625185920276145,Coleraine_D2,COLERAINE
N00001977,6.461170262593726,19.741683607969,271.9999095941225,13.280513345375276,Coleraine_E1,COLERAINE
N00001978,14.58811626197407,20.98105409247023,292.9999452235093,6.392937830496161,Coleraine_E4,COLERAINE
N00001979,36.1295905444627,57.32169832193869,284.99995049802067,21.19210777747599,Coleraine_G5,COLERAINE
N00001980,64.50169477907771,75.24409798326587,297.99987119588656,10.742403204188165,Coleraine_G2,COLERAINE
N00001981,44.47799173850735,60.0623337476966,265.9999390335393,15.58434200918925,Coleraine_G1,COLERAINE
N00001982,18.226241389844386,28.05274846195687,583.9999585381862,9.826507072112484,Bann_C1,BANN
N00001983,47.75277439073244,70.58796093935803,285.9999079882148,22.835186548625586,Coleraine_G2,COLERAINE
N00001984,14.605662843868163,40.00258241189666,338.9998616639101,25.396919568028498,Coleraine_F3,COLERAINE
N00001985,68.96748006358118,59.94017415770498,266.99989012439977,-9.027305905876197,Coleraine_G3,COLERAINE
N00001986,17.238854406902007,32.56056641694133,334.99994509541636,15.32171201003932,Coleraine_E4,COLERAINE
N00001987,11.86526370525964,31.0972784521024,278.9999145537178,19.23201474684276,Coleraine_C3,COLERAINE
N00001988,6.769816463784657,17.23346328194459,357.9999591240422,10.463646818159933,Coleraine_C2,COLERAINE
N00001989,3.356030876115737,14.832438685916614,340.9999086597554,11.476407809800877,Coleraine_C3,COLERAINE
N00001990,17.051989882399667,31.129341268914057,305.99992560701776,14.07735138651439,Coleraine_C5,COLERAINE
N00001991,28.573210777194873,32.85026501065165,351.99989052425485,4.277054233456774,Coleraine_C4,COLERAINE
N00001992,17.910899199276837,25.915441945737275,295.99992400063377,8.004542746460437,Coleraine_E2,COLERAINE
N00001993,19.362835032444686,34.65495619934436,278.99988987518805,15.292121166899676,Coleraine_C5,COLERAINE
N00001994,2.8700461698652764,6.61627006345527,378.99998598520835,3.746223893589993,Causeway_K2,CAUSEWAY
N00001995,2.487332287843083,4.263507284388485,350.99998887295754,1.776174996545402,Causeway_K1,CAUSEWAY
N00001996,4.218747258026774,6.544770953756323,378.9999902032452,2.326023695729549,Causeway_K3,CAUSEWAY
N00001997,2.156247245653643,5.1979028659986435,366.9999935060544,3.0416556203450007,Causeway_K5,CAUSEWAY
N00001998,11.488261145469277,17.787377323191347,294.9999691695951,6.29911617772207,Causeway_K2,CAUSEWAY
N00001999,16.925565497217086,28.776345624461733,665.9999871825801,11.850780127244647,Causeway_H6,CAUSEWAY
N00002000,5.982616666235638,12.914944640224151,433.9999671904495,6.932327973988513,Causeway_K2,CAUSEWAY
N00002001,1.8449099908882196,5.421672254871317,311.99999065718896,3.576762263983097,Causeway_K3,CAUSEWAY
N00002002,2.311174854991829,4.053996774368831,329.9999885837328,1.7428219193770018,Causeway_J1,CAUSEWAY
N00002003,3.74496579196492,3.9559457724811087,308.99998995556257,0.21097998051618871,Causeway_K1,CAUSEWAY
N00002004,2.477316570673575,4.380978318848423,337.9999916596211,1.903661748174848,Causeway_J4,CAUSEWAY
N00002005,2.528943754624741,4.121344949453123,248.99998052676472,1.592401194828382,Causeway_J1,CAUSEWAY
N00002006,2.5676126183753496,5.298938017736939,288.99996646615773,2.731325399361589,Causeway_A2,CAUSEWAY
N00002007,1.4734415869019908,4.712575861231574,258.9999563049994,3.2391342743295835,Causeway_J1,CAUSEWAY
N00002008,23.2202193897275,38.290486961695635,725.9999437162113,15.070267571968134,Bann_F3,BANN
N00002009,32.45413351611628,32.125488907585236,285.9999619474434,-0.32864460853104305,Bann_G1,BANN
N00002010,33.631787962107225,64.4984775856983,374.99998468050103,30.86668962359107,Bann_G1,BANN
N00002011,74.75154501277073,63.70032118592311,411.9999906026307,-11.051223826847625,Bann_G2,BANN
N00002012,91.77536712635342,85.12599827455867,412.9999921370587,-6.649368851794748,Bann_G5,BANN
N00002013,24.753463406623794,32.36217770046115,276.99998272414103,7.608714293837359,Bann_D7,BANN
N00002014,8.123740554480014,8.478085764173116,745.9999361934938,0.35434520969310235,Causeway_K1,CAUSEWAY
N00002015,9.774083325366105,9.412154325768011,319.9998627625856,-0.3619289995980939,Causeway_E1,CAUSEWAY
N00002016,13.712239705732687,13.024632565408245,275.9999001276326,-0.6876071403244417,Causeway_D1,CAUSEWAY
N00002017,3.7935217527927154,7.578588030921413,313.99991629040386,3.7850662781286974,Causeway_E2,CAUSEWAY
N00002018,6.4555236854312845,10.502175185096918,945.99988601818,4.046651499665634,Causeway_E5,CAUSEWAY
N00002019,11.177221709047105,9.60282938126566,308.99991603591144,-1.5743923277814442,Causeway_D3,CAUSEWAY
N00002020,5.5520560241077765,8.618921595187226,322.99989432129024,3.0668655710794495,Causeway_E2,CAUSEWAY
N00002021,23.147123811890935,57.7856290661831,378.99999228772856,34.63850525429216,Bann_G3,BANN
N00002022,62.64678070119296,79.89555849393359,344.9999736268738,17.248777792740633,Bann_E3,BANN
N00002023,81.81603688200333,74.56009481730868,431.0022386813587,-7.255942064694651,Bann_G4,BANN
N00002024,71.99042986003434,76.22424724709072,410.9999839478137,4.2338173870563764,Bann_E3,BANN
N00002025,86.27610004203207,87.70286350987288,214.9999392961021,1.4267634678408143,Bann_H1,BANN
N00002026,91.26148617949333,83.68978262620881,334.999936565253,-7.571703553284522,Bann_H3,BANN
N00002027,81.72050363525045,86.25058714626495,350.99993450307494,4.530083511014496,Bann_H2,BANN
N00002028,9.112852973088625,10.908322977863186,973.9998924902886,1.795470004774561,Coleraine_K3,COLERAINE
N00002029,9.905387156745306,14.123548689860884,322.9999545181518,4.218161533115579,Coleraine_K3,COLERAINE
N00002030,13.107079573618927,12.777500939622877,325.99993358257996,-0.32957863399605003,Coleraine_K3,COLERAINE
N00002031,9.46636671138101,11.545841555962133,375.9999291003239,2.0794748445811226,Coleraine_H5,COLERAINE
N00002032,9.249951054382473,8.615636941910681,361.99993862184476,-0.6343141124717917,Coleraine_K4,COLERAINE
N00002033,10.775925487445887,10.37904755981564,300.9999468397721,-0.3968779276302463,Coleraine_H6,COLERAINE
N00002034,7.847886525227393,10.086669724585816,380.99993198871704,2.238783199358423,Coleraine_H6,COLERAINE
N00002035,7.056722539136734,13.591531133344432,339.9998847513038,6.534808594207698,Coleraine_H3,COLERAINE
N00002036,20.256789192009236,12.825105555418881,364.9999933311529,-7.431683636590355,Bann_C1,BANN
N00002037,9.482970392105637,10.683755778599647,370.99999475332186,1.20078538649401,Bann_C5,BANN
N00002038,6.870785038429392,15.032065354899414,326.99998953940707,8.161280316470023,Bann_C1,BANN
N00002039,22.637096127672045,17.766871629114306,343.9999423598708,-4.870224498557739,Bann_C3,BANN
N00002040,12.864679057716085,11.530459835331834,341.9999881729965,-1.3342192223842506,Bann_C5,BANN
N00002041,7.287766667643062,9.124422387110084,374.9999887299593,1.8366557194670214,Bann_D2,BANN
N00002042,30.60714738028117,21.06555370184423,303.99995273005203,-9.54159367843694,Coleraine_H2,COLERAINE
N00002043,18.992387778436644,33.22822807061835,303.9999627461828,14.235840292181706,Coleraine_E4,COLERAINE
N00002044,17.10638058725164,32.69985551365271,515.9999225614807,15.593474926401068,Coleraine_H2,COLERAINE
N00002045,9.214098695972773,15.271615238081742,367.9999575871193,6.057516542108969,Coleraine_H2,COLERAINE
N00002046,9.677140766018438,12.283093345879744,282.99993798658625,2.605952579861306,Coleraine_H4,COLERAINE
N00002047,25.11209652335344,32.86780728451024,253.99993370699863,7.755710761156802,Causeway_G1,CAUSEWAY
N00002048,22.204115987231553,23.092388678952744,214.99992696629465,0.8882726917211912,Causeway_G3,CAUSEWAY
N00002049,19.970023038793418,22.807558039028223,259.9999460588146,2.837535000234805,Causeway_G4,CAUSEWAY
N00002050,31.635208606631366,22.385443728339556,251.9998978564415,-9.24976487829181,Causeway_G3,CAUSEWAY
N00002051,48.34187348809193,28.691953481217183,567.999850258936,-19.649920006874744,Causeway_G1,CAUSEWAY
N00002052,35.8958340598675,29.603190501295952,274.9999270934553,-6.292643558571545,Causeway_G1,CAUSEWAY
N00002053,16.135866631750797,26.525226846748094,277.9998882698674,10.389360214997296,Causeway_G2,CAUSEWAY
N00002054,12.302058243335496,23.585066017315512,374.9999928862308,11.283007773980016,Bann_D2,BANN
N00002055,92.29986946845,76.42030138460363,429.9999923318136,-15.879568083846365,Bann_D6,BANN
N00002056,7.846309759394712,9.20765444349765,381.99998971120465,1.3613446841029386,Bann_D4,BANN
N00002057,36.80655022850812,48.72902493155339,407.99998766635605,11.922474703045268,Bann_D7,BANN
N00002058,76.05620377248819,85.1850423528875,482.9999910657506,9.128838580399318,Bann_D6,BANN
N00002059,22.328592482778788,14.10074566585601,272.9999281468878,-8.227846816922778,Causeway_D2,CAUSEWAY
N00002060,13.009447538160394,20.454789068281908,1251.9998133148783,7.445341530121514,Causeway_B1,CAUSEWAY
N00002061,12.806090071764865,14.042705671597302,612.9999654454887,1.2366155998324366,Causeway_J2,CAUSEWAY
N00002062,7.18898101401101,12.946810776322595,260.99991307474363,5.757829762311585,Causeway_D2,CAUSEWAY
N00002063,34.4552506644357,18.42930419407251,350.99996391137995,-16.02594647036319,Causeway_K2,CAUSEWAY
N00002064,22.005543043226226,31.99905474751328,559.9998932583951,9.993511704287055,Causeway_H4,CAUSEWAY
N00002065,29.448208975116287,33.65262584409311,291.99992178358997,4.204416868976821,Causeway_H1,CAUSEWAY
N00002066,33.01973055380748,19.778139620193112,301.99997927960834,-13.241590933614365,Causeway_K2,CAUSEWAY
N00002067,62.293640290579475,42.23071734304695,1032.999844051166,-20.062922947532527,Causeway_H2,CAUSEWAY
N00002068,23.18363037148585,28.932558526202985,266.9999440694123,5.7489281547171345,Causeway_H3,CAUSEWAY
N00002069,14.961342964454067,11.914565630940057,364.99996946900274,-3.04677733351401,Bann_C4,BANN
N00002070,11.315572079064507,13.103567033496446,988.9999119537526,1.7879949544319391,Bann_C4,BANN
N00002071,15.579908338451157,12.41838164023855,352.99995765984943,-3.1615266982126062,Coleraine_J2,COLERAINE
N00002072,6.8698120244802725,10.724891970796286,319.9999662503224,3.855079946316013,Bann_C1,BANN
N00002073,38.932038265828794,43.63867645309098,276.99988019039574,4.706638187262186,Coleraine_F5,COLERAINE
N00002074,11.763142187583117,25.01217644601281,977.9997680261304,13.249034258429692,Bann_C1,BANN
N00002075,5.870796431074425,9.440308997925415,370.9999467020158,3.5695125668509897,Bann_C1,BANN
N00002076,26.732201457682837,19.688748350708845,267.9999307802991,-7.043453106973992,Coleraine_J3,COLERAINE
N00002077,5.534611529795659,10.465130435261539,281.99995692652806,4.93051890546588,Bann_C1,BANN
N00002078,7.56371291478378,20.681045073805112,301.99990348377435,13.117332159021332,Coleraine_A5,COLERAINE
N00002079,4.530871432431438,18.270965209392823,615.9999054104783,13.740093776961386,Coleraine_B3,COLERAINE
N00002080,9.517821827017194,27.550307161618523,347.9998227232965,18.03248533460133,Coleraine_A5,COLERAINE
N00002081,9.73686560728573,24.504694916995987,294.9999005989667,14.767829309710258,Coleraine_E1,COLERAINE
N00002082,12.465909012069273,19.8480809264556,1054.9999452048044,7.382171914386328,Coleraine_B1,COLERAINE
N00002083,18.499282587738104,16.105524156661172,366.99995930954105,-2.3937584310769324,Coleraine_B4,COLERAINE
N00002084,8.394366263024446,13.6209512439059,365.9999177303676,5.226584980881453,Coleraine_B5,COLERAINE
N00002085,14.50632657512722,13.778623584590987,438.99993107968396,-0.7277029905362333,Coleraine_B5,COLERAINE
N00002086,11.48922851736584,14.839567996115736,378.9999701989791,3.3503394787498966,Bann_C1,BANN
N00002087,35.62477055094854,40.94875048059209,289.99994674413136,5.323979929643549,Coleraine_D2,COLERAINE
N00002088,19.58933774746365,31.515167420132045,327.9999166007944,11.925829672668396,Coleraine_F1,COLERAINE
N00002089,9.894753594641463,12.090206471339084,406.99994764757133,2.1954528766976207,Bann_B3,BANN
N00002090,91.71250882386303,79.41011646857909,453.99998196818524,-12.302392355283942,Cookstown_E5,COOKSTOWN
N00002091,89.62040430657157,84.51473357900957,827.9999797341513,-5.105670727562,Torrent_A1,TORRENT
N00002092,96.2226714778036,87.75937953966502,418.9999630591139,-8.463291938138582,Torrent_A2,TORRENT
N00002093,93.35939468445993,83.39510350584045,520.9999749159088,-9.964291178619476,Cookstown_E1,COOKSTOWN
N00002094,29.554969192462202,37.08334491689122,626.9999750109769,7.528375724429019,Cookstown_E1,COOKSTOWN
N00002095,80.74890332705766,32.98813855728441,432.9999838321967,-47.76076476977325,Cookstown_G1,COOKSTOWN
N00002096,14.165761840240028,36.11053479186098,342.9999901921611,21.944772951620948,Cookstown_G2,COOKSTOWN
N00002097,21.417677995931193,47.82327622572548,402.9999865264315,26.405598229794286,Cookstown_G1,COOKSTOWN
N00002098,88.244184749082,83.77161222647234,390.9999947399605,-4.472572522609653,Cookstown_A2,COOKSTOWN
N00002099,97.48671176670976,84.77964036908394,403.9999798596786,-12.707071397625825,Cookstown_A2,COOKSTOWN
N00002100,95.92014687980364,91.58853282846435,416.9999921884177,-4.331614051339287,Cookstown_A1,COOKSTOWN
N00002101,93.30296396544296,81.05302807362816,453.99997905403865,-12.2499358918148,Cookstown_A5,COOKSTOWN
N00002102,97.87813191710386,88.18376405075256,376.9999875596268,-9.6943678663513,Cookstown_A5,COOKSTOWN
N00002103,72.02238027111838,74.42894224496082,778.9999165261954,2.406561973842443,Cookstown_H1,COOKSTOWN
N00002104,75.09625233884103,71.65023073996527,312.99989233818036,-3.4460215988757597,Cookstown_F4,COOKSTOWN
N00002105,75.77743348656851,68.90918078835676,344.99995299113243,-6.868252698211748,Cookstown_H2,COOKSTOWN
N00002106,40.64377444585439,67.81992144072697,383.9999642646138,27.176146994872582,Cookstown_H4,COOKSTOWN
N00002107,85.22595711936616,76.90190933131389,443.99993741917024,-8.324047788052269,Cookstown_A4,COOKSTOWN
N00002108,98.70320020930801,92.24413696340511,397.99987450705584,-6.459063245902897,Cookstown_F1,COOKSTOWN
N00002109,89.76904833565506,79.7122196083333,492.9999956093625,-10.056828727321758,Torrent_A5,TORRENT
N00002110,96.85764794049803,83.32261513947839,424.9999745782923,-13.53503280101964,Torrent_A3,TORRENT
N00002111,71.07835973280933,70.84109314872703,485.9999864115967,-0.23726658408230605,Torrent_D1,TORRENT
N00002112,93.54340447763816,75.66226833901119,463.9999921402979,-17.88113613862697,Torrent_D1,TORRENT
N00002113,64.16503022095607,68.847490111387,455.0010926970061,4.682459890430934,Torrent_D2,TORRENT
N00002114,34.02214833893253,50.5489194687753,430.9999557826316,16.52677112984277,Cookstown_G3,COOKSTOWN
N00002115,56.98691891160351,62.12646881387179,291.99990298798383,5.1395499022682785,Cookstown_B5,COOKSTOWN
N00002116,29.081632793269684,24.341439212558505,293.9999096497768,-4.740193580711178,Cookstown_F3,COOKSTOWN
N00002117,41.76856104731601,45.44507377594242,351.9999515393202,3.676512728626406,Cookstown_G3,COOKSTOWN
N00002118,25.079788306748306,53.15317779119456,432.99995973250356,28.073389484446253,Cookstown_H3,COOKSTOWN
N00002119,96.20621497553488,71.55285701744853,349.9999510361846,-24.653357958086346,Cookstown_B5,COOKSTOWN
N00002120,26.516845018252113,41.16191574155227,279.9999887035466,14.645070723300158,Magherafelt_D4,MAGHERAFELT
N00002121,34.04324437188964,39.48085426449442,360.9999947201475,5.437609892604776,Magherafelt_D4,MAGHERAFELT
N00002122,62.21084456445621,46.86706500299178,405.9999911018661,-15.34377956146443,Magherafelt_D3,MAGHERAFELT
N00002123,44.05824629509734,32.482088655357316,386.99999002019064,-11.576157639740025,Magherafelt_D4,MAGHERAFELT
N00002124,38.56645322524685,23.02101255152188,319.9999858177711,-15.545440673724972,Magherafelt_D5,MAGHERAFELT
N00002125,35.34131211749694,33.75071654211609,1059.9999125612674,-1.5905955753808527,Magherafelt_D5,MAGHERAFELT
N00002126,41.47370480639,36.293209306030384,350.9999705256967,-5.180495500359619,Magherafelt_E3,MAGHERAFELT
N00002127,51.70887719811743,44.96388260780037,644.9999604764021,-6.744994590317056,Magherafelt_F4,MAGHERAFELT
N00002128,9.763602020938162,23.415136836137822,604.9999243097018,13.65153481519966,Cookstown_B4,COOKSTOWN
N00002129,41.633110105351484,53.23819874400149,925.9998908110747,11.605088638650003,Cookstown_C6,COOKSTOWN
N00002130,71.56687400390004,63.90240676228399,328.9999641625726,-7.664467241616052,Cookstown_B5,COOKSTOWN
N00002131,23.24560815796529,17.92287715729799,388.9999867024274,-5.3227310006673,Cookstown_J2,COOKSTOWN
N00002132,89.58243773748559,64.74964975682151,388.9999829802229,-24.83278798066408,Cookstown_J3,COOKSTOWN
N00002133,12.511332680605948,23.35476394142162,365.9999911846488,10.843431260815672,Cookstown_A3,COOKSTOWN
N00002134,31.770277775541288,17.18686676135547,310.99997962721176,-14.583411014185817,Cookstown_A4,COOKSTOWN
N00002135,78.4322384739735,49.03231936851272,392.99998815694073,-29.399919105460782,Cookstown_J3,COOKSTOWN
N00002136,18.15725305363206,36.751346415302365,282.99993023722595,18.594093361670303,Cookstown_C2,COOKSTOWN
N00002137,12.591460743241816,20.420877409880873,338.9998884286589,7.829416666639057,Cookstown_C1,COOKSTOWN
N00002138,74.40356164965094,78.65720291274557,325.99992172396486,4.253641263094636,Cookstown_C4,COOKSTOWN
