order,contest,area,pid,name,y,prior_share,prior_elected,was_party,ex_party_here,prior_same_area,n_prior,n_ind,has_prior,pred
2022.0,assembly,West Tyrone,70499,Paul Gallagher,3.656998738965952,0.0,0,0,0,0,0,2,0,5.036172430254854
2022.0,assembly,West Tyrone,59057,Barry Brown,0.2587293994868896,0.9037391344340707,0,1,0,1,4,2,1,0.0
2023.0,local,Ards Peninsula,3050380295,Boyd Ireland,1.17595818815331,0.0,0,0,0,0,0,1,0,5.462108594912565
2023.0,local,Ballyclare,545194325,Michael Stewart,12.917594654788418,17.490381769754364,1,0,0,1,1,1,1,13.58756322417874
2023.0,local,Ballymena,1417331770,Rodney Quigley,14.021381578947368,6.242791234140715,1,0,0,1,2,1,1,4.157178665326555
2023.0,local,Ballymoney,1455079270,Cathal McLaughlin,1.5545080734128973,10.353102502571135,1,1,1,1,1,1,1,4.485072914766045
2023.0,local,Bangor Central,2116483353,Wesley Irvine,16.201183431952664,10.151562993369119,1,1,1,1,1,2,1,5.666931353410397
2023.0,local,Bangor Central,1062634645,Ray McKimm,10.47337278106509,6.837025961669158,1,0,0,1,1,2,1,4.816306052752316
2023.0,local,Bangor East and Donaghadee,2859679412,Bill Keery,7.5447269303201505,8.151935719503287,1,1,1,1,1,2,1,8.530811057625943
2023.0,local,Bangor East and Donaghadee,3540951047,Tom Smith,5.414312617702448,10.068439062911292,1,0,0,1,2,2,1,10.173328872400889
2023.0,local,Bangor West,900143215,Susan Prentice,7.840122982321291,0.0,0,0,0,0,0,1,0,5.462108594912565
2023.0,local,Bann,33610,Adrian McQuillan,8.85436402677782,9.268502376232895,0,1,1,0,3,1,1,5.7635823567639335
2023.0,local,Benbradagh,1928955845,Niall Murphy,1.4771424933146569,0.0,0,0,0,0,0,1,0,5.462108594912565
2023.0,local,Castlereagh South,3270358272,Andrew Miller,0.48109965635738833,0.0,0,0,0,0,0,1,0,5.462108594912565
2023.0,local,Causeway,2884223396,David Alexander,4.017705141300647,6.788832861886607,0,0,0,1,2,2,1,3.4425932508701718
2023.0,local,Causeway,54895,Angela Mulholland,3.711270003404835,2.4207616542765895,0,1,1,0,2,2,1,1.0883124575636332
2023.0,local,Clogher Valley,2716984758,Kevin McElvogue,12.682881371726772,0.0,0,0,0,0,0,1,0,5.462108594912565
2023.0,local,Coleraine,1560822328,George Duddy,6.087662337662338,12.14415930444538,1,1,1,1,2,1,1,0.9614715316713325
2023.0,local,Collin,2593709912,Julieann McNally,2.635725540753474,0.0,0,0,0,0,0,2,0,4.847836749683225
2023.0,local,Collin,3112195710,Tony Mallon,1.1889414124050997,0.0,0,0,0,0,0,2,0,4.847836749683225
2023.0,local,Comber,85704,Stephen Cooper,4.419434531979138,12.690566499449407,0,1,1,0,5,2,1,5.536540364240942
2023.0,local,Comber,2167280418,John Sloan,0.6450727422454021,1.1184311322200091,0,0,0,1,1,2,1,0.8447759898747021
2023.0,local,Cookstown,4081012893,Louise Taylor,0.4276827371695179,0.0,0,0,0,0,0,1,0,5.462108594912565
2023.0,local,Court,2420346696,Geoffrey Wilson,0.1497130499875239,0.0,0,0,0,0,0,1,0,5.462108594912565
2023.0,local,Crotlieve,3313454220,Mark Gibbons,8.469278853483763,10.357142857142858,1,0,0,1,2,4,1,8.778785950330965
2023.0,local,Crotlieve,2506446820,Jarlath Tinnelly,7.950907150480256,12.29965156794425,1,0,0,1,2,4,1,8.676560216090367
2023.0,local,Crotlieve,3622376849,Jim Boylan,6.2357066626010065,6.86411149825784,0,0,0,1,1,4,1,6.165172324646939
2023.0,local,Crotlieve,2232752213,Finbarr Lambe,0.17533160542765666,2.63561140055164,0,0,0,1,1,4,1,7.86135082841503
2023.0,local,Cusher,3649837792,Paul Berry,16.769832220231308,17.53513136074016,1,0,0,1,2,1,1,12.637418581955929
2023.0,local,Derg,3281950227,Andy Patton,5.930518189261902,9.182908545727136,0,0,0,1,1,1,1,15.688837191766824
2023.0,local,Downpatrick,3222588737,Éamon Mac Con Midhe,4.943105346873853,0.0,0,0,0,0,0,1,0,5.462108594912565
2023.0,local,Dungannon,2280762844,Barry Monteith,12.278876170655566,17.048468772606704,1,0,0,1,2,2,1,14.753297961697333
2023.0,local,Dungannon,4283697094,Marian Vincent,6.534859521331946,0.0,0,0,0,0,0,2,0,4.847836749683225
2023.0,local,Erne East,1912301164,Eamon Keenan,6.605331446095778,0.0,0,0,0,0,0,2,0,4.847836749683225
2023.0,local,Erne East,730279581,Tina McDermott,2.8072658645907054,0.0,0,0,0,0,0,2,0,4.847836749683225
2023.0,local,Erne West,4224291033,Paul McColdrick,6.670181914052201,0.0,0,0,0,0,0,1,0,5.462108594912565
2023.0,local,Faughan,335063882,Graham Warke,3.446571957998765,0.0,0,0,0,0,0,1,0,5.462108594912565
2023.0,local,Glengormley Urban,1561393794,Michael Maguire,1.163719338277239,4.244867111726918,0,1,1,1,2,1,1,1.8888691481413824
2023.0,local,Killultagh,1717244638,Stuart Brown,0.9306765302469873,1.4238190286094479,0,0,0,1,1,1,1,1.277616176907877
2023.0,local,Knockagh,2157818148,Bobby Hadden,18.22386679000925,13.992635455023672,1,0,0,1,1,1,1,11.544476266207589
2023.0,local,Limavady,2187559242,James McCorkell,9.318520974962693,8.413767983973775,1,1,1,1,1,2,1,8.530811057625943
2023.0,local,Limavady,2215947657,Billy Stewart,0.5140109434587962,0.0,0,0,0,0,0,2,0,4.847836749683225
2023.0,local,Lisburn North,2733962505,Gary Hynds,10.540028422548556,5.776321179844326,0,1,0,1,1,1,1,4.23273411318721
2023.0,local,Macedon,45466384,Stafford Ward,6.841809497049733,5.480984340044743,0,0,0,1,1,1,1,3.710069394887326
2023.0,local,Mid Tyrone,4194828538,Emmet McAleer,7.363615078435964,11.090504451038576,1,0,0,1,1,1,1,9.882865426167003
2023.0,local,Newry,1228671847,Mariya Krupska,1.999808630753038,0.0,0,0,0,0,0,1,0,5.462108594912565
2023.0,local,Newtownards,379247558,Steven Irvine,15.756596661281637,0.0,0,0,0,0,0,3,0,4.10066040931293
2023.0,local,Newtownards,1425129330,Ian Cox,5.6758212170166935,4.73664734180338,0,0,0,1,1,3,1,6.9039477861972
2023.0,local,Newtownards,2733607747,Ben King,0.25848142164781907,0.28773528353914396,0,0,0,1,1,3,1,0.3565019520620203
2023.0,local,Oldpark,4141168732,Paul McCusker,14.127446223516092,0.0,0,0,0,0,0,1,0,5.462108594912565
2023.0,local,Omagh,65441,Josephine Deehan,7.067510548523207,11.441144114411442,1,0,0,1,2,2,1,9.784616443377146
2023.0,local,Omagh,2893575619,Kathy Dunphy,1.2055455093429777,0.0,0,0,0,0,0,2,0,4.847836749683225
2023.0,local,Sperrin,1435123797,Paul Gallagher,8.821537419573316,10.164506938700487,1,0,0,1,2,3,1,9.434549688601487
2023.0,local,Sperrin,2454110883,Raymond Barr,8.33897731120894,8.455105229298777,1,0,0,1,1,3,1,13.985525153039305
2023.0,local,Sperrin,16975,Patsy Kelly,2.0826278360988826,5.468247403731275,0,0,0,1,2,3,1,4.127471377608807
2023.0,local,The Moor,3376287690,Gary Donnelly,25.25348114100311,17.73360867320599,1,0,0,1,2,1,1,13.304556274783735
2023.0,local,Torrent,620997562,Dan Kerr,13.119533527696793,16.761925697955594,1,0,0,1,1,2,1,17.649295481401335
2023.0,local,Torrent,269478717,Teresa Quinn,5.849713157152262,0.0,0,0,0,0,0,2,0,4.847836749683225
2024.0,westminster,Belfast East,78204,Ryan North,0.3793377979674987,0.0,0,0,0,0,0,1,0,5.325607716572051
2024.0,westminster,Belfast West,35983,Tony Mallon,0.4051027853961704,0.2954378893367534,0,0,0,1,1,1,1,0.7287894478328357
2024.0,westminster,Foyle,86960,Anne McCloskey,3.9600604828197508,1.8222942983953567,0,0,0,1,3,1,1,0.8358558450269253
2024.0,westminster,Mid Ulster,3572,John Kelly,0.3982836395643085,0.0,0,0,0,0,0,1,0,5.325607716572051
2024.0,westminster,North Antrim,75979,Tristan Morrow,0.330217312128202,0.0,0,0,0,0,0,1,0,5.325607716572051
2024.0,westminster,North Down,92771,Alex Easton,48.30238359201774,22.921208346309562,1,0,0,1,7,2,1,20.10803908998004
2024.0,westminster,North Down,18126,Chris Carter,0.27023281596452325,0.17248400929497162,0,0,0,1,2,2,1,0.0
2024.0,westminster,Strangford,88193,Garreth Falls,0.6579454624893983,0.0,0,0,0,0,0,2,0,4.683369719533071
2024.0,westminster,Strangford,22064,Gareth Burns,0.40350561566732634,0.0,0,0,0,0,0,2,0,4.683369719533071
