contest,scale,year,area,party,votes,share_pct,seats_won,seats_total,stood,valid_poll,electorate,turnout_pct
assembly,constituency,2016,Belfast North,Other,2624.0,7.174495543282113,0,6,True,36574.0,70872,52.48
assembly,constituency,2016,Belfast South,DUP,8081.0,22.005282792800152,2,6,True,36723.0,68469,54.25
assembly,constituency,2016,Belfast South,Sinn Féin,5207.0,14.17912479917218,1,6,True,36723.0,68469,54.25
assembly,constituency,2016,Belfast South,UUP,2466.0,6.715137652152602,0,6,True,36723.0,68469,54.25
assembly,constituency,2016,Belfast South,SDLP,7361.0,20.044658660784794,1,6,True,36723.0,68469,54.25
assembly,constituency,2016,Belfast South,Alliance,6023.0,16.40116548212292,1,6,True,36723.0,68469,54.25
assembly,constituency,2016,Belfast South,TUV,495.0,1.3479290907605588,0,6,True,36723.0,68469,54.25
assembly,constituency,2016,Belfast South,Green,3521.0,9.58799662336955,1,6,True,36723.0,68469,54.25
assembly,constituency,2016,Belfast South,PBP,0.0,0.0,0,6,False,36723.0,68469,54.25
assembly,constituency,2016,Belfast South,Aontú,0.0,0.0,0,6,False,36723.0,68469,54.25
assembly,constituency,2016,Belfast South,Independent,475.0,1.2934673093156877,0,6,True,36723.0,68469,54.25
assembly,constituency,2016,Belfast South,Other,3094.0,8.425237589521553,0,6,True,36723.0,68469,54.25
assembly,constituency,2016,Belfast West,DUP,3766.0,10.383809418771369,0,6,True,36268.0,63993,57.8
assembly,constituency,2016,Belfast West,Sinn Féin,19752.0,54.46123304290283,4,6,True,36268.0,63993,57.8
assembly,constituency,2016,Belfast West,UUP,654.0,1.803242527848241,0,6,True,36268.0,63993,57.8
assembly,constituency,2016,Belfast West,SDLP,2647.0,7.298444910113599,1,6,True,36268.0,63993,57.8
assembly,constituency,2016,Belfast West,Alliance,291.0,0.8023602073453182,0,6,True,36268.0,63993,57.8
assembly,constituency,2016,Belfast West,TUV,0.0,0.0,0,6,False,36268.0,63993,57.8
assembly,constituency,2016,Belfast West,Green,327.0,0.9016212639241205,0,6,True,36268.0,63993,57.8
assembly,constituency,2016,Belfast West,PBP,8299.0,22.882430792985552,1,6,True,36268.0,63993,57.8
assembly,constituency,2016,Belfast West,Aontú,0.0,0.0,0,6,False,36268.0,63993,57.8
assembly,constituency,2016,Belfast West,Independent,0.0,0.0,0,6,False,36268.0,63993,57.8
assembly,constituency,2016,Belfast West,Other,532.0,1.4668578361089666,0,6,True,36268.0,63993,57.8
assembly,constituency,2016,East Antrim,DUP,11701.0,36.10194069914535,3,6,True,32411.0,64194,51.01
assembly,constituency,2016,East Antrim,Sinn Féin,2633.0,8.123785134676499,1,6,True,32411.0,64194,51.01
assembly,constituency,2016,East Antrim,UUP,6552.0,20.215358983061307,1,6,True,32411.0,64194,51.01
assembly,constituency,2016,East Antrim,SDLP,1229.0,3.791922495449076,0,6,True,32411.0,64194,51.01
assembly,constituency,2016,East Antrim,Alliance,4747.0,14.64626207151893,1,6,True,32411.0,64194,51.01
assembly,constituency,2016,East Antrim,TUV,1643.0,5.069266607016137,0,6,True,32411.0,64194,51.01
assembly,constituency,2016,East Antrim,Green,693.0,2.1381629693622535,0,6,True,32411.0,64194,51.01
assembly,constituency,2016,East Antrim,PBP,0.0,0.0,0,6,False,32411.0,64194,51.01
assembly,constituency,2016,East Antrim,Aontú,0.0,0.0,0,6,False,32411.0,64194,51.01
assembly,constituency,2016,East Antrim,Independent,0.0,0.0,0,6,False,32411.0,64194,51.01
assembly,constituency,2016,East Antrim,Other,3213.0,9.913301039770449,0,6,True,32411.0,64194,51.01
assembly,constituency,2016,East Londonderry,DUP,12674.0,36.84409430506701,3,6,True,34399.0,68600,50.8
assembly,constituency,2016,East Londonderry,Sinn Féin,7495.0,21.78842408209541,1,6,True,34399.0,68600,50.8
assembly,constituency,2016,East Londonderry,UUP,2856.0,8.302566935085322,0,6,True,34399.0,68600,50.8
assembly,constituency,2016,East Londonderry,SDLP,3265.0,9.491554987063578,1,6,True,34399.0,68600,50.8
assembly,constituency,2016,East Londonderry,Alliance,1257.0,3.654175993488183,0,6,True,34399.0,68600,50.8
assembly,constituency,2016,East Londonderry,TUV,1191.0,3.4623099508706647,0,6,True,34399.0,68600,50.8
assembly,constituency,2016,East Londonderry,Green,434.0,1.2616645832727695,0,6,True,34399.0,68600,50.8
assembly,constituency,2016,East Londonderry,PBP,0.0,0.0,0,6,False,34399.0,68600,50.8
assembly,constituency,2016,East Londonderry,Aontú,0.0,0.0,0,6,False,34399.0,68600,50.8
assembly,constituency,2016,East Londonderry,Independent,3331.0,9.683421029681096,1,6,True,34399.0,68600,50.8
assembly,constituency,2016,East Londonderry,Other,1896.0,5.51178813337597,0,6,True,34399.0,68600,50.8
assembly,constituency,2016,Fermanagh and South Tyrone,DUP,15403.0,32.64938423384276,2,6,True,47177.0,74257,64.55
assembly,constituency,2016,Fermanagh and South Tyrone,Sinn Féin,18847.0,39.9495516883227,2,6,True,47177.0,74257,64.55
assembly,constituency,2016,Fermanagh and South Tyrone,UUP,6028.0,12.777412722301122,1,6,True,47177.0,74257,64.55
assembly,constituency,2016,Fermanagh and South Tyrone,SDLP,4014.0,8.508383322381668,1,6,True,47177.0,74257,64.55
assembly,constituency,2016,Fermanagh and South Tyrone,Alliance,539.0,1.1425058821035674,0,6,True,47177.0,74257,64.55
assembly,constituency,2016,Fermanagh and South Tyrone,TUV,1164.0,2.4673039828730103,0,6,True,47177.0,74257,64.55
assembly,constituency,2016,Fermanagh and South Tyrone,Green,897.0,1.9013502342243043,0,6,True,47177.0,74257,64.55
assembly,constituency,2016,Fermanagh and South Tyrone,PBP,0.0,0.0,0,6,False,47177.0,74257,64.55
assembly,constituency,2016,Fermanagh and South Tyrone,Aontú,0.0,0.0,0,6,False,47177.0,74257,64.55
assembly,constituency,2016,Fermanagh and South Tyrone,Independent,0.0,0.0,0,6,False,47177.0,74257,64.55
assembly,constituency,2016,Fermanagh and South Tyrone,Other,285.0,0.6041079339508659,0,6,True,47177.0,74257,64.55
assembly,constituency,2016,Foyle,DUP,4737.0,11.931388846909476,1,6,True,39702.0,71759,56.0
assembly,constituency,2016,Foyle,Sinn Féin,11297.0,28.45448592010478,2,6,True,39702.0,71759,56.0
assembly,constituency,2016,Foyle,UUP,1420.0,3.576646012795325,0,6,True,39702.0,71759,56.0
assembly,constituency,2016,Foyle,SDLP,11897.0,29.96574479875069,2,6,True,39702.0,71759,56.0
assembly,constituency,2016,Foyle,Alliance,238.0,0.5994660218628785,0,6,True,39702.0,71759,56.0
assembly,constituency,2016,Foyle,TUV,0.0,0.0,0,6,False,39702.0,71759,56.0
assembly,constituency,2016,Foyle,Green,157.0,0.3954460732456803,0,6,True,39702.0,71759,56.0
assembly,constituency,2016,Foyle,PBP,4176.0,10.518361795375547,1,6,True,39702.0,71759,56.0
assembly,constituency,2016,Foyle,Aontú,0.0,0.0,0,6,False,39702.0,71759,56.0
assembly,constituency,2016,Foyle,Independent,5485.0,13.81542491562138,0,6,True,39702.0,71759,56.0
assembly,constituency,2016,Foyle,Other,295.0,0.7430356153342401,0,6,True,39702.0,71759,56.0
assembly,constituency,2016,Lagan Valley,DUP,18325.0,47.16495508712326,3,6,True,38853.0,73746,53.19
assembly,constituency,2016,Lagan Valley,Sinn Féin,1045.0,2.689624996782745,0,6,True,38853.0,73746,53.19
assembly,constituency,2016,Lagan Valley,UUP,8247.0,21.226160142073972,2,6,True,38853.0,73746,53.19
assembly,constituency,2016,Lagan Valley,SDLP,2899.0,7.46145728772553,0,6,True,38853.0,73746,53.19
assembly,constituency,2016,Lagan Valley,Alliance,3707.0,9.541090778060896,1,6,True,38853.0,73746,53.19
assembly,constituency,2016,Lagan Valley,TUV,1291.0,3.322780737652176,0,6,True,38853.0,73746,53.19
assembly,constituency,2016,Lagan Valley,Green,1118.0,2.8775126759838363,0,6,True,38853.0,73746,53.19
assembly,constituency,2016,Lagan Valley,PBP,0.0,0.0,0,6,False,38853.0,73746,53.19
assembly,constituency,2016,Lagan Valley,Aontú,0.0,0.0,0,6,False,38853.0,73746,53.19
assembly,constituency,2016,Lagan Valley,Independent,817.0,2.1027977247574188,0,6,True,38853.0,73746,53.19
assembly,constituency,2016,Lagan Valley,Other,1404.0,3.6136205698401667,0,6,True,38853.0,73746,53.19
assembly,constituency,2016,Mid Ulster,DUP,7393.0,18.14322175321488,1,6,True,40748.0,70430,58.75
assembly,constituency,2016,Mid Ulster,Sinn Féin,19015.0,46.6648669873368,3,6,True,40748.0,70430,58.75
assembly,constituency,2016,Mid Ulster,UUP,4862.0,11.931873957004024,1,6,True,40748.0,70430,58.75
assembly,constituency,2016,Mid Ulster,SDLP,6209.0,15.237557671542161,1,6,True,40748.0,70430,58.75
assembly,constituency,2016,Mid Ulster,Alliance,471.0,1.155884951408658,0,6,True,40748.0,70430,58.75
assembly,constituency,2016,Mid Ulster,TUV,1877.0,4.606361048395013,0,6,True,40748.0,70430,58.75
assembly,constituency,2016,Mid Ulster,Green,349.0,0.8564837538038677,0,6,True,40748.0,70430,58.75
assembly,constituency,2016,Mid Ulster,PBP,0.0,0.0,0,6,False,40748.0,70430,58.75
assembly,constituency,2016,Mid Ulster,Aontú,0.0,0.0,0,6,False,40748.0,70430,58.75
assembly,constituency,2016,Mid Ulster,Independent,0.0,0.0,0,6,False,40748.0,70430,58.75
assembly,constituency,2016,Mid Ulster,Other,572.0,1.403749877294591,0,6,True,40748.0,70430,58.75
assembly,constituency,2016,Newry and Armagh,DUP,7980.0,16.724300534423136,1,6,True,47715.0,81756,59.32
assembly,constituency,2016,Newry and Armagh,Sinn Féin,19514.0,40.89699255999162,3,6,True,47715.0,81756,59.32
assembly,constituency,2016,Newry and Armagh,UUP,6745.0,14.136015927905271,1,6,True,47715.0,81756,59.32
assembly,constituency,2016,Newry and Armagh,SDLP,8698.0,18.229068427119355,1,6,True,47715.0,81756,59.32
assembly,constituency,2016,Newry and Armagh,Alliance,493.0,1.0332180655978205,0,6,True,47715.0,81756,59.32
assembly,constituency,2016,Newry and Armagh,TUV,0.0,0.0,0,6,False,47715.0,81756,59.32
assembly,constituency,2016,Newry and Armagh,Green,335.0,0.7020852981242796,0,6,True,47715.0,81756,59.32
assembly,constituency,2016,Newry and Armagh,PBP,0.0,0.0,0,6,False,47715.0,81756,59.32
assembly,constituency,2016,Newry and Armagh,Aontú,0.0,0.0,0,6,False,47715.0,81756,59.32
assembly,constituency,2016,Newry and Armagh,Independent,2603.0,5.455307555276119,0,6,True,47715.0,81756,59.32
assembly,constituency,2016,Newry and Armagh,Other,1347.0,2.8230116315624016,0,6,True,47715.0,81756,59.32
assembly,constituency,2016,North Antrim,DUP,17655.0,43.06307624762184,3,6,True,40998.0,78337,52.93
assembly,constituency,2016,North Antrim,Sinn Féin,5297.0,12.920142445972974,1,6,True,40998.0,78337,52.93
assembly,constituency,2016,North Antrim,UUP,4406.0,10.746865700765891,1,6,True,40998.0,78337,52.93
assembly,constituency,2016,North Antrim,SDLP,3093.0,7.544270452217181,0,6,True,40998.0,78337,52.93
assembly,constituency,2016,North Antrim,Alliance,1318.0,3.214790965412947,0,6,True,40998.0,78337,52.93
assembly,constituency,2016,North Antrim,TUV,7354.0,17.93746036392019,1,6,True,40998.0,78337,52.93
assembly,constituency,2016,North Antrim,Green,513.0,1.251280550270745,0,6,True,40998.0,78337,52.93
assembly,constituency,2016,North Antrim,PBP,0.0,0.0,0,6,False,40998.0,78337,52.93
assembly,constituency,2016,North Antrim,Aontú,0.0,0.0,0,6,False,40998.0,78337,52.93
assembly,constituency,2016,North Antrim,Independent,0.0,0.0,0,6,False,40998.0,78337,52.93
assembly,constituency,2016,North Antrim,Other,1362.0,3.322113273818235,0,6,True,40998.0,78337,52.93
assembly,constituency,2016,North Down,DUP,13446.0,41.72018989109188,3,6,True,32229.0,65760,49.57
assembly,constituency,2016,North Down,Sinn Féin,307.0,0.9525582549877439,0,6,True,32229.0,65760,49.57
assembly,constituency,2016,North Down,UUP,4987.0,15.473641751217848,1,6,True,32229.0,65760,49.57
assembly,constituency,2016,North Down,SDLP,426.0,1.3217909336312017,0,6,True,32229.0,65760,49.57
assembly,constituency,2016,North Down,Alliance,5399.0,16.751993546185112,1,6,True,32229.0,65760,49.57
assembly,constituency,2016,North Down,TUV,610.0,1.8927053275000776,0,6,True,32229.0,65760,49.57
assembly,constituency,2016,North Down,Green,4109.0,12.749387197865277,1,6,True,32229.0,65760,49.57
assembly,constituency,2016,North Down,PBP,0.0,0.0,0,6,False,32229.0,65760,49.57
assembly,constituency,2016,North Down,Aontú,0.0,0.0,0,6,False,32229.0,65760,49.57
assembly,constituency,2016,North Down,Independent,1415.0,4.39045580067641,0,6,True,32229.0,65760,49.57
assembly,constituency,2016,North Down,Other,1530.0,4.747277296844457,0,6,True,32229.0,65760,49.57
assembly,constituency,2016,South Antrim,DUP,13188.0,37.53735803945009,3,6,True,35133.0,69680,51.01
assembly,constituency,2016,South Antrim,Sinn Féin,4632.0,13.1841858082145,1,6,True,35133.0,69680,51.01
assembly,constituency,2016,South Antrim,UUP,7792.0,22.17857854438847,1,6,True,35133.0,69680,51.01
assembly,constituency,2016,South Antrim,SDLP,3366.0,9.580736060114422,0,6,True,35133.0,69680,51.01
assembly,constituency,2016,South Antrim,Alliance,3119.0,8.877693336748926,1,6,True,35133.0,69680,51.01
assembly,constituency,2016,South Antrim,TUV,1318.0,3.751458742492813,0,6,True,35133.0,69680,51.01
assembly,constituency,2016,South Antrim,Green,589.0,1.6764864941792617,0,6,True,35133.0,69680,51.01
assembly,constituency,2016,South Antrim,PBP,0.0,0.0,0,6,False,35133.0,69680,51.01
assembly,constituency,2016,South Antrim,Aontú,0.0,0.0,0,6,False,35133.0,69680,51.01
assembly,constituency,2016,South Antrim,Independent,483.0,1.3747758517632995,0,6,True,35133.0,69680,51.01
assembly,constituency,2016,South Antrim,Other,646.0,1.8387271226482225,0,6,True,35133.0,69680,51.01
assembly,constituency,2016,South Down,DUP,5033.0,12.253195374315277,1,6,True,41075.0,77409,53.8
assembly,constituency,2016,South Down,Sinn Féin,12756.0,31.055386488131468,2,6,True,41075.0,77409,53.8
assembly,constituency,2016,South Down,UUP,3481.0,8.474741326841144,1,6,True,41075.0,77409,53.8
assembly,constituency,2016,South Down,SDLP,12911.0,31.432744978697503,2,6,True,41075.0,77409,53.8
assembly,constituency,2016,South Down,Alliance,2200.0,5.356055995130858,0,6,True,41075.0,77409,53.8
assembly,constituency,2016,South Down,TUV,2718.0,6.617163724893487,0,6,True,41075.0,77409,53.8
assembly,constituency,2016,South Down,Green,820.0,1.9963481436396835,0,6,True,41075.0,77409,53.8
assembly,constituency,2016,South Down,PBP,0.0,0.0,0,6,False,41075.0,77409,53.8
assembly,constituency,2016,South Down,Aontú,0.0,0.0,0,6,False,41075.0,77409,53.8
assembly,constituency,2016,South Down,Independent,1156.0,2.814363968350578,0,6,True,41075.0,77409,53.8
assembly,constituency,2016,South Down,Other,0.0,0.0,0,6,False,41075.0,77409,53.8
assembly,constituency,2016,Strangford,DUP,14037.0,43.00683231716658,3,6,True,32639.0,65695,50.25
assembly,constituency,2016,Strangford,Sinn Féin,661.0,2.025184595116272,0,6,True,32639.0,65695,50.25
assembly,constituency,2016,Strangford,UUP,6367.0,19.50733784736052,2,6,True,32639.0,65695,50.25
assembly,constituency,2016,Strangford,SDLP,2724.0,8.345843929041944,0,6,True,32639.0,65695,50.25
assembly,constituency,2016,Strangford,Alliance,3499.0,10.720303930880235,1,6,True,32639.0,65695,50.25
assembly,constituency,2016,Strangford,TUV,1407.0,4.310793835595454,0,6,True,32639.0,65695,50.25
assembly,constituency,2016,Strangford,Green,924.0,2.830969086062686,0,6,True,32639.0,65695,50.25
assembly,constituency,2016,Strangford,PBP,0.0,0.0,0,6,False,32639.0,65695,50.25
assembly,constituency,2016,Strangford,Aontú,0.0,0.0,0,6,False,32639.0,65695,50.25
assembly,constituency,2016,Strangford,Independent,1947.0,5.965256288489231,0,6,True,32639.0,65695,50.25
assembly,constituency,2016,Strangford,Other,1073.0,3.2874781702870797,0,6,True,32639.0,65695,50.25
assembly,constituency,2016,Upper Bann,DUP,14188.0,31.05546556932102,2,6,True,45686.0,85204,54.44
assembly,constituency,2016,Upper Bann,Sinn Féin,11373.0,24.893840563848883,2,6,True,45686.0,85204,54.44
assembly,constituency,2016,Upper Bann,UUP,9884.0,21.634636431291863,2,6,True,45686.0,85204,54.44
assembly,constituency,2016,Upper Bann,SDLP,4335.0,9.488683622991726,0,6,True,45686.0,85204,54.44
assembly,constituency,2016,Upper Bann,Alliance,1424.0,3.1169285995709846,0,6,True,45686.0,85204,54.44
assembly,constituency,2016,Upper Bann,TUV,1177.0,2.5762815742240512,0,6,True,45686.0,85204,54.44
assembly,constituency,2016,Upper Bann,Green,495.0,1.0834829050474981,0,6,True,45686.0,85204,54.44
assembly,constituency,2016,Upper Bann,PBP,0.0,0.0,0,6,False,45686.0,85204,54.44
assembly,constituency,2016,Upper Bann,Aontú,0.0,0.0,0,6,False,45686.0,85204,54.44
assembly,constituency,2016,Upper Bann,Independent,33.0,0.0722321936698332,0,6,True,45686.0,85204,54.44
assembly,constituency,2016,Upper Bann,Other,2777.0,6.078448540034146,0,6,True,45686.0,85204,54.44
assembly,constituency,2016,West Tyrone,DUP,8534.0,21.989744646860263,1,6,True,38809.0,65694,59.86
assembly,constituency,2016,West Tyrone,Sinn Féin,16304.0,42.01087376639439,3,6,True,38809.0,65694,59.86
assembly,constituency,2016,West Tyrone,UUP,4441.0,11.443221933056765,1,6,True,38809.0,65694,59.86
assembly,constituency,2016,West Tyrone,SDLP,4287.0,11.04640676131825,1,6,True,38809.0,65694,59.86
assembly,constituency,2016,West Tyrone,Alliance,494.0,1.2729006158365328,0,6,True,38809.0,65694,59.86
assembly,constituency,2016,West Tyrone,TUV,0.0,0.0,0,6,False,38809.0,65694,59.86
assembly,constituency,2016,West Tyrone,Green,458.0,1.180138627637919,0,6,True,38809.0,65694,59.86
assembly,constituency,2016,West Tyrone,PBP,0.0,0.0,0,6,False,38809.0,65694,59.86
assembly,constituency,2016,West Tyrone,Aontú,0.0,0.0,0,6,False,38809.0,65694,59.86
assembly,constituency,2016,West Tyrone,Independent,3476.0,8.956685304955036,0,6,True,38809.0,65694,59.86
assembly,constituency,2016,West Tyrone,Other,815.0,2.1000283439408385,0,6,True,38809.0,65694,59.86
assembly,constituency,2017,Belfast East,DUP,15167.0,37.582079936566146,2,5,True,40357.0,64788,63.02
assembly,constituency,2017,Belfast East,Sinn Féin,1173.0,2.9065589612706595,0,5,True,40357.0,64788,63.02
assembly,constituency,2017,Belfast East,UUP,5275.0,13.070842728646827,1,5,True,40357.0,64788,63.02
assembly,constituency,2017,Belfast East,SDLP,250.0,0.6194712193671482,0,5,True,40357.0,64788,63.02
assembly,constituency,2017,Belfast East,Alliance,12669.0,31.392323512649604,2,5,True,40357.0,64788,63.02
assembly,constituency,2017,Belfast East,TUV,917.0,2.2722204326386994,0,5,True,40357.0,64788,63.02
assembly,constituency,2017,Belfast East,Green,1447.0,3.585499417697054,0,5,True,40357.0,64788,63.02
assembly,constituency,2017,Belfast East,PBP,0.0,0.0,0,5,False,40357.0,64788,63.02
assembly,constituency,2017,Belfast East,Aontú,0.0,0.0,0,5,False,40357.0,64788,63.02
assembly,constituency,2017,Belfast East,Independent,84.0,0.2081423297073618,0,5,True,40357.0,64788,63.02
assembly,constituency,2017,Belfast East,Other,3375.0,8.3628614614565,0,5,True,40357.0,64788,63.02
assembly,constituency,2017,Belfast North,DUP,13309.0,32.080701923540474,2,5,True,41486.0,68187,61.77
assembly,constituency,2017,Belfast North,Sinn Féin,12204.0,29.41715277442993,2,5,True,41486.0,68187,61.77
assembly,constituency,2017,Belfast North,UUP,2418.0,5.828472255700718,0,5,True,41486.0,68187,61.77
assembly,constituency,2017,Belfast North,SDLP,5431.0,13.091163283999421,1,5,True,41486.0,68187,61.77
assembly,constituency,2017,Belfast North,Alliance,3487.0,8.405245142939787,0,5,True,41486.0,68187,61.77
assembly,constituency,2017,Belfast North,TUV,0.0,0.0,0,5,False,41486.0,68187,61.77
assembly,constituency,2017,Belfast North,Green,711.0,1.7138311719616257,0,5,True,41486.0,68187,61.77
assembly,constituency,2017,Belfast North,PBP,1559.0,3.7578942293785857,0,5,True,41486.0,68187,61.77
assembly,constituency,2017,Belfast North,Aontú,0.0,0.0,0,5,False,41486.0,68187,61.77
assembly,constituency,2017,Belfast North,Independent,66.0,0.15908981343103698,0,5,True,41486.0,68187,61.77
assembly,constituency,2017,Belfast North,Other,2301.0,5.546449404618426,0,5,True,41486.0,68187,61.77
assembly,constituency,2017,Belfast South,DUP,8975.0,20.84639862495064,1,5,True,43053.0,67953,63.96
assembly,constituency,2017,Belfast South,Sinn Féin,7610.0,17.67588785915035,1,5,True,43053.0,67953,63.96
assembly,constituency,2017,Belfast South,UUP,3863.0,8.972661603140315,0,5,True,43053.0,67953,63.96
assembly,constituency,2017,Belfast South,SDLP,8353.0,19.401667711889996,1,5,True,43053.0,67953,63.96
assembly,constituency,2017,Belfast South,Alliance,7648.0,17.764151162520616,1,5,True,43053.0,67953,63.96
assembly,constituency,2017,Belfast South,TUV,703.0,1.6328711123498942,0,5,True,43053.0,67953,63.96
assembly,constituency,2017,Belfast South,Green,4247.0,9.864585510881936,1,5,True,43053.0,67953,63.96
assembly,constituency,2017,Belfast South,PBP,760.0,1.7652660674052911,0,5,True,43053.0,67953,63.96
assembly,constituency,2017,Belfast South,Aontú,0.0,0.0,0,5,False,43053.0,67953,63.96
assembly,constituency,2017,Belfast South,Independent,0.0,0.0,0,5,False,43053.0,67953,63.96
assembly,constituency,2017,Belfast South,Other,894.0,2.0765103477109608,0,5,True,43053.0,67953,63.96
assembly,constituency,2017,Belfast West,DUP,4063.0,10.070890343049772,0,5,True,40344.0,61309,66.76
assembly,constituency,2017,Belfast West,Sinn Féin,24931.0,61.796053936149114,4,5,True,40344.0,61309,66.76
assembly,constituency,2017,Belfast West,UUP,486.0,1.2046400951814396,0,5,True,40344.0,61309,66.76
assembly,constituency,2017,Belfast West,SDLP,3452.0,8.556414832441007,0,5,True,40344.0,61309,66.76
assembly,constituency,2017,Belfast West,Alliance,747.0,1.8515764425936942,0,5,True,40344.0,61309,66.76
assembly,constituency,2017,Belfast West,TUV,0.0,0.0,0,5,False,40344.0,61309,66.76
assembly,constituency,2017,Belfast West,Green,251.0,0.6221495141780686,0,5,True,40344.0,61309,66.76
assembly,constituency,2017,Belfast West,PBP,5999.0,14.869621257188182,1,5,True,40344.0,61309,66.76
assembly,constituency,2017,Belfast West,Aontú,0.0,0.0,0,5,False,40344.0,61309,66.76
assembly,constituency,2017,Belfast West,Independent,0.0,0.0,0,5,False,40344.0,61309,66.76
assembly,constituency,2017,Belfast West,Other,415.0,1.028653579218719,0,5,True,40344.0,61309,66.76
assembly,constituency,2017,East Antrim,DUP,13164.0,35.17528858486533,2,5,True,37424.0,62933,60.12
assembly,constituency,2017,East Antrim,Sinn Féin,3701.0,9.889375801624626,0,5,True,37424.0,62933,60.12
assembly,constituency,2017,East Antrim,UUP,8498.0,22.707353569901667,2,5,True,37424.0,62933,60.12
assembly,constituency,2017,East Antrim,SDLP,1524.0,4.07225309961522,0,5,True,37424.0,62933,60.12
assembly,constituency,2017,East Antrim,Alliance,5996.0,16.02180418982471,1,5,True,37424.0,62933,60.12
assembly,constituency,2017,East Antrim,TUV,1534.0,4.098973920478837,0,5,True,37424.0,62933,60.12
assembly,constituency,2017,East Antrim,Green,777.0,2.0762077811030353,0,5,True,37424.0,62933,60.12
assembly,constituency,2017,East Antrim,PBP,0.0,0.0,0,5,False,37424.0,62933,60.12
assembly,constituency,2017,East Antrim,Aontú,0.0,0.0,0,5,False,37424.0,62933,60.12
assembly,constituency,2017,East Antrim,Independent,106.0,0.28324070115433947,0,5,True,37424.0,62933,60.12
assembly,constituency,2017,East Antrim,Other,2124.0,5.675502351432236,0,5,True,37424.0,62933,60.12
assembly,constituency,2017,East Londonderry,DUP,14040.0,33.5299596398634,2,5,True,41873.0,67392,62.69
assembly,constituency,2017,East Londonderry,Sinn Féin,10804.0,25.80182934110286,1,5,True,41873.0,67392,62.69
assembly,constituency,2017,East Londonderry,UUP,2814.0,6.720320970553818,0,5,True,41873.0,67392,62.69
assembly,constituency,2017,East Londonderry,SDLP,3319.0,7.92634872113295,1,5,True,41873.0,67392,62.69
assembly,constituency,2017,East Londonderry,Alliance,1841.0,4.396627898645906,0,5,True,41873.0,67392,62.69
assembly,constituency,2017,East Londonderry,TUV,1038.0,2.4789243665369094,0,5,True,41873.0,67392,62.69
assembly,constituency,2017,East Londonderry,Green,305.0,0.7283929978745254,0,5,True,41873.0,67392,62.69
assembly,constituency,2017,East Londonderry,PBP,492.0,1.1749814916533328,0,5,True,41873.0,67392,62.69
assembly,constituency,2017,East Londonderry,Aontú,0.0,0.0,0,5,False,41873.0,67392,62.69
assembly,constituency,2017,East Londonderry,Independent,6122.0,14.620399780288015,1,5,True,41873.0,67392,62.69
assembly,constituency,2017,East Londonderry,Other,1098.0,2.6222147923482915,0,5,True,41873.0,67392,62.69
assembly,constituency,2017,Fermanagh and South Tyrone,DUP,15581.0,29.81267818533188,1,5,True,52263.0,73100,72.61
assembly,constituency,2017,Fermanagh and South Tyrone,Sinn Féin,22008.0,42.11009700935652,3,5,True,52263.0,73100,72.61
