DZ21,label,catholic_bg_pct,proj_unity_pct,provenance
N20001153,Botanic_Q4,46.2,56.4,modelled
N20001154,Botanic_W2,49.3,55.4,modelled
N20001155,Botanic_W3,53.7,57.7,modelled
N20001156,Botanic_S4,44.1,50.2,modelled
N20001157,Botanic_Q5,48.6,58.9,modelled
N20001158,Botanic_P3,65.8,62.7,modelled
N20001159,Botanic_W4,57.1,59.6,modelled
N20001160,Botanic_W5,61.8,61.5,modelled
N20001161,Botanic_U3,54.4,57.5,modelled
N20001162,Botanic_X1,44.4,60.5,modelled
N20001163,Botanic_T5,51.6,55.7,modelled
N20001164,Botanic_W6,63.9,62.3,modelled
N20001165,Botanic_P4,59.7,59.5,modelled
N20001166,Botanic_P5,68.7,65.5,modelled
N20001167,Botanic_X2,54.8,54.7,modelled
N20001168,Botanic_Y1,50.3,54.6,modelled
N20001169,Botanic_X3,56.1,56.0,modelled
N20001170,Botanic_Y2,53.0,53.6,modelled
N20001171,Botanic_X4,47.2,50.9,modelled
N20001172,Botanic_Y3,40.1,48.1,modelled
N20001173,Botanic_Y4,47.7,50.6,modelled
N20001174,Botanic_Y5,52.9,54.2,modelled
N20001175,Botanic_Z1,46.7,50.4,modelled
N20001176,Botanic_Z2,58.7,56.3,modelled
N20001177,Botanic_Z3,57.2,55.6,modelled
N20001178,Botanic_Z4,48.2,51.2,modelled
N20001179,Balmoral_A1,60.0,60.6,modelled
N20001180,Balmoral_A2,61.3,59.4,modelled
N20001181,Balmoral_A3,56.9,57.2,modelled
N20001182,Balmoral_A4,59.6,57.5,modelled
N20001183,Balmoral_A5,64.5,60.5,modelled
N20001184,Balmoral_B1,74.5,67.7,modelled
N20001185,Balmoral_A6,55.7,54.8,modelled
N20001186,Balmoral_B2,69.6,64.7,modelled
N20001187,Balmoral_F1,57.2,55.6,modelled
N20001188,Balmoral_F2,68.8,63.1,modelled
N20001189,Balmoral_E1,71.0,63.8,modelled
N20001190,Balmoral_D1,91.1,77.5,modelled
N20001191,Balmoral_C1,69.8,64.1,modelled
N20001192,Balmoral_D2,92.4,78.3,modelled
N20001193,Balmoral_E2,74.1,67.3,modelled
N20001194,Balmoral_C2,46.2,48.8,modelled
N20001195,Balmoral_D3,74.5,67.8,modelled
N20001196,Balmoral_E3,60.4,57.9,modelled
N20001197,Balmoral_D4,92.6,79.0,modelled
N20001198,Balmoral_E4,65.1,60.4,modelled
N20001199,Balmoral_E5,57.5,56.0,modelled
N20001200,Balmoral_F3,50.3,51.7,modelled
N20001201,Balmoral_C3,37.8,44.7,modelled
N20001202,Balmoral_H1,69.2,63.8,modelled
N20001203,Balmoral_G1,19.1,33.4,modelled
N20001204,Balmoral_H2,87.2,75.5,modelled
N20001205,Balmoral_G2,30.2,40.0,modelled
N20001206,Balmoral_G3,13.6,27.9,modelled
N20001207,Balmoral_C4,5.1,22.5,modelled
N20001208,Balmoral_J1,3.8,23.0,modelled
N20001209,Balmoral_H3,43.2,45.0,modelled
N20001210,Balmoral_G4,15.9,30.1,modelled
N20001211,Balmoral_J2,14.1,28.5,modelled
N20001212,Balmoral_H4,93.0,78.9,modelled
N20001213,Balmoral_G5,22.8,35.9,modelled
N20001214,Balmoral_J3,36.6,42.2,modelled
N20001215,Balmoral_N1,13.1,27.1,modelled
N20001216,Balmoral_J4,34.5,42.6,modelled
N20001217,Balmoral_F4,31.2,39.7,modelled
N20001218,Balmoral_L1,52.7,52.8,modelled
N20001219,Balmoral_J5,35.5,42.2,modelled
N20001220,Balmoral_N2,19.2,32.0,modelled
N20001221,Balmoral_N3,44.1,50.0,modelled
N20001222,Balmoral_K1,11.7,27.7,modelled
N20001223,Balmoral_K2,13.9,29.0,modelled
N20001224,Balmoral_F5,7.8,25.7,modelled
N20001225,Balmoral_K3,9.5,25.6,modelled
N20001226,Balmoral_L2,44.4,46.6,modelled
N20001227,Balmoral_K4,9.8,26.8,modelled
N20001228,Balmoral_P1,8.7,24.9,modelled
N20001229,Balmoral_P2,9.6,25.3,modelled
N20001230,Balmoral_L3,65.5,61.4,modelled
N20001231,Balmoral_L4,48.0,50.3,modelled
N20001232,Balmoral_P3,22.4,33.0,modelled
N20001233,Balmoral_N4,51.1,51.2,modelled
N20001234,Balmoral_P4,27.1,38.4,modelled
N20001235,Collin_A1,90.6,77.7,modelled
N20001239,Collin_B1,92.4,80.0,modelled
N20001240,Collin_C1,89.0,77.1,modelled
N20001241,Collin_E1,97.0,82.4,modelled
N20001242,Collin_C2,91.3,78.6,modelled
N20001246,Collin_F1,97.1,81.6,modelled
N20001247,Collin_D3,88.5,76.4,modelled
N20001248,Collin_E3,91.2,78.6,modelled
N20001249,Collin_C3,22.4,34.6,modelled
N20001250,Collin_F2,95.2,81.0,modelled
N20001251,Collin_D4,94.7,80.7,modelled
N20001252,Collin_E4,93.6,80.3,modelled
N20001253,Collin_J1,94.2,80.6,modelled
N20001254,Collin_F3,77.5,69.6,modelled
N20001255,Collin_B2,91.8,79.4,modelled
N20001256,Collin_G1,93.5,80.4,modelled
N20001257,Collin_G2,96.3,82.0,modelled
N20001258,Collin_H1,98.1,82.8,modelled
N20001259,Collin_K1,96.4,81.6,modelled
N20001260,Collin_J2,91.8,79.4,modelled
N20001261,Collin_B3,93.4,80.3,modelled
N20001262,Collin_G3,91.9,79.3,modelled
N20001263,Collin_G4,93.8,81.0,modelled
N20001264,Collin_H2,94.1,80.3,modelled
N20001265,Collin_H3,95.1,81.0,modelled
N20001266,Collin_G5,93.1,79.8,modelled
N20001267,Collin_L1,87.3,76.9,modelled
N20001268,Collin_B4,92.9,80.5,modelled
N20001269,Collin_K2,90.0,77.8,modelled
N20001270,Collin_K3,91.9,78.8,modelled
N20001271,Collin_H4,82.8,73.0,modelled
N20001272,Collin_N1,93.2,80.4,modelled
N20001273,Collin_L2,93.5,80.5,modelled
N20001274,Collin_P1,80.1,71.5,modelled
N20001275,Collin_J3,65.7,62.0,modelled
N20001276,Collin_K4,91.1,77.9,modelled
N20001277,Collin_N2,93.2,80.2,modelled
N20001278,Collin_L3,90.4,78.8,modelled
N20001279,Collin_L4,92.3,79.6,modelled
N20001280,Collin_J4,74.1,67.4,modelled
N20001281,Collin_R1,78.9,70.9,modelled
N20001282,Collin_Q1,94.8,81.9,modelled
N20001283,Collin_P2,90.8,78.3,modelled
N20001285,Collin_P3,65.6,61.8,modelled
N20001286,Collin_P4,89.5,78.8,modelled
N20001287,Collin_Q2,93.5,80.2,modelled
N20001288,Collin_P5,95.9,81.6,modelled
N20001289,Collin_R2,53.5,54.2,modelled
N20001290,Collin_Q3,97.0,82.6,modelled
N20001291,Collin_N4,94.0,81.4,modelled
N20001292,Collin_R3,28.0,37.2,modelled
N20001294,Collin_R4,24.7,33.2,modelled
N20001296,Collin_R5,30.2,38.8,modelled
N20001297,Black_Mountain_A1,91.7,78.7,modelled
N20001298,Black_Mountain_A2,94.1,80.4,modelled
N20001300,Black_Mountain_B1,90.4,79.0,modelled
N20001301,Black_Mountain_A4,95.6,81.4,modelled
N20001303,Black_Mountain_B2,86.1,75.9,modelled
N20001304,Black_Mountain_B3,88.8,78.0,modelled
N20001305,Black_Mountain_B4,95.8,81.7,modelled
N20001306,Black_Mountain_A6,94.1,80.8,modelled
N20001307,Black_Mountain_C1,73.3,70.7,modelled
N20001308,Black_Mountain_D1,93.7,80.4,modelled
N20001309,Black_Mountain_D2,93.6,80.0,modelled
N20001310,Black_Mountain_E1,92.8,80.0,modelled
N20001311,Black_Mountain_C2,85.6,75.9,modelled
N20001312,Black_Mountain_C3,83.1,73.9,modelled
N20001313,Black_Mountain_E2,94.2,80.6,modelled
N20001314,Black_Mountain_E3,95.8,81.6,modelled
N20001315,Black_Mountain_C4,81.5,74.0,modelled
N20001316,Black_Mountain_E4,91.1,78.5,modelled
N20001318,Black_Mountain_J1,92.5,79.2,modelled
N20001319,Black_Mountain_J2,89.3,78.8,modelled
N20001320,Black_Mountain_F2,93.6,80.1,modelled
N20001321,Black_Mountain_J3,89.0,77.6,modelled
N20001322,Black_Mountain_J4,88.8,77.6,modelled
N20001323,Black_Mountain_H1,95.4,80.6,modelled
N20001324,Black_Mountain_J5,87.2,77.0,modelled
N20001325,Black_Mountain_F3,96.4,82.0,modelled
N20001326,Black_Mountain_F4,96.8,82.3,modelled
N20001327,Black_Mountain_G1,95.3,81.5,modelled
N20001328,Black_Mountain_H2,88.3,77.3,modelled
N20001329,Black_Mountain_G2,93.2,80.0,modelled
N20001330,Black_Mountain_G3,90.9,79.0,modelled
N20001333,Black_Mountain_G5,91.8,79.0,modelled
N20001334,Black_Mountain_G6,95.0,80.6,modelled
N20001335,Black_Mountain_K2,92.8,80.0,modelled
N20001336,Black_Mountain_J6,89.5,77.8,modelled
N20001338,Black_Mountain_K3,87.3,76.6,modelled
N20001339,Black_Mountain_K4,95.6,81.0,modelled
N20001340,Black_Mountain_H4,93.3,79.8,modelled
N20001342,Black_Mountain_L1,94.7,80.9,modelled
N20001343,Black_Mountain_N1,94.8,80.5,modelled
N20001345,Black_Mountain_L2,92.3,79.5,modelled
N20001346,Black_Mountain_P1,91.3,78.7,modelled
N20001347,Black_Mountain_H5,91.2,76.4,modelled
N20001348,Black_Mountain_N3,91.8,79.3,modelled
N20001351,Black_Mountain_D4,93.3,80.1,modelled
N20001352,Black_Mountain_L3,94.0,80.3,modelled
N20001354,Black_Mountain_L4,92.1,78.6,modelled
N20001356,Black_Mountain_Q1,96.3,81.7,modelled
N20001358,Black_Mountain_P2,92.2,79.2,modelled
N20001359,Black_Mountain_P3,95.3,81.1,modelled
N20001360,Black_Mountain_P4,94.9,81.3,modelled
N20001361,Black_Mountain_R2,96.4,81.5,modelled
N20001362,Black_Mountain_Q2,95.0,80.3,modelled
N20001363,Black_Mountain_Q3,95.6,80.8,modelled
N20001365,Black_Mountain_P5,86.4,77.0,modelled
N20001366,Black_Mountain_R4,96.0,81.1,modelled
N20001368,Black_Mountain_R6,91.8,79.9,modelled
N20001370,Court_A1,4.3,21.8,modelled
N20001371,Court_A2,31.8,38.7,modelled
N20001373,Court_A3,43.0,45.9,modelled
N20001375,Court_B2,2.0,21.2,modelled
N20001376,Court_C3,8.1,22.7,modelled
N20001377,Court_B3,14.9,27.3,modelled
N20001378,Court_C4,12.1,26.6,modelled
N20001379,Court_J1,6.3,24.5,modelled
N20001380,Court_E1,4.8,21.7,modelled
N20001381,Court_D1,3.7,20.5,modelled
N20001382,Court_B4,5.3,23.1,modelled
N20001383,Court_D2,9.0,25.2,modelled
N20001384,Court_F1,5.2,22.6,modelled
N20001385,Court_D3,14.6,27.5,modelled
N20001386,Court_E2,6.3,22.8,modelled
N20001388,Court_E3,4.4,21.1,modelled
N20001389,Court_G2,5.6,24.3,modelled
N20001391,Court_E4,3.1,20.1,modelled
N20001392,Court_E5,4.8,20.9,modelled
N20001393,Court_H2,2.3,19.4,modelled
N20001394,Court_F2,10.5,27.2,modelled
N20001395,Court_G3,7.0,21.6,modelled
N20001396,Court_K1,11.1,24.1,modelled
N20001397,Court_H3,8.9,26.1,modelled
N20001398,Court_K2,6.1,22.2,modelled
N20001399,Court_H4,3.2,20.8,modelled
N20001400,Court_F3,11.4,28.0,modelled
N20001401,Court_J2,11.1,27.2,modelled
N20001402,Court_L1,15.0,29.9,modelled
N20001404,Court_J3,7.5,25.0,modelled
N20001405,Court_L3,3.1,20.4,modelled
N20001406,Court_K3,5.0,21.1,modelled
N20001407,Court_N1,8.5,26.1,modelled
N20001408,Court_P1,5.3,22.2,modelled
N20001409,Court_K4,1.1,20.2,modelled
N20001410,Court_S1,2.0,18.5,modelled
N20001411,Court_P2,6.7,22.3,modelled
N20001412,Court_K5,6.0,23.6,modelled
N20001413,Court_N2,22.5,32.8,modelled
N20001415,Court_P3,4.1,21.6,modelled
N20001416,Court_R1,4.8,21.1,modelled
N20001418,Court_Q2,45.5,50.5,modelled
N20001420,Court_N4,85.4,75.4,modelled
N20001421,Court_S2,70.9,65.6,modelled
N20001422,Court_J4,65.2,62.5,modelled
N20001423,Court_Q3,86.6,75.7,modelled
N20001424,Court_R3,9.3,25.6,modelled
N20001425,Court_U1,78.9,72.1,modelled
N20001426,Court_P4,91.6,79.9,modelled
N20001427,Court_U2,90.9,78.8,modelled
N20001428,Court_T1,83.5,74.3,modelled
N20001429,Court_W1,93.5,80.4,modelled
N20001430,Court_Q4,80.2,74.2,modelled
N20001431,Court_S3,90.5,77.7,modelled
N20001434,Court_U3,92.0,79.2,modelled
N20001435,Court_X1,80.1,73.9,modelled
N20001437,Court_S5,90.2,77.6,modelled
N20001438,Court_W3,95.2,81.3,modelled
N20001439,Court_X2,82.4,73.8,modelled
N20001441,Court_X3,80.7,72.9,modelled
N20001442,Court_T3,94.9,81.0,modelled
N20001443,Court_X4,88.8,77.9,modelled
N20001444,Court_W4,95.0,81.5,modelled
N20001445,Court_X5,81.5,73.5,modelled
N20001446,Benbradagh_B1,30.5,36.4,modelled
N20001447,Benbradagh_A1,57.4,56.0,modelled
N20001449,Benbradagh_A3,55.1,52.8,modelled
N20001450,Benbradagh_A4,58.3,55.8,modelled
N20001451,Benbradagh_A5,57.8,54.2,modelled
N20001452,Benbradagh_A6,57.7,55.9,modelled
N20001453,Benbradagh_A7,68.1,62.9,modelled
N20001456,Benbradagh_C3,91.6,78.9,modelled
N20001457,Benbradagh_B2,19.0,29.1,modelled
N20001458,Benbradagh_D1,63.5,59.8,modelled
N20001460,Benbradagh_D2,77.3,68.6,modelled
N20001461,Benbradagh_D3,39.2,42.2,modelled
N20001462,Benbradagh_D4,85.2,73.9,modelled
N20001465,Benbradagh_D6,73.0,65.5,modelled
N20001466,Benbradagh_G1,62.7,58.4,modelled
N20001467,Benbradagh_E2,8.7,22.3,modelled
N20001470,Benbradagh_F2,89.3,77.3,modelled
N20001472,Benbradagh_E4,95.1,80.9,modelled
N20001473,Benbradagh_F4,93.3,80.4,modelled
N20001474,Benbradagh_F5,88.7,76.6,modelled
N20001477,Benbradagh_E5,79.3,69.6,modelled
N20001478,Benbradagh_G2,83.8,72.5,modelled
N20001480,Benbradagh_G3,78.6,69.0,modelled
N20001481,Limavady_A1,67.7,62.1,modelled
N20001482,Limavady_A2,52.4,51.5,modelled
N20001484,Limavady_A4,24.6,32.1,modelled
N20001485,Limavady_F1,28.9,35.6,modelled
N20001486,Limavady_B1,45.3,46.6,modelled
N20001487,Limavady_C1,23.9,31.9,modelled
N20001488,Limavady_B2,34.6,42.2,modelled
N20001489,Limavady_C2,33.6,38.0,modelled
N20001490,Limavady_B3,43.0,45.9,modelled
N20001491,Limavady_D1,44.3,46.6,modelled
N20001492,Limavady_D2,50.0,51.2,modelled
N20001494,Limavady_C3,49.3,49.2,modelled
N20001495,Limavady_E1,34.2,41.2,modelled
N20001496,Limavady_E2,70.5,63.7,modelled
N20001497,Limavady_D3,43.0,46.4,modelled
N20001498,Limavady_E3,52.9,51.9,modelled
N20001499,Limavady_C4,36.6,41.9,modelled
N20001501,Limavady_D4,45.5,47.9,modelled
N20001502,Limavady_C5,30.0,38.1,modelled
N20001503,Limavady_D5,43.7,46.3,modelled
N20001504,Limavady_E5,49.5,51.2,modelled
N20001505,Limavady_G1,42.6,44.4,modelled
N20001506,Limavady_D6,37.7,42.6,modelled
N20001508,Limavady_G2,45.2,47.0,modelled
N20001510,Limavady_G3,51.5,51.1,modelled
N20001512,Limavady_F3,88.9,76.4,modelled
N20001513,Limavady_F4,54.1,52.9,modelled
N20001514,Bann_A1,14.4,27.0,modelled
N20001515,Bann_A2,17.7,28.2,modelled
N20001516,Bann_B1,12.4,26.4,modelled
N20001517,Bann_B2,29.0,35.4,modelled
N20001518,Bann_B3,19.1,30.1,modelled
N20001519,Bann_B4,14.4,27.2,modelled
N20001521,Bann_C1,21.3,30.8,modelled
N20001522,Bann_C2,9.2,24.6,modelled
N20001523,Bann_C3,4.5,20.1,modelled
N20001524,Bann_C4,17.9,30.5,modelled
N20001525,Bann_C5,17.3,28.6,modelled
N20001526,Bann_D1,15.6,27.6,modelled
N20001527,Bann_D2,10.8,24.4,modelled
N20001528,Bann_D3,7.9,23.0,modelled
N20001529,Bann_D4,6.2,21.2,modelled
N20001530,Bann_E1,31.7,38.2,modelled
N20001532,Bann_D6,77.7,68.7,modelled
N20001533,Bann_E2,8.4,22.1,modelled
N20001534,Bann_D7,41.4,44.2,modelled
N20001535,Bann_F1,14.0,27.4,modelled
N20001536,Bann_F2,13.2,26.3,modelled
N20001537,Bann_F3,25.3,33.7,modelled
N20001538,Bann_G1,80.0,70.6,modelled
N20001539,Bann_E3,51.9,51.3,modelled
N20001540,Bann_H1,81.9,72.6,modelled
N20001541,Bann_H2,77.2,68.7,modelled
N20001542,Bann_G2,57.1,54.5,modelled
N20001543,Bann_H3,64.6,60.2,modelled
N20001545,Bann_G4,77.5,68.3,modelled
N20001546,Bann_G5,90.8,78.3,modelled
N20001547,Coleraine_A1,11.1,26.8,modelled
N20001548,Coleraine_B1,32.5,45.6,modelled
N20001549,Coleraine_B2,12.7,28.1,modelled
N20001550,Coleraine_A2,11.9,28.3,modelled
N20001551,Coleraine_A3,19.5,32.4,modelled
N20001552,Coleraine_C1,20.9,32.2,modelled
N20001553,Coleraine_A4,15.7,30.3,modelled
N20001554,Coleraine_A5,15.5,28.3,modelled
N20001555,Coleraine_B3,25.1,34.5,modelled
N20001556,Coleraine_C2,14.8,31.0,modelled
N20001557,Coleraine_C3,22.2,33.0,modelled
N20001558,Coleraine_B4,24.6,33.3,modelled
N20001560,Coleraine_B5,28.0,35.6,modelled
N20001561,Coleraine_E1,21.2,32.7,modelled
N20001562,Coleraine_D1,24.0,34.5,modelled
N20001563,Coleraine_C5,19.6,32.3,modelled
N20001565,Coleraine_E3,20.5,31.9,modelled
N20001566,Coleraine_C6,25.0,34.0,modelled
N20001567,Coleraine_D2,25.3,34.5,modelled
N20001568,Coleraine_F1,44.6,47.5,modelled
N20001569,Coleraine_F2,20.7,31.2,modelled
N20001570,Coleraine_D3,35.0,42.5,modelled
N20001571,Coleraine_G1,33.9,40.6,modelled
N20001572,Coleraine_E4,26.3,35.0,modelled
N20001573,Coleraine_F3,42.3,45.6,modelled
N20001574,Coleraine_G2,51.0,52.1,modelled
N20001575,Coleraine_G3,49.8,50.7,modelled
N20001576,Coleraine_G4,39.7,46.1,modelled
N20001577,Coleraine_H1,33.5,38.7,modelled
N20001578,Coleraine_G5,26.2,36.3,modelled
N20001579,Coleraine_G6,46.7,49.2,modelled
N20001580,Coleraine_F4,29.9,38.3,modelled
N20001581,Coleraine_F5,39.4,43.1,modelled
N20001582,Coleraine_H2,20.7,32.6,modelled
N20001584,Coleraine_J2,23.2,32.3,modelled
N20001585,Coleraine_K1,23.5,33.7,modelled
N20001586,Coleraine_H3,27.2,36.5,modelled
N20001587,Coleraine_K2,22.7,34.7,modelled
N20001588,Coleraine_J3,26.7,36.4,modelled
N20001590,Coleraine_H4,21.4,30.8,modelled
N20001591,Coleraine_H5,20.9,31.6,modelled
N20001593,Coleraine_J6,16.9,29.1,modelled
N20001594,Coleraine_H6,19.2,29.0,modelled
N20001595,Coleraine_K3,2.8,21.0,modelled
N20001596,Coleraine_K4,16.5,28.9,modelled
N20001597,Causeway_A1,4.9,19.6,modelled
N20001599,Causeway_B1,32.3,39.9,modelled
N20001600,Causeway_C1,3.2,21.3,modelled
N20001601,Causeway_C2,1.9,18.4,modelled
N20001602,Causeway_J1,4.7,19.7,modelled
N20001603,Causeway_B2,30.8,38.5,modelled
N20001604,Causeway_B3,24.0,33.7,modelled
N20001605,Causeway_C3,2.5,18.7,modelled
N20001606,Causeway_C4,3.8,19.1,modelled
N20001607,Causeway_D1,26.9,35.4,modelled
N20001609,Causeway_E1,25.2,34.6,modelled
N20001610,Causeway_D3,21.1,31.8,modelled
N20001611,Causeway_E2,21.4,31.4,modelled
N20001612,Causeway_D4,26.8,40.8,modelled
N20001613,Causeway_E3,19.8,29.8,modelled
N20001614,Causeway_E4,20.4,31.2,modelled
N20001615,Causeway_E5,27.3,37.2,modelled
N20001616,Causeway_F1,35.2,40.5,modelled
N20001617,Causeway_J2,3.8,19.4,modelled
N20001619,Causeway_A3,3.8,19.5,modelled
N20001620,Causeway_F2,32.0,38.4,modelled
N20001621,Causeway_G1,36.3,42.5,modelled
N20001622,Causeway_G2,30.1,38.3,modelled
N20001623,Causeway_F3,30.6,36.6,modelled
N20001624,Causeway_F4,30.7,36.7,modelled
N20001625,Causeway_F5,31.4,38.4,modelled
N20001626,Causeway_G3,32.7,39.1,modelled
N20001627,Causeway_K1,7.7,22.7,modelled
N20001629,Causeway_G4,27.1,36.2,modelled
N20001630,Causeway_G5,38.9,48.6,modelled
N20001632,Causeway_H3,35.3,39.4,modelled
N20001633,Causeway_G6,39.3,53.1,modelled
N20001634,Causeway_K2,17.3,29.1,modelled
N20001635,Causeway_H4,38.9,44.9,modelled
N20001637,Causeway_H5,36.8,40.6,modelled
N20001638,Causeway_H6,36.9,45.1,modelled
N20001639,Causeway_L1,3.3,20.3,modelled
N20001640,Causeway_K3,10.0,22.7,modelled
N20001641,Causeway_J4,6.1,21.6,modelled
N20001642,Causeway_L2,2.6,19.4,modelled
N20001643,Causeway_J5,8.2,22.7,modelled
N20001644,Causeway_K4,4.8,20.7,modelled
N20001645,Causeway_L3,12.0,25.3,modelled
N20001647,Causeway_K5,8.5,22.5,modelled
N20001648,Causeway_L5,11.5,24.0,modelled
N20001649,Causeway_L6,10.2,24.1,modelled
N20001650,Causeway_L7,7.6,22.5,modelled
N20001651,The_Glens_B1,63.2,61.5,modelled
N20001652,The_Glens_C1,51.6,50.8,modelled
N20001655,The_Glens_A3,76.8,68.1,modelled
N20001656,The_Glens_A4,80.6,70.8,modelled
N20001657,The_Glens_B2,69.2,62.8,modelled
N20001658,The_Glens_C2,18.3,29.5,modelled
N20001659,The_Glens_B3,61.5,58.3,modelled
N20001660,The_Glens_A5,78.6,69.8,modelled
N20001661,The_Glens_B4,78.4,69.7,modelled
N20001662,The_Glens_B5,68.4,63.5,modelled
N20001663,The_Glens_B6,77.8,69.4,modelled
N20001664,The_Glens_B7,65.6,60.4,modelled
N20001665,The_Glens_C3,88.1,75.8,modelled
N20001666,The_Glens_C4,25.6,34.6,modelled
N20001667,The_Glens_E1,89.0,76.8,modelled
N20001669,The_Glens_D1,7.5,23.6,modelled
N20001671,The_Glens_D3,35.5,40.1,modelled
N20001672,The_Glens_D4,4.7,20.8,modelled
N20001674,The_Glens_F1,15.3,27.5,modelled
N20001675,The_Glens_E3,94.1,80.0,modelled
N20001676,The_Glens_F2,65.2,59.8,modelled
N20001677,The_Glens_E4,92.4,79.0,modelled
N20001680,The_Glens_G2,92.8,79.0,modelled
N20001681,The_Glens_F4,93.3,79.5,modelled
N20001682,The_Glens_G3,93.8,79.6,modelled
N20001684,The_Glens_G4,92.0,79.2,modelled
N20001686,Ballymoney_C1,12.9,26.1,modelled
N20001687,Ballymoney_B1,17.9,29.8,modelled
N20001688,Ballymoney_B2,12.6,27.3,modelled
N20001689,Ballymoney_C2,18.1,28.7,modelled
N20001690,Ballymoney_B3,13.1,27.3,modelled
N20001691,Ballymoney_C3,14.8,27.3,modelled
N20001692,Ballymoney_B4,16.4,28.7,modelled
N20001693,Ballymoney_D1,6.4,23.0,modelled
N20001696,Ballymoney_E1,11.0,25.6,modelled
N20001697,Ballymoney_E2,19.2,30.7,modelled
N20001698,Ballymoney_D3,19.5,31.1,modelled
N20001699,Ballymoney_C4,12.7,25.1,modelled
N20001700,Ballymoney_D4,19.4,29.8,modelled
N20001702,Ballymoney_F1,23.8,33.6,modelled
N20001703,Ballymoney_D5,55.2,55.8,modelled
N20001704,Ballymoney_E4,7.5,22.5,modelled
N20001706,Ballymoney_E5,12.4,26.4,modelled
N20001707,Ballymoney_A3,6.8,22.7,modelled
N20001708,Ballymoney_A4,14.3,28.2,modelled
N20001710,Ballymoney_F3,17.2,29.5,modelled
N20001711,Ballymoney_F4,16.4,27.1,modelled
N20001712,Ballymoney_H1,9.4,23.6,modelled
N20001713,Ballymoney_A5,10.8,26.4,modelled
N20001714,Ballymoney_K1,13.3,26.2,modelled
N20001715,Ballymoney_G1,50.8,50.6,modelled
N20001716,Ballymoney_G2,41.0,44.9,modelled
N20001718,Ballymoney_H2,93.4,79.5,modelled
N20001719,Ballymoney_H3,94.9,81.1,modelled
N20001720,Ballymoney_K3,18.9,29.5,modelled
N20001721,Ballymoney_J1,36.8,41.2,modelled
N20001723,Ballymoney_J2,30.6,37.5,modelled
N20001725,Ballymoney_H6,69.0,62.1,modelled
N20001727,Ballymoney_K5,57.7,54.6,modelled
N20001728,Ballymoney_L1,85.7,74.8,modelled
N20001729,Ballymoney_L2,74.9,67.6,modelled
N20001731,Ballymoney_K6,56.4,53.5,modelled
N20001732,The_Moor_H1,93.4,80.6,modelled
N20001733,The_Moor_H2,96.1,81.5,modelled
N20001734,The_Moor_A1,93.3,80.0,modelled
N20001735,The_Moor_B1,87.1,76.3,modelled
N20001736,The_Moor_A2,94.4,80.5,modelled
N20001737,The_Moor_B2,91.7,78.4,modelled
N20001738,The_Moor_B3,92.5,79.8,modelled
N20001739,The_Moor_A3,94.0,80.2,modelled
N20001740,The_Moor_B4,91.2,78.6,modelled
N20001741,The_Moor_C1,88.5,76.2,modelled
N20001743,The_Moor_C2,72.8,69.1,modelled
N20001745,The_Moor_C3,92.8,79.3,modelled
N20001747,The_Moor_B6,93.4,80.1,modelled
N20001748,The_Moor_B7,94.1,80.3,modelled
N20001750,The_Moor_C4,87.0,75.5,modelled
N20001753,The_Moor_E1,96.2,81.6,modelled
N20001756,The_Moor_G2,78.0,71.6,modelled
N20001757,The_Moor_D4,93.7,81.4,modelled
N20001758,The_Moor_F2,94.9,80.8,modelled
N20001761,The_Moor_G3,90.4,78.1,modelled
N20001762,The_Moor_E2,96.4,81.9,modelled
N20001764,The_Moor_G4,90.5,78.6,modelled
N20001765,The_Moor_F4,93.9,80.5,modelled
N20001767,The_Moor_H3,76.4,67.6,modelled
N20001769,Foyleside_A2,94.3,79.8,modelled
N20001771,Foyleside_B1,88.4,75.4,modelled
N20001772,Foyleside_B2,91.9,78.0,modelled
N20001774,Foyleside_A5,95.7,81.6,modelled
N20001775,Foyleside_D1,91.2,78.0,modelled
N20001777,Foyleside_B3,91.9,78.4,modelled
N20001779,Foyleside_C1,93.9,80.6,modelled
N20001780,Foyleside_C2,95.8,81.4,modelled
N20001781,Foyleside_B4,91.1,77.5,modelled
N20001782,Foyleside_C3,96.0,82.4,modelled
N20001784,Foyleside_D2,87.7,76.8,modelled
N20001786,Foyleside_C4,93.3,80.8,modelled
N20001788,Foyleside_E5,96.8,81.8,modelled
N20001789,Foyleside_F1,79.0,72.8,modelled
N20001790,Foyleside_D4,68.9,68.3,modelled
N20001791,Foyleside_D5,88.1,75.9,modelled
N20001793,Foyleside_D6,75.5,72.0,modelled
N20001794,Foyleside_D7,72.4,70.9,modelled
N20001795,Foyleside_G1,82.6,75.4,modelled
N20001796,Foyleside_G2,94.0,80.6,modelled
N20001797,Foyleside_F2,71.8,69.2,modelled
N20001799,Foyleside_G3,92.0,79.3,modelled
N20001800,Foyleside_G4,82.0,74.6,modelled
N20001801,Foyleside_F4,83.8,74.5,modelled
N20001802,Foyleside_F5,83.4,75.4,modelled
N20001803,Ballyarnett_A1,88.3,76.1,modelled
N20001804,Ballyarnett_A2,91.8,79.5,modelled
N20001805,Ballyarnett_A3,90.6,77.5,modelled
N20001806,Ballyarnett_C1,92.4,80.4,modelled
N20001807,Ballyarnett_A4,89.4,77.1,modelled
N20001809,Ballyarnett_D2,91.0,79.0,modelled
N20001810,Ballyarnett_D3,95.2,81.4,modelled
