DZ21,label,catholic_bg_pct,proj_unity_pct,provenance
N20003060,Dungannon_J3,74.4,66.3,modelled
N20003061,Dungannon_J4,84.0,74.2,modelled
N20003062,Dungannon_K2,69.1,63.2,modelled
N20003063,Clogher_Valley_B1,91.5,79.2,modelled
N20003064,Clogher_Valley_A1,86.3,74.2,modelled
N20003065,Clogher_Valley_B2,62.2,58.3,modelled
N20003066,Clogher_Valley_A2,46.6,48.1,modelled
N20003068,Clogher_Valley_B3,88.1,76.5,modelled
N20003070,Clogher_Valley_C1,42.2,45.8,modelled
N20003071,Clogher_Valley_B4,54.4,52.2,modelled
N20003072,Clogher_Valley_A5,43.6,45.8,modelled
N20003073,Clogher_Valley_D1,74.8,66.4,modelled
N20003074,Clogher_Valley_B5,48.9,49.0,modelled
N20003076,Clogher_Valley_C2,83.5,72.6,modelled
N20003077,Clogher_Valley_E2,52.2,51.1,modelled
N20003079,Clogher_Valley_E3,66.4,61.6,modelled
N20003080,Clogher_Valley_D2,36.6,40.2,modelled
N20003081,Clogher_Valley_D3,47.5,48.6,modelled
N20003082,Clogher_Valley_E4,69.5,62.8,modelled
N20003083,Clogher_Valley_D4,53.8,52.5,modelled
N20003084,Clogher_Valley_E5,28.1,35.1,modelled
N20003085,Clogher_Valley_F1,48.1,47.9,modelled
N20003086,Clogher_Valley_E6,56.0,53.8,modelled
N20003087,Clogher_Valley_F2,57.5,55.3,modelled
N20003088,Clogher_Valley_G1,54.5,53.4,modelled
N20003089,Clogher_Valley_D5,61.5,57.2,modelled
N20003090,Clogher_Valley_G2,48.0,48.8,modelled
N20003091,Clogher_Valley_F3,50.1,50.6,modelled
N20003092,Clogher_Valley_E7,44.2,46.3,modelled
N20003093,Clogher_Valley_F4,44.3,45.4,modelled
N20003094,Clogher_Valley_F5,14.6,26.5,modelled
N20003095,Clogher_Valley_G3,23.6,32.6,modelled
N20003097,Clogher_Valley_H1,15.6,28.6,modelled
N20003100,Clogher_Valley_G4,40.6,44.5,modelled
N20003102,Slieve_Gullion_A2,32.3,38.4,modelled
N20003103,Slieve_Gullion_A3,54.9,53.5,modelled
N20003104,Slieve_Gullion_B1,51.1,52.5,modelled
N20003105,Slieve_Gullion_A4,35.0,39.8,modelled
N20003107,Slieve_Gullion_B3,78.3,69.4,modelled
N20003108,Slieve_Gullion_C1,56.9,54.5,modelled
N20003109,Slieve_Gullion_D1,57.5,57.2,modelled
N20003110,Slieve_Gullion_C2,71.8,64.6,modelled
N20003111,Slieve_Gullion_E1,84.9,73.1,modelled
N20003112,Slieve_Gullion_C3,86.2,75.4,modelled
N20003113,Slieve_Gullion_D2,73.2,66.2,modelled
N20003114,Slieve_Gullion_C4,87.1,76.0,modelled
N20003115,Slieve_Gullion_C5,92.2,78.9,modelled
N20003118,Slieve_Gullion_D4,85.3,75.7,modelled
N20003119,Slieve_Gullion_B4,74.8,67.4,modelled
N20003120,Slieve_Gullion_D5,88.8,76.8,modelled
N20003123,Slieve_Gullion_E4,91.7,78.0,modelled
N20003124,Slieve_Gullion_E5,96.4,81.9,modelled
N20003125,Slieve_Gullion_H1,36.2,41.3,modelled
N20003126,Slieve_Gullion_F2,91.8,79.1,modelled
N20003127,Slieve_Gullion_G1,89.0,77.9,modelled
N20003128,Slieve_Gullion_G2,81.1,71.4,modelled
N20003129,Slieve_Gullion_F3,95.6,81.8,modelled
N20003131,Slieve_Gullion_H2,92.7,78.7,modelled
N20003133,Slieve_Gullion_G3,94.4,81.0,modelled
N20003134,Slieve_Gullion_J1,92.0,78.8,modelled
N20003135,Slieve_Gullion_L1,94.3,80.7,modelled
N20003136,Slieve_Gullion_J2,89.7,79.4,modelled
N20003137,Slieve_Gullion_K2,94.0,80.4,modelled
N20003138,Slieve_Gullion_F5,93.9,80.8,modelled
N20003143,Slieve_Gullion_J4,96.2,82.0,modelled
N20003147,Slieve_Gullion_N2,90.5,77.5,modelled
N20003149,Slieve_Gullion_L4,95.1,81.5,modelled
N20003151,Slieve_Gullion_K5,94.4,80.7,modelled
N20003152,Slieve_Gullion_H4,93.3,80.0,modelled
N20003153,Slieve_Gullion_H5,95.0,81.0,modelled
N20003154,Newry_A1,51.9,51.7,modelled
N20003155,Newry_B1,83.8,73.9,modelled
N20003156,Newry_B2,87.8,76.1,modelled
N20003157,Newry_A2,94.0,80.2,modelled
N20003158,Newry_B3,77.4,69.5,modelled
N20003159,Newry_A3,90.1,78.1,modelled
N20003160,Newry_B4,88.0,76.8,modelled
N20003161,Newry_A4,78.8,70.3,modelled
N20003162,Newry_C1,90.3,78.0,modelled
N20003163,Newry_D1,82.6,71.9,modelled
N20003164,Newry_A5,89.9,77.7,modelled
N20003165,Newry_D2,89.0,76.6,modelled
N20003166,Newry_C2,93.5,80.4,modelled
N20003167,Newry_C3,95.1,80.6,modelled
N20003168,Newry_D3,85.8,75.3,modelled
N20003169,Newry_D4,90.7,78.0,modelled
N20003170,Newry_E1,84.1,74.7,modelled
N20003171,Newry_C4,84.0,74.0,modelled
N20003172,Newry_E2,79.1,71.7,modelled
N20003173,Newry_F1,91.2,78.8,modelled
N20003174,Newry_E3,83.2,73.6,modelled
N20003175,Newry_G1,88.1,75.6,modelled
N20003176,Newry_F2,87.5,76.9,modelled
N20003177,Newry_F3,89.6,78.5,modelled
N20003179,Newry_E5,73.0,67.7,modelled
N20003180,Newry_G2,85.8,75.2,modelled
N20003181,Newry_G3,87.5,76.8,modelled
N20003182,Newry_F4,90.1,78.3,modelled
N20003183,Newry_H1,92.1,79.4,modelled
N20003184,Newry_G4,95.5,80.6,modelled
N20003185,Newry_H2,87.3,76.2,modelled
N20003187,Newry_L1,88.6,76.9,modelled
N20003188,Newry_K1,94.2,80.4,modelled
N20003189,Newry_J1,88.1,76.0,modelled
N20003190,Newry_L2,74.0,68.7,modelled
N20003191,Newry_K2,93.4,79.5,modelled
N20003192,Newry_J2,91.9,78.5,modelled
N20003193,Newry_L3,85.5,75.2,modelled
N20003194,Newry_K3,95.0,81.5,modelled
N20003195,Newry_L4,89.4,77.5,modelled
N20003196,Newry_K4,84.8,75.0,modelled
N20003197,Newry_J3,91.6,78.9,modelled
N20003198,Newry_L5,91.4,78.7,modelled
N20003199,Newry_L6,89.2,77.1,modelled
N20003200,Newry_N1,92.5,79.1,modelled
N20003202,Newry_N2,93.4,79.4,modelled
N20003204,Newry_N3,92.4,79.3,modelled
N20003205,Newry_P3,96.1,81.7,modelled
N20003207,Crotlieve_A1,88.4,76.4,modelled
N20003208,Crotlieve_A2,33.3,38.5,modelled
N20003209,Crotlieve_A3,46.1,48.2,modelled
N20003210,Crotlieve_A4,68.4,62.3,modelled
N20003211,Crotlieve_B1,86.5,74.9,modelled
N20003213,Crotlieve_A5,60.6,57.0,modelled
N20003215,Crotlieve_C2,62.5,58.6,modelled
N20003216,Crotlieve_B3,81.8,71.7,modelled
N20003217,Crotlieve_D1,91.2,78.9,modelled
N20003218,Crotlieve_D2,92.2,80.1,modelled
N20003219,Crotlieve_B4,85.8,74.1,modelled
N20003221,Crotlieve_E1,88.7,77.3,modelled
N20003222,Crotlieve_C3,87.2,75.4,modelled
N20003223,Crotlieve_C4,90.9,77.8,modelled
N20003224,Crotlieve_C5,94.6,80.9,modelled
N20003225,Crotlieve_G1,94.9,80.8,modelled
N20003228,Crotlieve_F2,87.3,76.5,modelled
N20003229,Crotlieve_F3,85.3,73.7,modelled
N20003231,Crotlieve_E3,94.3,80.4,modelled
N20003232,Crotlieve_G3,90.1,77.7,modelled
N20003233,Crotlieve_F4,91.1,78.6,modelled
N20003237,Crotlieve_J1,89.0,76.1,modelled
N20003238,Crotlieve_H2,83.8,74.5,modelled
N20003239,Crotlieve_L1,90.2,78.0,modelled
N20003241,Crotlieve_H3,82.2,73.0,modelled
N20003242,Crotlieve_K1,77.4,70.3,modelled
N20003243,Crotlieve_H4,89.1,77.6,modelled
N20003244,Crotlieve_L2,91.7,79.3,modelled
N20003247,Crotlieve_H6,85.8,74.4,modelled
N20003248,Crotlieve_K3,84.0,73.2,modelled
N20003249,Crotlieve_K4,82.3,73.5,modelled
N20003250,Crotlieve_J3,87.4,75.4,modelled
N20003252,Crotlieve_L3,88.6,76.0,modelled
N20003253,Crotlieve_K6,81.7,71.7,modelled
N20003254,Crotlieve_L4,86.1,74.3,modelled
N20003255,Crotlieve_K7,73.9,68.4,modelled
N20003256,Crotlieve_L5,77.7,68.8,modelled
N20003257,The_Mournes_A1,73.5,65.6,modelled
N20003260,The_Mournes_A4,93.9,80.5,modelled
N20003261,The_Mournes_F1,66.3,60.3,modelled
N20003262,The_Mournes_D1,72.6,66.0,modelled
N20003263,The_Mournes_B1,76.8,69.9,modelled
N20003264,The_Mournes_C1,71.8,64.9,modelled
N20003265,The_Mournes_B2,80.7,71.2,modelled
N20003267,The_Mournes_B3,80.8,70.9,modelled
N20003268,The_Mournes_C2,64.2,59.6,modelled
N20003269,The_Mournes_B4,81.8,72.6,modelled
N20003271,The_Mournes_D3,67.6,62.5,modelled
N20003272,The_Mournes_E1,69.5,65.0,modelled
N20003273,The_Mournes_E2,67.3,62.4,modelled
N20003274,The_Mournes_E3,70.5,63.8,modelled
N20003275,The_Mournes_F2,61.9,57.7,modelled
N20003276,The_Mournes_F3,85.8,74.5,modelled
N20003279,The_Mournes_D5,66.9,61.7,modelled
N20003281,The_Mournes_G1,60.2,56.7,modelled
N20003282,The_Mournes_G2,64.6,59.6,modelled
N20003283,The_Mournes_J1,72.8,65.3,modelled
N20003285,The_Mournes_H2,25.7,34.3,modelled
N20003287,The_Mournes_H4,4.3,19.7,modelled
N20003288,The_Mournes_G3,36.8,41.1,modelled
N20003289,The_Mournes_J2,56.7,54.7,modelled
N20003290,The_Mournes_K1,63.2,58.9,modelled
N20003292,The_Mournes_G4,23.9,32.7,modelled
N20003293,The_Mournes_G5,41.8,44.3,modelled
N20003294,The_Mournes_J3,59.8,56.3,modelled
N20003295,The_Mournes_K3,80.8,71.2,modelled
N20003296,The_Mournes_J4,57.1,54.4,modelled
N20003297,The_Mournes_L1,40.1,44.6,modelled
N20003298,The_Mournes_L2,9.2,23.0,modelled
N20003299,The_Mournes_N1,76.9,69.6,modelled
N20003300,The_Mournes_L3,13.5,25.9,modelled
N20003301,The_Mournes_P1,27.0,36.3,modelled
N20003302,The_Mournes_N2,88.4,76.8,modelled
N20003303,The_Mournes_P2,46.9,49.9,modelled
N20003304,The_Mournes_N3,57.2,55.2,modelled
N20003305,The_Mournes_P3,18.5,30.6,modelled
N20003306,The_Mournes_P4,13.8,26.8,modelled
N20003307,The_Mournes_P5,14.8,26.6,modelled
N20003308,The_Mournes_P6,44.6,47.0,modelled
N20003311,Slieve_Croob_A1,34.4,40.9,modelled
N20003312,Slieve_Croob_A2,12.2,25.8,modelled
N20003313,Slieve_Croob_D1,63.4,59.0,modelled
N20003314,Slieve_Croob_A3,14.2,27.3,modelled
N20003315,Slieve_Croob_B1,87.0,75.9,modelled
N20003316,Slieve_Croob_A4,9.9,24.0,modelled
N20003317,Slieve_Croob_A5,57.4,55.4,modelled
N20003319,Slieve_Croob_D2,83.0,73.4,modelled
N20003320,Slieve_Croob_C1,49.6,51.3,modelled
N20003323,Slieve_Croob_E1,54.2,52.7,modelled
N20003324,Slieve_Croob_C3,72.6,65.8,modelled
N20003325,Slieve_Croob_C4,73.4,66.4,modelled
N20003326,Slieve_Croob_C5,67.8,62.5,modelled
N20003327,Slieve_Croob_E2,73.9,66.1,modelled
N20003328,Slieve_Croob_D4,67.7,62.0,modelled
N20003330,Slieve_Croob_F2,44.0,45.9,modelled
N20003332,Slieve_Croob_G1,85.1,74.9,modelled
N20003334,Slieve_Croob_G3,75.1,67.1,modelled
N20003336,Slieve_Croob_E4,90.6,77.7,modelled
N20003338,Slieve_Croob_H1,60.1,58.6,modelled
N20003340,Slieve_Croob_H3,50.0,50.7,modelled
N20003341,Slieve_Croob_J1,78.7,70.7,modelled
N20003342,Slieve_Croob_J2,92.9,79.0,modelled
N20003343,Slieve_Croob_G5,75.2,67.4,modelled
N20003344,Slieve_Croob_J3,93.0,79.6,modelled
N20003345,Slieve_Croob_J4,95.0,80.8,modelled
N20003347,Rowallane_C1,14.6,27.0,modelled
N20003349,Rowallane_A2,34.2,41.2,modelled
N20003351,Rowallane_B1,19.9,30.5,modelled
N20003352,Rowallane_E1,41.0,44.6,modelled
N20003353,Rowallane_B2,23.9,34.4,modelled
N20003354,Rowallane_B3,23.1,31.4,modelled
N20003355,Rowallane_B4,34.2,40.5,modelled
N20003357,Rowallane_E2,60.2,57.8,modelled
N20003358,Rowallane_D1,9.8,24.5,modelled
N20003360,Rowallane_C3,21.8,32.8,modelled
N20003361,Rowallane_E4,27.1,35.0,modelled
N20003362,Rowallane_C4,16.2,27.3,modelled
N20003363,Rowallane_C5,12.1,25.9,modelled
N20003364,Rowallane_D2,55.7,55.4,modelled
N20003365,Rowallane_D3,36.5,41.4,modelled
N20003366,Rowallane_G1,10.9,25.4,modelled
N20003369,Rowallane_F2,4.8,21.8,modelled
N20003370,Rowallane_G2,12.5,26.7,modelled
N20003371,Rowallane_D4,21.0,32.1,modelled
N20003372,Rowallane_H2,31.1,38.3,modelled
N20003373,Rowallane_F3,38.5,44.8,modelled
N20003374,Rowallane_F4,28.7,37.9,modelled
N20003375,Rowallane_H3,29.8,38.5,modelled
N20003378,Rowallane_G3,34.3,41.4,modelled
N20003379,Rowallane_F5,59.5,59.6,modelled
N20003380,Rowallane_F6,70.4,64.6,modelled
N20003381,Rowallane_H6,39.8,43.1,modelled
N20003382,Rowallane_G4,36.0,42.8,modelled
N20003383,Rowallane_J1,54.4,52.7,modelled
N20003384,Rowallane_J2,70.3,64.9,modelled
N20003385,Rowallane_G5,48.6,49.9,modelled
N20003386,Rowallane_H7,33.8,42.1,modelled
N20003387,Rowallane_E5,35.9,41.5,modelled
N20003388,Rowallane_J3,70.5,64.6,modelled
N20003389,Rowallane_G6,40.4,44.3,modelled
N20003390,Rowallane_J4,71.5,64.6,modelled
N20003391,Downpatrick_B1,72.0,64.9,modelled
N20003393,Downpatrick_A2,68.2,63.2,modelled
N20003394,Downpatrick_A3,86.0,74.4,modelled
N20003395,Downpatrick_A4,56.2,54.3,modelled
N20003396,Downpatrick_B2,71.7,65.1,modelled
N20003397,Downpatrick_C1,61.8,57.9,modelled
N20003398,Downpatrick_C2,81.8,72.4,modelled
N20003399,Downpatrick_C3,85.8,74.3,modelled
N20003400,Downpatrick_C4,86.7,75.3,modelled
N20003401,Downpatrick_C5,76.1,68.8,modelled
N20003402,Downpatrick_D1,83.7,73.8,modelled
N20003403,Downpatrick_E1,75.0,69.2,modelled
N20003404,Downpatrick_E2,59.8,58.6,modelled
N20003405,Downpatrick_D2,91.2,77.9,modelled
N20003406,Downpatrick_E3,75.4,68.0,modelled
N20003407,Downpatrick_E4,83.1,73.6,modelled
N20003408,Downpatrick_E5,72.4,66.3,modelled
N20003409,Downpatrick_D3,88.7,76.3,modelled
N20003410,Downpatrick_E6,83.2,73.5,modelled
N20003411,Downpatrick_D4,81.7,72.4,modelled
N20003412,Downpatrick_F1,89.1,77.4,modelled
N20003414,Downpatrick_H1,80.0,70.2,modelled
N20003415,Downpatrick_F2,83.8,73.8,modelled
N20003417,Downpatrick_G3,88.1,77.1,modelled
N20003419,Downpatrick_G4,90.5,78.3,modelled
N20003420,Downpatrick_B3,80.4,72.5,modelled
N20003421,Downpatrick_F4,94.3,80.3,modelled
N20003422,Downpatrick_H2,77.0,68.6,modelled
N20003423,Downpatrick_H3,84.7,74.4,modelled
N20003424,Downpatrick_H4,69.5,63.3,modelled
N20003425,Downpatrick_J1,90.2,78.0,modelled
N20003428,Downpatrick_J4,87.6,75.6,modelled
N20003429,Downpatrick_K1,72.7,65.8,modelled
N20003430,Downpatrick_K2,86.7,75.4,modelled
N20003431,Downpatrick_K3,85.0,75.4,modelled
N20003432,Comber_C1,6.8,22.2,modelled
N20003433,Comber_E1,5.2,21.6,modelled
N20003434,Comber_C2,5.4,22.0,modelled
N20003435,Comber_C3,2.8,21.6,modelled
N20003436,Comber_C4,6.9,24.1,modelled
N20003437,Comber_A1,5.7,21.9,modelled
N20003438,Comber_C5,3.4,20.0,modelled
N20003439,Comber_C6,4.8,20.3,modelled
N20003440,Comber_B1,9.0,26.1,modelled
N20003441,Comber_B2,4.9,21.7,modelled
N20003442,Comber_A2,5.1,20.9,modelled
N20003443,Comber_A3,9.1,26.4,modelled
N20003444,Comber_B3,10.3,28.7,modelled
N20003445,Comber_B4,6.8,24.0,modelled
N20003446,Comber_D1,7.2,25.9,modelled
N20003447,Comber_C7,4.6,23.1,modelled
N20003448,Comber_A4,4.9,20.6,modelled
N20003449,Comber_B5,12.6,27.9,modelled
N20003450,Comber_B6,8.7,22.6,modelled
N20003451,Comber_D2,9.2,24.0,modelled
N20003452,Comber_D3,4.7,21.0,modelled
N20003453,Comber_D4,6.5,22.2,modelled
N20003454,Comber_D5,6.8,23.1,modelled
N20003455,Comber_D6,13.1,26.2,modelled
N20003456,Comber_E2,5.9,21.6,modelled
N20003457,Comber_F1,3.9,21.1,modelled
N20003458,Comber_F2,5.2,20.7,modelled
N20003459,Comber_F3,5.2,20.5,modelled
N20003460,Comber_F4,5.6,21.7,modelled
N20003461,Comber_E3,5.4,21.2,modelled
N20003462,Comber_G1,5.8,22.7,modelled
N20003463,Comber_G2,5.8,21.8,modelled
N20003464,Comber_G3,7.4,24.8,modelled
N20003465,Comber_G4,12.4,27.6,modelled
N20003466,Comber_G5,6.1,22.3,modelled
N20003467,Comber_F5,5.8,22.3,modelled
N20003468,Comber_G6,14.5,28.8,modelled
N20003469,Comber_F6,8.6,24.1,modelled
N20003471,Comber_H2,25.6,33.4,modelled
N20003473,Comber_H4,7.4,22.4,modelled
N20003475,Newtownards_A2,6.3,23.3,modelled
N20003476,Newtownards_A3,9.5,23.6,modelled
N20003478,Newtownards_A4,5.7,20.8,modelled
N20003479,Newtownards_B2,5.6,22.9,modelled
N20003480,Newtownards_B3,5.9,25.3,modelled
N20003481,Newtownards_B4,6.7,22.2,modelled
N20003482,Newtownards_C1,15.0,29.7,modelled
N20003483,Newtownards_E1,7.5,23.2,modelled
N20003484,Newtownards_D1,5.2,24.4,modelled
N20003485,Newtownards_F1,9.0,27.6,modelled
N20003486,Newtownards_F2,10.3,29.9,modelled
N20003487,Newtownards_C2,7.6,22.5,modelled
N20003488,Newtownards_D2,8.0,25.9,modelled
N20003489,Newtownards_C3,9.9,27.5,modelled
N20003490,Newtownards_E2,8.3,23.4,modelled
N20003491,Newtownards_G1,8.4,26.0,modelled
N20003492,Newtownards_D3,8.2,25.8,modelled
N20003493,Newtownards_F3,10.3,28.8,modelled
N20003494,Newtownards_E3,8.7,22.9,modelled
N20003495,Newtownards_F4,12.7,29.4,modelled
N20003496,Newtownards_C4,9.8,26.2,modelled
N20003497,Newtownards_H1,4.6,21.0,modelled
N20003498,Newtownards_G2,13.0,27.7,modelled
N20003499,Newtownards_J1,17.7,33.6,modelled
N20003500,Newtownards_L1,18.2,31.3,modelled
N20003501,Newtownards_G3,8.7,22.8,modelled
N20003502,Newtownards_K1,10.6,25.9,modelled
N20003503,Newtownards_J2,22.5,34.7,modelled
N20003504,Newtownards_J3,17.6,32.3,modelled
N20003505,Newtownards_H2,9.3,27.5,modelled
N20003506,Newtownards_K2,10.2,25.6,modelled
N20003508,Newtownards_N1,9.6,22.7,modelled
N20003509,Newtownards_R1,7.7,28.5,modelled
N20003510,Newtownards_J4,12.3,28.0,modelled
N20003511,Newtownards_H4,8.9,25.1,modelled
N20003512,Newtownards_R2,7.4,24.2,modelled
N20003513,Newtownards_J5,11.8,30.1,modelled
N20003514,Newtownards_G4,7.9,22.6,modelled
N20003515,Newtownards_H5,5.1,26.7,modelled
N20003516,Newtownards_L2,8.7,26.5,modelled
N20003517,Newtownards_R3,6.4,22.8,modelled
N20003518,Newtownards_L3,13.7,30.5,modelled
N20003519,Newtownards_Q1,9.4,25.5,modelled
N20003520,Newtownards_Q2,6.1,28.3,modelled
N20003521,Newtownards_P1,9.4,26.8,modelled
N20003522,Newtownards_L4,12.0,27.5,modelled
N20003523,Newtownards_N2,5.1,21.5,modelled
N20003524,Newtownards_P2,10.1,26.8,modelled
N20003525,Newtownards_Q3,10.0,25.1,modelled
N20003526,Newtownards_P3,9.2,25.8,modelled
N20003527,Newtownards_P4,8.1,26.2,modelled
N20003528,Newtownards_Q4,5.4,22.0,modelled
N20003529,Newtownards_R4,16.5,31.9,modelled
N20003530,Newtownards_S1,3.5,22.5,modelled
N20003531,Newtownards_S2,8.2,24.0,modelled
N20003532,Newtownards_S3,6.9,26.0,modelled
N20003533,Newtownards_S4,5.3,25.2,modelled
N20003534,Newtownards_S5,7.3,27.1,modelled
N20003535,Newtownards_N3,7.9,23.5,modelled
N20003536,Newtownards_N4,5.5,23.9,modelled
N20003537,Holywood_and_Clandeboye_A1,14.7,28.0,modelled
N20003538,Holywood_and_Clandeboye_A2,15.6,28.9,modelled
N20003539,Holywood_and_Clandeboye_F1,25.0,35.2,modelled
N20003540,Holywood_and_Clandeboye_A3,15.4,28.9,modelled
N20003541,Holywood_and_Clandeboye_B1,7.9,22.1,modelled
N20003542,Holywood_and_Clandeboye_B2,8.1,22.3,modelled
N20003543,Holywood_and_Clandeboye_B3,10.5,22.5,modelled
N20003544,Holywood_and_Clandeboye_F2,21.9,31.4,modelled
N20003545,Holywood_and_Clandeboye_F3,18.9,34.0,modelled
N20003546,Holywood_and_Clandeboye_C1,13.8,29.0,modelled
N20003547,Holywood_and_Clandeboye_C2,16.3,29.6,modelled
N20003548,Holywood_and_Clandeboye_D1,19.7,31.3,modelled
N20003549,Holywood_and_Clandeboye_D2,24.9,34.1,modelled
N20003550,Holywood_and_Clandeboye_E1,23.0,32.7,modelled
N20003551,Holywood_and_Clandeboye_D3,23.5,33.6,modelled
N20003552,Holywood_and_Clandeboye_H1,25.3,35.9,modelled
N20003553,Holywood_and_Clandeboye_E2,30.3,37.5,modelled
N20003554,Holywood_and_Clandeboye_G1,11.8,27.5,modelled
N20003555,Holywood_and_Clandeboye_E3,20.0,31.4,modelled
N20003556,Holywood_and_Clandeboye_G2,14.4,29.5,modelled
N20003557,Holywood_and_Clandeboye_G3,12.5,30.6,modelled
N20003558,Holywood_and_Clandeboye_H2,27.6,39.4,modelled
N20003559,Holywood_and_Clandeboye_K1,31.1,39.6,modelled
N20003560,Holywood_and_Clandeboye_K2,24.9,34.3,modelled
N20003561,Holywood_and_Clandeboye_H3,35.5,45.1,modelled
N20003562,Holywood_and_Clandeboye_J1,8.7,24.9,modelled
N20003563,Holywood_and_Clandeboye_H4,29.7,36.7,modelled
N20003564,Holywood_and_Clandeboye_H5,27.5,40.1,modelled
N20003565,Holywood_and_Clandeboye_K3,27.3,36.2,modelled
N20003566,Holywood_and_Clandeboye_H6,28.9,37.9,modelled
N20003567,Holywood_and_Clandeboye_K4,29.3,36.9,modelled
N20003568,Holywood_and_Clandeboye_J2,6.6,23.2,modelled
N20003569,Holywood_and_Clandeboye_F4,12.9,25.8,modelled
N20003570,Holywood_and_Clandeboye_L1,27.9,37.6,modelled
N20003571,Holywood_and_Clandeboye_L2,21.9,34.0,modelled
N20003572,Holywood_and_Clandeboye_J3,5.3,24.0,modelled
N20003573,Holywood_and_Clandeboye_L3,25.8,38.6,modelled
N20003574,Holywood_and_Clandeboye_L4,27.0,36.1,modelled
N20003575,Holywood_and_Clandeboye_K5,25.4,35.4,modelled
N20003576,Holywood_and_Clandeboye_L5,19.6,36.7,modelled
N20003577,Holywood_and_Clandeboye_L6,22.8,34.7,modelled
N20003578,Bangor_West_A1,15.5,28.0,modelled
N20003579,Bangor_West_A2,15.7,29.1,modelled
N20003580,Bangor_West_A3,21.5,31.2,modelled
N20003581,Bangor_West_A4,28.2,37.6,modelled
N20003582,Bangor_West_C1,17.8,29.7,modelled
N20003583,Bangor_West_A5,36.8,42.6,modelled
N20003585,Bangor_West_B1,14.4,26.2,modelled
N20003586,Bangor_West_D1,32.6,40.4,modelled
N20003587,Bangor_West_B2,14.5,28.9,modelled
N20003588,Bangor_West_B3,14.6,27.1,modelled
N20003589,Bangor_West_C2,17.5,29.9,modelled
N20003590,Bangor_West_D2,25.9,38.0,modelled
N20003591,Bangor_West_E1,16.5,27.5,modelled
N20003592,Bangor_West_F1,16.9,33.0,modelled
N20003593,Bangor_West_D3,18.4,31.1,modelled
N20003594,Bangor_West_E2,12.2,27.2,modelled
N20003595,Bangor_West_C3,13.5,27.2,modelled
N20003596,Bangor_West_F2,15.0,30.7,modelled
N20003597,Bangor_West_D4,21.4,34.6,modelled
N20003598,Bangor_West_C4,12.9,25.8,modelled
N20003599,Bangor_West_F3,18.5,34.9,modelled
N20003600,Bangor_West_E3,14.1,27.3,modelled
N20003601,Bangor_West_G1,16.1,30.2,modelled
N20003602,Bangor_West_D5,17.8,30.4,modelled
N20003603,Bangor_West_G2,13.4,29.3,modelled
N20003605,Bangor_West_F4,15.0,29.5,modelled
N20003606,Bangor_West_E5,15.0,28.4,modelled
N20003607,Bangor_West_H1,3.9,24.0,modelled
N20003608,Bangor_West_H2,7.2,25.9,modelled
N20003609,Bangor_West_H3,3.1,26.1,modelled
N20003610,Bangor_West_G3,14.1,33.3,modelled
N20003611,Bangor_West_J1,12.0,28.8,modelled
N20003613,Bangor_West_J2,12.1,28.0,modelled
N20003615,Bangor_West_G5,11.1,25.3,modelled
N20003616,Bangor_West_H4,6.4,25.0,modelled
N20003617,Bangor_West_H5,8.4,27.0,modelled
N20003618,Bangor_West_H6,5.4,26.6,modelled
N20003619,Bangor_West_J3,15.8,32.0,modelled
N20003620,Bangor_West_J4,15.2,31.0,modelled
N20003622,Bangor_Central_B1,10.0,24.7,modelled
N20003623,Bangor_Central_A2,13.0,28.8,modelled
N20003624,Bangor_Central_A3,20.5,35.4,modelled
N20003625,Bangor_Central_B2,9.4,24.8,modelled
N20003626,Bangor_Central_D1,14.7,27.3,modelled
N20003627,Bangor_Central_E1,12.1,25.4,modelled
N20003628,Bangor_Central_C1,21.6,33.1,modelled
N20003629,Bangor_Central_E2,14.2,28.4,modelled
N20003631,Bangor_Central_F1,19.2,35.4,modelled
N20003632,Bangor_Central_C2,23.1,39.4,modelled
N20003634,Bangor_Central_E3,11.4,26.5,modelled
N20003635,Bangor_Central_B3,11.7,26.9,modelled
N20003636,Bangor_Central_F3,18.4,33.7,modelled
N20003637,Bangor_Central_B4,15.8,29.3,modelled
N20003638,Bangor_Central_E4,13.9,30.5,modelled
N20003639,Bangor_Central_D3,10.1,25.3,modelled
N20003640,Bangor_Central_C3,28.5,40.9,modelled
N20003641,Bangor_Central_E5,15.6,31.9,modelled
N20003642,Bangor_Central_C4,27.6,39.6,modelled
N20003643,Bangor_Central_B5,9.3,22.6,modelled
N20003644,Bangor_Central_F4,13.1,26.4,modelled
N20003645,Bangor_Central_G1,11.5,26.1,modelled
N20003646,Bangor_Central_G2,7.4,22.8,modelled
N20003647,Bangor_Central_G3,16.6,29.3,modelled
N20003648,Bangor_Central_H1,10.8,24.7,modelled
N20003649,Bangor_Central_H2,17.4,31.6,modelled
N20003650,Bangor_Central_J1,9.9,26.0,modelled
N20003652,Bangor_Central_J2,13.9,28.2,modelled
N20003653,Bangor_Central_K2,10.5,28.3,modelled
N20003654,Bangor_Central_H3,11.1,28.7,modelled
N20003655,Bangor_Central_J3,9.2,25.9,modelled
N20003656,Bangor_Central_K3,8.4,27.1,modelled
N20003657,Bangor_Central_K4,10.4,27.5,modelled
N20003658,Bangor_Central_J4,8.1,22.2,modelled
N20003660,Bangor_Central_K5,7.1,26.7,modelled
N20003661,Bangor_Central_P1,10.7,29.1,modelled
