DZ21,catholic_bg_pct,proj_unity_pct,provenance
N20000153,2.2,19.4,modelled
N20000154,nan,nan,modelled
N20000155,nan,nan,modelled
N20000156,14.9,28.8,modelled
N20000157,17.3,29.7,modelled
N20000158,18.4,29.9,modelled
N20000159,2.7,21.5,modelled
N20000160,27.8,37.0,modelled
N20000161,26.6,36.7,modelled
N20000162,19.5,30.2,modelled
N20000163,19.4,32.2,modelled
N20000164,30.0,38.5,modelled
N20000165,8.3,24.4,modelled
N20000166,23.6,33.5,modelled
N20000167,21.4,31.8,modelled
N20000168,6.4,22.4,modelled
N20000169,59.2,57.6,modelled
N20000170,8.1,24.7,modelled
N20000171,nan,nan,modelled
N20000172,nan,nan,modelled
N20000173,43.6,46.3,modelled
N20000174,2.1,20.3,modelled
N20000175,23.9,35.1,modelled
N20000176,9.9,25.7,modelled
N20000177,nan,nan,modelled
N20000178,54.2,54.2,modelled
N20000179,13.5,27.5,modelled
N20000180,nan,nan,modelled
N20000181,6.8,23.8,modelled
N20000182,4.4,22.4,modelled
N20000183,5.1,21.5,modelled
N20000184,nan,nan,modelled
N20000185,11.9,26.1,modelled
N20000186,nan,nan,modelled
N20000187,nan,nan,modelled
N20000188,22.0,32.3,modelled
N20000189,3.0,21.2,modelled
N20000190,6.8,24.2,modelled
N20000191,6.7,22.6,modelled
N20000192,nan,nan,modelled
N20000193,nan,nan,modelled
N20000194,nan,nan,modelled
N20000195,nan,nan,modelled
N20000196,nan,nan,modelled
N20000197,7.4,23.7,modelled
N20000198,3.6,19.4,modelled
N20000199,nan,nan,modelled
N20000200,6.7,23.1,modelled
N20000201,40.1,44.8,modelled
N20000202,nan,nan,modelled
N20000203,36.3,42.7,modelled
N20000204,33.5,40.7,modelled
N20000205,21.3,32.3,modelled
N20000206,23.3,32.8,modelled
N20000207,88.0,76.0,modelled
N20000208,78.0,70.0,modelled
N20000209,86.4,75.7,modelled
N20000210,85.6,74.6,modelled
N20000211,30.6,39.2,modelled
N20000212,6.4,23.6,modelled
N20000213,nan,nan,modelled
N20000214,10.5,24.3,modelled
N20000215,27.3,36.6,modelled
N20000216,13.3,25.9,modelled
N20000217,18.2,30.1,modelled
N20000218,16.5,28.2,modelled
N20000219,44.7,47.4,modelled
N20000220,19.4,30.4,modelled
N20000221,17.0,29.4,modelled
N20000222,19.5,31.1,modelled
N20000223,28.6,37.3,modelled
N20000224,37.2,42.2,modelled
N20000225,12.3,26.6,modelled
N20000226,nan,nan,modelled
N20000227,32.6,39.6,modelled
N20000228,15.1,28.4,modelled
N20000229,13.0,28.1,modelled
N20000230,nan,nan,modelled
N20000231,44.6,47.2,modelled
N20000232,51.5,51.9,modelled
N20000233,54.1,53.5,modelled
N20000234,55.6,55.0,modelled
N20000235,44.2,47.3,modelled
N20000236,36.4,41.7,modelled
N20000237,30.1,37.6,modelled
N20000238,67.9,63.0,modelled
N20000239,42.2,45.6,modelled
N20000240,56.6,55.7,modelled
N20000241,nan,nan,modelled
N20000242,24.6,35.3,modelled
N20000243,72.6,65.9,modelled
N20000244,75.8,68.1,modelled
N20000245,88.8,77.1,modelled
N20000246,nan,nan,modelled
N20000247,68.9,63.9,modelled
N20000248,nan,nan,modelled
N20000249,83.1,72.9,modelled
N20000250,nan,nan,modelled
N20000251,nan,nan,modelled
N20000252,82.3,72.5,modelled
N20000253,nan,nan,modelled
N20000254,79.4,70.2,modelled
N20000255,nan,nan,modelled
N20000256,82.0,73.2,modelled
N20000257,17.1,28.8,modelled
N20000258,13.4,26.5,modelled
N20000259,12.4,25.3,modelled
N20000260,16.2,28.8,modelled
N20000261,8.6,23.9,modelled
N20000262,15.4,28.3,modelled
N20000263,17.2,29.4,modelled
N20000264,nan,nan,modelled
N20000265,35.7,42.7,modelled
N20000266,16.7,29.3,modelled
N20000267,nan,nan,modelled
N20000268,32.1,40.2,modelled
N20000269,nan,nan,modelled
N20000270,nan,nan,modelled
N20000271,nan,nan,modelled
N20000272,nan,nan,modelled
N20000273,nan,nan,modelled
N20000274,10.6,25.1,modelled
N20000275,62.1,60.4,modelled
N20000276,69.3,64.9,modelled
N20000277,nan,nan,modelled
N20000278,nan,nan,modelled
N20000279,24.0,38.7,modelled
N20000280,15.6,28.5,modelled
N20000281,nan,nan,modelled
N20000282,54.8,54.7,modelled
N20000283,nan,nan,modelled
N20000284,78.8,70.7,modelled
N20000285,33.3,40.5,modelled
N20000286,85.3,75.0,modelled
N20000287,88.5,77.3,modelled
N20000288,62.0,59.1,modelled
N20000289,72.4,66.3,modelled
N20000290,70.2,64.6,modelled
N20000291,65.8,61.6,modelled
N20000292,nan,nan,modelled
N20000293,nan,nan,modelled
N20000294,89.6,77.5,modelled
N20000295,62.8,59.9,modelled
N20000296,55.3,54.5,modelled
N20000297,nan,nan,modelled
N20000298,90.1,78.0,modelled
N20000299,68.7,63.7,modelled
N20000300,nan,nan,modelled
N20000301,75.1,68.2,modelled
N20000302,nan,nan,modelled
N20000303,92.0,79.1,modelled
N20000304,60.8,58.6,modelled
N20000305,nan,nan,modelled
N20000306,52.1,52.4,modelled
N20000307,nan,nan,modelled
N20000308,50.4,52.5,modelled
N20000309,nan,nan,modelled
N20000310,59.8,57.7,modelled
N20000311,nan,nan,modelled
N20000312,78.5,69.5,modelled
N20000313,72.0,65.9,modelled
N20000314,25.3,34.4,modelled
N20000315,46.3,49.2,modelled
N20000316,82.6,73.1,modelled
N20000317,86.6,76.0,modelled
N20000318,87.6,76.1,modelled
N20000319,71.1,65.4,modelled
N20000320,28.4,37.5,modelled
N20000321,nan,nan,modelled
N20000322,91.3,78.8,modelled
N20000323,nan,nan,modelled
N20000324,48.2,50.1,modelled
N20000325,47.8,50.0,modelled
N20000326,9.6,24.5,modelled
N20000327,nan,nan,modelled
N20000328,52.4,52.4,modelled
N20000329,89.3,77.6,modelled
N20000330,83.4,72.7,modelled
N20000331,nan,nan,modelled
N20000332,nan,nan,modelled
N20000333,nan,nan,modelled
N20000334,53.9,53.8,modelled
N20000335,nan,nan,modelled
N20000336,nan,nan,modelled
N20000337,nan,nan,modelled
N20000338,25.1,35.3,modelled
N20000339,65.4,61.6,modelled
N20000340,32.9,40.2,modelled
N20000341,nan,nan,modelled
N20000342,nan,nan,modelled
N20000343,54.8,54.7,modelled
N20000344,54.8,54.4,modelled
N20000345,nan,nan,modelled
N20000346,64.4,61.0,modelled
N20000347,nan,nan,modelled
N20000348,89.6,77.6,modelled
N20000349,nan,nan,modelled
N20000350,91.4,79.5,modelled
N20000351,86.9,75.8,modelled
N20000352,84.3,74.1,modelled
N20000353,nan,nan,modelled
N20000354,78.5,70.2,modelled
N20000355,nan,nan,modelled
N20000356,53.8,53.9,modelled
N20000357,5.7,22.3,modelled
N20000358,36.9,42.5,modelled
N20000359,nan,nan,modelled
N20000360,48.5,50.8,modelled
N20000361,63.5,60.6,modelled
N20000362,nan,nan,modelled
N20000363,nan,nan,modelled
N20000364,34.0,41.1,modelled
N20000365,nan,nan,modelled
N20000366,23.6,34.0,modelled
N20000367,41.8,45.9,modelled
N20000368,nan,nan,modelled
N20000369,nan,nan,modelled
N20000370,nan,nan,modelled
N20000371,90.0,77.5,modelled
N20000372,nan,nan,modelled
N20000373,92.2,78.9,modelled
N20000374,nan,nan,modelled
N20000375,87.1,76.3,modelled
N20000376,nan,nan,modelled
N20000377,31.1,39.3,modelled
N20000378,nan,nan,modelled
N20000379,79.9,71.2,modelled
N20000380,72.0,65.3,modelled
N20000381,83.0,73.8,modelled
N20000382,nan,nan,modelled
N20000383,28.9,37.1,modelled
N20000384,11.4,26.2,modelled
N20000385,nan,nan,modelled
N20000386,nan,nan,modelled
N20000387,12.9,26.4,modelled
N20000388,11.1,26.3,modelled
N20000389,17.0,31.0,modelled
N20000390,17.7,31.2,modelled
N20000391,nan,nan,modelled
N20000392,8.8,23.8,modelled
N20000393,25.7,35.0,modelled
N20000394,nan,nan,modelled
N20000395,43.2,48.1,modelled
N20000396,10.7,26.0,modelled
N20000397,3.6,20.0,modelled
N20000398,31.9,40.0,modelled
N20000399,nan,nan,modelled
N20000400,nan,nan,modelled
N20000401,71.2,65.6,modelled
N20000402,nan,nan,modelled
N20000403,41.9,47.1,modelled
N20000404,17.1,29.7,modelled
N20000405,28.9,37.1,modelled
N20000406,nan,nan,modelled
N20000407,nan,nan,modelled
N20000408,21.1,32.6,modelled
N20000409,5.0,20.4,modelled
N20000410,15.8,29.1,modelled
N20000411,36.3,43.2,modelled
N20000412,20.2,32.1,modelled
N20000413,23.7,35.2,modelled
N20000414,18.9,31.7,modelled
N20000415,nan,nan,modelled
N20000416,33.3,40.5,modelled
N20000417,8.9,24.6,modelled
N20000418,38.1,43.4,modelled
N20000419,24.5,34.1,modelled
N20000420,18.4,29.8,modelled
N20000421,nan,nan,modelled
N20000422,77.4,69.5,modelled
N20000423,93.2,79.9,modelled
N20000424,82.6,72.9,modelled
N20000425,nan,nan,modelled
N20000426,nan,nan,modelled
N20000427,92.4,79.4,modelled
N20000428,91.7,78.8,modelled
N20000429,nan,nan,modelled
N20000430,21.4,32.6,modelled
N20000431,nan,nan,modelled
N20000432,nan,nan,modelled
N20000433,nan,nan,modelled
N20000434,55.3,55.3,modelled
N20000435,76.3,69.4,modelled
N20000436,nan,nan,modelled
N20000437,56.3,55.8,modelled
N20000438,nan,nan,modelled
N20000439,91.3,78.5,modelled
N20000440,19.7,31.9,modelled
N20000441,70.2,64.4,modelled
N20000442,nan,nan,modelled
N20000443,nan,nan,modelled
N20000444,54.0,55.4,modelled
N20000445,nan,nan,modelled
N20000446,32.9,40.7,modelled
N20000447,nan,nan,modelled
N20000448,85.5,75.3,modelled
N20000449,nan,nan,modelled
N20000450,10.5,24.9,modelled
N20000451,26.3,36.0,modelled
N20000452,82.5,73.5,modelled
N20000453,nan,nan,modelled
N20000454,nan,nan,modelled
N20000455,23.2,34.5,modelled
N20000456,14.7,28.0,modelled
N20000457,14.0,27.7,modelled
N20000458,nan,nan,modelled
N20000459,18.4,30.2,modelled
N20000460,18.8,31.6,modelled
N20000461,nan,nan,modelled
N20000462,nan,nan,modelled
N20000463,7.6,22.4,modelled
N20000464,13.4,27.1,modelled
N20000465,44.1,46.9,modelled
N20000466,8.8,24.4,modelled
N20000467,47.2,49.6,modelled
N20000468,17.6,30.1,modelled
N20000469,10.4,24.7,modelled
N20000470,nan,nan,modelled
N20000471,nan,nan,modelled
N20000472,11.8,26.4,modelled
N20000473,nan,nan,modelled
N20000474,15.5,28.6,modelled
N20000475,nan,nan,modelled
N20000476,nan,nan,modelled
N20000477,89.7,77.7,modelled
N20000478,nan,nan,modelled
N20000479,nan,nan,modelled
N20000480,nan,nan,modelled
N20000481,92.0,78.8,modelled
N20000482,60.1,57.8,modelled
N20000483,93.0,79.8,modelled
N20000484,nan,nan,modelled
N20000485,nan,nan,modelled
N20000486,nan,nan,modelled
N20000487,nan,nan,modelled
N20000488,54.5,54.1,modelled
N20000489,nan,nan,modelled
N20000490,nan,nan,modelled
N20000491,nan,nan,modelled
N20000492,nan,nan,modelled
N20000493,nan,nan,modelled
N20000494,nan,nan,modelled
N20000495,nan,nan,modelled
N20000496,nan,nan,modelled
N20000497,nan,nan,modelled
N20000498,nan,nan,modelled
N20000499,nan,nan,modelled
N20000500,81.5,72.4,modelled
N20000501,nan,nan,modelled
N20000502,nan,nan,modelled
N20000503,nan,nan,modelled
N20000504,nan,nan,modelled
N20000505,85.5,74.9,modelled
N20000506,nan,nan,modelled
N20000507,29.8,38.6,modelled
N20000508,85.9,75.1,modelled
N20000509,nan,nan,modelled
N20000510,12.2,26.7,modelled
N20000511,nan,nan,modelled
N20000512,nan,nan,modelled
N20000513,nan,nan,modelled
N20000514,22.1,33.5,modelled
N20000515,37.3,43.3,modelled
N20000516,87.1,75.4,modelled
N20000517,6.7,22.7,modelled
N20000518,nan,nan,modelled
N20000519,13.6,27.0,modelled
N20000520,7.5,23.5,modelled
N20000521,nan,nan,modelled
N20000522,nan,nan,modelled
N20000523,14.0,27.6,modelled
N20000524,76.2,68.1,modelled
N20000525,nan,nan,modelled
N20000526,nan,nan,modelled
N20000527,30.5,39.0,modelled
N20000528,nan,nan,modelled
N20000529,19.6,31.7,modelled
N20000530,nan,nan,modelled
N20000531,nan,nan,modelled
N20000532,nan,nan,modelled
N20000533,12.4,25.8,modelled
N20000534,23.2,34.5,modelled
N20000535,nan,nan,modelled
N20000536,82.9,73.3,modelled
N20000537,8.0,23.4,modelled
N20000538,nan,nan,modelled
N20000539,14.7,27.9,modelled
N20000540,nan,nan,modelled
N20000541,nan,nan,modelled
N20000542,13.7,27.3,modelled
N20000543,nan,nan,modelled
N20000544,9.5,24.5,modelled
N20000545,7.5,23.4,modelled
N20000546,18.3,30.3,modelled
N20000547,14.0,27.3,modelled
N20000548,nan,nan,modelled
N20000549,8.4,23.4,modelled
N20000550,nan,nan,modelled
N20000551,9.2,23.9,modelled
N20000552,8.5,24.1,modelled
N20000553,12.1,27.1,modelled
N20000554,nan,nan,modelled
N20000555,5.2,22.3,modelled
N20000556,nan,nan,modelled
N20000557,6.5,22.4,modelled
N20000558,9.3,25.1,modelled
N20000559,5.4,22.0,modelled
N20000560,19.3,31.0,modelled
N20000561,8.4,24.3,modelled
N20000562,8.8,24.7,modelled
N20000563,26.8,35.7,modelled
N20000564,nan,nan,modelled
N20000565,19.6,31.7,modelled
N20000566,15.3,29.0,modelled
N20000567,5.2,22.6,modelled
N20000568,17.1,30.6,modelled
N20000569,20.3,31.9,modelled
N20000570,24.5,34.7,modelled
N20000571,19.2,31.7,modelled
N20000572,nan,nan,modelled
N20000573,19.6,32.1,modelled
N20000574,15.7,28.7,modelled
N20000575,15.6,29.3,modelled
N20000576,nan,nan,modelled
N20000577,nan,nan,modelled
N20000578,18.9,30.2,modelled
N20000579,11.1,26.0,modelled
N20000580,18.6,30.7,modelled
N20000581,nan,nan,modelled
N20000582,12.8,26.7,modelled
N20000583,13.2,26.7,modelled
N20000584,nan,nan,modelled
N20000585,18.7,30.2,modelled
N20000586,11.0,25.6,modelled
N20000587,nan,nan,modelled
N20000588,nan,nan,modelled
N20000589,5.9,23.1,modelled
N20000590,25.5,35.6,modelled
N20000591,19.1,31.1,modelled
N20000592,41.8,45.8,modelled
N20000593,24.6,34.5,modelled
N20000594,24.4,34.2,modelled
N20000595,38.5,43.7,modelled
N20000596,nan,nan,modelled
N20000597,61.4,59.6,modelled
N20000598,55.1,54.5,modelled
N20000599,23.5,34.2,modelled
N20000600,64.3,61.8,modelled
N20000601,38.9,44.6,modelled
N20000602,36.8,42.7,modelled
N20000603,18.2,30.7,modelled
N20000604,nan,nan,modelled
N20000605,65.3,60.9,modelled
N20000606,48.6,50.1,modelled
N20000607,nan,nan,modelled
N20000608,29.6,37.6,modelled
N20000609,35.0,42.0,modelled
N20000610,28.9,36.9,modelled
N20000611,nan,nan,modelled
N20000612,36.5,41.8,modelled
N20000613,33.2,40.0,modelled
N20000614,24.2,33.8,modelled
N20000615,47.3,50.2,modelled
N20000616,nan,nan,modelled
N20000617,nan,nan,modelled
N20000618,nan,nan,modelled
N20000619,nan,nan,modelled
N20000620,nan,nan,modelled
N20000621,nan,nan,modelled
N20000622,51.2,52.5,modelled
N20000623,31.1,39.3,modelled
N20000624,45.3,47.5,modelled
N20000625,50.8,53.1,modelled
N20000626,nan,nan,modelled
N20000627,41.6,45.7,modelled
N20000628,19.8,30.9,modelled
N20000629,23.7,34.1,modelled
N20000630,35.4,40.9,modelled
N20000631,36.6,42.4,modelled
N20000632,39.2,44.8,modelled
N20000633,23.3,33.7,modelled
N20000634,11.5,26.9,modelled
N20000635,nan,nan,modelled
N20000636,27.4,36.7,modelled
N20000637,25.5,35.0,modelled
N20000638,24.3,34.5,modelled
N20000639,27.8,36.6,modelled
N20000640,nan,nan,modelled
N20000641,38.4,43.9,modelled
N20000642,52.1,52.7,modelled
N20000643,39.2,44.7,modelled
N20000644,nan,nan,modelled
N20000645,45.0,47.7,modelled
N20000646,57.7,56.3,modelled
N20000647,54.7,55.0,modelled
N20000648,17.7,29.8,modelled
N20000649,35.8,42.0,modelled
N20000650,18.9,31.2,modelled
N20000651,63.9,60.7,modelled
N20000652,42.5,46.6,modelled
N20000653,nan,nan,modelled
N20000654,70.3,64.4,modelled
N20000655,7.0,23.1,modelled
N20000656,nan,nan,modelled
N20000657,21.9,33.1,modelled
N20000658,24.7,35.1,modelled
N20000659,nan,nan,modelled
N20000660,32.6,39.2,modelled
N20000661,44.6,48.0,modelled
N20000662,nan,nan,modelled
N20000663,38.6,43.7,modelled
N20000664,5.9,22.0,modelled
N20000665,11.5,26.5,modelled
N20000666,4.8,21.4,modelled
N20000667,14.7,27.5,modelled
N20000668,10.9,25.2,modelled
N20000669,8.3,23.7,modelled
N20000670,8.5,24.9,modelled
N20000671,7.6,24.0,modelled
N20000672,8.8,23.7,modelled
N20000673,nan,nan,modelled
N20000674,16.9,28.8,modelled
N20000675,4.6,22.4,modelled
N20000676,nan,nan,modelled
N20000677,3.6,20.9,modelled
N20000678,nan,nan,modelled
N20000679,9.2,24.7,modelled
N20000680,nan,nan,modelled
N20000681,11.4,25.7,modelled
N20000682,nan,nan,modelled
N20000683,nan,nan,modelled
N20000684,nan,nan,modelled
N20000685,16.2,29.2,modelled
N20000686,12.9,27.9,modelled
N20000687,nan,nan,modelled
N20000688,21.0,31.9,modelled
N20000689,13.2,27.2,modelled
N20000690,nan,nan,modelled
N20000691,nan,nan,modelled
N20000692,29.2,37.9,modelled
N20000693,12.8,26.7,modelled
N20000694,17.8,30.4,modelled
N20000695,nan,nan,modelled
N20000696,33.1,40.6,modelled
N20000697,11.0,26.4,modelled
N20000698,27.6,36.6,modelled
N20000699,34.5,41.5,modelled
N20000700,nan,nan,modelled
N20000701,nan,nan,modelled
N20000702,78.3,70.3,modelled
N20000703,nan,nan,modelled
N20000704,nan,nan,modelled
N20000705,63.8,60.2,modelled
N20000706,91.9,79.0,modelled
N20000707,90.8,78.4,modelled
N20000708,nan,nan,modelled
N20000709,71.4,65.8,modelled
N20000710,79.5,71.0,modelled
N20000711,nan,nan,modelled
N20000712,78.9,70.8,modelled
N20000713,nan,nan,modelled
N20000714,nan,nan,modelled
N20000715,nan,nan,modelled
N20000716,12.5,27.0,modelled
N20000717,nan,nan,modelled
N20000718,7.6,24.8,modelled
N20000719,90.6,78.2,modelled
N20000720,4.3,21.0,modelled
N20000721,nan,nan,modelled
N20000722,15.4,29.0,modelled
N20000723,9.3,25.1,modelled
N20000724,nan,nan,modelled
N20000725,85.2,75.0,modelled
N20000726,49.0,50.9,modelled
N20000727,9.4,25.1,modelled
N20000728,12.6,26.6,modelled
N20000729,nan,nan,modelled
N20000730,13.3,27.4,modelled
N20000731,nan,nan,modelled
N20000732,86.2,74.8,modelled
N20000733,73.0,66.7,modelled
N20000734,88.4,76.6,modelled
N20000735,91.4,78.8,modelled
N20000736,9.7,24.9,modelled
N20000737,12.2,27.0,modelled
N20000738,77.9,69.9,modelled
N20000739,nan,nan,modelled
N20000740,86.7,75.6,modelled
N20000741,87.9,76.3,modelled
N20000742,nan,nan,modelled
N20000743,nan,nan,modelled
N20000744,nan,nan,modelled
N20000745,76.5,69.4,modelled
N20000746,nan,nan,modelled
N20000747,82.2,73.3,modelled
N20000748,nan,nan,modelled
N20000749,nan,nan,modelled
N20000750,84.7,74.3,modelled
N20000751,90.7,78.4,modelled
N20000752,nan,nan,modelled
N20000753,nan,nan,modelled
N20000754,nan,nan,modelled
N20000755,nan,nan,modelled
N20000756,86.4,75.4,modelled
N20000757,nan,nan,modelled
N20000758,nan,nan,modelled
N20000759,nan,nan,modelled
N20000760,88.8,77.0,modelled
N20000761,nan,nan,modelled
N20000762,91.6,78.5,modelled
N20000763,nan,nan,modelled
N20000764,67.4,63.3,modelled
N20000765,88.3,76.6,modelled
N20000766,nan,nan,modelled
N20000767,79.4,70.3,modelled
N20000768,nan,nan,modelled
N20000769,71.0,65.4,modelled
N20000770,nan,nan,modelled
N20000771,nan,nan,modelled
N20000772,67.4,64.1,modelled
N20000773,nan,nan,modelled
N20000774,nan,nan,modelled
N20000775,nan,nan,modelled
N20000776,6.7,23.4,modelled
N20000777,nan,nan,modelled
N20000778,nan,nan,modelled
N20000779,87.5,76.4,modelled
N20000780,nan,nan,modelled
N20000781,nan,nan,modelled
N20000782,nan,nan,modelled
N20000783,86.9,75.9,modelled
N20000784,nan,nan,modelled
N20000785,92.3,79.0,modelled
N20000786,65.5,62.0,modelled
N20000787,87.9,76.2,modelled
N20000788,83.6,73.5,modelled
N20000789,71.5,65.8,modelled
N20000790,10.2,25.3,modelled
N20000791,57.5,56.1,modelled
N20000792,84.0,73.9,modelled
N20000793,78.3,70.3,modelled
N20000794,84.0,74.2,modelled
N20000795,25.0,35.6,modelled
N20000796,79.1,70.0,modelled
N20000797,57.0,55.6,modelled
N20000798,8.8,24.6,modelled
N20000799,82.1,72.0,modelled
N20000800,13.9,27.6,modelled
N20000801,10.2,25.6,modelled
N20000802,88.9,76.5,modelled
N20000803,nan,nan,modelled
N20000804,nan,nan,modelled
N20000805,nan,nan,modelled
N20000806,6.1,22.7,modelled
N20000807,77.0,68.7,modelled
N20000808,82.8,72.6,modelled
N20000809,nan,nan,modelled
N20000810,80.5,71.4,modelled
N20000811,nan,nan,modelled
N20000812,88.2,76.2,modelled
N20000813,nan,nan,modelled
N20000814,nan,nan,modelled
N20000815,86.6,75.0,modelled
N20000816,72.0,65.4,modelled
N20000817,60.8,57.7,modelled
N20000818,81.1,71.7,modelled
N20000819,47.0,48.9,modelled
N20000820,4.2,21.6,modelled
N20000821,nan,nan,modelled
N20000822,82.7,72.3,modelled
N20000823,34.4,40.9,modelled
N20000824,76.1,68.5,modelled
N20000825,nan,nan,modelled
N20000826,41.0,45.1,modelled
N20000827,76.3,68.6,modelled
N20000828,16.1,28.7,modelled
N20000829,11.9,26.9,modelled
N20000830,nan,nan,modelled
N20000831,86.1,74.8,modelled
N20000832,43.1,46.0,modelled
N20000833,nan,nan,modelled
N20000834,nan,nan,modelled
N20000835,13.1,27.6,modelled
N20000836,74.2,67.3,modelled
N20000837,7.3,23.3,modelled
N20000838,nan,nan,modelled
N20000839,nan,nan,modelled
N20000840,81.7,73.0,modelled
N20000841,54.4,55.0,modelled
N20000842,nan,nan,modelled
N20000843,72.3,66.5,modelled
N20000844,5.1,22.1,modelled
N20000845,nan,nan,modelled
N20000846,nan,nan,modelled
N20000847,8.5,24.7,modelled
N20000848,nan,nan,modelled
N20000849,71.6,66.6,modelled
N20000850,14.0,27.9,modelled
N20000851,nan,nan,modelled
N20000852,10.7,26.4,modelled
N20000853,13.5,28.0,modelled
N20000854,nan,nan,modelled
N20000855,44.3,53.3,modelled
N20000856,5.2,21.5,modelled
N20000857,33.6,42.7,modelled
