DZ21,label,con,margin_rate,prot_pct,old65_pct,pop
N20003328,Slieve_Croob_D4,SOUTH DOWN,4.85,27.51,22.65,618.0
N20001177,Botanic_Z3,BELFAST SOUTH,4.85,32.48,31.71,391.0
N20002353,Lisburn_South_E4,LAGAN VALLEY,4.85,58.32,5.32,583.0
N20000895,Titanic_K3,BELFAST EAST,4.85,59.9,9.18,207.0
N20002891,Moyola_H2,MID ULSTER,4.85,45.85,26.83,615.0
N20002034,Erne_East_C1,FERMANAGH AND SOUTH TYRONE,4.85,52.23,26.12,291.0
N20003208,Crotlieve_A2,SOUTH DOWN,4.85,64.81,17.89,341.0
N20002233,Mid_Tyrone_C1,WEST TYRONE,4.85,25.12,14.19,430.0
N20003424,Downpatrick_H4,SOUTH DOWN,4.85,25.45,32.32,393.0
N20000606,Banbridge_F2,UPPER BANN,4.85,47.23,30.61,343.0
N20002481,Castlereagh_South_F1,BELFAST SOUTH,4.84,51.41,18.13,568.0
N20000467,Craigavon_L3,UPPER BANN,4.84,45.43,14.78,372.0
N20002185,Omagh_A2,WEST TYRONE,4.84,12.11,20.42,289.0
N20002061,Erne_West_C1,FERMANAGH AND SOUTH TYRONE,4.84,48.09,30.83,707.0
N20000364,Portadown_B4,UPPER BANN,4.83,63.59,23.96,434.0
N20001908,Faughan_D1,FOYLE,4.83,46.61,41.73,369.0
N20001916,Faughan_B2,FOYLE,4.83,37.5,21.53,576.0
N20000642,Banbridge_F4,UPPER BANN,4.83,42.64,21.62,333.0
N20002135,Erne_North_D4,FERMANAGH AND SOUTH TYRONE,4.83,32.17,21.33,286.0
N20002923,Magherafelt_F3,MID ULSTER,4.82,42.63,15.53,380.0
N20001085,Botanic_A4,BELFAST SOUTH,4.82,13.69,1.99,453.0
N20002116,Enniskillen_H6,FERMANAGH AND SOUTH TYRONE,4.82,30.64,19.48,421.0
N20000243,Glengormley_Urban_J1,BELFAST NORTH,4.82,19.51,19.16,287.0
N20003056,Dungannon_G5,FERMANAGH AND SOUTH TYRONE,4.82,54.81,18.11,613.0
N20002295,Killultagh_C3,SOUTH ANTRIM,4.81,29.94,20.74,511.0
N20002148,Erne_North_G3,FERMANAGH AND SOUTH TYRONE,4.81,55.6,25.43,527.0
N20002193,Omagh_C3,WEST TYRONE,4.81,15.67,34.79,434.0
N20003404,Downpatrick_E2,SOUTH DOWN,4.81,30.33,13.11,244.0
N20002686,Coast_Road_A1,EAST ANTRIM,4.8,15.5,24.85,342.0
N20002915,Magherafelt_D2,MID ULSTER,4.8,62.03,15.23,532.0
N20003289,The_Mournes_J2,SOUTH DOWN,4.8,39.73,23.48,443.0
N20001057,Lisnasharragh_K1,BELFAST SOUTH,4.8,30.31,36.24,287.0
N20003717,Bangor_East_and_Donaghadee_H5,NORTH DOWN,4.8,71.99,9.04,332.0
N20000293,Airport_F4,SOUTH ANTRIM,4.8,34.3,24.22,446.0
N20001201,Balmoral_C3,BELFAST SOUTH,4.8,47.44,17.52,371.0
N20002484,Castlereagh_South_F2,BELFAST SOUTH,4.79,42.13,23.12,705.0
N20002879,Moyola_E4,MID ULSTER,4.79,50.0,23.22,814.0
N20002133,Erne_North_D2,FERMANAGH AND SOUTH TYRONE,4.79,23.5,13.0,400.0
N20003390,Rowallane_J4,SOUTH DOWN,4.79,24.65,10.76,288.0
N20000857,Titanic_B1,BELFAST EAST,4.78,25.24,2.74,511.0
N20002035,Erne_East_C2,FERMANAGH AND SOUTH TYRONE,4.78,48.12,14.52,372.0
N20002488,Castlereagh_South_J4,BELFAST SOUTH,4.78,35.49,20.14,417.0
N20000524,Lurgan_L2,UPPER BANN,4.78,15.02,34.08,446.0
N20001458,Benbradagh_D1,EAST LONDONDERRY,4.77,30.05,22.02,436.0
N20003281,The_Mournes_G1,SOUTH DOWN,4.77,36.42,29.01,486.0
N20001854,Waterside_A3,FOYLE,4.77,45.15,42.08,423.0
N20001200,Balmoral_F3,BELFAST SOUTH,4.76,38.4,27.32,388.0
N20001860,Waterside_A5,FOYLE,4.76,40.26,39.29,308.0
N20000234,Glengormley_Urban_G2,BELFAST NORTH,4.75,35.52,25.07,335.0
N20000201,Macedon_J3,BELFAST NORTH,4.75,49.26,23.14,471.0
N20002553,Bannside_C3,NORTH ANTRIM,4.75,56.81,22.03,345.0
N20002312,Killultagh_E3,LAGAN VALLEY,4.75,50.24,10.68,412.0
N20002113,Enniskillen_F5,FERMANAGH AND SOUTH TYRONE,4.75,42.82,33.66,404.0
N20001676,The_Glens_F2,NORTH ANTRIM,4.75,32.85,19.66,417.0
N20001662,The_Glens_B5,NORTH ANTRIM,4.75,22.63,30.17,358.0
N20001069,Lisnasharragh_P4,BELFAST SOUTH,4.75,26.19,16.93,378.0
N20002245,Mid_Tyrone_F1,WEST TYRONE,4.75,44.91,21.64,550.0
N20002456,Castlereagh_South_A1,BELFAST SOUTH,4.74,35.54,18.05,543.0
N20002164,West_Tyrone_F1,WEST TYRONE,4.74,40.34,17.02,652.0
N20002941,Cookstown_D1,MID ULSTER,4.74,36.73,14.57,501.0
N20001659,The_Glens_B3,NORTH ANTRIM,4.74,29.17,36.54,312.0
N20003419,Downpatrick_G4,SOUTH DOWN,4.74,5.61,12.27,481.0
N20003100,Clogher_Valley_G4,FERMANAGH AND SOUTH TYRONE,4.74,52.38,19.3,399.0
N20002485,Castlereagh_South_J1,BELFAST SOUTH,4.74,17.86,25.89,336.0
N20001187,Balmoral_F1,BELFAST SOUTH,4.73,31.25,48.21,224.0
N20000488,Lurgan_B3,UPPER BANN,4.73,37.5,23.11,424.0
N20001059,Lisnasharragh_K2,BELFAST SOUTH,4.73,38.5,15.76,387.0
N20003315,Slieve_Croob_B1,SOUTH DOWN,4.73,8.75,13.72,503.0
N20001176,Botanic_Z2,BELFAST SOUTH,4.73,35.62,29.86,365.0
N20002387,Lisburn_North_C4,LAGAN VALLEY,4.72,48.05,11.91,487.0
N20003409,Downpatrick_D3,SOUTH DOWN,4.72,6.9,30.24,377.0
N20001855,Waterside_A4,FOYLE,4.72,48.81,25.3,336.0
N20003422,Downpatrick_H2,SOUTH DOWN,4.72,18.83,23.38,462.0
N20000600,Banbridge_B2,UPPER BANN,4.72,28.2,8.62,383.0
N20003275,The_Mournes_F2,SOUTH DOWN,4.71,34.0,29.78,403.0
N20002124,Erne_North_A2,FERMANAGH AND SOUTH TYRONE,4.71,13.52,28.21,429.0
N20002230,Mid_Tyrone_B6,WEST TYRONE,4.71,28.65,23.5,349.0
N20001148,Botanic_R5,BELFAST SOUTH,4.71,43.01,13.42,365.0
N20002180,West_Tyrone_E5,WEST TYRONE,4.71,50.22,23.04,460.0
N20003293,The_Mournes_G5,SOUTH DOWN,4.71,56.18,19.72,639.0
N20003022,Dungannon_A2,FERMANAGH AND SOUTH TYRONE,4.71,8.37,14.02,478.0
N20003326,Slieve_Croob_C5,SOUTH DOWN,4.71,27.68,21.88,448.0
N20000759,Oldpark_R2,BELFAST NORTH,4.71,17.59,8.14,307.0
N20003320,Slieve_Croob_C1,SOUTH DOWN,4.7,41.23,21.17,359.0
N20001188,Balmoral_F2,BELFAST SOUTH,4.7,22.52,30.13,302.0
N20001638,Causeway_H6,EAST LONDONDERRY,4.7,49.62,11.49,522.0
N20001221,Balmoral_N3,BELFAST SOUTH,4.7,33.33,23.85,348.0
N20003777,Ards_Peninsula_N3,STRANGFORD,4.69,6.65,22.71,361.0
N20002469,Castlereagh_South_B6,BELFAST SOUTH,4.69,37.17,8.55,304.0
N20001231,Balmoral_L4,LAGAN VALLEY,4.69,41.19,27.09,454.0
N20002643,Braid_C1,NORTH ANTRIM,4.69,46.13,21.13,388.0
N20002358,Lisburn_South_E5,LAGAN VALLEY,4.69,49.81,5.24,267.0
N20001075,Lisnasharragh_P5,BELFAST SOUTH,4.69,27.09,25.42,358.0
N20001174,Botanic_Y5,BELFAST SOUTH,4.68,33.03,21.71,433.0
N20002381,Lisburn_North_B2,LAGAN VALLEY,4.68,50.28,12.22,360.0
N20003338,Slieve_Croob_H1,SOUTH DOWN,4.68,30.5,12.28,505.0
N20000643,Banbridge_K5,UPPER BANN,4.68,55.39,11.53,399.0
N20002146,Erne_North_G2,FERMANAGH AND SOUTH TYRONE,4.68,27.25,34.33,367.0
N20002494,Castlereagh_South_H3,BELFAST SOUTH,4.67,29.78,6.9,319.0
N20002486,Castlereagh_South_J2,BELFAST SOUTH,4.67,37.18,35.47,234.0
N20003393,Downpatrick_A2,SOUTH DOWN,4.67,24.15,23.96,530.0
N20003384,Rowallane_J2,SOUTH DOWN,4.67,23.33,18.24,433.0
N20001196,Balmoral_E3,BELFAST SOUTH,4.66,30.89,29.66,327.0
N20002928,Magherafelt_E4,MID ULSTER,4.66,54.83,18.82,611.0
N20002986,Torrent_C2,MID ULSTER,4.65,33.56,21.32,441.0
N20000282,Airport_F3,SOUTH ANTRIM,4.65,41.32,20.66,363.0
N20001888,Waterside_H2,FOYLE,4.65,36.36,25.82,550.0
N20000233,Glengormley_Urban_F2,BELFAST NORTH,4.65,36.13,30.79,393.0
N20001170,Botanic_Y2,BELFAST SOUTH,4.65,34.99,21.67,383.0
N20000934,Titanic_Y1,BELFAST SOUTH,4.65,44.47,11.78,416.0
N20002310,Killultagh_D4,LAGAN VALLEY,4.65,47.7,13.82,608.0
N20000786,Oldpark_U5,BELFAST NORTH,4.65,19.41,31.22,237.0
N20000609,Banbridge_C3,UPPER BANN,4.65,56.13,11.43,481.0
N20002953,Cookstown_D4,MID ULSTER,4.64,30.15,29.51,471.0
N20001373,Court_A3,BELFAST NORTH,4.64,50.62,25.72,486.0
N20003396,Downpatrick_B2,SOUTH DOWN,4.64,23.15,23.15,527.0
N20001175,Botanic_Z1,BELFAST SOUTH,4.64,37.59,24.83,290.0
N20003171,Newry_C4,NEWRY AND ARMAGH,4.64,7.31,29.62,260.0
N20000296,Armagh_A2,NEWRY AND ARMAGH,4.64,43.76,27.79,457.0
N20001179,Balmoral_A1,BELFAST SOUTH,4.63,22.62,5.95,252.0
N20002646,Braid_C2,NORTH ANTRIM,4.63,57.04,15.46,582.0
N20000854,Castle_Q2,BELFAST NORTH,4.63,22.44,5.28,303.0
N20002161,West_Tyrone_C3,WEST TYRONE,4.63,35.55,19.79,571.0
N20000647,Banbridge_N2,UPPER BANN,4.62,42.82,14.36,390.0
N20001233,Balmoral_N4,BELFAST SOUTH,4.62,40.78,29.61,412.0
N20000646,Banbridge_N1,UPPER BANN,4.62,38.08,19.39,428.0
N20000279,Airport_F2,SOUTH ANTRIM,4.62,36.69,6.56,1112.0
N20000334,Armagh_H3,NEWRY AND ARMAGH,4.62,41.04,24.19,463.0
N20003263,The_Mournes_B1,SOUTH DOWN,4.62,15.75,11.6,362.0
N20000625,Banbridge_H2,UPPER BANN,4.62,32.14,1.1,364.0
N20002483,Castlereagh_South_E6,BELFAST SOUTH,4.61,36.81,16.69,671.0
N20000140,Three_Mile_Water_G1,EAST ANTRIM,4.61,48.28,4.76,609.0
N20002006,Derg_C5,WEST TYRONE,4.61,33.71,23.69,439.0
N20000817,Castle_H5,BELFAST NORTH,4.6,31.41,36.38,624.0
N20003057,Dungannon_K1,FERMANAGH AND SOUTH TYRONE,4.6,49.09,22.46,552.0
N20003423,Downpatrick_H3,SOUTH DOWN,4.6,9.43,23.68,456.0
N20001727,Ballymoney_K5,NORTH ANTRIM,4.6,40.17,23.97,463.0
N20000238,Glengormley_Urban_F3,BELFAST NORTH,4.6,25.61,20.93,492.0
N20002168,West_Tyrone_F2,WEST TYRONE,4.6,40.98,23.82,571.0
N20000160,Three_Mile_Water_G4,EAST ANTRIM,4.6,65.29,5.79,242.0
N20002886,Moyola_G2,MID ULSTER,4.6,50.12,18.67,407.0
N20002129,Erne_North_C2,FERMANAGH AND SOUTH TYRONE,4.6,36.94,22.72,471.0
N20001936,Faughan_E4,EAST LONDONDERRY,4.6,45.47,26.2,519.0
N20003279,The_Mournes_D5,SOUTH DOWN,4.59,25.0,40.33,300.0
N20002318,Killultagh_G4,LAGAN VALLEY,4.59,50.06,12.02,799.0
N20001539,Bann_E3,EAST LONDONDERRY,4.59,44.48,21.42,607.0
N20002561,Bannside_D2,NORTH ANTRIM,4.59,27.49,14.2,331.0
N20001548,Coleraine_B1,EAST LONDONDERRY,4.59,48.55,12.25,653.0
N20003302,The_Mournes_N2,SOUTH DOWN,4.59,7.05,23.29,511.0
N20000754,Oldpark_R1,BELFAST NORTH,4.58,11.05,25.97,181.0
N20002196,Omagh_E1,WEST TYRONE,4.58,35.57,25.77,582.0
N20002296,Killultagh_B3,SOUTH ANTRIM,4.58,52.32,9.27,518.0
N20002071,Erne_West_C4,FERMANAGH AND SOUTH TYRONE,4.58,42.12,26.92,520.0
N20001169,Botanic_X3,BELFAST SOUTH,4.58,31.65,25.42,417.0
N20000254,Glengormley_Urban_K4,BELFAST NORTH,4.57,17.87,35.5,431.0
N20003420,Downpatrick_B3,SOUTH DOWN,4.57,11.62,20.51,585.0
N20002880,Moyola_F1,MID ULSTER,4.57,38.52,16.27,418.0
N20001183,Balmoral_A5,BELFAST SOUTH,4.57,28.38,24.59,370.0
N20000819,Castle_G4,BELFAST NORTH,4.56,41.67,24.0,300.0
N20000809,Castle_G3,BELFAST NORTH,4.56,51.98,24.48,429.0
N20001902,Waterside_P1,FOYLE,4.55,65.44,3.43,379.0
N20003774,Ards_Peninsula_L3,STRANGFORD,4.55,37.43,24.0,350.0
N20001101,Botanic_D3,BELFAST SOUTH,4.55,39.78,11.72,367.0
N20001230,Balmoral_L3,BELFAST SOUTH,4.54,25.2,37.3,496.0
N20003074,Clogher_Valley_B5,FERMANAGH AND SOUTH TYRONE,4.54,50.47,17.94,535.0
N20001850,Waterside_A1,FOYLE,4.54,38.21,34.76,492.0
N20001961,Sperrin_C5,WEST TYRONE,4.53,39.29,22.74,453.0
N20002125,Erne_North_B2,FERMANAGH AND SOUTH TYRONE,4.53,35.99,25.45,389.0
N20003403,Downpatrick_E1,SOUTH DOWN,4.53,13.74,16.93,313.0
N20002896,Magherafelt_C1,MID ULSTER,4.53,31.4,14.33,293.0
N20002903,Magherafelt_C3,MID ULSTER,4.53,28.23,14.0,457.0
N20002479,Castlereagh_South_E3,BELFAST SOUTH,4.53,25.83,12.55,271.0
N20003324,Slieve_Croob_C3,SOUTH DOWN,4.53,22.68,22.24,679.0
N20003092,Clogher_Valley_E7,FERMANAGH AND SOUTH TYRONE,4.52,51.46,23.59,513.0
N20003071,Clogher_Valley_B4,FERMANAGH AND SOUTH TYRONE,4.52,44.57,23.98,442.0
N20003209,Crotlieve_A3,SOUTH DOWN,4.52,46.76,18.23,417.0
N20003398,Downpatrick_C2,SOUTH DOWN,4.52,12.63,10.48,372.0
N20003125,Slieve_Gullion_H1,NEWRY AND ARMAGH,4.52,59.57,16.64,559.0
N20001076,Lisnasharragh_R3,BELFAST SOUTH,4.52,22.57,25.88,514.0
N20002640,Braid_A2,NORTH ANTRIM,4.52,7.79,16.92,526.0
N20001165,Botanic_P4,BELFAST SOUTH,4.52,26.3,18.75,384.0
N20002031,Erne_East_B1,FERMANAGH AND SOUTH TYRONE,4.52,44.29,23.02,569.0
N20000652,Banbridge_N4,UPPER BANN,4.52,55.66,18.78,442.0
N20000699,Cusher_K3,NEWRY AND ARMAGH,4.52,62.09,19.19,422.0
N20002496,Castlereagh_South_H4,BELFAST SOUTH,4.51,38.41,13.04,552.0
N20002249,Mid_Tyrone_F3,WEST TYRONE,4.51,52.56,26.06,449.0
N20003343,Slieve_Croob_G5,SOUTH DOWN,4.51,19.57,22.11,511.0
N20000435,Craigavon_D2,UPPER BANN,4.51,12.55,8.24,510.0
N20002086,Enniskillen_B1,FERMANAGH AND SOUTH TYRONE,4.5,13.76,19.97,596.0
N20003081,Clogher_Valley_D3,FERMANAGH AND SOUTH TYRONE,4.5,48.33,18.12,480.0
N20003262,The_Mournes_D1,SOUTH DOWN,4.5,21.72,16.74,442.0
N20002219,Omagh_H6,WEST TYRONE,4.5,13.33,11.92,495.0
N20002090,Enniskillen_C1,FERMANAGH AND SOUTH TYRONE,4.49,37.92,16.25,443.0
N20002114,Enniskillen_H4,FERMANAGH AND SOUTH TYRONE,4.49,28.67,36.0,300.0
N20001929,Faughan_E3,FOYLE,4.49,48.74,27.45,357.0
N20001167,Botanic_X2,BELFAST SOUTH,4.49,32.86,20.54,560.0
N20000360,Portadown_B2,UPPER BANN,4.49,49.68,19.87,312.0
N20002474,Castlereagh_South_D2,BELFAST SOUTH,4.49,42.86,11.3,602.0
N20000356,Portadown_A1,UPPER BANN,4.49,43.83,24.69,559.0
N20000836,Castle_R2,BELFAST NORTH,4.48,11.55,24.32,407.0
N20002884,Moyola_F4,MID ULSTER,4.48,40.79,8.58,478.0
N20001540,Bann_H1,EAST LONDONDERRY,4.48,12.53,10.63,367.0
N20001919,Faughan_C3,FOYLE,4.47,35.66,11.89,530.0
N20002476,Castlereagh_South_E2,BELFAST SOUTH,4.47,36.26,11.72,546.0
N20002463,Castlereagh_South_A4,BELFAST SOUTH,4.47,37.01,22.88,354.0
N20002220,Omagh_G6,WEST TYRONE,4.47,31.62,22.43,370.0
N20001657,The_Glens_B2,NORTH ANTRIM,4.47,25.34,43.84,292.0
N20001141,Botanic_T2,BELFAST SOUTH,4.46,21.3,14.44,277.0
N20003325,Slieve_Croob_C4,SOUTH DOWN,4.46,21.86,23.65,334.0
N20001185,Balmoral_A6,BELFAST SOUTH,4.46,35.71,27.14,420.0
N20002247,Mid_Tyrone_G2,WEST TYRONE,4.46,32.2,18.01,472.0
N20002906,Magherafelt_B3,MID ULSTER,4.46,16.1,21.35,267.0
N20002167,West_Tyrone_G2,WEST TYRONE,4.46,8.4,26.47,238.0
N20001066,Lisnasharragh_Q1,BELFAST SOUTH,4.46,24.52,8.75,526.0
N20001928,Faughan_F1,FOYLE,4.46,33.82,23.53,340.0
N20002047,Erne_East_D6,FERMANAGH AND SOUTH TYRONE,4.46,26.33,17.24,319.0
N20000797,Castle_C3,BELFAST NORTH,4.45,34.68,36.91,447.0
N20000304,Armagh_C2,NEWRY AND ARMAGH,4.45,32.01,17.37,403.0
N20001532,Bann_D6,EAST LONDONDERRY,4.45,20.27,21.6,449.0
N20001072,Lisnasharragh_Q3,BELFAST SOUTH,4.44,23.69,27.11,439.0
N20000246,Glengormley_Urban_K1,BELFAST NORTH,4.44,15.59,15.59,417.0
N20001138,Botanic_T1,BELFAST SOUTH,4.44,22.8,8.29,386.0
N20000791,Castle_B2,BELFAST NORTH,4.43,29.04,21.97,396.0
N20002458,Castlereagh_South_B1,BELFAST SOUTH,4.43,37.86,20.37,486.0
N20001927,Faughan_E2,EAST LONDONDERRY,4.43,25.84,23.13,627.0
N20002070,Erne_West_E2,FERMANAGH AND SOUTH TYRONE,4.43,43.58,29.25,335.0
N20000289,Airport_J2,SOUTH ANTRIM,4.42,19.12,18.75,272.0
N20001149,Botanic_U2,BELFAST SOUTH,4.42,38.49,7.39,582.0
N20001125,Botanic_K2,BELFAST SOUTH,4.42,26.71,2.93,307.0
N20001084,Botanic_A3,BELFAST SOUTH,4.42,35.14,6.4,703.0
N20001173,Botanic_Y4,BELFAST SOUTH,4.42,37.58,21.52,330.0
N20001906,Waterside_P4,FOYLE,4.42,2.55,21.17,274.0
N20001079,Botanic_A1,BELFAST SOUTH,4.42,18.75,9.54,304.0
N20001145,Botanic_P2,BELFAST SOUTH,4.41,26.89,5.19,212.0
N20003005,Torrent_H4,MID ULSTER,4.41,5.73,20.83,192.0
N20002378,Lisburn_North_D1,LAGAN VALLEY,4.41,35.7,38.9,437.0
N20001909,Faughan_A1,FOYLE,4.41,9.14,13.05,383.0
N20001150,Botanic_W1,BELFAST SOUTH,4.41,31.89,7.74,323.0
N20000337,Armagh_H5,NEWRY AND ARMAGH,4.41,25.36,14.12,347.0
N20001193,Balmoral_E2,BELFAST SOUTH,4.4,18.28,26.55,290.0
N20000764,Oldpark_R3,BELFAST NORTH,4.4,14.84,18.71,310.0
N20001099,Botanic_H1,BELFAST SOUTH,4.4,29.25,4.4,318.0
N20000597,Banbridge_A4,UPPER BANN,4.39,30.19,3.3,212.0
N20001750,The_Moor_C4,FOYLE,4.39,7.73,43.3,194.0
N20003170,Newry_E1,NEWRY AND ARMAGH,4.39,8.38,8.98,334.0
N20002900,Magherafelt_C2,MID ULSTER,4.39,23.81,17.35,294.0
N20000453,Craigavon_G4,UPPER BANN,4.38,10.19,2.75,363.0
N20001198,Balmoral_E4,BELFAST SOUTH,4.38,29.62,34.18,395.0
N20002216,Omagh_H5,WEST TYRONE,4.38,19.24,17.33,525.0
N20003282,The_Mournes_G2,SOUTH DOWN,4.38,32.75,23.34,574.0
N20001731,Ballymoney_K6,NORTH ANTRIM,4.38,41.87,23.71,523.0
N20002001,Derg_B2,WEST TYRONE,4.38,30.07,22.91,419.0
N20000830,Castle_L4,BELFAST NORTH,4.37,26.45,22.26,310.0
N20001462,Benbradagh_D4,EAST LONDONDERRY,4.37,12.89,20.9,512.0
N20002242,Mid_Tyrone_D5,WEST TYRONE,4.37,28.95,25.71,525.0
N20000312,Armagh_D2,NEWRY AND ARMAGH,4.36,16.21,35.15,586.0
N20002480,Castlereagh_South_E4,BELFAST SOUTH,4.36,32.38,4.15,386.0
N20002983,Torrent_C1,MID ULSTER,4.36,23.64,19.62,423.0
N20002910,Magherafelt_C5,MID ULSTER,4.36,38.98,15.08,431.0
N20000654,Banbridge_N5,NEWRY AND ARMAGH,4.35,24.8,16.62,367.0
N20001110,Botanic_H5,BELFAST SOUTH,4.35,31.02,6.93,274.0
N20001035,Lisnasharragh_F1,BELFAST SOUTH,4.35,33.03,22.85,442.0
N20003089,Clogher_Valley_D5,FERMANAGH AND SOUTH TYRONE,4.35,36.74,22.68,626.0
N20001070,Lisnasharragh_Q2,BELFAST SOUTH,4.34,22.43,17.2,535.0
N20002293,Killultagh_C1,SOUTH ANTRIM,4.34,26.5,21.25,400.0
N20002009,Derg_E1,WEST TYRONE,4.33,30.7,20.06,329.0
N20000745,Oldpark_G5,BELFAST NORTH,4.33,12.02,21.11,341.0
N20003399,Downpatrick_C3,SOUTH DOWN,4.33,11.2,24.85,491.0
N20001164,Botanic_W6,BELFAST SOUTH,4.33,20.7,13.88,454.0
N20002175,West_Tyrone_E4,WEST TYRONE,4.33,25.84,25.17,445.0
N20002482,Castlereagh_South_E5,BELFAST SOUTH,4.33,24.73,5.59,465.0
N20001121,Botanic_P1,BELFAST SOUTH,4.33,23.95,21.48,526.0
N20003319,Slieve_Croob_D2,SOUTH DOWN,4.32,11.73,16.58,742.0
N20000500,Lurgan_F3,UPPER BANN,4.32,9.91,13.0,323.0
N20001725,Ballymoney_H6,NORTH ANTRIM,4.32,29.53,24.16,447.0
N20001172,Botanic_Y3,BELFAST SOUTH,4.32,47.52,14.52,806.0
N20002577,Bannside_H1,NORTH ANTRIM,4.32,42.59,24.63,479.0
N20001160,Botanic_W5,BELFAST SOUTH,4.31,21.69,8.47,295.0
N20003109,Slieve_Gullion_D1,NEWRY AND ARMAGH,4.31,28.93,14.89,356.0
N20001923,Faughan_E1,EAST LONDONDERRY,4.31,20.57,24.53,530.0
N20001542,Bann_G2,EAST LONDONDERRY,4.31,40.71,24.96,673.0
N20002236,Mid_Tyrone_C2,WEST TYRONE,4.3,18.4,9.61,489.0
N20001061,Lisnasharragh_K3,BELFAST SOUTH,4.3,16.6,14.5,476.0
N20000371,Portadown_D1,UPPER BANN,4.3,4.81,20.08,478.0
N20001126,Botanic_K3,BELFAST SOUTH,4.3,33.63,2.99,568.0
N20003273,The_Mournes_E2,SOUTH DOWN,4.3,26.28,28.66,506.0
N20002871,Moyola_E1,MID ULSTER,4.29,42.47,20.4,598.0
N20001907,Waterside_P5,FOYLE,4.29,51.06,9.42,329.0
N20002099,Enniskillen_F2,FERMANAGH AND SOUTH TYRONE,4.29,33.63,32.74,336.0
N20001073,Lisnasharragh_R2,BELFAST SOUTH,4.29,16.4,21.87,439.0
N20001992,Sperrin_K4,WEST TYRONE,4.28,29.71,22.04,313.0
N20002064,Erne_West_D2,FERMANAGH AND SOUTH TYRONE,4.28,27.67,21.92,365.0
N20001159,Botanic_W4,BELFAST SOUTH,4.28,22.81,6.1,377.0
N20001202,Balmoral_H1,BELFAST SOUTH,4.27,22.78,18.67,316.0
N20000247,Glengormley_Urban_K2,BELFAST NORTH,4.27,22.97,16.53,357.0
N20001285,Collin_P3,BELFAST WEST,4.27,24.35,23.62,271.0
N20002095,Enniskillen_B4,FERMANAGH AND SOUTH TYRONE,4.27,6.95,25.78,446.0
N20003253,Crotlieve_K6,SOUTH DOWN,4.27,13.55,29.41,391.0
N20001024,Lisnasharragh_C1,BELFAST SOUTH,4.27,27.54,4.59,501.0
N20003083,Clogher_Valley_D4,FERMANAGH AND SOUTH TYRONE,4.27,42.69,16.96,342.0
N20000310,Armagh_J1,NEWRY AND ARMAGH,4.27,36.99,25.72,346.0
N20003003,Torrent_H3,MID ULSTER,4.26,8.66,13.78,254.0
N20002214,Omagh_C6,WEST TYRONE,4.26,4.57,16.29,350.0
N20001189,Balmoral_E1,BELFAST SOUTH,4.26,24.8,35.85,371.0
N20003299,The_Mournes_N1,SOUTH DOWN,4.26,16.96,16.96,448.0
N20002190,Omagh_A6,WEST TYRONE,4.26,8.58,12.77,501.0
N20002843,Carntogher_A3,MID ULSTER,4.26,35.35,25.71,529.0
N20000454,Craigavon_G5,UPPER BANN,4.25,12.2,20.33,246.0
N20001425,Court_U1,BELFAST WEST,4.25,8.33,9.92,252.0
N20003213,Crotlieve_A5,SOUTH DOWN,4.25,36.85,19.88,654.0
N20000290,Airport_H5,SOUTH ANTRIM,4.25,25.45,29.46,224.0
N20000516,Lurgan_L1,UPPER BANN,4.25,7.09,30.13,395.0
N20000291,Airport_J3,SOUTH ANTRIM,4.25,27.8,25.63,277.0
N20001087,Botanic_C1,BELFAST SOUTH,4.25,20.69,3.01,865.0
N20001191,Balmoral_C1,BELFAST SOUTH,4.24,23.24,20.59,340.0
N20001937,Faughan_E5,EAST LONDONDERRY,4.24,38.84,19.01,363.0
N20002088,Enniskillen_F1,FERMANAGH AND SOUTH TYRONE,4.24,27.63,12.47,409.0
N20003402,Downpatrick_D1,SOUTH DOWN,4.24,11.21,13.94,330.0
N20001988,Sperrin_K1,WEST TYRONE,4.24,31.12,20.98,572.0
N20001144,Botanic_S2,BELFAST SOUTH,4.24,24.06,2.3,478.0
N20001630,Causeway_G5,EAST LONDONDERRY,4.24,47.26,8.36,383.0
N20003164,Newry_A5,NEWRY AND ARMAGH,4.23,6.35,23.28,378.0
N20001186,Balmoral_B2,BELFAST SOUTH,4.23,20.46,22.57,474.0
N20000306,Armagh_B1,NEWRY AND ARMAGH,4.23,43.33,28.33,420.0
N20000705,Cusher_L2,NEWRY AND ARMAGH,4.23,31.48,30.64,359.0
N20003264,The_Mournes_C1,SOUTH DOWN,4.22,23.24,22.45,383.0
N20001289,Collin_R2,BELFAST WEST,4.22,35.03,21.66,314.0
N20003421,Downpatrick_F4,SOUTH DOWN,4.22,4.07,22.3,565.0
N20001882,Waterside_G4,FOYLE,4.22,29.14,6.12,278.0
N20000401,Portadown_J3,NEWRY AND ARMAGH,4.21,25.25,18.59,495.0
N20002156,West_Tyrone_A4,WEST TYRONE,4.21,35.43,21.74,460.0
N20000295,Armagh_A1,NEWRY AND ARMAGH,4.21,34.12,25.36,548.0
N20002182,Omagh_A1,WEST TYRONE,4.2,19.46,10.86,442.0
N20002840,Carntogher_A2,MID ULSTER,4.2,52.99,19.85,519.0
N20003156,Newry_B2,SOUTH DOWN,4.19,9.5,25.19,516.0
N20003327,Slieve_Croob_E2,SOUTH DOWN,4.19,23.34,20.11,527.0
