DZ21,DEA2014,u_open_1972,n_open_1972,u_open_1984,n_open_1984,u_open_1993,n_open_1993,u_open_2012,n_open_2012,u_open_mean,n_open_mean,n_vintages_u
N20001506,Limavady,,,,,,2.8,29.8,10.7,29.8,6.8,1
N20001501,Limavady,,,,,,2.8,29.8,10.7,29.8,6.8,1
N20001503,Limavady,,,,,,2.8,29.8,10.7,29.8,6.8,1
N20001502,Limavady,,,,,2.6,4.5,29.8,10.7,16.2,7.6,2
N20001497,Limavady,,,,,,2.8,29.8,10.7,29.8,6.8,1
N20001491,Limavady,,,,,,2.8,29.8,10.7,29.8,6.8,1
N20001492,Limavady,,,,,,2.8,29.8,10.7,29.8,6.8,1
N20001487,Limavady,2.7,3.3,,,2.6,4.5,29.8,10.7,11.7,6.2,3
N20001486,Limavady,2.7,3.3,,,2.6,4.5,29.8,10.7,11.7,6.2,3
N20001488,Limavady,2.7,3.3,,,2.6,4.5,29.8,10.7,11.7,6.2,3
N20001493,Limavady,2.7,3.3,,,2.6,4.5,29.8,10.7,11.7,6.2,3
N20001495,Limavady,2.7,3.3,,,2.6,4.5,29.8,10.7,11.7,6.2,3
N20001490,Limavady,2.7,3.3,,,2.6,4.5,29.8,10.7,11.7,6.2,3
N20001489,Limavady,2.7,3.3,,,2.6,4.5,29.8,10.7,11.7,6.2,3
N20001494,Limavady,2.7,3.3,,,2.6,4.5,29.8,10.7,11.7,6.2,3
N20001499,Limavady,2.7,3.3,,,2.6,4.5,29.8,10.7,11.7,6.2,3
N20001505,Limavady,2.7,3.3,,,2.6,4.5,29.8,10.7,11.7,6.2,3
N20001504,Limavady,2.7,3.3,,,2.6,4.5,29.8,10.7,11.7,6.2,3
N20001500,Limavady,2.7,3.3,,,2.6,4.5,29.8,10.7,11.7,6.2,3
N20001496,Limavady,2.7,3.3,,,2.6,4.5,29.8,10.7,11.7,6.2,3
N20001498,Limavady,2.7,3.3,,,2.6,4.5,29.8,10.7,11.7,6.2,3
N20001509,Limavady,2.7,3.3,,,2.6,4.5,29.8,10.7,11.7,6.2,3
N20001507,Limavady,2.7,3.3,,,2.6,4.5,29.8,10.7,11.7,6.2,3
N20001510,Limavady,,,,,,0.7,29.8,10.7,29.8,5.7,1
N20001457,Benbradagh,,,,,,2.8,32.6,4.9,32.6,3.9,1
N20001459,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20001513,Limavady,,,,,,0.7,29.8,10.7,29.8,5.7,1
N20001461,Benbradagh,,,,,,2.8,32.6,4.9,32.6,3.9,1
N20001463,Benbradagh,,,,,,2.8,32.6,4.9,32.6,3.9,1
N20001462,Benbradagh,,,,,,2.8,32.6,4.9,32.6,3.9,1
N20001460,Benbradagh,,,,,,2.8,32.6,4.9,32.6,3.9,1
N20001458,Benbradagh,,,,,,2.8,32.6,4.9,32.6,3.9,1
N20001455,Benbradagh,,,,,,2.8,32.6,4.9,32.6,3.9,1
N20001454,Benbradagh,,,,,,2.8,32.6,4.9,32.6,3.9,1
N20001456,Benbradagh,,,,,,2.8,32.6,4.9,32.6,3.9,1
N20001448,Benbradagh,,,,,,2.8,32.6,4.9,32.6,3.9,1
N20001450,Benbradagh,,,,,,2.8,32.6,4.9,32.6,3.9,1
N20001453,Benbradagh,,,,,,2.8,32.6,4.9,32.6,3.9,1
N20001452,Benbradagh,,,,,,2.8,32.6,4.9,32.6,3.9,1
N20001447,Benbradagh,,,,,,2.8,32.6,4.9,32.6,3.9,1
N20001451,Benbradagh,,,,,,2.8,32.6,4.9,32.6,3.9,1
N20001449,Benbradagh,,,,,,2.8,32.6,4.9,32.6,3.9,1
N20001446,Benbradagh,,,,,,2.8,32.6,4.9,32.6,3.9,1
N20001484,Limavady,,,,,,2.8,29.8,10.7,29.8,6.8,1
N20001483,Limavady,,,,,,2.8,29.8,10.7,29.8,6.8,1
N20001485,Limavady,,,,,,2.8,29.8,10.7,29.8,6.8,1
N20001520,Bann,5.8,,,,6.7,3.3,0.9,,4.5,3.3,3
N20001482,Limavady,,,,,,2.8,29.8,10.7,29.8,6.8,1
N20001517,Bann,5.8,,,,6.7,3.3,0.9,,4.5,3.3,3
N20001481,Limavady,,,,,,2.8,29.8,10.7,29.8,6.8,1
N20001808,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001814,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001812,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001816,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001819,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001827,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001826,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001825,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001809,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001810,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001824,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001806,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001804,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001805,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001807,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001909,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001910,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001911,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001803,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001908,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001915,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001917,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001919,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001918,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001916,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001914,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001920,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001923,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001922,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001872,Waterside,,,1.3,7.7,4.6,1.6,20.9,3.6,8.9,4.3,3
N20001861,Waterside,,,1.3,7.7,4.6,1.6,20.9,3.6,8.9,4.3,3
N20001858,Waterside,,,1.3,7.7,4.6,1.6,20.9,3.6,8.9,4.3,3
N20001912,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001913,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001921,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001850,Waterside,,,1.3,7.7,4.6,1.6,20.9,3.6,8.9,4.3,3
N20001834,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001840,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001838,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001836,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001830,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001828,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001843,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001844,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001847,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001777,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001772,Foyleside,,,,,,0.0,,23.0,,11.5,0
N20001771,Foyleside,,,,,,0.0,,23.0,,11.5,0
N20001781,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001789,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001854,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001860,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001851,Waterside,,,1.3,7.7,4.6,1.6,20.9,3.6,8.9,4.3,3
N20001852,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001853,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001856,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001859,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001857,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001855,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001864,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001868,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001865,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001862,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001863,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001867,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001871,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001878,Waterside,,,1.3,7.7,4.6,1.6,20.9,3.6,8.9,4.3,3
N20001879,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001875,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001873,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001880,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001881,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001874,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001870,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001876,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001869,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001866,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001877,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001756,The Moor,,,55.3,7.6,,3.1,,5.7,55.3,5.5,1
N20001754,The Moor,,,55.3,7.6,,3.1,,5.7,55.3,5.5,1
N20001750,The Moor,,,55.3,7.6,,3.1,,5.7,55.3,5.5,1
N20001758,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001761,The Moor,,,55.3,7.6,,3.1,,5.7,55.3,5.5,1
N20001759,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001753,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001751,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001748,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001747,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001739,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001737,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001740,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001741,The Moor,,,55.3,7.6,,3.1,,5.7,55.3,5.5,1
N20001738,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001746,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001745,The Moor,,,55.3,7.6,,3.1,,5.7,55.3,5.5,1
N20001743,The Moor,,,55.3,7.6,,3.1,,5.7,55.3,5.5,1
N20001802,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001801,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001800,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001798,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001797,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001790,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001793,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001794,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001795,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001791,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001792,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001796,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001799,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001735,The Moor,,,55.3,7.6,,2.4,,5.7,55.3,5.2,1
N20001734,The Moor,,,55.3,7.6,,2.4,,5.7,55.3,5.2,1
N20001732,The Moor,,,55.3,7.6,,3.1,,5.7,55.3,5.5,1
N20001733,The Moor,,,55.3,7.6,,3.1,,5.7,55.3,5.5,1
N20001736,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001742,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001749,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001744,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001752,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001755,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001760,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001757,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001768,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001833,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001770,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001774,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001779,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001782,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001786,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001780,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001785,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001778,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001773,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001776,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001783,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001788,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001787,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001784,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001775,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001849,Ballyarnett,,,55.3,7.6,,3.1,,3.3,55.3,4.7,1
N20001848,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001845,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001846,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001769,Foyleside,,,55.3,7.6,,3.1,,23.0,55.3,11.2,1
N20001842,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001839,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001829,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001835,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001832,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001841,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001837,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001831,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001821,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001822,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001817,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001811,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001813,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001815,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001818,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001823,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001820,Ballyarnett,,,,,,0.0,,3.3,,1.6,0
N20001998,Derg,,,2.4,0.0,1.1,8.6,1.3,7.5,1.6,5.4,3
N20001999,Derg,,,,36.6,1.1,8.6,1.3,7.5,1.2,17.6,2
N20002003,Derg,,,2.4,0.0,1.1,8.6,1.3,7.5,1.6,5.4,3
N20002005,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002006,Derg,,15.4,2.4,0.0,48.1,23.0,1.3,7.5,17.3,11.5,3
N20002019,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002015,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002018,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002012,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002014,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002020,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002021,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002016,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002008,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002013,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002025,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002022,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002023,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002026,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002125,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002131,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002137,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002058,Erne West,5.7,,,5.3,1.1,9.6,100.0,0.0,35.6,5.0,3
N20002059,Erne West,5.7,,,5.3,1.1,9.6,100.0,0.0,35.6,5.0,3
N20002063,Erne West,5.7,,,5.3,1.1,9.6,100.0,0.0,35.6,5.0,3
N20002066,Erne West,5.7,,,5.3,1.1,9.6,100.0,0.0,35.6,5.0,3
N20002057,Erne West,5.7,,,5.3,1.1,9.6,100.0,0.0,35.6,5.0,3
N20002128,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002130,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002081,Enniskillen,6.7,9.9,65.0,,6.0,3.2,14.0,59.9,22.9,24.3,4
N20002083,Enniskillen,6.7,9.9,65.0,,6.0,3.2,14.0,59.9,22.9,24.3,4
N20002060,Erne West,5.7,,,5.3,1.1,9.6,100.0,0.0,35.6,5.0,3
N20002062,Erne West,5.7,,,5.3,1.1,9.6,100.0,0.0,35.6,5.0,3
N20002064,Erne West,5.7,,,5.3,1.1,9.6,100.0,0.0,35.6,5.0,3
N20002065,Erne West,5.7,,,5.3,1.1,9.6,100.0,0.0,35.6,5.0,3
N20002106,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002087,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002085,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002061,Erne West,5.7,,,5.3,1.1,9.6,100.0,0.0,35.6,5.0,3
N20002141,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002143,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002145,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002084,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002094,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002103,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002105,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002101,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002096,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002091,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002098,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002095,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002102,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002099,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002088,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002089,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002086,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002149,Erne North,6.1,14.9,1.1,4.7,4.5,16.4,10.1,2.1,5.4,9.5,4
N20002092,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002093,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002104,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002097,Enniskillen,6.1,14.9,1.1,4.7,4.5,16.4,14.0,59.9,6.4,24.0,4
N20002100,Enniskillen,1.0,10.3,1.1,4.7,4.5,16.4,14.0,59.9,5.2,22.8,4
N20002090,Enniskillen,1.0,10.3,1.1,4.7,4.5,16.4,14.0,59.9,5.2,22.8,4
N20002148,Erne North,1.0,10.3,1.1,4.7,4.5,16.4,10.1,2.1,4.2,8.4,4
N20002144,Erne North,1.0,10.3,1.1,4.7,4.5,16.4,10.1,2.1,4.2,8.4,4
N20002180,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002140,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002139,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002082,Enniskillen,6.7,9.9,65.0,,6.0,3.2,14.0,59.9,22.9,24.3,4
N20002138,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002133,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002136,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002134,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002135,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002132,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002129,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002175,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002160,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002124,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002123,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002126,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002127,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002121,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002122,Erne North,6.7,9.9,65.0,,6.0,3.2,10.1,2.1,21.9,5.1,4
N20002027,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002028,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002155,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002152,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002151,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002153,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002181,Omagh,4.8,,7.9,14.5,13.1,30.3,4.5,62.2,7.6,35.7,4
N20002194,Omagh,4.8,,7.9,14.5,13.1,30.3,4.5,62.2,7.6,35.7,4
N20002202,Omagh,4.8,,7.9,14.5,13.1,30.3,4.5,62.2,7.6,35.7,4
N20002214,Omagh,4.8,,7.9,14.5,13.1,30.3,4.5,62.2,7.6,35.7,4
N20002215,Omagh,4.8,,7.9,14.5,13.1,30.3,4.5,62.2,7.6,35.7,4
N20002156,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002154,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002157,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002163,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002167,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002169,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002166,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002162,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002161,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002165,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002158,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002159,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002219,Omagh,4.8,,7.9,14.5,13.1,30.3,4.5,62.2,7.6,35.7,4
N20002220,Omagh,4.8,,7.9,14.5,13.1,30.3,4.5,62.2,7.6,35.7,4
N20002245,Mid Tyrone,1.3,,1.5,17.0,6.5,5.3,13.3,26.0,5.7,16.1,4
N20002164,West Tyrone,1.3,,,,,,,6.3,1.3,6.3,1
N20002249,Mid Tyrone,1.3,,1.5,17.0,6.5,5.3,13.3,26.0,5.7,16.1,4
N20002168,West Tyrone,1.3,,,,,,,6.3,1.3,6.3,1
N20002247,Mid Tyrone,1.3,,1.5,17.0,6.5,5.3,13.3,26.0,5.7,16.1,4
N20002246,Mid Tyrone,1.3,,1.5,17.0,6.5,5.3,13.3,26.0,5.7,16.1,4
N20002234,Mid Tyrone,,43.5,1.5,17.0,6.5,5.3,13.3,26.0,7.1,22.9,3
N20002242,Mid Tyrone,1.3,,1.5,17.0,6.5,5.3,13.3,26.0,5.7,16.1,4
N20002196,Omagh,4.8,,7.9,14.5,13.1,30.3,4.5,62.2,7.6,35.7,4
N20002207,Omagh,4.8,,7.9,14.5,13.1,30.3,4.5,62.2,7.6,35.7,4
