DZ21,label,con,yes_raw,yes,pop
N20000413,Portadown_Q1,UPPER BANN,23.65,33.3,504.0
N20000414,Portadown_Q2,UPPER BANN,19.6,29.3,356.0
N20000415,Portadown_Q3,UPPER BANN,20.35,30.0,340.0
N20000416,Portadown_R3,NEWRY AND ARMAGH,28.04,37.7,522.0
N20000417,Portadown_Q4,UPPER BANN,13.7,23.4,480.0
N20000418,Portadown_J5,NEWRY AND ARMAGH,31.36,41.1,568.0
N20000419,Portadown_R4,UPPER BANN,22.08,31.8,421.0
N20000420,Portadown_R5,UPPER BANN,18.28,28.0,382.0
N20000422,Craigavon_A2,UPPER BANN,55.9,65.6,633.0
N20000423,Craigavon_A3,UPPER BANN,65.82,75.5,612.0
N20000424,Craigavon_A4,UPPER BANN,59.54,69.2,633.0
N20000425,Craigavon_B1,UPPER BANN,57.17,66.9,217.0
N20000426,Craigavon_B2,UPPER BANN,67.3,77.0,378.0
N20000427,Craigavon_B3,UPPER BANN,66.03,75.7,491.0
N20000428,Craigavon_B4,UPPER BANN,64.64,74.3,689.0
N20000429,Craigavon_B5,UPPER BANN,64.65,74.3,285.0
N20000430,Craigavon_C1,UPPER BANN,21.96,31.7,345.0
N20000431,Craigavon_E1,UPPER BANN,64.87,74.6,383.0
N20000432,Craigavon_E2,UPPER BANN,65.48,75.2,422.0
N20000433,Craigavon_C2,UPPER BANN,49.29,59.0,532.0
N20000434,Craigavon_D1,UPPER BANN,43.84,53.5,425.0
N20000435,Craigavon_D2,UPPER BANN,56.91,66.6,510.0
N20000436,Craigavon_F1,UPPER BANN,46.48,56.2,362.0
N20000437,Craigavon_D3,UPPER BANN,45.33,55.0,304.0
N20000438,Craigavon_F2,UPPER BANN,43.16,52.8,261.0
N20000439,Craigavon_E3,UPPER BANN,64.64,74.3,352.0
N20000440,Craigavon_C3,UPPER BANN,23.67,33.4,316.0
N20000441,Craigavon_C4,UPPER BANN,53.2,62.9,362.0
N20000442,Craigavon_E4,UPPER BANN,57.39,67.1,341.0
N20000443,Craigavon_F3,UPPER BANN,31.16,40.9,311.0
N20000444,Craigavon_F4,UPPER BANN,44.16,53.8,290.0
N20000445,Craigavon_E5,UPPER BANN,50.44,60.1,389.0
N20000446,Craigavon_J1,UPPER BANN,29.9,39.6,491.0
N20000447,Craigavon_F5,UPPER BANN,36.67,46.4,405.0
N20000448,Craigavon_G1,UPPER BANN,61.12,70.8,408.0
N20000449,Craigavon_G2,UPPER BANN,58.73,68.4,282.0
N20000450,Craigavon_H1,UPPER BANN,14.45,24.1,281.0
N20000451,Craigavon_J2,UPPER BANN,24.79,34.5,545.0
N20000452,Craigavon_G3,UPPER BANN,61.98,71.7,319.0
N20000453,Craigavon_G4,UPPER BANN,58.96,68.6,363.0
N20000454,Craigavon_G5,UPPER BANN,59.03,68.7,246.0
N20000455,Craigavon_F6,UPPER BANN,22.54,32.2,350.0
N20000456,Craigavon_H2,UPPER BANN,17.35,27.0,322.0
N20000457,Craigavon_J3,UPPER BANN,17.55,27.2,499.0
N20000458,Craigavon_L1,UPPER BANN,34.24,43.9,330.0
N20000459,Craigavon_H3,UPPER BANN,19.86,29.6,338.0
N20000460,Craigavon_H4,UPPER BANN,21.41,31.1,541.0
N20000461,Craigavon_J4,UPPER BANN,19.13,28.8,453.0
N20000462,Craigavon_N1,UPPER BANN,13.32,23.0,405.0
N20000463,Craigavon_K1,UPPER BANN,12.03,21.7,369.0
N20000464,Craigavon_N2,UPPER BANN,17.56,27.3,411.0
N20000465,Craigavon_L2,UPPER BANN,38.03,47.7,191.0
N20000466,Craigavon_K2,UPPER BANN,14.1,23.8,401.0
N20000467,Craigavon_L3,UPPER BANN,37.8,47.5,372.0
N20000468,Craigavon_K3,UPPER BANN,20.49,30.2,368.0
N20000469,Craigavon_P1,UPPER BANN,14.18,23.9,480.0
N20000470,Craigavon_N3,UPPER BANN,13.49,23.2,343.0
N20000472,Craigavon_N5,UPPER BANN,16.61,26.3,500.0
N20000473,Craigavon_L4,UPPER BANN,28.18,37.9,361.0
N20000474,Craigavon_P2,UPPER BANN,17.26,26.9,596.0
N20000475,Craigavon_P3,UPPER BANN,12.92,22.6,491.0
N20000476,Lurgan_A1,UPPER BANN,58.7,68.4,435.0
N20000477,Lurgan_B1,UPPER BANN,63.52,73.2,432.0
N20000478,Lurgan_A2,UPPER BANN,57.23,66.9,470.0
N20000480,Lurgan_A4,UPPER BANN,67.41,77.1,360.0
N20000481,Lurgan_B2,UPPER BANN,65.4,75.1,528.0
N20000482,Lurgan_A5,UPPER BANN,45.12,54.8,615.0
N20000483,Lurgan_C1,UPPER BANN,63.81,73.5,465.0
N20000484,Lurgan_C2,UPPER BANN,65.54,75.2,459.0
N20000488,Lurgan_B3,UPPER BANN,43.03,52.7,424.0
N20000489,Lurgan_D3,UPPER BANN,66.94,76.6,355.0
N20000490,Lurgan_E1,UPPER BANN,66.57,76.3,607.0
N20000492,Lurgan_E3,UPPER BANN,68.05,77.7,445.0
N20000493,Lurgan_C4,UPPER BANN,66.13,75.8,541.0
N20000494,Lurgan_E4,UPPER BANN,66.44,76.1,481.0
N20000495,Lurgan_D4,UPPER BANN,67.26,77.0,433.0
N20000496,Lurgan_F1,UPPER BANN,62.13,71.8,545.0
N20000498,Lurgan_E5,UPPER BANN,52.04,61.7,397.0
N20000500,Lurgan_F3,UPPER BANN,58.87,68.6,323.0
N20000501,Lurgan_H1,UPPER BANN,21.52,31.2,368.0
N20000502,Lurgan_H2,UPPER BANN,27.34,37.0,356.0
N20000503,Lurgan_G1,UPPER BANN,66.71,76.4,358.0
N20000504,Lurgan_F4,UPPER BANN,56.81,66.5,284.0
N20000505,Lurgan_G2,UPPER BANN,62.67,72.4,300.0
N20000506,Lurgan_G3,UPPER BANN,58.49,68.2,395.0
N20000507,Lurgan_H3,UPPER BANN,26.44,36.1,507.0
N20000508,Lurgan_F5,UPPER BANN,61.19,70.9,313.0
N20000509,Lurgan_G4,UPPER BANN,58.89,68.6,268.0
N20000510,Lurgan_J1,UPPER BANN,17.35,27.0,471.0
N20000512,Lurgan_K1,UPPER BANN,55.71,65.4,397.0
N20000513,Lurgan_H4,UPPER BANN,31.74,41.4,309.0
N20000514,Lurgan_P1,UPPER BANN,22.23,31.9,367.0
N20000515,Lurgan_K2,UPPER BANN,33.33,43.0,419.0
N20000516,Lurgan_L1,UPPER BANN,62.26,71.9,395.0
N20000517,Lurgan_J2,UPPER BANN,13.07,22.8,399.0
N20000518,Lurgan_J3,UPPER BANN,11.09,20.8,387.0
N20000519,Lurgan_K3,UPPER BANN,19.67,29.4,269.0
N20000520,Lurgan_J4,UPPER BANN,13.24,22.9,529.0
N20000521,Lurgan_B4,UPPER BANN,27.86,37.5,527.0
N20000522,Lurgan_N1,UPPER BANN,65.4,75.1,413.0
N20000523,Lurgan_P2,UPPER BANN,16.4,26.1,359.0
N20000524,Lurgan_L2,UPPER BANN,56.06,65.8,446.0
N20000526,Lurgan_K4,UPPER BANN,23.2,32.9,280.0
N20000527,Lurgan_Q1,UPPER BANN,29.55,39.2,402.0
N20000528,Lurgan_R1,UPPER BANN,65.91,75.6,346.0
N20000529,Lurgan_P3,UPPER BANN,20.71,30.4,342.0
N20000530,Lurgan_N2,UPPER BANN,63.7,73.4,301.0
N20000531,Lurgan_P4,UPPER BANN,13.31,23.0,327.0
N20000532,Lurgan_R2,UPPER BANN,62.47,72.2,229.0
N20000533,Lurgan_P5,UPPER BANN,16.46,26.1,283.0
N20000534,Lurgan_Q2,UPPER BANN,23.39,33.1,305.0
N20000535,Lurgan_N3,UPPER BANN,59.23,68.9,341.0
N20000536,Lurgan_R3,UPPER BANN,60.22,69.9,659.0
N20000537,Lurgan_S1,UPPER BANN,13.8,23.5,422.0
N20000538,Lurgan_N4,UPPER BANN,63.41,73.1,476.0
N20000539,Lurgan_Q3,UPPER BANN,18.05,27.7,328.0
N20000540,Lurgan_Q4,UPPER BANN,22.39,32.1,351.0
N20000542,Lurgan_S2,UPPER BANN,17.26,27.0,412.0
N20000543,Lurgan_R5,UPPER BANN,66.02,75.7,375.0
N20000544,Lurgan_T1,UPPER BANN,14.38,24.1,445.0
N20000545,Lurgan_S3,UPPER BANN,13.21,22.9,373.0
N20000546,Lurgan_T2,UPPER BANN,19.68,29.4,241.0
N20000547,Lurgan_S4,UPPER BANN,17.23,26.9,436.0
N20000548,Lurgan_T3,UPPER BANN,15.76,25.5,406.0
N20000549,Lurgan_S5,UPPER BANN,12.76,22.4,530.0
N20000550,Lurgan_T4,UPPER BANN,19.1,28.8,348.0
N20000551,Lagan_River_C1,UPPER BANN,13.51,23.2,523.0
N20000552,Lagan_River_A1,UPPER BANN,12.89,22.6,483.0
N20000553,Lagan_River_G1,UPPER BANN,14.79,24.5,547.0
N20000554,Lagan_River_A2,UPPER BANN,14.89,24.6,348.0
N20000555,Lagan_River_A3,UPPER BANN,11.92,21.6,414.0
N20000556,Lagan_River_A4,UPPER BANN,15.89,25.6,257.0
N20000557,Lagan_River_B1,UPPER BANN,12.11,21.8,376.0
N20000558,Lagan_River_B2,UPPER BANN,13.75,23.4,514.0
N20000559,Lagan_River_C2,UPPER BANN,11.35,21.0,373.0
N20000560,Lagan_River_J1,LAGAN VALLEY,20.71,30.4,270.0
N20000561,Lagan_River_B3,UPPER BANN,13.53,23.2,599.0
N20000562,Lagan_River_C3,LAGAN VALLEY,13.15,22.8,358.0
N20000563,Lagan_River_K1,LAGAN VALLEY,24.82,34.5,568.0
N20000564,Lagan_River_E1,UPPER BANN,14.96,24.7,416.0
N20000565,Lagan_River_D1,LAGAN VALLEY,21.55,31.2,456.0
N20000566,Lagan_River_F1,LAGAN VALLEY,17.39,27.1,362.0
N20000567,Lagan_River_E2,UPPER BANN,12.04,21.7,523.0
N20000568,Lagan_River_D2,LAGAN VALLEY,18.47,28.2,387.0
N20000569,Lagan_River_G2,UPPER BANN,20.31,30.0,561.0
N20000570,Lagan_River_F2,LAGAN VALLEY,23.86,33.5,353.0
N20000571,Lagan_River_D3,LAGAN VALLEY,21.07,30.8,493.0
N20000572,Lagan_River_E3,UPPER BANN,12.21,21.9,544.0
N20000573,Lagan_River_F3,LAGAN VALLEY,22.04,31.7,567.0
N20000574,Lagan_River_F4,LAGAN VALLEY,18.84,28.5,608.0
N20000575,Lagan_River_F5,LAGAN VALLEY,17.42,27.1,488.0
N20000577,Lagan_River_H2,LAGAN VALLEY,16.68,26.4,371.0
N20000578,Lagan_River_H3,LAGAN VALLEY,19.71,29.4,524.0
N20000579,Lagan_River_J2,LAGAN VALLEY,14.83,24.5,497.0
N20000580,Lagan_River_G3,UPPER BANN,18.72,28.4,637.0
N20000581,Lagan_River_G4,UPPER BANN,13.52,23.2,312.0
N20000582,Lagan_River_K2,LAGAN VALLEY,15.88,25.6,503.0
N20000583,Lagan_River_K3,LAGAN VALLEY,16.18,25.9,432.0
N20000584,Lagan_River_L1,LAGAN VALLEY,16.91,26.6,508.0
N20000585,Lagan_River_J3,UPPER BANN,18.91,28.6,387.0
N20000586,Lagan_River_J4,LAGAN VALLEY,14.25,23.9,463.0
N20000587,Lagan_River_L2,LAGAN VALLEY,16.11,25.8,570.0
N20000589,Lagan_River_N1,LAGAN VALLEY,11.46,21.1,349.0
N20000590,Lagan_River_N2,LAGAN VALLEY,26.2,35.9,364.0
N20000591,Lagan_River_N3,SOUTH DOWN,20.29,30.0,356.0
N20000592,Lagan_River_N4,SOUTH DOWN,33.39,43.1,486.0
N20000593,Lagan_River_N5,SOUTH DOWN,22.61,32.3,463.0
N20000594,Banbridge_A1,UPPER BANN,24.36,34.1,309.0
N20000595,Banbridge_A2,UPPER BANN,31.7,41.4,500.0
N20000597,Banbridge_A4,UPPER BANN,45.6,55.3,212.0
N20000598,Banbridge_B1,UPPER BANN,42.72,52.4,412.0
N20000599,Banbridge_A5,UPPER BANN,22.54,32.2,385.0
N20000600,Banbridge_B2,UPPER BANN,48.81,58.5,383.0
N20000601,Banbridge_B3,UPPER BANN,33.85,43.5,364.0
N20000602,Banbridge_B4,UPPER BANN,30.52,40.2,383.0
N20000603,Banbridge_D1,UPPER BANN,20.26,29.9,481.0
N20000604,Banbridge_C1,UPPER BANN,20.55,30.2,257.0
N20000605,Banbridge_F1,UPPER BANN,47.17,56.9,307.0
N20000606,Banbridge_F2,UPPER BANN,37.87,47.6,343.0
N20000608,Banbridge_C2,UPPER BANN,26.64,36.3,370.0
N20000609,Banbridge_C3,UPPER BANN,31.42,41.1,481.0
N20000610,Banbridge_C4,UPPER BANN,25.76,35.4,448.0
N20000611,Banbridge_D3,UPPER BANN,29.72,39.4,347.0
N20000612,Banbridge_E1,UPPER BANN,31.51,41.2,399.0
N20000613,Banbridge_E2,UPPER BANN,28.74,38.4,277.0
N20000614,Banbridge_L1,SOUTH DOWN,22.84,32.5,647.0
N20000615,Banbridge_D4,UPPER BANN,39.92,49.6,299.0
N20000616,Banbridge_D5,UPPER BANN,34.26,44.0,285.0
N20000617,Banbridge_E3,UPPER BANN,30.16,39.9,253.0
N20000618,Banbridge_E4,UPPER BANN,33.64,43.3,357.0
N20000619,Banbridge_D6,UPPER BANN,46.63,56.3,297.0
N20000620,Banbridge_E5,UPPER BANN,33.55,43.2,519.0
N20000621,Banbridge_H1,UPPER BANN,40.91,50.6,639.0
N20000622,Banbridge_D7,UPPER BANN,40.05,49.7,371.0
N20000623,Banbridge_J1,UPPER BANN,27.0,36.7,365.0
N20000624,Banbridge_G1,UPPER BANN,36.55,46.2,271.0
N20000625,Banbridge_H2,UPPER BANN,41.39,51.1,364.0
N20000627,Banbridge_H3,UPPER BANN,32.81,42.5,400.0
N20000628,Banbridge_J3,UPPER BANN,20.59,30.3,411.0
N20000629,Banbridge_F3,UPPER BANN,23.16,32.9,391.0
N20000630,Banbridge_G2,UPPER BANN,30.5,40.2,360.0
N20000631,Banbridge_E6,UPPER BANN,31.15,40.8,298.0
N20000632,Banbridge_G3,UPPER BANN,33.86,43.5,331.0
N20000633,Banbridge_J4,UPPER BANN,21.33,31.0,337.0
N20000634,Banbridge_G4,UPPER BANN,17.55,27.2,297.0
N20000635,Banbridge_J5,UPPER BANN,29.88,39.6,489.0
N20000636,Banbridge_H4,UPPER BANN,25.79,35.5,444.0
N20000637,Banbridge_K1,UPPER BANN,23.62,33.3,468.0
N20000638,Banbridge_K2,UPPER BANN,22.63,32.3,419.0
N20000639,Banbridge_H5,UPPER BANN,24.5,34.2,402.0
N20000641,Banbridge_K4,UPPER BANN,32.5,42.2,547.0
N20000642,Banbridge_F4,UPPER BANN,40.71,50.4,333.0
N20000643,Banbridge_K5,UPPER BANN,30.9,40.6,399.0
N20000645,Banbridge_L2,SOUTH DOWN,35.92,45.6,521.0
N20000646,Banbridge_N1,UPPER BANN,43.5,53.2,428.0
N20000647,Banbridge_N2,UPPER BANN,41.81,51.5,390.0
N20000648,Banbridge_L3,SOUTH DOWN,17.89,27.6,471.0
N20000649,Banbridge_N3,UPPER BANN,29.66,39.3,590.0
N20000650,Banbridge_P1,SOUTH DOWN,20.28,30.0,303.0
N20000651,Banbridge_P2,SOUTH DOWN,48.23,57.9,570.0
N20000652,Banbridge_N4,UPPER BANN,33.43,43.1,442.0
N20000653,Banbridge_L4,SOUTH DOWN,28.59,38.3,520.0
N20000654,Banbridge_N5,NEWRY AND ARMAGH,51.33,61.0,367.0
N20000655,Banbridge_P3,SOUTH DOWN,11.08,20.8,335.0
N20000656,Banbridge_P4,SOUTH DOWN,19.26,29.0,236.0
N20000657,Banbridge_L5,SOUTH DOWN,21.91,31.6,500.0
N20000658,Banbridge_P5,SOUTH DOWN,23.24,32.9,387.0
N20000659,Banbridge_Q1,SOUTH DOWN,38.45,48.1,316.0
N20000660,Banbridge_Q2,SOUTH DOWN,28.17,37.9,485.0
N20000661,Banbridge_Q3,SOUTH DOWN,34.59,44.3,417.0
N20000663,Banbridge_Q5,SOUTH DOWN,32.01,41.7,372.0
N20000664,Cusher_E1,NEWRY AND ARMAGH,11.7,21.4,505.0
N20000665,Cusher_E2,NEWRY AND ARMAGH,14.91,24.6,407.0
N20000666,Cusher_B1,NEWRY AND ARMAGH,10.64,20.3,364.0
N20000667,Cusher_A1,NEWRY AND ARMAGH,16.7,26.4,299.0
N20000668,Cusher_B2,NEWRY AND ARMAGH,15.12,24.8,181.0
N20000669,Cusher_B3,NEWRY AND ARMAGH,13.48,23.2,391.0
N20000670,Cusher_A2,NEWRY AND ARMAGH,12.77,22.5,360.0
N20000671,Cusher_B4,NEWRY AND ARMAGH,12.94,22.6,534.0
N20000672,Cusher_D1,NEWRY AND ARMAGH,14.03,23.7,271.0
N20000674,Cusher_E3,NEWRY AND ARMAGH,18.19,27.9,469.0
N20000675,Cusher_A3,NEWRY AND ARMAGH,11.01,20.7,441.0
N20000677,Cusher_B6,NEWRY AND ARMAGH,10.4,20.1,269.0
N20000678,Cusher_C1,NEWRY AND ARMAGH,13.63,23.3,470.0
N20000679,Cusher_C2,NEWRY AND ARMAGH,13.68,23.4,588.0
N20000680,Cusher_C3,NEWRY AND ARMAGH,14.46,24.2,342.0
N20000681,Cusher_E4,NEWRY AND ARMAGH,13.87,23.6,526.0
N20000682,Cusher_F1,NEWRY AND ARMAGH,16.8,26.5,404.0
N20000684,Cusher_F3,NEWRY AND ARMAGH,18.53,28.2,303.0
N20000685,Cusher_D3,NEWRY AND ARMAGH,18.58,28.3,604.0
N20000686,Cusher_F4,NEWRY AND ARMAGH,16.12,25.8,325.0
N20000687,Cusher_G1,NEWRY AND ARMAGH,13.24,22.9,384.0
N20000688,Cusher_E5,NEWRY AND ARMAGH,19.82,29.5,530.0
N20000689,Cusher_G2,NEWRY AND ARMAGH,15.16,24.8,539.0
N20000690,Cusher_G3,NEWRY AND ARMAGH,12.55,22.2,430.0
N20000691,Cusher_G4,NEWRY AND ARMAGH,12.36,22.0,445.0
N20000692,Cusher_H1,NEWRY AND ARMAGH,25.89,35.6,655.0
N20000693,Cusher_K1,NEWRY AND ARMAGH,15.02,24.7,406.0
N20000694,Cusher_H2,NEWRY AND ARMAGH,18.51,28.2,557.0
N20000695,Cusher_K2,NEWRY AND ARMAGH,14.9,24.6,525.0
N20000696,Cusher_J1,NEWRY AND ARMAGH,28.92,38.6,335.0
N20000697,Cusher_J2,NEWRY AND ARMAGH,14.11,23.8,480.0
N20000698,Cusher_J3,NEWRY AND ARMAGH,24.58,34.3,188.0
N20000699,Cusher_K3,NEWRY AND ARMAGH,28.97,38.7,422.0
N20000700,Cusher_J4,NEWRY AND ARMAGH,16.61,26.3,435.0
N20000701,Cusher_L1,NEWRY AND ARMAGH,54.51,64.2,543.0
N20000702,Cusher_K4,NEWRY AND ARMAGH,56.7,66.4,355.0
N20000703,Cusher_K5,NEWRY AND ARMAGH,13.75,23.4,477.0
N20000705,Cusher_L2,NEWRY AND ARMAGH,46.82,56.5,359.0
N20000706,Cusher_L3,NEWRY AND ARMAGH,64.96,74.6,550.0
N20000707,Cusher_L4,NEWRY AND ARMAGH,64.19,73.9,387.0
N20000708,Cusher_H4,NEWRY AND ARMAGH,27.36,37.0,424.0
N20000709,Cusher_K6,NEWRY AND ARMAGH,51.92,61.6,542.0
N20000710,Cusher_L5,NEWRY AND ARMAGH,57.54,67.2,681.0
N20000711,Oldpark_A1,BELFAST NORTH,12.55,22.2,622.0
N20000712,Oldpark_A2,BELFAST NORTH,56.28,66.0,298.0
N20000713,Oldpark_A3,BELFAST NORTH,39.41,49.1,381.0
N20000714,Oldpark_B1,BELFAST NORTH,14.68,24.4,177.0
N20000715,Oldpark_D1,BELFAST NORTH,66.13,75.8,434.0
N20000716,Oldpark_C1,BELFAST NORTH,17.01,26.7,529.0
N20000717,Oldpark_B2,BELFAST NORTH,11.44,21.1,442.0
N20000718,Oldpark_B3,BELFAST NORTH,13.05,22.7,305.0
N20000719,Oldpark_A4,BELFAST NORTH,64.45,74.1,392.0
N20000720,Oldpark_B4,BELFAST NORTH,9.9,19.6,332.0
N20000721,Oldpark_A5,BELFAST NORTH,26.46,36.1,294.0
N20000722,Oldpark_C2,BELFAST NORTH,18.98,28.7,353.0
N20000723,Oldpark_C3,BELFAST NORTH,15.53,25.2,459.0
N20000725,Oldpark_D3,BELFAST NORTH,61.04,70.7,266.0
N20000726,Oldpark_E1,BELFAST NORTH,39.38,49.1,444.0
N20000727,Oldpark_C4,BELFAST NORTH,15.11,24.8,313.0
N20000728,Oldpark_F1,BELFAST NORTH,15.13,24.8,353.0
N20000729,Oldpark_E2,BELFAST NORTH,14.72,24.4,266.0
N20000730,Oldpark_F2,BELFAST NORTH,16.76,26.5,565.0
N20000731,Oldpark_D4,BELFAST NORTH,52.89,62.6,503.0
N20000732,Oldpark_E3,BELFAST NORTH,61.3,71.0,401.0
N20000733,Oldpark_E4,BELFAST NORTH,54.15,63.8,457.0
N20000734,Oldpark_G1,BELFAST NORTH,64.53,74.2,297.0
N20000735,Oldpark_G2,BELFAST NORTH,64.8,74.5,432.0
N20000736,Oldpark_F3,BELFAST NORTH,17.86,27.5,363.0
N20000737,Oldpark_K1,BELFAST NORTH,16.94,26.6,390.0
N20000738,Oldpark_G3,BELFAST NORTH,57.93,67.6,367.0
N20000739,Oldpark_E5,BELFAST NORTH,15.16,24.8,261.0
N20000740,Oldpark_H1,BELFAST NORTH,62.05,71.7,363.0
N20000741,Oldpark_G4,BELFAST NORTH,62.79,72.5,377.0
N20000742,Oldpark_K2,BELFAST NORTH,19.59,29.3,322.0
N20000743,Oldpark_J1,BELFAST NORTH,55.16,64.9,315.0
N20000744,Oldpark_J2,BELFAST NORTH,22.98,32.7,355.0
N20000745,Oldpark_G5,BELFAST NORTH,56.74,66.4,341.0
N20000746,Oldpark_N1,BELFAST NORTH,62.78,72.5,474.0
N20000747,Oldpark_L1,BELFAST NORTH,59.54,69.2,329.0
N20000748,Oldpark_H2,BELFAST NORTH,64.86,74.6,468.0
N20000749,Oldpark_N2,BELFAST NORTH,59.96,69.7,412.0
N20000750,Oldpark_L2,BELFAST NORTH,61.24,70.9,436.0
N20000751,Oldpark_H3,BELFAST NORTH,63.99,73.7,304.0
N20000752,Oldpark_J3,BELFAST NORTH,64.53,74.2,304.0
N20000753,Oldpark_K3,BELFAST NORTH,65.69,75.4,362.0
N20000754,Oldpark_R1,BELFAST NORTH,56.73,66.4,181.0
N20000755,Oldpark_N3,BELFAST NORTH,64.63,74.3,371.0
N20000756,Oldpark_K4,BELFAST NORTH,62.28,72.0,328.0
N20000757,Oldpark_L3,BELFAST NORTH,56.3,66.0,328.0
N20000758,Oldpark_Q1,BELFAST NORTH,65.12,74.8,417.0
N20000759,Oldpark_R2,BELFAST NORTH,49.72,59.4,307.0
N20000760,Oldpark_P1,BELFAST NORTH,63.16,72.9,322.0
N20000761,Oldpark_L4,BELFAST NORTH,64.86,74.5,383.0
N20000762,Oldpark_P2,BELFAST NORTH,64.69,74.4,294.0
N20000763,Oldpark_L5,BELFAST NORTH,48.57,58.3,251.0
N20000764,Oldpark_R3,BELFAST NORTH,52.62,62.3,310.0
N20000765,Oldpark_Q2,BELFAST NORTH,61.78,71.5,277.0
N20000766,Oldpark_R4,BELFAST NORTH,60.02,69.7,237.0
N20000767,Oldpark_N4,BELFAST NORTH,56.71,66.4,439.0
N20000769,Oldpark_R5,BELFAST NORTH,55.15,64.8,325.0
N20000770,Oldpark_Q3,BELFAST NORTH,54.17,63.9,379.0
N20000771,Oldpark_S1,BELFAST NORTH,61.84,71.5,347.0
N20000772,Oldpark_U1,BELFAST NORTH,52.24,61.9,181.0
N20000774,Oldpark_U2,BELFAST NORTH,56.84,66.5,171.0
N20000775,Oldpark_R6,BELFAST NORTH,57.34,67.0,345.0
N20000776,Oldpark_Q4,BELFAST NORTH,14.25,23.9,401.0
N20000779,Oldpark_T2,BELFAST NORTH,62.98,72.7,285.0
N20000780,Oldpark_S4,BELFAST NORTH,58.79,68.5,157.0
N20000781,Oldpark_T3,BELFAST NORTH,65.11,74.8,346.0
N20000782,Oldpark_S5,BELFAST NORTH,60.86,70.5,329.0
N20000783,Oldpark_U3,BELFAST NORTH,62.09,71.8,447.0
N20000784,Oldpark_T4,BELFAST NORTH,65.62,75.3,275.0
N20000785,Oldpark_U4,BELFAST NORTH,64.88,74.6,380.0
N20000786,Oldpark_U5,BELFAST NORTH,49.55,59.2,237.0
N20000787,Castle_A1,BELFAST NORTH,62.1,71.8,421.0
N20000788,Castle_A2,BELFAST NORTH,60.52,70.2,571.0
N20000789,Castle_A3,BELFAST NORTH,51.93,61.6,398.0
N20000790,Castle_B1,BELFAST NORTH,16.33,26.0,350.0
N20000791,Castle_B2,BELFAST NORTH,44.73,54.4,396.0
N20000792,Castle_B3,BELFAST NORTH,59.51,69.2,345.0
N20000793,Castle_B4,BELFAST NORTH,57.08,66.8,426.0
N20000794,Castle_C1,BELFAST NORTH,60.8,70.5,432.0
N20000795,Castle_C2,BELFAST NORTH,26.35,36.0,530.0
N20000796,Castle_D1,BELFAST NORTH,56.4,66.1,568.0
N20000797,Castle_C3,BELFAST NORTH,43.35,53.0,447.0
N20000798,Castle_E1,BELFAST NORTH,14.17,23.9,422.0
N20000799,Castle_D2,BELFAST NORTH,59.06,68.8,441.0
N20000800,Castle_E2,BELFAST NORTH,17.18,26.9,474.0
N20000801,Castle_E3,BELFAST NORTH,16.05,25.7,409.0
N20000802,Castle_F1,BELFAST NORTH,62.66,72.3,421.0
N20000804,Castle_H1,BELFAST NORTH,49.22,58.9,290.0
N20000805,Castle_G1,BELFAST NORTH,19.39,29.1,444.0
N20000806,Castle_G2,BELFAST NORTH,12.1,21.8,387.0
N20000807,Castle_J1,BELFAST NORTH,55.75,65.4,495.0
N20000808,Castle_D3,BELFAST NORTH,59.82,69.5,401.0
N20000809,Castle_G3,BELFAST NORTH,33.59,43.3,429.0
N20000810,Castle_H2,BELFAST NORTH,58.38,68.1,339.0
N20000811,Castle_H3,BELFAST NORTH,14.01,23.7,514.0
N20000812,Castle_F3,BELFAST NORTH,64.85,74.5,252.0
N20000814,Castle_J2,BELFAST NORTH,51.92,61.6,273.0
N20000815,Castle_J3,BELFAST NORTH,62.25,71.9,313.0
N20000816,Castle_J4,BELFAST NORTH,53.36,63.0,496.0
N20000817,Castle_H5,BELFAST NORTH,46.15,55.8,624.0
N20000818,Castle_L1,BELFAST NORTH,58.75,68.4,358.0
N20000819,Castle_G4,BELFAST NORTH,38.39,48.1,300.0
N20000820,Castle_G5,BELFAST NORTH,11.84,21.5,347.0
N20000821,Castle_K1,BELFAST NORTH,27.86,37.6,275.0
N20000822,Castle_L2,BELFAST NORTH,60.6,70.3,206.0
N20000823,Castle_K2,BELFAST NORTH,29.53,39.2,416.0
N20000824,Castle_L3,BELFAST NORTH,56.29,66.0,505.0
N20000825,Castle_Q1,BELFAST NORTH,42.67,52.4,268.0
N20000826,Castle_N1,BELFAST NORTH,33.83,43.5,269.0
N20000827,Castle_J5,BELFAST NORTH,56.26,66.0,405.0
N20000828,Castle_K3,BELFAST NORTH,19.32,29.0,287.0
N20000829,Castle_K4,BELFAST NORTH,17.94,27.6,279.0
N20000830,Castle_L4,BELFAST NORTH,46.87,56.6,310.0
N20000831,Castle_N2,BELFAST NORTH,61.86,71.6,419.0
N20000832,Castle_N3,BELFAST NORTH,36.4,46.1,253.0
N20000833,Castle_R1,BELFAST NORTH,56.01,65.7,426.0
N20000834,Castle_L5,BELFAST NORTH,16.78,26.5,246.0
N20000835,Castle_P1,BELFAST NORTH,17.08,26.8,570.0
N20000836,Castle_R2,BELFAST NORTH,55.66,65.3,407.0
N20000837,Castle_P2,BELFAST NORTH,13.08,22.8,487.0
N20000838,Castle_R3,BELFAST NORTH,55.55,65.2,384.0
