id,title,provider,bestMatchScore,bestMatchCandidateTitle,titleJaccard,autoDecision,reason
already-on-site-review:1078,WFD River Waterbody Status 2019 - 2024,data.gov.ie,0.36,WFD River Water Bodies ? 2nd Cycle,0.250,publish-new,"low title overlap (jaccard 0.25) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:777,"2015/2016 Surface Water Flood Map 1:20,000 Ireland (ROI) ITM",data.gov.ie,0.35,"Superficial Geology 1:250,000",0.154,publish-new,"low title overlap (jaccard 0.15) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:832,"Groundwater Resources Bedrock Aquifers 1:100,000 Ireland (ROI) ITM",data.gov.ie,0.35,"Superficial Geology 1:250,000",0.154,publish-new,"low title overlap (jaccard 0.15) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:841,"Hydrostratigraphic Rock Unit Groups 1:100,000 Ireland (ROI) ITM",data.gov.ie,0.35,"Superficial Geology 1:250,000",0.154,publish-new,"low title overlap (jaccard 0.15) in ""hold-low-confidence-variant-review""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1087,INSPIRE WFD Register of Protected Areas - Groundwater bodies for Drinking Water,data.gov.ie,0.35,Groundwater Drinking-Water Protected Areas (DWPAs),0.500,escalate,"partial title overlap (jaccard 0.50) in ""hold-low-confidence-variant-review"" — signals ambiguous"
already-on-site-review:1048,2021 NI 3D Coastal Survey - Topographic LiDAR - LiDAR Point Cloud,Open Data NI,0.33,Carriageway and Footway Surface Defects 2021,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1065,Archaeology Seminar Papers,data.gov.ie,0.33,NI Pedestrian Crossings,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1067,Archeology Audio Books,data.gov.ie,0.33,NI Pedestrian Crossings,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1008,Ballinderry River MiniDOT Metrics View,Open Data NI,0.33,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1009,Blackwater River MiniDOT Metrics View,Open Data NI,0.33,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1010,Maine River MiniDOT Metrics View,Open Data NI,0.33,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1011,Moyola River MiniDOT Metrics View,Open Data NI,0.33,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1022,Population Distribution and Movements,data.gov.ie,0.33,CSO Urban Areas 2022,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1076,River Typologies (Abstraction Assessments),data.gov.ie,0.33,Special Protection Areas (SPA),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1097,South Coast Designated Maritime Area Plan: Maritime Areas,data.gov.ie,0.33,Areas of Outstanding Natural Beauty (AONB),0.091,publish-new,"low title overlap (jaccard 0.09) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1064,Topographic LiDAR 4 Band Orthophotgraphy,Open Data NI,0.33,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1103,CatchmentsDataPackage_June2022,Local standalone source,0.33,Dublin ward definitions 1954,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1038,2021 NI 3D Coastal Survey - Pilot Bathymetric LiDAR Survey - LiDAR Point Cloud,Open Data NI,0.31,Carriageway and Footway Surface Defects 2021,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1042,2021 NI 3D Coastal Survey - Topographic LiDAR - Digital Surface Model,Open Data NI,0.31,NI Road Surface Defects 2021,0.182,publish-new,"low title overlap (jaccard 0.18) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1043,2021 NI 3D Coastal Survey - Topographic LiDAR - Digital Surface Model,Open Data NI,0.31,NI Road Surface Defects 2021,0.182,publish-new,"low title overlap (jaccard 0.18) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1044,2021 NI 3D Coastal Survey - Topographic LiDAR - Digital Surface Model,Open Data NI,0.31,NI Road Surface Defects 2021,0.182,publish-new,"low title overlap (jaccard 0.18) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1084,INSPIRE Water Framework Directive Lake Waterbodies - HVD,data.gov.ie,0.31,NIEA Local Management Areas,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1057,NI First Order Coastal Cell Delineation,Open Data NI,0.31,NI Poultry Holdings (April 2019),0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1012,Six Mile River MiniDOT Metrics View,Open Data NI,0.31,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1013,Upper Bann River MiniDOT Metrics View,Open Data NI,0.31,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:943,Urban Waste Water Treatment Area Boundaries for areas with a population equivalent of more than 500.,data.gov.ie,0.29,Surface Drinking-Water Protected Areas,0.143,publish-new,"low title overlap (jaccard 0.14) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1027,Habitat 1170 - Reefs - Inventory 2024,data.gov.ie,0.27,Townlands 1844 source files,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1073,OSPAR Common Indicator BH3 ? Extent of Physical Damage to Predominant and Species Habitat (D6-C2): Disturbance,data.gov.ie,0.27,Special Areas of Conservation (SAC),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1045,2021 NI 3D Coastal Survey - Topographic LiDAR - Digital Terrain Model,Open Data NI,0.25,NI Poultry Holdings (April 2019),0.083,publish-new,"low title overlap (jaccard 0.08) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1046,2021 NI 3D Coastal Survey - Topographic LiDAR - Digital Terrain Model,Open Data NI,0.25,NI Poultry Holdings (April 2019),0.083,publish-new,"low title overlap (jaccard 0.08) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1047,2021 NI 3D Coastal Survey - Topographic LiDAR - Digital Terrain Model,Open Data NI,0.25,NI Poultry Holdings (April 2019),0.083,publish-new,"low title overlap (jaccard 0.08) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1049,2021 NI 3D Coastal Survey - Topographic LiDAR - Orthophotography Colour Infrared,Open Data NI,0.25,Tellus Rural Soil (A Horizon ? Aqua Regia Digest),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1050,2021 NI 3D Coastal Survey - Topographic LiDAR - Orthophotography Natural Colour,Open Data NI,0.25,World Heritage Site,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1051,2021 NI 3D Coastal Survey - Topographic LiDAR - Orthophotography Natural Colour,Open Data NI,0.25,World Heritage Site,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1052,2021 NI 3D Coastal Survey - Topographic LiDAR - Orthophotography Natural Colour,Open Data NI,0.25,World Heritage Site,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1105,"CE11001 Climate change oceanography, biogeochemistry and geology sections survey",data.gov.ie,0.25,Tellus Airborne Survey ? Flight Lines,0.083,publish-new,"low title overlap (jaccard 0.08) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1107,CE16002 Ocean Climate Sections and Geology Survey Galway Bay,data.gov.ie,0.25,Tellus Airborne Survey ? Flight Lines,0.083,publish-new,"low title overlap (jaccard 0.08) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1082,Herring Spawning Areas,data.gov.ie,0.25,Areas of Special Scientific Interest (ASSI) source files,0.111,publish-new,"low title overlap (jaccard 0.11) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1109,Main Coastal City or Town,data.gov.ie,0.25,World Heritage Site,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1074,OSPAR Common Indicator BH3 ? Extent of Physical Damage to Predominant and Species Habitat (D6-C2): Pressure Analysis,data.gov.ie,0.25,Special Areas of Conservation (SAC),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1035,2021 NI 3D Coastal Survey - Pilot Bathymetric LiDAR - Orthophotography Natural Colour,Open Data NI,0.24,World Heritage Site,0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1036,2021 NI 3D Coastal Survey - Pilot Bathymetric LiDAR Survey - Digital Terrain Model,Open Data NI,0.24,NI Poultry Holdings (April 2019),0.077,publish-new,"low title overlap (jaccard 0.08) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1037,2021 NI 3D Coastal Survey - Pilot Bathymetric LiDAR Survey - Digital Terrain Model,Open Data NI,0.24,NI Poultry Holdings (April 2019),0.077,publish-new,"low title overlap (jaccard 0.08) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1039,2021 NI 3D Coastal Survey - Satellite Derived Bathymetry - Digital Terrain Model,Open Data NI,0.24,Tellus Rural Soil (A Horizon ? Aqua Regia Digest),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1040,2021 NI 3D Coastal Survey - Satellite Derived Bathymetry - Digital Terrain Model,Open Data NI,0.24,Tellus Rural Soil (A Horizon ? Aqua Regia Digest),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1041,2021 NI 3D Coastal Survey - Satellite Derived Bathymetry - Digital Terrain Model,Open Data NI,0.24,Tellus Rural Soil (A Horizon ? Aqua Regia Digest),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1075,OSPAR Common Indicator BH3 ? Extent of Physical Damage to Predominant and Species Habitat (D6-C2): Sensitivity Analysis,data.gov.ie,0.24,Special Areas of Conservation (SAC),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1081,EMFF National Sediment Sampling & Seabed Imagery Catalogue,data.gov.ie,0.23,Tellus Stream Sediments (Regional XRF),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1101,VERSION SUPERSEDED: Atlas of Commercial Fisheries around Ireland second edition,data.gov.ie,0.23,OSNI Historical Six-Inch Maps ? Edition 2 (1838?1862),0.059,publish-new,"low title overlap (jaccard 0.06) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1102,VERSION SUPERSEDED: Atlas of Commercial Fisheries around Ireland second edition,data.gov.ie,0.23,OSNI Historical Six-Inch Maps ? Edition 2 (1838?1862),0.059,publish-new,"low title overlap (jaccard 0.06) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1055,March 2022 - North Coast Post-Storm Survey -  LiDAR Point Cloud,Open Data NI,0.22,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1056,March 2022 - North Coast Post-Storm Survey - Orthophotography Natural Colour,Open Data NI,0.22,NI Poultry Holdings (April 2019),0.000,publish-new,"low title overlap (jaccard 0.00) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
already-on-site-review:1058,NI Water AIR21 PPP Reporting 2020 2021,Open Data NI,0.22,NI Road Surface Defects 2020,0.125,publish-new,"low title overlap (jaccard 0.13) in ""hold-context-overlap""; tool: context/low-confidence not enough for a dupe"
