id,roiGroup,provider,organisation,category,title,cleanTitle,jurisdiction,topic,featureUnit,formats,proposedAction,proposedPlacement,runtimeDesired,runtimeConversion,confidence,bestExistingMatchType,bestExistingMatchId,bestExistingMatchTitle,bestExistingMatchScore,bestExistingMatchStillPresent,residualBlockerCount,residualBlockers,resolvedBlockers,currentProviderUrl,waybackUrl,sourcePlacement,sourceProvenanceDraft,approvalState
medium-prep:5-local-authority-planning-property-open-data-layers:bring-banks-dlr:00431,5. Local authority planning/property/open-data layers,data.gov.ie,Dún Laoghaire-Rathdown County Council,spatial,Bring Banks DLR,Bring Banks DLR,Northern Ireland,source-data,features,CSV|GEOJSON|SHP,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,"local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",https://data.gov.ie/dataset/bring-banks-dlr,https://web.archive.org/web/*/https://data.gov.ie/dataset/bring-banks-dlr,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,"Dún Laoghaire-Rathdown County Council | Bring Banks DLR | formats: CSV, GEOJSON, SHP | current URL: https://data.gov.ie/dataset/bring-banks-dlr | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review
medium-prep:5-local-authority-planning-property-open-data-layers:bring-banks-locations-fcc1:00432,5. Local authority planning/property/open-data layers,data.gov.ie,Fingal County Council,spatial,Bring Banks Locations FCC,Bring Banks Locations FCC,Ireland / unspecified,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",https://data.gov.ie/dataset/bring-banks-locations-fcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/bring-banks-locations-fcc1,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Fingal County Council | Bring Banks Locations FCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/bring-banks-locations-fcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review
medium-prep:5-local-authority-planning-property-open-data-layers:bring-centre-network-sdcc:00433,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,spatial,Bring Centre Network SDCC,Bring Centre Network SDCC,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",https://data.gov.ie/dataset/bring-centre-network-sdcc,https://web.archive.org/web/*/https://data.gov.ie/dataset/bring-centre-network-sdcc,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"South Dublin County Council | Bring Centre Network SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/bring-centre-network-sdcc | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review
medium-prep:5-local-authority-planning-property-open-data-layers:bulb-areas:00434,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,spatial,Bulb Areas,Bulb Areas,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",https://data.gov.ie/dataset/bulb-areas,https://web.archive.org/web/*/https://data.gov.ie/dataset/bulb-areas,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"South Dublin County Council | Bulb Areas | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/bulb-areas | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review
medium-prep:5-local-authority-planning-property-open-data-layers:burial-grounds-dlr:00435,5. Local authority planning/property/open-data layers,data.gov.ie,Dún Laoghaire-Rathdown County Council,spatial,Burial Grounds DLR,Burial Grounds DLR,Northern Ireland,source-data,features,CSV|GEOJSON|ZIP,enrich-existing-source,Existing Browse/Books/Tables source metadata,metadata/source page,No runtime conversion required unless structured values are later extracted.,50,,,,,false,0,,"already-on-site-exact-or-strong-match: publication policy assigned | large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",https://data.gov.ie/dataset/burial-grounds-dlr,https://web.archive.org/web/*/https://data.gov.ie/dataset/burial-grounds-dlr,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Dún Laoghaire-Rathdown County Council | Burial Grounds DLR | formats: CSV, GEOJSON, ZIP | current URL: https://data.gov.ie/dataset/burial-grounds-dlr | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:burial-grounds-map-fcc2:00436,5. Local authority planning/property/open-data layers,data.gov.ie,Fingal County Council,spatial,Burial Grounds Map FCC,Burial Grounds Map FCC,Ireland / unspecified,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",https://data.gov.ie/dataset/burial-grounds-map-fcc2,https://web.archive.org/web/*/https://data.gov.ie/dataset/burial-grounds-map-fcc2,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Fingal County Council | Burial Grounds Map FCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/burial-grounds-map-fcc2 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review
medium-prep:5-local-authority-planning-property-open-data-layers:burial-grounds-sdcc:00437,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,spatial,Burial Grounds SDCC,Burial Grounds SDCC,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",https://data.gov.ie/dataset/burial-grounds-sdcc,https://web.archive.org/web/*/https://data.gov.ie/dataset/burial-grounds-sdcc,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"South Dublin County Council | Burial Grounds SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/burial-grounds-sdcc | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review
medium-prep:5-local-authority-planning-property-open-data-layers:calisthenics-sdcc1:00438,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,spatial,Calisthenics SDCC,Calisthenics SDCC,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,1,duplicate-or-variant-review: no existing match candidate,"large-or-special-format-review: normal source package; no special-format hold | local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",https://data.gov.ie/dataset/calisthenics-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/calisthenics-sdcc1,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"South Dublin County Council | Calisthenics SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/calisthenics-sdcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review
medium-prep:5-local-authority-planning-property-open-data-layers:car-parking-locations-roscommon6:00439,5. Local authority planning/property/open-data layers,data.gov.ie,Roscommon County Council,spatial,Car Parking Locations - Roscommon,Car Parking Locations - Roscommon,Ireland / unspecified,transport-public-asset,parking assets,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-special-format,Books/Tables/Sources source/download record,download/source viewport first,Do not convert until size/format review approves an interactive derivative.,45,,,,,false,2,duplicate-or-variant-review: no existing match candidate | large-or-special-format-review: size/format decision remains before runtime publication,"local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",https://data.gov.ie/dataset/car-parking-locations-roscommon6,https://web.archive.org/web/*/https://data.gov.ie/dataset/car-parking-locations-roscommon6,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Roscommon County Council | Car Parking Locations - Roscommon | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/car-parking-locations-roscommon6 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review
medium-prep:5-local-authority-planning-property-open-data-layers:castlerea-lap-2012-2018-expired-roscommon7:00440,5. Local authority planning/property/open-data layers,data.gov.ie,Roscommon County Council,spatial,Castlerea LAP 2012-2018 (Expired) - Roscommon,Castlerea LAP 2012-2018 (Expired) - Roscommon,Ireland / unspecified,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-special-format,Books/Tables/Sources source/download record,download/source viewport first,Do not convert until size/format review approves an interactive derivative.,45,,,,,false,2,duplicate-or-variant-review: no existing match candidate | large-or-special-format-review: size/format decision remains before runtime publication,"local-authority-duplication-and-topic-placement: batched by council/provider for approval | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",https://data.gov.ie/dataset/castlerea-lap-2012-2018-expired-roscommon7,https://web.archive.org/web/*/https://data.gov.ie/dataset/castlerea-lap-2012-2018-expired-roscommon7,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Roscommon County Council | Castlerea LAP 2012-2018 (Expired) - Roscommon | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/castlerea-lap-2012-2018-expired-roscommon7 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review
