SA2011,catholic_bg_pct,proj_unity_pct,provenance
N00001637,9.1,21.5,modelled
N00001638,6.3,19.9,modelled
N00001639,5.0,19.3,modelled
N00001640,0.5,15.7,modelled
N00001641,14.4,26.0,modelled
N00001642,7.4,20.2,modelled
N00001643,19.3,30.9,modelled
N00001644,13.7,26.8,modelled
N00001645,12.0,24.6,modelled
N00001646,17.0,27.9,modelled
N00001647,4.8,18.5,modelled
N00001648,9.5,22.8,modelled
N00001649,8.4,22.2,modelled
N00001650,6.2,23.2,modelled
N00001651,5.7,21.0,modelled
N00001652,4.3,19.1,modelled
N00001653,5.2,20.0,modelled
N00001654,8.8,23.5,modelled
N00001655,13.2,25.7,modelled
N00001656,12.4,22.5,modelled
N00001657,15.1,25.2,modelled
N00001658,14.4,25.3,modelled
N00001659,2.8,16.9,modelled
N00001660,7.8,20.6,modelled
N00001661,9.4,22.5,modelled
N00001662,9.2,22.3,modelled
N00001663,8.5,21.8,modelled
N00001664,9.2,23.8,modelled
N00001665,8.6,23.4,modelled
N00001666,5.0,18.7,modelled
N00001667,4.3,18.8,modelled
N00001668,4.1,18.6,modelled
N00001669,4.6,19.8,modelled
N00001670,2.7,20.0,modelled
N00001671,4.3,20.8,modelled
N00001672,7.9,23.9,modelled
N00001673,6.9,21.1,modelled
N00001674,7.3,22.1,modelled
N00001675,8.6,22.4,modelled
N00001676,1.9,19.1,modelled
N00001677,5.8,20.2,modelled
N00001678,3.4,19.5,modelled
N00001679,10.9,24.5,modelled
N00001680,6.1,21.7,modelled
N00001681,5.3,20.1,modelled
N00001682,13.3,25.7,modelled
N00001683,10.3,23.6,modelled
N00001684,6.7,21.8,modelled
N00001685,4.2,20.0,modelled
N00001686,9.3,24.0,modelled
N00001687,2.9,17.9,modelled
N00001688,5.3,19.8,modelled
N00001689,11.4,25.1,modelled
N00001690,9.9,22.9,modelled
N00001691,3.6,19.8,modelled
N00001692,3.9,20.7,modelled
N00001693,13.8,25.0,modelled
N00001694,9.6,22.3,modelled
N00001695,16.4,27.8,modelled
N00001696,12.1,24.6,modelled
N00001697,9.1,23.2,modelled
N00001698,17.8,29.2,modelled
N00001699,27.6,34.0,modelled
N00001700,10.4,23.6,modelled
N00001701,24.7,33.8,modelled
N00001702,17.8,28.5,modelled
N00001703,14.0,26.1,modelled
N00001704,13.6,24.8,modelled
N00001705,16.2,27.7,modelled
N00001706,8.4,22.1,modelled
N00001707,8.9,23.2,modelled
N00001708,12.0,25.3,modelled
N00001709,11.9,24.7,modelled
N00001710,11.1,22.8,modelled
N00001711,10.5,24.3,modelled
N00001712,6.2,20.9,modelled
N00001713,13.5,24.1,modelled
N00001714,4.5,21.5,modelled
N00001715,3.5,20.1,modelled
N00001716,9.9,23.6,modelled
N00001717,4.0,18.6,modelled
N00001718,8.0,21.3,modelled
N00001719,2.2,23.0,modelled
N00001720,3.1,20.1,modelled
N00001721,3.2,19.6,modelled
N00001722,4.5,21.4,modelled
N00001723,7.6,21.8,modelled
N00001724,5.3,22.5,modelled
N00001725,4.6,19.9,modelled
N00001726,14.4,26.2,modelled
N00001727,9.0,21.4,modelled
N00001728,4.8,21.2,modelled
N00001729,9.3,22.9,modelled
N00001730,11.2,22.8,modelled
N00001731,9.7,23.2,modelled
N00001732,9.6,23.1,modelled
N00001733,14.5,27.6,modelled
N00001734,5.9,20.5,modelled
N00001735,4.9,19.5,modelled
N00001736,11.1,22.0,modelled
N00001737,13.4,27.0,modelled
N00001738,22.4,32.1,modelled
N00001739,15.3,27.0,modelled
N00001740,17.9,27.8,modelled
N00001741,16.2,28.1,modelled
N00001742,24.9,35.1,modelled
N00001743,22.3,32.1,modelled
N00001744,6.2,20.1,modelled
N00001745,4.5,20.8,modelled
N00001746,6.8,20.1,modelled
N00001747,8.1,22.1,modelled
N00001748,5.0,19.7,modelled
N00001749,3.7,18.1,modelled
N00001750,3.5,19.1,modelled
N00001751,3.5,19.1,modelled
N00001752,4.0,18.7,modelled
N00001753,6.9,22.5,modelled
N00001754,9.3,22.3,modelled
N00001755,3.4,17.6,modelled
N00001756,1.8,17.5,modelled
N00001757,8.2,21.6,modelled
N00001758,4.0,18.1,modelled
N00001759,3.8,18.4,modelled
N00001760,51.2,49.4,modelled
N00001761,50.7,48.7,modelled
N00001762,6.5,22.9,modelled
N00001763,34.0,38.7,modelled
N00001764,4.3,18.8,modelled
N00001765,24.1,31.9,modelled
N00001766,5.5,20.5,modelled
N00001767,46.8,46.3,modelled
N00001768,55.7,51.8,modelled
N00001769,44.4,46.2,modelled
N00001770,58.0,54.1,modelled
N00001771,49.2,48.2,modelled
N00001772,35.3,39.0,modelled
N00001773,28.4,35.2,modelled
N00001774,44.8,45.3,modelled
N00001775,49.5,48.2,modelled
N00001776,48.6,48.5,modelled
N00001777,45.5,45.4,modelled
N00001778,2.9,19.1,modelled
N00001779,5.1,19.9,modelled
N00001780,5.3,21.0,modelled
N00001781,4.7,19.4,modelled
N00001782,2.8,18.4,modelled
N00001783,7.8,20.5,modelled
N00001784,4.3,20.6,modelled
N00001785,1.4,18.3,modelled
N00001786,4.7,19.0,modelled
N00001787,0.7,17.6,modelled
N00001788,4.8,21.6,modelled
N00001789,7.8,22.8,modelled
N00001790,50.4,47.9,modelled
N00001791,69.0,60.0,modelled
N00001792,67.5,60.2,modelled
N00001793,64.7,56.9,modelled
N00001794,25.5,32.4,modelled
N00001795,49.4,48.9,modelled
N00001796,44.9,45.3,modelled
N00001797,45.2,45.4,modelled
N00001798,53.2,51.9,modelled
N00001799,23.2,30.5,modelled
N00001800,43.4,44.1,modelled
N00001801,58.8,54.5,modelled
N00001802,64.7,57.9,modelled
N00001803,34.8,38.4,modelled
N00001804,44.5,44.6,modelled
N00001805,51.3,49.5,modelled
N00001806,7.1,22.9,modelled
N00001807,28.1,36.5,modelled
N00001808,6.8,21.5,modelled
N00001809,3.9,20.1,modelled
N00001810,5.2,20.8,modelled
N00001811,3.2,19.3,modelled
N00001812,6.2,20.7,modelled
N00001813,8.3,20.4,modelled
N00001814,12.0,24.0,modelled
N00001815,10.4,24.7,modelled
N00001816,7.8,20.9,modelled
N00001817,10.8,24.0,modelled
N00001818,11.3,23.5,modelled
N00001819,12.9,26.4,modelled
N00001820,10.2,21.5,modelled
N00001821,17.0,28.0,modelled
N00001822,7.8,22.2,modelled
N00001823,9.4,22.5,modelled
N00001824,5.5,20.4,modelled
N00001825,5.4,20.6,modelled
N00001826,2.6,18.7,modelled
N00001827,6.9,21.5,modelled
N00001828,9.3,23.0,modelled
N00001829,4.2,21.0,modelled
N00001830,3.3,20.6,modelled
N00001831,3.9,19.4,modelled
N00001832,2.0,17.8,modelled
N00001833,4.0,19.3,modelled
N00001834,0.4,17.6,modelled
N00001835,1.7,18.9,modelled
N00001836,7.7,22.1,modelled
N00001837,5.5,19.9,modelled
N00001838,1.3,17.7,modelled
N00001839,50.5,47.9,modelled
N00001840,51.3,49.1,modelled
N00001841,54.2,52.2,modelled
N00001842,43.0,42.9,modelled
N00001843,47.9,46.9,modelled
N00001844,43.8,44.2,modelled
N00001845,42.8,44.1,modelled
N00001846,36.6,39.1,modelled
N00001847,7.3,20.0,modelled
N00001848,6.7,20.6,modelled
N00001849,8.6,21.8,modelled
N00001850,7.9,22.4,modelled
N00001851,9.2,22.7,modelled
N00001852,11.5,22.9,modelled
N00001853,14.2,26.1,modelled
N00001854,0.9,17.2,modelled
N00001855,8.9,22.6,modelled
N00001856,12.1,24.5,modelled
N00001857,8.6,22.9,modelled
N00001858,3.4,18.7,modelled
N00001859,1.9,18.6,modelled
N00001860,1.0,17.3,modelled
N00001861,4.1,21.3,modelled
N00001862,12.1,25.5,modelled
N00001863,9.2,22.8,modelled
N00001864,42.3,43.2,modelled
N00001865,43.4,43.1,modelled
N00001866,13.1,24.7,modelled
N00001867,23.7,32.0,modelled
N00001868,6.7,20.0,modelled
N00001869,17.1,26.8,modelled
N00001870,43.3,44.2,modelled
N00001871,48.5,48.7,modelled
N00001872,53.9,53.2,modelled
N00001873,56.3,53.3,modelled
N00001874,48.7,47.4,modelled
N00001875,41.9,42.4,modelled
N00001876,50.0,47.9,modelled
N00001877,39.4,39.9,modelled
N00001878,30.9,35.7,modelled
N00001879,38.6,42.4,modelled
N00001880,4.5,19.3,modelled
N00001881,5.5,19.8,modelled
N00001882,10.0,22.5,modelled
N00001883,2.1,19.0,modelled
N00001884,4.2,18.4,modelled
N00001885,2.6,18.0,modelled
N00001886,3.0,18.7,modelled
N00001887,4.8,20.6,modelled
N00001888,4.2,19.6,modelled
N00001889,0.0,17.5,modelled
N00001890,6.8,21.5,modelled
N00001891,6.7,21.0,modelled
N00001892,5.7,19.2,modelled
N00001893,5.9,20.4,modelled
N00001894,5.6,19.9,modelled
N00001895,6.4,20.0,modelled
N00001896,13.4,24.5,modelled
N00001897,6.0,19.6,modelled
N00001898,6.8,21.4,modelled
N00001899,5.9,21.8,modelled
N00001900,17.1,26.9,modelled
N00001901,6.1,19.7,modelled
N00001902,7.5,21.2,modelled
N00001903,55.7,51.7,modelled
N00001904,18.1,27.9,modelled
N00001905,3.7,18.4,modelled
N00001906,4.5,18.3,modelled
N00001907,4.5,19.1,modelled
N00001908,2.5,17.7,modelled
N00001909,2.1,18.2,modelled
N00001910,1.3,16.6,modelled
N00001911,19.0,29.0,modelled
N00001912,40.4,42.9,modelled
N00001913,32.5,37.1,modelled
N00001914,42.6,43.5,modelled
N00001915,49.2,48.0,modelled
N00001916,34.5,38.9,modelled
N00001917,37.8,41.3,modelled
N00001918,47.8,47.1,modelled
N00001919,7.4,21.5,modelled
N00001920,1.8,17.9,modelled
N00001921,1.1,16.9,modelled
N00001922,4.7,19.0,modelled
N00001923,5.1,20.5,modelled
N00001924,6.5,22.2,modelled
N00001925,1.5,17.4,modelled
N00001926,0.0,18.8,modelled
N00001927,4.9,19.8,modelled
N00001928,6.9,21.5,modelled
N00001929,13.6,24.7,modelled
N00001930,3.2,18.8,modelled
N00001931,3.4,19.6,modelled
N00001932,3.6,18.1,modelled
N00001933,7.2,21.0,modelled
N00001934,3.0,18.9,modelled
N00001935,36.0,40.5,modelled
N00001936,64.8,56.9,modelled
N00001937,64.5,57.9,modelled
N00001938,3.2,20.8,modelled
N00001939,23.0,32.0,modelled
N00001940,66.9,58.9,modelled
N00001941,55.3,51.2,modelled
N00001942,10.6,23.3,modelled
N00001943,40.1,40.9,modelled
N00001944,12.1,23.0,modelled
N00001945,31.8,35.1,modelled
N00001946,36.9,38.5,modelled
N00001947,11.7,23.9,modelled
N00001948,30.1,36.4,modelled
N00001949,33.0,37.0,modelled
N00001950,31.7,35.8,modelled
N00001951,32.8,37.1,modelled
N00001952,39.5,40.9,modelled
N00001953,25.0,32.6,modelled
N00001954,25.2,31.5,modelled
N00001955,25.3,33.6,modelled
N00001956,9.2,24.2,modelled
N00001957,10.5,23.3,modelled
N00001958,11.7,24.4,modelled
N00001959,9.2,23.1,modelled
N00001960,10.7,25.4,modelled
N00001961,16.9,27.8,modelled
N00001962,24.9,32.4,modelled
N00001963,11.4,24.9,modelled
N00001964,12.6,25.3,modelled
N00001965,13.2,24.2,modelled
N00001966,12.0,23.0,modelled
N00001967,26.5,32.8,modelled
N00001968,14.7,25.3,modelled
N00001969,16.9,26.4,modelled
N00001970,24.2,30.7,modelled
N00001971,12.9,23.9,modelled
N00001972,13.6,24.8,modelled
N00001973,33.3,37.3,modelled
N00001974,27.9,35.7,modelled
N00001975,32.4,37.1,modelled
N00001976,27.9,33.0,modelled
N00001977,28.3,35.1,modelled
N00001978,18.4,27.0,modelled
N00001979,36.1,38.7,modelled
N00001980,59.1,53.7,modelled
N00001981,27.8,33.9,modelled
N00001982,36.2,39.1,modelled
N00001983,40.4,42.5,modelled
N00001984,42.0,43.5,modelled
N00001985,44.8,45.1,modelled
N00001986,25.9,32.0,modelled
N00001987,21.5,30.2,modelled
N00001988,26.5,33.2,modelled
N00001989,16.3,27.5,modelled
N00001990,22.2,30.5,modelled
N00001991,17.2,27.7,modelled
N00001992,23.2,31.7,modelled
N00001993,22.1,29.1,modelled
N00001994,17.2,27.4,modelled
N00001995,8.7,21.8,modelled
N00001996,11.3,22.3,modelled
N00001997,13.9,24.2,modelled
N00001998,32.4,36.7,modelled
N00001999,34.4,39.6,modelled
N00002000,25.1,32.6,modelled
N00002001,4.5,18.3,modelled
N00002002,6.7,19.1,modelled
N00002003,4.5,18.5,modelled
N00002004,6.2,19.6,modelled
N00002005,8.6,20.0,modelled
N00002006,8.2,20.6,modelled
N00002007,5.4,17.8,modelled
N00002008,22.5,30.0,modelled
N00002009,28.7,33.8,modelled
N00002010,47.5,45.8,modelled
N00002011,63.7,56.0,modelled
N00002012,90.2,72.5,modelled
N00002013,17.2,26.3,modelled
N00002014,22.7,31.0,modelled
N00002015,23.6,30.9,modelled
N00002016,23.0,31.3,modelled
N00002017,13.2,23.5,modelled
N00002018,23.4,31.6,modelled
N00002019,21.7,29.3,modelled
N00002020,22.7,29.9,modelled
N00002021,35.9,38.9,modelled
N00002022,71.2,60.8,modelled
N00002023,75.6,63.2,modelled
N00002024,71.9,61.9,modelled
N00002025,71.8,60.8,modelled
N00002026,78.0,65.1,modelled
N00002027,70.2,60.0,modelled
N00002028,19.0,29.1,modelled
N00002029,21.5,30.3,modelled
N00002030,2.4,17.8,modelled
N00002031,19.4,29.3,modelled
N00002032,19.8,28.6,modelled
N00002033,22.9,29.5,modelled
N00002034,11.5,22.8,modelled
N00002035,24.0,31.8,modelled
N00002036,23.7,30.5,modelled
N00002037,13.9,24.6,modelled
N00002038,7.1,20.4,modelled
N00002039,4.6,17.8,modelled
N00002040,8.5,21.0,modelled
N00002041,5.9,19.5,modelled
N00002042,33.5,36.2,modelled
N00002043,37.7,41.6,modelled
N00002044,35.5,38.4,modelled
N00002045,29.6,34.8,modelled
N00002046,15.6,24.6,modelled
N00002047,38.3,39.8,modelled
N00002048,27.7,34.3,modelled
N00002049,29.8,34.1,modelled
N00002050,29.1,34.2,modelled
N00002051,39.8,41.6,modelled
N00002052,28.6,37.1,modelled
N00002053,23.7,31.5,modelled
N00002054,20.0,28.5,modelled
N00002055,86.2,70.0,modelled
N00002056,3.6,18.3,modelled
N00002057,44.6,44.0,modelled
N00002058,80.2,66.9,modelled
N00002059,35.0,37.5,modelled
N00002060,27.9,34.2,modelled
N00002061,26.0,33.1,modelled
N00002062,24.8,31.2,modelled
N00002063,31.8,36.5,modelled
N00002064,42.3,43.7,modelled
N00002065,41.1,41.6,modelled
N00002066,27.5,33.3,modelled
N00002067,43.4,44.8,modelled
N00002068,51.2,47.8,modelled
N00002069,15.9,26.7,modelled
N00002070,19.0,28.7,modelled
N00002071,21.2,28.7,modelled
N00002072,17.3,26.9,modelled
N00002073,38.2,39.1,modelled
N00002074,25.1,31.8,modelled
N00002075,19.3,27.9,modelled
N00002076,26.5,32.9,modelled
N00002077,18.3,26.2,modelled
N00002078,12.0,24.6,modelled
N00002079,26.1,32.8,modelled
N00002080,15.3,25.5,modelled
N00002081,26.2,32.6,modelled
N00002082,27.4,36.4,modelled
N00002083,22.9,30.5,modelled
N00002084,23.1,32.3,modelled
N00002085,18.7,28.7,modelled
N00002086,22.4,30.4,modelled
N00002087,42.4,42.7,modelled
N00002088,39.0,42.0,modelled
N00002089,16.3,25.8,modelled
N00002090,94.4,75.4,modelled
N00002091,95.7,76.0,modelled
N00002092,95.7,76.0,modelled
N00002093,93.6,74.7,modelled
N00002094,22.6,30.2,modelled
N00002095,72.0,60.9,modelled
N00002096,18.5,27.9,modelled
N00002097,30.1,34.6,modelled
N00002098,88.4,71.3,modelled
N00002099,94.1,74.8,modelled
N00002100,93.3,75.3,modelled
N00002101,89.3,72.3,modelled
N00002102,94.9,75.7,modelled
N00002103,75.2,64.2,modelled
N00002104,75.4,64.0,modelled
N00002105,71.5,61.9,modelled
N00002106,64.8,56.9,modelled
N00002107,79.4,67.4,modelled
N00002108,92.9,75.1,modelled
N00002109,94.3,75.1,modelled
N00002110,95.7,76.3,modelled
N00002111,82.9,68.2,modelled
N00002112,89.5,72.2,modelled
N00002113,63.3,55.7,modelled
N00002114,45.4,44.1,modelled
N00002115,51.4,47.8,modelled
N00002116,14.1,25.6,modelled
N00002117,63.2,55.9,modelled
N00002118,61.6,55.3,modelled
N00002119,86.3,70.7,modelled
N00002120,19.9,27.2,modelled
N00002121,44.7,43.9,modelled
N00002122,59.5,53.2,modelled
N00002123,40.6,40.9,modelled
N00002124,35.3,37.3,modelled
N00002125,36.9,39.0,modelled
N00002126,44.6,44.1,modelled
N00002127,44.7,43.9,modelled
N00002128,28.7,33.8,modelled
N00002129,41.3,42.1,modelled
N00002130,64.8,57.7,modelled
N00002131,32.4,36.0,modelled
N00002132,80.1,66.9,modelled
N00002133,23.4,30.6,modelled
N00002134,21.0,28.4,modelled
N00002135,55.8,50.8,modelled
N00002136,28.4,34.2,modelled
N00002137,12.0,23.5,modelled
N00002138,73.2,61.2,modelled
N00002139,46.1,45.7,modelled
N00002140,14.6,25.4,modelled
N00002141,1.3,16.0,modelled
N00002142,6.4,21.4,modelled
N00002143,82.5,68.0,modelled
N00002144,88.3,71.6,modelled
N00002145,59.4,53.2,modelled
N00002146,82.6,67.5,modelled
N00002147,91.1,73.4,modelled
N00002148,25.6,31.8,modelled
N00002149,12.0,23.7,modelled
N00002150,11.6,22.3,modelled
N00002151,16.9,26.2,modelled
N00002152,20.4,28.6,modelled
N00002153,18.7,26.9,modelled
N00002154,18.0,26.9,modelled
N00002155,50.9,47.7,modelled
N00002156,66.1,56.9,modelled
N00002157,88.0,71.1,modelled
N00002158,74.9,63.1,modelled
N00002159,49.1,47.2,modelled
N00002160,67.2,58.0,modelled
N00002161,58.7,52.3,modelled
N00002162,68.9,59.2,modelled
N00002163,82.4,68.1,modelled
N00002164,88.6,71.3,modelled
N00002165,76.2,64.9,modelled
N00002166,62.5,55.6,modelled
N00002167,71.3,60.6,modelled
N00002168,71.7,60.8,modelled
N00002169,72.4,62.7,modelled
N00002170,89.8,72.7,modelled
N00002171,93.8,75.3,modelled
N00002172,90.3,73.9,modelled
N00002173,52.1,49.7,modelled
N00002174,77.5,65.0,modelled
N00002175,91.9,74.2,modelled
N00002176,90.5,73.5,modelled
N00002177,73.7,63.1,modelled
N00002178,92.8,74.9,modelled
N00002179,23.8,32.5,modelled
N00002180,33.2,35.6,modelled
N00002181,12.1,24.1,modelled
N00002182,13.0,23.2,modelled
N00002183,39.6,42.4,modelled
N00002184,20.9,31.1,modelled
N00002185,36.4,40.7,modelled
N00002186,33.6,38.6,modelled
N00002187,43.4,44.2,modelled
N00002188,4.7,20.5,modelled
N00002189,4.3,19.0,modelled
N00002190,9.6,24.5,modelled
N00002191,13.6,25.0,modelled
N00002192,9.1,20.9,modelled
N00002193,6.2,20.3,modelled
N00002194,6.4,19.0,modelled
N00002195,25.0,32.5,modelled
N00002196,58.6,52.8,modelled
N00002197,74.9,63.5,modelled
N00002198,85.5,70.2,modelled
N00002199,91.2,73.7,modelled
N00002200,93.4,75.2,modelled
N00002201,90.6,72.8,modelled
N00002202,84.5,68.6,modelled
N00002203,7.8,20.7,modelled
N00002204,17.2,26.5,modelled
N00002205,3.9,19.3,modelled
N00002206,23.4,30.9,modelled
N00002207,30.4,34.9,modelled
N00002208,47.6,48.3,modelled
N00002209,51.2,50.3,modelled
N00002210,27.6,33.5,modelled
N00002211,6.9,20.6,modelled
N00002212,8.9,23.0,modelled
N00002213,18.6,29.1,modelled
N00002214,9.8,21.3,modelled
N00002215,16.6,25.4,modelled
N00002216,6.3,19.9,modelled
N00002217,8.1,20.4,modelled
N00002218,12.8,23.3,modelled
N00002219,3.6,17.9,modelled
N00002220,17.8,27.6,modelled
N00002221,10.0,22.2,modelled
N00002222,27.3,33.7,modelled
N00002223,13.8,26.3,modelled
N00002224,36.4,41.2,modelled
N00002225,7.6,21.5,modelled
N00002226,10.2,23.6,modelled
N00002227,9.2,22.4,modelled
N00002228,6.2,21.8,modelled
N00002229,87.9,72.4,modelled
N00002230,90.0,73.9,modelled
N00002231,84.8,71.3,modelled
N00002232,63.6,56.7,modelled
N00002233,70.8,62.0,modelled
N00002234,74.8,65.0,modelled
N00002235,91.1,74.0,modelled
N00002236,76.8,64.5,modelled
N00002237,90.3,74.4,modelled
N00002238,86.9,71.9,modelled
N00002239,93.4,74.9,modelled
N00002240,91.5,73.9,modelled
N00002241,59.1,53.7,modelled
N00002242,93.8,74.7,modelled
N00002243,79.8,66.4,modelled
N00002244,97.7,77.1,modelled
N00002245,78.0,63.7,modelled
N00002246,97.2,77.2,modelled
N00002247,93.4,75.4,modelled
N00002248,93.8,75.1,modelled
N00002249,94.0,75.5,modelled
N00002250,98.6,77.9,modelled
N00002251,91.1,73.3,modelled
N00002252,77.8,64.9,modelled
N00002253,93.1,74.4,modelled
N00002254,82.8,68.7,modelled
N00002255,72.2,61.3,modelled
N00002256,26.3,33.1,modelled
N00002257,5.3,20.6,modelled
N00002258,4.1,18.8,modelled
N00002259,4.8,19.8,modelled
N00002260,7.5,21.4,modelled
N00002261,5.4,19.6,modelled
N00002262,12.2,23.5,modelled
N00002263,7.6,21.0,modelled
N00002264,82.9,69.2,modelled
N00002265,83.8,69.6,modelled
N00002266,82.4,68.7,modelled
N00002267,77.0,67.0,modelled
N00002268,84.6,70.9,modelled
N00002269,92.9,75.4,modelled
N00002270,91.5,74.4,modelled
N00002271,95.2,77.0,modelled
N00002272,91.5,74.4,modelled
N00002273,59.6,55.7,modelled
N00002274,52.6,51.1,modelled
N00002275,55.5,51.6,modelled
N00002276,66.2,58.8,modelled
N00002277,61.6,56.8,modelled
N00002278,67.3,60.3,modelled
N00002279,70.7,60.2,modelled
N00002280,55.2,51.7,modelled
N00002281,90.5,73.6,modelled
N00002282,92.0,74.0,modelled
N00002283,94.6,75.7,modelled
N00002284,94.3,74.9,modelled
N00002285,96.7,77.0,modelled
N00002286,99.7,78.2,modelled
N00002287,95.5,75.6,modelled
N00002288,92.9,74.3,modelled
N00002289,8.3,21.8,modelled
N00002290,6.6,20.2,modelled
N00002291,16.5,27.5,modelled
N00002292,5.8,20.7,modelled
N00002293,7.4,20.3,modelled
N00002294,3.8,17.8,modelled
N00002295,8.1,20.8,modelled
N00002296,13.5,24.4,modelled
N00002297,5.1,19.1,modelled
N00002298,9.0,21.5,modelled
N00002299,8.3,21.9,modelled
N00002300,17.1,26.9,modelled
N00002301,19.8,29.5,modelled
N00002302,10.9,23.6,modelled
N00002303,45.4,45.4,modelled
N00002304,20.6,31.4,modelled
N00002305,22.2,30.8,modelled
N00002306,36.3,41.0,modelled
N00002307,25.4,32.4,modelled
N00002308,6.4,20.3,modelled
N00002309,10.7,23.1,modelled
N00002310,7.8,21.4,modelled
N00002311,13.3,24.6,modelled
N00002312,10.4,22.8,modelled
N00002313,7.6,20.6,modelled
N00002314,8.8,22.1,modelled
N00002315,9.6,21.8,modelled
N00002316,10.2,23.0,modelled
N00002317,5.6,18.9,modelled
N00002318,6.5,19.5,modelled
N00002319,4.4,19.9,modelled
N00002320,5.4,21.1,modelled
N00002321,3.8,18.5,modelled
N00002322,9.3,21.5,modelled
N00002323,6.0,19.3,modelled
N00002324,7.9,20.9,modelled
N00002325,8.2,21.1,modelled
N00002326,4.6,18.6,modelled
N00002327,7.0,20.9,modelled
N00002328,8.0,21.2,modelled
N00002329,4.4,19.1,modelled
N00002330,39.4,41.2,modelled
N00002331,56.4,52.3,modelled
N00002332,25.0,32.6,modelled
N00002333,39.2,41.0,modelled
N00002334,38.6,40.1,modelled
N00002335,23.5,30.5,modelled
N00002336,6.8,21.0,modelled
N00002337,89.9,72.5,modelled
N00002338,3.8,18.4,modelled
N00002339,16.9,27.2,modelled
N00002340,5.4,20.2,modelled
N00002341,10.6,21.6,modelled
N00002342,84.2,68.7,modelled
N00002343,90.6,73.5,modelled
N00002344,85.2,70.5,modelled
N00002345,44.3,43.7,modelled
N00002346,27.7,34.3,modelled
N00002347,14.2,26.1,modelled
N00002348,12.7,24.3,modelled
N00002349,5.2,21.3,modelled
N00002350,4.4,18.1,modelled
N00002351,92.0,74.3,modelled
N00002352,86.0,69.9,modelled
N00002353,89.7,73.2,modelled
N00002354,89.9,72.6,modelled
N00002355,92.4,74.2,modelled
N00002356,92.4,74.6,modelled
N00002357,89.9,72.8,modelled
N00002358,91.9,74.2,modelled
N00002359,94.5,75.3,modelled
N00002360,13.7,24.5,modelled
N00002361,10.8,23.0,modelled
N00002362,9.5,21.9,modelled
N00002363,11.7,24.2,modelled
N00002364,9.4,23.0,modelled
N00002365,8.0,21.3,modelled
N00002366,12.9,24.3,modelled
N00002367,28.6,34.7,modelled
N00002368,30.4,35.2,modelled
N00002369,21.4,29.6,modelled
N00002370,23.3,30.2,modelled
N00002371,44.1,44.1,modelled
N00002372,17.6,26.6,modelled
N00002373,61.5,54.4,modelled
N00002374,39.7,41.0,modelled
N00002375,52.7,48.8,modelled
N00002376,9.4,22.0,modelled
N00002377,10.6,24.3,modelled
N00002378,9.7,22.1,modelled
N00002379,11.8,24.6,modelled
N00002380,5.0,18.0,modelled
N00002381,9.3,21.6,modelled
N00002382,10.3,22.3,modelled
N00002383,1.8,17.3,modelled
N00002384,5.3,19.5,modelled
N00002385,11.5,23.7,modelled
N00002386,90.6,72.7,modelled
N00002387,89.4,71.6,modelled
N00002388,84.4,70.1,modelled
N00002389,88.7,72.1,modelled
N00002390,86.3,70.4,modelled
N00002391,94.3,75.0,modelled
N00002392,96.0,76.1,modelled
N00002393,95.3,76.5,modelled
N00002394,91.7,74.0,modelled
N00002395,97.8,77.7,modelled
N00002396,12.5,23.1,modelled
N00002397,85.3,70.1,modelled
N00002398,10.1,21.9,modelled
N00002399,83.8,69.3,modelled
N00002400,30.7,34.2,modelled
N00002401,68.7,60.0,modelled
N00002402,33.5,36.2,modelled
N00002403,14.2,24.1,modelled
N00002404,7.7,20.8,modelled
N00002405,17.5,26.7,modelled
N00002406,90.1,72.3,modelled
N00002407,98.1,76.7,modelled
N00002408,88.7,71.4,modelled
N00002409,90.6,72.6,modelled
N00002410,91.2,72.6,modelled
N00002411,93.8,75.4,modelled
N00002412,93.3,75.3,modelled
N00002413,95.3,75.8,modelled
N00002414,93.9,74.4,modelled
N00002415,93.5,74.1,modelled
N00002416,61.0,54.5,modelled
N00002417,87.3,70.8,modelled
N00002418,92.8,74.8,modelled
N00002419,48.6,46.7,modelled
N00002420,95.3,76.0,modelled
N00002421,80.3,66.7,modelled
N00002422,24.9,31.2,modelled
N00002423,95.2,75.5,modelled
N00002424,96.0,76.3,modelled
N00002425,94.3,74.9,modelled
N00002426,94.4,75.5,modelled
N00002427,97.4,76.8,modelled
N00002428,95.7,76.2,modelled
N00002429,97.7,76.6,modelled
N00002430,95.3,76.1,modelled
N00002431,93.6,74.9,modelled
N00002432,94.6,75.0,modelled
N00002433,95.0,75.9,modelled
N00002434,97.7,78.1,modelled
N00002435,93.5,73.9,modelled
N00002436,93.5,75.1,modelled
N00002437,96.6,77.1,modelled
N00002438,91.5,73.2,modelled
N00002439,95.9,76.2,modelled
N00002440,94.1,75.1,modelled
N00002441,93.6,74.4,modelled
N00002442,92.3,73.8,modelled
N00002443,94.0,74.9,modelled
N00002444,18.7,27.3,modelled
N00002445,39.1,40.2,modelled
N00002446,9.8,21.8,modelled
N00002447,12.3,23.2,modelled
N00002448,8.9,21.6,modelled
N00002449,18.0,27.4,modelled
N00002450,19.2,27.3,modelled
N00002451,93.7,75.0,modelled
N00002452,75.6,63.4,modelled
N00002453,78.0,64.6,modelled
N00002454,57.3,50.9,modelled
N00002455,66.1,57.3,modelled
N00002456,77.7,64.5,modelled
N00002457,17.5,26.5,modelled
