SA2011,catholic_bg_pct,proj_unity_pct,provenance
N00003279,7.1,21.7,modelled
N00003280,33.7,38.6,modelled
N00003281,31.3,36.0,modelled
N00003282,16.9,27.7,modelled
N00003283,11.9,23.6,modelled
N00003284,22.5,32.6,modelled
N00003285,16.6,27.0,modelled
N00003286,16.4,27.9,modelled
N00003287,8.2,21.1,modelled
N00003288,9.8,23.9,modelled
N00003289,17.0,26.2,modelled
N00003290,21.0,30.3,modelled
N00003291,15.7,25.9,modelled
N00003292,19.7,28.2,modelled
N00003293,88.9,71.7,modelled
N00003294,94.8,76.4,modelled
N00003295,92.1,74.9,modelled
N00003296,90.9,74.5,modelled
N00003297,96.3,77.6,modelled
N00003298,93.5,76.2,modelled
N00003299,94.0,76.4,modelled
N00003300,88.2,72.3,modelled
N00003301,93.5,74.4,modelled
N00003302,92.0,74.6,modelled
N00003303,93.2,75.8,modelled
N00003304,91.1,74.1,modelled
N00003305,93.9,76.0,modelled
N00003306,91.3,74.5,modelled
N00003307,54.1,51.2,modelled
N00003308,92.5,75.0,modelled
N00003309,26.4,33.8,modelled
N00003310,15.3,26.7,modelled
N00003311,95.4,76.5,modelled
N00003312,91.7,74.3,modelled
N00003313,32.3,37.1,modelled
N00003314,64.6,57.5,modelled
N00003315,65.2,56.9,modelled
N00003316,42.0,43.2,modelled
N00003317,6.3,20.3,modelled
N00003318,12.2,24.1,modelled
N00003319,9.1,21.8,modelled
N00003320,7.6,21.6,modelled
N00003321,7.5,20.7,modelled
N00003322,5.6,18.8,modelled
N00003323,13.8,25.4,modelled
N00003324,20.9,30.7,modelled
N00003325,14.9,25.5,modelled
N00003326,21.3,30.1,modelled
N00003327,23.2,30.8,modelled
N00003328,13.1,27.7,modelled
N00003329,27.8,33.6,modelled
N00003330,35.1,38.0,modelled
N00003331,22.2,30.3,modelled
N00003332,24.3,32.2,modelled
N00003333,16.4,27.3,modelled
N00003334,11.2,23.2,modelled
N00003335,7.0,21.7,modelled
N00003336,8.7,22.3,modelled
N00003337,74.5,64.1,modelled
N00003338,82.3,68.3,modelled
N00003339,45.2,46.4,modelled
N00003340,60.3,54.4,modelled
N00003341,84.1,69.3,modelled
N00003342,79.8,66.7,modelled
N00003343,66.7,58.7,modelled
N00003344,76.7,63.9,modelled
N00003345,95.8,76.7,modelled
N00003346,96.5,77.2,modelled
N00003347,96.2,77.0,modelled
N00003348,89.8,72.6,modelled
N00003349,82.5,68.6,modelled
N00003350,62.4,55.0,modelled
N00003351,62.0,55.5,modelled
N00003352,79.8,67.1,modelled
N00003353,84.8,69.9,modelled
N00003354,60.2,54.2,modelled
N00003355,57.5,52.4,modelled
N00003356,36.2,40.3,modelled
N00003357,23.5,31.1,modelled
N00003358,27.4,33.8,modelled
N00003359,49.5,47.0,modelled
N00003360,9.4,23.3,modelled
N00003361,23.7,31.5,modelled
N00003362,30.4,34.7,modelled
N00003363,28.9,34.6,modelled
N00003364,22.1,31.6,modelled
N00003365,39.6,40.7,modelled
N00003366,33.4,37.7,modelled
N00003367,29.9,34.7,modelled
N00003368,28.7,36.4,modelled
N00003369,25.0,32.5,modelled
N00003370,23.7,30.5,modelled
N00003371,26.8,34.0,modelled
N00003372,32.8,38.8,modelled
N00003373,24.9,32.9,modelled
N00003374,25.7,33.2,modelled
N00003375,17.7,28.6,modelled
N00003376,21.3,30.1,modelled
N00003377,17.9,28.4,modelled
N00003378,13.5,24.1,modelled
N00003379,9.5,23.1,modelled
N00003380,4.7,20.9,modelled
N00003381,10.6,24.7,modelled
N00003382,17.3,28.0,modelled
N00003383,8.7,23.8,modelled
N00003384,11.1,23.6,modelled
N00003385,14.1,25.1,modelled
N00003386,15.7,26.1,modelled
N00003387,6.5,19.6,modelled
N00003388,12.1,23.2,modelled
N00003389,8.0,21.0,modelled
N00003390,9.8,21.9,modelled
N00003391,11.0,22.8,modelled
N00003392,12.7,23.3,modelled
N00003393,13.7,24.1,modelled
N00003394,7.9,20.7,modelled
N00003395,12.9,24.4,modelled
N00003396,12.2,23.7,modelled
N00003397,95.3,76.3,modelled
N00003398,95.0,76.0,modelled
N00003399,90.4,73.4,modelled
N00003400,92.7,74.7,modelled
N00003401,93.5,74.7,modelled
N00003402,91.5,74.2,modelled
N00003403,88.1,72.0,modelled
N00003404,95.3,75.8,modelled
N00003405,92.4,74.0,modelled
N00003406,34.4,38.5,modelled
N00003407,23.7,31.3,modelled
N00003408,28.8,34.9,modelled
N00003409,27.9,34.8,modelled
N00003410,29.8,35.8,modelled
N00003411,21.9,30.8,modelled
N00003412,12.7,24.3,modelled
N00003413,18.8,30.1,modelled
N00003414,20.4,32.3,modelled
N00003415,12.0,23.7,modelled
N00003416,12.0,23.9,modelled
N00003417,26.1,34.6,modelled
N00003418,12.6,26.0,modelled
N00003419,29.3,35.4,modelled
N00003420,9.0,23.6,modelled
N00003421,11.5,25.7,modelled
N00003422,20.9,28.9,modelled
N00003423,22.7,31.7,modelled
N00003424,19.4,28.1,modelled
N00003425,34.2,38.3,modelled
N00003426,16.3,27.7,modelled
N00003427,8.0,21.2,modelled
N00003428,10.5,23.8,modelled
N00003429,3.9,19.9,modelled
N00003430,6.1,21.6,modelled
N00003431,5.5,20.5,modelled
N00003432,13.8,25.5,modelled
N00003433,5.0,20.3,modelled
N00003434,22.3,31.9,modelled
N00003435,8.6,21.2,modelled
N00003436,12.0,24.4,modelled
N00003437,6.2,20.4,modelled
N00003438,24.3,32.3,modelled
N00003439,8.1,20.3,modelled
N00003440,15.9,26.2,modelled
N00003441,21.5,29.7,modelled
N00003442,15.9,25.3,modelled
N00003443,7.4,21.9,modelled
N00003444,6.4,20.3,modelled
N00003445,6.9,22.0,modelled
N00003446,9.0,22.1,modelled
N00003447,4.0,19.4,modelled
N00003448,23.9,30.9,modelled
N00003449,12.3,23.5,modelled
N00003450,30.3,34.6,modelled
N00003451,8.5,22.8,modelled
N00003452,3.6,17.8,modelled
N00003453,14.9,32.6,modelled
N00003454,19.2,28.6,modelled
N00003455,22.0,30.7,modelled
N00003456,22.0,35.5,modelled
N00003457,12.1,26.1,modelled
N00003458,51.8,48.7,modelled
N00003459,27.1,33.4,modelled
N00003460,41.2,42.9,modelled
N00003461,24.3,31.1,modelled
N00003462,35.3,38.8,modelled
N00003463,12.0,23.7,modelled
N00003464,8.0,22.1,modelled
N00003465,2.2,16.9,modelled
N00003466,21.0,31.2,modelled
N00003467,8.9,22.2,modelled
N00003468,8.7,23.2,modelled
N00003469,2.7,18.5,modelled
N00003470,9.5,22.1,modelled
N00003471,10.2,22.7,modelled
N00003472,6.8,19.9,modelled
N00003473,5.2,20.3,modelled
N00003474,19.2,28.7,modelled
N00003475,20.1,29.4,modelled
N00003476,15.8,26.8,modelled
N00003477,23.8,31.5,modelled
N00003478,14.7,25.2,modelled
N00003479,23.7,33.1,modelled
N00003480,15.1,26.0,modelled
N00003481,29.1,35.3,modelled
N00003482,20.2,28.4,modelled
N00003483,14.7,27.2,modelled
N00003484,55.6,52.4,modelled
N00003485,40.4,41.2,modelled
N00003486,43.9,45.6,modelled
N00003487,33.0,37.1,modelled
N00003488,16.9,29.9,modelled
N00003489,8.2,24.8,modelled
N00003490,93.2,75.4,modelled
N00003491,91.0,73.7,modelled
N00003492,97.6,77.4,modelled
N00003493,93.4,75.5,modelled
N00003494,95.8,76.3,modelled
N00003495,94.2,74.9,modelled
N00003496,93.7,75.8,modelled
N00003497,2.8,18.6,modelled
N00003498,3.0,18.0,modelled
N00003499,4.8,20.0,modelled
N00003500,21.4,30.6,modelled
N00003501,13.4,27.5,modelled
N00003502,9.4,22.0,modelled
N00003503,19.8,29.1,modelled
N00003504,16.7,26.4,modelled
N00003505,9.1,22.4,modelled
N00003506,58.1,53.7,modelled
N00003507,56.9,53.3,modelled
N00003508,48.1,47.4,modelled
N00003509,45.9,45.1,modelled
N00003510,45.8,45.4,modelled
N00003511,22.8,30.3,modelled
N00003512,28.6,35.3,modelled
N00003513,22.5,31.7,modelled
N00003514,90.4,73.3,modelled
N00003515,90.8,73.5,modelled
N00003516,77.5,66.0,modelled
N00003517,92.7,74.4,modelled
N00003518,89.6,72.6,modelled
N00003519,90.8,73.7,modelled
N00003520,94.7,76.0,modelled
N00003521,17.9,30.2,modelled
N00003522,24.3,31.5,modelled
N00003523,16.7,26.9,modelled
N00003524,19.3,30.1,modelled
N00003525,26.0,31.7,modelled
N00003526,25.3,33.1,modelled
N00003527,83.5,68.4,modelled
N00003528,49.2,47.4,modelled
N00003529,83.9,69.1,modelled
N00003530,94.8,75.3,modelled
N00003531,96.9,77.2,modelled
N00003532,80.3,66.3,modelled
N00003533,78.5,65.3,modelled
N00003534,77.6,64.6,modelled
N00003535,74.3,62.5,modelled
N00003536,93.8,74.9,modelled
N00003537,91.2,73.5,modelled
N00003538,39.1,40.7,modelled
N00003539,59.8,53.8,modelled
N00003540,52.0,48.5,modelled
N00003541,42.4,42.4,modelled
N00003542,41.2,41.8,modelled
N00003543,67.2,58.7,modelled
N00003544,48.2,46.1,modelled
N00003545,74.1,62.3,modelled
N00003546,38.5,39.8,modelled
N00003547,95.6,76.3,modelled
N00003548,91.6,73.6,modelled
N00003549,90.5,72.8,modelled
N00003550,61.2,54.3,modelled
N00003551,58.9,54.0,modelled
N00003552,70.8,60.9,modelled
N00003553,81.8,68.1,modelled
N00003554,58.4,53.0,modelled
N00003555,72.9,61.4,modelled
N00003556,65.9,57.2,modelled
N00003557,10.4,22.6,modelled
N00003558,33.5,36.5,modelled
N00003559,96.3,76.8,modelled
N00003560,90.6,73.0,modelled
N00003561,89.8,72.3,modelled
N00003562,54.6,50.2,modelled
N00003563,25.7,32.1,modelled
N00003564,62.3,55.3,modelled
N00003565,53.3,49.5,modelled
N00003566,73.6,62.3,modelled
N00003567,50.1,47.5,modelled
N00003568,29.9,34.1,modelled
N00003569,63.9,56.0,modelled
N00003570,90.9,73.4,modelled
N00003571,18.8,27.2,modelled
N00003572,18.5,27.5,modelled
N00003573,52.0,49.0,modelled
N00003574,26.0,32.4,modelled
N00003575,95.9,76.2,modelled
N00003576,89.0,72.0,modelled
N00003577,98.5,77.3,modelled
N00003578,89.3,72.0,modelled
N00003579,94.8,75.5,modelled
N00003580,90.8,73.0,modelled
N00003581,84.4,70.0,modelled
N00003582,66.4,57.5,modelled
N00003583,88.3,71.3,modelled
N00003584,90.9,73.3,modelled
N00003585,77.2,64.5,modelled
N00003586,52.0,48.5,modelled
N00003587,72.6,61.2,modelled
N00003588,94.9,75.8,modelled
N00003589,88.4,71.5,modelled
N00003590,93.3,74.9,modelled
N00003591,80.7,66.7,modelled
N00003592,96.7,76.4,modelled
N00003593,90.8,72.9,modelled
N00003594,10.6,22.2,modelled
N00003595,14.6,25.3,modelled
N00003596,23.6,30.6,modelled
N00003597,45.4,43.8,modelled
N00003598,54.7,51.4,modelled
N00003599,58.3,52.6,modelled
N00003600,34.3,38.9,modelled
N00003601,49.7,47.3,modelled
N00003602,47.7,47.6,modelled
N00003603,70.8,61.1,modelled
N00003604,54.2,49.4,modelled
N00003605,65.6,57.4,modelled
N00003606,48.4,46.5,modelled
N00003607,52.0,49.3,modelled
N00003608,67.4,58.7,modelled
N00003609,54.3,50.7,modelled
N00003610,54.1,50.6,modelled
N00003611,45.6,44.3,modelled
N00003612,57.8,52.3,modelled
N00003613,23.3,30.6,modelled
N00003614,44.0,44.3,modelled
N00003615,33.5,36.7,modelled
N00003616,19.3,27.7,modelled
N00003617,6.2,19.3,modelled
N00003618,43.1,43.0,modelled
N00003619,61.4,54.4,modelled
N00003620,75.7,63.4,modelled
N00003621,56.9,51.5,modelled
N00003622,90.2,73.0,modelled
N00003623,95.3,75.5,modelled
N00003624,54.5,50.9,modelled
N00003625,27.4,33.5,modelled
N00003626,7.4,20.6,modelled
N00003627,3.5,17.8,modelled
N00003628,2.9,16.2,modelled
N00003629,65.8,56.9,modelled
N00003630,65.4,57.1,modelled
N00003631,5.9,19.0,modelled
N00003632,9.1,20.6,modelled
N00003633,2.3,17.3,modelled
N00003634,5.7,19.1,modelled
N00003635,8.0,20.7,modelled
N00003636,7.3,20.1,modelled
N00003637,82.9,68.1,modelled
N00003638,84.4,69.9,modelled
N00003639,80.1,66.4,modelled
N00003640,78.1,65.8,modelled
N00003641,11.9,23.8,modelled
N00003642,10.0,21.4,modelled
N00003643,94.0,75.0,modelled
N00003644,90.4,72.0,modelled
N00003645,93.2,74.4,modelled
N00003646,92.0,74.0,modelled
N00003647,94.2,75.2,modelled
N00003648,87.9,71.2,modelled
N00003649,96.4,76.2,modelled
N00003650,93.0,74.6,modelled
N00003651,88.7,71.5,modelled
N00003652,92.7,74.1,modelled
N00003653,85.2,69.4,modelled
N00003654,79.2,66.0,modelled
N00003655,72.1,61.2,modelled
N00003656,83.7,69.7,modelled
N00003657,78.3,65.2,modelled
N00003658,49.0,46.5,modelled
N00003659,39.2,40.1,modelled
N00003660,64.4,56.4,modelled
N00003661,74.4,62.6,modelled
N00003662,77.6,64.8,modelled
N00003663,84.6,69.5,modelled
N00003664,80.3,67.1,modelled
N00003665,23.3,31.5,modelled
N00003666,12.2,23.0,modelled
N00003667,60.0,53.1,modelled
N00003668,20.2,28.9,modelled
N00003669,68.5,59.1,modelled
N00003670,66.2,57.9,modelled
N00003671,79.1,66.5,modelled
N00003672,12.8,23.5,modelled
N00003673,7.2,20.0,modelled
N00003674,9.7,22.3,modelled
N00003675,53.9,50.2,modelled
N00003676,89.1,72.3,modelled
N00003677,97.6,77.8,modelled
N00003678,92.9,74.4,modelled
N00003679,93.0,74.7,modelled
N00003680,88.2,72.2,modelled
N00003681,81.9,68.5,modelled
N00003682,87.2,71.0,modelled
N00003683,68.7,59.8,modelled
N00003684,82.1,68.2,modelled
N00003685,87.3,71.3,modelled
N00003686,83.5,68.0,modelled
N00003687,24.4,31.3,modelled
N00003688,60.0,53.5,modelled
N00003689,68.3,59.0,modelled
N00003690,47.3,45.6,modelled
N00003691,51.6,48.5,modelled
N00003692,52.5,48.7,modelled
N00003693,65.0,57.7,modelled
N00003694,20.5,29.2,modelled
N00003695,52.2,48.5,modelled
N00003696,32.3,36.0,modelled
N00003697,92.3,74.3,modelled
N00003698,88.2,72.0,modelled
N00003699,93.1,74.9,modelled
N00003700,90.5,72.5,modelled
N00003701,94.6,75.8,modelled
N00003702,93.6,75.5,modelled
N00003703,91.7,74.0,modelled
N00003704,91.6,73.8,modelled
N00003705,95.1,75.9,modelled
N00003706,89.7,72.9,modelled
N00003707,97.0,77.1,modelled
N00003708,97.6,77.2,modelled
N00003709,98.7,77.9,modelled
N00003710,97.5,77.5,modelled
N00003711,94.3,75.8,modelled
N00003712,85.7,70.0,modelled
N00003713,87.4,71.6,modelled
N00003714,92.0,74.4,modelled
N00003715,88.7,71.8,modelled
N00003716,82.7,68.1,modelled
N00003717,79.7,66.0,modelled
N00003718,88.4,71.8,modelled
N00003719,86.7,71.2,modelled
N00003720,89.8,72.4,modelled
N00003721,95.2,75.7,modelled
N00003722,93.2,74.6,modelled
N00003723,95.5,76.1,modelled
N00003724,91.9,73.7,modelled
N00003725,90.1,72.8,modelled
N00003726,93.9,75.1,modelled
N00003727,92.9,74.8,modelled
N00003728,98.6,77.7,modelled
N00003729,93.6,74.6,modelled
N00003730,94.0,75.5,modelled
N00003731,95.2,75.8,modelled
N00003732,96.2,76.1,modelled
N00003733,95.0,75.9,modelled
N00003734,95.3,76.1,modelled
N00003735,93.8,75.4,modelled
N00003736,94.6,75.7,modelled
N00003737,93.4,75.8,modelled
N00003738,91.1,73.4,modelled
N00003739,89.8,73.2,modelled
N00003740,90.5,73.4,modelled
N00003741,88.9,72.1,modelled
N00003742,95.9,76.2,modelled
N00003743,91.1,73.7,modelled
N00003744,95.4,75.9,modelled
N00003745,86.1,70.2,modelled
N00003746,96.7,77.3,modelled
N00003747,87.3,70.7,modelled
N00003748,74.0,62.2,modelled
N00003749,83.7,68.9,modelled
N00003750,86.4,70.8,modelled
N00003751,85.3,69.6,modelled
N00003752,90.6,73.5,modelled
N00003753,95.4,75.8,modelled
N00003754,89.6,72.4,modelled
N00003755,86.7,71.2,modelled
N00003756,94.6,76.4,modelled
N00003757,91.0,73.4,modelled
N00003758,83.5,68.6,modelled
N00003759,87.5,70.5,modelled
N00003760,90.9,73.3,modelled
N00003761,69.5,60.1,modelled
N00003762,30.4,34.8,modelled
N00003763,56.9,51.5,modelled
N00003764,70.5,60.7,modelled
N00003765,47.2,45.0,modelled
N00003766,89.3,72.2,modelled
N00003767,86.3,70.1,modelled
N00003768,89.3,72.6,modelled
N00003769,90.3,72.9,modelled
N00003770,92.9,74.7,modelled
N00003771,90.2,73.1,modelled
N00003772,94.1,74.4,modelled
N00003773,93.8,74.6,modelled
N00003774,94.4,75.9,modelled
N00003775,93.1,74.7,modelled
N00003776,91.4,73.5,modelled
N00003777,90.3,72.7,modelled
N00003778,84.7,70.3,modelled
N00003779,88.2,72.0,modelled
N00003780,94.2,75.7,modelled
N00003781,92.3,74.4,modelled
N00003782,80.7,66.8,modelled
N00003783,86.7,70.8,modelled
N00003784,94.8,75.6,modelled
N00003785,95.3,75.9,modelled
N00003786,96.8,77.1,modelled
N00003787,96.0,76.3,modelled
N00003788,92.3,74.0,modelled
N00003789,93.4,74.7,modelled
N00003790,95.9,75.8,modelled
N00003791,96.1,76.8,modelled
N00003792,93.0,74.5,modelled
N00003793,94.6,75.8,modelled
N00003794,92.5,74.2,modelled
N00003795,94.1,75.2,modelled
N00003796,95.3,76.4,modelled
N00003797,95.3,76.1,modelled
N00003798,93.9,75.5,modelled
N00003799,17.3,27.4,modelled
N00003800,10.3,22.3,modelled
N00003801,19.1,28.6,modelled
N00003802,8.9,21.2,modelled
N00003803,10.5,22.3,modelled
N00003804,21.1,29.3,modelled
N00003805,61.2,54.3,modelled
N00003806,40.0,41.8,modelled
N00003807,58.4,54.5,modelled
N00003808,19.1,28.4,modelled
N00003809,19.0,27.3,modelled
N00003810,13.3,23.3,modelled
N00003811,19.4,27.1,modelled
N00003812,68.1,58.7,modelled
N00003813,44.3,44.3,modelled
N00003814,85.4,69.3,modelled
N00003815,84.6,70.2,modelled
N00003816,86.2,70.9,modelled
N00003817,85.1,69.5,modelled
N00003818,52.7,49.9,modelled
N00003819,55.4,50.6,modelled
N00003820,72.3,61.7,modelled
N00003821,64.0,56.0,modelled
N00003822,55.1,50.8,modelled
N00003823,68.5,59.2,modelled
N00003824,83.6,68.7,modelled
N00003825,94.8,76.0,modelled
N00003826,94.1,75.5,modelled
N00003827,77.0,64.5,modelled
N00003828,16.4,25.7,modelled
N00003829,70.5,60.6,modelled
N00003830,84.2,69.2,modelled
N00003831,52.4,49.3,modelled
N00003832,66.7,58.1,modelled
N00003833,75.2,63.8,modelled
N00003834,89.3,72.5,modelled
N00003835,86.1,70.5,modelled
N00003836,91.8,73.3,modelled
N00003837,92.6,74.6,modelled
N00003838,88.5,71.8,modelled
N00003839,77.0,65.9,modelled
N00003840,83.4,68.4,modelled
N00003841,81.2,67.0,modelled
N00003842,84.7,69.9,modelled
N00003843,82.2,67.6,modelled
N00003844,82.5,67.8,modelled
N00003845,83.6,68.7,modelled
N00003846,88.7,71.9,modelled
N00003847,83.9,68.1,modelled
N00003848,90.3,73.0,modelled
N00003849,91.0,74.3,modelled
N00003850,97.1,77.1,modelled
N00003851,95.1,75.9,modelled
N00003852,94.3,76.3,modelled
N00003853,95.5,76.3,modelled
N00003854,96.1,76.6,modelled
N00003855,94.7,75.4,modelled
N00003856,93.5,75.2,modelled
N00003857,87.0,70.8,modelled
N00003858,90.6,73.0,modelled
N00003859,90.8,73.2,modelled
N00003860,92.8,74.6,modelled
N00003861,87.2,70.7,modelled
N00003862,47.3,45.3,modelled
N00003863,81.4,67.2,modelled
N00003864,95.8,76.0,modelled
N00003865,88.6,71.4,modelled
N00003866,91.7,73.5,modelled
N00003867,91.4,73.4,modelled
N00003868,94.3,74.9,modelled
N00003869,86.2,70.7,modelled
N00003870,87.8,71.1,modelled
N00003871,90.0,72.6,modelled
N00003872,87.4,71.3,modelled
N00003873,92.8,74.1,modelled
N00003874,38.1,39.6,modelled
N00003875,89.0,72.1,modelled
N00003876,65.0,56.9,modelled
N00003877,33.8,36.7,modelled
N00003878,48.3,46.0,modelled
N00003879,59.8,53.4,modelled
N00003880,83.2,68.3,modelled
N00003881,87.8,71.1,modelled
N00003882,89.8,72.2,modelled
N00003883,84.0,68.9,modelled
N00003884,63.7,56.6,modelled
N00003885,48.7,48.0,modelled
N00003886,61.0,55.2,modelled
N00003887,11.0,24.4,modelled
N00003888,23.3,32.3,modelled
N00003889,35.4,39.1,modelled
N00003890,46.9,45.8,modelled
N00003891,11.1,25.9,modelled
N00003892,12.9,24.8,modelled
N00003893,21.8,32.2,modelled
N00003894,15.3,27.4,modelled
N00003895,23.7,32.6,modelled
N00003896,5.8,19.6,modelled
N00003897,7.1,23.6,modelled
N00003898,3.5,18.5,modelled
N00003899,5.8,19.7,modelled
N00003900,2.5,18.8,modelled
N00003901,4.5,21.2,modelled
N00003902,1.4,16.3,modelled
N00003903,4.7,19.6,modelled
N00003904,6.5,20.7,modelled
N00003905,11.2,22.9,modelled
N00003906,7.4,20.5,modelled
N00003907,7.2,22.6,modelled
N00003908,5.6,19.6,modelled
N00003909,6.5,22.1,modelled
N00003910,3.2,18.4,modelled
N00003911,5.3,20.7,modelled
N00003912,8.5,22.2,modelled
N00003913,5.4,19.3,modelled
N00003914,15.6,27.5,modelled
N00003915,7.5,22.9,modelled
N00003916,7.2,22.7,modelled
N00003917,4.3,19.6,modelled
N00003918,4.9,19.5,modelled
N00003919,17.2,27.7,modelled
N00003920,19.1,29.2,modelled
N00003921,11.3,24.2,modelled
N00003922,11.9,23.4,modelled
N00003923,58.2,54.3,modelled
N00003924,12.8,25.3,modelled
N00003925,19.4,29.8,modelled
N00003926,43.3,44.0,modelled
N00003927,26.3,33.6,modelled
N00003928,31.8,36.8,modelled
N00003929,38.3,40.0,modelled
N00003930,23.3,31.0,modelled
N00003931,6.5,20.2,modelled
N00003932,6.6,21.0,modelled
N00003933,3.8,18.3,modelled
N00003934,5.6,19.6,modelled
N00003935,4.0,18.4,modelled
N00003936,3.2,18.4,modelled
N00003937,4.8,18.5,modelled
N00003938,7.3,20.6,modelled
N00003939,7.8,20.7,modelled
N00003940,3.5,17.9,modelled
N00003941,4.7,18.8,modelled
N00003942,4.9,20.6,modelled
N00003943,5.5,19.8,modelled
N00003944,4.6,19.1,modelled
N00003945,5.1,18.6,modelled
N00003946,4.5,19.2,modelled
N00003947,3.9,18.9,modelled
N00003948,16.4,26.6,modelled
N00003949,18.0,28.4,modelled
N00003950,30.5,36.9,modelled
N00003951,21.5,30.2,modelled
N00003952,15.4,25.2,modelled
N00003953,16.2,26.4,modelled
N00003954,7.2,20.6,modelled
N00003955,19.4,28.7,modelled
N00003956,22.6,31.8,modelled
N00003957,5.9,20.8,modelled
N00003958,4.7,20.9,modelled
N00003959,10.6,23.6,modelled
N00003960,7.7,20.7,modelled
N00003961,8.0,20.0,modelled
N00003962,27.5,33.3,modelled
N00003963,15.9,25.9,modelled
N00003964,3.7,20.4,modelled
N00003965,7.9,22.1,modelled
N00003966,2.3,19.7,modelled
N00003967,33.6,38.8,modelled
N00003968,6.4,20.2,modelled
N00003969,5.4,19.7,modelled
N00003970,3.6,20.2,modelled
N00003971,6.1,20.7,modelled
N00003972,0.3,16.3,modelled
N00003973,70.4,60.3,modelled
N00003974,83.3,69.4,modelled
N00003975,73.7,63.5,modelled
N00003976,72.6,62.8,modelled
N00003977,76.4,64.8,modelled
N00003978,78.9,66.0,modelled
N00003979,80.2,66.6,modelled
N00003980,68.0,58.4,modelled
N00003981,1.1,17.4,modelled
N00003982,16.1,27.3,modelled
N00003983,7.2,22.3,modelled
N00003984,3.9,18.9,modelled
N00003985,2.3,20.0,modelled
N00003986,1.6,17.8,modelled
N00003987,2.6,20.6,modelled
N00003988,2.8,18.0,modelled
N00003989,3.1,18.1,modelled
N00003990,1.9,16.9,modelled
N00003991,1.4,17.6,modelled
N00003992,1.8,17.0,modelled
N00003993,4.8,20.7,modelled
N00003994,3.1,18.9,modelled
N00003995,3.8,18.8,modelled
N00003996,2.4,18.3,modelled
N00003997,2.7,17.3,modelled
N00003998,2.6,18.2,modelled
N00003999,5.2,20.1,modelled
N00004000,2.3,18.8,modelled
N00004001,3.0,21.5,modelled
N00004002,4.4,19.6,modelled
N00004003,2.4,18.5,modelled
N00004004,2.1,18.2,modelled
N00004005,3.4,18.1,modelled
N00004006,4.9,20.3,modelled
N00004007,0.7,18.9,modelled
N00004008,74.1,62.8,modelled
N00004009,68.7,60.8,modelled
N00004010,85.8,69.9,modelled
N00004011,75.3,64.6,modelled
N00004012,46.3,45.7,modelled
N00004013,66.8,58.7,modelled
N00004014,45.7,45.1,modelled
N00004015,51.5,50.2,modelled
N00004016,41.6,43.4,modelled
N00004017,57.0,52.8,modelled
N00004018,60.1,53.9,modelled
N00004019,68.1,59.3,modelled
N00004020,80.9,67.3,modelled
N00004021,55.4,52.1,modelled
N00004022,9.9,23.5,modelled
N00004023,27.1,32.8,modelled
N00004024,7.8,23.4,modelled
N00004025,19.4,29.4,modelled
N00004026,17.4,27.2,modelled
N00004027,9.8,21.9,modelled
N00004028,5.5,19.7,modelled
N00004029,4.9,18.8,modelled
N00004030,7.5,21.1,modelled
N00004031,5.7,20.7,modelled
N00004032,13.7,25.8,modelled
N00004033,5.6,20.8,modelled
N00004034,29.5,35.1,modelled
N00004035,29.9,35.4,modelled
N00004036,11.5,25.3,modelled
N00004037,62.5,56.1,modelled
N00004038,17.6,27.4,modelled
N00004039,34.0,37.6,modelled
N00004040,38.3,40.6,modelled
N00004041,28.3,33.5,modelled
N00004042,4.9,18.9,modelled
N00004043,2.8,18.1,modelled
N00004044,2.4,17.6,modelled
N00004045,2.3,18.4,modelled
N00004046,5.1,20.0,modelled
N00004047,15.6,27.6,modelled
N00004048,22.8,32.5,modelled
N00004049,13.6,25.5,modelled
N00004050,21.0,31.2,modelled
N00004051,21.5,31.7,modelled
N00004052,15.8,26.4,modelled
N00004053,9.3,21.8,modelled
N00004054,17.0,27.3,modelled
N00004055,8.9,22.6,modelled
N00004056,23.7,32.1,modelled
N00004057,16.5,26.2,modelled
N00004058,36.7,40.4,modelled
N00004059,59.7,54.8,modelled
N00004060,78.3,66.1,modelled
N00004061,87.3,71.9,modelled
N00004062,41.6,43.9,modelled
N00004063,22.8,31.3,modelled
N00004064,30.4,36.6,modelled
N00004065,3.5,19.3,modelled
N00004066,2.4,17.0,modelled
N00004067,5.8,22.4,modelled
N00004068,4.8,20.0,modelled
N00004069,4.0,20.3,modelled
N00004070,0.9,17.1,modelled
N00004071,3.2,19.9,modelled
N00004072,8.8,24.0,modelled
N00004073,19.3,30.5,modelled
N00004074,13.1,26.4,modelled
N00004075,11.0,22.9,modelled
N00004076,7.5,22.3,modelled
N00004077,15.6,26.6,modelled
N00004078,12.6,25.1,modelled
N00004079,3.2,18.1,modelled
N00004080,5.9,21.3,modelled
N00004081,6.0,20.3,modelled
N00004082,4.8,21.9,modelled
N00004083,2.3,19.6,modelled
N00004084,17.7,27.0,modelled
N00004085,33.9,38.7,modelled
N00004086,52.8,50.7,modelled
N00004087,36.5,43.1,modelled
N00004088,19.9,28.4,modelled
N00004089,16.5,28.0,modelled
N00004090,37.5,44.2,modelled
N00004091,33.2,42.0,modelled
N00004092,19.9,30.2,modelled
N00004093,26.8,33.5,modelled
N00004094,86.5,70.4,modelled
N00004095,86.5,69.7,modelled
N00004096,6.1,20.4,modelled
N00004097,71.2,62.6,modelled
N00004098,4.0,19.9,modelled
N00004099,25.2,33.1,modelled
