id,provider,title,proposedAction,currentProviderUrl,waybackUrl,internetArchiveStatus,sourceProvenanceDraft
medium-prep:2-irish-election-source-enrichment-data:first-preference-votes-of-the-general-election-of-may-2007:00972,data.gov.ie,First preference votes of the general election of May 2007,enrich-existing-election,https://data.gov.ie/dataset/first-preference-votes-of-the-general-election-of-may-2007,https://web.archive.org/web/*/https://data.gov.ie/dataset/first-preference-votes-of-the-general-election-of-may-2007,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | First preference votes of the general election of May 2007 | formats: CSV | current URL: https://data.gov.ie/dataset/first-preference-votes-of-the-general-election-of-may-2007 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:general-election-2007-data-on-female-candidates:00973,data.gov.ie,General Election 2007- Data on Female Candidates,enrich-existing-election,https://data.gov.ie/dataset/general-election-2007-data-on-female-candidates,https://web.archive.org/web/*/https://data.gov.ie/dataset/general-election-2007-data-on-female-candidates,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | General Election 2007- Data on Female Candidates | formats: CSV | current URL: https://data.gov.ie/dataset/general-election-2007-data-on-female-candidates | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:general-election-2016-count-details:00974,data.gov.ie,General Election 2016 Count details,enrich-existing-election,https://data.gov.ie/dataset/general-election-2016-count-details,https://web.archive.org/web/*/https://data.gov.ie/dataset/general-election-2016-count-details,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | General Election 2016 Count details | formats: CSV | current URL: https://data.gov.ie/dataset/general-election-2016-count-details | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:general-election-2020-count-details:00975,data.gov.ie,General Election 2020 Count details,enrich-existing-election,https://data.gov.ie/dataset/general-election-2020-count-details,https://web.archive.org/web/*/https://data.gov.ie/dataset/general-election-2020-count-details,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | General Election 2020 Count details | formats: CSV, JSON, XML | current URL: https://data.gov.ie/dataset/general-election-2020-count-details | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:general-election-february-2011-invalid-ballot-papers:00976,data.gov.ie,General election February 2011 -invalid ballot papers,enrich-existing-election,https://data.gov.ie/dataset/general-election-february-2011-invalid-ballot-papers,https://web.archive.org/web/*/https://data.gov.ie/dataset/general-election-february-2011-invalid-ballot-papers,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | General election February 2011 -invalid ballot papers | formats: CSV | current URL: https://data.gov.ie/dataset/general-election-february-2011-invalid-ballot-papers | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:general-election-february-2011-postal-and-special-voting:00977,data.gov.ie,General election February 2011- postal and special voting,enrich-existing-election,https://data.gov.ie/dataset/general-election-february-2011-postal-and-special-voting,https://web.archive.org/web/*/https://data.gov.ie/dataset/general-election-february-2011-postal-and-special-voting,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | General election February 2011- postal and special voting | formats: CSV | current URL: https://data.gov.ie/dataset/general-election-february-2011-postal-and-special-voting | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:general-election-february-2011-women-candidates:00978,data.gov.ie,General election February 2011- women candidates,enrich-existing-election,https://data.gov.ie/dataset/general-election-february-2011-women-candidates,https://web.archive.org/web/*/https://data.gov.ie/dataset/general-election-february-2011-women-candidates,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | General election February 2011- women candidates | formats: CSV | current URL: https://data.gov.ie/dataset/general-election-february-2011-women-candidates | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:general-election-may-2007-postal-and-special-voting:00979,data.gov.ie,General Election May 2007-postal and special voting,enrich-existing-election,https://data.gov.ie/dataset/general-election-may-2007-postal-and-special-voting,https://web.archive.org/web/*/https://data.gov.ie/dataset/general-election-may-2007-postal-and-special-voting,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | General Election May 2007-postal and special voting | formats: CSV | current URL: https://data.gov.ie/dataset/general-election-may-2007-postal-and-special-voting | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:postal-and-special-voting-of-the-general-election-of-may-2002:00980,data.gov.ie,Postal and special voting of the general election of May 2002,enrich-existing-election,https://data.gov.ie/dataset/postal-and-special-voting-of-the-general-election-of-may-2002,https://web.archive.org/web/*/https://data.gov.ie/dataset/postal-and-special-voting-of-the-general-election-of-may-2002,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | Postal and special voting of the general election of May 2002 | formats: CSV | current URL: https://data.gov.ie/dataset/postal-and-special-voting-of-the-general-election-of-may-2002 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:the-first-count-of-the-presidential-election-of-1945:00981,data.gov.ie,The first count of the presidential election of 1945,enrich-existing-election,https://data.gov.ie/dataset/the-first-count-of-the-presidential-election-of-1945,https://web.archive.org/web/*/https://data.gov.ie/dataset/the-first-count-of-the-presidential-election-of-1945,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | The first count of the presidential election of 1945 | formats: CSV | current URL: https://data.gov.ie/dataset/the-first-count-of-the-presidential-election-of-1945 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:the-first-count-of-the-presidential-election-of-1990:00982,data.gov.ie,The first count of the presidential election of 1990,enrich-existing-election,https://data.gov.ie/dataset/the-first-count-of-the-presidential-election-of-1990,https://web.archive.org/web/*/https://data.gov.ie/dataset/the-first-count-of-the-presidential-election-of-1990,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | The first count of the presidential election of 1990 | formats: CSV | current URL: https://data.gov.ie/dataset/the-first-count-of-the-presidential-election-of-1990 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:the-first-count-of-the-presidential-election-of-1997:00983,data.gov.ie,The first count of the presidential election of 1997,enrich-existing-election,https://data.gov.ie/dataset/the-first-count-of-the-presidential-election-of-1997,https://web.archive.org/web/*/https://data.gov.ie/dataset/the-first-count-of-the-presidential-election-of-1997,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | The first count of the presidential election of 1997 | formats: CSV | current URL: https://data.gov.ie/dataset/the-first-count-of-the-presidential-election-of-1997 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:the-first-count-of-the-presidential-election-of-2011:00984,data.gov.ie,The first count of the presidential election of 2011,enrich-existing-election,https://data.gov.ie/dataset/the-first-count-of-the-presidential-election-of-2011,https://web.archive.org/web/*/https://data.gov.ie/dataset/the-first-count-of-the-presidential-election-of-2011,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | The first count of the presidential election of 2011 | formats: CSV, JSON, XML | current URL: https://data.gov.ie/dataset/the-first-count-of-the-presidential-election-of-2011 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:the-fourth-count-of-the-presidential-election-of-2011:00985,data.gov.ie,The fourth count of the presidential election of 2011,enrich-existing-election,https://data.gov.ie/dataset/the-fourth-count-of-the-presidential-election-of-2011,https://web.archive.org/web/*/https://data.gov.ie/dataset/the-fourth-count-of-the-presidential-election-of-2011,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | The fourth count of the presidential election of 2011 | formats: CSV, JSON, XML | current URL: https://data.gov.ie/dataset/the-fourth-count-of-the-presidential-election-of-2011 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:the-presidential-election-of-1959:00986,data.gov.ie,The presidential election of 1959,enrich-existing-election,https://data.gov.ie/dataset/the-presidential-election-of-1959,https://web.archive.org/web/*/https://data.gov.ie/dataset/the-presidential-election-of-1959,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | The presidential election of 1959 | formats: CSV, JSON, XML | current URL: https://data.gov.ie/dataset/the-presidential-election-of-1959 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:the-presidential-election-of-1966:00987,data.gov.ie,The presidential election of 1966,enrich-existing-election,https://data.gov.ie/dataset/the-presidential-election-of-1966,https://web.archive.org/web/*/https://data.gov.ie/dataset/the-presidential-election-of-1966,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | The presidential election of 1966 | formats: CSV, JSON, PDF, XML | current URL: https://data.gov.ie/dataset/the-presidential-election-of-1966 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:the-presidential-election-of-1973:00988,data.gov.ie,The presidential election of 1973,enrich-existing-election,https://data.gov.ie/dataset/the-presidential-election-of-1973,https://web.archive.org/web/*/https://data.gov.ie/dataset/the-presidential-election-of-1973,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | The presidential election of 1973 | formats: CSV, JSON, XML | current URL: https://data.gov.ie/dataset/the-presidential-election-of-1973 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:the-second-count-of-the-presidential-election-of-1945:00989,data.gov.ie,The second count of the presidential election of 1945,enrich-existing-election,https://data.gov.ie/dataset/the-second-count-of-the-presidential-election-of-1945,https://web.archive.org/web/*/https://data.gov.ie/dataset/the-second-count-of-the-presidential-election-of-1945,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | The second count of the presidential election of 1945 | formats: CSV | current URL: https://data.gov.ie/dataset/the-second-count-of-the-presidential-election-of-1945 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:the-second-count-of-the-presidential-election-of-1990:00990,data.gov.ie,The second count of the presidential election of 1990,enrich-existing-election,https://data.gov.ie/dataset/the-second-count-of-the-presidential-election-of-1990,https://web.archive.org/web/*/https://data.gov.ie/dataset/the-second-count-of-the-presidential-election-of-1990,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | The second count of the presidential election of 1990 | formats: CSV | current URL: https://data.gov.ie/dataset/the-second-count-of-the-presidential-election-of-1990 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:the-second-count-of-the-presidential-election-of-1997:00991,data.gov.ie,The second count of the presidential election of 1997,enrich-existing-election,https://data.gov.ie/dataset/the-second-count-of-the-presidential-election-of-1997,https://web.archive.org/web/*/https://data.gov.ie/dataset/the-second-count-of-the-presidential-election-of-1997,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | The second count of the presidential election of 1997 | formats: CSV | current URL: https://data.gov.ie/dataset/the-second-count-of-the-presidential-election-of-1997 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:the-third-count-of-the-presidential-election-of-2011:00992,data.gov.ie,The third count of the presidential election of 2011,enrich-existing-election,https://data.gov.ie/dataset/the-third-count-of-the-presidential-election-of-2011,https://web.archive.org/web/*/https://data.gov.ie/dataset/the-third-count-of-the-presidential-election-of-2011,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | The third count of the presidential election of 2011 | formats: CSV | current URL: https://data.gov.ie/dataset/the-third-count-of-the-presidential-election-of-2011 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:osni-open-data-1-1million-raster-county-boundaries:00993,Open Data NI,OSNI Open Data - 1:1Million Raster - County Boundaries,hold-special-format,https://admin.opendatani.gov.uk/dataset/osni-open-data-1-1million-raster-county-boundaries,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/osni-open-data-1-1million-raster-county-boundaries,pending-upload-or-linking,Land & Property Services – Ordnance Survey of Northern Ireland | OSNI Open Data - 1:1Million Raster - County Boundaries | formats: JPEG | current URL: https://admin.opendatani.gov.uk/dataset/osni-open-data-1-1million-raster-county-boundaries | IA mirror/download link pending; do not expose local drive paths.
medium-prep:5-local-authority-planning-property-open-data-layers:homeless-persons-in-emergency-accommodation-during-the-week-21-27-december-2015-by-county:00994,data.gov.ie,Homeless Persons in Emergency Accommodation during the Week 21 - 27 December 2015 By County,local-authority-batch-review,https://data.gov.ie/dataset/homeless-persons-in-emergency-accommodation-during-the-week-21-27-december-2015-by-county,https://web.archive.org/web/*/https://data.gov.ie/dataset/homeless-persons-in-emergency-accommodation-during-the-week-21-27-december-2015-by-county,pending-upload-or-linking,"Department of Housing, Local Government and Heritage | Homeless Persons in Emergency Accommodation during the Week 21 - 27 December 2015 By County | formats: CSV | current URL: https://data.gov.ie/dataset/homeless-persons-in-emergency-accommodation-during-the-week-21-27-december-2015-by-county | IA mirror/download link pending; do not expose local drive paths."
