DZ2021_cd,OA_CODE_dominant,OA_CODE_point
N20003261,95VV260007,95VV260006
N20003262,95NN170005,95NN170005
N20003263,95NN170001,95NN170001
N20003264,95NN210004,95NN170001
N20003265,95NN170003,95NN170003
N20003266,95NN170002,95NN170002
N20003267,95NN210003,95NN210003
N20003268,95NN210004,95NN210004
N20003269,95NN210007,95NN210001
N20003270,95NN210006,95NN210005
N20003271,95NN210008,95NN210008
N20003272,95NN100001,95NN100001
N20003273,95NN100009,95NN100009
N20003274,95NN100009,95NN100009
N20003275,95NN230003,95NN230003
N20003276,95NN230001,95NN230001
N20003277,95NN100008,95NN100008
N20003278,95NN100002,95NN100002
N20003279,95NN100006,95NN100006
N20003280,95VV260002,95VV260002
N20003281,95VV010008,95VV010008
N20003282,95VV040007,95VV040007
N20003283,95VV010007,95VV010007
N20003284,95VV010009,95VV010001
N20003285,95VV010004,95VV010009
N20003286,95VV010003,95VV010003
N20003287,95VV010006,95VV010006
N20003288,95VV040002,95VV040002
N20003289,95VV040003,95VV040003
N20003290,95VV200001,95VV200005
N20003291,95VV200001,95VV200001
N20003292,95VV040005,95VV040005
N20003293,95VV200004,95VV200004
N20003294,95VV040001,95VV040003
N20003295,95VV230008,95VV230008
N20003296,95VV040006,95VV040006
N20003297,95VV040006,95VV040006
N20003298,95VV180003,95VV180002
N20003299,95VV190006,95VV190006
N20003300,95VV180010,95VV180003
N20003301,95VV180004,95VV180007
N20003302,95VV190008,95VV190008
N20003303,95VV180008,95VV180008
N20003304,95VV180005,95VV180008
N20003305,95VV190003,95VV190003
N20003306,95VV180010,95VV180010
N20003307,95VV190004,95VV190002
N20003308,95VV190005,95VV190005
N20003309,95VV190005,95VV190005
N20003310,95VV200003,95VV200003
N20003311,95NN130006,95NN130007
N20003312,95NN130007,95NN130007
N20003313,95NN110007,95NN110007
N20003314,95NN130007,95NN130007
N20003315,95NN110008,95NN110004
N20003316,95NN130002,95NN130002
N20003317,95NN130003,95NN130003
N20003318,95NN110005,95NN110005
N20003319,95NN110001,95NN110001
N20003320,95NN130005,95NN130005
N20003321,95NN200002,95NN110003
N20003322,95FF020004,95FF020004
N20003323,95FF100002,95FF020006
N20003324,95NN200001,95NN200001
N20003325,95NN130005,95NN130005
N20003326,95NN200004,95NN130001
N20003327,95FF020006,95FF020006
N20003328,95NN200006,95NN200006
N20003329,95NN200004,95NN200004
N20003330,95NN200007,95NN200007
N20003331,95FF020001,95FF020001
N20003332,95NN060001,95NN120007
N20003333,95NN120007,95NN120007
N20003334,95NN060002,95NN060002
N20003335,95NN140006,95NN140006
N20003336,95FF020003,95FF020003
N20003337,95NN120001,95NN120001
N20003338,95NN120003,95NN120003
N20003339,95NN120006,95NN120006
N20003340,95NN120005,95NN120005
N20003341,95NN060003,95NN060003
N20003342,95NN060004,95NN060004
N20003343,95NN120007,95NN120007
N20003344,95NN060005,95NN060005
N20003345,95NN060005,95NN060005
N20003346,95NN060007,95NN060007
N20003347,95NN190009,95NN190009
N20003348,95NN190001,95NN190001
N20003349,95NN190002,95NN190002
N20003350,95NN190001,95NN190006
N20003351,95NN190005,95NN190003
N20003352,95NN090003,95NN090001
N20003353,95NN190007,95NN190007
N20003354,95NN190003,95NN190003
N20003355,95NN160002,95NN160002
N20003356,95NN160006,95NN160006
N20003357,95NN090003,95NN160007
N20003358,95NN090004,95NN090006
N20003359,95NN090005,95NN090005
N20003360,95NN160004,95NN160004
N20003361,95NN160001,95NN160001
N20003362,95NN030001,95NN160003
N20003363,95NN160004,95NN160005
N20003364,95NN090008,95NN090008
N20003365,95NN090007,95NN090007
N20003366,95NN030001,95NN030001
N20003367,95NN050001,95NN050001
N20003368,95NN150005,95NN150004
N20003369,95NN030003,95NN030003
N20003370,95NN030004,95NN030004
N20003371,95NN080005,95NN150001
N20003372,95NN150007,95NN150004
N20003373,95NN050001,95NN050001
N20003374,95NN030003,95NN030003
N20003375,95NN150008,95NN150008
N20003376,95NN150003,95NN150003
N20003377,95NN150006,95NN150006
N20003378,95NN030005,95NN030005
N20003379,95NN050002,95NN050002
N20003380,95NN050005,95NN050005
N20003381,95NN150001,95NN150002
N20003382,95NN030007,95NN030008
N20003383,95NN080001,95NN080004
N20003384,95NN080004,95NN080002
N20003385,95NN050007,95NN050007
N20003386,95NN150002,95NN150002
N20003387,95NN160005,95NN160008
N20003388,95NN080003,95NN080006
N20003389,95NN050008,95NN050008
N20003390,95NN080006,95NN080006
N20003391,95NN220002,95NN220002
N20003392,95NN080007,95NN080007
N20003393,95NN220004,95NN220001
N20003394,95NN220005,95NN220005
N20003395,95NN080008,95NN180007
N20003396,95NN220006,95NN220006
N20003397,95NN180006,95NN180007
N20003398,95NN180002,95NN180002
N20003399,95NN180002,95NN180002
N20003400,95NN020004,95NN020004
N20003401,95NN180001,95NN180001
N20003402,95NN020004,95NN020002
N20003403,95NN020005,95NN020005
N20003404,95NN180005,95NN180005
N20003405,95NN020003,95NN020003
N20003406,95NN020005,95NN020005
N20003407,95NN020006,95NN020006
N20003408,95NN070009,95NN070009
N20003409,95NN040001,95NN040002
N20003410,95NN070001,95NN070001
N20003411,95NN040002,95NN040002
N20003412,95NN070009,95NN070009
N20003413,95NN040005,95NN040005
N20003414,95NN010006,95NN220001
N20003415,95NN070004,95NN070004
N20003416,95NN040007,95NN040007
N20003417,95NN040006,95NN040006
N20003418,95NN070003,95NN070004
N20003419,95NN070006,95NN070008
N20003420,95NN220006,95NN220006
N20003421,95NN070005,95NN070005
N20003422,95NN140003,95NN140003
N20003423,95NN010007,95NN010007
N20003424,95NN140001,95NN140002
N20003425,95NN010002,95NN010002
N20003426,95NN010001,95NN010002
N20003427,95NN010001,95NN010003
N20003428,95NN010004,95NN010004
N20003429,95NN140004,95NN140004
N20003430,95NN140001,95NN140001
N20003431,95NN140008,95NN140008
N20003432,95BB080008,95BB080009
N20003433,95BB090008,95BB090008
N20003434,95BB080009,95BB080009
N20003435,95BB080003,95BB080007
N20003436,95BB080001,95BB080001
N20003437,95BB090009,95BB090002
N20003438,95BB070009,95BB070009
N20003439,95BB070008,95BB070008
N20003440,95BB080002,95BB080002
N20003441,95BB080005,95BB080005
N20003442,95BB090002,95BB090002
N20003443,95BB070002,95BB070002
N20003444,95BB070007,95BB070007
N20003445,95BB070010,95BB070010
N20003446,95BB090003,95BB090003
N20003447,95BB070006,95BB070010
N20003448,95BB090004,95BB090006
N20003449,95BB070007,95BB070007
N20003450,95BB070004,95BB070004
N20003451,95BB090003,95BB090003
N20003452,95BB090007,95BB090007
N20003453,95BB160004,95BB160004
N20003454,95BB090007,95BB160001
N20003455,95BB160004,95BB160004
N20003456,95BB160007,95BB160007
N20003457,95BB160006,95BB160006
N20003458,95BB160008,95BB160005
N20003459,95BB160008,95BB160008
N20003460,95BB160006,95BB160006
N20003461,95BB010002,95BB010002
N20003462,95BB010001,95BB010001
N20003463,95BB010002,95BB010006
N20003464,95BB010004,95BB010004
N20003465,95BB010005,95BB010005
N20003466,95BB010009,95BB010009
N20003467,95BB140001,95BB160003
N20003468,95BB010008,95BB010001
N20003469,95BB140005,95BB140005
N20003470,95BB140008,95BB140003
N20003471,95BB010003,95BB010003
N20003472,95BB140005,95BB140005
N20003473,95BB140007,95BB140007
N20003474,95BB230002,95BB230002
N20003475,95BB040003,95BB040003
N20003476,95BB230003,95BB230003
N20003477,95BB190001,95BB190014
N20003478,95BB120009,95BB120009
N20003479,95BB230005,95BB230005
N20003480,95BB190014,95BB190014
N20003481,95BB190002,95BB190002
N20003482,95BB230007,95BB230007
N20003483,95BB040006,95BB040006
N20003484,95BB190001,95BB190001
N20003485,95BB120004,95BB120004
N20003486,95BB120002,95BB120001
N20003487,95BB230006,95BB230006
N20003488,95BB190006,95BB190006
N20003489,95BB190011,95BB190011
N20003490,95BB040009,95BB040009
N20003491,95BB190004,95BB190009
N20003492,95BB170005,95BB170005
N20003493,95BB120006,95BB120003
N20003494,95BB040008,95BB040008
N20003495,95BB120005,95BB120005
N20003496,95BB230009,95BB230009
N20003497,95BB190012,95BB190008
N20003498,95BB190010,95BB190010
N20003499,95BB120007,95BB120007
N20003500,95BB040010,95BB040010
N20003501,95BB190007,95BB190007
N20003502,95BB190011,95BB230001
N20003503,95BB060004,95BB060004
N20003504,95BB060006,95BB060011
N20003505,95BB170009,95BB170009
N20003506,95BB190013,95BB190013
N20003507,95BB130003,95BB130003
N20003508,95BB040004,95BB040002
N20003509,95BB060010,95BB060010
N20003510,95BB060011,95BB040001
N20003511,95BB130013,95BB130013
N20003512,95BB060009,95BB060009
N20003513,95BB060008,95BB060008
N20003514,95BB130001,95BB130002
N20003515,95BB170007,95BB170010
N20003516,95BB040001,95BB040001
N20003517,95BB130008,95BB130008
N20003518,95BB060001,95BB060001
N20003519,95BB130006,95BB130006
N20003520,95BB130010,95BB130010
N20003521,95BB020010,95BB020010
N20003522,95BB060003,95BB060003
N20003523,95BB020009,95BB020009
N20003524,95BB020005,95BB020005
N20003525,95BB130011,95BB130011
N20003526,95BB020007,95BB020002
N20003527,95BB020001,95BB020001
N20003528,95BB130012,95BB130011
N20003529,95BB060002,95BB060002
N20003530,95BB220001,95BB220001
N20003531,95BB220002,95BB220002
N20003532,95BB220005,95BB220005
N20003533,95BB220004,95BB220007
N20003534,95BB220008,95BB220008
N20003535,95BB220009,95BB220009
N20003536,95BB220009,95BB220008
N20003537,95XX120006,95XX120002
N20003538,95XX130005,95XX130005
N20003539,95XX120002,95XX120002
N20003540,95XX130007,95XX130007
N20003541,95XX210006,95XX210006
N20003542,95XX130001,95XX130001
N20003543,95XX210006,95XX210006
N20003544,95XX120002,95XX120008
N20003545,95XX120008,95XX120008
N20003546,95XX130002,95XX130002
N20003547,95XX130003,95XX130003
N20003548,95XX140008,95XX140008
N20003549,95XX140002,95XX140002
N20003550,95XX140004,95XX140004
N20003551,95XX140005,95XX140005
N20003552,95XX190004,95XX190004
N20003553,95XX140001,95XX140007
N20003554,95XX100003,95XX100003
N20003555,95XX190003,95XX190003
N20003556,95XX100006,95XX100006
N20003557,95XX100005,95XX100005
N20003558,95XX180005,95XX180005
N20003559,95XX190002,95XX180008
N20003560,95XX190003,95XX190003
N20003561,95XX180003,95XX180003
N20003562,95XX110003,95XX110014
N20003563,95XX200011,95XX200011
N20003564,95XX180001,95XX180001
N20003565,95XX190007,95XX190007
N20003566,95XX180004,95XX180004
N20003567,95XX190006,95XX190006
N20003568,95XX110005,95XX110005
N20003569,95XX120005,95XX120005
N20003570,95XX200003,95XX200003
N20003571,95XX200001,95XX200001
N20003572,95XX110006,95XX110006
N20003573,95XX200005,95XX200004
N20003574,95XX180010,95XX180010
N20003575,95XX180009,95XX180009
N20003576,95XX200008,95XX200006
N20003577,95XX200007,95XX200007
N20003578,95XX210008,95XX210008
N20003579,95XX210008,95XX210008
N20003580,95XX210001,95XX210001
N20003581,95XX210005,95XX210004
N20003582,95XX210002,95XX210002
N20003583,95XX080007,95XX080007
N20003584,95XX080005,95XX080005
N20003585,95XX240009,95XX240009
N20003586,95XX080002,95XX080002
N20003587,95XX240003,95XX240003
N20003588,95XX240002,95XX240002
N20003589,95XX080004,95XX080004
N20003590,95XX230004,95XX230004
N20003591,95XX240004,95XX240004
N20003592,95XX230010,95XX230010
N20003593,95XX230010,95XX230010
N20003594,95XX240007,95XX240007
N20003595,95XX080006,95XX080006
N20003596,95XX250004,95XX220006
N20003597,95XX230004,95XX230004
N20003598,95XX240008,95XX240008
N20003599,95XX230001,95XX230005
N20003600,95XX150004,95XX150005
N20003601,95XX230002,95XX230008
N20003602,95XX230006,95XX230006
N20003603,95XX230005,95XX230007
N20003604,95XX150005,95XX150005
N20003605,95XX220007,95XX220009
N20003606,95XX150007,95XX150007
N20003607,95XX150009,95XX150008
N20003608,95XX150006,95XX150006
N20003609,95XX100007,95XX100008
N20003610,95XX230009,95XX230009
N20003611,95XX100008,95XX100008
N20003612,95XX150003,95XX150003
N20003613,95XX100009,95XX100009
N20003614,95XX220001,95XX220001
N20003615,95XX220002,95XX220002
N20003616,95XX150003,95XX150001
N20003617,95XX100010,95XX100010
N20003618,95XX100012,95XX100012
N20003619,95XX100002,95XX100002
N20003620,95XX100013,95XX100002
N20003621,95XX020006,95XX170004
N20003622,95XX020007,95XX020007
N20003623,95XX170006,95XX170006
N20003624,95XX170008,95XX170007
N20003625,95XX090010,95XX090010
N20003626,95XX020006,95XX020006
N20003627,95XX020008,95XX020008
N20003628,95XX210003,95XX210003
N20003629,95XX020004,95XX020004
N20003630,95XX020003,95XX020001
N20003631,95XX170009,95XX170009
N20003632,95XX170011,95XX170011
N20003633,95XX070006,95XX070007
N20003634,95XX020002,95XX090001
N20003635,95XX090002,95XX090002
N20003636,95XX170011,95XX170011
N20003637,95XX090003,95XX090003
N20003638,95XX090001,95XX070005
N20003639,95XX070005,95XX070006
N20003640,95XX170011,95XX170002
N20003641,95XX070011,95XX070008
N20003642,95XX170001,95XX170001
N20003643,95XX090003,95XX090003
N20003644,95XX050010,95XX050010
N20003645,95XX070002,95XX070003
N20003646,95XX070004,95XX070004
N20003647,95XX070001,95XX070001
N20003648,95XX050001,95XX050001
N20003649,95XX250003,95XX250003
N20003650,95XX050006,95XX050007
N20003651,95XX250005,95XX250005
N20003652,95XX060005,95XX060005
N20003653,95XX250007,95XX250007
N20003654,95XX050008,95XX060006
N20003655,95XX060006,95XX060006
N20003656,95XX250001,95XX250001
N20003657,95XX250009,95XX250009
N20003658,95XX060004,95XX060004
N20003659,95XX060008,95XX060008
N20003660,95XX060007,95XX060009
N20003661,95XX060010,95XX060004
N20003662,95XX060012,95XX060012
N20003663,95XX110008,95XX110008
N20003664,95XX110009,95XX110009
N20003665,95XX110010,95XX110010
N20003666,95XX110008,95XX110011
N20003667,95XX060003,95XX060003
N20003668,95XX110013,95XX110013
N20003669,95XX110013,95XX110013
N20003670,95XX110001,95XX110001
N20003671,95XX110013,95XX110013
N20003672,95XX110013,95XX110013
N20003673,95XX110013,95XX110013
N20003674,95XX110002,95XX110002
N20003675,95XX110013,95XX110013
N20003676,95XX110013,95XX110013
N20003677,95XX110004,95XX110004
N20003678,95XX110007,95XX110007
N20003679,95XX160005,95XX160005
N20003680,95XX160006,95XX160006
N20003681,95XX160005,95XX160005
N20003682,95XX160007,95XX160007
N20003683,95XX160001,95XX160001
N20003684,95XX160002,95XX160002
N20003685,95XX160003,95XX160003
N20003686,95XX030008,95XX160004
N20003687,95XX160009,95XX160009
N20003688,95BB100007,95BB100005
N20003689,95XX030002,95XX030008
N20003690,95XX030001,95XX030001
N20003691,95XX090005,95XX090005
N20003692,95XX090006,95XX090006
N20003693,95BB100007,95BB100007
N20003694,95XX090007,95XX030005
N20003695,95XX040001,95XX040001
N20003696,95XX030005,95XX030005
N20003697,95XX030006,95XX030006
N20003698,95XX040005,95XX040005
N20003699,95XX040006,95XX040006
N20003700,95BB100005,95BB100005
N20003701,95XX010012,95XX010011
N20003702,95XX010012,95XX010012
N20003703,95XX040011,95XX040011
N20003704,95BB100011,95BB100010
N20003705,95XX040009,95XX040009
N20003706,95XX030007,95XX030007
N20003707,95BB100002,95BB100010
N20003708,95XX040011,95XX040010
N20003709,95XX010001,95XX010001
N20003710,95XX010003,95XX010003
N20003711,95BB100001,95BB100001
N20003712,95XX010004,95XX010004
N20003713,95BB100009,95BB100009
N20003714,95XX010007,95XX010007
N20003715,95BB110001,95BB110001
N20003716,95XX010008,95XX010008
N20003717,95XX010013,95XX010013
N20003718,95BB100004,95BB100004
N20003719,95XX010010,95XX010009
N20003720,95BB110004,95BB110004
N20003721,95BB100006,95BB100006
N20003722,95BB110005,95BB110005
N20003723,95BB110006,95BB110006
N20003724,95BB110008,95BB110008
N20003725,95BB110009,95BB110009
N20003726,95BB100005,95BB100005
N20003727,95BB110010,95BB110010
N20003728,95BB180008,95BB180008
N20003729,95BB180010,95BB180003
N20003730,95BB180009,95BB180003
N20003731,95BB170002,95BB170002
N20003732,95BB180003,95BB180003
N20003733,95BB180001,95BB180001
N20003734,95BB180006,95BB180006
N20003735,95BB180007,95BB180007
N20003736,95BB180002,95BB180002
N20003737,95BB050001,95BB050001
N20003738,95BB170006,95BB170006
N20003739,95BB170002,95BB170007
N20003740,95BB170001,95BB170001
N20003741,95BB050001,95BB050001
N20003742,95BB050005,95BB050005
N20003743,95BB050004,95BB050004
N20003744,95BB050003,95BB050003
N20003745,95BB050008,95BB050008
N20003746,95BB050003,95BB050009
N20003747,95BB030003,95BB030003
N20003748,95BB030009,95BB030009
N20003749,95BB030008,95BB030008
N20003750,95BB030011,95BB030011
N20003751,95BB030010,95BB030010
N20003752,95BB030004,95BB030004
N20003753,95BB030007,95BB030007
N20003754,95BB030003,95BB030003
N20003755,95BB030005,95BB030005
N20003756,95BB030005,95BB030005
N20003757,95BB030006,95BB030006
N20003758,95BB210009,95BB210009
N20003759,95BB150006,95BB150006
N20003760,95BB150005,95BB150005
N20003761,95BB210003,95BB210003
N20003762,95BB210011,95BB210004
N20003763,95BB150008,95BB150008
N20003764,95BB210001,95BB210001
N20003765,95BB210002,95BB210002
N20003766,95BB210006,95BB210006
N20003767,95BB210005,95BB210005
N20003768,95BB210005,95BB210005
N20003769,95BB210008,95BB210008
N20003770,95BB210008,95BB210008
N20003771,95BB150001,95BB150002
N20003772,95BB150002,95BB150002
N20003773,95BB150001,95BB150001
N20003774,95BB200003,95BB150003
N20003775,95BB200004,95BB200002
N20003776,95BB200004,95BB200004
N20003777,95BB200005,95BB200005
N20003778,95BB200002,95BB200002
N20003779,95BB200009,95BB200001
N20003780,95BB200001,95BB200001
