SA2011,SOA2011,dea_1972,dea_1984,dea_1993,dea_2012
N00000543,95DD10W1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000546,95DD10W1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000545,95DD10W1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000542,95DD10W1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000537,95DD09W1,BALLYMENA AREA A,BRAID VALLEY,BRAID,Braid
N00000559,95DD12W1,BALLYMENA AREA B,BRAID VALLEY,BANNSIDE,Bannside
N00000540,95DD10W1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000547,95DD10W1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000548,95DD10W1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000544,95DD10W1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000541,95DD10W1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000560,95DD12W1,BALLYMENA AREA B,BRAID VALLEY,BANNSIDE,Bannside
N00000558,95DD12W1,BALLYMENA AREA B,BRAID VALLEY,BANNSIDE,Bannside
N00000628,95DD22S2,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000623,95DD22S1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000626,95DD22S1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000624,95DD22S1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000591,95DD17W1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000593,95DD17W1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000592,95DD17W1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000595,95DD17W1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000589,95DD17W1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000126,95AA19W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000125,95AA19W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000046,95AA07W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000045,95AA07W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000034,95AA05W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000048,95AA07W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000049,95AA07W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000050,95AA07W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000088,95AA13S2,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000091,95AA13S2,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000090,95AA13S2,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000089,95AA13S2,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000095,95AA14W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000047,95AA07W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000594,95DD17W1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000590,95DD17W1,BALLYMENA AREA B,THE MAIN,BANNSIDE,Bannside
N00000611,95DD19S2,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000608,95DD19S2,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000609,95DD19S2,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000610,95DD19S2,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000604,95DD19S1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000603,95DD19S1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000605,95DD19S1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000607,95DD19S1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000606,95DD19S1,BALLYMENA AREA C,KELLS WATER,BALLYMENA SOUTH,Braid
N00000584,95DD16W1,BALLYMENA AREA C,KELLS WATER,BRAID,Braid
N00000582,95DD16W1,BALLYMENA AREA C,KELLS WATER,BRAID,Braid
N00000083,95AA12W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM SOUTH EAST,Dunsilly
N00000096,95AA14W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000092,95AA14W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000094,95AA14W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000093,95AA14W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000087,95AA13S1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000075,95AA11S2,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000015,95AA02W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000071,95AA11S1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000013,95AA02W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000014,95AA02W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000073,95AA11S1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000060,95AA09W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000063,95AA09W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000105,95AA16W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000077,95AA11S2,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000070,95AA11S1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000100,95AA15S1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000076,95AA11S2,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000097,95AA15S1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000099,95AA15S1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000108,95AA16W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000098,95AA15S1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000103,95AA15S2,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000078,95AA11S2,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000104,95AA15S2,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000101,95AA15S2,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000102,95AA15S2,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000074,95AA11S2,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000079,95AA12W1,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Dunsilly
N00000082,95AA12W1,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Dunsilly
N00000056,95AA08W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Antrim
N00000054,95AA08W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Antrim
N00000055,95AA08W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Antrim
N00000052,95AA08W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM SOUTH EAST,Antrim
N00000051,95AA08W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM SOUTH EAST,Antrim
N00000115,95AA17W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000109,95AA16W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000106,95AA16W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000110,95AA16W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000107,95AA16W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000116,95AA17W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000059,95AA09W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000057,95AA09W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000058,95AA09W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000111,95AA17W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000112,95AA17W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000117,95AA17W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000113,95AA17W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000053,95AA08W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Antrim
N00000064,95AA10W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM TOWN,Antrim
N00000114,95AA17W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000065,95AA10W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM TOWN,Antrim
N00000067,95AA10W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM TOWN,Antrim
N00000069,95AA10W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM TOWN,Antrim
N00000019,95AA03W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Antrim
N00000066,95AA10W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM TOWN,Antrim
N00000061,95AA09W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM TOWN,Antrim
N00000062,95AA09W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM TOWN,Antrim
N00000072,95AA11S1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000068,95AA10W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM TOWN,Antrim
N00000017,95AA03W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Antrim
N00000020,95AA03W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Antrim
N00000023,95AA03W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Antrim
N00000018,95AA03W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Antrim
N00000021,95AA03W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Antrim
N00000022,95AA03W1,ANTRIM AREA C,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Antrim
N00000124,95AA18W1,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
N00000122,95AA18W1,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
N00000009,95AA01S3,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
N00000008,95AA01S3,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
N00000007,95AA01S3,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
N00000012,95AA02W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000016,95AA02W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000011,95AA02W1,ANTRIM AREA C,ANTRIM TOWN,ANTRIM TOWN,Antrim
N00000005,95AA01S2,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
N00000031,95AA05W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000086,95AA13S1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000085,95AA13S1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000036,95AA05W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000035,95AA05W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000032,95AA05W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000033,95AA05W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000127,95AA19W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00000128,95AA19W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00002161,95KK15W1,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N00002160,95KK15W1,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N00002158,95KK15W1,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N00002159,95KK15W1,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N00002162,95KK15W1,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N00003573,95TT08W1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003606,95TT14W1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003598,95TT13S1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003601,95TT13S1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003600,95TT13S1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003603,95TT13S2,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003528,95TT01W1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N00003527,95TT01W1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N00002163,95KK15W1,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N00003529,95TT01W1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N00000129,95AA19W1,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N00003530,95TT01W1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N00003545,95TT03S2,MAGHERAFELT AREA C,MOYOLA,MOYOLA,Moyola
N00003531,95TT01W1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N00003535,95TT02W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Moyola
N00003537,95TT02W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Moyola
N00003533,95TT02W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Moyola
N00003566,95TT07W1,MAGHERAFELT AREA B,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N00003534,95TT02W1,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Moyola
N00003568,95TT07W1,MAGHERAFELT AREA B,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N00003567,95TT07W1,MAGHERAFELT AREA B,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N00003563,95TT07W1,MAGHERAFELT AREA B,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N00003564,95TT07W1,MAGHERAFELT AREA B,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N00003541,95TT03S1,MAGHERAFELT AREA C,MOYOLA,MOYOLA,Moyola
N00003540,95TT03S1,MAGHERAFELT AREA C,MOYOLA,MOYOLA,Moyola
N00003542,95TT03S1,MAGHERAFELT AREA C,MOYOLA,MOYOLA,Moyola
N00003543,95TT03S2,MAGHERAFELT AREA C,MOYOLA,MOYOLA,Moyola
N00003539,95TT03S1,MAGHERAFELT AREA C,MOYOLA,MOYOLA,Moyola
N00003546,95TT03S2,MAGHERAFELT AREA C,MOYOLA,MOYOLA,Moyola
N00003538,95TT03S1,MAGHERAFELT AREA C,MOYOLA,MOYOLA,Moyola
N00003544,95TT03S2,MAGHERAFELT AREA C,MOYOLA,MOYOLA,Moyola
N00003556,95TT05S2,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003605,95TT13S2,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003602,95TT13S2,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003599,95TT13S1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003604,95TT13S2,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003555,95TT05S2,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003611,95TT14W1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003552,95TT05S1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003554,95TT05S2,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003553,95TT05S1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003550,95TT05S1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003551,95TT05S1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003609,95TT14W1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003608,95TT14W1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003610,95TT14W1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003607,95TT14W1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003570,95TT08W1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003571,95TT08W1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N00003565,95TT07W1,MAGHERAFELT AREA B,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N00003594,95TT12W1,MAGHERAFELT AREA B,MAGHERAFELT TOWN,SPERRIN,Moyola
N00003595,95TT12W1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Moyola
N00003597,95TT12W1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Moyola
N00003596,95TT12W1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Moyola
N00003548,95TT04W1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Moyola
N00003547,95TT04W1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Moyola
N00003593,95TT12W1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Moyola
N00003572,95TT08W1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003574,95TT08W1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00003569,95TT08W1,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N00002126,95KK08W1,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N00002127,95KK08W1,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N00002125,95KK08W1,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N00002124,95KK07W1,COOKSTOWN AREA A,DRUM MANOR,DRUM MANOR,Magherafelt
N00002122,95KK07W1,COOKSTOWN AREA A,DRUM MANOR,DRUM MANOR,Magherafelt
N00002123,95KK07W1,COOKSTOWN AREA A,DRUM MANOR,DRUM MANOR,Magherafelt
N00002133,95KK10W1,COOKSTOWN AREA A,DRUM MANOR,DRUM MANOR,Cookstown
N00002100,95KK03W1,COOKSTOWN AREA A,DRUM MANOR,DRUM MANOR,Cookstown
N00002098,95KK03W1,COOKSTOWN AREA A,DRUM MANOR,DRUM MANOR,Cookstown
N00002121,95KK07W1,COOKSTOWN AREA A,DRUM MANOR,DRUM MANOR,Magherafelt
N00003549,95TT04W1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Moyola
N00003577,95TT09S1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00003576,95TT09S1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00003575,95TT09S1,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N00004502,95ZZ11W1,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N00004426,95YY17W1,OMAGH AREA D,MID-TYRONE,MID TYRONE,Mid Tyrone
N00004423,95YY17W1,OMAGH AREA D,MID-TYRONE,MID TYRONE,Mid Tyrone
N00004422,95YY17W1,OMAGH AREA D,MID-TYRONE,MID TYRONE,Mid Tyrone
N00004424,95YY17W1,OMAGH AREA D,MID-TYRONE,MID TYRONE,Mid Tyrone
N00004397,95YY12W1,OMAGH AREA D,MID-TYRONE,MID TYRONE,Mid Tyrone
N00004398,95YY12W1,OMAGH AREA D,MID-TYRONE,MID TYRONE,Mid Tyrone
N00004399,95YY12W1,OMAGH AREA D,MID-TYRONE,MID TYRONE,Mid Tyrone
N00004492,95ZZ09W1,STRABANE AREA A,DERG,DERG,Derg
N00004493,95ZZ09W1,STRABANE AREA A,DERG,DERG,Derg
N00004490,95ZZ09W1,STRABANE AREA A,DERG,DERG,Derg
N00004527,95ZZ15W1,STRABANE AREA A,DERG,GLENELLY,Derg
N00004526,95ZZ15W1,STRABANE AREA B,GLENELLY,GLENELLY,Derg
N00004506,95ZZ11W1,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N00004494,95ZZ09W1,STRABANE AREA A,DERG,DERG,Derg
N00004495,95ZZ09W1,STRABANE AREA A,DERG,DERG,Derg
N00004491,95ZZ09W1,STRABANE AREA A,DERG,DERG,Derg
N00004505,95ZZ11W1,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N00004530,95ZZ15W1,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N00004531,95ZZ15W1,STRABANE AREA B,GLENELLY,GLENELLY,Derg
N00004512,95ZZ12W1,STRABANE AREA A,MOURNE,MOURNE,Derg
N00004510,95ZZ12W1,STRABANE AREA A,MOURNE,MOURNE,Derg
N00004507,95ZZ12W1,STRABANE AREA C,MOURNE,MOURNE,Derg
N00004511,95ZZ12W1,STRABANE AREA A,MOURNE,MOURNE,Derg
N00004509,95ZZ12W1,STRABANE AREA A,MOURNE,MOURNE,Derg
N00004529,95ZZ15W1,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N00004508,95ZZ12W1,STRABANE AREA C,MOURNE,MOURNE,Derg
N00004520,95ZZ14S1,STRABANE AREA C,MOURNE,MOURNE,Derg
N00004477,95ZZ06W1,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004476,95ZZ06W1,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004454,95ZZ02W1,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004455,95ZZ02W1,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004457,95ZZ02W1,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004522,95ZZ14S2,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004523,95ZZ14S2,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004525,95ZZ14S2,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004519,95ZZ14S1,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004534,95ZZ16S1,STRABANE AREA C,DERG,MOURNE,Derg
N00004533,95ZZ16S1,STRABANE AREA C,DERG,MOURNE,Sperrin
N00004521,95ZZ14S1,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004524,95ZZ14S2,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004537,95ZZ16S2,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004532,95ZZ16S1,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004535,95ZZ16S2,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004500,95ZZ10W1,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004536,95ZZ16S2,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004452,95ZZ02W1,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004456,95ZZ02W1,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004453,95ZZ02W1,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004474,95ZZ06W1,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004475,95ZZ06W1,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004499,95ZZ10W1,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N00004528,95ZZ15W1,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N00004451,95ZZ01W1,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N00004501,95ZZ11W1,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N00004504,95ZZ11W1,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N00004503,95ZZ11W1,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N00004472,95ZZ05W1,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N00002421,95MM03W1,LONDONDERRY AREA A,RURAL,RURAL,Sperrin
N00002422,95MM03W1,LONDONDERRY AREA A,RURAL,RURAL,Sperrin
N00004473,95ZZ05W1,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N00004517,95ZZ13W1,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N00004469,95ZZ05W1,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N00004470,95ZZ05W1,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N00004471,95ZZ05W1,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
