SA2011,Geography,AllUsualResidents,Female_pct,Age_10_19_pct,Median_age,Catholic_background_pct,Protestant_background_pct,NSSeC_higher_pct
N00001602,Windsor_4,342,52.05,12.9,25,37.7,42.4,33.7
N00001603,Windsor_4,305,52.79,10.2,25,44.3,38.4,28.4
N00001604,Woodstock_1,276,46.74,7.2,33,17.8,62.0,31.7
N00001605,Woodstock_1,283,53.00,7.8,34,16.3,70.3,33.8
N00001606,Woodstock_1,197,56.35,7.1,32,22.3,59.9,47.9
N00001607,Woodstock_1,262,50.00,8.0,35,19.1,65.6,36.6
N00001608,Woodstock_1,238,53.78,7.6,33,24.8,64.3,36.2
N00001609,Woodstock_1,243,54.73,10.7,30,17.7,60.5,45.6
N00001610,Woodstock_2,220,45.45,12.3,34,25.5,54.1,53.0
N00001611,Woodstock_2,292,52.74,15.1,34,13.0,72.6,22.8
N00001612,Woodstock_2,295,55.25,18.6,31,13.2,74.6,16.7
N00001613,Woodstock_2,691,52.10,10.1,30,16.6,66.7,31.2
N00001614,Woodstock_2,245,55.92,5.7,31,17.6,59.6,29.2
N00001615,Woodstock_2,318,52.83,9.1,38,27.7,52.8,34.3
N00001616,Woodstock_3,299,46.15,12.7,34,15.4,64.5,29.0
N00001617,Woodstock_3,258,44.19,8.1,31,37.6,50.0,51.9
N00001618,Woodstock_3,236,54.24,14.4,33,21.6,59.7,30.2
N00001619,Woodstock_3,278,52.16,7.6,46,8.3,77.0,28.0
N00001620,Woodstock_3,333,53.45,13.2,28,23.1,53.5,30.3
N00001621,Woodstock_3,241,51.04,10.4,33,16.2,66.0,31.6
N00001622,Woodstock_3,240,53.33,15.4,32,21.7,61.2,35.2
N00001623,Woodvale_1,287,56.79,14.3,33,9.8,81.2,23.2
N00001624,Woodvale_1,150,50.00,4.0,50,3.3,89.3,13.9
N00001625,Woodvale_1,253,53.36,9.9,36,11.9,76.3,29.1
N00001626,Woodvale_1,236,47.46,6.8,34,10.6,84.3,27.6
N00001627,Woodvale_1,179,54.19,12.3,38,5.0,83.2,24.2
N00001628,Woodvale_1,248,51.61,12.1,47,7.7,84.7,26.1
N00001629,Woodvale_2,303,56.11,9.6,48,4.3,91.1,26.2
N00001630,Woodvale_2,214,52.34,11.2,34,7.0,86.9,17.6
N00001631,Woodvale_2,226,54.42,15.0,30,1.8,91.2,19.0
N00001632,Woodvale_2,244,50.82,12.7,45,2.5,92.2,16.8
N00001633,Woodvale_2,183,45.36,10.9,40,7.1,88.5,24.6
N00001634,Woodvale_2,229,51.53,11.8,38,9.2,83.0,18.8
N00001635,Woodvale_3,300,56.00,13.0,39,2.3,88.3,22.3
N00001636,Woodvale_3,170,47.06,12.9,39,2.9,90.6,25.8
N00001637,Woodvale_3,220,53.64,17.7,36,9.1,86.8,14.9
N00001638,Woodvale_3,252,49.60,9.1,41,6.3,87.7,14.7
N00001639,Woodvale_3,180,50.56,14.4,39,5.0,87.8,14.6
N00001640,Woodvale_3,214,52.80,12.1,44,0.5,94.9,17.3
N00001641,Blackhead,250,50.40,8.4,44,14.4,74.8,31.9
N00001642,Blackhead,299,50.84,10.0,55,7.4,86.3,66.2
N00001643,Blackhead,595,52.27,10.8,38,19.3,63.5,52.1
N00001644,Blackhead,329,50.15,15.8,41,13.7,71.1,50.6
N00001645,Blackhead,234,52.99,10.3,45,12.0,76.1,31.3
N00001646,Blackhead,352,52.27,5.1,55,17.0,69.0,52.4
N00001647,Bluefield_1,294,50.00,8.8,48,4.8,90.1,48.1
N00001648,Bluefield_1,316,53.16,10.4,44,9.5,79.7,49.6
N00001649,Bluefield_1,443,51.47,20.3,37,8.4,83.3,58.9
N00001650,Bluefield_1,305,48.85,11.5,36,6.2,73.4,44.6
N00001651,Bluefield_2,383,48.56,18.5,37,5.7,83.0,53.6
N00001652,Bluefield_2,396,49.49,17.4,41,4.3,88.4,57.1
N00001653,Bluefield_2,440,47.95,21.8,35,5.2,87.0,51.7
N00001654,Bluefield_2,385,51.17,16.9,38,8.8,77.4,43.4
N00001655,Boneybefore,386,51.30,12.2,38,13.2,75.1,47.9
N00001656,Boneybefore,234,58.12,10.3,58,12.4,85.0,50.9
N00001657,Boneybefore,292,51.71,13.0,51,15.1,79.5,53.7
N00001658,Boneybefore,209,56.46,7.7,63,14.4,75.6,51.9
N00001659,Boneybefore,248,50.40,4.0,58,2.8,92.3,56.5
N00001660,Boneybefore,294,50.34,9.9,55,7.8,85.0,62.0
N00001661,Burleigh Hill_1,373,51.47,19.8,38,9.4,83.1,49.6
N00001662,Burleigh Hill_1,325,51.69,14.5,45,9.2,82.2,46.5
N00001663,Burleigh Hill_1,316,49.68,13.3,51,8.5,82.0,40.3
N00001664,Burleigh Hill_1,325,50.46,15.7,38,9.2,76.9,44.6
N00001665,Burleigh Hill_1,370,52.43,15.4,34,8.6,77.0,47.1
N00001666,Burleigh Hill_2,340,49.71,14.7,50,5.0,89.7,52.4
N00001667,Burleigh Hill_2,301,52.49,15.3,36,4.3,89.4,43.6
N00001668,Burleigh Hill_2,391,50.64,15.6,48,4.1,88.7,48.3
N00001669,Burleigh Hill_2,326,50.31,14.1,49,4.6,84.4,50.0
N00001670,Clipperstown,263,50.95,11.8,35,2.7,80.6,24.3
N00001671,Clipperstown,302,52.32,17.9,30,4.3,82.1,23.0
N00001672,Clipperstown,368,52.99,17.4,29,7.9,75.8,33.1
N00001673,Clipperstown,447,53.69,13.2,36,6.9,84.1,37.4
N00001674,Clipperstown,248,49.60,10.1,31,7.3,80.6,30.1
N00001675,Clipperstown,279,50.54,14.0,34,8.6,82.1,27.3
N00001676,Clipperstown,264,54.92,15.9,26,1.9,86.4,19.7
N00001677,Eden_1,552,46.92,20.5,36,5.8,87.7,52.6
N00001678,Eden_1,435,50.57,20.2,41,3.4,85.1,45.7
N00001679,Eden_1,404,52.97,18.3,36,10.9,77.5,50.0
N00001680,Eden_1,540,48.15,16.7,33,6.1,81.7,57.1
N00001681,Eden_1,300,53.00,8.0,42,5.3,84.3,36.4
N00001682,Eden_2,324,49.38,14.2,34,13.3,75.6,41.2
N00001683,Eden_2,388,48.71,11.9,38,10.3,79.1,31.0
N00001684,Eden_2,930,50.22,17.7,33,6.7,82.3,54.1
N00001685,Eden_2,337,53.41,18.7,41,4.2,84.6,43.7
N00001686,Eden_2,279,49.10,10.4,32,9.3,76.3,41.6
N00001687,Eden_2,308,52.92,15.3,47,2.9,89.9,49.6
N00001688,Gortalee,361,55.12,11.9,38,5.3,86.1,27.9
N00001689,Gortalee,246,48.78,5.7,39,11.4,72.8,30.1
N00001690,Gortalee,352,50.00,13.9,41,9.9,81.0,46.7
N00001691,Gortalee,280,49.29,11.8,33,3.6,84.3,28.3
N00001692,Gortalee,254,53.15,12.2,39,3.9,79.9,24.3
N00001693,Greenisland,311,53.05,3.9,60,13.8,74.9,60.4
N00001694,Greenisland,293,52.90,17.1,45,9.6,83.3,51.1
N00001695,Greenisland,414,54.35,15.9,37,16.4,72.7,56.8
N00001696,Greenisland,379,53.56,8.4,43,12.1,76.3,53.7
N00001697,Greenisland,298,53.02,12.8,42,9.1,77.9,41.0
N00001698,Greenisland,269,48.33,9.3,37,17.8,68.0,40.0
N00001699,Greenisland,395,49.11,11.1,37,27.6,64.1,65.4
N00001700,Greenisland,260,53.46,10.0,36,10.4,78.8,35.6
N00001701,Killycrot,198,57.07,8.1,45,24.7,58.6,34.0
N00001702,Killycrot,338,50.00,13.0,42,17.8,70.4,44.0
N00001703,Killycrot,1033,51.50,7.1,44,14.0,71.8,40.2
N00001704,Killycrot,829,53.20,5.9,48,13.6,76.6,40.8
N00001705,Killycrot,222,51.80,10.4,35,16.2,72.1,27.5
N00001706,Knockagh,465,50.97,13.8,37,8.4,82.4,62.6
N00001707,Knockagh,395,52.66,16.2,39,8.9,79.0,56.4
N00001708,Knockagh,674,48.81,12.2,35,12.0,75.4,66.3
N00001709,Knockagh,252,53.17,10.7,42,11.9,76.6,35.9
N00001710,Knockagh,341,51.03,14.7,51,11.1,82.7,67.5
N00001711,Knockagh,362,51.38,14.9,42,10.5,76.2,62.3
N00001712,Love Lane,387,55.56,8.5,42,6.2,82.4,30.3
N00001713,Love Lane,207,55.56,8.2,58,13.5,79.7,34.8
N00001714,Love Lane,536,55.22,10.3,38,4.5,77.6,24.1
N00001715,Love Lane,287,54.70,14.6,28,3.5,84.0,21.2
N00001716,Milebush,303,51.16,9.2,49,9.9,76.6,56.5
N00001717,Milebush,352,51.14,12.5,37,4.0,89.2,43.4
N00001718,Milebush,288,48.96,11.8,51,8.0,83.0,37.3
N00001719,Milebush,320,56.56,17.5,27,2.2,70.0,29.0
N00001720,Milebush,289,53.29,11.8,46,3.1,80.6,36.0
N00001721,Northland,279,50.90,17.2,34,3.2,84.2,26.4
N00001722,Northland,335,52.24,14.6,30,4.5,79.1,26.9
N00001723,Northland,289,49.48,16.3,32,7.6,83.0,25.0
N00001724,Northland,244,56.56,16.8,28,5.3,76.6,28.1
N00001725,Northland,260,53.85,13.5,32,4.6,85.8,20.6
N00001726,Sunnylands,263,53.99,13.7,40,14.4,74.9,25.5
N00001727,Sunnylands,222,53.15,5.4,54,9.0,83.3,25.0
N00001728,Sunnylands,292,49.32,14.4,35,4.8,80.1,23.6
N00001729,Sunnylands,312,57.69,12.8,36,9.3,81.1,28.7
N00001730,Sunnylands,214,51.40,5.1,49,11.2,80.4,36.3
N00001731,Sunnylands,227,48.02,7.5,52,9.7,76.7,27.2
N00001732,Victoria,1089,51.61,19.7,37,9.6,81.0,51.8
N00001733,Victoria,282,56.74,15.6,34,14.5,69.9,27.9
N00001734,Victoria,287,51.92,13.2,44,5.9,84.3,33.8
N00001735,Victoria,268,58.58,13.4,40,4.9,86.6,33.5
N00001736,Victoria,352,59.38,5.4,65,11.1,83.2,36.3
N00001737,Victoria,352,56.53,14.8,35,13.4,69.6,38.8
N00001738,Whitehead,317,54.26,11.7,53,22.4,61.8,66.8
N00001739,Whitehead,352,50.57,11.6,48,15.3,72.2,51.9
N00001740,Whitehead,694,52.59,13.4,42,17.9,73.6,50.0
N00001741,Whitehead,284,54.93,15.8,44,16.2,69.7,55.1
N00001742,Whitehead,229,49.78,10.9,40,24.9,54.6,38.3
N00001743,Whitehead,283,51.94,14.5,41,22.3,62.9,48.5
N00001744,Woodburn,325,46.15,15.4,37,6.2,86.8,50.6
N00001745,Woodburn,336,49.70,20.2,31,4.5,83.0,47.5
N00001746,Woodburn,295,49.83,12.5,51,6.8,86.8,44.4
N00001747,Woodburn,742,52.83,12.8,36,8.1,82.1,39.9
N00001748,Woodburn,456,51.54,16.2,42,5.0,86.8,45.3
N00001749,Woodburn,325,51.08,16.0,45,3.7,91.1,42.0
N00001750,Ballyhanwood_1,256,47.27,9.8,44,3.5,84.8,54.1
N00001751,Ballyhanwood_1,318,52.83,16.0,45,3.5,85.8,59.6
N00001752,Ballyhanwood_1,299,49.83,10.0,51,4.0,87.0,57.1
N00001753,Ballyhanwood_1,321,52.34,9.7,37,6.9,77.3,39.4
N00001754,Ballyhanwood_1,356,51.69,18.0,40,9.3,83.1,55.0
N00001755,Ballyhanwood_2,380,50.26,13.9,46,3.4,92.4,60.4
N00001756,Ballyhanwood_2,326,46.63,7.7,52,1.8,88.7,57.1
N00001757,Ballyhanwood_2,243,51.85,7.4,39,8.2,82.3,64.5
N00001758,Ballyhanwood_2,272,55.88,10.3,56,4.0,89.0,55.6
N00001759,Ballyhanwood_2,313,50.16,12.1,47,3.8,88.8,53.1
N00001760,Beechill_1,1278,45.54,16.7,37,51.2,40.4,55.0
N00001761,Beechill_1,503,56.06,16.3,46,50.7,42.1,62.9
N00001762,Beechill_2,275,49.09,13.1,40,6.5,74.9,38.1
N00001763,Beechill_2,1425,51.37,15.4,39,34.0,55.8,59.1
N00001764,Beechill_3,234,52.99,8.5,40,4.3,88.0,32.1
N00001765,Beechill_3,990,51.92,10.0,45,24.1,65.4,55.7
N00001766,Beechill_3,256,51.17,10.5,46,5.5,82.4,41.8
N00001767,Cairnshill_1,299,51.17,8.7,39,46.8,44.5,64.2
N00001768,Cairnshill_1,296,52.36,19.9,38,55.7,36.8,60.5
N00001769,Cairnshill_1,374,49.47,16.8,35,44.4,43.0,62.9
N00001770,Cairnshill_1,333,52.25,27.6,32,58.0,34.5,68.1
N00001771,Cairnshill_1,437,51.49,20.8,33,49.2,42.8,61.4
N00001772,Cairnshill_2,278,52.16,7.9,48,35.3,54.3,61.4
N00001773,Cairnshill_2,278,51.44,9.7,41,28.4,60.1,59.8
N00001774,Cairnshill_2,281,51.25,12.5,44,44.8,43.8,60.3
N00001775,Cairnshill_2,301,50.50,13.6,35,49.5,41.2,67.4
N00001776,Cairnshill_2,294,51.02,10.2,34,48.6,38.8,57.6
N00001777,Cairnshill_2,352,54.83,11.6,38,45.5,45.7,68.0
N00001778,Carrowreagh_1,307,49.51,16.9,38,2.9,85.7,55.6
N00001779,Carrowreagh_1,293,51.54,15.0,39,5.1,86.3,24.1
N00001780,Carrowreagh_1,621,50.89,11.6,32,5.3,81.3,63.9
N00001781,Carrowreagh_1,429,52.91,14.9,42,4.7,86.9,63.1
N00001782,Carrowreagh_1,354,51.41,13.8,37,2.8,89.3,55.4
N00001783,Carrowreagh_1,348,51.72,14.1,43,7.8,87.1,52.0
N00001784,Carrowreagh_2,257,52.92,9.7,35,4.3,81.3,33.8
N00001785,Carrowreagh_2,348,55.17,15.2,37,1.4,86.8,25.5
N00001786,Carrowreagh_2,319,54.23,10.0,46,4.7,88.1,43.6
N00001787,Carrowreagh_2,281,53.38,12.8,38,0.7,87.5,23.4
N00001788,Carrowreagh_2,335,51.34,20.0,31,4.8,79.1,23.3
N00001789,Carrowreagh_2,425,49.65,14.1,32,7.8,79.1,56.9
N00001790,Carryduff East_1,359,50.14,11.1,50,50.4,42.6,52.3
N00001791,Carryduff East_1,474,53.16,17.3,42,69.0,26.4,56.3
N00001792,Carryduff East_1,345,49.57,23.8,39,67.5,24.6,63.2
N00001793,Carryduff East_1,456,51.75,18.0,39,64.7,32.2,59.8
N00001794,Carryduff East_2,915,56.28,9.4,43,25.5,66.4,50.4
N00001795,Carryduff East_2,320,52.50,13.4,36,49.4,39.1,58.0
N00001796,Carryduff East_2,336,49.40,16.4,34,44.9,47.0,55.2
N00001797,Carryduff East_2,341,50.73,12.3,42,45.2,44.9,62.4
N00001798,Carryduff West_1,423,51.06,16.5,37,53.2,34.0,62.2
N00001799,Carryduff West_1,314,50.96,11.5,49,23.2,70.7,59.6
N00001800,Carryduff West_1,343,52.77,16.0,42,43.4,48.7,53.1
N00001801,Carryduff West_1,439,51.25,17.5,36,58.8,32.6,62.8
N00001802,Carryduff West_2,331,52.57,11.8,32,64.7,27.2,59.5
N00001803,Carryduff West_2,302,51.32,14.2,43,34.8,57.3,47.1
N00001804,Carryduff West_2,353,52.69,15.9,44,44.5,48.2,60.4
N00001805,Carryduff West_2,893,52.97,9.1,33,51.3,38.4,60.3
N00001806,Cregagh,324,52.78,14.5,32,7.1,77.2,27.1
N00001807,Cregagh,249,55.02,10.4,35,28.1,53.4,49.2
N00001808,Cregagh,249,55.82,12.4,40,6.8,81.9,24.6
N00001809,Cregagh,255,56.47,16.9,40,3.9,82.7,26.9
N00001810,Cregagh,231,54.11,17.3,39,5.2,82.3,33.6
N00001811,Cregagh,249,50.60,12.9,34,3.2,85.5,25.7
N00001812,Cregagh,340,45.29,6.8,42,6.2,82.9,27.4
N00001813,Cregagh,193,54.40,4.1,60,8.3,86.0,37.2
N00001814,Downshire,644,53.73,8.9,40,12.0,78.4,44.1
N00001815,Downshire,347,51.01,18.7,37,10.4,75.5,45.0
N00001816,Downshire,486,53.09,10.1,43,7.8,84.8,42.2
N00001817,Downshire,287,51.92,10.8,38,10.8,77.4,54.5
N00001818,Downshire,274,52.19,13.5,41,11.3,80.7,38.6
N00001819,Downshire,379,53.03,12.7,38,12.9,71.5,48.4
N00001820,Dundonald_1,314,51.91,6.1,50,10.2,85.4,50.5
N00001821,Dundonald_1,618,53.56,8.1,37,17.0,69.9,55.4
N00001822,Dundonald_1,270,48.89,7.0,44,7.8,78.5,58.0
N00001823,Dundonald_1,383,50.65,11.0,44,9.4,80.9,59.2
N00001824,Dundonald_1,365,50.68,20.8,40,5.5,85.2,55.7
N00001825,Dundonald_2,240,53.75,14.6,38,5.4,82.5,46.9
N00001826,Dundonald_2,344,54.36,17.2,38,2.6,87.2,60.8
N00001827,Dundonald_2,334,50.30,18.6,41,6.9,82.0,49.6
N00001828,Dundonald_2,257,51.75,8.6,37,9.3,79.8,49.4
N00001829,Dundonald_2,238,51.68,11.8,41,4.2,79.4,48.5
N00001830,Enler,393,54.71,19.3,26,3.3,82.2,27.0
N00001831,Enler,337,54.01,18.7,36,3.9,86.9,57.8
N00001832,Enler,251,48.61,8.0,39,2.0,88.8,25.0
N00001833,Enler,327,48.62,11.0,38,4.0,85.3,29.3
N00001834,Enler,235,54.47,13.6,44,0.4,86.0,30.0
N00001835,Enler,295,48.47,12.2,41,1.7,83.4,29.5
N00001836,Enler,284,53.17,15.1,38,7.7,81.0,29.6
N00001837,Enler,236,54.66,9.3,45,5.5,85.6,36.8
N00001838,Enler,234,53.42,10.3,46,1.3,86.3,22.8
N00001839,Galwally,396,53.28,10.1,44,50.5,43.2,64.0
N00001840,Galwally,374,50.00,24.9,39,51.3,43.0,66.4
N00001841,Galwally,345,50.72,11.3,40,54.2,31.3,63.6
N00001842,Galwally,258,53.10,3.9,42,43.0,50.0,68.7
N00001843,Galwally,326,51.53,14.1,43,47.9,44.2,65.7
N00001844,Galwally,297,54.55,8.8,42,43.8,47.8,63.9
N00001845,Galwally,292,59.59,11.0,44,42.8,46.9,60.7
N00001846,Galwally,279,52.33,6.8,50,36.6,55.2,59.5
N00001847,Gilnahirk,287,51.92,11.8,52,7.3,87.8,64.3
N00001848,Gilnahirk,298,46.98,14.8,45,6.7,84.6,63.3
N00001849,Gilnahirk,303,54.46,12.2,40,8.6,82.8,52.0
N00001850,Gilnahirk,636,50.16,11.8,40,7.9,79.1,61.0
N00001851,Gilnahirk,295,52.88,12.9,43,9.2,80.3,65.5
N00001852,Gilnahirk,349,52.44,10.9,50,11.5,82.5,70.7
N00001853,Gilnahirk,344,53.78,14.2,43,14.2,74.7,60.5
N00001854,Graham's Bridge,232,52.59,6.9,41,0.9,87.9,27.9
N00001855,Graham's Bridge,292,52.40,11.3,44,8.9,79.1,44.0
N00001856,Graham's Bridge,272,52.94,12.5,36,12.1,78.3,42.6
N00001857,Graham's Bridge,268,49.63,8.6,38,8.6,78.4,39.2
N00001858,Graham's Bridge,232,55.17,9.1,44,3.4,86.6,30.1
N00001859,Graham's Bridge,266,50.00,12.0,40,1.9,84.2,31.2
N00001860,Graham's Bridge,210,56.67,10.5,44,1.0,88.1,30.4
N00001861,Graham's Bridge,271,53.51,16.6,34,4.1,78.6,33.0
N00001862,Graham's Bridge,387,51.68,14.5,38,12.1,74.4,45.2
N00001863,Graham's Bridge,272,51.84,5.5,48,9.2,78.7,50.8
N00001864,Hillfoot,364,49.73,14.6,44,42.3,50.5,64.5
N00001865,Hillfoot,541,53.05,8.7,50,43.4,51.0,73.6
N00001866,Hillfoot,252,55.95,7.1,45,13.1,76.6,60.2
N00001867,Hillfoot,359,49.86,10.0,41,23.7,64.9,60.0
N00001868,Hillfoot,372,49.73,15.9,45,6.7,87.9,59.9
N00001869,Hillfoot,350,58.00,11.1,46,17.1,76.3,60.7
N00001870,Hillfoot,323,51.39,11.8,41,43.3,48.3,66.4
N00001871,Knockbracken_1,355,51.27,14.1,35,48.5,37.7,58.6
N00001872,Knockbracken_1,256,58.20,14.8,41,53.9,27.7,68.2
N00001873,Knockbracken_1,806,50.12,12.8,32,56.3,32.3,66.1
N00001874,Knockbracken_1,376,50.27,14.4,40,48.7,43.9,60.3
N00001875,Knockbracken_2,291,52.23,8.6,52,41.9,51.2,68.8
N00001876,Knockbracken_2,332,49.10,11.4,39,50.0,42.8,63.2
N00001877,Knockbracken_2,282,52.48,7.4,54,39.4,57.1,68.8
N00001878,Knockbracken_2,307,50.16,11.4,50,30.9,61.6,66.7
N00001879,Knockbracken_2,352,50.28,11.6,41,38.6,47.2,67.5
N00001880,Lisnasharragh,313,47.60,11.2,44,4.5,85.9,38.3
N00001881,Lisnasharragh,979,52.50,11.3,40,5.5,86.6,39.2
N00001882,Lisnasharragh,281,53.38,10.0,45,10.0,81.9,53.2
N00001883,Lisnasharragh,292,50.34,13.7,35,2.1,84.2,27.2
N00001884,Lisnasharragh,261,51.34,11.1,50,4.2,88.5,52.5
N00001885,Lower Braniel,229,53.71,11.8,42,2.6,88.6,30.8
N00001886,Lower Braniel,232,47.84,9.5,46,3.0,85.3,22.8
N00001887,Lower Braniel,289,51.21,11.4,34,4.8,83.4,40.5
N00001888,Lower Braniel,287,52.96,11.8,52,4.2,83.3,39.3
N00001889,Lower Braniel,231,51.08,12.6,38,0.0,86.6,26.8
N00001890,Lower Braniel,555,53.33,11.7,43,6.8,80.0,59.3
N00001891,Lower Braniel,390,49.49,15.1,45,6.7,83.1,59.5
N00001892,Lower Braniel,280,55.71,9.6,46,5.7,87.9,54.2
N00001893,Minnowburn,270,50.37,11.5,37,5.9,84.8,35.0
N00001894,Minnowburn,320,55.63,10.9,47,5.6,85.6,32.9
N00001895,Minnowburn,342,52.05,13.7,42,6.4,86.5,40.5
N00001896,Minnowburn,546,54.76,10.6,41,13.4,78.4,44.4
N00001897,Minnowburn,283,55.83,14.1,40,6.0,88.7,40.8
N00001898,Minnowburn,279,51.61,10.8,38,6.8,81.7,39.9
N00001899,Minnowburn,186,47.31,9.1,43,5.9,76.3,28.9
N00001900,Moneyreagh_1,346,45.38,11.8,45,17.1,76.0,52.6
N00001901,Moneyreagh_1,377,51.46,16.7,46,6.1,88.3,49.5
N00001902,Moneyreagh_1,411,48.91,18.0,46,7.5,84.4,54.5
N00001903,Moneyreagh_1,427,47.78,26.9,39,55.7,40.3,61.8
N00001904,Moneyreagh_1,265,54.34,17.7,39,18.1,74.3,51.1
N00001905,Moneyreagh_2,267,50.56,9.7,46,3.7,88.8,48.7
N00001906,Moneyreagh_2,308,45.78,7.5,50,4.5,89.6,49.8
N00001907,Moneyreagh_2,331,51.66,16.0,46,4.5,87.6,43.5
N00001908,Moneyreagh_2,321,47.98,9.3,43,2.5,89.7,40.8
N00001909,Moneyreagh_2,331,50.45,18.1,42,2.1,87.9,49.6
N00001910,Moneyreagh_2,386,49.48,15.8,43,1.3,93.8,62.0
N00001911,Newtownbreda,290,52.76,13.1,35,19.0,71.0,37.9
N00001912,Newtownbreda,428,53.97,8.6,38,40.4,47.0,56.1
N00001913,Newtownbreda,280,52.86,10.7,43,32.5,57.5,59.5
N00001914,Newtownbreda,303,53.14,8.6,36,42.6,48.2,61.6
N00001915,Newtownbreda,651,53.00,11.1,37,49.2,41.0,64.3
N00001916,Newtownbreda,267,54.68,11.2,42,34.5,53.6,58.0
N00001917,Newtownbreda,312,55.45,9.3,38,37.8,49.7,60.2
N00001918,Newtownbreda,249,54.62,10.8,43,47.8,42.2,66.1
N00001919,Tullycarnet,324,55.86,15.7,31,7.4,84.3,25.3
N00001920,Tullycarnet,327,51.38,9.2,44,1.8,87.5,48.8
N00001921,Tullycarnet,272,51.84,15.1,37,1.1,91.9,24.0
N00001922,Tullycarnet,300,51.33,9.0,41,4.7,88.3,33.8
N00001923,Tullycarnet,236,47.46,9.7,39,5.1,82.6,18.7
N00001924,Tullycarnet,367,58.58,16.9,27,6.5,80.9,29.8
N00001925,Tullycarnet,273,54.21,8.4,38,1.5,89.7,26.2
N00001926,Tullycarnet,320,55.31,15.0,36,0.0,82.5,22.6
N00001927,Upper Braniel,225,56.00,11.6,38,4.9,84.4,39.6
N00001928,Upper Braniel,232,54.74,12.9,47,6.9,80.2,26.1
N00001929,Upper Braniel,440,50.23,10.9,45,13.6,79.1,56.4
N00001930,Upper Braniel,249,54.62,17.3,36,3.2,87.6,34.8
N00001931,Upper Braniel,267,56.18,11.6,40,3.4,83.9,38.2
N00001932,Upper Braniel,278,52.16,11.2,48,3.6,89.9,53.1
N00001933,Upper Braniel,292,50.34,9.2,46,7.2,83.2,53.3
N00001934,Upper Braniel,265,55.47,6.0,44,3.0,84.9,52.6
N00001935,Wynchurch,350,51.43,10.3,39,36.0,51.1,69.4
N00001936,Wynchurch,304,53.29,10.2,42,64.8,30.9,56.3
N00001937,Wynchurch,304,51.64,15.8,45,64.5,26.0,59.8
N00001938,Wynchurch,311,53.38,16.1,38,3.2,79.1,26.1
N00001939,Wynchurch,278,58.27,5.8,41,23.0,63.3,48.3
N00001940,Wynchurch,359,52.37,15.6,39,66.9,25.1,57.2
N00001941,Wynchurch,284,53.52,11.3,45,55.3,37.3,53.9
N00001942,Agivey,451,49.00,13.1,41,10.6,80.7,47.0
N00001943,Agivey,429,49.18,11.7,40,40.1,56.2,37.1
N00001944,Agivey,365,49.04,14.0,44,12.1,84.1,40.4
N00001945,Agivey,440,46.36,13.4,40,31.8,66.8,34.6
N00001946,Agivey,352,49.15,11.9,42,36.9,60.8,32.7
N00001947,Agivey,462,53.03,17.3,39,11.7,80.5,35.3
N00001948,Atlantic,216,51.39,14.8,30,30.1,60.6,18.9
N00001949,Atlantic,685,52.12,13.9,44,33.0,60.6,55.6
N00001950,Atlantic,230,51.30,14.3,39,31.7,63.0,21.7
N00001951,Atlantic,238,50.42,10.1,50,32.8,58.0,58.2
N00001952,Atlantic,266,48.87,7.1,43,39.5,53.0,43.9
N00001953,Atlantic,200,53.50,9.5,44,25.0,64.5,28.5
N00001954,Atlantic,254,54.72,10.6,52,25.2,70.1,61.1
N00001955,Atlantic,285,48.07,11.6,41,25.3,61.1,50.0
N00001956,Ballysally_1,207,51.69,13.5,26,9.2,76.8,14.1
N00001957,Ballysally_1,294,50.00,14.3,37,10.5,81.3,33.5
N00001958,Ballysally_1,326,50.61,19.0,29,11.7,80.1,12.9
N00001959,Ballysally_1,261,52.87,12.6,34,9.2,80.1,18.4
N00001960,Ballysally_1,318,51.57,16.7,31,10.7,73.9,16.3
N00001961,Ballysally_2,419,49.88,20.0,33,16.9,74.0,29.0
N00001962,Ballysally_2,209,55.50,12.0,41,24.9,66.0,38.3
N00001963,Ballysally_2,167,49.70,15.6,30,11.4,77.2,13.9
N00001964,Ballysally_2,269,53.53,17.5,31,12.6,77.3,16.0
N00001965,Castlerock_1,304,49.34,9.9,46,13.2,79.9,51.8
N00001966,Castlerock_1,434,49.54,11.8,40,12.0,84.6,37.8
N00001967,Castlerock_1,468,47.44,13.0,42,26.5,67.7,37.6
N00001968,Castlerock_1,340,52.06,12.1,32,14.7,80.6,17.0
N00001969,Castlerock_2,531,50.85,12.4,45,16.9,77.2,51.7
N00001970,Castlerock_2,293,52.56,14.3,44,24.2,72.0,27.5
N00001971,Castlerock_2,410,51.46,11.2,39,12.9,81.5,39.9
N00001972,Castlerock_2,331,53.47,15.4,46,13.6,79.2,51.1
N00001973,Central,321,48.91,7.8,45,33.3,58.6,21.9
N00001974,Central,179,45.25,3.9,38,27.9,54.7,23.0
N00001975,Central,364,54.40,9.1,50,32.4,58.0,26.8
N00001976,Central,427,56.67,9.8,46,27.9,67.2,22.5
N00001977,Central,251,50.60,13.9,33,28.3,61.8,21.8
N00001978,Central,293,51.19,8.9,48,18.4,77.1,19.6
N00001979,Churchland,274,48.18,13.5,44,36.1,58.0,24.2
N00001980,Churchland,328,53.35,10.7,30,59.1,36.0,13.6
N00001981,Churchland,245,48.57,5.7,47,27.8,61.6,23.0
N00001982,Churchland,769,51.89,15.3,32,36.2,58.5,32.2
N00001983,Churchland,267,53.56,12.4,37,40.4,50.9,22.2
