SA2011,Geography,AllUsualResidents,Female_pct,Age_10_19_pct,Median_age,Catholic_background_pct,Protestant_background_pct,NSSeC_higher_pct
N00002301,Kernan_1,671,50.37,14.3,35,19.8,70.8,49.6
N00002302,Kernan_1,658,52.58,16.4,37,10.9,81.0,59.9
N00002303,Kernan_2,447,51.01,16.1,32,45.4,47.4,41.2
N00002304,Kernan_2,218,50.92,11.9,32,20.6,64.2,16.8
N00002305,Kernan_2,790,51.01,11.3,31,22.2,68.9,48.9
N00002306,Kernan_2,1483,51.11,9.6,31,36.3,50.1,36.5
N00002307,Kernan_2,378,50.53,15.1,43,25.4,67.2,41.0
N00002308,Killycomain,329,49.24,15.8,42,6.4,86.0,42.0
N00002309,Killycomain,224,53.13,8.5,38,10.7,81.7,24.5
N00002310,Killycomain,218,53.67,11.5,41,7.8,83.0,30.7
N00002311,Killycomain,285,52.98,8.1,36,13.3,79.3,36.1
N00002312,Killycomain,309,49.19,10.0,39,10.4,82.2,22.4
N00002313,Killycomain,302,53.97,7.9,52,7.6,85.1,55.3
N00002314,Killycomain,274,52.19,7.3,49,8.8,81.0,51.5
N00002315,Killycomain,344,54.07,9.9,42,9.6,85.2,47.5
N00002316,Killycomain,254,58.27,9.1,46,10.2,79.5,39.8
N00002317,Knocknashane_1,304,55.26,11.5,43,5.6,90.5,40.8
N00002318,Knocknashane_1,383,57.96,9.4,46,6.5,88.3,45.3
N00002319,Knocknashane_1,698,51.43,12.5,36,4.4,85.4,53.2
N00002320,Knocknashane_1,299,53.85,10.7,41,5.4,80.3,30.5
N00002321,Knocknashane_1,290,50.69,10.7,41,3.8,89.0,43.3
N00002322,Knocknashane_2,302,50.99,8.6,45,9.3,84.4,50.6
N00002323,Knocknashane_2,331,50.76,13.9,44,6.0,89.1,46.2
N00002324,Knocknashane_2,291,47.77,12.4,36,7.9,86.6,40.0
N00002325,Knocknashane_2,453,52.76,11.3,40,8.2,85.4,53.1
N00002326,Magheralin_1,307,50.16,16.9,45,4.6,89.9,37.4
N00002327,Magheralin_1,1297,50.89,12.2,36,7.0,85.4,50.4
N00002328,Magheralin_1,363,50.14,18.5,39,8.0,85.4,57.5
N00002329,Magheralin_1,316,54.11,12.7,41,4.4,88.0,40.4
N00002330,Magheralin_2,619,50.08,11.8,36,39.4,54.4,51.0
N00002331,Magheralin_2,606,52.48,19.0,36,56.4,38.0,40.7
N00002332,Magheralin_2,360,53.06,13.3,34,25.0,66.4,39.8
N00002333,Magheralin_2,395,52.66,13.4,37,39.2,54.7,47.7
N00002334,Magheralin_2,345,51.59,13.0,38,38.6,57.1,36.6
N00002335,Magheralin_2,540,49.07,11.3,40,23.5,72.4,58.0
N00002336,Mourneview,322,52.80,13.4,40,6.8,83.9,28.9
N00002337,Mourneview,355,47.32,17.5,35,89.9,9.0,18.1
N00002338,Mourneview,263,48.67,13.3,40,3.8,90.1,22.8
N00002339,Mourneview,296,51.69,13.5,40,16.9,75.0,30.7
N00002340,Mourneview,295,49.49,11.9,36,5.4,85.1,20.0
N00002341,Mourneview,236,50.42,10.2,39,10.6,87.7,19.8
N00002342,Mourneview,284,49.65,8.8,40,84.2,13.7,22.2
N00002343,Mourneview,350,52.29,19.7,29,90.6,6.9,30.2
N00002344,Parklake,378,49.74,7.7,31,85.2,8.2,22.9
N00002345,Parklake,300,49.33,5.3,39,44.3,50.7,30.2
N00002346,Parklake,235,50.21,9.4,40,27.7,62.1,22.2
N00002347,Parklake,678,52.95,11.8,36,14.2,75.1,32.2
N00002348,Parklake,338,50.89,7.7,37,12.7,78.7,30.4
N00002349,Parklake,250,49.20,12.4,40,5.2,79.6,38.9
N00002350,Parklake,180,57.78,6.1,56,4.4,89.4,39.4
N00002351,Parklake,1332,51.05,14.6,28,92.0,6.5,45.4
N00002352,Parklake,292,49.32,9.6,54,86.0,9.9,27.3
N00002353,Taghnevan,1824,49.95,13.0,29,89.7,5.9,34.3
N00002354,Taghnevan,378,45.77,9.5,35,89.9,7.4,37.3
N00002355,Taghnevan,278,46.40,15.8,30,92.4,6.5,16.3
N00002356,Taghnevan,409,47.43,14.7,30,92.4,4.6,30.9
N00002357,Taghnevan,348,46.55,14.9,34,89.9,7.8,24.9
N00002358,Taghnevan,236,56.36,16.1,37,91.9,4.7,17.0
N00002359,Taghnevan,255,42.35,9.8,42,94.5,3.9,15.6
N00002360,Tavanagh,234,48.72,7.3,48,13.7,79.1,36.7
N00002361,Tavanagh,295,50.85,9.8,32,10.8,83.4,17.0
N00002362,Tavanagh,242,53.31,11.2,40,9.5,83.9,16.4
N00002363,Tavanagh,231,53.68,9.5,37,11.7,78.8,20.9
N00002364,Tavanagh,212,47.17,7.5,41,9.4,78.8,18.8
N00002365,Tavanagh,287,51.57,11.8,32,8.0,85.4,17.8
N00002366,Tavanagh,272,45.22,11.0,39,12.9,80.1,12.8
N00002367,Tavanagh,384,50.52,10.7,42,28.6,62.0,39.9
N00002368,The Birches_1,437,47.14,14.0,36,30.4,65.7,36.0
N00002369,The Birches_1,740,51.62,9.5,30,21.4,72.8,38.9
N00002370,The Birches_1,387,46.51,11.9,37,23.3,73.4,39.3
N00002371,The Birches_1,463,48.81,16.4,35,44.1,51.4,43.7
N00002372,The Birches_2,613,53.83,9.6,32,17.6,79.4,44.2
N00002373,The Birches_2,436,47.71,8.9,37,61.5,36.2,30.9
N00002374,The Birches_2,300,49.67,13.0,41,39.7,54.7,28.5
N00002375,The Birches_2,393,49.36,13.0,35,52.7,45.0,37.7
N00002376,Waringstown_1,436,49.77,12.6,42,9.4,84.4,46.9
N00002377,Waringstown_1,433,51.96,12.0,32,10.6,77.1,47.0
N00002378,Waringstown_1,749,50.20,8.0,30,9.7,85.0,54.4
N00002379,Waringstown_1,667,50.07,12.6,33,11.8,78.3,55.7
N00002380,Waringstown_1,298,47.99,8.7,51,5.0,92.3,31.6
N00002381,Waringstown_2,386,50.52,11.7,41,9.3,85.5,58.1
N00002382,Waringstown_2,458,51.53,12.0,37,10.3,84.5,47.2
N00002383,Waringstown_2,454,48.02,18.5,41,1.8,91.6,56.5
N00002384,Waringstown_2,377,49.60,15.4,40,5.3,87.8,54.4
N00002385,Waringstown_2,278,49.28,12.2,41,11.5,80.2,50.7
N00002386,Woodville_1,265,46.79,11.3,39,90.6,7.2,20.0
N00002387,Woodville_1,451,47.67,7.1,42,89.4,8.0,25.9
N00002388,Woodville_1,199,44.72,15.6,30,84.4,9.0,22.5
N00002389,Woodville_1,311,42.44,10.9,37,88.7,6.8,21.0
N00002390,Woodville_1,293,46.76,9.6,33,86.3,10.2,22.8
N00002391,Woodville_2,402,52.49,18.2,46,94.3,5.0,46.4
N00002392,Woodville_2,349,52.72,13.8,44,96.0,3.2,42.8
N00002393,Woodville_2,653,50.54,20.7,31,95.3,2.9,52.4
N00002394,Woodville_2,363,52.89,15.7,32,91.7,5.2,32.9
N00002395,Woodville_2,412,51.46,18.4,30,97.8,1.7,40.3
N00002396,Altnagelvin_1,288,56.94,10.4,41,12.5,84.7,15.7
N00002397,Altnagelvin_1,333,50.45,12.9,31,85.3,11.4,24.0
N00002398,Altnagelvin_1,366,49.18,14.5,31,10.1,87.2,15.0
N00002399,Altnagelvin_1,266,55.26,15.0,34,83.8,12.0,22.6
N00002400,Altnagelvin_1,218,48.62,7.8,56,30.7,66.5,39.5
N00002401,Altnagelvin_2,1544,51.55,14.1,31,68.7,25.6,47.5
N00002402,Altnagelvin_2,233,47.21,8.6,52,33.5,63.5,56.3
N00002403,Altnagelvin_3,400,53.00,8.8,44,14.2,81.8,47.8
N00002404,Altnagelvin_3,882,49.77,14.4,35,7.7,87.1,38.3
N00002405,Altnagelvin_3,332,53.92,14.8,38,17.5,78.6,42.6
N00002406,Ballynashallog_1,304,54.93,10.5,50,90.1,7.2,55.3
N00002407,Ballynashallog_1,263,47.91,8.0,51,98.1,1.9,55.5
N00002408,Ballynashallog_1,388,55.41,8.0,53,88.7,8.5,61.1
N00002409,Ballynashallog_1,319,54.23,12.2,43,90.6,7.8,30.4
N00002410,Ballynashallog_1,285,51.23,10.9,43,91.2,8.1,30.7
N00002411,Ballynashallog_2,339,48.67,20.6,45,93.8,3.2,61.3
N00002412,Ballynashallog_2,388,52.06,24.5,39,93.3,3.6,57.7
N00002413,Ballynashallog_2,403,45.91,18.4,36,95.3,4.0,54.3
N00002414,Ballynashallog_2,279,54.12,13.3,50,93.9,5.0,61.6
N00002415,Ballynashallog_2,276,52.54,8.3,47,93.5,5.8,46.4
N00002416,Banagher,515,48.16,13.4,36,61.0,35.7,33.4
N00002417,Banagher,355,50.70,15.5,38,87.3,11.3,29.6
N00002418,Banagher,570,46.84,20.7,31,92.8,5.1,32.5
N00002419,Banagher,652,50.61,12.6,30,48.6,48.3,35.8
N00002420,Banagher,507,49.70,11.2,36,95.3,3.0,32.2
N00002421,Banagher,427,49.41,17.6,38,80.3,17.3,31.6
N00002422,Banagher,482,49.59,14.3,39,24.9,71.8,34.6
N00002423,Beechwood,209,44.50,13.9,52,95.2,2.9,25.8
N00002424,Beechwood,328,51.52,11.6,42,96.0,1.8,38.3
N00002425,Beechwood,296,51.69,10.1,41,94.3,3.7,34.2
N00002426,Beechwood,338,50.00,13.0,46,94.4,2.4,35.7
N00002427,Beechwood,351,54.99,13.4,38,97.4,2.3,18.5
N00002428,Beechwood,325,55.69,13.8,40,95.7,2.8,23.3
N00002429,Beechwood,304,53.29,9.2,47,97.7,2.3,19.7
N00002430,Brandywell,318,51.26,15.1,35,95.3,3.5,17.9
N00002431,Brandywell,999,51.45,16.8,36,93.6,5.4,17.5
N00002432,Brandywell,258,49.22,10.9,42,94.6,5.0,17.4
N00002433,Brandywell,377,51.72,16.4,35,95.0,3.2,28.9
N00002434,Brandywell,266,57.14,20.3,26,97.7,1.5,12.0
N00002435,Brandywell,277,52.71,7.9,52,93.5,6.1,18.9
N00002436,Carn Hill_1,417,56.12,18.2,31,93.5,4.1,25.9
N00002437,Carn Hill_1,291,51.20,19.6,33,96.6,2.1,37.0
N00002438,Carn Hill_1,354,51.69,12.4,38,91.5,7.6,26.9
N00002439,Carn Hill_1,314,54.46,13.7,38,95.9,2.5,20.2
N00002440,Carn Hill_2,306,56.86,12.1,32,94.1,4.6,20.3
N00002441,Carn Hill_2,236,47.88,11.4,39,93.6,5.9,18.5
N00002442,Carn Hill_2,337,57.27,16.3,34,92.3,7.4,18.6
N00002443,Carn Hill_2,348,52.30,13.5,34,94.0,4.9,29.8
N00002444,Caw,812,52.34,13.5,40,18.7,77.5,36.4
N00002445,Caw,307,54.40,9.1,54,39.1,55.4,60.4
N00002446,Caw,254,51.57,7.9,38,9.8,84.6,28.6
N00002447,Caw,326,57.67,11.7,36,12.3,84.7,18.3
N00002448,Caw,326,54.60,15.6,39,8.9,86.2,23.1
N00002449,Caw,289,51.90,15.2,42,18.0,75.8,38.4
N00002450,Caw,287,52.26,10.8,44,19.2,77.4,31.7
N00002451,Clondermot_1,620,52.10,15.3,33,93.7,5.0,18.0
N00002452,Clondermot_1,307,53.42,14.3,41,75.6,22.1,25.9
N00002453,Clondermot_1,364,48.63,15.7,43,78.0,20.9,30.3
N00002454,Clondermot_2,354,49.72,9.3,61,57.3,40.7,36.3
N00002455,Clondermot_2,383,50.91,16.4,40,66.1,32.1,54.8
N00002456,Clondermot_2,381,48.03,14.7,45,77.7,20.5,48.5
N00002457,Clondermot_2,538,52.23,13.0,34,17.5,79.4,43.1
N00002458,Claudy_1,299,48.16,12.0,42,67.6,27.4,23.3
N00002459,Claudy_1,830,52.29,17.1,36,70.2,27.5,35.9
N00002460,Claudy_1,459,50.98,18.3,32,82.4,17.0,40.7
N00002461,Claudy_2,596,48.32,14.3,33,84.2,14.9,35.8
N00002462,Claudy_2,536,48.51,15.9,37,79.7,19.4,28.3
N00002463,Claudy_2,431,48.96,19.3,38,71.7,25.3,30.8
N00002464,Claudy_2,411,48.66,15.1,41,44.0,53.3,35.5
N00002465,Creggan Central_1,850,57.06,25.8,21,97.5,2.2,12.2
N00002466,Creggan Central_1,302,52.32,19.5,29,96.4,3.6,13.5
N00002467,Creggan Central_1,304,55.92,18.4,32,95.1,4.3,20.8
N00002468,Creggan Central_2,280,45.71,12.1,35,96.1,2.5,27.6
N00002469,Creggan Central_2,620,50.32,17.9,33,94.7,3.4,24.1
N00002470,Creggan Central_2,394,51.78,16.8,35,94.7,4.8,17.5
N00002471,Creggan South,322,52.80,14.0,37,97.2,2.2,17.1
N00002472,Creggan South,478,55.65,16.9,28,99.0,0.8,14.4
N00002473,Creggan South,331,53.47,17.2,35,97.0,1.8,13.3
N00002474,Creggan South,373,56.03,17.7,27,97.1,2.4,19.6
N00002475,Creggan South,386,51.04,15.3,38,95.9,4.1,19.6
N00002476,Creggan South,387,50.13,15.8,38,97.2,2.1,19.2
N00002477,Crevagh_1,312,47.12,14.7,34,81.1,18.6,20.2
N00002478,Crevagh_1,570,54.39,21.9,23,92.3,6.1,21.1
N00002479,Crevagh_1,481,49.90,17.9,37,94.8,4.8,46.4
N00002480,Crevagh_1,659,49.62,18.2,39,75.6,22.3,37.5
N00002481,Crevagh_2,330,55.45,19.4,24,98.5,1.5,14.9
N00002482,Crevagh_2,314,52.55,17.5,27,94.6,2.9,18.2
N00002483,Crevagh_2,332,53.92,17.5,27,95.5,3.9,18.7
N00002484,Crevagh_2,322,55.90,19.6,26,96.3,2.5,19.8
N00002485,Crevagh_3,285,52.28,19.6,28,97.5,1.8,18.2
N00002486,Crevagh_3,446,55.38,22.2,27,93.0,4.9,22.2
N00002487,Crevagh_3,462,52.81,19.9,31,93.7,4.5,30.5
N00002488,Crevagh_3,1345,53.01,22.9,25,95.5,2.8,30.1
N00002489,Culmore_1,818,48.90,17.8,39,92.1,6.6,54.0
N00002490,Culmore_1,387,51.94,16.8,38,81.9,17.3,38.7
N00002491,Culmore_2,339,53.10,19.8,29,92.0,5.6,18.4
N00002492,Culmore_2,309,51.78,21.7,25,95.5,4.5,15.3
N00002493,Culmore_2,319,58.62,11.6,33,97.2,2.2,16.2
N00002494,Culmore_2,269,53.53,23.8,29,97.4,2.2,16.1
N00002495,Culmore_3,594,52.53,18.2,29,96.8,1.7,27.8
N00002496,Culmore_3,360,48.06,14.7,31,97.5,1.9,14.7
N00002497,Culmore_3,615,52.68,20.8,24,93.0,6.5,23.9
N00002498,Culmore_4,1256,53.18,21.1,26,93.1,5.4,27.6
N00002499,Culmore_4,694,51.87,22.6,40,96.3,3.3,37.3
N00002500,Culmore_4,603,48.59,23.7,28,96.8,1.2,36.9
N00002501,Culmore_5,1778,52.19,19.9,29,93.4,4.3,52.5
N00002502,Culmore_5,531,51.60,15.4,36,85.9,12.4,46.9
N00002503,Ebrington_1,294,59.52,9.9,58,59.9,37.4,67.0
N00002504,Ebrington_1,285,56.14,9.1,49,38.9,56.8,29.4
N00002505,Ebrington_1,254,49.61,9.4,37,16.9,77.2,35.0
N00002506,Ebrington_2,287,49.48,12.2,34,23.7,70.7,25.6
N00002507,Ebrington_2,304,59.21,18.4,29,17.8,78.0,22.7
N00002508,Ebrington_2,181,45.86,9.4,37,56.9,36.5,25.2
N00002509,Ebrington_2,243,51.85,7.8,45,44.0,53.5,23.8
N00002510,Ebrington_2,555,54.23,10.6,34,73.9,20.7,30.6
N00002511,Ebrington_2,166,50.00,12.0,36,73.5,21.7,26.4
N00002512,Eglinton_1,694,50.86,9.2,45,55.9,40.2,34.2
N00002513,Eglinton_1,321,51.09,14.6,45,33.6,64.5,48.2
N00002514,Eglinton_1,423,47.75,19.6,40,41.6,55.3,52.7
N00002515,Eglinton_1,315,49.52,8.9,52,52.7,44.4,37.7
N00002516,Eglinton_2,371,47.44,17.0,43,51.5,45.8,48.0
N00002517,Eglinton_2,346,53.76,14.2,39,54.3,42.2,48.7
N00002518,Eglinton_2,715,49.93,17.5,30,54.1,40.6,46.4
N00002519,Eglinton_2,336,48.21,19.6,36,63.4,32.1,33.6
N00002520,Eglinton_2,880,49.43,20.2,33,54.7,41.5,49.1
N00002521,Enagh_1,1352,50.59,14.6,29,81.7,14.2,35.3
N00002522,Enagh_1,299,48.49,18.1,32,83.3,13.0,24.0
N00002523,Enagh_1,340,50.59,15.3,38,79.1,19.4,26.9
N00002524,Enagh_1,416,51.68,19.0,30,83.2,14.2,28.9
N00002525,Enagh_2,1801,51.80,15.2,32,53.1,39.3,45.4
N00002526,Enagh_2,1103,51.31,13.0,35,60.5,30.7,56.8
N00002527,Enagh_2,434,52.53,13.4,41,54.6,41.2,65.4
N00002528,Foyle Springs_1,300,49.33,21.3,35,97.3,1.7,42.4
N00002529,Foyle Springs_1,416,48.80,16.1,39,97.4,1.7,42.6
N00002530,Foyle Springs_1,400,50.00,18.0,30,96.5,2.2,45.2
N00002531,Foyle Springs_1,487,50.51,18.3,40,95.1,4.1,41.4
N00002532,Foyle Springs_1,359,49.03,18.1,40,93.9,5.3,43.4
N00002533,Foyle Springs_2,910,49.45,11.5,36,87.1,10.3,32.9
N00002534,Foyle Springs_2,433,53.12,12.0,39,82.9,14.3,32.8
N00002535,Foyle Springs_2,444,47.75,14.0,45,94.8,4.1,44.8
N00002536,Holly Mount_1,607,47.94,12.7,32,10.4,84.3,39.1
N00002537,Holly Mount_1,1634,49.14,15.9,36,79.6,18.2,27.6
N00002538,Holly Mount_2,705,51.77,16.0,34,74.2,23.8,43.0
N00002539,Holly Mount_2,265,55.85,14.0,37,89.4,8.3,23.9
N00002540,Holly Mount_2,1969,50.74,16.9,31,65.0,30.5,44.2
N00002541,Kilfennan_1,1232,51.79,9.9,46,28.0,67.3,45.1
N00002542,Kilfennan_1,326,47.55,11.7,40,41.7,53.4,44.8
N00002543,Kilfennan_2,265,51.70,11.3,33,45.7,50.9,40.8
N00002544,Kilfennan_2,645,51.47,11.3,34,33.8,58.3,46.3
N00002545,Kilfennan_2,321,50.47,12.8,29,51.4,42.1,37.1
N00002546,Kilfennan_2,255,47.45,17.6,33,49.8,45.1,36.2
N00002547,Lisnagelvin_1,1040,51.54,13.3,41,18.3,76.6,41.2
N00002548,Lisnagelvin_1,574,50.35,9.9,44,27.9,66.0,28.3
N00002549,Lisnagelvin_2,238,52.52,8.0,52,25.2,71.8,46.9
N00002550,Lisnagelvin_2,269,51.67,10.0,44,26.4,70.3,41.0
N00002551,Lisnagelvin_2,346,51.45,12.4,40,19.7,76.9,36.7
N00002552,Lisnagelvin_2,279,54.84,9.3,35,9.3,83.5,23.4
N00002553,Lisnagelvin_2,248,54.84,8.9,49,13.3,81.9,38.6
N00002554,Lisnagelvin_2,372,51.34,15.6,36,33.1,61.3,40.7
N00002555,New Buildings_1,355,52.39,19.2,40,5.4,94.1,30.2
N00002556,New Buildings_1,320,49.06,15.6,30,9.7,88.4,19.9
N00002557,New Buildings_1,346,50.87,9.8,33,12.1,86.1,36.4
N00002558,New Buildings_1,307,49.51,11.1,36,10.1,86.0,30.8
N00002559,New Buildings_1,316,55.38,13.6,35,13.0,84.5,17.3
N00002560,New Buildings_2,471,51.38,17.2,42,53.9,39.3,55.6
N00002561,New Buildings_2,314,49.68,11.1,47,81.5,17.2,56.8
N00002562,New Buildings_2,347,52.16,14.7,42,78.7,17.0,54.0
N00002563,New Buildings_2,364,53.85,16.5,39,86.3,9.6,47.4
N00002564,New Buildings_2,266,53.01,8.3,42,11.3,83.1,39.7
N00002565,Pennyburn_1,288,53.13,14.6,40,93.1,5.2,32.6
N00002566,Pennyburn_1,303,51.49,10.6,50,95.0,3.6,48.3
N00002567,Pennyburn_1,339,50.44,19.2,36,95.9,2.9,40.7
N00002568,Pennyburn_1,309,48.22,12.3,42,92.6,5.5,39.3
N00002569,Pennyburn_2,306,50.65,10.5,52,95.4,2.3,51.3
N00002570,Pennyburn_2,263,53.61,8.7,51,92.0,4.9,44.1
N00002571,Pennyburn_2,338,53.55,9.5,50,93.8,4.1,50.5
N00002572,Pennyburn_2,346,49.71,9.0,45,93.1,4.3,58.2
N00002573,Rosemount,294,53.74,6.5,42,85.4,9.5,31.2
N00002574,Rosemount,298,46.64,11.7,38,88.9,8.1,26.1
N00002575,Rosemount,309,51.46,13.9,36,96.8,3.2,17.1
N00002576,Rosemount,785,43.95,11.1,36,85.1,7.6,36.4
N00002577,Rosemount,536,44.96,11.6,34,82.5,12.5,33.5
N00002578,Rosemount,299,47.16,16.4,32,92.6,5.7,21.2
N00002579,Shantallow East,402,52.99,22.4,32,97.5,1.2,16.2
N00002580,Shantallow East,306,50.65,12.1,42,99.0,0.3,37.3
N00002581,Shantallow East,330,51.52,13.3,47,99.7,0.3,40.5
N00002582,Shantallow East,1465,53.11,18.8,30,97.2,2.1,15.2
N00002583,Shantallow West_1,327,53.21,18.3,26,95.7,4.3,19.8
N00002584,Shantallow West_1,350,55.43,22.6,27,98.0,1.4,20.8
N00002585,Shantallow West_1,262,50.38,14.5,31,94.3,5.7,24.2
N00002586,Shantallow West_1,350,51.71,17.4,30,96.0,2.9,19.3
N00002587,Shantallow West_2,836,55.14,17.8,26,95.1,4.2,18.9
N00002588,Shantallow West_2,305,52.79,13.8,25,97.0,2.3,21.2
N00002589,Shantallow West_2,317,53.31,16.4,29,97.5,1.6,22.3
N00002590,Shantallow West_3,1559,52.92,21.7,25,95.5,3.4,24.9
N00002591,Shantallow West_4,1265,53.44,20.6,25,94.5,3.2,35.3
N00002592,Shantallow West_4,492,50.41,20.3,35,97.2,1.6,51.9
N00002593,Shantallow West_4,300,46.00,15.3,38,95.7,2.0,40.5
N00002594,Springtown_1,367,52.04,14.2,26,97.5,1.6,21.2
N00002595,Springtown_1,399,53.88,18.0,30,95.0,3.0,24.7
N00002596,Springtown_1,377,50.93,11.4,38,98.4,1.1,42.5
N00002597,Springtown_1,339,51.33,18.6,29,96.8,2.4,34.8
N00002598,Springtown_1,263,55.51,15.2,30,97.0,2.7,17.5
N00002599,Springtown_2,395,52.66,15.9,39,96.5,2.8,37.4
N00002600,Springtown_2,288,53.47,19.1,44,97.2,1.7,39.6
N00002601,Springtown_2,364,48.90,11.8,40,97.0,1.4,42.1
N00002602,Springtown_2,339,51.03,16.5,41,97.1,1.2,41.9
N00002603,Strand_1,853,42.79,12.0,33,85.5,8.3,22.3
N00002604,Strand_1,328,46.95,10.7,30,78.0,14.0,30.6
N00002605,Strand_1,258,38.37,8.5,33,82.6,7.8,27.1
N00002606,Strand_1,388,47.16,11.6,40,88.4,8.5,19.4
N00002607,Strand_1,175,49.14,12.6,45,98.3,1.7,23.9
N00002608,Strand_2,251,43.03,11.2,36,78.9,13.9,42.1
N00002609,Strand_2,844,58.77,21.4,22,73.3,17.7,20.5
N00002610,Strand_2,292,43.49,11.0,33,84.2,9.6,25.9
N00002611,Strand_2,135,49.63,8.9,40,83.0,14.1,30.3
N00002612,Strand_2,309,42.07,13.3,27,81.2,9.7,36.4
N00002613,The Diamond,678,41.15,10.2,40,50.9,43.2,27.6
N00002614,The Diamond,359,44.85,12.5,40,95.5,2.2,22.4
N00002615,The Diamond,289,52.25,20.4,35,91.3,6.2,28.4
N00002616,The Diamond,342,45.61,12.3,36,89.8,6.7,24.5
N00002617,The Diamond,462,53.46,11.0,40,94.8,3.5,31.0
N00002618,The Diamond,221,49.77,12.7,38,95.5,2.7,22.2
N00002619,Victoria,599,42.24,9.2,34,82.0,13.4,28.3
N00002620,Victoria,547,55.39,10.2,29,65.8,29.3,30.5
N00002621,Victoria,216,50.46,5.1,43,6.9,87.0,33.6
N00002622,Victoria,314,51.91,18.5,33,82.5,14.3,33.1
N00002623,Victoria,260,52.31,11.9,47,7.7,90.4,26.1
N00002624,Victoria,251,50.60,6.4,34,91.2,7.2,35.4
N00002625,Victoria,332,50.90,16.6,35,93.7,2.4,18.8
N00002626,Victoria,891,49.49,18.5,29,91.7,5.3,37.4
N00002627,Westland,302,52.65,12.9,48,96.0,1.3,20.1
N00002628,Westland,922,50.00,11.8,41,90.9,5.7,30.0
N00002629,Westland,242,56.20,9.9,44,98.8,1.2,19.5
N00002630,Westland,297,50.17,21.2,29,99.0,0.7,13.2
N00002631,Westland,320,51.88,16.2,37,95.3,2.8,23.5
N00002632,Ardglass_1,414,54.83,17.1,30,92.0,5.3,25.8
N00002633,Ardglass_1,426,52.11,14.6,36,84.5,12.4,36.2
N00002634,Ardglass_1,311,46.95,13.2,51,77.2,18.0,48.5
N00002635,Ardglass_1,341,54.25,12.9,39,92.4,5.0,19.8
N00002636,Ardglass_2,393,51.40,16.5,38,90.6,7.9,29.1
N00002637,Ardglass_2,499,47.29,13.4,36,79.2,17.8,40.0
N00002638,Ardglass_2,485,46.39,11.3,35,85.8,12.2,35.5
N00002639,Ardglass_2,309,45.63,11.3,38,89.3,7.8,32.0
N00002640,Audley's Acre,343,53.64,9.9,50,91.0,5.8,53.4
N00002641,Audley's Acre,361,55.96,16.1,34,84.8,10.0,51.3
N00002642,Audley's Acre,468,52.35,16.0,43,89.3,9.0,58.8
N00002643,Audley's Acre,392,50.51,13.0,44,90.8,7.4,60.3
N00002644,Audley's Acre,330,52.42,11.8,36,88.5,9.4,23.8
N00002645,Audley's Acre,317,50.47,17.0,38,84.5,10.1,40.8
N00002646,Ballymaglave_1,351,54.42,8.0,44,18.5,66.7,32.0
N00002647,Ballymaglave_1,766,53.52,13.2,37,28.7,62.7,40.2
N00002648,Ballymaglave_1,202,47.52,9.9,42,41.1,52.5,44.7
N00002649,Ballymaglave_2,496,50.60,13.5,44,11.9,82.7,34.7
N00002650,Ballymaglave_2,305,46.89,18.0,37,8.9,86.6,19.3
N00002651,Ballymaglave_2,479,53.24,16.9,37,12.3,81.0,52.8
N00002652,Ballymaglave_2,297,53.87,13.5,37,10.4,78.8,19.1
N00002653,Ballymote,444,51.35,8.1,33,82.4,14.4,45.3
N00002654,Ballymote,337,50.74,11.6,36,77.7,17.8,38.8
N00002655,Ballymote,280,43.21,10.7,43,89.6,7.9,22.2
N00002656,Ballymote,717,52.44,12.7,28,87.2,8.1,34.7
N00002657,Ballymote,370,49.73,16.2,31,90.8,5.9,27.2
N00002658,Ballymote,429,53.38,14.0,27,89.3,8.2,26.8
N00002659,Ballymote,357,52.94,18.8,25,93.6,2.2,19.2
N00002660,Ballynahinch East,427,50.82,12.9,41,34.2,56.9,42.7
N00002661,Ballynahinch East,490,54.69,11.8,33,69.6,25.3,26.5
N00002662,Ballynahinch East,402,55.97,12.2,32,46.3,47.8,36.2
N00002663,Ballynahinch East,340,52.35,14.7,34,49.7,39.1,38.5
N00002664,Ballynahinch East,298,48.99,9.4,35,79.5,18.5,25.2
N00002665,Ballynahinch East,277,49.82,7.9,40,49.8,43.3,33.5
N00002666,Ballynahinch East,263,52.85,14.8,41,42.6,52.5,44.0
N00002667,Castlewellan_1,778,50.51,14.0,38,92.4,5.7,24.7
N00002668,Castlewellan_1,317,48.26,17.0,31,90.9,4.7,34.1
N00002669,Castlewellan_2,530,48.11,13.6,33,81.7,15.7,40.2
N00002670,Castlewellan_2,1917,50.76,15.1,32,85.8,11.3,35.7
N00002671,Cathedral_1,1354,52.29,17.4,32,93.1,4.1,39.5
N00002672,Cathedral_1,333,52.55,17.4,25,93.1,4.8,20.2
N00002673,Cathedral_2,1282,52.18,12.9,37,85.7,10.5,33.8
N00002674,Cathedral_2,289,51.56,19.4,31,95.5,3.8,20.8
N00002675,Crossgar_1,385,50.91,14.8,43,37.9,55.1,45.3
N00002676,Crossgar_1,708,50.00,12.3,39,65.0,30.2,38.0
N00002677,Crossgar_1,408,48.53,17.9,45,38.0,52.0,41.0
N00002678,Crossgar_2,368,49.46,17.1,34,67.4,26.6,38.1
N00002679,Crossgar_2,534,51.12,14.6,32,70.0,25.3,41.6
N00002680,Crossgar_2,430,51.40,19.3,41,57.2,37.9,47.3
