OA_CODE,ward_2001,lgd_2001,DZ2021_cd,SA2011,dea_1972,dea_1984,dea_1993,dea_2012
95RR110005,95RR11,95RR,N20001482,N00003220,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
95RR110001,95RR11,95RR,N20001481,N00003216,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
95RR110002,95RR11,95RR,N20001482,N00003217,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
95RR010003,95RR01,95RR,N20001484,N00003165,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
95RR010002,95RR01,95RR,N20001482,N00003164,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
95RR010001,95RR01,95RR,N20001485,N00003163,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
95JJ040008,95JJ04,95JJ,N20001520,N00001967,COLERAINE AREA A,BANN,BANN,Bann
95JJ040001,95JJ04,95JJ,N20001517,N00001965,COLERAINE AREA A,BANN,BANN,Bann
95RR110004,95RR11,95RR,N20001482,N00003219,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
95MM130008,95MM13,95MM,N20001812,N00002499,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM130009,95MM13,95MM,N20001814,N00002500,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM130011,95MM13,95MM,N20001819,N00002495,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM130013,95MM13,95MM,N20001819,N00002496,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM130015,95MM13,95MM,N20001827,N00002491,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM130010,95MM13,95MM,N20001809,N00002495,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM130014,95MM13,95MM,N20001826,N00002497,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM130012,95MM13,95MM,N20001809,N00002498,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM020004,95MM02,95MM,N20001812,N00002412,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM130005,95MM13,95MM,N20001812,N00002502,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM130004,95MM13,95MM,N20001806,N00002501,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM130007,95MM13,95MM,N20001812,N00002498,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM130003,95MM13,95MM,N20001812,N00002501,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM130001,95MM13,95MM,N20001807,N00002501,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM130006,95MM13,95MM,N20001807,N00002489,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM130002,95MM13,95MM,N20001807,N00002489,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM160003,95MM16,95MM,N20001909,N00002521,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM160005,95MM16,95MM,N20001910,N00002523,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM160004,95MM16,95MM,N20001908,N00002522,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM160007,95MM16,95MM,N20001908,N00002521,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM130019,95MM13,95MM,N20001803,N00002490,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM150001,95MM15,95MM,N20001915,N00002512,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM150011,95MM15,95MM,N20001908,N00002515,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM150008,95MM15,95MM,N20001922,N00002514,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM150004,95MM15,95MM,N20001922,N00002513,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM150007,95MM15,95MM,N20001916,N00002519,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM150009,95MM15,95MM,N20001918,N00002520,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM150005,95MM15,95MM,N20001916,N00002517,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM150002,95MM15,95MM,N20001914,N00002512,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM150003,95MM15,95MM,N20001927,N00002516,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM150010,95MM15,95MM,N20001927,N00002520,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM150006,95MM15,95MM,N20001923,N00002518,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM160001,95MM16,95MM,N20001922,N00002525,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM160002,95MM16,95MM,N20001922,N00002525,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM160006,95MM16,95MM,N20001921,N00002524,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM160008,95MM16,95MM,N20001921,N00002526,LONDONDERRY AREA A,RURAL,RURAL,Faughan
95MM020003,95MM02,95MM,N20001812,N00002411,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM020008,95MM02,95MM,N20001812,N00002408,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM020006,95MM02,95MM,N20001834,N00002414,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM020005,95MM02,95MM,N20001834,N00002413,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM020007,95MM02,95MM,N20001840,N00002415,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM240007,95MM24,95MM,N20001836,N00002582,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM240001,95MM24,95MM,N20001838,N00002579,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM240005,95MM24,95MM,N20001836,N00002582,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM240004,95MM24,95MM,N20001830,N00002582,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM240006,95MM24,95MM,N20001836,N00002582,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM060007,95MM06,95MM,N20001843,N00002442,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM240002,95MM24,95MM,N20001844,N00002580,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM240003,95MM24,95MM,N20001844,N00002581,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM020010,95MM02,95MM,N20001847,N00002410,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM020009,95MM02,95MM,N20001847,N00002409,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM060008,95MM06,95MM,N20001848,N00002443,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM220007,95MM22,95MM,N20001777,N00002568,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM220006,95MM22,95MM,N20001777,N00002571,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM220008,95MM22,95MM,N20001772,N00002572,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM020002,95MM02,95MM,N20001772,N00002407,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Foyleside
95MM020001,95MM02,95MM,N20001781,N00002406,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Foyleside
95MM220002,95MM22,95MM,N20001781,N00002569,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM220004,95MM22,95MM,N20001781,N00002570,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM270011,95MM27,95MM,N20001789,N00002610,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM220005,95MM22,95MM,N20001784,N00002567,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM270012,95MM27,95MM,N20001789,N00002611,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM270009,95MM27,95MM,N20001789,N00002608,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM140002,95MM14,95MM,N20001854,N00002503,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM140001,95MM14,95MM,N20001854,N00002503,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM070002,95MM07,95MM,N20001854,N00002445,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM160009,95MM16,95MM,N20001850,N00002527,LONDONDERRY AREA B,RURAL,RURAL,Waterside
95MM070007,95MM07,95MM,N20001852,N00002449,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM070009,95MM07,95MM,N20001852,N00002444,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM070003,95MM07,95MM,N20001856,N00002444,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM070005,95MM07,95MM,N20001856,N00002447,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM070008,95MM07,95MM,N20001852,N00002450,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM070004,95MM07,95MM,N20001853,N00002446,LONDONDERRY AREA A,WATERSIDE,WATERSIDE,Waterside
95MM190010,95MM19,95MM,N20001859,N00002546,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM190008,95MM19,95MM,N20001859,N00002545,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM070006,95MM07,95MM,N20001857,N00002448,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM070001,95MM07,95MM,N20001855,N00002444,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM200008,95MM20,95MM,N20001864,N00002548,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM200009,95MM20,95MM,N20001864,N00002548,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM200010,95MM20,95MM,N20001862,N00002547,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM200007,95MM20,95MM,N20001862,N00002547,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM190009,95MM19,95MM,N20001863,N00002544,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM190004,95MM19,95MM,N20001867,N00002542,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM190001,95MM19,95MM,N20001867,N00002543,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM190002,95MM19,95MM,N20001867,N00002544,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM190005,95MM19,95MM,N20001871,N00002541,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM190003,95MM19,95MM,N20001871,N00002541,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM190007,95MM19,95MM,N20001878,N00002541,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM200006,95MM20,95MM,N20001884,N00002554,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM190006,95MM19,95MM,N20001875,N00002541,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM200002,95MM20,95MM,N20001875,N00002550,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM200011,95MM20,95MM,N20001873,N00002547,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM200012,95MM20,95MM,N20001873,N00002547,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM200001,95MM20,95MM,N20001875,N00002549,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM200005,95MM20,95MM,N20001873,N00002553,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM290004,95MM29,95MM,N20001880,N00002621,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM200003,95MM20,95MM,N20001876,N00002551,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM290003,95MM29,95MM,N20001882,N00002620,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM290002,95MM29,95MM,N20001881,N00002619,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM140009,95MM14,95MM,N20001874,N00002510,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM140008,95MM14,95MM,N20001870,N00002509,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM200004,95MM20,95MM,N20001876,N00002552,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM140006,95MM14,95MM,N20001869,N00002507,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM140003,95MM14,95MM,N20001860,N00002504,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM140004,95MM14,95MM,N20001854,N00002505,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM140005,95MM14,95MM,N20001854,N00002506,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM280001,95MM28,95MM,N20001750,N00002613,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,The Moor
95MM140007,95MM14,95MM,N20001877,N00002508,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM140010,95MM14,95MM,N20001870,N00002511,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM290001,95MM29,95MM,N20001877,N00002619,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
95MM280003,95MM28,95MM,N20001764,N00002614,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,The Moor
95MM280004,95MM28,95MM,N20001764,N00002613,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,The Moor
95MM280002,95MM28,95MM,N20001750,N00002613,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,The Moor
95MM050003,95MM05,95MM,N20001750,N00002432,LONDONDERRY AREA D,CITYSIDE,CITYSIDE,The Moor
95MM050005,95MM05,95MM,N20001751,N00002434,LONDONDERRY AREA D,CITYSIDE,CITYSIDE,The Moor
95MM050007,95MM05,95MM,N20001758,N00002435,LONDONDERRY AREA D,CITYSIDE,CITYSIDE,The Moor
95MM050006,95MM05,95MM,N20001759,N00002431,LONDONDERRY AREA D,CITYSIDE,CITYSIDE,The Moor
95MM050004,95MM05,95MM,N20001759,N00002433,LONDONDERRY AREA D,CITYSIDE,CITYSIDE,The Moor
95MM300006,95MM30,95MM,N20001748,N00002631,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM300003,95MM30,95MM,N20001738,N00002628,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM300002,95MM30,95MM,N20001747,N00002628,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM300005,95MM30,95MM,N20001753,N00002630,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM040006,95MM04,95MM,N20001747,N00002428,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM040005,95MM04,95MM,N20001739,N00002427,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM040001,95MM04,95MM,N20001737,N00002423,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM040004,95MM04,95MM,N20001740,N00002426,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM040002,95MM04,95MM,N20001735,N00002424,LONDONDERRY AREA E,NORTHLAND,CITYSIDE,The Moor
95MM270006,95MM27,95MM,N20001741,N00002606,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,The Moor
95MM300007,95MM30,95MM,N20001738,N00002628,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM300001,95MM30,95MM,N20001746,N00002627,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM300004,95MM30,95MM,N20001746,N00002629,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM270007,95MM27,95MM,N20001745,N00002607,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,The Moor
95MM270008,95MM27,95MM,N20001743,N00002603,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,The Moor
95MM270005,95MM27,95MM,N20001741,N00002605,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,The Moor
95MM270003,95MM27,95MM,N20001801,N00002603,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,Foyleside
95MM270001,95MM27,95MM,N20001801,N00002603,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM270004,95MM27,95MM,N20001801,N00002603,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM230004,95MM23,95MM,N20001800,N00002576,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM230001,95MM23,95MM,N20001795,N00002573,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM270002,95MM27,95MM,N20001797,N00002604,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM270010,95MM27,95MM,N20001790,N00002609,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM230005,95MM23,95MM,N20001793,N00002577,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM170004,95MM17,95MM,N20001791,N00002533,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM230006,95MM23,95MM,N20001796,N00002577,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM270013,95MM27,95MM,N20001790,N00002612,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM230007,95MM23,95MM,N20001796,N00002578,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM170009,95MM17,95MM,N20001796,N00002533,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM170005,95MM17,95MM,N20001787,N00002533,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM170006,95MM17,95MM,N20001788,N00002531,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM170008,95MM17,95MM,N20001792,N00002535,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM230003,95MM23,95MM,N20001796,N00002575,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM230008,95MM23,95MM,N20001799,N00002576,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM230002,95MM23,95MM,N20001799,N00002574,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM040003,95MM04,95MM,N20001735,N00002425,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM040007,95MM04,95MM,N20001734,N00002429,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM100006,95MM10,95MM,N20001736,N00002470,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM100004,95MM10,95MM,N20001736,N00002468,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM100003,95MM10,95MM,N20001736,N00002465,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM100001,95MM10,95MM,N20001736,N00002465,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM100007,95MM10,95MM,N20001736,N00002469,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM100005,95MM10,95MM,N20001736,N00002469,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM100008,95MM10,95MM,N20001742,N00002467,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM100002,95MM10,95MM,N20001753,N00002466,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM110001,95MM11,95MM,N20001753,N00002471,LONDONDERRY AREA D,CITYSIDE,CITYSIDE,The Moor
95MM110005,95MM11,95MM,N20001762,N00002475,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM110003,95MM11,95MM,N20001755,N00002473,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM110004,95MM11,95MM,N20001757,N00002474,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM110002,95MM11,95MM,N20001757,N00002472,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
95MM120011,95MM12,95MM,N20001767,N00002479,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,The Moor
95MM120003,95MM12,95MM,N20001768,N00002478,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM120001,95MM12,95MM,N20001768,N00002477,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM250007,95MM25,95MM,N20001820,N00002592,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM260006,95MM26,95MM,N20001769,N00002600,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM260007,95MM26,95MM,N20001769,N00002601,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM260009,95MM26,95MM,N20001770,N00002598,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM260001,95MM26,95MM,N20001770,N00002594,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM120002,95MM12,95MM,N20001773,N00002481,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM120004,95MM12,95MM,N20001774,N00002482,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM120005,95MM12,95MM,N20001774,N00002483,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM120010,95MM12,95MM,N20001733,N00002488,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,The Moor
95MM120008,95MM12,95MM,N20001782,N00002486,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM120007,95MM12,95MM,N20001780,N00002485,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM120009,95MM12,95MM,N20001780,N00002487,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM170003,95MM17,95MM,N20001785,N00002530,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM170002,95MM17,95MM,N20001785,N00002529,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM260005,95MM26,95MM,N20001778,N00002597,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM260003,95MM26,95MM,N20001773,N00002595,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM120006,95MM12,95MM,N20001779,N00002484,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM260002,95MM26,95MM,N20001775,N00002599,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM260004,95MM26,95MM,N20001776,N00002596,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM170010,95MM17,95MM,N20001783,N00002532,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM170001,95MM17,95MM,N20001788,N00002528,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM170007,95MM17,95MM,N20001787,N00002534,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM220001,95MM22,95MM,N20001784,N00002565,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM220003,95MM22,95MM,N20001775,N00002566,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM060006,95MM06,95MM,N20001848,N00002439,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM060005,95MM06,95MM,N20001848,N00002441,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM060003,95MM06,95MM,N20001843,N00002440,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM060004,95MM06,95MM,N20001845,N00002438,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM060001,95MM06,95MM,N20001842,N00002436,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM060002,95MM06,95MM,N20001846,N00002437,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM260008,95MM26,95MM,N20001769,N00002602,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
95MM250015,95MM25,95MM,N20001842,N00002589,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM250008,95MM25,95MM,N20001839,N00002593,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM250010,95MM25,95MM,N20001829,N00002591,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM250009,95MM25,95MM,N20001835,N00002588,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM250006,95MM25,95MM,N20001832,N00002587,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM250013,95MM25,95MM,N20001841,N00002585,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM250011,95MM25,95MM,N20001837,N00002583,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM250014,95MM25,95MM,N20001837,N00002586,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM130016,95MM13,95MM,N20001831,N00002492,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM250012,95MM25,95MM,N20001837,N00002584,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM130018,95MM13,95MM,N20001831,N00002494,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM130017,95MM13,95MM,N20001827,N00002493,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM250005,95MM25,95MM,N20001822,N00002587,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM250004,95MM25,95MM,N20001822,N00002590,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM250003,95MM25,95MM,N20001817,N00002590,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM250016,95MM25,95MM,N20001811,N00002590,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM250002,95MM25,95MM,N20001823,N00002591,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95MM250001,95MM25,95MM,N20001812,N00002590,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
95ZZ070004,95ZZ07,95ZZ,N20001998,N00004481,STRABANE AREA C,DERG,DERG,Derg
95ZZ070005,95ZZ07,95ZZ,N20002005,N00004482,STRABANE AREA C,DERG,DERG,Derg
95ZZ070006,95ZZ07,95ZZ,N20001998,N00004483,STRABANE AREA C,MOURNE,DERG,Derg
95ZZ070002,95ZZ07,95ZZ,N20002005,N00004479,STRABANE AREA A,DERG,DERG,Derg
