code,name,LGD,MDM_score,MDM_rank,MDM_decile,Income_score,Income_rank,Employment_score,Employment_rank,Health Depr. and Disability_score,Health Depr. and Disability_rank,Education Skills and Training_score,Education Skills and Training_rank,Proximity to Services_score,Proximity to Services_rank,Crime and Disorder_score,Crime and Disorder_rank,Living Environment_score,Living Environment_rank,IDAC and IDAOP_score,IDAC and IDAOP_rank
95II04S1,Carrowreagh_1,Castlereagh,9.1,697,8,0.08,720,0.1,704,0.05,389,10.93,570,-0.29,542,9.82,594,16.78,506,0.08,710
95II04S2,Carrowreagh_2,Castlereagh,23.41,318,4,0.23,337,0.19,247,-0.06,449,37.39,159,-0.38,584,18.09,405,18.96,441,0.3,271
95II05S1,Carryduff East_1,Castlereagh,4.34,841,10,0.06,796,0.08,818,-0.94,804,0.89,862,0.14,347,11.61,547,4.62,837,0.04,849
95II05S2,Carryduff East_2,Castlereagh,8.7,707,8,0.11,635,0.1,684,-0.36,576,5.47,719,-0.23,517,32.02,210,8.37,737,0.09,697
95II06S1,Carryduff West_1,Castlereagh,3.98,853,10,0.03,868,0.07,826,-0.81,769,2.14,823,0.09,364,9.53,601,7.35,769,0.03,865
95II06S2,Carryduff West_2,Castlereagh,4.18,843,10,0.06,793,0.07,837,-0.68,727,3.16,789,-0.18,488,11.43,550,7.01,783,0.07,732
95II07W1,Cregagh,Castlereagh,28.55,231,3,0.29,203,0.19,231,-0.13,476,49.45,91,-1.18,843,18.37,401,37.11,145,0.4,175
95II08W1,Downshire,Castlereagh,12.2,596,7,0.12,608,0.13,517,-0.27,535,20,381,-0.95,798,9.62,597,31.75,206,0.12,637
95II09S1,Dundonald_1,Castlereagh,3.92,856,10,0.07,775,0.09,732,-0.94,802,5.46,720,-0.86,771,8.27,636,8.56,735,0.04,844
95II09S2,Dundonald_2,Castlereagh,5.45,805,10,0.06,797,0.08,783,-0.78,760,19.22,391,-1.13,837,5.34,729,12.03,634,0.08,715
95II10W1,Enler,Castlereagh,31.79,183,3,0.28,226,0.22,145,0.31,278,46.95,102,-0.48,627,16.7,432,26.39,285,0.35,207
95II11W1,Galwally,Castlereagh,2.8,879,10,0.04,851,0.07,847,-0.97,812,2.69,807,-0.59,690,17.22,422,7.37,768,0.05,814
95II12W1,Gilnahirk,Castlereagh,3.12,874,10,0.05,829,0.08,803,-1.08,839,1.71,842,-0.5,644,15.08,468,9.5,708,0.05,829
95II13W1,Graham's Bridge,Castlereagh,18.88,413,5,0.2,411,0.18,282,-0.32,557,29.98,221,-0.84,769,16.25,444,16.68,511,0.22,412
95II14W1,Hillfoot,Castlereagh,2.28,889,10,0.05,839,0.07,829,-1.39,872,1.62,847,-0.46,622,8.75,625,4.51,839,0.04,847
95II15S1,Knockbracken_1,Castlereagh,2.37,888,10,0.02,886,0.05,880,-0.99,815,1.82,838,-0.34,563,12.99,515,5.16,823,0.02,877
95II15S2,Knockbracken_2,Castlereagh,3.77,859,10,0.05,838,0.09,722,-1.02,825,0.95,859,-0.48,629,19.86,376,4.71,835,0.08,722
95II16W1,Lisnasharragh,Castlereagh,19.51,399,5,0.18,452,0.15,382,-0.09,463,33.72,190,-0.61,705,10.85,567,41.06,97,0.28,292
95II17W1,Lower Braniel,Castlereagh,11.33,621,7,0.13,597,0.13,530,-0.22,515,13.9,490,-0.41,592,15.81,450,15.03,560,0.13,598
95II18W1,Minnowburn,Castlereagh,27.08,251,3,0.22,353,0.18,261,0.28,284,41.35,141,-0.02,410,31.22,218,31.52,210,0.3,268
95II19S1,Moneyreagh_1,Castlereagh,4.57,839,10,0.04,854,0.06,858,-1.41,876,1.9,835,0.45,255,17.64,416,7.34,770,0.03,852
95II19S2,Moneyreagh_2,Castlereagh,7.24,757,9,0.09,710,0.09,713,-1.02,824,6.61,694,0.49,249,9.08,615,10.27,692,0.09,692
95II20W1,Newtownbreda,Castlereagh,6,790,9,0.1,674,0.08,793,-0.63,703,4.73,736,-0.78,755,16.27,442,24.02,327,0.14,558
95II21W1,Tullycarnet,Castlereagh,36.22,145,2,0.31,185,0.21,149,-0.11,465,71.12,24,-0.44,610,12.08,531,42.38,84,0.45,134
95II22W1,Upper Braniel,Castlereagh,10.97,635,8,0.11,638,0.12,573,-0.24,522,13.97,488,-0.32,556,7.72,654,26.87,280,0.1,664
95II23W1,Wynchurch,Castlereagh,6.84,774,9,0.11,649,0.1,681,-1,819,3.32,782,-1.02,810,24.72,312,27.74,260,0.14,559
95JJ01W1,Agivey,Coleraine,12.46,590,7,0.12,627,0.1,665,-0.28,544,10.53,579,1,114,4.6,746,20.53,397,0.11,652
95JJ02W1,Atlantic,Coleraine,16.88,473,6,0.22,368,0.13,516,-0.18,498,8.99,624,0.08,368,60.88,44,12.06,632,0.28,305
95JJ03S1,Ballysally_1,Coleraine,45.18,81,1,0.48,64,0.21,161,0.53,196,57.64,60,-0.25,528,64.2,38,45.31,61,0.6,59
95JJ03S2,Ballysally_2,Coleraine,30.25,204,3,0.27,246,0.17,310,0.19,327,47.02,100,-0.21,507,47.79,100,44.35,71,0.33,235
95JJ04S1,Castlerock_1,Coleraine,20.64,372,5,0.23,340,0.15,383,-0.33,563,23.79,319,0.78,184,23.77,324,18.31,462,0.25,342
95JJ04S2,Castlerock_2,Coleraine,9.02,701,8,0.12,632,0.1,687,-1.03,830,8.4,640,0.52,242,18.44,399,12.41,625,0.12,619
95JJ05W1,Central_Coleraine,Coleraine,31.98,181,3,0.32,171,0.23,129,0.17,336,27.43,258,-1.43,863,32.12,208,44.99,64,0.28,298
95JJ06W1,Churchland,Coleraine,35.38,154,2,0.35,141,0.22,130,0.48,219,38.27,155,-0.92,788,44.05,121,27.82,258,0.38,194
95JJ07W1,Cross Glebe,Coleraine,37.31,136,2,0.39,112,0.21,163,0.56,188,47.97,97,-0.54,657,32.2,207,29.43,235,0.47,125
95JJ08S1,Dundooan_1,Coleraine,14.36,537,7,0.15,538,0.13,507,-0.13,483,14.7,474,0.42,263,21.39,351,10.53,683,0.1,666
95JJ08S2,Dundooan_2,Coleraine,5.76,796,9,0.08,739,0.07,819,-0.57,671,5.12,727,0.13,354,5.57,727,8.99,718,0.08,721
95JJ09W1,Dunluce,Coleraine,11.58,613,7,0.12,611,0.12,613,-0.5,644,9.63,608,0.99,122,8.95,621,5.9,812,0.11,651
95JJ10W1,Garvagh,Coleraine,21.53,356,4,0.25,292,0.15,395,-0.44,618,24.08,309,1,118,9.62,598,20.52,398,0.28,301
95JJ11S1,Hopefield_1,Coleraine,13.59,561,7,0.2,401,0.13,541,-0.06,447,6.96,682,0.23,316,7.36,668,11.34,659,0.23,392
95JJ11S2,Hopefield_2,Coleraine,7.72,747,9,0.1,677,0.1,697,-0.9,793,4.96,731,0.05,382,31.88,212,7.45,763,0.13,597
95JJ12W1,Kilrea,Coleraine,18.44,424,5,0.23,341,0.14,496,-0.32,558,17.14,420,0.84,163,17.14,427,21.03,384,0.23,388
95JJ13S1,Knocklynn_1,Coleraine,7.64,750,9,0.1,666,0.08,789,-0.24,524,11.82,546,-0.24,521,11.89,538,3.6,854,0.12,632
95JJ13S2,Knocklynn_2,Coleraine,3.55,869,10,0.07,771,0.09,758,-1.15,851,3.41,777,-0.38,583,4.5,751,3.16,866,0.07,748
95JJ14W1,Macosquin,Coleraine,14.87,522,6,0.17,480,0.15,405,-1.01,822,16.59,437,0.61,220,12.52,523,13.93,580,0.19,466
95JJ15W1,Mount Sandel,Coleraine,6.92,771,9,0.12,629,0.11,640,-0.53,650,2.27,816,-0.79,760,23.23,327,8.1,744,0.07,729
95JJ16W1,Portstewart,Coleraine,21.22,363,5,0.27,241,0.16,353,0.05,384,13.31,505,-0.44,609,52.15,77,11.3,661,0.31,263
95JJ17W1,Ringsend,Coleraine,15.25,513,6,0.14,552,0.13,560,-0.96,806,17.32,418,1.29,57,1.37,851,21.77,369,0.14,575
95JJ18W1,Royal Portrush,Coleraine,24.29,299,4,0.27,243,0.17,302,-0.44,616,16.26,441,-0.15,479,92.74,2,21.16,381,0.32,250
95JJ19S1,Strand_1_Coleraine,Coleraine,3.67,863,10,0.05,844,0.09,759,-0.84,775,0.61,873,-0.08,437,6.69,691,1.51,883,0.05,794
95JJ19S2,Strand_2_Coleraine,Coleraine,3.74,860,10,0.04,848,0.05,879,-0.59,681,1.63,845,-0.13,475,17.21,423,2.7,873,0.03,862
95JJ20S1,The Cuts_1,Coleraine,6.19,785,9,0.1,686,0.08,811,-0.75,748,12.54,531,-0.24,524,10.79,570,6.06,808,0.13,590
95JJ20S2,The Cuts_2,Coleraine,10.18,658,8,0.14,544,0.14,495,-0.61,694,14.76,470,-0.58,679,6.53,700,7.07,778,0.18,501
95JJ21W1,University,Coleraine,14.85,524,6,0.18,446,0.14,485,-0.31,553,20.83,365,-0.61,704,17.82,412,28.74,244,0.21,429
95JJ22W1,Waterside,Coleraine,3.96,854,10,0.08,730,0.09,730,-1.32,866,2.39,812,-0.57,676,12.8,518,3.5,855,0.07,744
95KK01W1,Ardboe,Cookstown,33.92,162,2,0.38,122,0.22,141,-1.41,875,31.2,209,1.38,33,0.46,882,18.3,463,0.39,182
95KK02W1,Coagh,Cookstown,21.83,347,4,0.21,381,0.18,286,-0.27,537,28.19,246,0.67,209,3.9,770,24.48,314,0.23,381
95KK03W1,Dunnamore,Cookstown,32.52,173,2,0.26,269,0.2,193,-0.12,472,30.24,219,1.7,8,2.56,814,27.17,272,0.23,383
95KK04W1,Gortalowry,Cookstown,18.57,422,5,0.27,239,0.15,424,-1.41,874,24.64,299,-0.23,515,16.68,433,24.63,311,0.33,231
95KK05W1,Killycolpy,Cookstown,27.45,245,3,0.32,177,0.18,288,-0.94,801,20.71,368,1.52,18,0.78,871,18.48,455,0.33,234
95KK06W1,Killymoon,Cookstown,21.97,342,4,0.26,253,0.19,237,-1.14,849,27.68,254,-0.32,559,22.09,340,20.78,391,0.29,279
95KK07W1,Lissan,Cookstown,15.49,505,6,0.14,582,0.14,465,-0.86,784,23.83,316,0.87,158,1.7,842,30.33,225,0.12,617
95KK08W1,Moneymore,Cookstown,16.99,468,6,0.2,404,0.14,446,-1.21,858,25.15,292,0.45,254,17.02,429,23.27,343,0.24,362
95KK09W1,Newbuildings,Cookstown,19.91,388,5,0.22,344,0.18,283,-0.43,612,18.8,396,-0.52,653,57.43,58,12.41,624,0.25,344
95KK10W1,Oaklands,Cookstown,15.36,511,6,0.14,577,0.13,515,-1.74,888,22.43,334,1.15,73,2.51,815,20.24,404,0.13,584
95KK11W1,Oldtown,Cookstown,22.79,330,4,0.24,298,0.19,214,-0.07,453,26.18,271,-0.7,734,29.08,242,12.92,611,0.25,349
95KK12W1,Pomeroy,Cookstown,28.96,227,3,0.33,165,0.18,266,-0.78,755,27.03,261,1.31,55,1.61,845,35.93,151,0.34,227
95KK13W1,Sandholes,Cookstown,12.88,579,7,0.14,563,0.12,565,-0.89,791,19.45,386,0.78,185,10.15,583,13.55,592,0.2,457
95KK14W1,Stewartstown,Cookstown,28.1,234,3,0.29,206,0.2,188,-1.19,855,27.89,253,0.85,159,8.95,620,42.17,86,0.35,213
95KK15W1,The Loop,Cookstown,18.34,428,5,0.2,403,0.17,328,-1.38,871,19.35,389,1.06,100,1.63,844,13.43,597,0.19,478
95KK16W1,Tullagh,Cookstown,15.15,514,6,0.21,378,0.17,324,-1.01,821,14.28,480,-0.63,710,26.73,271,12.02,635,0.21,420
95LL01S1,Aghagallon_1,Craigavon,13.39,567,7,0.14,578,0.15,398,-0.6,690,7.86,661,0.71,200,3.06,793,22.13,359,0.11,649
95LL01S2,Aghagallon_2,Craigavon,17.08,465,6,0.17,488,0.17,318,-0.47,626,11.11,561,0.93,140,6.38,703,17.95,472,0.14,567
95LL02S1,Annagh_1,Craigavon,14.52,532,6,0.12,625,0.13,518,0.07,371,8.88,627,0.45,256,27.99,259,23.52,338,0.09,690
95LL02S2,Annagh_2,Craigavon,37.16,138,2,0.31,191,0.23,123,1.08,86,36.04,175,-0.83,766,49.97,91,30.62,220,0.34,229
95LL03W1,Ballybay,Craigavon,28.17,232,3,0.23,326,0.18,291,0.54,194,44.22,120,0.18,334,22.73,334,23.83,331,0.31,252
95LL04W1,Ballyoran,Craigavon,26.1,274,4,0.25,282,0.18,260,0.36,263,28.3,245,0.36,278,15.62,454,19.86,414,0.27,308
95LL05S1,Bleary_1,Craigavon,5.29,813,10,0.06,785,0.09,763,-1.25,862,4.35,748,0.29,297,2.84,804,12.06,633,0.05,817
95LL05S2,Bleary_2,Craigavon,12.04,600,7,0.14,559,0.13,503,-0.68,725,8.96,626,0.47,252,15.39,462,17.28,489,0.16,522
95LL06S1,Brownstown_1,Craigavon,7.9,739,9,0.07,764,0.07,842,-0.09,461,12.27,536,0.23,313,6.44,702,6.12,804,0.08,719
95LL06S2,Brownstown_2,Craigavon,18.83,414,5,0.18,445,0.16,364,0.02,408,30.04,220,-0.11,459,15.81,452,8.92,724,0.17,502
95LL07W1,Church,Craigavon,37.59,131,2,0.3,197,0.22,143,0.83,128,46.68,107,-0.95,796,34.8,181,49.93,34,0.47,126
95LL08S1,Corcrain_1,Craigavon,38.51,124,2,0.37,135,0.21,170,0.95,108,43.72,125,0.01,399,21.05,356,40.88,101,0.41,162
95LL08S2,Corcrain_2,Craigavon,49,65,1,0.42,92,0.23,121,1.39,48,60.44,53,-0.08,439,56.63,62,40.47,104,0.51,96
95LL09S1,Court_1,Craigavon,44.41,87,1,0.38,121,0.27,75,0.88,117,47.97,96,-1.3,851,65.52,35,38.57,126,0.44,144
95LL09S2,Court_2,Craigavon,37.62,130,2,0.31,192,0.27,71,0.72,158,33.2,194,-0.99,807,33.73,191,40.58,103,0.22,402
95LL10S1,Derrytrasna_1,Craigavon,11.13,632,8,0.11,652,0.16,344,-1.37,869,8.69,634,0.19,331,9.81,595,4.47,842,0.07,751
95LL10S2,Derrytrasna_2,Craigavon,11.85,605,7,0.11,642,0.11,632,-0.77,754,13.61,494,1.11,90,3.09,791,10.4,686,0.1,675
95LL11S1,Donaghcloney_1,Craigavon,14.62,531,6,0.14,567,0.15,390,-0.26,532,10.47,582,0.6,224,6.31,707,19.52,426,0.14,573
95LL11S2,Donaghcloney_2,Craigavon,9.56,678,8,0.09,709,0.1,677,-0.3,550,5.22,725,0.73,191,7.93,650,15.67,543,0.06,792
95LL12S1,Drumgask_1,Craigavon,40.14,119,2,0.37,130,0.21,148,0.78,139,46.29,111,0.18,332,38.3,154,38.63,123,0.41,160
95LL12S2,Drumgask_2,Craigavon,56.06,41,1,0.57,32,0.29,47,0.86,123,68.11,28,-0.15,477,26.03,285,42.15,87,0.65,41
95LL13S1,Drumgor_1,Craigavon,27.23,249,3,0.3,200,0.19,222,-0.05,445,24.98,296,-0.45,613,56.69,61,25.87,294,0.45,132
95LL13S2,Drumgor_2,Craigavon,46.37,74,1,0.41,98,0.23,122,1.1,82,51.26,81,-0.38,579,90.92,3,31.76,204,0.47,124
95LL14S1,Drumnamoe_1,Craigavon,49.29,63,1,0.46,72,0.29,48,0.82,132,66.66,32,-0.42,599,2.9,801,35.43,158,0.56,80
95LL14S2,Drumnamoe_2,Craigavon,26.51,266,3,0.24,309,0.22,146,0.49,214,20.86,364,-0.21,503,2.41,819,26.17,289,0.27,321
95LL15S1,Edenderry_1,Craigavon,15.46,506,6,0.15,520,0.14,447,0.4,250,9.05,623,-0.32,558,27.08,268,16.36,521,0.16,530
95LL15S2,Edenderry_2,Craigavon,14.09,544,7,0.14,557,0.15,407,0.3,280,7.27,672,-0.09,448,4.2,759,12.31,627,0.11,645
95LL16S1,Kernan_1,Craigavon,11.33,620,7,0.09,691,0.13,558,0.2,321,2.7,806,0.1,358,25.39,295,6.86,787,0.06,774
95LL16S2,Kernan_2,Craigavon,17.49,452,6,0.2,414,0.15,401,0.25,301,14.24,481,0.14,348,10.17,582,10.38,687,0.28,303
95LL17W1,Killycomain,Craigavon,9.61,675,8,0.12,624,0.12,612,-0.59,684,15.78,450,-0.04,419,8.34,634,7.08,777,0.14,556
95LL18S1,Knocknashane_1,Craigavon,9.42,686,8,0.08,721,0.13,513,-0.26,530,10.13,591,-0.42,598,13.83,496,11.8,642,0.06,775
95LL18S2,Knocknashane_2,Craigavon,4.86,824,10,0.05,837,0.1,674,-0.9,794,3.93,762,-0.09,451,4.32,755,9.54,706,0.05,808
95LL19S1,Magheralin_1,Craigavon,6.92,770,9,0.07,748,0.09,721,-0.54,656,5.38,722,0.19,329,5.99,716,13.76,587,0.04,835
95LL19S2,Magheralin_2,Craigavon,8.08,734,9,0.09,692,0.1,708,-0.57,670,6.94,684,0.34,284,4.87,739,17.3,487,0.1,678
95LL20W1,Mourneview,Craigavon,24.11,300,4,0.22,350,0.18,277,0.24,304,34.17,186,-0.42,600,8.38,632,38.27,134,0.26,330
95LL21W1,Parklake,Craigavon,23.19,323,4,0.21,371,0.19,216,0.44,235,12.77,523,-0.55,664,32.96,201,32.25,199,0.18,482
95LL22W1,Taghnevan,Craigavon,33.53,167,2,0.27,238,0.23,117,0.74,153,28.76,242,-0.45,617,29.33,235,39.4,114,0.3,264
95LL23W1,Tavanagh,Craigavon,32.08,178,2,0.27,234,0.23,127,0.18,331,44.16,122,-0.49,632,31.93,211,28.04,252,0.35,210
95LL24S1,The Birches_1,Craigavon,11.27,624,8,0.08,722,0.1,678,-0.57,675,9.57,609,1.11,91,1.73,841,24.91,307,0.07,753
95LL24S2,The Birches_2,Craigavon,23.85,306,4,0.19,418,0.14,445,-0.26,531,22.05,344,1.54,16,5.19,732,40.35,106,0.2,459
95LL25S1,Waringstown_1,Craigavon,9.38,690,8,0.1,690,0.1,656,-0.18,496,4.91,732,0.2,326,16.91,430,13.39,600,0.1,686
95LL25S2,Waringstown_2,Craigavon,6.41,782,9,0.04,849,0.09,720,-0.38,586,3.75,766,0.13,352,12.24,529,10.45,685,0.05,832
95LL26S1,Woodville_1,Craigavon,40.16,118,2,0.35,149,0.27,76,0.76,146,32.01,205,-0.76,751,34.33,186,51.67,28,0.43,149
95LL26S2,Woodville_2,Craigavon,9.51,681,8,0.11,644,0.13,512,-0.85,782,4.33,749,-0.22,509,22.19,339,24.06,325,0.13,592
95MM01S1,Altnagelvin_1,Derry,47.77,70,1,0.45,74,0.26,77,0.88,116,61.1,50,0.15,342,20.62,365,29.84,230,0.55,82
95MM01S2,Altnagelvin_2,Derry,10.74,647,8,0.13,585,0.1,679,0.39,253,4.48,740,-0.62,707,22.58,336,10.94,675,0.19,470
95MM01S3,Altnagelvin_3,Derry,17.08,466,6,0.15,514,0.15,375,0.48,221,12.59,529,0.01,397,6.96,681,13.98,578,0.19,461
95MM02S1,Ballynashallog_1,Derry,34.31,161,2,0.5,54,0.26,91,0.29,282,3.53,774,-0.37,574,18.59,397,11.21,663,0.94,1
95MM02S2,Ballynashallog_2,Derry,10.96,637,8,0.08,724,0.11,650,0.56,190,0.9,861,-0.01,409,14.2,488,9.03,716,0.07,733
95MM03W1,Banagher,Derry,23.5,312,4,0.2,393,0.15,385,-0.23,519,24.56,301,1.4,29,3.05,795,27.07,274,0.19,475
95MM04W1,Beechwood,Derry,44.8,83,1,0.5,56,0.3,43,0.77,144,26.74,264,-0.78,758,14.61,483,40.38,105,0.66,39
95MM05W1,Brandywell,Derry,67.1,16,1,0.66,12,0.35,19,1.74,24,57.3,61,-0.71,735,55.44,68,46.98,52,0.8,8
95MM06S1,Carn Hill_1,Derry,37.1,139,2,0.41,97,0.24,104,0.32,272,27.17,260,-0.01,408,22.93,333,36.76,148,0.48,117
95MM06S2,Carn Hill_2,Derry,47.89,68,1,0.5,53,0.26,84,1.11,78,50.82,83,-0.43,606,24.32,314,33.88,174,0.59,61
95MM07W1,Caw,Derry,28.64,230,3,0.3,199,0.22,140,0.36,266,22.8,326,-0.36,568,11.83,542,20.48,400,0.39,184
95MM08S1,Clondermot_1,Derry,48.36,67,1,0.5,52,0.32,29,0.81,137,35.02,180,-0.81,762,25.39,296,34.56,167,0.58,68
95MM08S2,Clondermot_2,Derry,13.97,549,7,0.12,614,0.16,356,0,418,8.26,647,-0.29,543,22.94,332,18.97,440,0.1,670
95MM09S1,Claudy_1,Derry,20.61,374,5,0.24,303,0.15,380,-0.2,504,21.48,351,0.7,203,10.93,565,19.43,432,0.26,324
95MM09S2,Claudy_2,Derry,22.39,335,4,0.18,461,0.17,313,0.15,340,20.4,375,1.15,75,8.48,630,18.73,446,0.15,534
95MM10S1,Creggan Central_1,Derry,71.72,11,1,0.74,3,0.35,18,1.68,26,68.86,27,-0.21,501,11.1,560,54.5,18,0.82,7
95MM10S2,Creggan Central_2,Derry,52.07,55,1,0.47,71,0.3,42,1.3,54,49.6,89,-0.3,548,12.46,525,50.93,31,0.5,103
95MM11W1,Creggan South,Derry,57.22,35,1,0.62,18,0.33,25,0.52,204,59.91,54,-0.06,430,10.81,569,42.87,82,0.73,19
95MM12S1,Crevagh_1,Derry,28.98,225,3,0.29,204,0.19,228,0.59,182,15.98,448,0.35,279,26.95,270,29.35,239,0.32,248
95MM12S2,Crevagh_2,Derry,64.14,25,1,0.66,10,0.31,35,1.24,66,63.89,39,-0.16,482,46.07,108,46.94,53,0.73,21
95MM12S3,Crevagh_3,Derry,32.47,174,2,0.37,133,0.21,171,0.46,230,25.07,294,0.04,385,11.15,558,35.86,152,0.4,168
95MM13S1,Culmore_1,Derry,14.62,530,6,0.15,522,0.15,423,-0.03,431,3.1,791,0.44,257,17.17,426,20.24,405,0.17,508
95MM13S2,Culmore_2,Derry,53.11,52,1,0.58,28,0.28,64,0.99,99,56.99,63,-0.31,552,28.05,258,39.62,113,0.72,24
95MM13S3,Culmore_3,Derry,35.25,155,2,0.4,106,0.2,195,0.31,277,43.09,129,-0.1,453,16.37,440,39.67,112,0.44,141
95MM13S4,Culmore_4,Derry,19.24,404,5,0.27,235,0.15,377,-0.57,677,11.76,550,0.24,310,13.89,494,26.49,284,0.31,253
95MM13S5,Culmore_5,Derry,8.33,722,9,0.11,647,0.1,690,-0.19,502,1.71,841,0.18,337,3.78,776,16.01,536,0.12,623
95MM14S1,Ebrington_1,Derry,18.01,441,5,0.19,432,0.13,531,1.02,95,7.42,670,-0.63,709,16.49,438,26.89,279,0.13,608
95MM14S2,Ebrington_2,Derry,45.31,80,1,0.4,107,0.28,59,1.13,74,33.02,197,-1.61,882,72.97,22,33.88,176,0.47,120
95MM15S1,Eglinton_1,Derry,15.36,510,6,0.17,468,0.13,548,0.45,233,7.58,667,0.41,264,7.1,674,12.82,615,0.14,564
95MM15S2,Eglinton_2,Derry,11.91,603,7,0.14,543,0.13,543,-0.13,480,6.83,689,0.4,271,10.67,572,7.05,779,0.2,456
95MM16S1,Enagh_1_Derry,Derry,43.02,96,2,0.42,89,0.25,98,0.5,210,53.94,70,0.42,262,28.94,244,18.98,439,0.5,101
95MM16S2,Enagh_2_Derry,Derry,16.54,481,6,0.14,579,0.18,293,0.22,314,3.94,761,0.38,275,20.27,369,6.91,784,0.15,538
95MM17S1,Foyle Springs_1,Derry,14.01,547,7,0.18,448,0.16,335,-0.45,619,5.99,707,-0.12,467,8.14,641,18.35,461,0.2,442
95MM17S2,Foyle Springs_2,Derry,38.93,122,2,0.4,109,0.28,62,1.1,81,14.75,471,-0.39,585,10.84,568,27.07,275,0.45,137
95MM18S1,Holly Mount_1,Derry,29.84,209,3,0.25,283,0.19,252,0.59,183,31.35,207,0.82,177,19.35,383,29.85,229,0.26,327
95MM18S2,Holly Mount_2,Derry,19.31,403,5,0.22,346,0.14,435,0.23,309,13.47,499,0.04,389,26.23,284,25.24,302,0.24,365
95MM19S1,Kilfennan_1,Derry,10.4,654,8,0.1,669,0.14,456,0,419,7.87,660,-0.52,654,10.46,577,8.45,736,0.18,491
95MM19S2,Kilfennan_2,Derry,12.36,592,7,0.14,555,0.12,594,0.12,347,15.5,452,-0.41,588,13.77,500,10.31,689,0.19,471
95MM20S1,Lisnagelvin_1,Derry,24.09,301,4,0.23,317,0.19,256,0.75,149,23.82,317,-0.65,716,9.93,589,19.53,425,0.34,230
95MM20S2,Lisnagelvin_2,Derry,17.19,463,6,0.18,442,0.16,342,-0.3,552,26.54,269,-0.89,778,24.95,304,16.8,504,0.27,317
95MM21S1,New Buildings_1,Derry,30.3,202,3,0.22,361,0.2,196,0.97,103,44.34,118,-0.12,469,15.55,455,17.07,498,0.25,354
95MM21S2,New Buildings_2,Derry,10.77,643,8,0.11,636,0.13,520,-0.01,424,2.12,825,0.21,322,11.09,561,8.29,738,0.12,620
95MM22S1,Pennyburn_1,Derry,22,340,4,0.26,254,0.19,254,0.23,312,5.77,712,-0.65,717,39.48,145,23.43,340,0.32,245
95MM22S2,Pennyburn_2,Derry,13.86,551,7,0.15,527,0.16,357,0.04,397,2.19,820,-0.38,581,20.81,361,17.97,470,0.18,493
95MM23W1,Rosemount,Derry,40.79,111,2,0.41,101,0.28,58,0.69,161,15.41,455,-1.01,809,41.13,135,52.04,27,0.49,108
95MM24W1,Shantallow East,Derry,52.53,53,1,0.57,33,0.31,36,0.69,160,46.66,108,-0.72,738,13.28,508,57.46,11,0.78,10
95MM25S1,Shantallow West_1,Derry,58.75,32,1,0.61,22,0.26,81,1.44,45,65.93,34,-0.1,455,36.29,164,47.07,48,0.71,25
95MM25S2,Shantallow West_2,Derry,64.7,24,1,0.73,4,0.31,37,1.25,60,58.26,58,-0.04,418,39.72,143,43.6,76,0.89,2
95MM25S3,Shantallow West_3,Derry,32.84,171,2,0.42,93,0.18,270,0.28,285,36.08,174,-0.12,471,23.17,328,33.79,177,0.49,112
95MM25S4,Shantallow West_4,Derry,16.92,470,6,0.21,387,0.13,519,0.41,244,4.86,733,0.24,312,15.39,461,22.08,362,0.22,397
95MM26S1,Springtown_1,Derry,36.45,143,2,0.43,85,0.25,97,0.33,271,22.67,328,-0.12,472,11.29,553,35.66,154,0.52,93
95MM26S2,Springtown_2,Derry,23.32,320,4,0.27,250,0.2,178,0.18,329,4.82,735,0.06,375,6.55,699,20.92,387,0.39,185
95MM27S1,Strand_1_Derry,Derry,59.64,30,1,0.59,26,0.4,6,0.93,112,25.25,290,-1.58,877,70.94,26,53.84,20,0.66,38
95MM27S2,Strand_2_Derry,Derry,29.15,221,3,0.31,180,0.2,180,0.43,238,4.22,754,-0.95,794,58.79,53,45.97,58,0.6,56
95MM28W1,The Diamond,Derry,57.16,36,1,0.54,41,0.36,15,1.35,50,29.32,235,-1.46,869,70.84,27,44.33,72,0.55,83
95MM29W1,Victoria_Derry,Derry,44.35,89,1,0.45,76,0.28,54,0.78,141,29.64,228,-0.99,806,50.2,88,39.17,120,0.58,69
95MM30W1,Westland,Derry,55.26,46,1,0.58,29,0.36,13,1.04,91,28.18,248,-0.91,786,13.56,502,51.67,29,0.69,27
95NN01S1,Ardglass_1,Down,23.82,307,4,0.29,205,0.16,347,-0.03,435,24.06,310,0.41,268,18.41,400,17.22,492,0.37,202
95NN01S2,Ardglass_2,Down,25.61,284,4,0.25,274,0.19,236,-0.01,426,24.25,308,0.82,174,19.86,375,19.38,434,0.31,254
95NN02W1,Audley's Acre,Down,12.55,586,7,0.16,489,0.15,420,-0.2,506,4.44,743,-0.59,688,29.36,233,10.14,697,0.23,389
95NN03S1,Ballymaglave_1,Down,12.67,584,7,0.13,586,0.11,638,0.03,398,14.32,478,-0.58,680,28.58,248,29.63,232,0.1,671
95NN03S2,Ballymaglave_2,Down,16.87,474,6,0.2,413,0.14,439,-0.43,614,25.62,283,0.05,383,7.25,670,24.32,319,0.21,421
95NN04W1,Ballymote,Down,44.39,88,1,0.41,96,0.3,41,0.77,143,42.85,130,-1.02,812,30.24,224,27.89,256,0.55,85
