SA2011,lgd1993,catholic_pct_1971,lgd1971_pop
N00001715,CARRICKFERGUS,16.2,28458
N00001717,CARRICKFERGUS,16.2,28458
N00001716,CARRICKFERGUS,16.2,28458
N00001666,CARRICKFERGUS,16.2,28458
N00001669,CARRICKFERGUS,16.2,28458
N00001667,CARRICKFERGUS,16.2,28458
N00001661,CARRICKFERGUS,16.2,28458
N00001662,CARRICKFERGUS,16.2,28458
N00001746,CARRICKFERGUS,16.2,28458
N00001745,CARRICKFERGUS,16.2,28458
N00001744,CARRICKFERGUS,16.2,28458
N00001749,CARRICKFERGUS,16.2,28458
N00001676,CARRICKFERGUS,16.2,28458
N00001664,CARRICKFERGUS,16.2,28458
N00001663,CARRICKFERGUS,16.2,28458
N00001665,CARRICKFERGUS,16.2,28458
N00001670,CARRICKFERGUS,16.2,28458
N00001671,CARRICKFERGUS,16.2,28458
N00001672,CARRICKFERGUS,16.2,28458
N00001675,CARRICKFERGUS,16.2,28458
N00001673,CARRICKFERGUS,16.2,28458
N00001695,CARRICKFERGUS,16.2,28458
N00001701,CARRICKFERGUS,16.2,28458
N00001702,CARRICKFERGUS,16.2,28458
N00001694,CARRICKFERGUS,16.2,28458
N00001710,CARRICKFERGUS,16.2,28458
N00001747,CARRICKFERGUS,16.2,28458
N00003934,NEWTOWNABBEY,18.0,71631
N00004075,NEWTOWNABBEY,18.0,71631
N00004077,NEWTOWNABBEY,18.0,71631
N00003922,NEWTOWNABBEY,18.0,71631
N00003921,NEWTOWNABBEY,18.0,71631
N00003917,NEWTOWNABBEY,18.0,71631
N00004029,NEWTOWNABBEY,18.0,71631
N00004027,NEWTOWNABBEY,18.0,71631
N00004026,NEWTOWNABBEY,18.0,71631
N00004030,NEWTOWNABBEY,18.0,71631
N00004032,NEWTOWNABBEY,18.0,71631
N00004031,NEWTOWNABBEY,18.0,71631
N00004033,NEWTOWNABBEY,18.0,71631
N00004044,NEWTOWNABBEY,18.0,71631
N00004028,NEWTOWNABBEY,18.0,71631
N00004045,NEWTOWNABBEY,18.0,71631
N00004043,NEWTOWNABBEY,18.0,71631
N00004046,NEWTOWNABBEY,18.0,71631
N00004070,NEWTOWNABBEY,18.0,71631
N00004069,NEWTOWNABBEY,18.0,71631
N00004067,NEWTOWNABBEY,18.0,71631
N00004049,NEWTOWNABBEY,18.0,71631
N00004047,NEWTOWNABBEY,18.0,71631
N00004042,NEWTOWNABBEY,18.0,71631
N00003932,NEWTOWNABBEY,18.0,71631
N00001711,CARRICKFERGUS,16.2,28458
N00001707,CARRICKFERGUS,16.2,28458
N00001690,CARRICKFERGUS,16.2,28458
N00001709,CARRICKFERGUS,16.2,28458
N00001708,CARRICKFERGUS,16.2,28458
N00001692,CARRICKFERGUS,16.2,28458
N00001691,CARRICKFERGUS,16.2,28458
N00001689,CARRICKFERGUS,16.2,28458
N00001698,CARRICKFERGUS,16.2,28458
N00001688,CARRICKFERGUS,16.2,28458
N00001700,CARRICKFERGUS,16.2,28458
N00001699,CARRICKFERGUS,16.2,28458
N00001697,CARRICKFERGUS,16.2,28458
N00004051,NEWTOWNABBEY,18.0,71631
N00001706,CARRICKFERGUS,16.2,28458
N00004048,NEWTOWNABBEY,18.0,71631
N00004052,NEWTOWNABBEY,18.0,71631
N00004050,NEWTOWNABBEY,18.0,71631
N00004072,NEWTOWNABBEY,18.0,71631
N00004086,NEWTOWNABBEY,18.0,71631
N00004085,NEWTOWNABBEY,18.0,71631
N00004084,NEWTOWNABBEY,18.0,71631
N00004088,NEWTOWNABBEY,18.0,71631
N00004089,NEWTOWNABBEY,18.0,71631
N00004091,NEWTOWNABBEY,18.0,71631
N00004090,NEWTOWNABBEY,18.0,71631
N00004087,NEWTOWNABBEY,18.0,71631
N00003890,NEWTOWNABBEY,18.0,71631
N00003889,NEWTOWNABBEY,18.0,71631
N00003894,NEWTOWNABBEY,18.0,71631
N00003984,NEWTOWNABBEY,18.0,71631
N00003982,NEWTOWNABBEY,18.0,71631
N00003985,NEWTOWNABBEY,18.0,71631
N00003988,NEWTOWNABBEY,18.0,71631
N00003987,NEWTOWNABBEY,18.0,71631
N00004000,NEWTOWNABBEY,18.0,71631
N00004007,NEWTOWNABBEY,18.0,71631
N00003983,NEWTOWNABBEY,18.0,71631
N00003981,NEWTOWNABBEY,18.0,71631
N00003966,NEWTOWNABBEY,18.0,71631
N00003972,NEWTOWNABBEY,18.0,71631
N00003971,NEWTOWNABBEY,18.0,71631
N00003891,NEWTOWNABBEY,18.0,71631
N00003892,NEWTOWNABBEY,18.0,71631
N00003895,NEWTOWNABBEY,18.0,71631
N00003893,NEWTOWNABBEY,18.0,71631
N00004074,NEWTOWNABBEY,18.0,71631
N00004073,NEWTOWNABBEY,18.0,71631
N00003969,NEWTOWNABBEY,18.0,71631
N00003970,NEWTOWNABBEY,18.0,71631
N00004071,NEWTOWNABBEY,18.0,71631
N00004065,NEWTOWNABBEY,18.0,71631
N00004068,NEWTOWNABBEY,18.0,71631
N00004066,NEWTOWNABBEY,18.0,71631
N00003965,NEWTOWNABBEY,18.0,71631
N00003968,NEWTOWNABBEY,18.0,71631
N00003918,NEWTOWNABBEY,18.0,71631
N00003915,NEWTOWNABBEY,18.0,71631
N00003916,NEWTOWNABBEY,18.0,71631
N00003914,NEWTOWNABBEY,18.0,71631
N00003920,NEWTOWNABBEY,18.0,71631
N00003967,NEWTOWNABBEY,18.0,71631
N00004014,NEWTOWNABBEY,18.0,71631
N00003964,NEWTOWNABBEY,18.0,71631
N00004008,NEWTOWNABBEY,18.0,71631
N00004010,NEWTOWNABBEY,18.0,71631
N00004020,NEWTOWNABBEY,18.0,71631
N00004019,NEWTOWNABBEY,18.0,71631
N00004018,NEWTOWNABBEY,18.0,71631
N00004009,NEWTOWNABBEY,18.0,71631
N00004013,NEWTOWNABBEY,18.0,71631
N00004016,NEWTOWNABBEY,18.0,71631
N00004012,NEWTOWNABBEY,18.0,71631
N00004021,NEWTOWNABBEY,18.0,71631
N00004025,NEWTOWNABBEY,18.0,71631
N00004017,NEWTOWNABBEY,18.0,71631
N00003928,NEWTOWNABBEY,18.0,71631
N00004022,NEWTOWNABBEY,18.0,71631
N00003929,NEWTOWNABBEY,18.0,71631
N00004041,NEWTOWNABBEY,18.0,71631
N00004035,NEWTOWNABBEY,18.0,71631
N00004034,NEWTOWNABBEY,18.0,71631
N00004036,NEWTOWNABBEY,18.0,71631
N00004038,NEWTOWNABBEY,18.0,71631
N00004037,NEWTOWNABBEY,18.0,71631
N00004060,NEWTOWNABBEY,18.0,71631
N00003926,NEWTOWNABBEY,18.0,71631
N00003923,NEWTOWNABBEY,18.0,71631
N00004040,NEWTOWNABBEY,18.0,71631
N00004039,NEWTOWNABBEY,18.0,71631
N00003927,NEWTOWNABBEY,18.0,71631
N00003925,NEWTOWNABBEY,18.0,71631
N00004062,NEWTOWNABBEY,18.0,71631
N00004064,NEWTOWNABBEY,18.0,71631
N00004063,NEWTOWNABBEY,18.0,71631
N00003957,NEWTOWNABBEY,18.0,71631
N00003959,NEWTOWNABBEY,18.0,71631
N00003952,NEWTOWNABBEY,18.0,71631
N00003924,NEWTOWNABBEY,18.0,71631
N00003930,NEWTOWNABBEY,18.0,71631
N00003931,NEWTOWNABBEY,18.0,71631
N00003949,NEWTOWNABBEY,18.0,71631
N00003948,NEWTOWNABBEY,18.0,71631
N00003951,NEWTOWNABBEY,18.0,71631
N00003953,NEWTOWNABBEY,18.0,71631
N00003956,NEWTOWNABBEY,18.0,71631
N00004023,NEWTOWNABBEY,18.0,71631
N00004024,NEWTOWNABBEY,18.0,71631
N00003950,NEWTOWNABBEY,18.0,71631
N00004015,NEWTOWNABBEY,18.0,71631
N00003962,NEWTOWNABBEY,18.0,71631
N00003963,NEWTOWNABBEY,18.0,71631
N00003954,NEWTOWNABBEY,18.0,71631
N00003955,NEWTOWNABBEY,18.0,71631
N00003960,NEWTOWNABBEY,18.0,71631
N00003919,NEWTOWNABBEY,18.0,71631
N00003961,NEWTOWNABBEY,18.0,71631
N00004078,NEWTOWNABBEY,18.0,71631
N00004083,NEWTOWNABBEY,18.0,71631
N00003958,NEWTOWNABBEY,18.0,71631
N00004080,NEWTOWNABBEY,18.0,71631
N00004082,NEWTOWNABBEY,18.0,71631
N00004079,NEWTOWNABBEY,18.0,71631
N00004076,NEWTOWNABBEY,18.0,71631
N00004081,NEWTOWNABBEY,18.0,71631
N00003938,NEWTOWNABBEY,18.0,71631
N00004058,NEWTOWNABBEY,18.0,71631
N00004055,NEWTOWNABBEY,18.0,71631
N00004054,NEWTOWNABBEY,18.0,71631
N00004059,NEWTOWNABBEY,18.0,71631
N00004056,NEWTOWNABBEY,18.0,71631
N00004053,NEWTOWNABBEY,18.0,71631
N00000029,ANTRIM,31.1,44384
N00000123,ANTRIM,31.1,44384
N00000121,ANTRIM,31.1,44384
N00000118,ANTRIM,31.1,44384
N00000119,ANTRIM,31.1,44384
N00004057,NEWTOWNABBEY,18.0,71631
N00000120,ANTRIM,31.1,44384
N00000080,ANTRIM,31.1,44384
N00000081,ANTRIM,31.1,44384
N00003993,NEWTOWNABBEY,18.0,71631
N00003992,NEWTOWNABBEY,18.0,71631
N00003991,NEWTOWNABBEY,18.0,71631
N00003990,NEWTOWNABBEY,18.0,71631
N00003947,NEWTOWNABBEY,18.0,71631
N00003946,NEWTOWNABBEY,18.0,71631
N00003945,NEWTOWNABBEY,18.0,71631
N00003910,NEWTOWNABBEY,18.0,71631
N00003940,NEWTOWNABBEY,18.0,71631
N00003942,NEWTOWNABBEY,18.0,71631
N00003941,NEWTOWNABBEY,18.0,71631
N00003939,NEWTOWNABBEY,18.0,71631
N00003943,NEWTOWNABBEY,18.0,71631
N00003911,NEWTOWNABBEY,18.0,71631
N00003937,NEWTOWNABBEY,18.0,71631
N00003936,NEWTOWNABBEY,18.0,71631
N00003935,NEWTOWNABBEY,18.0,71631
N00003901,NEWTOWNABBEY,18.0,71631
N00003900,NEWTOWNABBEY,18.0,71631
N00003903,NEWTOWNABBEY,18.0,71631
N00003904,NEWTOWNABBEY,18.0,71631
N00003902,NEWTOWNABBEY,18.0,71631
N00003896,NEWTOWNABBEY,18.0,71631
N00003906,NEWTOWNABBEY,18.0,71631
N00003913,NEWTOWNABBEY,18.0,71631
N00003912,NEWTOWNABBEY,18.0,71631
N00003907,NEWTOWNABBEY,18.0,71631
N00003909,NEWTOWNABBEY,18.0,71631
N00003908,NEWTOWNABBEY,18.0,71631
N00003905,NEWTOWNABBEY,18.0,71631
N00003944,NEWTOWNABBEY,18.0,71631
N00003899,NEWTOWNABBEY,18.0,71631
N00003897,NEWTOWNABBEY,18.0,71631
N00003997,NEWTOWNABBEY,18.0,71631
N00003898,NEWTOWNABBEY,18.0,71631
N00003994,NEWTOWNABBEY,18.0,71631
N00003998,NEWTOWNABBEY,18.0,71631
N00003999,NEWTOWNABBEY,18.0,71631
N00003996,NEWTOWNABBEY,18.0,71631
N00000084,ANTRIM,31.1,44384
N00003995,NEWTOWNABBEY,18.0,71631
N00003150,LARNE,26.8,28929
N00003153,LARNE,26.8,28929
N00003131,LARNE,26.8,28929
N00003154,LARNE,26.8,28929
N00003933,NEWTOWNABBEY,18.0,71631
N00001748,CARRICKFERGUS,16.2,28458
N00001678,CARRICKFERGUS,16.2,28458
N00003074,LARNE,26.8,28929
N00003073,LARNE,26.8,28929
N00003129,LARNE,26.8,28929
N00003128,LARNE,26.8,28929
N00003137,LARNE,26.8,28929
N00003135,LARNE,26.8,28929
N00003130,LARNE,26.8,28929
N00003149,LARNE,26.8,28929
N00003148,LARNE,26.8,28929
N00003108,LARNE,26.8,28929
N00003132,LARNE,26.8,28929
N00003109,LARNE,26.8,28929
N00003106,LARNE,26.8,28929
N00003107,LARNE,26.8,28929
N00003072,LARNE,26.8,28929
N00003118,LARNE,26.8,28929
N00003119,LARNE,26.8,28929
N00003117,LARNE,26.8,28929
N00003160,LARNE,26.8,28929
N00003116,LARNE,26.8,28929
N00003122,LARNE,26.8,28929
N00003113,LARNE,26.8,28929
N00003111,LARNE,26.8,28929
N00003112,LARNE,26.8,28929
N00003070,LARNE,26.8,28929
N00003071,LARNE,26.8,28929
N00003069,LARNE,26.8,28929
N00003068,LARNE,26.8,28929
N00003067,LARNE,26.8,28929
N00003147,LARNE,26.8,28929
N00003145,LARNE,26.8,28929
N00003081,LARNE,26.8,28929
N00003080,LARNE,26.8,28929
N00003079,LARNE,26.8,28929
N00003083,LARNE,26.8,28929
N00003082,LARNE,26.8,28929
N00003146,LARNE,26.8,28929
N00003091,LARNE,26.8,28929
N00003090,LARNE,26.8,28929
N00003092,LARNE,26.8,28929
N00003114,LARNE,26.8,28929
N00003115,LARNE,26.8,28929
N00003110,LARNE,26.8,28929
N00003121,LARNE,26.8,28929
N00003159,LARNE,26.8,28929
N00003120,LARNE,26.8,28929
N00003087,LARNE,26.8,28929
N00003084,LARNE,26.8,28929
N00003088,LARNE,26.8,28929
N00003089,LARNE,26.8,28929
N00003134,LARNE,26.8,28929
N00003085,LARNE,26.8,28929
N00003138,LARNE,26.8,28929
N00003155,LARNE,26.8,28929
N00003086,LARNE,26.8,28929
N00003156,LARNE,26.8,28929
N00003157,LARNE,26.8,28929
N00003158,LARNE,26.8,28929
N00003104,LARNE,26.8,28929
N00003105,LARNE,26.8,28929
N00003103,LARNE,26.8,28929
N00003136,LARNE,26.8,28929
N00003133,LARNE,26.8,28929
N00003094,LARNE,26.8,28929
N00003095,LARNE,26.8,28929
N00003097,LARNE,26.8,28929
N00003096,LARNE,26.8,28929
N00003093,LARNE,26.8,28929
N00003127,LARNE,26.8,28929
N00003151,LARNE,26.8,28929
N00003152,LARNE,26.8,28929
N00000585,BALLYMENA,17.7,54426
N00003126,LARNE,26.8,28929
N00000635,BALLYMENA,17.7,54426
N00000636,BALLYMENA,17.7,54426
N00003100,LARNE,26.8,28929
N00003101,LARNE,26.8,28929
N00003102,LARNE,26.8,28929
N00003125,LARNE,26.8,28929
N00003124,LARNE,26.8,28929
N00003123,LARNE,26.8,28929
N00003144,LARNE,26.8,28929
N00003140,LARNE,26.8,28929
N00003650,MOYLE,48.7,14252
N00003651,MOYLE,48.7,14252
N00003645,MOYLE,48.7,14252
N00003644,MOYLE,48.7,14252
N00003098,LARNE,26.8,28929
N00003099,LARNE,26.8,28929
N00003646,MOYLE,48.7,14252
N00003647,MOYLE,48.7,14252
N00003643,MOYLE,48.7,14252
N00003648,MOYLE,48.7,14252
N00000576,BALLYMENA,17.7,54426
N00000646,BALLYMONEY,29.6,22873
N00000577,BALLYMENA,17.7,54426
N00000660,BALLYMONEY,29.6,22873
N00000659,BALLYMONEY,29.6,22873
N00000657,BALLYMONEY,29.6,22873
N00000667,BALLYMONEY,29.6,22873
N00000669,BALLYMONEY,29.6,22873
N00000666,BALLYMONEY,29.6,22873
N00000665,BALLYMONEY,29.6,22873
N00000668,BALLYMONEY,29.6,22873
N00000689,BALLYMONEY,29.6,22873
N00000687,BALLYMONEY,29.6,22873
N00000688,BALLYMONEY,29.6,22873
N00000686,BALLYMONEY,29.6,22873
N00000645,BALLYMONEY,29.6,22873
N00000644,BALLYMONEY,29.6,22873
N00000706,BALLYMONEY,29.6,22873
N00000708,BALLYMONEY,29.6,22873
N00000662,BALLYMONEY,29.6,22873
N00000664,BALLYMONEY,29.6,22873
N00000707,BALLYMONEY,29.6,22873
N00000709,BALLYMONEY,29.6,22873
N00000647,BALLYMONEY,29.6,22873
N00003635,MOYLE,48.7,14252
N00003625,MOYLE,48.7,14252
N00003624,MOYLE,48.7,14252
N00000643,BALLYMONEY,29.6,22873
N00003649,MOYLE,48.7,14252
N00003652,MOYLE,48.7,14252
N00003639,MOYLE,48.7,14252
N00003629,MOYLE,48.7,14252
N00003657,MOYLE,48.7,14252
N00003655,MOYLE,48.7,14252
N00003654,MOYLE,48.7,14252
N00003662,MOYLE,48.7,14252
N00003664,MOYLE,48.7,14252
N00003663,MOYLE,48.7,14252
N00003660,MOYLE,48.7,14252
N00003661,MOYLE,48.7,14252
N00003656,MOYLE,48.7,14252
N00003638,MOYLE,48.7,14252
N00003640,MOYLE,48.7,14252
N00003637,MOYLE,48.7,14252
N00003653,MOYLE,48.7,14252
N00003630,MOYLE,48.7,14252
N00003641,MOYLE,48.7,14252
N00003659,MOYLE,48.7,14252
N00003658,MOYLE,48.7,14252
N00003665,MOYLE,48.7,14252
N00003666,MOYLE,48.7,14252
N00003636,MOYLE,48.7,14252
N00003634,MOYLE,48.7,14252
N00003626,MOYLE,48.7,14252
N00002004,COLERAINE,23.9,46272
N00002001,COLERAINE,23.9,46272
N00001995,COLERAINE,23.9,46272
N00002003,COLERAINE,23.9,46272
N00002002,COLERAINE,23.9,46272
N00002005,COLERAINE,23.9,46272
N00002061,COLERAINE,23.9,46272
N00003632,MOYLE,48.7,14252
N00002006,COLERAINE,23.9,46272
N00002007,COLERAINE,23.9,46272
N00003628,MOYLE,48.7,14252
N00003627,MOYLE,48.7,14252
N00003631,MOYLE,48.7,14252
N00003633,MOYLE,48.7,14252
N00003642,MOYLE,48.7,14252
N00002060,COLERAINE,23.9,46272
N00002062,COLERAINE,23.9,46272
N00002059,COLERAINE,23.9,46272
N00002016,COLERAINE,23.9,46272
N00002015,COLERAINE,23.9,46272
N00002017,COLERAINE,23.9,46272
N00002020,COLERAINE,23.9,46272
N00001948,COLERAINE,23.9,46272
N00002019,COLERAINE,23.9,46272
N00001955,COLERAINE,23.9,46272
N00001951,COLERAINE,23.9,46272
N00001952,COLERAINE,23.9,46272
N00001954,COLERAINE,23.9,46272
N00002053,COLERAINE,23.9,46272
N00001953,COLERAINE,23.9,46272
N00002052,COLERAINE,23.9,46272
N00002051,COLERAINE,23.9,46272
N00002050,COLERAINE,23.9,46272
N00002048,COLERAINE,23.9,46272
N00002049,COLERAINE,23.9,46272
N00002068,COLERAINE,23.9,46272
N00002064,COLERAINE,23.9,46272
N00002067,COLERAINE,23.9,46272
N00001998,COLERAINE,23.9,46272
N00002000,COLERAINE,23.9,46272
N00001949,COLERAINE,23.9,46272
N00001950,COLERAINE,23.9,46272
N00002018,COLERAINE,23.9,46272
N00002014,COLERAINE,23.9,46272
N00001994,COLERAINE,23.9,46272
N00001957,COLERAINE,23.9,46272
N00002063,COLERAINE,23.9,46272
N00001999,COLERAINE,23.9,46272
N00002066,COLERAINE,23.9,46272
N00002065,COLERAINE,23.9,46272
N00002047,COLERAINE,23.9,46272
N00001972,COLERAINE,23.9,46272
N00001971,COLERAINE,23.9,46272
N00001969,COLERAINE,23.9,46272
N00001970,COLERAINE,23.9,46272
N00001966,COLERAINE,23.9,46272
N00001968,COLERAINE,23.9,46272
N00002036,COLERAINE,23.9,46272
N00002037,COLERAINE,23.9,46272
N00002040,COLERAINE,23.9,46272
N00002039,COLERAINE,23.9,46272
N00002038,COLERAINE,23.9,46272
N00002041,COLERAINE,23.9,46272
N00001947,COLERAINE,23.9,46272
N00002069,COLERAINE,23.9,46272
N00002028,COLERAINE,23.9,46272
N00002032,COLERAINE,23.9,46272
N00002034,COLERAINE,23.9,46272
N00002031,COLERAINE,23.9,46272
N00002029,COLERAINE,23.9,46272
N00001986,COLERAINE,23.9,46272
N00002045,COLERAINE,23.9,46272
N00002042,COLERAINE,23.9,46272
N00002043,COLERAINE,23.9,46272
N00001974,COLERAINE,23.9,46272
N00001981,COLERAINE,23.9,46272
N00001979,COLERAINE,23.9,46272
N00002044,COLERAINE,23.9,46272
N00002071,COLERAINE,23.9,46272
N00002035,COLERAINE,23.9,46272
N00002046,COLERAINE,23.9,46272
N00002033,COLERAINE,23.9,46272
N00002070,COLERAINE,23.9,46272
N00002076,COLERAINE,23.9,46272
N00002077,COLERAINE,23.9,46272
N00002075,COLERAINE,23.9,46272
N00002072,COLERAINE,23.9,46272
N00001982,COLERAINE,23.9,46272
N00002074,COLERAINE,23.9,46272
N00002073,COLERAINE,23.9,46272
N00001983,COLERAINE,23.9,46272
N00001985,COLERAINE,23.9,46272
N00001984,COLERAINE,23.9,46272
N00001980,COLERAINE,23.9,46272
N00002087,COLERAINE,23.9,46272
N00002088,COLERAINE,23.9,46272
N00002083,COLERAINE,23.9,46272
N00002084,COLERAINE,23.9,46272
N00002085,COLERAINE,23.9,46272
N00002086,COLERAINE,23.9,46272
N00002089,COLERAINE,23.9,46272
N00002082,COLERAINE,23.9,46272
N00001959,COLERAINE,23.9,46272
N00001958,COLERAINE,23.9,46272
N00001960,COLERAINE,23.9,46272
N00001962,COLERAINE,23.9,46272
N00001956,COLERAINE,23.9,46272
N00001964,COLERAINE,23.9,46272
N00001963,COLERAINE,23.9,46272
N00002080,COLERAINE,23.9,46272
N00002079,COLERAINE,23.9,46272
N00001973,COLERAINE,23.9,46272
N00001975,COLERAINE,23.9,46272
N00001977,COLERAINE,23.9,46272
N00001976,COLERAINE,23.9,46272
N00001978,COLERAINE,23.9,46272
N00001992,COLERAINE,23.9,46272
N00002081,COLERAINE,23.9,46272
N00002078,COLERAINE,23.9,46272
N00001988,COLERAINE,23.9,46272
N00001989,COLERAINE,23.9,46272
N00001991,COLERAINE,23.9,46272
N00001990,COLERAINE,23.9,46272
N00001993,COLERAINE,23.9,46272
N00001987,COLERAINE,23.9,46272
N00001961,COLERAINE,23.9,46272
N00001996,COLERAINE,23.9,46272
N00002030,COLERAINE,23.9,46272
N00000650,BALLYMONEY,29.6,22873
N00000648,BALLYMONEY,29.6,22873
N00000649,BALLYMONEY,29.6,22873
N00000661,BALLYMONEY,29.6,22873
N00000656,BALLYMONEY,29.6,22873
N00000653,BALLYMONEY,29.6,22873
N00000652,BALLYMONEY,29.6,22873
N00000693,BALLYMONEY,29.6,22873
N00000654,BALLYMONEY,29.6,22873
N00000690,BALLYMONEY,29.6,22873
N00000691,BALLYMONEY,29.6,22873
N00000692,BALLYMONEY,29.6,22873
N00000699,BALLYMONEY,29.6,22873
N00000676,BALLYMONEY,29.6,22873
N00000674,BALLYMONEY,29.6,22873
N00000694,BALLYMONEY,29.6,22873
N00000695,BALLYMONEY,29.6,22873
N00000675,BALLYMONEY,29.6,22873
N00000698,BALLYMONEY,29.6,22873
N00000697,BALLYMONEY,29.6,22873
N00000704,BALLYMONEY,29.6,22873
N00000703,BALLYMONEY,29.6,22873
N00001997,COLERAINE,23.9,46272
N00001942,COLERAINE,23.9,46272
N00001943,COLERAINE,23.9,46272
N00000711,BALLYMONEY,29.6,22873
N00000701,BALLYMONEY,29.6,22873
N00000702,BALLYMONEY,29.6,22873
N00000705,BALLYMONEY,29.6,22873
N00000673,BALLYMONEY,29.6,22873
N00000700,BALLYMONEY,29.6,22873
N00000677,BALLYMONEY,29.6,22873
N00000696,BALLYMONEY,29.6,22873
N00000672,BALLYMONEY,29.6,22873
N00000655,BALLYMONEY,29.6,22873
N00000671,BALLYMONEY,29.6,22873
N00000670,BALLYMONEY,29.6,22873
N00000651,BALLYMONEY,29.6,22873
N00000663,BALLYMONEY,29.6,22873
N00000681,BALLYMONEY,29.6,22873
N00000710,BALLYMONEY,29.6,22873
N00000679,BALLYMONEY,29.6,22873
N00000713,BALLYMONEY,29.6,22873
N00000712,BALLYMONEY,29.6,22873
N00001944,COLERAINE,23.9,46272
N00001946,COLERAINE,23.9,46272
N00002013,COLERAINE,23.9,46272
N00002057,COLERAINE,23.9,46272
N00002056,COLERAINE,23.9,46272
N00002054,COLERAINE,23.9,46272
N00002055,COLERAINE,23.9,46272
N00002058,COLERAINE,23.9,46272
N00002010,COLERAINE,23.9,46272
N00002009,COLERAINE,23.9,46272
N00002008,COLERAINE,23.9,46272
N00002011,COLERAINE,23.9,46272
N00003591,MAGHERAFELT,54.7,30825
N00002012,COLERAINE,23.9,46272
N00003590,MAGHERAFELT,54.7,30825
N00003579,MAGHERAFELT,54.7,30825
N00003578,MAGHERAFELT,54.7,30825
N00003588,MAGHERAFELT,54.7,30825
N00003589,MAGHERAFELT,54.7,30825
N00003583,MAGHERAFELT,54.7,30825
N00003580,MAGHERAFELT,54.7,30825
N00003584,MAGHERAFELT,54.7,30825
N00003586,MAGHERAFELT,54.7,30825
N00003582,MAGHERAFELT,54.7,30825
N00003557,MAGHERAFELT,54.7,30825
N00003585,MAGHERAFELT,54.7,30825
N00003558,MAGHERAFELT,54.7,30825
N00003562,MAGHERAFELT,54.7,30825
N00003581,MAGHERAFELT,54.7,30825
N00003615,MAGHERAFELT,54.7,30825
N00003587,MAGHERAFELT,54.7,30825
N00003592,MAGHERAFELT,54.7,30825
N00003614,MAGHERAFELT,54.7,30825
N00003613,MAGHERAFELT,54.7,30825
N00003617,MAGHERAFELT,54.7,30825
N00003616,MAGHERAFELT,54.7,30825
N00003559,MAGHERAFELT,54.7,30825
N00003561,MAGHERAFELT,54.7,30825
N00003560,MAGHERAFELT,54.7,30825
N00003623,MAGHERAFELT,54.7,30825
N00003622,MAGHERAFELT,54.7,30825
N00003532,MAGHERAFELT,54.7,30825
N00003536,MAGHERAFELT,54.7,30825
N00003620,MAGHERAFELT,54.7,30825
N00000625,BALLYMENA,17.7,54426
N00000629,BALLYMENA,17.7,54426
N00000630,BALLYMENA,17.7,54426
N00003619,MAGHERAFELT,54.7,30825
N00003621,MAGHERAFELT,54.7,30825
N00000627,BALLYMENA,17.7,54426
N00000682,BALLYMONEY,29.6,22873
N00000684,BALLYMONEY,29.6,22873
N00003618,MAGHERAFELT,54.7,30825
N00003612,MAGHERAFELT,54.7,30825
N00002023,COLERAINE,23.9,46272
N00002022,COLERAINE,23.9,46272
N00002027,COLERAINE,23.9,46272
N00002025,COLERAINE,23.9,46272
N00002026,COLERAINE,23.9,46272
N00002024,COLERAINE,23.9,46272
N00002021,COLERAINE,23.9,46272
N00001945,COLERAINE,23.9,46272
N00000714,BALLYMONEY,29.6,22873
N00000685,BALLYMONEY,29.6,22873
N00000680,BALLYMONEY,29.6,22873
N00000678,BALLYMONEY,29.6,22873
N00000658,BALLYMONEY,29.6,22873
N00000683,BALLYMONEY,29.6,22873
N00000557,BALLYMENA,17.7,54426
N00000561,BALLYMENA,17.7,54426
N00000562,BALLYMENA,17.7,54426
N00000535,BALLYMENA,17.7,54426
N00000534,BALLYMENA,17.7,54426
N00000575,BALLYMENA,17.7,54426
N00000580,BALLYMENA,17.7,54426
N00000579,BALLYMENA,17.7,54426
N00000578,BALLYMENA,17.7,54426
N00000634,BALLYMENA,17.7,54426
N00000581,BALLYMENA,17.7,54426
N00000536,BALLYMENA,17.7,54426
N00000539,BALLYMENA,17.7,54426
N00000550,BALLYMENA,17.7,54426
N00000553,BALLYMENA,17.7,54426
N00000551,BALLYMENA,17.7,54426
N00000554,BALLYMENA,17.7,54426
N00000555,BALLYMENA,17.7,54426
N00000556,BALLYMENA,17.7,54426
N00000549,BALLYMENA,17.7,54426
N00000619,BALLYMENA,17.7,54426
N00000620,BALLYMENA,17.7,54426
N00000514,BALLYMENA,17.7,54426
N00000511,BALLYMENA,17.7,54426
N00000622,BALLYMENA,17.7,54426
N00000621,BALLYMENA,17.7,54426
N00000565,BALLYMENA,17.7,54426
N00000564,BALLYMENA,17.7,54426
N00000531,BALLYMENA,17.7,54426
N00000563,BALLYMENA,17.7,54426
N00000642,BALLYMENA,17.7,54426
N00000638,BALLYMENA,17.7,54426
N00000639,BALLYMENA,17.7,54426
N00000566,BALLYMENA,17.7,54426
N00000641,BALLYMENA,17.7,54426
N00000637,BALLYMENA,17.7,54426
N00000552,BALLYMENA,17.7,54426
N00000518,BALLYMENA,17.7,54426
N00000521,BALLYMENA,17.7,54426
N00000520,BALLYMENA,17.7,54426
N00000523,BALLYMENA,17.7,54426
N00000519,BALLYMENA,17.7,54426
N00000524,BALLYMENA,17.7,54426
N00000522,BALLYMENA,17.7,54426
