SA2011,lgd1993,catholic_pct_1971,lgd1971_pop
N00001449,BELFAST,34.1,295223
N00000960,BELFAST,34.1,295223
N00001459,BELFAST,34.1,295223
N00001457,BELFAST,34.1,295223
N00001456,BELFAST,34.1,295223
N00001281,BELFAST,34.1,295223
N00001282,BELFAST,34.1,295223
N00001451,BELFAST,34.1,295223
N00001455,BELFAST,34.1,295223
N00001071,BELFAST,34.1,295223
N00001069,BELFAST,34.1,295223
N00001070,BELFAST,34.1,295223
N00001067,BELFAST,34.1,295223
N00001066,BELFAST,34.1,295223
N00001852,CASTLEREAGH,10.1,60757
N00001853,CASTLEREAGH,10.1,60757
N00001068,BELFAST,34.1,295223
N00001062,BELFAST,34.1,295223
N00001061,BELFAST,34.1,295223
N00001283,BELFAST,34.1,295223
N00001284,BELFAST,34.1,295223
N00001279,BELFAST,34.1,295223
N00001285,BELFAST,34.1,295223
N00000861,BELFAST,34.1,295223
N00000857,BELFAST,34.1,295223
N00000856,BELFAST,34.1,295223
N00000855,BELFAST,34.1,295223
N00000858,BELFAST,34.1,295223
N00000859,BELFAST,34.1,295223
N00000860,BELFAST,34.1,295223
N00000997,BELFAST,34.1,295223
N00000996,BELFAST,34.1,295223
N00001000,BELFAST,34.1,295223
N00001376,BELFAST,34.1,295223
N00001286,BELFAST,34.1,295223
N00001287,BELFAST,34.1,295223
N00001288,BELFAST,34.1,295223
N00001289,BELFAST,34.1,295223
N00001290,BELFAST,34.1,295223
N00001379,BELFAST,34.1,295223
N00001375,BELFAST,34.1,295223
N00000995,BELFAST,34.1,295223
N00001003,BELFAST,34.1,295223
N00001005,BELFAST,34.1,295223
N00001002,BELFAST,34.1,295223
N00001508,BELFAST,34.1,295223
N00001513,BELFAST,34.1,295223
N00001511,BELFAST,34.1,295223
N00001607,BELFAST,34.1,295223
N00001604,BELFAST,34.1,295223
N00001605,BELFAST,34.1,295223
N00001510,BELFAST,34.1,295223
N00001512,BELFAST,34.1,295223
N00001615,BELFAST,34.1,295223
N00001507,BELFAST,34.1,295223
N00001502,BELFAST,34.1,295223
N00001509,BELFAST,34.1,295223
N00001501,BELFAST,34.1,295223
N00001499,BELFAST,34.1,295223
N00001505,BELFAST,34.1,295223
N00001498,BELFAST,34.1,295223
N00001504,BELFAST,34.1,295223
N00001503,BELFAST,34.1,295223
N00000991,BELFAST,34.1,295223
N00001506,BELFAST,34.1,295223
N00000994,BELFAST,34.1,295223
N00001004,BELFAST,34.1,295223
N00001001,BELFAST,34.1,295223
N00000998,BELFAST,34.1,295223
N00000999,BELFAST,34.1,295223
N00000993,BELFAST,34.1,295223
N00000992,BELFAST,34.1,295223
N00001273,BELFAST,34.1,295223
N00001270,BELFAST,34.1,295223
N00001264,BELFAST,34.1,295223
N00001266,BELFAST,34.1,295223
N00001271,BELFAST,34.1,295223
N00000883,BELFAST,34.1,295223
N00000881,BELFAST,34.1,295223
N00000882,BELFAST,34.1,295223
N00000885,BELFAST,34.1,295223
N00000878,BELFAST,34.1,295223
N00001268,BELFAST,34.1,295223
N00000884,BELFAST,34.1,295223
N00001267,BELFAST,34.1,295223
N00001263,BELFAST,34.1,295223
N00001496,BELFAST,34.1,295223
N00001495,BELFAST,34.1,295223
N00001492,BELFAST,34.1,295223
N00001487,BELFAST,34.1,295223
N00001488,BELFAST,34.1,295223
N00001486,BELFAST,34.1,295223
N00001489,BELFAST,34.1,295223
N00001491,BELFAST,34.1,295223
N00001497,BELFAST,34.1,295223
N00001490,BELFAST,34.1,295223
N00001493,BELFAST,34.1,295223
N00001494,BELFAST,34.1,295223
N00001272,BELFAST,34.1,295223
N00001269,BELFAST,34.1,295223
N00000870,BELFAST,34.1,295223
N00000868,BELFAST,34.1,295223
N00000869,BELFAST,34.1,295223
N00000865,BELFAST,34.1,295223
N00000867,BELFAST,34.1,295223
N00000866,BELFAST,34.1,295223
N00000871,BELFAST,34.1,295223
N00000872,BELFAST,34.1,295223
N00000863,BELFAST,34.1,295223
N00000864,BELFAST,34.1,295223
N00000862,BELFAST,34.1,295223
N00001460,BELFAST,34.1,295223
N00001458,BELFAST,34.1,295223
N00000961,BELFAST,34.1,295223
N00000959,BELFAST,34.1,295223
N00000958,BELFAST,34.1,295223
N00000966,BELFAST,34.1,295223
N00000962,BELFAST,34.1,295223
N00000965,BELFAST,34.1,295223
N00001483,BELFAST,34.1,295223
N00001481,BELFAST,34.1,295223
N00001485,BELFAST,34.1,295223
N00001482,BELFAST,34.1,295223
N00001480,BELFAST,34.1,295223
N00001265,BELFAST,34.1,295223
N00001484,BELFAST,34.1,295223
N00001131,BELFAST,34.1,295223
N00001132,BELFAST,34.1,295223
N00001136,BELFAST,34.1,295223
N00001135,BELFAST,34.1,295223
N00001193,BELFAST,34.1,295223
N00001199,BELFAST,34.1,295223
N00001191,BELFAST,34.1,295223
N00001134,BELFAST,34.1,295223
N00001141,BELFAST,34.1,295223
N00001562,BELFAST,34.1,295223
N00001563,BELFAST,34.1,295223
N00001081,BELFAST,34.1,295223
N00001139,BELFAST,34.1,295223
N00001140,BELFAST,34.1,295223
N00001196,BELFAST,34.1,295223
N00001194,BELFAST,34.1,295223
N00001192,BELFAST,34.1,295223
N00001190,BELFAST,34.1,295223
N00001188,BELFAST,34.1,295223
N00001195,BELFAST,34.1,295223
N00001080,BELFAST,34.1,295223
N00001082,BELFAST,34.1,295223
N00001079,BELFAST,34.1,295223
N00001085,BELFAST,34.1,295223
N00001561,BELFAST,34.1,295223
N00001560,BELFAST,34.1,295223
N00001559,BELFAST,34.1,295223
N00001552,BELFAST,34.1,295223
N00001556,BELFAST,34.1,295223
N00001554,BELFAST,34.1,295223
N00001557,BELFAST,34.1,295223
N00001126,BELFAST,34.1,295223
N00001546,BELFAST,34.1,295223
N00001549,BELFAST,34.1,295223
N00001548,BELFAST,34.1,295223
N00001547,BELFAST,34.1,295223
N00001553,BELFAST,34.1,295223
N00001564,BELFAST,34.1,295223
N00001558,BELFAST,34.1,295223
N00001545,BELFAST,34.1,295223
N00001137,BELFAST,34.1,295223
N00001142,BELFAST,34.1,295223
N00001143,BELFAST,34.1,295223
N00001130,BELFAST,34.1,295223
N00001138,BELFAST,34.1,295223
N00001144,BELFAST,34.1,295223
N00001359,BELFAST,34.1,295223
N00001358,BELFAST,34.1,295223
N00001355,BELFAST,34.1,295223
N00001356,BELFAST,34.1,295223
N00001357,BELFAST,34.1,295223
N00001361,BELFAST,34.1,295223
N00001360,BELFAST,34.1,295223
N00001362,BELFAST,34.1,295223
N00001350,BELFAST,34.1,295223
N00001354,BELFAST,34.1,295223
N00001551,BELFAST,34.1,295223
N00001550,BELFAST,34.1,295223
N00001128,BELFAST,34.1,295223
N00001441,BELFAST,34.1,295223
N00001442,BELFAST,34.1,295223
N00001444,BELFAST,34.1,295223
N00001437,BELFAST,34.1,295223
N00001438,BELFAST,34.1,295223
N00001443,BELFAST,34.1,295223
N00001440,BELFAST,34.1,295223
N00001150,BELFAST,34.1,295223
N00001156,BELFAST,34.1,295223
N00001439,BELFAST,34.1,295223
N00001155,BELFAST,34.1,295223
N00001352,BELFAST,34.1,295223
N00001353,BELFAST,34.1,295223
N00001351,BELFAST,34.1,295223
N00000877,BELFAST,34.1,295223
N00000875,BELFAST,34.1,295223
N00000879,BELFAST,34.1,295223
N00000873,BELFAST,34.1,295223
N00001415,BELFAST,34.1,295223
N00001419,BELFAST,34.1,295223
N00001418,BELFAST,34.1,295223
N00000874,BELFAST,34.1,295223
N00000880,BELFAST,34.1,295223
N00000876,BELFAST,34.1,295223
N00001500,BELFAST,34.1,295223
N00001611,BELFAST,34.1,295223
N00001612,BELFAST,34.1,295223
N00001610,BELFAST,34.1,295223
N00001620,BELFAST,34.1,295223
N00001616,BELFAST,34.1,295223
N00001619,BELFAST,34.1,295223
N00001613,BELFAST,34.1,295223
N00001614,BELFAST,34.1,295223
N00001621,BELFAST,34.1,295223
N00001622,BELFAST,34.1,295223
N00001617,BELFAST,34.1,295223
N00001608,BELFAST,34.1,295223
N00001618,BELFAST,34.1,295223
N00001423,BELFAST,34.1,295223
N00001420,BELFAST,34.1,295223
N00001028,BELFAST,34.1,295223
N00001422,BELFAST,34.1,295223
N00001425,BELFAST,34.1,295223
N00001024,BELFAST,34.1,295223
N00001023,BELFAST,34.1,295223
N00001421,BELFAST,34.1,295223
N00001424,BELFAST,34.1,295223
N00001416,BELFAST,34.1,295223
N00001417,BELFAST,34.1,295223
N00001152,BELFAST,34.1,295223
N00001154,BELFAST,34.1,295223
N00001149,BELFAST,34.1,295223
N00001428,BELFAST,34.1,295223
N00001427,BELFAST,34.1,295223
N00001430,BELFAST,34.1,295223
N00001426,BELFAST,34.1,295223
N00001429,BELFAST,34.1,295223
N00001601,BELFAST,34.1,295223
N00001599,BELFAST,34.1,295223
N00001006,BELFAST,34.1,295223
N00001007,BELFAST,34.1,295223
N00001603,BELFAST,34.1,295223
N00001585,BELFAST,34.1,295223
N00001586,BELFAST,34.1,295223
N00001590,BELFAST,34.1,295223
N00001580,BELFAST,34.1,295223
N00001466,BELFAST,34.1,295223
N00001591,BELFAST,34.1,295223
N00001009,BELFAST,34.1,295223
N00001008,BELFAST,34.1,295223
N00001014,BELFAST,34.1,295223
N00001471,BELFAST,34.1,295223
N00001015,BELFAST,34.1,295223
N00001468,BELFAST,34.1,295223
N00001470,BELFAST,34.1,295223
N00000900,BELFAST,34.1,295223
N00001012,BELFAST,34.1,295223
N00001011,BELFAST,34.1,295223
N00001017,BELFAST,34.1,295223
N00001019,BELFAST,34.1,295223
N00001018,BELFAST,34.1,295223
N00001022,BELFAST,34.1,295223
N00001025,BELFAST,34.1,295223
N00001026,BELFAST,34.1,295223
N00001021,BELFAST,34.1,295223
N00001016,BELFAST,34.1,295223
N00001030,BELFAST,34.1,295223
N00001029,BELFAST,34.1,295223
N00001031,BELFAST,34.1,295223
N00001020,BELFAST,34.1,295223
N00001010,BELFAST,34.1,295223
N00001013,BELFAST,34.1,295223
N00001027,BELFAST,34.1,295223
N00001381,BELFAST,34.1,295223
N00001396,BELFAST,34.1,295223
N00001392,BELFAST,34.1,295223
N00001393,BELFAST,34.1,295223
N00001394,BELFAST,34.1,295223
N00001382,BELFAST,34.1,295223
N00001383,BELFAST,34.1,295223
N00001385,BELFAST,34.1,295223
N00000890,BELFAST,34.1,295223
N00000891,BELFAST,34.1,295223
N00000897,BELFAST,34.1,295223
N00001380,BELFAST,34.1,295223
N00000901,BELFAST,34.1,295223
N00000899,BELFAST,34.1,295223
N00000903,BELFAST,34.1,295223
N00000902,BELFAST,34.1,295223
N00000904,BELFAST,34.1,295223
N00000905,BELFAST,34.1,295223
N00000896,BELFAST,34.1,295223
N00000895,BELFAST,34.1,295223
N00000898,BELFAST,34.1,295223
N00000894,BELFAST,34.1,295223
N00000892,BELFAST,34.1,295223
N00001402,BELFAST,34.1,295223
N00001403,BELFAST,34.1,295223
N00001407,BELFAST,34.1,295223
N00000888,BELFAST,34.1,295223
N00000887,BELFAST,34.1,295223
N00000886,BELFAST,34.1,295223
N00000889,BELFAST,34.1,295223
N00001405,BELFAST,34.1,295223
N00001406,BELFAST,34.1,295223
N00001408,BELFAST,34.1,295223
N00001412,BELFAST,34.1,295223
N00001413,BELFAST,34.1,295223
N00001940,CASTLEREAGH,10.1,60757
N00001414,BELFAST,34.1,295223
N00001410,BELFAST,34.1,295223
N00001409,BELFAST,34.1,295223
N00001404,BELFAST,34.1,295223
N00001399,BELFAST,34.1,295223
N00001478,BELFAST,34.1,295223
N00001479,BELFAST,34.1,295223
N00001476,BELFAST,34.1,295223
N00001477,BELFAST,34.1,295223
N00001475,BELFAST,34.1,295223
N00001401,BELFAST,34.1,295223
N00001473,BELFAST,34.1,295223
N00000893,BELFAST,34.1,295223
N00001469,BELFAST,34.1,295223
N00001467,BELFAST,34.1,295223
N00001472,BELFAST,34.1,295223
N00001474,BELFAST,34.1,295223
N00001463,BELFAST,34.1,295223
N00001462,BELFAST,34.1,295223
N00001461,BELFAST,34.1,295223
N00001464,BELFAST,34.1,295223
N00001465,BELFAST,34.1,295223
N00001517,BELFAST,34.1,295223
N00001899,CASTLEREAGH,10.1,60757
N00001896,CASTLEREAGH,10.1,60757
N00001895,CASTLEREAGH,10.1,60757
N00001893,CASTLEREAGH,10.1,60757
N00001897,CASTLEREAGH,10.1,60757
N00001765,CASTLEREAGH,10.1,60757
N00001898,CASTLEREAGH,10.1,60757
N00001764,CASTLEREAGH,10.1,60757
N00001762,CASTLEREAGH,10.1,60757
N00001766,CASTLEREAGH,10.1,60757
N00001763,CASTLEREAGH,10.1,60757
N00001915,CASTLEREAGH,10.1,60757
N00001877,CASTLEREAGH,10.1,60757
N00001876,CASTLEREAGH,10.1,60757
N00001914,CASTLEREAGH,10.1,60757
N00001913,CASTLEREAGH,10.1,60757
N00001911,CASTLEREAGH,10.1,60757
N00001918,CASTLEREAGH,10.1,60757
N00001917,CASTLEREAGH,10.1,60757
N00001842,CASTLEREAGH,10.1,60757
N00001916,CASTLEREAGH,10.1,60757
N00001912,CASTLEREAGH,10.1,60757
N00001400,BELFAST,34.1,295223
N00001411,BELFAST,34.1,295223
N00001865,CASTLEREAGH,10.1,60757
N00001839,CASTLEREAGH,10.1,60757
N00001870,CASTLEREAGH,10.1,60757
N00001864,CASTLEREAGH,10.1,60757
N00001840,CASTLEREAGH,10.1,60757
N00001843,CASTLEREAGH,10.1,60757
N00001841,CASTLEREAGH,10.1,60757
N00001844,CASTLEREAGH,10.1,60757
N00001845,CASTLEREAGH,10.1,60757
N00001846,CASTLEREAGH,10.1,60757
N00001777,CASTLEREAGH,10.1,60757
N00001772,CASTLEREAGH,10.1,60757
N00001773,CASTLEREAGH,10.1,60757
N00001775,CASTLEREAGH,10.1,60757
N00001879,CASTLEREAGH,10.1,60757
N00001878,CASTLEREAGH,10.1,60757
N00001875,CASTLEREAGH,10.1,60757
N00001874,CASTLEREAGH,10.1,60757
N00001776,CASTLEREAGH,10.1,60757
N00001769,CASTLEREAGH,10.1,60757
N00001770,CASTLEREAGH,10.1,60757
N00001771,CASTLEREAGH,10.1,60757
N00001768,CASTLEREAGH,10.1,60757
N00001767,CASTLEREAGH,10.1,60757
N00001774,CASTLEREAGH,10.1,60757
N00001905,CASTLEREAGH,10.1,60757
N00001891,CASTLEREAGH,10.1,60757
N00001932,CASTLEREAGH,10.1,60757
N00001933,CASTLEREAGH,10.1,60757
N00001890,CASTLEREAGH,10.1,60757
N00001868,CASTLEREAGH,10.1,60757
N00001866,CASTLEREAGH,10.1,60757
N00001883,CASTLEREAGH,10.1,60757
N00001867,CASTLEREAGH,10.1,60757
N00001869,CASTLEREAGH,10.1,60757
N00001819,CASTLEREAGH,10.1,60757
N00001937,CASTLEREAGH,10.1,60757
N00001936,CASTLEREAGH,10.1,60757
N00001941,CASTLEREAGH,10.1,60757
N00001939,CASTLEREAGH,10.1,60757
N00001938,CASTLEREAGH,10.1,60757
N00001935,CASTLEREAGH,10.1,60757
N00001808,CASTLEREAGH,10.1,60757
N00001806,CASTLEREAGH,10.1,60757
N00001809,CASTLEREAGH,10.1,60757
N00001807,CASTLEREAGH,10.1,60757
N00001813,CASTLEREAGH,10.1,60757
N00001812,CASTLEREAGH,10.1,60757
N00001815,CASTLEREAGH,10.1,60757
N00001816,CASTLEREAGH,10.1,60757
N00001818,CASTLEREAGH,10.1,60757
N00001817,CASTLEREAGH,10.1,60757
N00001882,CASTLEREAGH,10.1,60757
N00001880,CASTLEREAGH,10.1,60757
N00001884,CASTLEREAGH,10.1,60757
N00001814,CASTLEREAGH,10.1,60757
N00001811,CASTLEREAGH,10.1,60757
N00001810,CASTLEREAGH,10.1,60757
N00001384,BELFAST,34.1,295223
N00001391,BELFAST,34.1,295223
N00001390,BELFAST,34.1,295223
N00001388,BELFAST,34.1,295223
N00001364,BELFAST,34.1,295223
N00001366,BELFAST,34.1,295223
N00001389,BELFAST,34.1,295223
N00001395,BELFAST,34.1,295223
N00001387,BELFAST,34.1,295223
N00001386,BELFAST,34.1,295223
N00001398,BELFAST,34.1,295223
N00001397,BELFAST,34.1,295223
N00001609,BELFAST,34.1,295223
N00001606,BELFAST,34.1,295223
N00001367,BELFAST,34.1,295223
N00001363,BELFAST,34.1,295223
N00001365,BELFAST,34.1,295223
N00001370,BELFAST,34.1,295223
N00001369,BELFAST,34.1,295223
N00001372,BELFAST,34.1,295223
N00001368,BELFAST,34.1,295223
N00001373,BELFAST,34.1,295223
N00001378,BELFAST,34.1,295223
N00001377,BELFAST,34.1,295223
N00001374,BELFAST,34.1,295223
N00001371,BELFAST,34.1,295223
N00001881,CASTLEREAGH,10.1,60757
N00001892,CASTLEREAGH,10.1,60757
N00001888,CASTLEREAGH,10.1,60757
N00001887,CASTLEREAGH,10.1,60757
N00001885,CASTLEREAGH,10.1,60757
N00001276,BELFAST,34.1,295223
N00001274,BELFAST,34.1,295223
N00001280,BELFAST,34.1,295223
N00001275,BELFAST,34.1,295223
N00001277,BELFAST,34.1,295223
N00001278,BELFAST,34.1,295223
N00001063,BELFAST,34.1,295223
N00001064,BELFAST,34.1,295223
N00001848,CASTLEREAGH,10.1,60757
N00001851,CASTLEREAGH,10.1,60757
N00001927,CASTLEREAGH,10.1,60757
N00001934,CASTLEREAGH,10.1,60757
N00001931,CASTLEREAGH,10.1,60757
N00001930,CASTLEREAGH,10.1,60757
N00001928,CASTLEREAGH,10.1,60757
N00001065,BELFAST,34.1,295223
N00001886,CASTLEREAGH,10.1,60757
N00001889,CASTLEREAGH,10.1,60757
N00001929,CASTLEREAGH,10.1,60757
N00001759,CASTLEREAGH,10.1,60757
N00001919,CASTLEREAGH,10.1,60757
N00001850,CASTLEREAGH,10.1,60757
N00001849,CASTLEREAGH,10.1,60757
N00001847,CASTLEREAGH,10.1,60757
N00001926,CASTLEREAGH,10.1,60757
N00001924,CASTLEREAGH,10.1,60757
N00001754,CASTLEREAGH,10.1,60757
N00001752,CASTLEREAGH,10.1,60757
N00001758,CASTLEREAGH,10.1,60757
N00001753,CASTLEREAGH,10.1,60757
N00001837,CASTLEREAGH,10.1,60757
N00001838,CASTLEREAGH,10.1,60757
N00001831,CASTLEREAGH,10.1,60757
N00001830,CASTLEREAGH,10.1,60757
N00001756,CASTLEREAGH,10.1,60757
N00001755,CASTLEREAGH,10.1,60757
N00000203,ARDS,16.0,57626
N00000205,ARDS,16.0,57626
N00001906,CASTLEREAGH,10.1,60757
N00001901,CASTLEREAGH,10.1,60757
N00001908,CASTLEREAGH,10.1,60757
N00001910,CASTLEREAGH,10.1,60757
N00001909,CASTLEREAGH,10.1,60757
N00001907,CASTLEREAGH,10.1,60757
N00000269,ARDS,16.0,57626
N00000135,ARDS,16.0,57626
N00001902,CASTLEREAGH,10.1,60757
N00001904,CASTLEREAGH,10.1,60757
N00001794,CASTLEREAGH,10.1,60757
N00001802,CASTLEREAGH,10.1,60757
N00001801,CASTLEREAGH,10.1,60757
N00001804,CASTLEREAGH,10.1,60757
N00001805,CASTLEREAGH,10.1,60757
N00001796,CASTLEREAGH,10.1,60757
N00001797,CASTLEREAGH,10.1,60757
N00001803,CASTLEREAGH,10.1,60757
N00001800,CASTLEREAGH,10.1,60757
N00001791,CASTLEREAGH,10.1,60757
N00001793,CASTLEREAGH,10.1,60757
N00001792,CASTLEREAGH,10.1,60757
N00001903,CASTLEREAGH,10.1,60757
N00001873,CASTLEREAGH,10.1,60757
N00001871,CASTLEREAGH,10.1,60757
N00001872,CASTLEREAGH,10.1,60757
N00001790,CASTLEREAGH,10.1,60757
N00001761,CASTLEREAGH,10.1,60757
N00001760,CASTLEREAGH,10.1,60757
N00001894,CASTLEREAGH,10.1,60757
N00003333,LISBURN,16.6,82091
N00001799,CASTLEREAGH,10.1,60757
N00003332,LISBURN,16.6,82091
N00003334,LISBURN,16.6,82091
N00003335,LISBURN,16.6,82091
N00003327,LISBURN,16.6,82091
N00003385,LISBURN,16.6,82091
N00003383,LISBURN,16.6,82091
N00003378,LISBURN,16.6,82091
N00003379,LISBURN,16.6,82091
N00003380,LISBURN,16.6,82091
N00003381,LISBURN,16.6,82091
N00003370,LISBURN,16.6,82091
N00003374,LISBURN,16.6,82091
N00003373,LISBURN,16.6,82091
N00003368,LISBURN,16.6,82091
N00003386,LISBURN,16.6,82091
N00003427,LISBURN,16.6,82091
N00003428,LISBURN,16.6,82091
N00003377,LISBURN,16.6,82091
N00003376,LISBURN,16.6,82091
N00003375,LISBURN,16.6,82091
N00003432,LISBURN,16.6,82091
N00003426,LISBURN,16.6,82091
N00003361,LISBURN,16.6,82091
N00003367,LISBURN,16.6,82091
N00003433,LISBURN,16.6,82091
N00003314,LISBURN,16.6,82091
N00003315,LISBURN,16.6,82091
N00003313,LISBURN,16.6,82091
N00003498,LISBURN,16.6,82091
N00003502,LISBURN,16.6,82091
N00003497,LISBURN,16.6,82091
N00003505,LISBURN,16.6,82091
N00003499,LISBURN,16.6,82091
N00003430,LISBURN,16.6,82091
N00003431,LISBURN,16.6,82091
N00003429,LISBURN,16.6,82091
N00003504,LISBURN,16.6,82091
N00001174,BELFAST,34.1,295223
N00001515,BELFAST,34.1,295223
N00003330,LISBURN,16.6,82091
N00003331,LISBURN,16.6,82091
N00003329,LISBURN,16.6,82091
N00003328,LISBURN,16.6,82091
N00001518,BELFAST,34.1,295223
N00001514,BELFAST,34.1,295223
N00001527,BELFAST,34.1,295223
N00001187,BELFAST,34.1,295223
N00001175,BELFAST,34.1,295223
N00001186,BELFAST,34.1,295223
N00001177,BELFAST,34.1,295223
N00001176,BELFAST,34.1,295223
N00001184,BELFAST,34.1,295223
N00001173,BELFAST,34.1,295223
N00001185,BELFAST,34.1,295223
N00001183,BELFAST,34.1,295223
N00001525,BELFAST,34.1,295223
N00001526,BELFAST,34.1,295223
N00001529,BELFAST,34.1,295223
N00001530,BELFAST,34.1,295223
N00001516,BELFAST,34.1,295223
N00001528,BELFAST,34.1,295223
N00001521,BELFAST,34.1,295223
N00001522,BELFAST,34.1,295223
N00001519,BELFAST,34.1,295223
N00001338,BELFAST,34.1,295223
N00001339,BELFAST,34.1,295223
N00001340,BELFAST,34.1,295223
N00001180,BELFAST,34.1,295223
N00001181,BELFAST,34.1,295223
N00001178,BELFAST,34.1,295223
N00001348,BELFAST,34.1,295223
N00001342,BELFAST,34.1,295223
N00001343,BELFAST,34.1,295223
N00001341,BELFAST,34.1,295223
N00001346,BELFAST,34.1,295223
N00001325,BELFAST,34.1,295223
N00001523,BELFAST,34.1,295223
N00001524,BELFAST,34.1,295223
N00001520,BELFAST,34.1,295223
N00001326,BELFAST,34.1,295223
N00001327,BELFAST,34.1,295223
N00001330,BELFAST,34.1,295223
N00001329,BELFAST,34.1,295223
N00001331,BELFAST,34.1,295223
N00001337,BELFAST,34.1,295223
N00001328,BELFAST,34.1,295223
N00001335,BELFAST,34.1,295223
N00001584,BELFAST,34.1,295223
N00001332,BELFAST,34.1,295223
N00001336,BELFAST,34.1,295223
N00001333,BELFAST,34.1,295223
N00001334,BELFAST,34.1,295223
N00001581,BELFAST,34.1,295223
N00001582,BELFAST,34.1,295223
N00001589,BELFAST,34.1,295223
N00001579,BELFAST,34.1,295223
N00001583,BELFAST,34.1,295223
N00001588,BELFAST,34.1,295223
N00001592,BELFAST,34.1,295223
N00001595,BELFAST,34.1,295223
N00001597,BELFAST,34.1,295223
N00001587,BELFAST,34.1,295223
N00001596,BELFAST,34.1,295223
N00001594,BELFAST,34.1,295223
N00001593,BELFAST,34.1,295223
N00001602,BELFAST,34.1,295223
N00001600,BELFAST,34.1,295223
N00001598,BELFAST,34.1,295223
N00000984,BELFAST,34.1,295223
N00000979,BELFAST,34.1,295223
N00000976,BELFAST,34.1,295223
N00000978,BELFAST,34.1,295223
N00000977,BELFAST,34.1,295223
N00000980,BELFAST,34.1,295223
N00000982,BELFAST,34.1,295223
N00000975,BELFAST,34.1,295223
N00001160,BELFAST,34.1,295223
N00000981,BELFAST,34.1,295223
N00001157,BELFAST,34.1,295223
N00001162,BELFAST,34.1,295223
N00001164,BELFAST,34.1,295223
N00001170,BELFAST,34.1,295223
N00001544,BELFAST,34.1,295223
N00001169,BELFAST,34.1,295223
N00001171,BELFAST,34.1,295223
N00001172,BELFAST,34.1,295223
N00001205,BELFAST,34.1,295223
N00001167,BELFAST,34.1,295223
N00001165,BELFAST,34.1,295223
N00001166,BELFAST,34.1,295223
N00000836,BELFAST,34.1,295223
N00000838,BELFAST,34.1,295223
N00000832,BELFAST,34.1,295223
N00000840,BELFAST,34.1,295223
N00000839,BELFAST,34.1,295223
N00001163,BELFAST,34.1,295223
N00001158,BELFAST,34.1,295223
N00001349,BELFAST,34.1,295223
N00001347,BELFAST,34.1,295223
N00000831,BELFAST,34.1,295223
N00000828,BELFAST,34.1,295223
N00001345,BELFAST,34.1,295223
N00001294,BELFAST,34.1,295223
N00000829,BELFAST,34.1,295223
N00000835,BELFAST,34.1,295223
N00000825,BELFAST,34.1,295223
N00001301,BELFAST,34.1,295223
N00001300,BELFAST,34.1,295223
N00001306,BELFAST,34.1,295223
N00001305,BELFAST,34.1,295223
N00001303,BELFAST,34.1,295223
N00001304,BELFAST,34.1,295223
N00000827,BELFAST,34.1,295223
N00000826,BELFAST,34.1,295223
N00001238,BELFAST,34.1,295223
N00001239,BELFAST,34.1,295223
N00001216,BELFAST,34.1,295223
N00001245,BELFAST,34.1,295223
N00001244,BELFAST,34.1,295223
N00001214,BELFAST,34.1,295223
N00001215,BELFAST,34.1,295223
N00001212,BELFAST,34.1,295223
N00001209,BELFAST,34.1,295223
N00001211,BELFAST,34.1,295223
N00001210,BELFAST,34.1,295223
N00000830,BELFAST,34.1,295223
N00000833,BELFAST,34.1,295223
N00000834,BELFAST,34.1,295223
N00001206,BELFAST,34.1,295223
N00000837,BELFAST,34.1,295223
N00001208,BELFAST,34.1,295223
N00001207,BELFAST,34.1,295223
N00001204,BELFAST,34.1,295223
N00001203,BELFAST,34.1,295223
N00001168,BELFAST,34.1,295223
N00001202,BELFAST,34.1,295223
N00001213,BELFAST,34.1,295223
N00001242,BELFAST,34.1,295223
N00001234,BELFAST,34.1,295223
N00001232,BELFAST,34.1,295223
N00001233,BELFAST,34.1,295223
N00001235,BELFAST,34.1,295223
N00001236,BELFAST,34.1,295223
N00001237,BELFAST,34.1,295223
N00001243,BELFAST,34.1,295223
N00001241,BELFAST,34.1,295223
N00001240,BELFAST,34.1,295223
N00001302,BELFAST,34.1,295223
N00001307,BELFAST,34.1,295223
N00003495,LISBURN,16.6,82091
N00003494,LISBURN,16.6,82091
N00003491,LISBURN,16.6,82091
N00003493,LISBURN,16.6,82091
N00003490,LISBURN,16.6,82091
N00003492,LISBURN,16.6,82091
N00003294,LISBURN,16.6,82091
N00003303,LISBURN,16.6,82091
N00003304,LISBURN,16.6,82091
N00003305,LISBURN,16.6,82091
N00003302,LISBURN,16.6,82091
N00003401,LISBURN,16.6,82091
N00003402,LISBURN,16.6,82091
N00003400,LISBURN,16.6,82091
N00003399,LISBURN,16.6,82091
N00003398,LISBURN,16.6,82091
N00003301,LISBURN,16.6,82091
N00003496,LISBURN,16.6,82091
N00003397,LISBURN,16.6,82091
N00001296,BELFAST,34.1,295223
N00001298,BELFAST,34.1,295223
N00001299,BELFAST,34.1,295223
N00003345,LISBURN,16.6,82091
N00001297,BELFAST,34.1,295223
N00001295,BELFAST,34.1,295223
N00001293,BELFAST,34.1,295223
N00001344,BELFAST,34.1,295223
N00001291,BELFAST,34.1,295223
N00001292,BELFAST,34.1,295223
N00001179,BELFAST,34.1,295223
N00003348,LISBURN,16.6,82091
N00003347,LISBURN,16.6,82091
N00003346,LISBURN,16.6,82091
N00003341,LISBURN,16.6,82091
N00003338,LISBURN,16.6,82091
