OA_CODE,SA2011_dominant,SA2011_point
95WW070010,N00003941,N00003941
95WW070011,N00003942,N00003942
95WW080001,N00003952,N00003952
95WW080002,N00003953,N00003953
95WW080003,N00003948,N00003948
95WW080004,N00003949,N00003949
95WW080005,N00003950,N00003950
95WW080006,N00003954,N00003954
95WW080007,N00003955,N00003955
95WW080008,N00003951,N00003951
95WW080009,N00003956,N00003956
95WW090001,N00003957,N00003957
95WW090002,N00003958,N00003958
95WW090003,N00003959,N00003959
95WW090004,N00003961,N00003961
95WW090005,N00003960,N00003960
95WW090006,N00003962,N00003962
95WW090007,N00003963,N00003963
95WW090008,N00003962,N00003962
95WW090009,N00003958,N00003958
95WW100001,N00003964,N00003964
95WW100002,N00003965,N00003965
95WW100003,N00003966,N00003966
95WW100004,N00003967,N00003967
95WW100005,N00003969,N00003969
95WW100006,N00003968,N00003968
95WW100007,N00003970,N00003970
95WW100008,N00003971,N00003971
95WW100009,N00003972,N00003972
95WW110001,N00003973,N00003973
95WW110002,N00003974,N00003974
95WW110003,N00003977,N00003977
95WW110004,N00003975,N00003975
95WW110005,N00003978,N00003978
95WW110006,N00003979,N00003979
95WW110007,N00003976,N00003976
95WW110008,N00003980,N00003980
95WW120001,N00003981,N00003981
95WW120002,N00003982,N00003982
95WW120003,N00003983,N00003983
95WW120004,N00003984,N00003984
95WW120005,N00003985,N00003985
95WW120006,N00003986,N00003986
95WW120007,N00003987,N00003987
95WW120008,N00003988,N00003988
95WW120009,N00003989,N00003989
95WW130001,N00003990,N00003990
95WW130002,N00003991,N00003991
95WW130003,N00003992,N00003992
95WW130004,N00003993,N00003993
95WW130005,N00003995,N00003995
95WW130006,N00003996,N00003996
95WW130007,N00003997,N00003997
95WW130008,N00003998,N00003998
95WW130009,N00003999,N00003999
95WW130010,N00003994,N00003994
95WW140001,N00004000,N00004000
95WW140002,N00004001,N00004001
95WW140003,N00004002,N00004002
95WW140004,N00004003,N00004003
95WW140005,N00004004,N00004004
95WW140006,N00004005,N00004005
95WW140007,N00004006,N00004006
95WW140008,N00004007,N00004007
95WW150001,N00004012,N00004012
95WW150002,N00004013,N00004013
95WW150003,N00004014,N00004014
95WW150004,N00004008,N00004008
95WW150005,N00004009,N00004009
95WW150006,N00004010,N00004010
95WW150007,N00004011,N00004011
95WW150008,N00004015,N00004015
95WW150009,N00004016,N00004016
95WW160001,N00004022,N00004022
95WW160002,N00004017,N00004017
95WW160003,N00004018,N00004018
95WW160004,N00004019,N00004019
95WW160005,N00004020,N00004020
95WW160006,N00004023,N00004023
95WW160007,N00004024,N00004024
95WW160008,N00004021,N00004021
95WW160009,N00004025,N00004025
95WW160010,N00004025,N00004025
95WW170001,N00004026,N00004026
95WW170002,N00004027,N00004027
95WW170003,N00004028,N00004028
95WW170004,N00004029,N00004029
95WW170005,N00004030,N00004030
95WW170006,N00004031,N00004031
95WW170007,N00004032,N00004032
95WW170008,N00004033,N00004033
95WW180001,N00004034,N00004034
95WW180002,N00004035,N00004035
95WW180003,N00004036,N00004036
95WW180004,N00004037,N00004037
95WW180005,N00004038,N00004038
95WW180006,N00004039,N00004039
95WW180007,N00004040,N00004040
95WW180008,N00004041,N00004041
95WW190001,N00004050,N00004050
95WW190002,N00004047,N00004047
95WW190003,N00004042,N00004042
95WW190004,N00004042,N00004042
95WW190005,N00004047,N00004047
95WW190006,N00004051,N00004051
95WW190007,N00004048,N00004048
95WW190008,N00004049,N00004049
95WW190009,N00004043,N00004043
95WW190010,N00004051,N00004051
95WW190011,N00004044,N00004044
95WW190012,N00004045,N00004045
95WW190013,N00004052,N00004052
95WW190014,N00004046,N00004046
95WW190015,N00004050,N00004050
95WW200001,N00004062,N00004062
95WW200002,N00004058,N00004058
95WW200003,N00004059,N00004059
95WW200004,N00004053,N00004053
95WW200005,N00004054,N00004054
95WW200006,N00004055,N00004055
95WW200007,N00004056,N00004056
95WW200008,N00004060,N00004060
95WW200009,N00004061,N00004061
95WW200010,N00004058,N00004058
95WW200011,N00004057,N00004057
95WW200012,N00004063,N00004063
95WW200013,N00004064,N00004064
95WW200014,N00004063,N00004063
95WW210001,N00004065,N00004065
95WW210002,N00004066,N00004066
95WW210003,N00004067,N00004067
95WW210004,N00004071,N00004071
95WW210005,N00004072,N00004072
95WW210006,N00004068,N00004068
95WW210007,N00004073,N00004073
95WW210008,N00004073,N00004073
95WW210009,N00004074,N00004074
95WW210010,N00004069,N00004069
95WW210011,N00004070,N00004070
95WW220001,N00004075,N00004075
95WW220002,N00004079,N00004079
95WW220003,N00004080,N00004080
95WW220004,N00004081,N00004081
95WW220005,N00004076,N00004076
95WW220006,N00004082,N00004082
95WW220007,N00004083,N00004083
95WW220008,N00004077,N00004077
95WW220009,N00004078,N00004078
95WW230001,N00004088,N00004088
95WW230002,N00004089,N00004089
95WW230003,N00004090,N00004090
95WW230004,N00004084,N00004084
95WW230005,N00004085,N00004085
95WW230006,N00004086,N00004086
95WW230007,N00004085,N00004085
95WW230008,N00004087,N00004087
95WW230009,N00004085,N00004085
95WW230010,N00004091,N00004091
95WW240001,N00004096,N00004096
95WW240002,N00004097,N00004097
95WW240003,N00004098,N00004098
95WW240004,N00004099,N00004099
95WW240005,N00004092,N00004092
95WW240006,N00004093,N00004093
95WW240007,N00004093,N00004093
95WW240008,N00004100,N00004100
95WW240009,N00004094,N00004094
95WW240010,N00004094,N00004094
95WW240011,N00004095,N00004095
95WW250001,N00004101,N00004101
95WW250002,N00004102,N00004102
95WW250003,N00004103,N00004103
95WW250004,N00004104,N00004104
95WW250005,N00004105,N00004105
95WW250006,N00004105,N00004105
95WW250007,N00004106,N00004106
95WW250008,N00004107,N00004107
95WW250009,N00004108,N00004108
95WW250010,N00004109,N00004109
95XX010001,N00004114,N00004114
95XX010002,N00004118,N00004118
95XX010003,N00004110,N00004110
95XX010004,N00004119,N00004119
95XX010005,N00004115,N00004115
95XX010006,N00004120,N00004120
95XX010007,N00004116,N00004116
95XX010008,N00004121,N00004121
95XX010009,N00004122,N00004122
95XX010010,N00004117,N00004117
95XX010011,N00004111,N00004111
95XX010012,N00004112,N00004112
95XX010013,N00004113,N00004113
95XX020001,N00004123,N00004123
95XX020002,N00004124,N00004124
95XX020003,N00004125,N00004125
95XX020004,N00004126,N00004126
95XX020005,N00004127,N00004127
95XX020006,N00004128,N00004128
95XX020007,N00004129,N00004129
95XX020008,N00004130,N00004130
95XX030001,N00004131,N00004131
95XX030002,N00004135,N00004135
95XX030003,N00004132,N00004132
95XX030004,N00004133,N00004133
95XX030005,N00004134,N00004134
95XX030006,N00004136,N00004136
95XX030007,N00004137,N00004137
95XX030008,N00004138,N00004138
95XX040001,N00004139,N00004139
95XX040002,N00004143,N00004143
95XX040003,N00004139,N00004139
95XX040004,N00004140,N00004140
95XX040005,N00004141,N00004141
95XX040006,N00004144,N00004144
95XX040007,N00004144,N00004144
95XX040008,N00004145,N00004145
95XX040009,N00004142,N00004142
95XX040010,N00004146,N00004146
95XX040011,N00004147,N00004147
95XX050001,N00004148,N00004148
95XX050002,N00004149,N00004149
95XX050003,N00004150,N00004150
95XX050004,N00004151,N00004151
95XX050005,N00004152,N00004152
95XX050006,N00004153,N00004153
95XX050007,N00004154,N00004154
95XX050008,N00004155,N00004155
95XX050009,N00004156,N00004156
95XX050010,N00004150,N00004150
95XX060001,N00004163,N00004163
95XX060002,N00004164,N00004164
95XX060003,N00004165,N00004165
95XX060004,N00004157,N00004157
95XX060005,N00004158,N00004158
95XX060006,N00004159,N00004159
95XX060007,N00004160,N00004160
95XX060008,N00004161,N00004161
95XX060009,N00004162,N00004162
95XX060010,N00004166,N00004166
95XX060011,N00004167,N00004167
95XX060012,N00004168,N00004168
95XX070001,N00004174,N00004174
95XX070002,N00004169,N00004169
95XX070003,N00004170,N00004170
95XX070004,N00004171,N00004171
95XX070005,N00004175,N00004175
95XX070006,N00004176,N00004176
95XX070007,N00004177,N00004177
95XX070008,N00004178,N00004178
95XX070009,N00004176,N00004176
95XX070010,N00004172,N00004172
95XX070011,N00004173,N00004173
95XX080001,N00004184,N00004184
95XX080002,N00004179,N00004179
95XX080003,N00004185,N00004185
95XX080004,N00004185,N00004185
95XX080005,N00004180,N00004180
95XX080006,N00004185,N00004185
95XX080007,N00004181,N00004181
95XX080008,N00004182,N00004182
95XX080009,N00004183,N00004183
95XX080010,N00004186,N00004186
95XX090001,N00004191,N00004191
95XX090002,N00004192,N00004192
95XX090003,N00004187,N00004187
95XX090004,N00004188,N00004188
95XX090005,N00004189,N00004189
95XX090006,N00004190,N00004190
95XX090007,N00004190,N00004190
95XX090008,N00004193,N00004193
95XX090009,N00004191,N00004191
95XX090010,N00004194,N00004194
95XX100001,N00004195,N00004195
95XX100002,N00004199,N00004199
95XX100003,N00004196,N00004196
95XX100004,N00004200,N00004200
95XX100005,N00004199,N00004199
95XX100006,N00004201,N00004201
95XX100007,N00004197,N00004197
95XX100008,N00004203,N00004203
95XX100009,N00004204,N00004204
95XX100010,N00004198,N00004198
95XX100011,N00004205,N00004205
95XX100012,N00004206,N00004206
95XX100013,N00004196,N00004196
95XX100014,N00004202,N00004202
95XX110001,N00004214,N00004214
95XX110002,N00004212,N00004212
95XX110003,N00004207,N00004207
95XX110004,N00004208,N00004208
95XX110005,N00004209,N00004209
95XX110006,N00004210,N00004210
95XX110007,N00004211,N00004211
95XX110008,N00004213,N00004213
95XX110009,N00004215,N00004215
95XX110010,N00004216,N00004216
95XX110011,N00004217,N00004217
95XX110012,N00004218,N00004218
95XX110013,N00004212,N00004212
95XX110014,N00004212,N00004212
95XX120001,N00004219,N00004219
95XX120002,N00004220,N00004220
95XX120003,N00004221,N00004221
95XX120004,N00004222,N00004222
95XX120005,N00004223,N00004223
95XX120006,N00004224,N00004224
95XX120007,N00004225,N00004225
95XX120008,N00004226,N00004226
95XX130001,N00004227,N00004227
95XX130002,N00004228,N00004228
95XX130003,N00004229,N00004229
95XX130004,N00004230,N00004230
95XX130005,N00004231,N00004231
95XX130006,N00004228,N00004228
95XX130007,N00004232,N00004232
95XX130008,N00004233,N00004233
95XX130009,N00004234,N00004234
95XX140001,N00004235,N00004235
95XX140002,N00004236,N00004236
95XX140003,N00004237,N00004237
95XX140004,N00004238,N00004238
95XX140005,N00004239,N00004239
95XX140006,N00004240,N00004240
95XX140007,N00004241,N00004241
95XX140008,N00004242,N00004242
95XX150001,N00004243,N00004243
95XX150002,N00004244,N00004244
95XX150003,N00004245,N00004245
95XX150004,N00004246,N00004246
95XX150005,N00004247,N00004247
95XX150006,N00004248,N00004248
95XX150007,N00004249,N00004249
95XX150008,N00004250,N00004250
95XX150009,N00004251,N00004251
95XX160001,N00004252,N00004252
95XX160002,N00004253,N00004253
95XX160003,N00004254,N00004254
95XX160004,N00004255,N00004255
95XX160005,N00004256,N00004256
95XX160006,N00004257,N00004257
95XX160007,N00004258,N00004258
95XX160008,N00004259,N00004259
95XX160009,N00004260,N00004260
95XX170001,N00004261,N00004261
95XX170002,N00004262,N00004262
95XX170003,N00004263,N00004263
95XX170004,N00004266,N00004266
95XX170005,N00004267,N00004267
95XX170006,N00004268,N00004268
95XX170007,N00004267,N00004267
95XX170008,N00004264,N00004264
95XX170009,N00004269,N00004269
95XX170010,N00004265,N00004265
95XX170011,N00004264,N00004264
95XX180001,N00004270,N00004270
95XX180002,N00004271,N00004271
95XX180003,N00004272,N00004272
95XX180004,N00004273,N00004273
95XX180005,N00004273,N00004273
95XX180006,N00004274,N00004274
95XX180007,N00004275,N00004275
95XX180008,N00004276,N00004276
95XX180009,N00004277,N00004277
95XX180010,N00004278,N00004278
95XX190001,N00004279,N00004279
95XX190002,N00004280,N00004280
95XX190003,N00004281,N00004281
95XX190004,N00004282,N00004282
95XX190005,N00004283,N00004283
95XX190006,N00004284,N00004284
95XX190007,N00004285,N00004285
95XX190008,N00004286,N00004286
95XX200001,N00004287,N00004287
95XX200002,N00004288,N00004288
95XX200003,N00004289,N00004289
95XX200004,N00004287,N00004287
95XX200005,N00004294,N00004287
95XX200006,N00004294,N00004294
95XX200007,N00004290,N00004290
95XX200008,N00004291,N00004291
95XX200009,N00004294,N00004290
95XX200010,N00004290,N00004290
95XX200011,N00004293,N00004293
95XX200012,N00004292,N00004292
95XX210001,N00004295,N00004295
95XX210002,N00004296,N00004296
95XX210003,N00004297,N00004297
95XX210004,N00004298,N00004298
95XX210005,N00004299,N00004299
95XX210006,N00004300,N00004300
95XX210007,N00004301,N00004301
95XX210008,N00004302,N00004302
95XX220001,N00004303,N00004303
95XX220002,N00004304,N00004304
95XX220003,N00004305,N00004305
95XX220004,N00004306,N00004306
95XX220005,N00004306,N00004306
95XX220006,N00004307,N00004307
95XX220007,N00004308,N00004308
95XX220008,N00004309,N00004309
95XX220009,N00004310,N00004310
95XX230001,N00004311,N00004311
95XX230002,N00004312,N00004312
95XX230003,N00004313,N00004313
95XX230004,N00004314,N00004314
95XX230005,N00004315,N00004315
95XX230006,N00004316,N00004316
95XX230007,N00004317,N00004317
95XX230008,N00004318,N00004318
95XX230009,N00004319,N00004319
95XX230010,N00004320,N00004320
95XX240001,N00004324,N00004324
95XX240002,N00004325,N00004325
95XX240003,N00004326,N00004326
95XX240004,N00004321,N00004321
95XX240005,N00004322,N00004322
95XX240006,N00004327,N00004327
95XX240007,N00004323,N00004323
95XX240008,N00004328,N00004328
95XX240009,N00004321,N00004321
95XX250001,N00004329,N00004329
95XX250002,N00004330,N00004330
95XX250003,N00004331,N00004331
95XX250004,N00004332,N00004332
95XX250005,N00004333,N00004333
95XX250006,N00004334,N00004334
95XX250007,N00004335,N00004335
95XX250008,N00004336,N00004336
95XX250009,N00004337,N00004337
95YY010001,N00004338,N00004338
95YY010002,N00004339,N00004339
95YY010003,N00004340,N00004340
95YY010004,N00004341,N00004341
95YY010005,N00004342,N00004342
95YY010006,N00004342,N00004342
95YY020001,N00004343,N00004343
95YY020002,N00004344,N00004344
95YY020003,N00004345,N00004345
95YY020004,N00004346,N00004346
95YY020005,N00004347,N00004347
95YY020006,N00004348,N00004348
95YY020007,N00004349,N00004349
95YY030001,N00004350,N00004350
95YY030002,N00004350,N00004350
95YY030003,N00004351,N00004351
95YY030004,N00004352,N00004352
95YY030005,N00004353,N00004353
95YY030006,N00004354,N00004354
95YY040001,N00004355,N00004355
95YY040002,N00004356,N00004356
95YY040003,N00004357,N00004357
95YY040004,N00004358,N00004358
95YY040005,N00004357,N00004357
95YY040006,N00004357,N00004357
95YY040007,N00004359,N00004359
95YY050001,N00004360,N00004360
95YY050002,N00004361,N00004361
95YY050003,N00004360,N00004360
95YY050004,N00004361,N00004361
95YY050005,N00004362,N00004362
95YY050006,N00004362,N00004362
95YY050007,N00004361,N00004361
95YY060001,N00004363,N00004363
95YY060002,N00004364,N00004364
95YY060003,N00004365,N00004365
95YY060004,N00004366,N00004366
95YY060005,N00004367,N00004367
95YY060006,N00004367,N00004367
95YY070001,N00004368,N00004368
95YY070002,N00004369,N00004369
95YY070003,N00004370,N00004370
95YY070004,N00004371,N00004371
95YY070005,N00004372,N00004372
95YY070006,N00004373,N00004373
95YY080001,N00004374,N00004374
95YY080002,N00004375,N00004375
95YY080003,N00004375,N00004375
95YY080004,N00004376,N00004376
95YY080005,N00004377,N00004377
95YY090001,N00004378,N00004378
95YY090002,N00004379,N00004379
95YY090003,N00004380,N00004380
95YY090004,N00004381,N00004381
95YY090005,N00004382,N00004382
95YY090006,N00004383,N00004383
95YY090007,N00004384,N00004384
95YY090008,N00004385,N00004385
95YY100001,N00004386,N00004386
95YY100002,N00004387,N00004387
95YY100003,N00004388,N00004388
95YY100004,N00004389,N00004389
95YY100005,N00004390,N00004390
95YY110001,N00004391,N00004391
95YY110002,N00004392,N00004392
95YY110003,N00004393,N00004393
95YY110004,N00004394,N00004394
95YY110005,N00004395,N00004395
95YY110006,N00004396,N00004396
95YY120001,N00004397,N00004397
95YY120002,N00004398,N00004398
95YY120003,N00004399,N00004399
95YY120004,N00004400,N00004400
95YY120005,N00004401,N00004401
95YY130001,N00004404,N00004404
95YY130002,N00004404,N00004404
95YY130003,N00004405,N00004405
95YY130004,N00004405,N00004405
95YY130005,N00004402,N00004402
95YY130006,N00004403,N00004403
95YY130007,N00004402,N00004402
95YY130008,N00004402,N00004402
95YY140001,N00004410,N00004410
95YY140002,N00004411,N00004411
95YY140003,N00004406,N00004406
95YY140004,N00004407,N00004407
95YY140005,N00004408,N00004408
95YY140006,N00004410,N00004410
95YY140007,N00004412,N00004412
95YY140008,N00004409,N00004409
95YY150001,N00004413,N00004413
95YY150002,N00004414,N00004414
95YY150003,N00004415,N00004415
95YY150004,N00004415,N00004415
95YY150005,N00004416,N00004416
95YY150006,N00004415,N00004415
95YY150007,N00004416,N00004416
95YY150008,N00004413,N00004413
95YY160001,N00004417,N00004417
95YY160002,N00004418,N00004418
95YY160003,N00004419,N00004419
95YY160004,N00004420,N00004420
95YY160005,N00004421,N00004421
95YY170001,N00004422,N00004422
95YY170002,N00004423,N00004423
95YY170003,N00004424,N00004424
95YY170004,N00004425,N00004425
95YY170005,N00004426,N00004426
95YY180001,N00004427,N00004427
95YY180002,N00004428,N00004428
95YY180003,N00004429,N00004429
95YY180004,N00004430,N00004430
95YY180005,N00004431,N00004431
95YY190001,N00004432,N00004432
95YY190002,N00004433,N00004433
95YY190003,N00004434,N00004434
95YY190004,N00004434,N00004434
95YY190005,N00004435,N00004435
95YY190006,N00004433,N00004433
95YY200001,N00004436,N00004436
95YY200002,N00004437,N00004437
95YY200003,N00004438,N00004438
95YY200004,N00004439,N00004439
95YY200005,N00004440,N00004440
95YY210001,N00004441,N00004441
95YY210002,N00004442,N00004442
95YY210003,N00004443,N00004443
95YY210004,N00004444,N00004444
95YY210005,N00004445,N00004445
95ZZ010001,N00004446,N00004446
95ZZ010002,N00004447,N00004447
95ZZ010003,N00004448,N00004448
95ZZ010004,N00004449,N00004449
95ZZ010005,N00004450,N00004450
95ZZ010006,N00004451,N00004451
95ZZ020001,N00004452,N00004452
95ZZ020002,N00004453,N00004453
95ZZ020003,N00004454,N00004454
95ZZ020004,N00004455,N00004455
95ZZ020005,N00004456,N00004456
95ZZ020006,N00004457,N00004457
95ZZ030001,N00004458,N00004458
95ZZ030002,N00004459,N00004459
95ZZ030003,N00004459,N00004459
95ZZ030004,N00004460,N00004460
95ZZ030005,N00004461,N00004461
95ZZ030006,N00004462,N00004462
95ZZ040001,N00004463,N00004463
95ZZ040002,N00004464,N00004464
95ZZ040003,N00004465,N00004465
95ZZ040004,N00004466,N00004466
95ZZ040005,N00004467,N00004467
95ZZ040006,N00004468,N00004468
95ZZ050001,N00004469,N00004469
95ZZ050002,N00004470,N00004470
95ZZ050003,N00004471,N00004471
95ZZ050004,N00004472,N00004472
95ZZ050005,N00004472,N00004472
95ZZ050006,N00004473,N00004473
95ZZ060001,N00004474,N00004474
95ZZ060002,N00004474,N00004474
95ZZ060003,N00004475,N00004475
95ZZ060004,N00004474,N00004474
95ZZ060005,N00004476,N00004476
95ZZ060006,N00004477,N00004477
95ZZ070001,N00004478,N00004478
95ZZ070002,N00004479,N00004479
95ZZ070003,N00004480,N00004480
95ZZ070004,N00004481,N00004481
95ZZ070005,N00004482,N00004482
95ZZ070006,N00004483,N00004483
95ZZ080001,N00004484,N00004484
95ZZ080002,N00004485,N00004485
95ZZ080003,N00004486,N00004486
95ZZ080004,N00004487,N00004487
95ZZ080005,N00004488,N00004488
95ZZ080006,N00004489,N00004489
95ZZ090001,N00004490,N00004490
95ZZ090002,N00004491,N00004491
95ZZ090003,N00004492,N00004492
95ZZ090004,N00004493,N00004493
95ZZ090005,N00004494,N00004494
95ZZ090006,N00004495,N00004495
95ZZ100001,N00004496,N00004496
95ZZ100002,N00004496,N00004496
95ZZ100003,N00004497,N00004497
95ZZ100004,N00004498,N00004498
95ZZ100005,N00004498,N00004498
95ZZ100006,N00004499,N00004499
95ZZ100007,N00004500,N00004500
95ZZ110001,N00004501,N00004501
95ZZ110002,N00004502,N00004502
95ZZ110003,N00004503,N00004503
95ZZ110004,N00004504,N00004504
95ZZ110005,N00004505,N00004505
95ZZ110006,N00004506,N00004506
95ZZ120001,N00004507,N00004507
95ZZ120002,N00004508,N00004508
95ZZ120003,N00004508,N00004508
95ZZ120004,N00004509,N00004509
95ZZ120005,N00004510,N00004510
95ZZ120006,N00004511,N00004511
95ZZ120007,N00004512,N00004512
95ZZ130001,N00004513,N00004513
95ZZ130002,N00004514,N00004514
95ZZ130003,N00004515,N00004515
95ZZ130004,N00004516,N00004516
95ZZ130005,N00004517,N00004517
95ZZ130006,N00004518,N00004518
95ZZ140001,N00004522,N00004522
95ZZ140002,N00004519,N00004519
95ZZ140003,N00004523,N00004523
95ZZ140004,N00004524,N00004524
95ZZ140005,N00004520,N00004520
95ZZ140006,N00004520,N00004520
95ZZ140007,N00004525,N00004525
95ZZ140008,N00004521,N00004521
95ZZ150001,N00004526,N00004526
95ZZ150002,N00004527,N00004527
95ZZ150003,N00004528,N00004528
95ZZ150004,N00004529,N00004529
95ZZ150005,N00004530,N00004530
95ZZ150006,N00004531,N00004531
95ZZ160001,N00004535,N00004535
95ZZ160002,N00004532,N00004532
95ZZ160003,N00004533,N00004533
95ZZ160004,N00004536,N00004536
95ZZ160005,N00004535,N00004535
95ZZ160006,N00004534,N00004534
95ZZ160007,N00004534,N00004534
95ZZ160008,N00004537,N00004537
95ZZ160009,N00004535,N00004535
