SA2011,OA_CODE,weight
N00000226,95BB110005,0.9999997686760556
N00000227,95BB110007,0.9999997755118173
N00000228,95BB110008,0.9999997751118388
N00000229,95BB110009,0.99999966325411
N00000230,95BB120003,0.9999996130199786
N00000231,95BB120004,0.9999996061025817
N00000232,95BB120005,0.9999996908488419
N00000233,95BB120006,0.9999996207907497
N00000234,95BB120007,0.9999995209817404
N00000235,95BB120001,0.9999997072348608
N00000236,95BB120002,0.9999997195420246
N00000237,95BB120008,0.9999999472644033
N00000238,95BB120009,0.9999999429681629
N00000239,95BB130005,0.9999997632712162
N00000240,95BB130010,0.999999791174365
N00000241,95BB130011,0.9999998447435334
N00000242,95BB130012,0.9999999388537266
N00000243,95BB130002,0.9999996959822619
N00000244,95BB130004,0.9999996163790582
N00000245,95BB130007,0.9999996296276217
N00000246,95BB130008,0.9999995903490219
N00000247,95BB130009,0.9999997190148648
N00000248,95BB130001,0.9999996877863939
N00000249,95BB130003,0.999999768071642
N00000250,95BB130006,0.9999996542111439
N00000251,95BB130013,0.9999997877332457
N00000252,95BB140001,0.9999999271755589
N00000253,95BB140002,0.9999999693824136
N00000254,95BB140003,0.9999999632202019
N00000255,95BB140008,0.9999999674235527
N00000255,95NN090002,1.0753175319154155e-06
N00000256,95BB140005,0.9310398572926202
N00000256,95BB140004,0.06697027797154465
N00000257,95BB140006,0.9999997616516184
N00000258,95BB140007,0.949927744097391
N00000259,95BB150001,0.9999999653323397
N00000260,95BB150002,0.9999999480418219
N00000261,95BB150003,0.9999999716302225
N00000262,95BB150008,0.9999999530683589
N00000263,95BB150004,0.9999999296835634
N00000264,95BB150005,0.9999999487689017
N00000265,95BB150006,0.999999866912165
N00000266,95BB150007,0.999999770897197
N00000267,95BB160001,0.9999999524581931
N00000268,95BB160005,0.9999999239603464
N00000269,95BB160007,0.9999999776464022
N00000270,95BB160008,0.9999999694055239
N00000271,95BB160002,0.999999952981427
N00000272,95BB160003,0.999999919557048
N00000273,95BB160004,0.999999928878077
N00000274,95BB160006,0.9999999509386646
N00000275,95BB170003,0.9999995937610743
N00000276,95BB170004,0.9999998153312968
N00000277,95BB170005,0.9999997581265309
N00000278,95BB170006,0.9999996706534213
N00000279,95BB170008,0.9999997575684308
N00000280,95BB170010,0.9999996195593136
N00000281,95BB170001,0.9999999697354596
N00000282,95BB170002,0.9999999685529848
N00000283,95BB170007,0.9999998788311436
N00000284,95BB170009,0.9999997480721573
N00000285,95BB170011,0.9999996930216497
N00000286,95BB180002,0.9999997695933289
N00000287,95BB180004,0.999999686803739
N00000288,95BB180005,0.9999999133071978
N00000289,95BB180006,0.9999997336292091
N00000290,95BB180007,0.9999997221379118
N00000291,95BB180001,0.9999999327156578
N00000292,95BB180003,0.9999999497446663
N00000293,95BB180008,0.9999998052114949
N00000294,95BB180009,0.9999999747193024
N00000295,95BB180010,0.999999812326824
N00000296,95BB190004,0.9999997680368289
N00000297,95BB190007,0.9999997695405777
N00000298,95BB190009,0.999999613447322
N00000299,95BB190011,0.9999998703206913
N00000300,95BB190013,0.999999776165857
N00000301,95BB190001,0.9999998342845472
N00000302,95BB190002,0.9999997366059109
N00000303,95BB190003,0.9999995668087119
N00000304,95BB190005,0.9999996435080175
N00000305,95BB190014,0.999999774339126
N00000306,95BB190006,0.9999996680152619
N00000307,95BB190008,0.9999995484960581
N00000308,95BB190010,0.9999997249127413
N00000309,95BB190012,0.9999997775179916
N00000310,95BB200001,0.9999999644671785
N00000311,95BB200002,0.9999999251490114
N00000312,95BB200003,0.9999999672556424
N00000313,95BB200004,0.9999999571224278
N00000314,95BB200005,0.9999995852844614
N00000315,95BB200006,0.9999996787427875
N00000316,95BB200007,0.9999997146479154
N00000317,95BB200009,0.8244434628527642
N00000317,95BB200008,0.17555629273195641
N00000318,95BB210001,0.9999999427338192
N00000319,95BB210002,0.5972757336996612
N00000319,95BB210004,0.40272404169490916
N00000320,95BB210005,0.9999999460090765
N00000321,95BB210006,0.9999998451345329
N00000322,95BB210011,0.9999998455833412
N00000323,95BB210003,0.9999999746579994
N00000324,95BB210007,0.9999999509666572
N00000325,95BB210008,0.9999999306596264
N00000326,95BB210010,0.5803475934360033
N00000326,95BB210009,0.419652341732174
N00000327,95BB220006,0.9999997523070121
N00000328,95BB220007,0.9999997232336368
N00000329,95BB220008,0.9999997297002069
N00000330,95BB220009,0.999999957453687
N00000331,95BB220001,0.598793255440628
N00000331,95BB220002,0.4012066537750786
N00000332,95BB220003,0.9999996962547374
N00000333,95BB220004,0.9999997882469007
N00000334,95BB220005,0.999999736156514
N00000335,95BB230001,0.999999609450175
N00000336,95BB230006,0.9999996763981873
N00000337,95BB230007,0.9999998903101711
N00000338,95BB230008,0.9999996335869812
N00000339,95BB230009,0.9999996519064788
N00000340,95BB230002,0.9999999440452497
N00000341,95BB230003,0.9999998492211004
N00000342,95BB230004,0.9999997254715903
N00000343,95BB230005,0.9999995300979324
N00000344,95CC010001,0.9999998917895787
N00000345,95CC010002,0.9999998101755074
N00000346,95CC010003,0.9999999208126729
N00000347,95CC010004,0.9999998372798574
N00000348,95CC010005,0.9999998145644289
N00000349,95CC010006,0.9999999412401099
N00000350,95CC020001,0.9999999709138798
N00000351,95CC020002,0.9999999516070788
N00000352,95CC020003,0.9999999760493564
N00000353,95CC020004,0.9999999698393427
N00000354,95CC020005,0.9999999759739826
N00000355,95CC020006,0.9999999737894071
N00000356,95CC030001,0.9999998279932925
N00000357,95CC030006,0.8123889975215822
N00000357,95CC030002,0.1876109017148947
N00000358,95CC030003,0.9999997741127262
N00000359,95CC030005,0.5497078901881348
N00000359,95CC030004,0.28143078430531726
N00000359,95CC030007,0.16886115902768145
N00000360,95CC040001,0.9999999568102755
N00000361,95CC040002,0.99999996010277
N00000362,95CC040003,0.999999969452137
N00000363,95CC040004,0.9999999741437325
N00000364,95CC040005,0.9999999743398655
N00000365,95CC040006,0.999999955493713
N00000366,95CC050001,0.9999999490360778
N00000367,95CC050002,0.9999998674364385
N00000368,95CC050003,0.9999999649708866
N00000369,95CC050004,0.999999966299452
N00000370,95CC050005,0.9999999703294357
N00000371,95CC050006,0.9999999701482106
N00000372,95CC060001,0.9999998589484801
N00000373,95CC060002,0.9999998796543298
N00000374,95CC060003,0.9999998892988186
N00000375,95CC060005,0.9999999234884294
N00000376,95CC060004,0.9999996788306329
N00000377,95CC060006,0.9999998122569053
N00000378,95CC060007,0.9999998901536201
N00000379,95CC060008,0.9999997811869074
N00000380,95CC070001,0.9999999763659829
N00000381,95CC070002,0.5940977506306007
N00000381,95CC070007,0.4059021219038884
N00000382,95CC070003,0.9999999669111246
N00000383,95CC070004,0.9999999713245439
N00000384,95CC070005,0.9999999670677663
N00000385,95CC070006,0.9999999670017418
N00000386,95CC080001,0.999999720985583
N00000387,95CC080002,0.9999997697677406
N00000388,95CC080003,0.33818090358537245
N00000388,95CC080006,0.30036502309635027
N00000388,95CC080005,0.2636163797593879
N00000388,95CC080004,0.09783760082518511
N00000389,95CC080007,0.9999998486373243
N00000390,95CC090002,0.5835930641715289
N00000390,95CC090006,0.4164069129470001
N00000391,95CC090005,0.9999999756320479
N00000392,95CC090007,0.5524536876842692
N00000392,95CC090001,0.394884615487938
N00000392,95CC090004,0.052661663835374566
N00000393,95CC090003,0.9999999638565804
N00000394,95CC100001,0.9999999674437692
N00000395,95CC100002,0.9999999744667049
N00000396,95CC100003,0.999999959335651
N00000397,95CC100004,0.9999999672567118
N00000398,95CC100005,0.9999999675628292
N00000399,95CC100006,0.999999925252431
N00000400,95CC110001,0.9999998004454801
N00000401,95CC110002,0.9999997025503008
N00000402,95CC110003,0.9999998200408813
N00000403,95CC110004,0.9999998428693007
N00000404,95CC110005,0.9999996692701352
N00000405,95CC110006,0.9999997770210539
N00000406,95CC120001,0.999999974508216
N00000407,95CC120005,0.42927845053912844
N00000407,95CC120002,0.31377362990620117
N00000407,95CC120003,0.2569479037837711
N00000408,95CC120004,0.9999999731817747
N00000409,95CC120006,0.9999999485105426
N00000410,95CC120007,0.9999999582432286
N00000411,95CC130001,0.9999999367832656
N00000412,95CC130002,0.9999999628074112
N00000413,95CC130003,0.9999999593099838
N00000414,95CC130004,0.9999999697256868
N00000415,95CC130005,0.9999999501472132
N00000416,95CC130006,0.9999999660496773
N00000417,95CC140001,0.9999997648506701
N00000418,95CC140002,0.9624050768216489
N00000418,95CC140006,0.03759488016999044
N00000419,95CC140003,0.999999955886529
N00000419,95LL060009,1.1697912923445895e-06
N00000420,95CC140004,0.9999999265763275
N00000421,95CC140005,0.9999998206633143
N00000422,95CC140007,0.9999997119799721
N00000423,95CC150001,0.9999999636050897
N00000424,95CC150002,0.9999999629723354
N00000425,95CC150003,0.9999999440832343
N00000426,95CC150004,0.9999999594940737
N00000427,95CC150005,0.9999999577337085
N00000427,95LL240004,1.1101812031650796e-06
N00000428,95CC150006,0.9999999242004883
N00000429,95CC150007,0.9999999487774447
N00000430,95CC160001,0.9999999789212496
N00000431,95CC160002,0.9999999661501446
N00000432,95CC160003,0.9999999625892813
N00000433,95CC160004,0.999999864238447
N00000434,95CC160005,0.9999998850213317
N00000435,95CC160006,0.9999997861104025
N00000436,95CC160007,0.9999999572958115
N00000437,95CC170001,0.9999999699462389
N00000438,95CC170002,0.9999999673661196
N00000439,95CC170003,0.9999999729880564
N00000440,95CC170004,0.9999999575506516
N00000441,95CC170005,0.9999999596911224
N00000442,95CC170006,0.999999847039289
N00000443,95CC180001,0.999999938575818
N00000444,95CC180002,0.5540046833037355
N00000444,95CC180006,0.4459952108624529
N00000445,95CC180003,0.9999998841813645
N00000446,95CC180004,0.9999998025671566
N00000447,95CC180005,0.9999999177867953
N00000448,95CC180007,0.9999996473719015
N00000449,95CC190001,0.9999999698080655
N00000450,95CC190002,0.9999999737122172
N00000451,95CC190003,0.9999999632908673
N00000452,95CC190004,0.9999999770438223
N00000453,95CC190005,0.9999999468562096
N00000454,95CC190006,0.9999999705898092
N00000455,95CC200001,0.9999998550229922
N00000456,95CC200005,0.9999999323400028
N00000457,95CC200006,0.9999998744071865
N00000458,95CC200007,0.9999999541987042
N00000459,95CC200002,0.5705755428199751
N00000459,95CC200004,0.4294243035772752
N00000460,95CC200003,0.9999997443538091
N00000461,95CC200008,0.9999998090605468
N00000462,95CC200009,0.9999997749055392
N00000463,95CC210003,0.9135477528637914
N00000463,95CC210001,0.0864522100354035
N00000464,95CC210002,0.9999998324367452
N00000465,95CC210004,0.9999998134200077
N00000466,95CC210005,0.9999999701091796
N00000467,95CC210006,0.9999998305823569
N00000468,95CC210007,0.9999997140232105
N00000469,95CC210008,0.9999997607239313
N00000470,95CC220001,0.999999786795603
N00000471,95CC220002,0.9999997413074014
N00000472,95CC220003,0.9999996614599918
N00000473,95CC220004,0.9999998483621398
N00000474,95CC220005,0.9999998853515899
N00000475,95CC220006,0.9999996586060745
N00000476,95CC220007,0.9999996036343922
N00000477,95DD010004,0.9291891924284321
N00000477,95DD010001,0.07081071920437854
N00000478,95DD010002,0.9999997410659982
N00000479,95DD010003,0.9999997741735699
N00000480,95DD010005,0.9999998623016382
N00000481,95DD010006,0.9999998812403539
N00000482,95DD020003,0.999999567393162
N00000483,95DD020004,0.999999693656332
N00000484,95DD020007,0.9999997839636021
N00000485,95DD020008,0.9999995917164967
N00000486,95DD020011,0.999999819222141
N00000487,95DD020001,0.9999999400150159
N00000488,95DD020002,0.999999930193574
N00000489,95DD020005,0.999999893497317
N00000490,95DD020006,0.9999999339357324
N00000491,95DD020009,0.9999998931956169
N00000492,95DD020010,0.9999999367485315
N00000493,95DD030001,0.999999901906295
N00000494,95DD030002,0.7803029726131857
N00000494,95DD030003,0.21969689707077666
N00000495,95DD030004,0.9999997414312485
N00000496,95DD030005,0.9999998403656415
N00000497,95DD030006,0.9999999510683393
N00000498,95DD030007,0.9999998001335764
N00000499,95DD040001,0.9999997807245792
N00000500,95DD040002,0.8629384339049566
N00000500,95DD040007,0.13706148591163003
N00000501,95DD040003,0.9999997242503565
N00000502,95DD040004,0.9999998153124998
N00000503,95DD040005,0.9999998864482462
N00000504,95DD040006,0.9999996315764226
N00000505,95DD050001,0.9999996883684775
N00000506,95DD050002,0.999999888005777
N00000507,95DD050003,0.9999997085837224
N00000508,95DD050004,0.9999997986468826
N00000509,95DD050005,0.9999998925184788
N00000510,95DD050006,0.9999997736177402
N00000511,95DD060001,0.9999997089782081
N00000512,95DD060002,0.9999997897676719
N00000513,95DD060003,0.9999997993203982
N00000514,95DD060004,0.9999997444993679
N00000515,95DD060005,0.9999996428969601
N00000516,95DD060006,0.999999822861158
N00000517,95DD060007,0.9999996353006498
N00000518,95DD070005,0.9999999629144901
N00000519,95DD070006,0.9999998888803721
N00000520,95DD070008,0.7309742133010586
N00000520,95DD070007,0.26902567666668686
N00000521,95DD070009,0.9999999119888526
N00000522,95DD070001,0.9999999417872952
N00000523,95DD070002,0.9999998065722957
N00000524,95DD070003,0.9999999632085126
N00000525,95DD070004,0.9999998768702537
N00000526,95DD080001,0.9999997258459056
N00000527,95DD080002,0.9999996668976929
N00000528,95DD080003,0.9999996564190581
N00000529,95DD080004,0.9999998427050683
N00000530,95DD080005,0.9999998160307235
N00000531,95DD080006,0.9999997637258917
N00000532,95DD080007,0.9999997827323195
N00000533,95DD080008,0.9999995971734489
N00000534,95DD090001,0.9999999727822605
N00000535,95DD090002,0.9999999704040334
N00000536,95DD090003,0.9999999599760963
N00000537,95DD090004,0.9999999642336074
N00000538,95DD090005,0.9999999675021433
N00000539,95DD090006,0.999999956371626
N00000540,95DD100001,0.9999999469126877
N00000541,95DD100002,0.9999998682140593
N00000542,95DD100003,0.9999998361387803
N00000543,95DD100004,0.9999998821887243
N00000544,95DD100005,0.9999996711694481
N00000545,95DD100006,0.9999997516530365
N00000546,95DD100007,0.999999631824539
N00000547,95DD100008,0.9999997410357185
N00000548,95DD100009,0.9999998046818984
N00000549,95DD110001,0.9999997374169168
N00000550,95DD110002,0.999999808885578
N00000551,95DD110003,0.9999996921142721
N00000552,95DD110004,0.9999997644784832
N00000553,95DD110005,0.9999997538914192
N00000554,95DD110006,0.9999994839964391
N00000555,95DD110007,0.9999996406877071
N00000556,95DD110008,0.9999998185295667
N00000557,95DD120001,0.999999963768128
N00000558,95DD120002,0.999999959251387
N00000559,95DD120003,0.9999999371559638
N00000560,95DD120004,0.9999999568575878
N00000561,95DD120005,0.9999999726016627
N00000562,95DD120006,0.9999999619497077
N00000563,95DD130004,0.5509949648379204
N00000563,95DD130001,0.24255377857339844
N00000563,95DD130003,0.20645112435622284
N00000564,95DD130002,0.9999998146686755
N00000565,95DD130005,0.9999996169553652
N00000566,95DD130006,0.999999768598885
N00000567,95DD140001,0.9999999576038279
N00000568,95DD140003,0.9999998135918976
N00000569,95DD140005,0.9999998789020924
N00000570,95DD140008,0.9999997778753851
N00000571,95DD140002,0.9999999537832395
N00000572,95DD140004,0.9999998837664374
N00000573,95DD140006,0.9999998691161075
N00000574,95DD140007,0.9999999216366607
N00000575,95DD150001,0.9999999776622636
N00000576,95DD150002,0.9999999729702019
N00000577,95DD150003,0.999999981249417
N00000578,95DD150004,0.9999999776907693
N00000579,95DD150005,0.999999950146541
N00000580,95DD150006,0.9999999539312118
N00000581,95DD150007,0.9999999784404285
N00000582,95DD160001,0.9999999723581562
N00000583,95DD160002,0.9999999648352329
N00000584,95DD160003,0.9999999646842416
N00000585,95DD160004,0.9999999889589395
N00000586,95DD160005,0.9999999796746746
N00000587,95DD160006,0.9999999525216935
N00000588,95DD160007,0.9999999587251551
N00000589,95DD170001,0.9999999767578361
N00000590,95DD170002,0.9999999740887412
N00000591,95DD170003,0.9999999748348077
N00000592,95DD170004,0.9999999501115331
N00000593,95DD170005,0.9999999740531514
N00000594,95DD170006,0.9999999628629496
N00000595,95DD170007,0.9999999744301248
N00000596,95DD180001,0.9999999463973058
N00000597,95DD180002,0.9999994695011855
N00000598,95DD180003,0.9999998417899021
N00000599,95DD180004,0.9999997535500361
N00000600,95DD180005,0.9999996698769301
N00000601,95DD180006,0.999999775554772
N00000602,95DD180007,0.9999998009520118
N00000603,95DD190001,0.9999999494030112
N00000604,95DD190002,0.9999998856771853
N00000605,95DD190007,0.9999999071190812
N00000606,95DD190008,0.9999998279064928
N00000607,95DD190009,0.9999996578525148
N00000608,95DD190003,0.999999972424188
N00000609,95DD190004,0.9999999471477128
N00000610,95DD190005,0.9999999420638439
N00000611,95DD190006,0.9999999689536716
N00000612,95DD200007,0.6160500864039694
N00000612,95DD200001,0.3839497116565954
N00000613,95DD200002,0.999999634255378
N00000614,95DD200003,0.9999995785861002
N00000615,95DD200004,0.9999996692884898
N00000616,95DD200005,0.9999996413704826
N00000617,95DD200006,0.9999996965925825
N00000618,95DD210001,0.7375858518594757
N00000618,95DD210002,0.26241400716995694
N00000619,95DD210003,0.9999998402112306
N00000620,95DD210004,0.9999998236320269
N00000621,95DD210005,0.9999998086581965
N00000622,95DD210006,0.9999997129048955
N00000623,95DD220003,0.9999999459574901
N00000624,95DD220005,0.999999951963958
N00000625,95DD220007,0.9999998261363962
N00000625,95TT160003,1.4415375750714158e-06
N00000626,95DD220008,0.9999999687714974
N00000627,95DD220001,0.9999999709382628
N00000628,95DD220002,0.9999999541760842
N00000629,95DD220004,0.9999999036192585
N00000630,95DD220006,0.9999997963470995
N00000631,95DD230001,0.9999999790806682
N00000632,95DD230002,0.9999999603703085
N00000633,95DD230003,0.9999999644129457
N00000634,95DD230004,0.9999999840389205
N00000635,95DD230005,0.9999999847539264
N00000636,95DD230006,0.9999999875496618
N00000637,95DD240005,0.7103925254271451
N00000637,95DD240001,0.2896072525618969
N00000638,95DD240002,0.9999995925942772
N00000639,95DD240003,0.9999998267145667
N00000640,95DD240004,0.9999999237351171
N00000641,95DD240006,0.9999997838275406
