DZ2021_cd,DZ2021_nm,DEA2014_nm,dea_1972,dea_1984,dea_1993,dea_2012
N20003645,Bangor_Central_G1,Bangor Central,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N20003643,Bangor_Central_B5,Bangor Central,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N20003692,Bangor_East_and_Donaghadee_D1,Bangor East and Donaghadee,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N20003694,Bangor_East_and_Donaghadee_D2,Bangor East and Donaghadee,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N20003696,Bangor_East_and_Donaghadee_F1,Bangor East and Donaghadee,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N20003691,Bangor_East_and_Donaghadee_B7,Bangor East and Donaghadee,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N20003690,Bangor_East_and_Donaghadee_B6,Bangor East and Donaghadee,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N20003635,Bangor_Central_B3,Bangor Central,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N20003641,Bangor_Central_E5,Bangor Central,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N20003634,Bangor_Central_E3,Bangor Central,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N20003638,Bangor_Central_E4,Bangor Central,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N20003637,Bangor_Central_B4,Bangor Central,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N20003627,Bangor_Central_E1,Bangor Central,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N20003629,Bangor_Central_E2,Bangor Central,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N20003622,Bangor_Central_B1,Bangor Central,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N20003625,Bangor_Central_B2,Bangor Central,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor Central
N20003687,Bangor_East_and_Donaghadee_B4,Bangor East and Donaghadee,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N20003684,Bangor_East_and_Donaghadee_B2,Bangor East and Donaghadee,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N20003683,Bangor_East_and_Donaghadee_B1,Bangor East and Donaghadee,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N20003686,Bangor_East_and_Donaghadee_B3,Bangor East and Donaghadee,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N20003689,Bangor_East_and_Donaghadee_B5,Bangor East and Donaghadee,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N20003688,Bangor_East_and_Donaghadee_C1,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003693,Bangor_East_and_Donaghadee_C2,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003700,Bangor_East_and_Donaghadee_C3,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003713,Bangor_East_and_Donaghadee_J3,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003723,Bangor_East_and_Donaghadee_J7,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003720,Bangor_East_and_Donaghadee_J6,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003707,Bangor_East_and_Donaghadee_J1,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003704,Bangor_East_and_Donaghadee_C4,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003711,Bangor_East_and_Donaghadee_J2,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003715,Bangor_East_and_Donaghadee_J4,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003718,Bangor_East_and_Donaghadee_J5,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003725,Bangor_East_and_Donaghadee_K3,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003722,Bangor_East_and_Donaghadee_K1,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003728,Bangor_East_and_Donaghadee_K5,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003729,Bangor_East_and_Donaghadee_K6,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003727,Bangor_East_and_Donaghadee_K4,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003724,Bangor_East_and_Donaghadee_K2,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003726,Bangor_East_and_Donaghadee_E4,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003721,Bangor_East_and_Donaghadee_E3,Bangor East and Donaghadee,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Bangor East and Donaghadee
N20003730,Ards_Peninsula_C1,Ards Peninsula,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Ards Peninsula
N20003737,Ards_Peninsula_C3,Ards Peninsula,ARDS AREA A,ARDS PENINSULA,ARDS PENINSULA,Ards Peninsula
N20003736,Ards_Peninsula_A5,Ards Peninsula,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Ards Peninsula
N20003734,Ards_Peninsula_A3,Ards Peninsula,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Ards Peninsula
N20003735,Ards_Peninsula_A4,Ards Peninsula,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Ards Peninsula
N20003732,Ards_Peninsula_A1,Ards Peninsula,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Ards Peninsula
N20003733,Ards_Peninsula_A2,Ards Peninsula,ARDS AREA A,ARDS PENINSULA,ARDS EAST,Ards Peninsula
N20003685,Bangor_East_and_Donaghadee_E2,Bangor East and Donaghadee,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N20003679,Bangor_East_and_Donaghadee_E1,Bangor East and Donaghadee,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N20002743,Larne_Lough_E2,Larne Lough,LARNE AREA B,LARNE LOUGH,LARNE LOUGH,Larne Lough
N20002752,Larne_Lough_G3,Larne Lough,LARNE AREA B,LARNE LOUGH,LARNE LOUGH,Larne Lough
N20002750,Larne_Lough_G2,Larne Lough,LARNE AREA B,LARNE LOUGH,LARNE LOUGH,Larne Lough
N20002749,Larne_Lough_G1,Larne Lough,LARNE AREA B,LARNE LOUGH,LARNE LOUGH,Larne Lough
N20002753,Larne_Lough_G4,Larne Lough,LARNE AREA B,LARNE LOUGH,LARNE LOUGH,Larne Lough
N20002748,Larne_Lough_F4,Larne Lough,LARNE AREA B,LARNE LOUGH,LARNE LOUGH,Larne Lough
N20002751,Larne_Lough_E3,Larne Lough,LARNE AREA B,LARNE LOUGH,LARNE LOUGH,Larne Lough
N20002757,Larne_Lough_J2,Larne Lough,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N20002754,Larne_Lough_H1,Larne Lough,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N20002755,Larne_Lough_J1,Larne Lough,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N20002756,Larne_Lough_H2,Larne Lough,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N20002760,Larne_Lough_H4,Larne Lough,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N20002761,Larne_Lough_J3,Larne Lough,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N20002762,Larne_Lough_J4,Larne Lough,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N20002759,Larne_Lough_H3,Larne Lough,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N20002758,Larne_Lough_F5,Larne Lough,CARRICKFERGUS AREA B,KILROOT,KILROOT,Larne Lough
N20002767,Carrick_Castle_B1,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002779,Carrick_Castle_B3,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20003680,Bangor_East_and_Donaghadee_A1,Bangor East and Donaghadee,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N20003682,Bangor_East_and_Donaghadee_A3,Bangor East and Donaghadee,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N20003681,Bangor_East_and_Donaghadee_A2,Bangor East and Donaghadee,NORTH DOWN AREA A,BALLYHOLME and GROOMSPORT,BALLYHOLME AND GROOMSPORT,Bangor East and Donaghadee
N20003621,Bangor_Central_A1,Bangor Central,NORTH DOWN AREA A,ABBEY,ABBEY,Bangor Central
N20003538,Holywood_and_Clandeboye_A2,Holywood and Clandeboye,NORTH DOWN AREA C,BANGOR WEST,BANGOR WEST,Holywood and Clandeboye
N20003537,Holywood_and_Clandeboye_A1,Holywood and Clandeboye,NORTH DOWN AREA C,HOLYWOOD,HOLYWOOD,Holywood and Clandeboye
N20002830,Knockagh_J1,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002800,Carrick_Castle_J3,Carrick Castle,CARRICKFERGUS AREA A,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N20002798,Carrick_Castle_J1,Carrick Castle,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N20002796,Carrick_Castle_H2,Carrick Castle,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N20002795,Carrick_Castle_G4,Carrick Castle,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N20002792,Carrick_Castle_G2,Carrick Castle,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N20002794,Carrick_Castle_H1,Carrick Castle,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N20002821,Knockagh_E3,Knockagh,CARRICKFERGUS AREA C,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002817,Knockagh_E1,Knockagh,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Knockagh
N20002811,Knockagh_D1,Knockagh,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Knockagh
N20002816,Knockagh_D4,Knockagh,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Knockagh
N20002815,Knockagh_D3,Knockagh,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Knockagh
N20002790,Carrick_Castle_G1,Carrick Castle,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N20002786,Carrick_Castle_E5,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002782,Carrick_Castle_E4,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002785,Carrick_Castle_F1,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002788,Carrick_Castle_F3,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002787,Carrick_Castle_F2,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002791,Carrick_Castle_F5,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002793,Carrick_Castle_G3,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002789,Carrick_Castle_F4,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002783,Carrick_Castle_C4,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002784,Carrick_Castle_B4,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002778,Carrick_Castle_B2,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002777,Carrick_Castle_E3,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002775,Carrick_Castle_C3,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002771,Carrick_Castle_E1,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002769,Carrick_Castle_A5,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002770,Carrick_Castle_C2,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002768,Carrick_Castle_C1,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002764,Carrick_Castle_A2,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002765,Carrick_Castle_A3,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002766,Carrick_Castle_A4,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002773,Carrick_Castle_D2,Carrick Castle,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N20002772,Carrick_Castle_D1,Carrick Castle,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N20002774,Carrick_Castle_E2,Carrick Castle,CARRICKFERGUS AREA B,KILROOT,KILROOT,Carrick Castle
N20002780,Carrick_Castle_D4,Carrick Castle,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N20002781,Carrick_Castle_D5,Carrick Castle,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N20002776,Carrick_Castle_D3,Carrick Castle,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N20002803,Knockagh_B1,Knockagh,CARRICKFERGUS AREA A,CARRICK CASTLE,CARRICK CASTLE,Knockagh
N20002804,Knockagh_B2,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002805,Knockagh_C1,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002807,Knockagh_C3,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002806,Knockagh_C2,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002809,Knockagh_A2,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002812,Knockagh_F1,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002810,Knockagh_C4,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002808,Knockagh_B3,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002813,Knockagh_D2,Knockagh,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Knockagh
N20002814,Knockagh_C5,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002819,Knockagh_F2,Knockagh,CARRICKFERGUS AREA C,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002818,Knockagh_E2,Knockagh,CARRICKFERGUS AREA C,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002822,Knockagh_F4,Knockagh,CARRICKFERGUS AREA C,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002820,Knockagh_F3,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002797,Carrick_Castle_H3,Carrick Castle,CARRICKFERGUS AREA C,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N20002799,Carrick_Castle_J2,Carrick Castle,CARRICKFERGUS AREA A,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N20002801,Carrick_Castle_J4,Carrick Castle,CARRICKFERGUS AREA A,CARRICK CASTLE,CARRICK CASTLE,Carrick Castle
N20002823,Knockagh_F5,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002824,Knockagh_F6,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20000121,Ballyclare_F5,Ballyclare,NEWTOWNABBEY AREA A,BALLYCLARE,BALLYCLARE,Ballyclare
N20000135,Three_Mile_Water_D2,Three Mile Water,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N20000144,Three_Mile_Water_D4,Three Mile Water,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N20000151,Three_Mile_Water_H2,Three Mile Water,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N20000148,Three_Mile_Water_H1,Three Mile Water,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N20000136,Three_Mile_Water_D3,Three Mile Water,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N20000142,Three_Mile_Water_F1,Three Mile Water,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N20000145,Three_Mile_Water_F2,Three Mile Water,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N20000147,Three_Mile_Water_F3,Three Mile Water,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N20000139,Three_Mile_Water_B3,Three Mile Water,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N20000137,Three_Mile_Water_B2,Three Mile Water,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N20000138,Three_Mile_Water_K1,Three Mile Water,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N20000146,Three_Mile_Water_J1,Three Mile Water,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N20000128,Three_Mile_Water_C2,Three Mile Water,NEWTOWNABBEY AREA C,BALLYCLARE,UNIVERSITY,Three Mile Water
N20000133,Three_Mile_Water_C3,Three Mile Water,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N20000126,Three_Mile_Water_C1,Three Mile Water,NEWTOWNABBEY AREA C,BALLYCLARE,UNIVERSITY,Three Mile Water
N20000125,Three_Mile_Water_B1,Three Mile Water,NEWTOWNABBEY AREA C,BALLYCLARE,BALLYCLARE,Three Mile Water
N20002825,Knockagh_G1,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002828,Knockagh_H1,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002827,Knockagh_G3,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002826,Knockagh_G2,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002832,Knockagh_G4,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002833,Knockagh_H4,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002829,Knockagh_H2,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002831,Knockagh_H3,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002834,Knockagh_H5,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002835,Knockagh_J2,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20002836,Knockagh_J3,Knockagh,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Knockagh
N20000140,Three_Mile_Water_G1,Three Mile Water,CARRICKFERGUS AREA A,KNOCKAGH MONUMENT,KNOCKAGH MONUMENT,Three Mile Water
N20000132,Three_Mile_Water_E1,Three Mile Water,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N20000134,Three_Mile_Water_E2,Three Mile Water,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N20000143,Three_Mile_Water_E3,Three Mile Water,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N20000149,Three_Mile_Water_E4,Three Mile Water,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N20000160,Three_Mile_Water_G4,Three Mile Water,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N20000169,Macedon_B3,Macedon,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Macedon
N20000167,Macedon_B2,Macedon,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Macedon
N20000166,Macedon_B1,Macedon,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Macedon
N20000162,Three_Mile_Water_G5,Three Mile Water,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N20000158,Three_Mile_Water_G3,Three Mile Water,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N20000152,Three_Mile_Water_G2,Three Mile Water,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N20000177,Macedon_B5,Macedon,NEWTOWNABBEY AREA B,SHORE ROAD,UNIVERSITY,Macedon
N20000172,Macedon_B4,Macedon,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Macedon
N20000178,Macedon_E1,Macedon,NEWTOWNABBEY AREA B,SHORE ROAD,MACEDON,Macedon
N20000186,Macedon_H1,Macedon,NEWTOWNABBEY AREA B,SHORE ROAD,MACEDON,Macedon
N20000185,Macedon_E3,Macedon,NEWTOWNABBEY AREA B,SHORE ROAD,MACEDON,Macedon
N20000179,Macedon_E2,Macedon,NEWTOWNABBEY AREA B,SHORE ROAD,MACEDON,Macedon
N20000183,Macedon_F2,Macedon,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
N20000184,Macedon_F3,Macedon,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
N20000182,Macedon_D3,Macedon,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
N20000181,Macedon_F1,Macedon,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
N20000174,Macedon_D1,Macedon,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N20000176,Macedon_C5,Macedon,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N20000175,Macedon_C4,Macedon,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N20000171,Macedon_C3,Macedon,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Macedon
N20000163,Three_Mile_Water_K4,Three Mile Water,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N20000168,Macedon_C1,Macedon,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N20000170,Macedon_C2,Macedon,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N20000159,Three_Mile_Water_J4,Three Mile Water,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N20000150,Three_Mile_Water_J2,Three Mile Water,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N20000155,Three_Mile_Water_J3,Three Mile Water,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N20000161,Three_Mile_Water_K3,Three Mile Water,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N20000153,Three_Mile_Water_K2,Three Mile Water,NEWTOWNABBEY AREA C,SHORE ROAD,UNIVERSITY,Three Mile Water
N20000165,Macedon_A2,Macedon,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N20000154,Three_Mile_Water_F4,Three Mile Water,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N20000156,Three_Mile_Water_H3,Three Mile Water,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N20000157,Three_Mile_Water_H4,Three Mile Water,NEWTOWNABBEY AREA C,MANSE ROAD,UNIVERSITY,Three Mile Water
N20000164,Macedon_A1,Macedon,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N20000173,Macedon_A3,Macedon,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
N20000180,Macedon_D2,Macedon,NEWTOWNABBEY AREA C,SHORE ROAD,MACEDON,Macedon
