DZ2021_cd,SA2011,weight
N20001012,N00001885,0.38030013402211943
N20001012,N00001889,0.1080778434865258
N20001012,N00001887,0.03057444974310701
N20001012,N00001065,0.0012893130947426554
N20001013,N00001759,0.39679129782298966
N20001013,N00001934,0.30448408325094634
N20001013,N00001929,0.2668066952041413
N20001013,N00001927,0.028578961946754286
N20001013,N00001755,0.0026752159584750926
N20001013,N00001064,0.0002477769880846584
N20001013,N00001850,0.00022266090710445813
N20001013,N00001928,0.0001488272365756441
N20001013,N00001851,4.483964521938591e-05
N20001014,N00001887,0.5084397727388652
N20001014,N00001885,0.3258641015749556
N20001014,N00001889,0.12461975044958017
N20001014,N00001888,0.03536388299970246
N20001014,N00001892,0.005230685982936818
N20001014,N00001065,0.00034523656188414995
N20001014,N00001933,0.00013661617733142653
N20001015,N00001929,0.3453556004621842
N20001015,N00001933,0.31742053923304814
N20001015,N00001889,0.24758705783614177
N20001015,N00001886,0.07403176271476213
N20001015,N00001887,0.014012012502081709
N20001015,N00001931,0.0008215148337403994
N20001015,N00001065,0.0007710237874800257
N20001015,N00001932,1.0990816645565038e-06
N20001016,N00001929,0.8664844873380064
N20001016,N00001931,0.09093070232409402
N20001016,N00001930,0.022512064633664175
N20001016,N00001933,0.015197479648641172
N20001016,N00001928,0.004526544411639021
N20001016,N00001891,0.000180430135853862
N20001016,N00001934,9.023686583005134e-05
N20001016,N00001927,6.489969067382034e-05
N20001016,N00001889,1.3154951595922931e-05
N20001017,N00001376,0.5687049956742404
N20001017,N00001379,0.4312593881877018
N20001017,N00001000,1.7960953019537948e-05
N20001017,N00001002,9.593002587617962e-06
N20001017,N00001286,6.757045081176381e-06
N20001017,N00001287,1.3051356627563974e-06
N20001018,N00001367,0.9999703759313883
N20001018,N00001513,1.6039335346290992e-05
N20001018,N00001511,1.1990246049256672e-05
N20001018,N00001606,1.59448692088611e-06
N20001019,N00001363,0.5063550856291534
N20001019,N00001367,0.27628979925762254
N20001019,N00001366,0.09490932651802597
N20001019,N00001365,0.06265245492905007
N20001019,N00001364,0.05893776121572022
N20001019,N00001386,0.0008459652524152144
N20001019,N00001513,9.082615048693616e-06
N20001020,N00001377,0.5113584211597487
N20001020,N00001379,0.20536030893896862
N20001020,N00001374,0.1675519084105649
N20001020,N00001373,0.08173455078435327
N20001020,N00001378,0.024667514163171825
N20001020,N00001368,0.008693220501268322
N20001020,N00001375,0.0006235916592634202
N20001020,N00001290,2.0698899408277335e-06
N20001020,N00001280,1.9484377166979592e-06
N20001020,N00001289,1.2615761714408717e-06
N20001020,N00001274,1.1794888079354209e-06
N20001020,N00001285,1.1522191375232224e-06
N20001020,N00001279,1.1455171602972434e-06
N20001020,N00001371,1.089034334375795e-06
N20001021,N00001386,0.6331232905812318
N20001021,N00001397,0.19584027567162263
N20001021,N00001398,0.17052984101512336
N20001021,N00001363,0.00040634759642325203
N20001021,N00001367,6.241115681434465e-05
N20001021,N00001606,3.783397912086134e-05
N20001022,N00001368,0.5363650097530888
N20001022,N00001373,0.4569883407472655
N20001022,N00001372,0.006395755116459429
N20001022,N00001369,0.00025089438404650097
N20001023,N00001364,0.4424051365908661
N20001023,N00001369,0.37221882284724167
N20001023,N00001365,0.18468653584707478
N20001023,N00001370,0.0005960627822462434
N20001023,N00001366,9.344193663541871e-05
N20001024,N00001381,0.4809502981710383
N20001024,N00001393,0.25713593756332
N20001024,N00001392,0.11142729039313254
N20001024,N00001382,0.10741459102355737
N20001024,N00001396,0.043071882848961345
N20001025,N00001369,0.7038219256751123
N20001025,N00001368,0.1428922538757046
N20001025,N00001370,0.11299990689578931
N20001025,N00001378,0.03751186646822803
N20001025,N00001365,0.0027740470852264964
N20001026,N00001398,0.5097759985341203
N20001026,N00001395,0.2991092247817751
N20001026,N00001397,0.10852985301589549
N20001026,N00001392,0.054595868317420936
N20001026,N00001394,0.026719746817951626
N20001026,N00001387,0.0006184295195771103
N20001026,N00001389,0.0005812575589445182
N20001026,N00001386,5.4597611470742935e-05
N20001026,N00001606,7.6141727219835555e-06
N20001026,N00001605,5.606763694933872e-06
N20001026,N00001604,1.4077336198100957e-06
N20001027,N00001392,0.4294653758643193
N20001027,N00001394,0.20753438793586043
N20001027,N00001398,0.1761980287532873
N20001027,N00001393,0.16016385861828647
N20001027,N00001396,0.026638348828251373
N20001028,N00001366,0.37518801666604634
N20001028,N00001364,0.34817084799385317
N20001028,N00001386,0.13109263175967034
N20001028,N00001370,0.10863418685248465
N20001028,N00001369,0.0365103434724445
N20001028,N00001388,0.00036958376562993607
N20001028,N00001881,3.10087524212157e-05
N20001028,N00001363,3.380734952430611e-06
N20001029,N00001386,0.5502698061529381
N20001029,N00001387,0.44188194307997963
N20001029,N00001395,0.007470200500092053
N20001029,N00001398,0.00037805026601126266
N20001030,N00001394,0.4162407809410696
N20001030,N00001390,0.1984501984498953
N20001030,N00001395,0.18818845730197967
N20001030,N00001393,0.1316420140083856
N20001030,N00001382,0.06547854929864039
N20001031,N00001372,0.6516112807234726
N20001031,N00001370,0.2897522106110696
N20001031,N00001369,0.05842477622631745
N20001031,N00001368,0.00021173244023969467
N20001032,N00001389,0.5007503670982218
N20001032,N00001395,0.30552602238173143
N20001032,N00001387,0.12672599269674137
N20001032,N00001386,0.06644530052441618
N20001032,N00001390,0.0003929860011602083
N20001032,N00001388,0.0001593312981700954
N20001033,N00001372,0.5523175719681972
N20001033,N00001370,0.4452265121901417
N20001033,N00001881,0.00220396921226049
N20001033,N00001369,0.0002520808436877988
N20001034,N00001881,0.6971961355377615
N20001034,N00001371,0.17268786588153573
N20001034,N00001377,0.06672747596700379
N20001034,N00001374,0.06136627240969825
N20001034,N00001892,0.0018395018936444808
N20001034,N00001368,0.00011868984169940012
N20001034,N00001890,6.659311782900894e-05
N20001034,N00001274,3.7486634765856935e-06
N20001034,N00001276,1.2182479742156887e-06
N20001035,N00001382,0.5651734351108241
N20001035,N00001385,0.34623526721599773
N20001035,N00001381,0.07681313413805076
N20001035,N00001394,0.011061154043450958
N20001035,N00001383,0.0007170094916476731
N20001036,N00001391,0.3317540072928495
N20001036,N00001384,0.32603517071766036
N20001036,N00001390,0.25798027177407845
N20001036,N00001395,0.07856617486723289
N20001036,N00001810,0.003206262292885614
N20001036,N00001388,0.002458593008552184
N20001037,N00001384,0.255891136981628
N20001037,N00001383,0.2176780377314851
N20001037,N00001382,0.16894439746372905
N20001037,N00001391,0.15717592728419508
N20001037,N00001390,0.12719718199731905
N20001037,N00001394,0.05510937184931443
N20001037,N00001395,0.017050176574239292
N20001037,N00001810,0.0008689210400818079
N20001037,N00001385,8.567937069279413e-05
N20001038,N00001881,0.6706366445650092
N20001038,N00001814,0.16202240704687565
N20001038,N00001388,0.13586701861511977
N20001038,N00001372,0.02364785187672192
N20001038,N00001390,0.0038188807954899866
N20001038,N00001370,0.0027236065129580926
N20001038,N00001386,0.0010012071380031704
N20001038,N00001371,0.0001288439591101254
N20001038,N00001368,0.0001068837596308966
N20001038,N00001366,4.783162383970683e-05
N20001039,N00001892,0.538930949519983
N20001039,N00001888,0.3048373731854358
N20001039,N00001890,0.13486534738812078
N20001039,N00001887,0.020750291248646864
N20001039,N00001881,0.0006160386579067335
N20001040,N00001881,0.8043377149985012
N20001040,N00001883,0.11429036941271163
N20001040,N00001880,0.0796504150633116
N20001040,N00001890,0.0017019053038068654
N20001040,N00001866,1.9595221657418485e-05
N20001041,N00001810,0.5072803579062349
N20001041,N00001811,0.384433912815854
N20001041,N00001812,0.10445567167619867
N20001041,N00001814,0.0027103122999530935
N20001041,N00001384,0.0011198198256218762
N20001042,N00001383,0.644408633256446
N20001042,N00001385,0.2940912936651006
N20001042,N00001384,0.03878136665074864
N20001042,N00001810,0.013779850282716525
N20001042,N00001813,0.005754614390713571
N20001042,N00001408,0.002695045010881322
N20001042,N00001812,0.00036031205972942806
N20001042,N00001405,0.00012400660186387486
N20001042,N00000890,4.985431315241216e-06
N20001043,N00001881,0.7255258800235734
N20001043,N00001884,0.17374426228411338
N20001043,N00001880,0.10072985769254286
N20001044,N00001812,0.6477143462450003
N20001044,N00001814,0.249567965676485
N20001044,N00001810,0.04262463990542125
N20001044,N00001813,0.040144331438380206
N20001044,N00001808,0.009139589563695254
N20001044,N00001384,0.007231777041138735
N20001044,N00001811,0.0026063826727713017
N20001044,N00001806,0.0007998677415224591
N20001044,N00001816,0.0001496349444137443
N20001044,N00001388,2.197458878927576e-05
N20001045,N00001890,0.9087017010027068
N20001045,N00001891,0.08958788245440033
N20001045,N00001892,0.001127524224877006
N20001045,N00001929,0.00034790966189509205
N20001045,N00001933,0.00023498265656201247
N20001046,N00001814,0.4510102207109511
N20001046,N00001816,0.2801921508397162
N20001046,N00001815,0.1755439270809889
N20001046,N00001881,0.09325370136824737
N20001047,N00001932,0.3370053116380737
N20001047,N00001888,0.21190690006463717
N20001047,N00001929,0.20719296162799736
N20001047,N00001933,0.13715215164089914
N20001047,N00001890,0.07320063217011555
N20001047,N00001892,0.03158126373471836
N20001047,N00001891,0.0019109054032689992
N20001047,N00001887,4.987372152785087e-05
N20001048,N00001884,0.6074757741095642
N20001048,N00001881,0.2362268622277868
N20001048,N00001882,0.15316033797853562
N20001048,N00001817,0.0018308823494076305
N20001048,N00001815,0.00130614333252403
N20001049,N00001883,0.3466509851055715
N20001049,N00001866,0.34190911752701636
N20001049,N00001869,0.20615653572135217
N20001049,N00001867,0.06417679509810291
N20001049,N00001881,0.03989868543637242
N20001049,N00001868,0.0011369202518280387
N20001049,N00001882,7.096085977138191e-05
N20001050,N00001868,0.527750397337655
N20001050,N00001890,0.22658084044053062
N20001050,N00001866,0.18807141033454444
N20001050,N00001891,0.041551514695575886
N20001050,N00001869,0.015779011562176544
N20001050,N00001881,0.000263715299175227
N20001050,N00001867,3.1103297855047842e-06
N20001051,N00001880,0.4696234377460671
N20001051,N00001882,0.420688270867691
N20001051,N00001884,0.08960729440271024
N20001051,N00001881,0.018885577964276104
N20001051,N00001869,0.000633346183341504
N20001051,N00001866,0.0005620728358774955
N20001052,N00001867,0.5912920123283351
N20001052,N00001869,0.29206344053981775
N20001052,N00001866,0.11653877577675016
N20001052,N00001868,0.00010577135509273957
N20001053,N00001405,0.2810834954762466
N20001053,N00001813,0.25083878032390194
N20001053,N00001406,0.14250506387562448
N20001053,N00001807,0.14136755424127612
N20001053,N00001408,0.08697188813718464
N20001053,N00001809,0.08242212099673892
N20001053,N00001383,0.0075570554072726046
N20001053,N00001812,0.006845468195096843
N20001053,N00001413,0.00041504069758531724
N20001054,N00001817,0.5952107652525553
N20001054,N00001815,0.28458885939888207
N20001054,N00001816,0.10205361130307929
N20001054,N00001819,0.017830050565444934
N20001054,N00001882,0.00022653655477880569
N20001054,N00001881,9.017692512040204e-05
N20001055,N00001808,0.7682741726754274
N20001055,N00001806,0.1857246293601993
N20001055,N00001812,0.042461079844631495
N20001055,N00001938,0.0016769282397664468
N20001055,N00001816,0.001332596010345645
N20001055,N00001818,0.00053059386922754
N20001056,N00001818,0.5267295630245545
N20001056,N00001816,0.32930340167257294
N20001056,N00001819,0.13826246340320963
N20001056,N00001817,0.004190150414300275
N20001056,N00001938,0.0010601425617934096
N20001056,N00001815,0.00034201657702367976
N20001056,N00001935,0.00010243361449084906
N20001056,N00001808,9.828732259278461e-06
N20001057,N00001408,0.8922484452450883
N20001057,N00001412,0.09468052758435724
N20001057,N00001413,0.012314773451269315
N20001057,N00001383,0.0006905917839574429
N20001057,N00001404,5.1193783418116874e-05
N20001057,N00001385,1.0815119315911933e-05
N20001057,N00000889,3.65303264511505e-06
N20001058,N00001806,0.43316183324850155
N20001058,N00001809,0.32667571007128193
N20001058,N00001812,0.117206311931809
N20001058,N00001808,0.07075082015810281
N20001058,N00001813,0.05103744032155274
N20001058,N00001938,0.0004399809635947579
N20001058,N00001807,0.0004140911035859806
N20001058,N00001939,0.0003138121939601572
N20001059,N00001401,0.6038951687883649
N20001059,N00001402,0.3958918976278421
N20001059,N00000894,0.00018157892768298992
N20001059,N00000893,1.6766300554433295e-05
N20001059,N00000892,1.3624512649742495e-05
N20001060,N00001882,0.6212852710268856
N20001060,N00001819,0.33528025413208645
N20001060,N00001817,0.043434474841036595
N20001061,N00001407,0.5495179546589364
N20001061,N00001404,0.2421248401471208
N20001061,N00001403,0.20207846890281622
N20001061,N00001408,0.005033172100839494
N20001061,N00001412,0.0012390419240945426
N20001061,N00000889,3.4265511582167663e-06
N20001061,N00000888,3.09571665990836e-06
N20001062,N00001402,0.5245090129129476
N20001062,N00001403,0.4735397607699517
N20001062,N00001407,0.0019442681115217294
N20001062,N00000887,6.958205518974141e-06
N20001063,N00001413,0.3780252023325845
N20001063,N00001939,0.184991146554615
N20001063,N00001406,0.1399718568098502
N20001063,N00001807,0.13822891686561345
N20001063,N00001408,0.08400635473835856
N20001063,N00001940,0.07404474020730464
N20001063,N00001409,0.0007134357758350931
N20001063,N00001414,2.2495193397065246e-05
N20001064,N00001401,0.9999699815244071
N20001064,N00001475,1.6070661449816198e-05
N20001064,N00001473,1.3947814140028662e-05
N20001065,N00001938,0.45614372005223225
N20001065,N00001939,0.3634186926488738
N20001065,N00001807,0.0949875777726045
N20001065,N00001935,0.037344817482786424
N20001065,N00001941,0.034001431243275156
N20001065,N00001809,0.013287036863099374
N20001065,N00001936,0.0007197564398967621
N20001065,N00001808,6.93214356272883e-05
N20001065,N00001818,2.7646061547806584e-05
N20001066,N00001401,0.48361847897905313
N20001066,N00001402,0.43552587237404217
N20001066,N00001403,0.050419024004636805
N20001066,N00001399,0.030432392538954585
N20001066,N00001475,3.090165409052848e-06
N20001066,N00001478,1.141938787610156e-06
N20001067,N00001891,0.9997848303972
N20001067,N00001868,8.612051297942307e-05
N20001067,N00001929,7.163210339135748e-05
N20001067,N00001905,5.2232193372154285e-05
N20001067,N00001869,5.184793055466331e-06
N20001068,N00001935,0.7189568151359136
N20001068,N00001819,0.18155204204269912
N20001068,N00001936,0.06006010697003907
N20001068,N00001938,0.03550875579286033
N20001068,N00001939,0.0037590960351010726
N20001068,N00001941,0.00016318402339843423
N20001069,N00001941,0.5593090252844256
N20001069,N00001937,0.2233303685094696
N20001069,N00001940,0.16809166670709047
N20001069,N00001939,0.047740431177007506
N20001069,N00001936,0.0015285083219719097
N20001070,N00001399,0.5382137297055476
N20001070,N00001404,0.3361666421199634
N20001070,N00001403,0.10002032894537474
N20001070,N00001402,0.02155268631410857
N20001070,N00001412,0.004045591985380173
N20001070,N00001478,1.0209293338139492e-06
N20001071,N00001940,0.6060525883049561
N20001071,N00001937,0.27063491615557805
N20001071,N00001410,0.09779756532434582
N20001071,N00001414,0.0255214794531492
N20001072,N00001409,0.38911907601586326
N20001072,N00001399,0.2555582067675798
N20001072,N00001404,0.2480559290368912
N20001072,N00001412,0.09050519253894823
N20001072,N00001413,0.0167256749912759
N20001072,N00001414,3.592064961957978e-05
N20001073,N00001414,0.4356316043582397
N20001073,N00001410,0.40145664262315034
N20001073,N00001409,0.09679806005325968
N20001073,N00001413,0.06271548289514928
N20001073,N00001940,0.002784362360636949
N20001073,N00001411,0.0006200042399876749
N20001074,N00001864,0.5158467359213438
N20001074,N00001869,0.46338721018244566
N20001074,N00001868,0.01767741377150191
N20001074,N00001935,0.0011166915339299267
N20001074,N00001819,0.0008824812437770466
N20001074,N00001891,0.00046546609823513123
N20001074,N00001882,0.000465262892754293
N20001074,N00001839,7.13826046689368e-05
N20001074,N00001867,5.253978682383229e-05
N20001074,N00001905,2.9469314752858267e-05
N20001074,N00001901,5.346649765457242e-06
N20001075,N00001936,0.568177957512852
N20001075,N00001865,0.2952913588957172
N20001075,N00001937,0.07422542895293828
N20001075,N00001941,0.05411030953491625
N20001075,N00001870,0.00738082851843918
N20001075,N00001864,0.0006584013458901004
N20001075,N00001935,0.00015571524018669812
N20001076,N00001937,0.34567925267559574
N20001076,N00001411,0.32229675629124416
N20001076,N00001409,0.11821739037479687
N20001076,N00001912,0.0877288501603285
N20001076,N00001410,0.061475723761952976
N20001076,N00001404,0.061298994884176346
N20001076,N00001865,0.0031267574702939613
N20001076,N00001936,0.00018326872614882254
N20001077,N00001839,0.5441074945526405
N20001077,N00001864,0.25386269232295616
N20001077,N00001865,0.10243462255689469
N20001077,N00001870,0.0981153902940874
N20001077,N00001840,0.0006915164072633441
N20001077,N00001935,0.0006367323640839683
N20001077,N00001936,0.00014906059477489891
N20001077,N00001901,2.4909072503258667e-06
N20001078,N00001865,0.5604441786914092
N20001078,N00001839,0.4192355715900695
N20001078,N00001870,0.02031056514685276
N20001078,N00001937,6.499828350192314e-06
N20001078,N00001912,3.1847433752141e-06
N20001079,N00001416,0.6304412249649765
N20001079,N00001155,0.29453779687711323
N20001079,N00001439,0.07500807522175043
N20001079,N00001131,1.156617089583813e-05
N20001079,N00001352,1.2949146289965662e-06
N20001080,N00001416,0.5874455769742315
N20001080,N00001155,0.36951981951847446
N20001080,N00001417,0.04303460350792368
N20001081,N00001418,0.5670114408659199
N20001081,N00001419,0.34851454934831605
N20001081,N00001416,0.0657296122589325
N20001081,N00001423,0.018601741927907384
N20001081,N00001415,0.00012402761816792128
N20001081,N00000874,1.0037369640903226e-05
N20001081,N00001610,3.903589200992634e-06
N20001081,N00001131,2.62017364638251e-06
N20001081,N00001612,2.0665978095799485e-06
N20001082,N00001415,0.36679870225529854
N20001082,N00001419,0.2975722658649974
N20001082,N00001418,0.2346118548640936
N20001082,N00001423,0.10101717701665115
N20001083,N00001418,0.39524343495721764
N20001083,N00001415,0.33771721687286704
N20001083,N00001416,0.21204884436740207
N20001083,N00001423,0.05499050380294411
N20001084,N00001417,0.5240070875514211
N20001084,N00001416,0.22989146510744612
N20001084,N00001427,0.11786755308307768
N20001084,N00001430,0.10280317200329851
N20001084,N00001421,0.021303395203031407
N20001084,N00001428,0.003950995640740605
N20001084,N00001426,7.613428184646996e-05
N20001084,N00001156,6.721847450390856e-05
N20001084,N00000985,3.0961446996935394e-05
N20001085,N00001416,0.7521045211666922
N20001085,N00001418,0.19901056354389338
N20001085,N00001424,0.04888491528731273
N20001086,N00001423,0.9495186851321573
N20001086,N00001419,0.0504811659278039
N20001087,N00001416,0.46473679554477065
N20001087,N00001421,0.4126748868797846
N20001087,N00001424,0.11850685576246181
N20001087,N00001417,0.0040814618134326925
N20001088,N00001421,0.8591744087128604
N20001088,N00001417,0.1408255912870694
N20001089,N00001421,0.4999391227316508
N20001089,N00001417,0.28009589698928716
N20001089,N00001430,0.21996498027719893
N20001090,N00001421,0.9999984427167106
N20001090,N00001425,1.5572834345831953e-06
N20001091,N00001420,0.552811460759395
N20001091,N00001424,0.26717088162130415
N20001091,N00001422,0.05871437835660922
N20001091,N00001418,0.05821897011196419
N20001091,N00001030,0.032483799519161825
N20001091,N00001425,0.03059919778682977
N20001091,N00001421,1.3118458185284544e-06
N20001092,N00000985,0.6415216061212701
N20001092,N00000987,0.17884923426321922
N20001092,N00000986,0.17823689278670393
N20001092,N00000983,0.0008145541833908538
N20001092,N00001428,0.0005542398381069577
N20001092,N00001149,1.2114377812299972e-05
N20001092,N00001148,8.496185719313788e-06
N20001092,N00001427,2.862243778060118e-06
N20001093,N00001426,0.43723288427705553
N20001093,N00001421,0.35453051910698996
N20001093,N00001429,0.11117188353052126
N20001093,N00001430,0.09706471308551363
N20001094,N00001028,0.23804515187368877
N20001094,N00001420,0.23112559425319018
N20001094,N00001423,0.22731007954068108
N20001094,N00001029,0.09452217533640042
N20001094,N00001419,0.0706116976587415
N20001094,N00001030,0.04758187434677808
N20001094,N00001381,0.04233555165974672
N20001094,N00001418,0.03895665196320922
N20001094,N00001425,0.005452243754821271
N20001094,N00001415,0.004058979613707264
N20001095,N00001428,0.3519707267397283
N20001095,N00001427,0.31948543476621705
N20001095,N00001429,0.26590956891213696
N20001095,N00001426,0.031241819752540274
N20001095,N00001430,0.02956733616724247
N20001095,N00000987,0.001281855850469196
N20001095,N00000985,0.0005432578117296305
N20001096,N00000986,0.601961376963481
N20001096,N00000983,0.2403616233095059
N20001096,N00000989,0.15492935213041134
N20001096,N00000927,0.0027033121566536304
N20001096,N00000990,2.4697582921902338e-05
N20001096,N00001147,1.5214105763674298e-05
N20001096,N00001148,4.42375154718425e-06
N20001097,N00001425,0.4447999492426598
N20001097,N00001421,0.36691697241092497
N20001097,N00001422,0.14554906792661398
N20001097,N00001424,0.04273340634071959
N20001098,N00000983,0.4851510015255975
N20001098,N00000987,0.4558003414523947
N20001098,N00000986,0.05900810257693589
N20001098,N00000985,3.672954449647548e-05
N20001098,N00000990,3.824900584921656e-06
N20001099,N00001429,0.5231031422408554
N20001099,N00001421,0.4768773123126187
N20001099,N00001022,1.9545446591822564e-05
N20001100,N00001429,0.492090521871454
N20001100,N00001428,0.35304039711895135
N20001100,N00001427,0.15486908100992558
N20001101,N00001030,0.5467244762580812
N20001101,N00001420,0.18036777958158315
N20001101,N00001425,0.1484649642675194
N20001101,N00001422,0.07209892644293148
N20001101,N00001024,0.05234385345136768
N20001102,N00001429,0.8042797223184373
N20001102,N00001428,0.19226178190600896
N20001102,N00000984,0.00178498534282732
N20001102,N00000987,0.0016735104341745045
N20001103,N00001022,0.5495771973602014
N20001103,N00001421,0.17608547170186772
N20001103,N00001023,0.11216191538517004
N20001103,N00001024,0.10931779402077063
N20001103,N00001425,0.04471796945302934
N20001103,N00001025,0.008112094568827711
N20001103,N00001429,2.7557510423855103e-05
N20001104,N00000990,0.5135317871017746
N20001104,N00000989,0.3338063420522201
N20001104,N00000976,0.07670464163042454
N20001104,N00000988,0.04664710057536361
N20001104,N00000975,0.02771294395252037
N20001104,N00000986,0.0015971846876850174
N20001105,N00001026,0.4587881047099157
N20001105,N00001024,0.3213439933650457
N20001105,N00001030,0.18137045833931173
N20001105,N00001425,0.03849744358562636
N20001106,N00000984,0.37282522866960766
N20001106,N00000988,0.2521736857361817
N20001106,N00000979,0.13345811587150705
N20001106,N00000990,0.11763731678628433
N20001106,N00000987,0.0845887170531209
N20001106,N00000976,0.03931259817275106
N20001106,N00000986,4.337710540089165e-06
N20001107,N00001025,0.563650929888574
N20001107,N00001026,0.28340404420890386
N20001107,N00001024,0.15293237321869163
N20001107,N00001030,8.640263914224998e-06
N20001107,N00001023,4.012422805547281e-06
N20001108,N00001429,0.8777226474618827
N20001108,N00000984,0.09670427228067294
N20001108,N00000987,0.012244937300192712
N20001108,N00001421,0.009139394477425254
N20001108,N00001428,0.0014462789545082305
N20001108,N00001598,0.001381471490306766
N20001108,N00001599,0.0010295590384840896
N20001108,N00001600,0.00019869250616822028
N20001108,N00001022,0.00012799721628700605
N20001108,N00001006,4.503578210367871e-06
N20001109,N00001029,0.8017621652686026
N20001109,N00001030,0.1569576088959366
N20001109,N00001020,0.03909869798461661
N20001109,N00001028,0.0021815278499174315
N20001110,N00001022,0.9999735750954133
N20001110,N00001429,2.642490458167924e-05
N20001111,N00000975,0.40086071501023474
N20001111,N00000978,0.3693549469101476
N20001111,N00000989,0.17073323682212366
N20001111,N00000990,0.05904452455108991
N20001111,N00000977,6.576706423381071e-06
N20001112,N00001022,0.6905753284620817
N20001112,N00001023,0.18776960673960108
N20001112,N00001026,0.082429829015143
N20001112,N00001025,0.03922523578315468
N20001113,N00001030,0.6814661246496811
N20001113,N00001020,0.14976823511101306
N20001113,N00001021,0.14400843925864626
N20001113,N00001018,0.021814506662562287
N20001113,N00001026,0.0029401635882703903
N20001113,N00001022,2.5307224187769537e-06
N20001114,N00001020,0.41331419817107773
N20001114,N00001016,0.2158515319953954
N20001114,N00001010,0.16483433980934237
N20001114,N00001030,0.1601363839458287
N20001114,N00001029,0.027420794016775517
N20001114,N00001027,0.01803607047527468
N20001114,N00001019,0.00039914485450807
N20001114,N00001017,7.53672746489282e-06
N20001115,N00001598,0.5967248911180598
N20001115,N00001600,0.3184573345019041
N20001115,N00001602,0.07981909183522432
N20001115,N00001429,0.004207616554838759
N20001115,N00000984,0.0005098204019235315
N20001115,N00001599,0.0002719556678128583
N20001115,N00001601,9.289919529382605e-06
N20001116,N00000976,0.34858174421775157
N20001116,N00000977,0.21484406779459844
N20001116,N00000978,0.15098045553383277
N20001116,N00000979,0.14283692588950098
N20001116,N00000988,0.0640033909966882
N20001116,N00000990,0.041731175402626615
N20001116,N00000975,0.037022240165032694
N20001117,N00000977,0.5434636231277998
N20001117,N00000975,0.45652417299906584
N20001117,N00000980,1.2203873063033845e-05
N20001118,N00001031,0.5643652832825621
N20001118,N00001029,0.28731574211840155
N20001118,N00001027,0.14831890494215588
N20001119,N00001018,0.37284600462648765
N20001119,N00001022,0.3292221757219547
N20001119,N00001021,0.1315362955758987
N20001119,N00001016,0.13012766295464934
N20001119,N00001026,0.03503860713655318
N20001119,N00001017,0.0012252934708194114
N20001119,N00001030,3.960513928011605e-06
N20001120,N00001016,0.53494770987363
N20001120,N00001017,0.3232615267795443
N20001120,N00001021,0.12343385090744376
N20001120,N00001020,0.018325751749739872
N20001120,N00001019,2.759697515283437e-05
N20001120,N00001018,3.5637145141219463e-06
N20001121,N00001381,0.6797223945905685
N20001121,N00001380,0.2381793449815448
N20001121,N00001385,0.05790733450454548
N20001121,N00000890,0.01147120870057446
N20001121,N00000891,0.009074976326009562
N20001121,N00001029,0.001442764999986378
N20001121,N00001027,0.0013511559769456814
N20001121,N00001419,0.0004894344364404555
N20001121,N00001031,0.0003571425595694703
N20001121,N00000901,1.1539153299803901e-06
N20001122,N00001599,0.9984053396761636
N20001122,N00001429,0.0010437361171316548
N20001122,N00001006,0.0005280252459267903
N20001122,N00001601,2.244889639531987e-05
N20001123,N00001006,0.8608481284818033
N20001123,N00001022,0.1343234834940359
N20001123,N00001008,0.00482317590910695
N20001123,N00001429,5.212115510349708e-06
N20001124,N00001601,0.5410842144263914
N20001124,N00001603,0.16514012683680362
N20001124,N00001602,0.150077279165079
N20001124,N00001599,0.14359476232400523
N20001124,N00001007,9.766205803357038e-05
N20001124,N00001600,2.4088786698286324e-06
N20001124,N00001598,1.687714383352798e-06
N20001125,N00001602,0.50874624800561
N20001125,N00001600,0.28231504648510986
N20001125,N00001593,0.1882419741964839
N20001125,N00001601,0.020696731312765677
N20001126,N00001594,0.3351972027269929
N20001126,N00000984,0.24689267123325545
N20001126,N00000981,0.15325727104703393
N20001126,N00001593,0.13460990160876746
N20001126,N00001600,0.12956438336395032
N20001126,N00001595,0.0004489016547340599
N20001126,N00000979,2.12176200695282e-05
N20001126,N00001596,7.458361908193715e-06
N20001127,N00001027,0.6589893532395239
N20001127,N00001010,0.1708620842145616
N20001127,N00001013,0.1672045500618648
N20001127,N00001381,0.0023045129438285326
N20001127,N00001029,0.0004282231217146352
N20001127,N00000901,0.00019043589909129672
N20001127,N00001031,2.0840519410940535e-05
N20001128,N00000980,0.8482429330657496
N20001128,N00000981,0.15171921686450773
N20001128,N00000977,3.27830337677482e-05
N20001128,N00000979,5.067035981681517e-06
N20001129,N00000982,0.4597609521824941
N20001129,N00000979,0.3743104836548085
N20001129,N00000981,0.07537248201075242
N20001129,N00000980,0.0505927507305459
N20001129,N00000976,0.03283279757479408
N20001129,N00000977,0.007123999496989716
N20001129,N00000984,6.534349607674692e-06
N20001130,N00001019,0.5020376078256599
N20001130,N00001017,0.2480786394393123
N20001130,N00001011,0.1951354275805932
N20001130,N00001018,0.03060473441211101
N20001130,N00001012,0.02414359074234823
N20001131,N00001013,0.50245398947535
N20001131,N00001010,0.29002814150316353
N20001131,N00001011,0.14749825613289366
N20001131,N00001019,0.05977434474987385
N20001131,N00000899,0.00013688245427082276
N20001131,N00000901,0.00010362544967472284
N20001131,N00001017,4.7602347558357544e-06
N20001132,N00001006,0.49049429847179565
N20001132,N00001007,0.19234089974275584
N20001132,N00001603,0.1244909965762289
