Geography,SA2011,LGD,MDM_rank,Income_rank,Employment_rank,MDM_decile
Donard_1,N00002694,"Newry, Mourne and Down",3529,3788,2822,8
Donard_2,N00002695,"Newry, Mourne and Down",3279,3415,2912,8
Donard_2,N00002696,"Newry, Mourne and Down",2896,1925,2584,7
Donard_2,N00002697,"Newry, Mourne and Down",2965,1493,3494,7
Donard_2,N00002698,"Newry, Mourne and Down",3129,1988,2578,7
Drumaness_1,N00002699,"Newry, Mourne and Down",796,991,753,2
Drumaness_1,N00002700,"Newry, Mourne and Down",2163,2357,1915,5
Drumaness_1,N00002701,"Newry, Mourne and Down",2561,2110,3395,6
Drumaness_1,N00002702,"Newry, Mourne and Down",1646,3212,1117,4
Drumaness_2,N00002703,"Newry, Mourne and Down",3047,2415,3512,7
Drumaness_2,N00002704,"Newry, Mourne and Down",3817,3514,4098,9
Drumaness_2,N00002705,"Newry, Mourne and Down",2200,1721,2778,5
Drumaness_2,N00002706,"Newry, Mourne and Down",2131,1273,2115,5
Dundrum,N00002707,"Newry, Mourne and Down",2313,847,3094,6
Dundrum,N00002708,"Newry, Mourne and Down",458,466,503,2
Dundrum,N00002709,"Newry, Mourne and Down",2485,1108,3730,6
Dundrum,N00002710,"Newry, Mourne and Down",1566,2822,1366,4
Dundrum,N00002711,"Newry, Mourne and Down",1211,609,1433,3
Dundrum,N00002712,"Newry, Mourne and Down",3069,3470,2745,7
Dunmore,N00002713,"Newry, Mourne and Down",2008,2843,1913,5
Dunmore,N00002714,"Newry, Mourne and Down",3813,3876,4204,9
Dunmore,N00002715,"Newry, Mourne and Down",3601,3750,3078,8
Dunmore,N00002716,"Newry, Mourne and Down",2798,1542,2640,7
Dunmore,N00002717,"Newry, Mourne and Down",1968,1830,2867,5
Dunmore,N00002718,"Newry, Mourne and Down",3357,2377,3485,8
Dunmore,N00002719,"Newry, Mourne and Down",3510,3463,3323,8
Killough_1,N00002720,"Newry, Mourne and Down",1531,1588,1466,4
Killough_1,N00002721,"Newry, Mourne and Down",1091,409,1615,3
Killough_1,N00002722,"Newry, Mourne and Down",3424,4018,3308,8
Killough_1,N00002723,"Newry, Mourne and Down",463,116,1160,2
Killough_1,N00002724,"Newry, Mourne and Down",1082,3129,611,3
Killough_2,N00002725,"Newry, Mourne and Down",2067,1687,2514,5
Killough_2,N00002726,"Newry, Mourne and Down",1315,1359,1396,3
Killyleagh,N00002727,"Newry, Mourne and Down",2770,2445,3540,7
Killyleagh,N00002728,"Newry, Mourne and Down",2696,3034,2548,6
Killyleagh,N00002729,"Newry, Mourne and Down",977,1255,1272,3
Killyleagh,N00002730,"Newry, Mourne and Down",1230,979,1269,3
Killyleagh,N00002731,"Newry, Mourne and Down",1052,746,1102,3
Killyleagh,N00002732,"Newry, Mourne and Down",1237,1099,1521,3
Killyleagh,N00002733,"Newry, Mourne and Down",2271,1266,2746,6
Kilmore_1,N00002734,"Newry, Mourne and Down",3931,2516,4068,9
Kilmore_1,N00002735,"Newry, Mourne and Down",3735,3310,3682,9
Kilmore_1,N00002736,"Newry, Mourne and Down",2960,2181,3947,7
Kilmore_1,N00002737,"Newry, Mourne and Down",3394,2170,3940,8
Kilmore_2,N00002738,"Newry, Mourne and Down",3843,3972,3941,9
Kilmore_2,N00002739,"Newry, Mourne and Down",2985,2486,3780,7
Kilmore_2,N00002740,"Newry, Mourne and Down",2394,1164,2937,6
Kilmore_2,N00002741,"Newry, Mourne and Down",3446,3218,2750,8
Murlough,N00002742,"Newry, Mourne and Down",470,1567,244,2
Murlough,N00002743,"Newry, Mourne and Down",1254,555,1878,3
Murlough,N00002744,"Newry, Mourne and Down",113,1062,37,1
Murlough,N00002745,"Newry, Mourne and Down",127,361,156,1
Murlough,N00002746,"Newry, Mourne and Down",1373,975,1090,4
Murlough,N00002747,"Newry, Mourne and Down",2593,2371,2272,6
Murlough,N00002748,"Newry, Mourne and Down",1271,710,1801,3
Quoile_1,N00002749,"Newry, Mourne and Down",1547,1841,1075,4
Quoile_1,N00002750,"Newry, Mourne and Down",1014,2882,522,3
Quoile_1,N00002751,"Newry, Mourne and Down",614,1938,292,2
Quoile_1,N00002752,"Newry, Mourne and Down",2459,1527,2603,6
Quoile_2,N00002753,"Newry, Mourne and Down",3889,4426,2995,9
Quoile_2,N00002754,"Newry, Mourne and Down",3457,3951,2833,8
Quoile_2,N00002755,"Newry, Mourne and Down",3557,3887,2801,8
Saintfield_1,N00002756,"Newry, Mourne and Down",4275,3457,3295,10
Saintfield_1,N00002757,"Newry, Mourne and Down",3311,3261,2175,8
Saintfield_1,N00002758,"Newry, Mourne and Down",2438,3423,1625,6
Saintfield_1,N00002759,"Newry, Mourne and Down",3594,3233,2942,8
Saintfield_1,N00002760,"Newry, Mourne and Down",4484,4118,4279,10
Saintfield_2,N00002761,"Newry, Mourne and Down",3779,2027,3962,9
Saintfield_2,N00002762,"Newry, Mourne and Down",4252,3241,4297,10
Saintfield_2,N00002763,"Newry, Mourne and Down",3501,3530,3479,8
Seaforde,N00002764,"Newry, Mourne and Down",2033,1677,2202,5
Seaforde,N00002765,"Newry, Mourne and Down",2096,3558,2787,5
Seaforde,N00002766,"Newry, Mourne and Down",2279,1629,3166,6
Seaforde,N00002767,"Newry, Mourne and Down",2941,2350,2988,7
Seaforde,N00002768,"Newry, Mourne and Down",1095,704,1108,3
Seaforde,N00002769,"Newry, Mourne and Down",2178,1551,2671,5
Seaforde,N00002770,"Newry, Mourne and Down",2743,3662,2910,7
Shimna,N00002771,"Newry, Mourne and Down",644,863,490,2
Shimna,N00002772,"Newry, Mourne and Down",1865,1462,1591,5
Shimna,N00002773,"Newry, Mourne and Down",690,725,436,2
Shimna,N00002774,"Newry, Mourne and Down",4199,3859,4093,10
Shimna,N00002775,"Newry, Mourne and Down",2431,633,3415,6
Shimna,N00002776,"Newry, Mourne and Down",3162,2493,2785,7
Shimna,N00002777,"Newry, Mourne and Down",248,314,334,1
Shimna,N00002778,"Newry, Mourne and Down",347,873,293,1
Strangford,N00002779,"Newry, Mourne and Down",2194,2270,2836,5
Strangford,N00002780,"Newry, Mourne and Down",2851,3203,2967,7
Strangford,N00002781,"Newry, Mourne and Down",2831,2737,3287,7
Strangford,N00002782,"Newry, Mourne and Down",2135,2154,2383,5
Strangford,N00002783,"Newry, Mourne and Down",2747,3413,2575,7
Strangford,N00002784,"Newry, Mourne and Down",1908,2422,1939,5
Tollymore_1,N00002785,"Newry, Mourne and Down",1793,1298,2009,4
Tollymore_1,N00002786,"Newry, Mourne and Down",2234,3245,2211,5
Tollymore_1,N00002787,"Newry, Mourne and Down",1921,2627,1838,5
Tollymore_2,N00002788,"Newry, Mourne and Down",2413,1636,3472,6
Tollymore_2,N00002789,"Newry, Mourne and Down",952,544,1031,3
Tollymore_2,N00002790,"Newry, Mourne and Down",2451,1807,2130,6
Tollymore_2,N00002791,"Newry, Mourne and Down",3133,2233,3483,7
Altmore,N00002792,Mid Ulster,2883,1559,3768,7
Altmore,N00002793,Mid Ulster,1154,904,1231,3
Altmore,N00002794,Mid Ulster,2418,2334,3128,6
Altmore,N00002795,Mid Ulster,1831,2722,1752,5
Altmore,N00002796,Mid Ulster,1103,570,1897,3
Augher,N00002797,Mid Ulster,2080,1104,3369,5
Augher,N00002798,Mid Ulster,2681,2462,3955,6
Augher,N00002799,Mid Ulster,1350,962,1859,3
Augher,N00002800,Mid Ulster,2784,1951,2970,7
Augher,N00002801,Mid Ulster,3251,2590,3781,8
Aughnacloy,N00002802,Mid Ulster,2004,1947,2441,5
Aughnacloy,N00002803,Mid Ulster,1556,604,2266,4
Aughnacloy,N00002804,Mid Ulster,1084,372,1879,3
Aughnacloy,N00002805,Mid Ulster,1355,1576,1478,3
Aughnacloy,N00002806,Mid Ulster,3172,2986,3210,7
Aughnacloy,N00002807,Mid Ulster,1939,916,3468,5
Ballygawley,N00002808,Mid Ulster,1569,745,2354,4
Ballygawley,N00002809,Mid Ulster,2822,2747,2617,7
Ballygawley,N00002810,Mid Ulster,1136,726,1176,3
Ballygawley,N00002811,Mid Ulster,1422,715,2106,4
Ballygawley,N00002812,Mid Ulster,795,677,1189,2
Ballygawley,N00002813,Mid Ulster,1148,744,1384,3
Ballysaggart,N00002814,Mid Ulster,1462,2781,1564,4
Ballysaggart,N00002815,Mid Ulster,355,1154,702,1
Ballysaggart,N00002816,Mid Ulster,2843,2961,2598,7
Ballysaggart,N00002817,Mid Ulster,1991,1398,1679,5
Ballysaggart,N00002818,Mid Ulster,1650,1434,1567,4
Ballysaggart,N00002819,Mid Ulster,1028,1675,699,3
Benburb,N00002820,Mid Ulster,1983,612,3442,5
Benburb,N00002821,Mid Ulster,3134,3061,4228,7
Benburb,N00002822,Mid Ulster,2180,2130,2544,5
Benburb,N00002823,Mid Ulster,1621,1990,1306,4
Benburb,N00002824,Mid Ulster,2552,1373,3353,6
Benburb,N00002825,Mid Ulster,2881,2271,3576,7
Caledon,N00002826,Mid Ulster,1802,2606,2333,4
Caledon,N00002827,Mid Ulster,2539,2795,3346,6
Caledon,N00002828,Mid Ulster,1360,788,2032,3
Caledon,N00002829,Mid Ulster,3328,2751,3067,8
Caledon,N00002830,Mid Ulster,2310,1593,3083,6
Caledon,N00002831,Mid Ulster,2255,1324,3885,5
Castlecaulfield,N00002832,Mid Ulster,2983,3462,2557,7
Castlecaulfield,N00002833,Mid Ulster,2924,3013,2592,7
Castlecaulfield,N00002834,Mid Ulster,2647,2035,3368,6
Castlecaulfield,N00002835,Mid Ulster,3370,3492,2997,8
Castlecaulfield,N00002836,Mid Ulster,2927,1731,2629,7
Castlecaulfield,N00002837,Mid Ulster,2520,2744,2703,6
Clogher,N00002838,Mid Ulster,2037,1900,3058,5
Clogher,N00002839,Mid Ulster,1246,1501,1385,3
Clogher,N00002840,Mid Ulster,2040,1799,2484,5
Coalisland North,N00002841,Mid Ulster,2993,3444,2240,7
Coalisland North,N00002842,Mid Ulster,1695,1792,1560,4
Coalisland North,N00002843,Mid Ulster,2032,3498,1137,5
Coalisland North,N00002844,Mid Ulster,691,1646,428,2
Coalisland North,N00002845,Mid Ulster,1914,3381,1185,5
Coalisland North,N00002846,Mid Ulster,1919,1583,1425,5
Coalisland North,N00002847,Mid Ulster,2056,1249,1898,5
Coalisland South,N00002848,Mid Ulster,1139,1040,998,3
Coalisland South,N00002849,Mid Ulster,320,3590,55,1
Coalisland South,N00002850,Mid Ulster,421,689,470,1
Coalisland South,N00002851,Mid Ulster,315,100,758,1
Coalisland South,N00002852,Mid Ulster,763,439,1047,2
Coalisland West and Newmills,N00002853,Mid Ulster,1106,1595,1213,3
Coalisland West and Newmills,N00002854,Mid Ulster,2379,3494,1222,6
Coalisland West and Newmills,N00002855,Mid Ulster,2782,2437,2657,7
Coalisland West and Newmills,N00002856,Mid Ulster,1691,1272,1328,4
Coalisland West and Newmills,N00002857,Mid Ulster,3029,2549,3028,7
Coolhill,N00002858,Mid Ulster,3669,3942,4314,9
Coolhill,N00002859,Mid Ulster,3831,4121,4020,9
Coolhill,N00002860,Mid Ulster,2126,1877,2026,5
Coolhill,N00002861,Mid Ulster,3978,4264,3950,9
Coolhill,N00002862,Mid Ulster,2020,3674,1788,5
Coolhill,N00002863,Mid Ulster,3325,4111,3457,8
Coolhill,N00002864,Mid Ulster,3200,2367,3441,8
Donaghmore,N00002865,Mid Ulster,2288,1088,3382,6
Donaghmore,N00002866,Mid Ulster,2009,1046,3209,5
Donaghmore,N00002867,Mid Ulster,2868,1920,3216,7
Donaghmore,N00002868,Mid Ulster,1729,1259,1399,4
Donaghmore,N00002869,Mid Ulster,2490,1415,2800,6
Drumglass,N00002870,Mid Ulster,2209,2190,1765,5
Drumglass,N00002871,Mid Ulster,1574,989,1799,4
Drumglass,N00002872,Mid Ulster,1395,2956,1053,4
Drumglass,N00002873,Mid Ulster,2106,3421,1374,5
Drumglass,N00002874,Mid Ulster,991,1597,1081,3
Fivemiletown,N00002875,Mid Ulster,2708,2167,3534,6
Fivemiletown,N00002876,Mid Ulster,2207,1702,2533,5
Fivemiletown,N00002877,Mid Ulster,917,1021,1143,3
Fivemiletown,N00002878,Mid Ulster,1786,3621,1966,4
Killyman,N00002879,Mid Ulster,2216,1575,2253,5
Killyman,N00002880,"Armagh City, Banbridge and Craigavon",2641,2237,3125,6
Killyman,N00002881,Mid Ulster,3583,3341,3896,8
Killyman,N00002882,"Armagh City, Banbridge and Craigavon",1993,1774,1881,5
Killyman,N00002883,Mid Ulster,2059,1628,2673,5
Killyman,N00002884,Mid Ulster,3089,2517,3313,7
Killymeal,N00002885,Mid Ulster,1682,2691,1349,4
Killymeal,N00002886,Mid Ulster,3964,4075,4059,9
Killymeal,N00002887,Mid Ulster,3024,2333,3946,7
Killymeal,N00002888,Mid Ulster,4138,3786,3634,10
Killymeal,N00002889,Mid Ulster,2285,2957,1683,6
Moy,N00002890,Mid Ulster,3228,3213,2844,8
Moy,N00002891,Mid Ulster,3151,1470,4089,7
Moy,N00002892,"Armagh City, Banbridge and Craigavon",2309,1364,2704,6
Moy,N00002893,Mid Ulster,2162,3058,1531,5
Moy,N00002894,Mid Ulster,2854,2828,2446,7
Moy,N00002895,Mid Ulster,2139,1184,2892,5
Moy,N00002896,Mid Ulster,2671,1281,3900,6
Moygashel,N00002897,Mid Ulster,3627,3330,3559,8
Moygashel,N00002898,Mid Ulster,1969,1308,2884,5
Moygashel,N00002899,Mid Ulster,1498,977,2046,4
Moygashel,N00002900,Mid Ulster,2503,4050,1855,6
Moygashel,N00002901,Mid Ulster,2027,1491,2037,5
Mullaghmore,N00002902,Mid Ulster,2493,3340,1980,6
Mullaghmore,N00002903,Mid Ulster,1250,973,1917,3
Mullaghmore,N00002904,Mid Ulster,1982,762,2085,5
Mullaghmore,N00002905,Mid Ulster,2331,1879,1862,6
Mullaghmore,N00002906,Mid Ulster,2658,4002,1294,6
Washing Bay,N00002907,Mid Ulster,2456,1703,2338,6
Washing Bay,N00002908,Mid Ulster,2197,3079,1863,5
Washing Bay,N00002909,Mid Ulster,1815,1222,2176,4
Washing Bay,N00002910,Mid Ulster,2660,2583,2590,6
Washing Bay,N00002911,Mid Ulster,2360,1695,2552,6
Ballinamallard,N00002912,Fermanagh and Omagh,3368,3866,3800,8
Ballinamallard,N00002913,Fermanagh and Omagh,3463,3902,3493,8
Ballinamallard,N00002914,Fermanagh and Omagh,2021,1235,2539,5
Ballinamallard,N00002915,Fermanagh and Omagh,2261,3196,1541,5
Ballinamallard,N00002916,Fermanagh and Omagh,2973,1726,3263,7
Belcoo and Garrison,N00002917,Fermanagh and Omagh,1764,884,2770,4
Belcoo and Garrison,N00002918,Fermanagh and Omagh,1390,816,2480,4
Belcoo and Garrison,N00002919,Fermanagh and Omagh,2306,1270,3719,6
Belcoo and Garrison,N00002920,Fermanagh and Omagh,1585,888,2407,4
Belcoo and Garrison,N00002921,Fermanagh and Omagh,1614,1252,2838,4
Belcoo and Garrison,N00002922,Fermanagh and Omagh,1058,950,1841,3
Belcoo and Garrison,N00002923,Fermanagh and Omagh,1589,1107,2408,4
Belleek and Boa,N00002924,Fermanagh and Omagh,825,392,1062,2
Belleek and Boa,N00002925,Fermanagh and Omagh,1264,358,3032,3
Belleek and Boa,N00002926,Fermanagh and Omagh,497,93,1055,2
Belleek and Boa,N00002927,Fermanagh and Omagh,1096,632,2311,3
Belleek and Boa,N00002928,Fermanagh and Omagh,2532,2923,2634,6
Belleek and Boa,N00002929,Fermanagh and Omagh,1286,534,2288,3
Boho Cleenish and Letterbreen,N00002930,Fermanagh and Omagh,2445,1263,3207,6
Boho Cleenish and Letterbreen,N00002931,Fermanagh and Omagh,2745,2188,3252,7
Boho Cleenish and Letterbreen,N00002932,Fermanagh and Omagh,1951,2080,2060,5
Boho Cleenish and Letterbreen,N00002933,Fermanagh and Omagh,2721,2010,3847,6
Boho Cleenish and Letterbreen,N00002934,Fermanagh and Omagh,948,269,2443,3
Boho Cleenish and Letterbreen,N00002935,Fermanagh and Omagh,1664,810,3842,4
Boho Cleenish and Letterbreen,N00002936,Fermanagh and Omagh,2540,2157,2835,6
Brookeborough,N00002937,Fermanagh and Omagh,1474,910,2044,4
Brookeborough,N00002938,Fermanagh and Omagh,2566,2525,2918,6
Brookeborough,N00002939,Fermanagh and Omagh,2746,3172,3788,7
Brookeborough,N00002940,Fermanagh and Omagh,1105,264,2571,3
Brookeborough,N00002941,Fermanagh and Omagh,1075,937,1063,3
Brookeborough,N00002942,Fermanagh and Omagh,2492,2265,3625,6
Castlecoole_1,N00002943,Fermanagh and Omagh,2551,1892,2740,6
Castlecoole_1,N00002944,Fermanagh and Omagh,2446,2985,1888,6
Castlecoole_1,N00002945,Fermanagh and Omagh,3056,2381,2906,7
Castlecoole_1,N00002946,Fermanagh and Omagh,602,848,679,2
Castlecoole_1,N00002947,Fermanagh and Omagh,1357,3379,803,3
Castlecoole_2,N00002948,Fermanagh and Omagh,2819,1577,2894,7
Castlecoole_2,N00002949,Fermanagh and Omagh,1762,602,1823,4
Castlecoole_2,N00002950,Fermanagh and Omagh,3432,2193,3299,8
Castlecoole_2,N00002951,Fermanagh and Omagh,2500,3139,1283,6
Castlecoole_2,N00002952,Fermanagh and Omagh,3244,1449,3897,8
Castlecoole_2,N00002953,Fermanagh and Omagh,988,560,1278,3
Derrygonnelly,N00002954,Fermanagh and Omagh,2430,985,3692,6
Derrygonnelly,N00002955,Fermanagh and Omagh,2217,1849,3182,5
Derrygonnelly,N00002956,Fermanagh and Omagh,1304,628,1685,3
Derrygonnelly,N00002957,Fermanagh and Omagh,1308,2207,1051,3
Derrygonnelly,N00002958,Fermanagh and Omagh,2242,3299,2599,5
Derrygonnelly,N00002959,Fermanagh and Omagh,2794,1909,2952,7
Derrylin,N00002960,Fermanagh and Omagh,2873,2839,3958,7
Derrylin,N00002961,Fermanagh and Omagh,1314,218,2679,3
Derrylin,N00002962,Fermanagh and Omagh,1644,1190,1650,4
Derrylin,N00002963,Fermanagh and Omagh,1943,697,3051,5
Derrylin,N00002964,Fermanagh and Omagh,2596,2468,2376,6
Derrylin,N00002965,Fermanagh and Omagh,1887,1159,3837,5
Derrylin,N00002966,Fermanagh and Omagh,2001,1024,2670,5
Devenish,N00002967,Fermanagh and Omagh,837,624,866,2
Devenish,N00002968,Fermanagh and Omagh,1310,1837,783,3
Devenish,N00002969,Fermanagh and Omagh,193,28,295,1
Devenish,N00002970,Fermanagh and Omagh,817,2099,546,2
Devenish,N00002971,Fermanagh and Omagh,372,232,504,1
Devenish,N00002972,Fermanagh and Omagh,31,169,118,1
Donagh,N00002973,Fermanagh and Omagh,1449,410,2961,4
Donagh,N00002974,Fermanagh and Omagh,1187,433,2524,3
Donagh,N00002975,Fermanagh and Omagh,2116,616,2999,5
Donagh,N00002976,Fermanagh and Omagh,1904,1893,1619,5
Donagh,N00002977,Fermanagh and Omagh,1158,740,1837,3
Donagh,N00002978,Fermanagh and Omagh,1625,981,2875,4
Erne,N00002979,Fermanagh and Omagh,582,1115,435,2
Erne,N00002980,Fermanagh and Omagh,3040,2863,2150,7
Erne,N00002981,Fermanagh and Omagh,2211,4044,1617,5
Erne,N00002982,Fermanagh and Omagh,1907,1632,1613,5
Erne,N00002983,Fermanagh and Omagh,2118,2418,3390,5
Erne,N00002984,Fermanagh and Omagh,134,210,383,1
Erne,N00002985,Fermanagh and Omagh,700,1156,362,2
Erne,N00002986,Fermanagh and Omagh,692,1420,377,2
Florence Court and Kinawley,N00002987,Fermanagh and Omagh,1658,1312,1938,4
Florence Court and Kinawley,N00002988,Fermanagh and Omagh,1657,775,2899,4
Florence Court and Kinawley,N00002989,Fermanagh and Omagh,1975,1063,2881,5
Florence Court and Kinawley,N00002990,Fermanagh and Omagh,2412,2701,4214,6
Florence Court and Kinawley,N00002991,Fermanagh and Omagh,1408,1158,1743,4
Florence Court and Kinawley,N00002992,Fermanagh and Omagh,1660,289,3812,4
Irvinestown,N00002993,Fermanagh and Omagh,60,99,105,1
Irvinestown,N00002994,Fermanagh and Omagh,1476,957,1839,4
Irvinestown,N00002995,Fermanagh and Omagh,1654,473,2274,4
Irvinestown,N00002996,Fermanagh and Omagh,663,1257,276,2
Irvinestown,N00002997,Fermanagh and Omagh,974,558,973,3
Irvinestown,N00002998,Fermanagh and Omagh,2316,2316,1442,6
Irvinestown,N00002999,Fermanagh and Omagh,892,1624,593,2
Kesh Ederney and Lack_1,N00003000,Fermanagh and Omagh,1917,1679,2760,5
Kesh Ederney and Lack_1,N00003001,Fermanagh and Omagh,1282,1699,1530,3
Kesh Ederney and Lack_1,N00003002,Fermanagh and Omagh,1167,625,1666,3
Kesh Ederney and Lack_2,N00003003,Fermanagh and Omagh,2545,1922,2828,6
Kesh Ederney and Lack_2,N00003004,Fermanagh and Omagh,249,47,1011,1
Kesh Ederney and Lack_2,N00003005,Fermanagh and Omagh,2735,1998,3708,7
Lisbellaw,N00003006,Fermanagh and Omagh,3438,2113,3808,8
Lisbellaw,N00003007,Fermanagh and Omagh,2085,1001,3744,5
Lisbellaw,N00003008,Fermanagh and Omagh,3260,3283,3405,8
Lisbellaw,N00003009,Fermanagh and Omagh,3187,3549,3286,8
Lisbellaw,N00003010,Fermanagh and Omagh,3022,3923,2366,7
Lisbellaw,N00003011,Fermanagh and Omagh,2190,2708,1755,5
Lisbellaw,N00003012,Fermanagh and Omagh,2467,1838,2685,6
Lisnarrick,N00003013,Fermanagh and Omagh,1599,749,2737,4
Lisnarrick,N00003014,Fermanagh and Omagh,2719,1745,3059,6
Lisnarrick,N00003015,Fermanagh and Omagh,2592,2178,3228,6
Lisnarrick,N00003016,Fermanagh and Omagh,1912,882,3196,5
Lisnarrick,N00003017,Fermanagh and Omagh,2375,1978,2977,6
Lisnaskea,N00003018,Fermanagh and Omagh,984,584,1156,3
Lisnaskea,N00003019,Fermanagh and Omagh,678,1633,394,2
Lisnaskea,N00003020,Fermanagh and Omagh,2405,2760,2249,6
Lisnaskea,N00003021,Fermanagh and Omagh,1179,573,1465,3
Lisnaskea,N00003022,Fermanagh and Omagh,1545,693,1930,4
Lisnaskea,N00003023,Fermanagh and Omagh,277,412,416,1
Lisnaskea,N00003024,Fermanagh and Omagh,1800,1680,1358,4
Maguires Bridge,N00003025,Fermanagh and Omagh,2517,2232,2427,6
