SA2011,DZ2021_cd,weight
N00000097,N20000043,0.2281103832256898
N00000097,N20000047,0.1946340703194287
N00000097,N20000049,0.06735691175329513
N00000097,N20000040,0.01832745201748199
N00000097,N20000045,0.00486927511793428
N00000097,N20000044,0.002448359174395642
N00000097,N20000039,0.0006323325392127976
N00000098,N20000039,0.4848731932518812
N00000098,N20000038,0.21395019027115295
N00000098,N20000035,0.09951515874510292
N00000098,N20000042,0.08784933273808491
N00000098,N20000047,0.06052306595611322
N00000098,N20000043,0.0515176429990633
N00000098,N20000041,0.0014669630517628717
N00000098,N20000037,0.000300926311776348
N00000098,N20000040,3.5266750640618184e-06
N00000099,N20000047,0.892015769215981
N00000099,N20000049,0.10798149197846814
N00000099,N20000054,1.4455044353164867e-06
N00000099,N20000057,1.2933011161048311e-06
N00000100,N20000049,0.9962744669970924
N00000100,N20000045,0.002694060704780329
N00000100,N20000057,0.001031472298129905
N00000101,N20000037,0.6351449744993297
N00000101,N20000040,0.36263771657080707
N00000101,N20000041,0.0021002916949105035
N00000101,N20000035,0.00011701723496155783
N00000102,N20000037,0.3318215987926059
N00000102,N20000039,0.32882760825676266
N00000102,N20000040,0.24180091854069938
N00000102,N20000041,0.09754987440993657
N00000103,N20000038,0.4656142938347601
N00000103,N20000035,0.40334148826161786
N00000103,N20000039,0.08006354676839578
N00000103,N20000036,0.035745227518687264
N00000103,N20000037,0.014938073995581051
N00000103,N20000042,0.0002632481037460829
N00000103,N20000010,3.105733872687966e-05
N00000103,N20000013,2.783531230327489e-06
N00000104,N20000035,0.690214183404865
N00000104,N20000037,0.16409934702544857
N00000104,N20000040,0.1445266729244179
N00000104,N20000041,0.0011597966452663777
N00000105,N20000054,0.8775786083944178
N00000105,N20000047,0.10711937582887332
N00000105,N20000050,0.008097661866245665
N00000105,N20000046,0.007204353910461539
N00000106,N20000050,0.535938081817689
N00000106,N20000054,0.46403700749294646
N00000106,N20000055,2.245131208864113e-05
N00000106,N20000046,2.459377269968461e-06
N00000107,N20000050,0.5520956742080073
N00000107,N20000055,0.44737601870791055
N00000107,N20000053,0.0005244543942970779
N00000107,N20000056,3.181306364024157e-06
N00000108,N20000047,0.5404653789517329
N00000108,N20000046,0.2443114532714526
N00000108,N20000054,0.2152202944690886
N00000108,N20000042,2.8733077184160773e-06
N00000109,N20000046,0.8273407518843792
N00000109,N20000047,0.17252640494638968
N00000109,N20000050,0.00011734866633041974
N00000109,N20000042,1.4987323088143808e-05
N00000110,N20000050,0.6594130015832292
N00000110,N20000046,0.340577944046407
N00000110,N20000038,5.539655575566763e-06
N00000110,N20000054,3.2885130699443535e-06
N00000111,N20000065,0.45645128153154296
N00000111,N20000061,0.3678720943155432
N00000111,N20000060,0.17535585381164737
N00000111,N20000059,0.00026578205767208266
N00000111,N20000056,5.4988283595042926e-05
N00000112,N20000056,0.5372231845938858
N00000112,N20000060,0.45975211417038164
N00000112,N20000059,0.0012079080705969644
N00000112,N20000061,0.0010267270931777492
N00000112,N20000055,0.0007900660719556353
N00000113,N20000059,0.7252139940795562
N00000113,N20000064,0.13552024921412875
N00000113,N20000060,0.11607665298528143
N00000113,N20000056,0.018525597736291803
N00000113,N20000053,0.004350952105682121
N00000113,N20000065,0.0003125538790576893
N00000114,N20000064,0.5296053438464416
N00000114,N20000065,0.4040058868336796
N00000114,N20000059,0.06517876575431504
N00000114,N20000060,0.001200111916661686
N00000114,N20000067,5.991727511934308e-06
N00000114,N20000070,3.899921395838583e-06
N00000115,N20000053,0.8375926181710196
N00000115,N20000059,0.16059748802326176
N00000115,N20000051,0.0018098938057278151
N00000116,N20000053,0.6640531533061704
N00000116,N20000056,0.33579686008374543
N00000116,N20000050,0.00013913698232189848
N00000116,N20000055,1.0849627756598024e-05
N00000117,N20000053,0.49006925565882514
N00000117,N20000056,0.3953482173725116
N00000117,N20000059,0.11458252696865585
N00000118,N20000258,0.5579282400065908
N00000118,N20000261,0.25464386239454456
N00000118,N20000259,0.11912664134755889
N00000118,N20000257,0.06758799712416974
N00000118,N20000260,0.0006143266201346391
N00000118,N20000030,8.856536945291595e-05
N00000118,N20000026,1.0367137548577724e-05
N00000119,N20000260,0.5468961819907876
N00000119,N20000261,0.4389901965585624
N00000119,N20000259,0.008394720067092954
N00000119,N20000257,0.005398791956867625
N00000119,N20000258,0.0003201094266886274
N00000120,N20000261,0.9856387792867684
N00000120,N20000257,0.00895987499722304
N00000120,N20000262,0.002735468923089238
N00000120,N20000260,0.001978637024635846
N00000120,N20000258,0.0002966730965150402
N00000120,N20000026,0.00027134525500896234
N00000120,N20000122,0.00011922141676008117
N00000121,N20000258,0.7295462295053737
N00000121,N20000259,0.2704537704946268
N00000122,N20000258,0.6072394553080808
N00000122,N20000261,0.37183236941379405
N00000122,N20000263,0.012082252227235165
N00000122,N20000259,0.008740876663698102
N00000122,N20000030,0.00010504638719193757
N00000123,N20000258,0.6611689064528451
N00000123,N20000261,0.14206483285824717
N00000123,N20000260,0.13274674618867188
N00000123,N20000259,0.06401951450023549
N00000124,N20000258,0.713341485504478
N00000124,N20000263,0.28619283577715426
N00000124,N20000030,0.0002999407015018866
N00000124,N20000264,8.804899155407079e-05
N00000124,N20000073,7.216460079506097e-05
N00000124,N20000052,5.387701943651335e-06
N00000125,N20000007,0.8271698615737539
N00000125,N20000024,0.17255876535942558
N00000125,N20000009,0.00014146980029063037
N00000125,N20002585,8.023316805298203e-05
N00000125,N20002586,4.9670108905559955e-05
N00000126,N20000007,0.889294975359855
N00000126,N20000015,0.058821989583670006
N00000126,N20000024,0.05056727032503997
N00000126,N20000022,0.0012892313964741069
N00000126,N20002887,1.546138687393678e-05
N00000126,N20002585,1.1071913895950378e-05
N00000127,N20000024,0.7979422237778812
N00000127,N20000033,0.1617092430144042
N00000127,N20000022,0.03483980294617022
N00000127,N20000028,0.005178344016753464
N00000127,N20000015,0.00024730513001709357
N00000127,N20000007,8.308111477438803e-05
N00000128,N20000033,0.23873466310508837
N00000128,N20000024,0.07840636836411845
N00000128,N20000034,0.020429091279257433
N00000128,N20000015,0.002173306806871598
N00000128,N20000022,0.0010466596219704434
N00000129,N20000015,0.4522515428984978
N00000129,N20000024,0.028957621628447353
N00000129,N20002887,4.9161006240695216e-05
N00000130,N20003458,0.5409798786932682
N00000130,N20003462,0.18120820456411307
N00000130,N20003468,0.1363707470585174
N00000130,N20003471,0.11919206255687072
N00000130,N20003465,0.02224910712723319
N00000131,N20003461,0.8721987590453409
N00000131,N20003471,0.10144630317310663
N00000131,N20003463,0.018794652150647278
N00000131,N20003456,0.0066607205197659015
N00000131,N20003466,0.000878320785048412
N00000131,N20002498,1.953612340158276e-05
N00000132,N20003471,0.995402455262422
N00000132,N20003461,0.0045103905090551994
N00000132,N20003347,7.720798927781275e-05
N00000132,N20003352,9.946239043449065e-06
N00000133,N20003471,0.864485699517687
N00000133,N20003468,0.07958514936888313
N00000133,N20003465,0.047963514786631085
N00000133,N20003458,0.007716203265678534
N00000133,N20003462,0.0002494330611211625
N00000134,N20003456,0.4674767856142781
N00000134,N20003464,0.2408538491315533
N00000134,N20003462,0.13907055297385157
N00000134,N20003465,0.11220257240062978
N00000134,N20003463,0.04034156732945731
N00000134,N20003458,5.467255022656024e-05
N00000135,N20003456,0.6719808189074957
N00000135,N20003458,0.18330753604893343
N00000135,N20003465,0.12916305605039702
N00000135,N20003462,0.015542443184588934
N00000135,N20003464,6.145808585637617e-06
N00000136,N20003471,0.46403424070437166
N00000136,N20003463,0.19916535652303344
N00000136,N20003466,0.16022492160538104
N00000136,N20003468,0.09978049425036306
N00000136,N20003464,0.06776337276424163
N00000136,N20003465,0.007023636045888169
N00000136,N20003461,0.0017540912004340662
N00000136,N20003456,0.00025388690628773116
N00000137,N20003463,0.9904073606392751
N00000137,N20003466,0.009592639360719243
N00000138,N20003466,0.6659995955879339
N00000138,N20003461,0.24794115422575547
N00000138,N20003463,0.0860592501863103
N00000139,N20003535,0.8520805079886706
N00000139,N20003527,0.12200862032620438
N00000139,N20003526,0.022405302250034953
N00000139,N20003532,0.003505539508710882
N00000140,N20003535,0.6976969505536706
N00000140,N20003523,0.26834906260943076
N00000140,N20003524,0.015926996808123522
N00000140,N20003516,0.00914663974511559
N00000140,N20003526,0.005928101165090556
N00000140,N20003508,0.0016746846882658944
N00000140,N20003527,0.0012775644303044526
N00000141,N20003521,0.4825434828462362
N00000141,N20003518,0.2146619900724104
N00000141,N20003516,0.1720862974356214
N00000141,N20003524,0.12397960987191253
N00000141,N20003526,0.006728619773821763
N00000142,N20003524,0.9313798893574168
N00000142,N20003516,0.04903144063633376
N00000142,N20003526,0.017266248355837205
N00000142,N20003527,0.0021227359101323134
N00000142,N20003521,0.00019968574027979394
N00000143,N20003527,0.6175944409691817
