DZ2021_cd,DZ2021_nm,lgd1993,cath_1971,cath_1981,cath_1991,cath_2021,cath_growth_1971_2021
N20001938,Faughan_E6,DERRY,64.3,54.4,69.5,80.178,15.9
N20001937,Faughan_E5,DERRY,64.3,54.4,69.5,58.079,-6.2
N20001944,Faughan_H3,DERRY,64.3,54.4,69.5,73.279,9.0
N20001942,Faughan_H1,DERRY,64.3,54.4,69.5,85.077,20.8
N20001943,Faughan_H2,DERRY,64.3,54.4,69.5,71.484,7.2
N20001936,Faughan_E4,DERRY,64.3,54.4,69.5,52.305,-12.0
N20001924,Faughan_D5,DERRY,64.3,54.4,69.5,91.099,26.8
N20001927,Faughan_E2,DERRY,64.3,54.4,69.5,73.678,9.4
N20001465,Benbradagh_D6,LIMAVADY,52.4,38.4,51.7,74.739,22.3
N20001477,Benbradagh_E5,LIMAVADY,52.4,38.4,51.7,79.416,27.0
N20001472,Benbradagh_E4,LIMAVADY,52.4,38.4,51.7,94.945,42.5
N20001946,Sperrin_A1,DERRY,64.3,54.4,69.5,58.363,-5.9
N20001949,Sperrin_A2,DERRY,64.3,54.4,69.5,63.669,-0.6
N20001956,Sperrin_F2,DERRY,64.3,54.4,69.5,87.372,23.1
N20001953,Sperrin_A3,DERRY,64.3,54.4,69.5,94.943,30.6
N20001479,Benbradagh_E6,LIMAVADY,52.4,38.4,51.7,90.028,37.6
N20001480,Benbradagh_G3,LIMAVADY,52.4,38.4,51.7,74.773,22.4
N20002862,Carntogher_D4,MAGHERAFELT,54.7,38.5,58.9,93.271,38.6
N20001478,Benbradagh_G2,LIMAVADY,52.4,38.4,51.7,85.463,33.1
N20001476,Benbradagh_F7,LIMAVADY,52.4,38.4,51.7,96.138,43.7
N20001475,Benbradagh_F6,LIMAVADY,52.4,38.4,51.7,96.929,44.5
N20001473,Benbradagh_F4,LIMAVADY,52.4,38.4,51.7,93.478,41.1
N20001471,Benbradagh_F3,LIMAVADY,52.4,38.4,51.7,96.089,43.7
N20001474,Benbradagh_F5,LIMAVADY,52.4,38.4,51.7,87.692,35.3
N20001468,Benbradagh_E3,LIMAVADY,52.4,38.4,51.7,89.39,37.0
N20001469,Benbradagh_F1,LIMAVADY,52.4,38.4,51.7,95.84,43.4
N20001470,Benbradagh_F2,LIMAVADY,52.4,38.4,51.7,90.691,38.3
N20001467,Benbradagh_E2,LIMAVADY,52.4,38.4,51.7,7.937,-44.5
N20001464,Benbradagh_E1,LIMAVADY,52.4,38.4,51.7,19.115,-33.3
N20001466,Benbradagh_G1,LIMAVADY,52.4,38.4,51.7,61.548,9.1
N20001512,Limavady_F3,LIMAVADY,52.4,38.4,51.7,88.816,36.4
N20001511,Limavady_F2,LIMAVADY,52.4,38.4,51.7,30.511,-21.9
N20001508,Limavady_G2,LIMAVADY,52.4,38.4,51.7,46.438,-6.0
N20001506,Limavady_D6,LIMAVADY,52.4,38.4,51.7,35.991,-16.4
N20001501,Limavady_D4,LIMAVADY,52.4,38.4,51.7,47.633,-4.8
N20001503,Limavady_D5,LIMAVADY,52.4,38.4,51.7,47.406,-5.0
N20001502,Limavady_C5,LIMAVADY,52.4,38.4,51.7,29.73,-22.7
N20001497,Limavady_D3,LIMAVADY,52.4,38.4,51.7,42.986,-9.4
N20001491,Limavady_D1,LIMAVADY,52.4,38.4,51.7,49.034,-3.4
N20001492,Limavady_D2,LIMAVADY,52.4,38.4,51.7,50.957,-1.4
N20001487,Limavady_C1,LIMAVADY,52.4,38.4,51.7,24.051,-28.3
N20001486,Limavady_B1,LIMAVADY,52.4,38.4,51.7,44.604,-7.8
N20001488,Limavady_B2,LIMAVADY,52.4,38.4,51.7,38.421,-14.0
N20001493,Limavady_B4,LIMAVADY,52.4,38.4,51.7,45.318,-7.1
N20001495,Limavady_E1,LIMAVADY,52.4,38.4,51.7,32.601,-19.8
N20001490,Limavady_B3,LIMAVADY,52.4,38.4,51.7,44.35,-8.0
N20001489,Limavady_C2,LIMAVADY,52.4,38.4,51.7,33.482,-18.9
N20001494,Limavady_C3,LIMAVADY,52.4,38.4,51.7,51.22,-1.2
N20001499,Limavady_C4,LIMAVADY,52.4,38.4,51.7,35.505,-16.9
N20001505,Limavady_G1,LIMAVADY,52.4,38.4,51.7,43.907,-8.5
N20001504,Limavady_E5,LIMAVADY,52.4,38.4,51.7,50.449,-2.0
N20001500,Limavady_E4,LIMAVADY,52.4,38.4,51.7,62.443,10.0
N20001496,Limavady_E2,LIMAVADY,52.4,38.4,51.7,65.769,13.4
N20001498,Limavady_E3,LIMAVADY,52.4,38.4,51.7,54.334,1.9
N20001509,Limavady_E7,LIMAVADY,52.4,38.4,51.7,61.991,9.6
N20001507,Limavady_E6,LIMAVADY,52.4,38.4,51.7,63.619,11.2
N20001510,Limavady_G3,LIMAVADY,52.4,38.4,51.7,53.757,1.4
N20001457,Benbradagh_B2,LIMAVADY,52.4,38.4,51.7,19.751,-32.6
N20001459,Benbradagh_B3,LIMAVADY,52.4,38.4,51.7,40.826,-11.6
N20001513,Limavady_F4,LIMAVADY,52.4,38.4,51.7,57.324,4.9
N20001461,Benbradagh_D3,LIMAVADY,52.4,38.4,51.7,39.888,-12.5
N20001463,Benbradagh_D5,LIMAVADY,52.4,38.4,51.7,88.199,35.8
N20001462,Benbradagh_D4,LIMAVADY,52.4,38.4,51.7,84.375,32.0
N20001460,Benbradagh_D2,LIMAVADY,52.4,38.4,51.7,76.486,24.1
N20001458,Benbradagh_D1,LIMAVADY,52.4,38.4,51.7,64.202,11.8
N20001455,Benbradagh_C2,LIMAVADY,52.4,38.4,51.7,96.131,43.7
N20001454,Benbradagh_C1,LIMAVADY,52.4,38.4,51.7,93.156,40.8
N20001456,Benbradagh_C3,LIMAVADY,52.4,38.4,51.7,92.727,40.3
N20001448,Benbradagh_A2,LIMAVADY,52.4,38.4,51.7,50.0,-2.4
N20001450,Benbradagh_A4,LIMAVADY,52.4,38.4,51.7,58.719,6.3
N20001453,Benbradagh_A7,LIMAVADY,52.4,38.4,51.7,68.432,16.0
N20001452,Benbradagh_A6,LIMAVADY,52.4,38.4,51.7,56.021,3.6
N20001447,Benbradagh_A1,LIMAVADY,52.4,38.4,51.7,57.568,5.2
N20001451,Benbradagh_A5,LIMAVADY,52.4,38.4,51.7,59.15,6.8
N20001449,Benbradagh_A3,LIMAVADY,52.4,38.4,51.7,58.155,5.8
N20001446,Benbradagh_B1,LIMAVADY,52.4,38.4,51.7,33.267,-19.1
N20001484,Limavady_A4,LIMAVADY,52.4,38.4,51.7,25.239,-27.2
N20001483,Limavady_A3,LIMAVADY,52.4,38.4,51.7,57.506,5.1
N20001485,Limavady_F1,LIMAVADY,52.4,38.4,51.7,26.304,-26.1
N20001520,Bann_B5,COLERAINE,23.9,18.1,22.4,8.0,-15.9
N20001482,Limavady_A2,LIMAVADY,52.4,38.4,51.7,52.241,-0.2
N20001517,Bann_B2,COLERAINE,23.9,18.1,22.4,28.783,4.9
N20001481,Limavady_A1,LIMAVADY,52.4,38.4,51.7,70.196,17.8
N20001808,Ballyarnett_D1,DERRY,64.3,54.4,69.5,96.482,32.2
N20001814,Ballyarnett_D4,DERRY,64.3,54.4,69.5,98.11,33.8
N20001812,Ballyarnett_C2,DERRY,64.3,54.4,69.5,85.431,21.1
N20001816,Ballyarnett_D5,DERRY,64.3,54.4,69.5,94.035,29.7
N20001819,Ballyarnett_F1,DERRY,64.3,54.4,69.5,95.682,31.4
N20001827,Ballyarnett_F2,DERRY,64.3,54.4,69.5,92.491,28.2
N20001826,Ballyarnett_D6,DERRY,64.3,54.4,69.5,91.667,27.4
N20001825,Ballyarnett_H2,DERRY,64.3,54.4,69.5,91.977,27.7
N20001809,Ballyarnett_D2,DERRY,64.3,54.4,69.5,92.663,28.4
N20001810,Ballyarnett_D3,DERRY,64.3,54.4,69.5,95.074,30.8
N20001824,Ballyarnett_H1,DERRY,64.3,54.4,69.5,95.246,30.9
N20001806,Ballyarnett_C1,DERRY,64.3,54.4,69.5,92.792,28.5
N20001804,Ballyarnett_A2,DERRY,64.3,54.4,69.5,91.684,27.4
N20001805,Ballyarnett_A3,DERRY,64.3,54.4,69.5,91.918,27.6
N20001807,Ballyarnett_A4,DERRY,64.3,54.4,69.5,91.2,26.9
N20001909,Faughan_A1,DERRY,64.3,54.4,69.5,91.279,27.0
N20001910,Faughan_A2,DERRY,64.3,54.4,69.5,76.398,12.1
N20001911,Faughan_A3,DERRY,64.3,54.4,69.5,85.366,21.1
N20001803,Ballyarnett_A1,DERRY,64.3,54.4,69.5,88.697,24.4
N20001908,Faughan_D1,DERRY,64.3,54.4,69.5,52.184,-12.1
N20001915,Faughan_D2,DERRY,64.3,54.4,69.5,59.791,-4.5
N20001917,Faughan_C1,DERRY,64.3,54.4,69.5,49.723,-14.6
N20001919,Faughan_C3,DERRY,64.3,54.4,69.5,63.973,-0.3
N20001918,Faughan_C2,DERRY,64.3,54.4,69.5,51.794,-12.5
N20001916,Faughan_B2,DERRY,64.3,54.4,69.5,58.205,-6.1
N20001914,Faughan_B1,DERRY,64.3,54.4,69.5,61.806,-2.5
N20001920,Faughan_C4,DERRY,64.3,54.4,69.5,60.194,-4.1
N20001923,Faughan_E1,DERRY,64.3,54.4,69.5,78.234,13.9
N20001922,Faughan_D4,DERRY,64.3,54.4,69.5,30.864,-33.4
N20001872,Waterside_C5,DERRY,64.3,54.4,69.5,58.796,-5.5
N20001861,Waterside_C3,DERRY,64.3,54.4,69.5,70.27,6.0
N20001858,Waterside_C1,DERRY,64.3,54.4,69.5,70.297,6.0
N20001912,Faughan_A4,DERRY,64.3,54.4,69.5,83.851,19.6
N20001913,Faughan_A5,DERRY,64.3,54.4,69.5,81.575,17.3
N20001921,Faughan_D3,DERRY,64.3,54.4,69.5,62.04,-2.3
N20001850,Waterside_A1,DERRY,64.3,54.4,69.5,57.964,-6.3
N20001834,Ballyarnett_H3,DERRY,64.3,54.4,69.5,93.671,29.4
N20001840,Ballyarnett_H4,DERRY,64.3,54.4,69.5,89.286,25.0
N20001838,Ballyarnett_K3,DERRY,64.3,54.4,69.5,93.725,29.4
N20001836,Ballyarnett_K2,DERRY,64.3,54.4,69.5,97.343,33.0
N20001830,Ballyarnett_K1,DERRY,64.3,54.4,69.5,98.358,34.1
N20001828,Ballyarnett_F3,DERRY,64.3,54.4,69.5,93.258,29.0
N20001843,Ballyarnett_L1,DERRY,64.3,54.4,69.5,93.276,29.0
N20001844,Ballyarnett_K4,DERRY,64.3,54.4,69.5,95.542,31.2
N20001847,Ballyarnett_L3,DERRY,64.3,54.4,69.5,93.73,29.4
N20001777,Foyleside_B3,DERRY,64.3,54.4,69.5,93.214,28.9
N20001772,Foyleside_B2,DERRY,64.3,54.4,69.5,90.833,26.5
N20001771,Foyleside_B1,DERRY,64.3,54.4,69.5,89.262,25.0
N20001781,Foyleside_B4,DERRY,64.3,54.4,69.5,90.644,26.3
N20001789,Foyleside_F1,DERRY,64.3,54.4,69.5,78.697,14.4
N20001854,Waterside_A3,DERRY,64.3,54.4,69.5,48.805,-15.5
N20001860,Waterside_A5,DERRY,64.3,54.4,69.5,56.021,-8.3
N20001851,Waterside_A2,DERRY,64.3,54.4,69.5,69.679,5.4
N20001852,Waterside_B1,DERRY,64.3,54.4,69.5,31.827,-32.5
N20001853,Waterside_B2,DERRY,64.3,54.4,69.5,11.977,-52.3
N20001856,Waterside_B3,DERRY,64.3,54.4,69.5,7.045,-57.3
N20001859,Waterside_C2,DERRY,64.3,54.4,69.5,50.871,-13.4
N20001857,Waterside_B4,DERRY,64.3,54.4,69.5,14.319,-50.0
N20001855,Waterside_A4,DERRY,64.3,54.4,69.5,42.89,-21.4
N20001864,Waterside_D3,DERRY,64.3,54.4,69.5,28.086,-36.2
N20001868,Waterside_E2,DERRY,64.3,54.4,69.5,17.1,-47.2
N20001865,Waterside_D4,DERRY,64.3,54.4,69.5,26.087,-38.2
N20001862,Waterside_D1,DERRY,64.3,54.4,69.5,22.622,-41.7
N20001863,Waterside_D2,DERRY,64.3,54.4,69.5,44.176,-20.1
N20001867,Waterside_C4,DERRY,64.3,54.4,69.5,45.695,-18.6
N20001871,Waterside_D5,DERRY,64.3,54.4,69.5,36.285,-28.0
N20001878,Waterside_F3,DERRY,64.3,54.4,69.5,51.724,-12.6
N20001879,Waterside_F4,DERRY,64.3,54.4,69.5,27.027,-37.3
N20001875,Waterside_F2,DERRY,64.3,54.4,69.5,31.818,-32.5
N20001873,Waterside_F1,DERRY,64.3,54.4,69.5,26.316,-38.0
N20001880,Waterside_G2,DERRY,64.3,54.4,69.5,17.784,-46.5
N20001881,Waterside_G3,DERRY,64.3,54.4,69.5,88.125,23.8
N20001874,Waterside_E5,DERRY,64.3,54.4,69.5,74.153,9.9
N20001870,Waterside_E4,DERRY,64.3,54.4,69.5,60.0,-4.3
N20001876,Waterside_G1,DERRY,64.3,54.4,69.5,8.35,-56.0
N20001869,Waterside_E3,DERRY,64.3,54.4,69.5,11.417,-52.9
N20001866,Waterside_E1,DERRY,64.3,54.4,69.5,13.279,-51.0
N20001877,Waterside_L1,DERRY,64.3,54.4,69.5,64.583,0.3
N20001756,The_Moor_G2,DERRY,64.3,54.4,69.5,78.086,13.8
N20001754,The_Moor_G1,DERRY,64.3,54.4,69.5,8.966,-55.3
N20001750,The_Moor_C4,DERRY,64.3,54.4,69.5,87.081,22.8
N20001758,The_Moor_F2,DERRY,64.3,54.4,69.5,93.722,29.4
N20001761,The_Moor_G3,DERRY,64.3,54.4,69.5,90.299,26.0
N20001759,The_Moor_F3,DERRY,64.3,54.4,69.5,95.711,31.4
N20001753,The_Moor_E1,DERRY,64.3,54.4,69.5,96.006,31.7
N20001751,The_Moor_F1,DERRY,64.3,54.4,69.5,95.817,31.5
N20001748,The_Moor_B7,DERRY,64.3,54.4,69.5,92.92,28.6
N20001747,The_Moor_B6,DERRY,64.3,54.4,69.5,93.971,29.7
N20001739,The_Moor_A3,DERRY,64.3,54.4,69.5,94.417,30.1
N20001737,The_Moor_B2,DERRY,64.3,54.4,69.5,91.864,27.6
N20001740,The_Moor_B4,DERRY,64.3,54.4,69.5,90.756,26.5
N20001741,The_Moor_C1,DERRY,64.3,54.4,69.5,88.92,24.6
N20001738,The_Moor_B3,DERRY,64.3,54.4,69.5,90.745,26.4
N20001746,The_Moor_B5,DERRY,64.3,54.4,69.5,95.93,31.6
N20001745,The_Moor_C3,DERRY,64.3,54.4,69.5,93.123,28.8
N20001743,The_Moor_C2,DERRY,64.3,54.4,69.5,71.667,7.4
N20001802,Foyleside_F5,DERRY,64.3,54.4,69.5,83.083,18.8
N20001801,Foyleside_F4,DERRY,64.3,54.4,69.5,83.893,19.6
N20001800,Foyleside_G4,DERRY,64.3,54.4,69.5,81.25,17.0
N20001798,Foyleside_F3,DERRY,64.3,54.4,69.5,87.251,23.0
N20001797,Foyleside_F2,DERRY,64.3,54.4,69.5,71.341,7.0
N20001790,Foyleside_D4,DERRY,64.3,54.4,69.5,71.507,7.2
N20001793,Foyleside_D6,DERRY,64.3,54.4,69.5,76.596,12.3
N20001794,Foyleside_D7,DERRY,64.3,54.4,69.5,71.975,7.7
N20001795,Foyleside_G1,DERRY,64.3,54.4,69.5,83.366,19.1
N20001791,Foyleside_D5,DERRY,64.3,54.4,69.5,88.414,24.1
N20001792,Foyleside_E6,DERRY,64.3,54.4,69.5,95.253,31.0
N20001796,Foyleside_G2,DERRY,64.3,54.4,69.5,92.628,28.3
N20001799,Foyleside_G3,DERRY,64.3,54.4,69.5,92.598,28.3
N20001735,The_Moor_B1,DERRY,64.3,54.4,69.5,86.417,22.1
N20001734,The_Moor_A1,DERRY,64.3,54.4,69.5,93.238,28.9
N20001732,The_Moor_H1,DERRY,64.3,54.4,69.5,93.465,29.2
N20001733,The_Moor_H2,DERRY,64.3,54.4,69.5,96.393,32.1
N20001736,The_Moor_A2,DERRY,64.3,54.4,69.5,94.903,30.6
N20001742,The_Moor_A4,DERRY,64.3,54.4,69.5,95.49,31.2
N20001749,The_Moor_D1,DERRY,64.3,54.4,69.5,96.226,31.9
N20001744,The_Moor_A5,DERRY,64.3,54.4,69.5,91.99,27.7
N20001752,The_Moor_D2,DERRY,64.3,54.4,69.5,96.976,32.7
N20001755,The_Moor_D3,DERRY,64.3,54.4,69.5,97.581,33.3
N20001760,The_Moor_D5,DERRY,64.3,54.4,69.5,97.669,33.4
N20001757,The_Moor_D4,DERRY,64.3,54.4,69.5,93.372,29.1
N20001768,Foyleside_A1,DERRY,64.3,54.4,69.5,83.471,19.2
N20001833,Ballyarnett_J2,DERRY,64.3,54.4,69.5,88.67,24.4
N20001770,Foyleside_A3,DERRY,64.3,54.4,69.5,97.414,33.1
N20001774,Foyleside_A5,DERRY,64.3,54.4,69.5,94.876,30.6
N20001779,Foyleside_C1,DERRY,64.3,54.4,69.5,94.068,29.8
N20001782,Foyleside_C3,DERRY,64.3,54.4,69.5,96.795,32.5
N20001786,Foyleside_C4,DERRY,64.3,54.4,69.5,94.614,30.3
N20001780,Foyleside_C2,DERRY,64.3,54.4,69.5,96.291,32.0
N20001785,Foyleside_E4,DERRY,64.3,54.4,69.5,97.861,33.6
N20001778,Foyleside_E2,DERRY,64.3,54.4,69.5,96.422,32.1
N20001773,Foyleside_A4,DERRY,64.3,54.4,69.5,95.749,31.4
N20001776,Foyleside_E1,DERRY,64.3,54.4,69.5,96.538,32.2
N20001783,Foyleside_E3,DERRY,64.3,54.4,69.5,95.904,31.6
N20001788,Foyleside_E5,DERRY,64.3,54.4,69.5,96.605,32.3
N20001787,Foyleside_D3,DERRY,64.3,54.4,69.5,87.5,23.2
N20001784,Foyleside_D2,DERRY,64.3,54.4,69.5,87.184,22.9
N20001775,Foyleside_D1,DERRY,64.3,54.4,69.5,91.391,27.1
N20001849,Ballyarnett_J5,DERRY,64.3,54.4,69.5,91.16,26.9
N20001848,Ballyarnett_L4,DERRY,64.3,54.4,69.5,96.223,31.9
N20001845,Ballyarnett_L2,DERRY,64.3,54.4,69.5,97.432,33.1
N20001846,Ballyarnett_J4,DERRY,64.3,54.4,69.5,98.438,34.1
N20001769,Foyleside_A2,DERRY,64.3,54.4,69.5,94.891,30.6
N20001842,Ballyarnett_G6,DERRY,64.3,54.4,69.5,98.23,33.9
N20001839,Ballyarnett_J3,DERRY,64.3,54.4,69.5,96.649,32.3
N20001829,Ballyarnett_E4,DERRY,64.3,54.4,69.5,94.775,30.5
N20001835,Ballyarnett_G3,DERRY,64.3,54.4,69.5,96.462,32.2
N20001832,Ballyarnett_G2,DERRY,64.3,54.4,69.5,89.593,25.3
N20001841,Ballyarnett_G5,DERRY,64.3,54.4,69.5,93.468,29.2
N20001837,Ballyarnett_G4,DERRY,64.3,54.4,69.5,96.36,32.1
N20001831,Ballyarnett_F4,DERRY,64.3,54.4,69.5,93.785,29.5
N20001821,Ballyarnett_E2,DERRY,64.3,54.4,69.5,96.4,32.1
N20001822,Ballyarnett_G1,DERRY,64.3,54.4,69.5,97.917,33.6
N20001817,Ballyarnett_B4,DERRY,64.3,54.4,69.5,91.533,27.2
N20001811,Ballyarnett_B1,DERRY,64.3,54.4,69.5,93.886,29.6
N20001813,Ballyarnett_B2,DERRY,64.3,54.4,69.5,91.724,27.4
N20001815,Ballyarnett_B3,DERRY,64.3,54.4,69.5,93.448,29.1
N20001818,Ballyarnett_E1,DERRY,64.3,54.4,69.5,90.37,26.1
N20001823,Ballyarnett_E3,DERRY,64.3,54.4,69.5,89.425,25.1
N20001820,Ballyarnett_J1,DERRY,64.3,54.4,69.5,94.391,30.1
N20001998,Derg_C1,STRABANE,56.9,49.4,61.8,85.655,28.8
N20001999,Derg_C2,STRABANE,56.9,49.4,61.8,96.98,40.1
N20002003,Derg_C3,STRABANE,56.9,49.4,61.8,93.59,36.7
N20002005,Derg_C4,STRABANE,56.9,49.4,61.8,81.013,24.1
N20002006,Derg_C5,STRABANE,56.9,49.4,61.8,66.123,9.2
N20002019,Derg_H2,STRABANE,56.9,49.4,61.8,58.264,1.4
N20002015,Derg_H1,STRABANE,56.9,49.4,61.8,24.624,-32.3
N20002018,Derg_F4,STRABANE,56.9,49.4,61.8,79.607,22.7
N20002012,Derg_F1,STRABANE,56.9,49.4,61.8,88.978,32.1
N20002014,Derg_F2,STRABANE,56.9,49.4,61.8,85.206,28.3
N20002020,Derg_F5,STRABANE,56.9,49.4,61.8,41.95,-14.9
N20002021,Derg_F6,STRABANE,56.9,49.4,61.8,34.181,-22.7
N20002016,Derg_F3,STRABANE,56.9,49.4,61.8,55.202,-1.7
N20002008,Derg_D2,STRABANE,56.9,49.4,61.8,29.984,-26.9
N20002013,Derg_D3,STRABANE,56.9,49.4,61.8,52.542,-4.4
N20002025,Derg_G3,STRABANE,56.9,49.4,61.8,29.614,-27.3
N20002022,Derg_F7,STRABANE,56.9,49.4,61.8,19.011,-37.9
N20002023,Derg_H3,STRABANE,56.9,49.4,61.8,84.915,28.0
N20002026,Derg_H4,STRABANE,56.9,49.4,61.8,85.327,28.4
N20002125,Erne_North_B2,FERMANAGH,52.5,43.0,54.9,56.818,4.3
N20002131,Erne_North_B4,FERMANAGH,52.5,43.0,54.9,90.023,37.5
N20002137,Erne_North_B5,FERMANAGH,52.5,43.0,54.9,85.496,33.0
N20002058,Erne_West_A2,FERMANAGH,52.5,43.0,54.9,82.459,30.0
N20002059,Erne_West_A3,FERMANAGH,52.5,43.0,54.9,85.68,33.2
N20002063,Erne_West_A4,FERMANAGH,52.5,43.0,54.9,72.388,19.9
N20002066,Erne_West_B2,FERMANAGH,52.5,43.0,54.9,88.49,36.0
N20002057,Erne_West_A1,FERMANAGH,52.5,43.0,54.9,54.591,2.1
N20002128,Erne_North_B3,FERMANAGH,52.5,43.0,54.9,91.793,39.3
N20002130,Erne_North_C3,FERMANAGH,52.5,43.0,54.9,26.697,-25.8
N20002081,Enniskillen_A1,FERMANAGH,52.5,43.0,54.9,41.188,-11.3
N20002083,Enniskillen_A3,FERMANAGH,52.5,43.0,54.9,26.293,-26.2
N20002060,Erne_West_B1,FERMANAGH,52.5,43.0,54.9,81.051,28.6
N20002062,Erne_West_D1,FERMANAGH,52.5,43.0,54.9,69.863,17.4
N20002064,Erne_West_D2,FERMANAGH,52.5,43.0,54.9,69.717,17.2
N20002065,Erne_West_C2,FERMANAGH,52.5,43.0,54.9,30.152,-22.3
N20002106,Enniskillen_D4,FERMANAGH,52.5,43.0,54.9,54.0,1.5
N20002087,Enniskillen_D2,FERMANAGH,52.5,43.0,54.9,54.577,2.1
N20002085,Enniskillen_D1,FERMANAGH,52.5,43.0,54.9,60.0,7.5
N20002061,Erne_West_C1,FERMANAGH,52.5,43.0,54.9,42.466,-10.0
N20002141,Erne_North_E2,FERMANAGH,52.5,43.0,54.9,8.971,-43.5
N20002143,Erne_North_E3,FERMANAGH,52.5,43.0,54.9,8.222,-44.3
N20002145,Erne_North_G1,FERMANAGH,52.5,43.0,54.9,40.862,-11.6
N20002084,Enniskillen_A4,FERMANAGH,52.5,43.0,54.9,31.619,-20.9
N20002094,Enniskillen_D3,FERMANAGH,52.5,43.0,54.9,69.728,17.2
N20002103,Enniskillen_E3,FERMANAGH,52.5,43.0,54.9,67.488,15.0
N20002105,Enniskillen_E4,FERMANAGH,52.5,43.0,54.9,49.627,-2.9
N20002101,Enniskillen_E2,FERMANAGH,52.5,43.0,54.9,70.136,17.6
N20002096,Enniskillen_E1,FERMANAGH,52.5,43.0,54.9,73.574,21.1
N20002091,Enniskillen_B3,FERMANAGH,52.5,43.0,54.9,77.284,24.8
N20002098,Enniskillen_B5,FERMANAGH,52.5,43.0,54.9,63.963,11.5
N20002095,Enniskillen_B4,FERMANAGH,52.5,43.0,54.9,86.25,33.8
N20002102,Enniskillen_F3,FERMANAGH,52.5,43.0,54.9,54.086,1.6
N20002099,Enniskillen_F2,FERMANAGH,52.5,43.0,54.9,64.304,11.8
N20002088,Enniskillen_F1,FERMANAGH,52.5,43.0,54.9,66.792,14.3
N20002089,Enniskillen_B2,FERMANAGH,52.5,43.0,54.9,75.758,23.3
N20002086,Enniskillen_B1,FERMANAGH,52.5,43.0,54.9,78.493,26.0
N20002149,Erne_North_G4,FERMANAGH,52.5,43.0,54.9,62.389,9.9
N20002092,Enniskillen_C2,FERMANAGH,52.5,43.0,54.9,60.751,8.3
N20002093,Enniskillen_C3,FERMANAGH,52.5,43.0,54.9,48.727,-3.8
N20002104,Enniskillen_F4,FERMANAGH,52.5,43.0,54.9,62.295,9.8
N20002097,Enniskillen_C4,FERMANAGH,52.5,43.0,54.9,48.333,-4.2
N20002100,Enniskillen_G1,FERMANAGH,52.5,43.0,54.9,53.359,0.9
N20002090,Enniskillen_C1,FERMANAGH,52.5,43.0,54.9,54.306,1.8
N20002148,Erne_North_G3,FERMANAGH,52.5,43.0,54.9,43.235,-9.3
N20002144,Erne_North_F3,FERMANAGH,52.5,43.0,54.9,74.738,22.2
N20002180,West_Tyrone_E5,OMAGH,62.1,45.1,64.3,46.552,-15.5
N20002140,Erne_North_E1,FERMANAGH,52.5,43.0,54.9,9.719,-42.8
N20002139,Erne_North_F1,FERMANAGH,52.5,43.0,54.9,36.18,-16.3
N20002082,Enniskillen_A2,FERMANAGH,52.5,43.0,54.9,14.014,-38.5
N20002138,Erne_North_D6,FERMANAGH,52.5,43.0,54.9,78.228,25.7
N20002133,Erne_North_D2,FERMANAGH,52.5,43.0,54.9,72.202,19.7
N20002136,Erne_North_D5,FERMANAGH,52.5,43.0,54.9,64.474,12.0
N20002134,Erne_North_D3,FERMANAGH,52.5,43.0,54.9,77.358,24.9
N20002135,Erne_North_D4,FERMANAGH,52.5,43.0,54.9,62.178,9.7
N20002132,Erne_North_D1,FERMANAGH,52.5,43.0,54.9,74.497,22.0
N20002129,Erne_North_C2,FERMANAGH,52.5,43.0,54.9,60.778,8.3
N20002175,West_Tyrone_E4,OMAGH,62.1,45.1,64.3,73.975,11.9
N20002160,West_Tyrone_E1,OMAGH,62.1,45.1,64.3,81.042,18.9
N20002124,Erne_North_A2,FERMANAGH,52.5,43.0,54.9,82.792,30.3
N20002123,Erne_North_C1,FERMANAGH,52.5,43.0,54.9,24.038,-28.5
N20002126,Erne_North_A3,FERMANAGH,52.5,43.0,54.9,25.631,-26.9
N20002127,Erne_North_A4,FERMANAGH,52.5,43.0,54.9,21.528,-31.0
N20002121,Erne_North_B1,FERMANAGH,52.5,43.0,54.9,41.297,-11.2
N20002122,Erne_North_A1,FERMANAGH,52.5,43.0,54.9,39.671,-12.8
N20002027,Derg_H5,STRABANE,56.9,49.4,61.8,26.601,-30.3
N20002028,Derg_H6,STRABANE,56.9,49.4,61.8,23.689,-33.2
N20002155,West_Tyrone_B3,OMAGH,62.1,45.1,64.3,62.901,0.8
N20002152,West_Tyrone_B1,OMAGH,62.1,45.1,64.3,61.793,-0.3
N20002151,West_Tyrone_A2,OMAGH,62.1,45.1,64.3,52.963,-9.1
N20002153,West_Tyrone_A3,OMAGH,62.1,45.1,64.3,33.27,-28.8
N20002181,Omagh_C1,OMAGH,62.1,45.1,64.3,48.966,-13.1
N20002194,Omagh_C4,OMAGH,62.1,45.1,64.3,91.503,29.4
N20002202,Omagh_C5,OMAGH,62.1,45.1,64.3,85.27,23.2
N20002214,Omagh_C6,OMAGH,62.1,45.1,64.3,91.514,29.4
N20002215,Omagh_F4,OMAGH,62.1,45.1,64.3,86.876,24.8
N20002156,West_Tyrone_A4,OMAGH,62.1,45.1,64.3,64.747,2.6
N20002154,West_Tyrone_B2,OMAGH,62.1,45.1,64.3,76.55,14.4
N20002157,West_Tyrone_C1,OMAGH,62.1,45.1,64.3,78.741,16.6
N20002163,West_Tyrone_E3,OMAGH,62.1,45.1,64.3,79.31,17.2
