code,name,LGD,EDM_score,EDM_rank,EDM_decile,Income_score,Income_rank,Employment_score,Employment_rank,Proximity to Services_score,Proximity to Services_rank
95MM100008,Creggan Central_1,,53.8,247,1,0.64,145,0.28,505,-0.17,2775
95MM110001,Creggan South,,58.65,162,1,0.64,139,0.31,308,-0.05,2427
95MM110002,Creggan South,,57.36,185,1,0.51,403,0.37,134,0.09,2038
95MM110003,Creggan South,,64.34,94,1,0.66,122,0.36,163,-0.02,2344
95MM110004,Creggan South,,50.53,325,1,0.59,225,0.26,614,0.17,1853
95MM110005,Creggan South,,64.03,95,1,0.73,65,0.32,277,-0.01,2289
95MM110006,Creggan South,,59.9,146,1,0.61,191,0.33,220,0.14,1929
95MM120001,Crevagh_1,,37.56,756,2,0.39,889,0.24,834,0.46,1355
95MM120002,Crevagh_2,,58.49,165,1,0.7,95,0.29,410,-0.09,2544
95MM120003,Crevagh_1,,50.07,336,1,0.53,341,0.28,466,0.28,1654
95MM120004,Crevagh_2,,69.73,58,1,0.78,49,0.36,157,0.06,2114
95MM120005,Crevagh_2,,67.93,68,1,0.66,123,0.38,104,0.15,1903
95MM120006,Crevagh_2,,36.99,780,2,0.48,488,0.2,1316,0.05,2137
95MM120007,Crevagh_3,,44.27,492,1,0.58,239,0.21,1137,0.1,2022
95MM120008,Crevagh_3,,67.51,72,1,0.7,89,0.36,153,0.18,1851
95MM120009,Crevagh_3,,14.45,3014,7,0.15,2856,0.14,2772,0.12,1956
95MM120010,Crevagh_3,,15.44,2882,6,0.13,3067,0.15,2368,0.17,1859
95MM120011,Crevagh_1,,14.33,3035,7,0.12,3325,0.15,2471,0.18,1836
95MM120012,Crevagh_1,,18.47,2484,5,0.19,2410,0.14,2615,0.56,1170
95MM130001,Culmore_5,,10.63,3552,8,0.09,3658,0.11,3576,0.34,1530
95MM130002,Culmore_1,,8.65,3874,8,0.07,4070,0.07,4500,0.6,1103
95MM130003,Culmore_5,,5.57,4466,9,0.03,4699,0.04,5005,0.46,1342
95MM130004,Culmore_5,,19.34,2353,5,0.21,2176,0.15,2404,0.37,1484
95MM130005,Culmore_5,,12.99,3208,7,0.12,3256,0.12,3223,0.42,1418
95MM130006,Culmore_1,,19.22,2376,5,0.16,2752,0.17,2047,0.5,1269
95MM130007,Culmore_4,,28.46,1368,3,0.34,1132,0.18,1761,0.43,1403
95MM130008,Culmore_4,,16.9,2677,6,0.19,2390,0.13,2876,0.4,1440
95MM130009,Culmore_4,,9.56,3737,8,0.12,3304,0.09,4187,0.21,1777
95MM130010,Culmore_3,,4.97,4567,10,0.04,4489,0.05,4834,0.13,1947
95MM130011,Culmore_3,,32.09,1072,3,0.37,991,0.21,1155,0.08,2072
95MM130012,Culmore_4,,46.62,424,1,0.52,385,0.27,586,0.15,1901
95MM130013,Culmore_3,,55.23,223,1,0.69,99,0.26,610,-0.01,2318
95MM130014,Culmore_3,,48.79,366,1,0.55,299,0.28,517,-0.06,2447
95MM130015,Culmore_2,,47.27,403,1,0.56,289,0.26,620,-0.11,2604
95MM130016,Culmore_2,,53.66,251,1,0.59,223,0.3,339,-0.27,3098
95MM130017,Culmore_2,,45.23,465,1,0.51,407,0.27,572,-0.1,2588
95MM130018,Culmore_2,,57.35,186,1,0.7,91,0.28,468,-0.15,2736
95MM130019,Culmore_1,,28.07,1391,3,0.24,1846,0.21,1272,0.65,1031
95MM140001,Ebrington_1,,1.76,4994,10,0.01,5009,0.06,4822,-0.42,3515
95MM140002,Ebrington_1,,9.59,3729,8,0.11,3383,0.12,3240,-0.3,3179
95MM140003,Ebrington_1,,38.29,729,2,0.45,599,0.25,729,-0.57,3915
95MM140004,Ebrington_1,,22.72,1953,4,0.29,1467,0.19,1557,-1.04,4709
95MM140005,Ebrington_2,,33.08,1008,3,0.32,1271,0.27,560,-1.18,4838
95MM140006,Ebrington_2,,48.4,373,1,0.47,505,0.33,242,-0.84,4431
95MM140007,Ebrington_2,,38.57,717,2,0.43,654,0.27,587,-1.27,4899
95MM140008,Ebrington_2,,40.03,659,2,0.39,867,0.3,365,-1.41,4963
95MM140009,Ebrington_2,,29.26,1286,3,0.35,1084,0.22,1013,-1.25,4882
95MM140010,Ebrington_2,,43.12,528,2,0.47,518,0.29,433,-1.4,4961
95MM150001,Eglinton_1,,16.21,2774,6,0.2,2290,0.13,3002,0.23,1737
95MM150002,Eglinton_1,,30.82,1161,3,0.3,1402,0.21,1183,0.57,1168
95MM150003,Eglinton_2,,12.86,3223,7,0.08,3903,0.12,3293,0.77,864
95MM150004,Eglinton_1,,9.22,3795,8,0.07,3946,0.07,4514,0.66,1011
95MM150005,Eglinton_2,,21.54,2086,5,0.19,2332,0.18,1817,0.43,1388
95MM150006,Eglinton_2,,14.47,3012,6,0.15,2880,0.11,3492,0.63,1050
95MM150007,Eglinton_2,,22.6,1966,4,0.24,1891,0.17,2003,0.44,1383
95MM150008,Eglinton_1,,10.01,3669,8,0.1,3587,0.07,4508,0.64,1047
95MM150009,Eglinton_2,,8.92,3837,8,0.06,4188,0.09,4014,0.5,1280
95MM150010,Eglinton_2,,18.63,2466,5,0.18,2474,0.14,2633,0.65,1026
95MM150011,Eglinton_1,,22.96,1926,4,0.21,2124,0.17,1894,0.62,1075
95MM160001,Enagh_2_Derry,,27.6,1428,3,0.21,2181,0.21,1176,0.72,932
95MM160002,Enagh_2_Derry,,20.29,2241,5,0.17,2576,0.16,2189,0.72,941
95MM160003,Enagh_1_Derry,,42.47,554,2,0.41,753,0.26,599,0.56,1172
95MM160004,Enagh_1_Derry,,48.81,364,1,0.54,338,0.26,608,0.5,1281
95MM160005,Enagh_1_Derry,,34.58,918,2,0.31,1305,0.24,784,0.44,1374
95MM160006,Enagh_1_Derry,,31.1,1139,3,0.37,971,0.19,1483,0.34,1532
95MM160007,Enagh_1_Derry,,46.56,427,1,0.49,466,0.27,552,0.4,1442
95MM160008,Enagh_2_Derry,,20.87,2172,5,0.13,3099,0.21,1277,0.13,1953
95MM160009,Enagh_2_Derry,,8.18,3971,8,0.04,4573,0.13,2982,-0.13,2665
95MM170001,Foyle Springs_1,,8.57,3893,8,0.1,3583,0.1,3900,0,2262
95MM170002,Foyle Springs_1,,16.4,2743,6,0.15,2811,0.16,2229,0.07,2088
95MM170003,Foyle Springs_1,,34.96,892,2,0.4,839,0.23,1003,0.1,2014
95MM170004,Foyle Springs_2,,55.84,211,1,0.58,249,0.34,214,-0.44,3587
95MM170005,Foyle Springs_2,,53.19,265,1,0.6,199,0.29,412,-0.2,2868
95MM170006,Foyle Springs_1,,13.48,3140,7,0.11,3377,0.15,2383,-0.05,2436
95MM170007,Foyle Springs_2,,60.92,138,1,0.54,334,0.41,76,-0.2,2873
95MM170008,Foyle Springs_2,,17.38,2623,6,0.13,3049,0.19,1663,-0.14,2712
95MM170009,Foyle Springs_2,,29.71,1241,3,0.34,1134,0.22,1095,-0.31,3222
95MM170010,Foyle Springs_1,,21.4,2100,5,0.17,2594,0.2,1388,0.04,2161
95MM180001,Holly Mount_1,,16.38,2746,6,0.12,3235,0.12,3166,0.99,582
95MM180002,Holly Mount_1,,15.67,2859,6,0.16,2664,0.13,2908,0.38,1482
95MM180003,Holly Mount_1,,23.73,1834,4,0.19,2356,0.18,1795,0.84,758
95MM180004,Holly Mount_2,,17.82,2567,6,0.18,2481,0.15,2441,0.34,1550
95MM180005,Holly Mount_2,,36.9,784,2,0.5,440,0.21,1253,-0.28,3127
95MM180006,Holly Mount_1,,50.87,316,1,0.47,504,0.29,400,0.83,769
95MM180007,Holly Mount_2,,16.07,2797,6,0.15,2801,0.16,2190,-0.04,2403
95MM180008,Holly Mount_2,,13.99,3082,7,0.17,2582,0.13,2877,-0.11,2602
95MM180009,Holly Mount_2,,12.17,3313,7,0.15,2800,0.1,3888,0.3,1613
95MM190001,Kilfennan_2,,21.26,2115,5,0.24,1853,0.18,1705,-0.29,3132
95MM190002,Kilfennan_2,,7.76,4054,9,0.11,3424,0.1,3845,-0.33,3269
95MM190003,Kilfennan_1,,9.04,3817,8,0.08,3887,0.13,2933,-0.35,3330
95MM190004,Kilfennan_1,,9.65,3719,8,0.1,3486,0.12,3201,-0.24,2987
95MM190005,Kilfennan_1,,9.61,3725,8,0.11,3419,0.12,3081,-0.41,3489
95MM190006,Kilfennan_1,,16.13,2793,6,0.12,3319,0.19,1528,-0.52,3771
95MM190007,Kilfennan_1,,12.55,3263,7,0.11,3349,0.16,2236,-0.5,3740
95MM190008,Kilfennan_2,,10.42,3599,8,0.13,3101,0.12,3230,-0.3,3196
95MM190009,Kilfennan_2,,9.42,3761,8,0.14,3015,0.11,3586,-0.4,3445
95MM190010,Kilfennan_2,,10.11,3652,8,0.12,3290,0.12,3233,-0.23,2981
95MM200001,Lisnagelvin_2,,4.93,4572,10,0.06,4245,0.1,3806,-0.69,4149
95MM200002,Lisnagelvin_2,,7.54,4098,9,0.11,3374,0.1,3719,-0.57,3906
95MM200003,Lisnagelvin_2,,23.58,1854,4,0.27,1633,0.2,1309,-0.82,4398
95MM200004,Lisnagelvin_2,,26.55,1518,4,0.27,1620,0.23,976,-0.68,4139
95MM200005,Lisnagelvin_2,,23.31,1889,4,0.25,1794,0.21,1227,-0.82,4388
95MM200006,Lisnagelvin_2,,15.83,2837,6,0.16,2679,0.17,1937,-0.56,3891
95MM200007,Lisnagelvin_1,,7.61,4089,9,0.08,3815,0.11,3379,-0.44,3586
95MM200008,Lisnagelvin_1,,43.1,529,2,0.46,541,0.28,475,-0.47,3678
95MM200009,Lisnagelvin_1,,44.05,499,1,0.41,755,0.32,282,-0.65,4076
95MM200010,Lisnagelvin_1,,17.93,2550,6,0.17,2623,0.19,1596,-0.52,3773
95MM200011,Lisnagelvin_1,,1.19,5013,10,0.02,4939,0.04,4964,-0.59,3940
95MM200012,Lisnagelvin_1,,23.53,1864,4,0.25,1771,0.2,1286,-0.54,3813
95MM210001,New Buildings_2,,7.07,4189,9,0.05,4445,0.1,3865,0.11,2001
95MM210002,New Buildings_1,,9.09,3812,8,0.05,4347,0.11,3593,0.38,1479
95MM210003,New Buildings_1,,24.98,1693,4,0.25,1810,0.19,1506,0.27,1659
95MM210004,New Buildings_1,,29.3,1283,3,0.24,1914,0.23,883,0.27,1660
95MM210005,New Buildings_2,,15.5,2875,6,0.12,3329,0.15,2322,0.33,1561
95MM210006,New Buildings_2,,13.35,3158,7,0.1,3477,0.14,2721,0.27,1676
95MM210007,New Buildings_2,,13.97,3085,7,0.11,3337,0.14,2724,0.33,1565
95MM210008,New Buildings_2,,20.11,2260,5,0.22,2022,0.16,2193,0.18,1829
95MM210009,New Buildings_1,,25.76,1606,4,0.16,2663,0.23,895,0.19,1821
95MM210010,New Buildings_1,,40.23,649,2,0.42,719,0.26,660,0.14,1915
95MM220001,Pennyburn_1,,23.98,1807,4,0.32,1252,0.18,1692,-0.63,4047
95MM220002,Pennyburn_2,,7.91,4022,9,0.08,3853,0.11,3521,-0.21,2909
95MM220003,Pennyburn_1,,26.68,1503,3,0.33,1201,0.19,1620,-0.04,2420
95MM220004,Pennyburn_2,,30.48,1187,3,0.34,1152,0.22,1029,-0.22,2937
95MM220005,Pennyburn_1,,22.03,2031,5,0.21,2170,0.21,1225,-0.55,3871
95MM220006,Pennyburn_2,,13.65,3125,7,0.12,3215,0.16,2073,-0.5,3723
95MM220007,Pennyburn_1,,16.91,2674,6,0.2,2264,0.17,1965,-0.76,4282
95MM220008,Pennyburn_2,,14.17,3059,7,0.13,3126,0.16,2129,-0.32,3255
95MM230001,Rosemount,,43.51,518,2,0.42,723,0.31,301,-0.92,4546
95MM230002,Rosemount,,40.53,631,2,0.43,679,0.28,487,-0.65,4075
95MM230003,Rosemount,,62.44,112,1,0.58,255,0.41,73,-0.44,3567
95MM230004,Rosemount,,40.62,627,2,0.38,908,0.3,335,-0.94,4572
95MM230005,Rosemount,,34.68,907,2,0.48,486,0.2,1306,-0.65,4085
95MM230006,Rosemount,,25.08,1685,4,0.32,1282,0.2,1449,-0.69,4161
95MM230007,Rosemount,,42.35,559,2,0.46,566,0.28,473,-0.65,4082
95MM230008,Rosemount,,27.55,1431,3,0.26,1670,0.24,823,-0.83,4416
95MM240001,Shantallow East,,59.93,145,1,0.65,136,0.34,198,-0.82,4391
95MM240002,Shantallow East,,31.63,1100,3,0.3,1403,0.26,607,-1,4653
95MM240003,Shantallow East,,28.76,1337,3,0.27,1640,0.25,731,-0.83,4420
95MM240004,Shantallow East,,73.42,37,1,0.99,1,0.35,167,-0.2,2870
95MM240005,Shantallow East,,47.89,387,1,0.57,269,0.27,555,-0.34,3309
95MM240006,Shantallow East,,55.8,214,1,0.55,308,0.35,169,-0.47,3655
95MM240007,Shantallow East,,46.12,440,1,0.45,575,0.31,292,-0.67,4124
95MM250001,Shantallow West_3,,31.05,1144,3,0.45,591,0.15,2373,0.33,1564
95MM250002,Shantallow West_4,,26.73,1498,3,0.35,1105,0.16,2153,0.4,1435
95MM250003,Shantallow West_3,,20.85,2175,5,0.35,1070,0.11,3616,0.09,2048
95MM250004,Shantallow West_3,,41.58,588,2,0.44,650,0.27,567,-0.04,2409
95MM250005,Shantallow West_2,,82.41,5,1,0.99,3,0.48,33,0.03,2197
95MM250006,Shantallow West_2,,48.97,360,1,0.57,282,0.27,543,-0.03,2358
95MM250007,Shantallow West_4,,10.66,3542,8,0.09,3694,0.11,3625,0.41,1429
95MM250008,Shantallow West_4,,24.86,1713,4,0.26,1669,0.18,1693,0.33,1566
95MM250009,Shantallow West_2,,38.04,737,2,0.46,570,0.22,1096,0.22,1766
95MM250010,Shantallow West_4,,15.17,2928,6,0.19,2347,0.11,3378,0.31,1602
95MM250011,Shantallow West_1,,46.55,428,1,0.6,205,0.23,1002,0.1,2026
95MM250012,Shantallow West_1,,51.61,303,1,0.64,143,0.26,657,-0.17,2787
95MM250013,Shantallow West_1,,57.94,174,1,0.66,124,0.29,407,0.13,1948
95MM250014,Shantallow West_1,,48.83,363,1,0.54,333,0.28,481,0,2266
95MM250015,Shantallow West_2,,53.53,255,1,0.59,222,0.29,446,0.22,1764
95MM250016,Shantallow West_3,,32.51,1044,3,0.42,714,0.19,1502,0.06,2130
95MM260001,Springtown_1,,52.68,280,1,0.63,153,0.26,611,0.03,2194
95MM260002,Springtown_2,,52.6,281,1,0.53,349,0.31,305,0.1,2029
95MM260003,Springtown_1,,46.67,422,1,0.5,437,0.28,482,0.02,2220
95MM260004,Springtown_1,,23.98,1805,4,0.18,2427,0.21,1141,0.08,2062
95MM260005,Springtown_1,,28.73,1342,3,0.32,1279,0.2,1298,0.08,2064
95MM260006,Springtown_2,,24.48,1755,4,0.18,2489,0.22,1065,0.11,2006
95MM260007,Springtown_2,,17.41,2618,6,0.15,2809,0.16,2182,0.27,1675
95MM260008,Springtown_2,,15.99,2807,6,0.18,2450,0.13,2909,0.27,1680
95MM260009,Springtown_1,,50.93,315,1,0.54,322,0.29,393,0.03,2183
95MM270001,Strand_1_Derry,,39.15,693,2,0.36,1053,0.3,337,-1.02,4677
95MM270002,Strand_1_Derry,,36.85,786,2,0.34,1123,0.29,419,-0.96,4599
95MM270003,Strand_1_Derry,,43.96,502,1,0.39,868,0.33,222,-1.24,4878
95MM270004,Strand_1_Derry,,66.16,81,1,0.68,105,0.39,91,-1.23,4869
95MM270005,Strand_1_Derry,,49.01,358,1,0.56,290,0.3,380,-1.26,4892
95MM270006,Strand_1_Derry,,71.99,49,1,0.7,86,0.49,31,-1.18,4837
95MM270007,Strand_1_Derry,,53.85,246,1,0.6,211,0.32,286,-1.05,4714
95MM270008,Strand_1_Derry,,80.28,13,1,0.93,17,0.64,10,-1.1,4770
95MM270009,Strand_2_Derry,,15.9,2824,6,0.18,2533,0.17,1938,-0.81,4380
95MM270010,Strand_2_Derry,,24.94,1699,4,0.3,1410,0.2,1358,-0.62,4011
95MM270011,Strand_2_Derry,,38.9,704,2,0.44,642,0.26,633,-0.59,3937
95MM270012,Strand_2_Derry,,31.08,1141,3,0.36,1051,0.23,918,-0.66,4107
95MM270013,Strand_2_Derry,,25.51,1637,4,0.35,1106,0.19,1574,-0.78,4341
95MM280001,The Diamond,,80.72,11,1,0.91,21,0.73,2,-1.63,5011
95MM280002,The Diamond,,63.54,103,1,0.64,144,0.39,100,-1.55,4996
95MM280003,The Diamond,,48.4,374,1,0.53,343,0.3,346,-1.38,4947
95MM280004,The Diamond,,33.34,987,2,0.35,1067,0.26,645,-1.45,4979
95MM280005,The Diamond,,45.44,458,1,0.46,533,0.31,320,-1.18,4835
95MM280006,The Diamond,,58.24,171,1,0.59,220,0.36,151,-1.01,4665
95MM280007,The Diamond,,36.75,793,2,0.4,789,0.26,635,-0.75,4276
95MM280008,The Diamond,,56.46,205,1,0.58,252,0.34,203,-0.33,3283
95MM290001,Victoria_Derry,,70.84,51,1,0.76,55,0.41,71,-1.2,4847
95MM290002,Victoria_Derry,,29.46,1267,3,0.38,941,0.21,1151,-1.13,4789
95MM290003,Victoria_Derry,,64.01,96,1,0.55,311,0.51,26,-0.9,4503
95MM290004,Victoria_Derry,,43.34,523,2,0.47,507,0.29,452,-0.87,4471
95MM290005,Victoria_Derry,,51.96,296,1,0.6,207,0.3,370,-1.02,4679
95MM290006,Victoria_Derry,,20.99,2150,5,0.23,1934,0.19,1486,-0.74,4248
95MM290007,Victoria_Derry,,39.08,697,2,0.36,1020,0.3,350,-1.08,4749
95MM290008,Victoria_Derry,,45.3,462,1,0.51,412,0.28,467,-0.58,3917
95MM290009,Victoria_Derry,,25.74,1610,4,0.34,1137,0.19,1612,-0.45,3597
95MM300001,Westland,,58.29,169,1,0.57,273,0.38,118,-0.92,4541
95MM300002,Westland,,62.21,116,1,0.58,256,0.42,68,-0.68,4135
95MM300003,Westland,,52,294,1,0.57,261,0.31,307,-0.78,4342
95MM300004,Westland,,68.86,60,1,0.68,106,0.44,56,-0.88,4478
95MM300005,Westland,,67.11,74,1,0.77,51,0.36,166,-0.48,3688
95MM300006,Westland,,50.34,329,1,0.54,328,0.31,306,-0.73,4224
95MM300007,Westland,,42.5,553,2,0.39,874,0.32,279,-0.86,4460
95NN010001,Ardglass_1,,34.53,924,2,0.41,747,0.19,1470,0.57,1160
95NN010002,Ardglass_2,,31.27,1123,3,0.28,1566,0.22,1126,0.76,880
95NN010003,Ardglass_1,,24.42,1759,4,0.28,1538,0.16,2213,0.61,1097
95NN010004,Ardglass_1,,10.47,3583,8,0.07,4022,0.08,4425,0.88,714
95NN010005,Ardglass_1,,35.79,848,2,0.38,945,0.21,1152,0.78,849
95NN010006,Ardglass_2,,13.47,3142,7,0.13,3073,0.1,3749,0.69,973
95NN010007,Ardglass_2,,26.78,1491,3,0.22,2041,0.2,1393,0.74,904
95NN010008,Ardglass_2,,46.58,426,1,0.44,628,0.27,559,0.91,681
95NN020001,Audley's Acre,,7.67,4078,9,0.08,3813,0.13,3009,-1.05,4717
95NN020002,Audley's Acre,,6.38,4313,9,0.06,4260,0.08,4210,0.04,2163
95NN020003,Audley's Acre,,7.32,4149,9,0.05,4302,0.13,2865,-0.78,4332
95NN020004,Audley's Acre,,6.87,4230,9,0.05,4365,0.11,3525,-0.17,2799
95NN020005,Audley's Acre,,44.42,490,1,0.5,429,0.28,469,-0.88,4486
95NN020006,Audley's Acre,,22.47,1976,4,0.3,1377,0.18,1680,-1.24,4872
95NN030001,Ballymaglave_2,,20.93,2160,5,0.19,2362,0.18,1788,0.28,1655
95NN030002,Ballymaglave_2,,24.87,1712,4,0.27,1577,0.19,1621,0.1,2010
95NN030003,Ballymaglave_1,,10.19,3642,8,0.13,3136,0.13,2898,-0.78,4333
95NN030004,Ballymaglave_2,,3.83,4775,10,0.02,4937,0.06,4783,0.05,2134
95NN030005,Ballymaglave_1,,7.17,4173,9,0.09,3745,0.1,3763,-0.32,3226
95NN030006,Ballymaglave_2,,22.62,1962,4,0.34,1148,0.16,2247,-0.43,3549
95NN030007,Ballymaglave_1,,9.17,3803,8,0.15,2823,0.08,4246,-0.19,2837
95NN030008,Ballymaglave_1,,16.31,2756,6,0.19,2382,0.17,2002,-0.73,4228
95NN040001,Ballymote,,36.49,807,2,0.27,1597,0.32,284,-1.39,4956
95NN040002,Ballymote,,32.95,1019,3,0.15,2847,0.33,230,-1.01,4666
95NN040003,Ballymote,,42.65,549,2,0.46,553,0.29,428,-1.43,4971
95NN040004,Ballymote,,42.36,557,2,0.4,810,0.31,315,-0.77,4303
95NN040005,Ballymote,,40.26,646,2,0.44,631,0.28,507,-1.08,4750
95NN040006,Ballymote,,42.36,558,2,0.52,387,0.25,727,-0.44,3563
95NN040007,Ballymote,,59.89,147,1,0.74,63,0.3,362,-0.65,4079
95NN050001,Ballynahinch East,,12.63,3255,7,0.16,2712,0.12,3216,-0.07,2500
95NN050002,Ballynahinch East,,18.06,2533,6,0.24,1896,0.14,2609,-0.04,2416
95NN050003,Ballynahinch East,,20.38,2227,5,0.19,2303,0.19,1466,-0.35,3344
95NN050004,Ballynahinch East,,8.78,3858,8,0.13,3062,0.1,3885,-0.31,3213
95NN050005,Ballynahinch East,,30.86,1155,3,0.4,830,0.21,1177,-0.72,4207
95NN050006,Ballynahinch East,,44.7,478,1,0.49,464,0.28,513,-0.19,2851
95NN050007,Ballynahinch East,,8.06,3993,8,0.13,3131,0.07,4568,-0.05,2442
95NN050008,Ballynahinch East,,6.7,4258,9,0.08,3804,0.09,3941,-0.28,3126
95NN060001,Castlewellan_2,,20.63,2200,5,0.12,3190,0.14,2626,1.24,284
95NN060002,Castlewellan_2,,24.98,1692,4,0.23,1965,0.19,1462,0.39,1450
95NN060003,Castlewellan_2,,26.38,1534,4,0.24,1827,0.19,1666,0.78,850
95NN060004,Castlewellan_1,,31.14,1133,3,0.35,1117,0.2,1419,0.55,1197
95NN060005,Castlewellan_2,,16.17,2782,6,0.23,1995,0.1,3661,0.37,1496
95NN060006,Castlewellan_1,,10.98,3498,7,0.09,3651,0.11,3475,0.36,1507
95NN060007,Castlewellan_1,,28.94,1316,3,0.3,1431,0.2,1376,0.5,1273
95NN060008,Castlewellan_1,,36.78,790,2,0.36,1010,0.24,855,0.58,1150
95NN070001,Cathedral_2,,42.77,542,2,0.31,1353,0.36,147,-1.48,4987
95NN070002,Cathedral_2,,7.74,4058,9,0.06,4153,0.1,3905,0.13,1935
95NN070003,Cathedral_2,,9.25,3788,8,0.11,3451,0.13,2966,-0.68,4128
95NN070004,Cathedral_1,,13.65,3126,7,0.17,2566,0.15,2469,-0.73,4237
95NN070005,Cathedral_1,,7.98,4007,8,0.12,3287,0.1,3795,-0.43,3530
95NN070006,Cathedral_1,,51.93,297,1,0.55,300,0.31,287,-0.54,3821
95NN070007,Cathedral_1,,6.07,4365,9,0.1,3504,0.09,4176,-0.58,3927
95NN070008,Cathedral_2,,42.85,539,2,0.44,623,0.29,424,-0.47,3660
95NN070009,Cathedral_2,,60.79,141,1,0.53,348,0.46,46,-1.76,5019
95NN080001,Crossgar_1,,11.57,3419,7,0.07,4057,0.12,3079,0.47,1333
95NN080002,Crossgar_1,,13.91,3094,7,0.2,2212,0.11,3501,-0.03,2387
95NN080003,Crossgar_2,,6.19,4349,9,0.05,4285,0.09,4133,-0.02,2353
95NN080004,Crossgar_1,,18.95,2413,5,0.23,1959,0.16,2123,-0.22,2938
95NN080005,Crossgar_1,,9.81,3693,8,0.08,3783,0.07,4630,0.75,896
95NN080006,Crossgar_2,,26.17,1554,4,0.29,1468,0.19,1501,0.09,2044
95NN080007,Crossgar_2,,10.22,3630,8,0.06,4230,0.1,3715,0.63,1064
95NN080008,Crossgar_2,,8.35,3947,8,0.06,4192,0.1,3805,0.25,1715
95NN090001,Derryboy_1,,12.42,3282,7,0.04,4631,0.09,4085,1.19,337
95NN090002,Derryboy_1,,15.59,2869,6,0.08,3787,0.09,4127,1.31,216
95NN090003,Derryboy_1,,12.83,3226,7,0.09,3752,0.05,4896,1.2,323
95NN090004,Derryboy_2,,16.3,2759,6,0.07,3941,0.1,3657,1.31,220
95NN090005,Derryboy_1,,9.28,3784,8,0.03,4725,0.05,4880,1.06,495
95NN090006,Derryboy_2,,16.53,2721,6,0.16,2776,0.11,3507,0.94,639
95NN090007,Derryboy_2,,12.79,3232,7,0.1,3527,0.09,4111,0.94,638
95NN090008,Derryboy_2,,24.21,1781,4,0.23,1937,0.18,1843,0.65,1034
95NN100001,Donard_2,,16.61,2709,6,0.17,2585,0.14,2617,0.29,1625
95NN100002,Donard_1,,32.42,1049,3,0.3,1389,0.26,666,-0.28,3112
95NN100003,Donard_1,,12.27,3301,7,0.09,3635,0.12,3178,0.46,1346
95NN100004,Donard_2,,11.75,3389,7,0.07,3963,0.13,2855,0.28,1638
95NN100005,Donard_2,,7.88,4030,9,0.1,3552,0.07,4549,0.16,1881
95NN100006,Donard_1,,24.08,1792,4,0.15,2916,0.2,1334,0.78,845
95NN100007,Donard_1,,37.22,769,2,0.23,1996,0.3,368,0.47,1340
95NN100008,Donard_1,,12.49,3274,7,0.1,3579,0.1,3689,0.75,895
95NN100009,Donard_2,,4.8,4598,10,0.02,4918,0.08,4339,0.06,2129
95NN110001,Drumaness_2,,14.69,2985,6,0.06,4095,0.13,2959,0.97,601
95NN110002,Drumaness_1,,31.69,1095,3,0.32,1263,0.2,1430,0.86,736
95NN110003,Drumaness_2,,10.32,3611,8,0.1,3617,0.08,4371,0.66,1019
95NN110004,Drumaness_1,,15.84,2835,6,0.15,2796,0.11,3624,0.89,700
95NN110005,Drumaness_1,,14.62,2989,6,0.1,3508,0.1,3773,1.07,480
95NN110006,Drumaness_2,,20.86,2174,5,0.16,2753,0.14,2590,1.12,423
95NN110007,Drumaness_2,,19.96,2295,5,0.17,2572,0.16,2272,0.72,939
95NN110008,Drumaness_1,,25.6,1624,4,0.24,1857,0.17,1866,0.84,755
95NN120001,Dundrum,,12.15,3318,7,0.11,3427,0.08,4203,0.82,780
95NN120002,Dundrum,,41.64,585,2,0.41,770,0.26,661,0.61,1099
95NN120003,Dundrum,,15.07,2941,6,0.12,3230,0.14,2698,0.49,1292
95NN120004,Dundrum,,33.77,963,2,0.41,771,0.19,1518,0.53,1223
95NN120005,Dundrum,,8.64,3878,8,0.07,4078,0.07,4550,0.63,1069
95NN120006,Dundrum,,30.8,1163,3,0.36,1058,0.19,1482,0.46,1348
95NN120007,Dundrum,,16.18,2780,6,0.12,3332,0.13,2863,0.85,747
95NN130001,Dunmore,,25.38,1651,4,0.25,1805,0.16,2173,0.99,578
95NN130002,Dunmore,,10.48,3579,8,0.07,3962,0.07,4633,0.93,654
95NN130003,Dunmore,,9.57,3735,8,0.04,4514,0.08,4214,0.83,771
95NN130004,Dunmore,,10.69,3534,8,0.08,3842,0.06,4670,0.93,655
95NN130005,Dunmore,,21.6,2079,5,0.17,2553,0.12,3234,1.31,215
95NN130006,Dunmore,,13.57,3135,7,0.08,3859,0.16,2264,0.14,1926
95NN130007,Dunmore,,10.25,3623,8,0.08,3829,0.09,4189,0.67,1001
95NN140001,Killough_1,,20.78,2184,5,0.18,2462,0.17,2017,0.58,1140
95NN140002,Killough_1,,17.3,2634,6,0.15,2891,0.12,3277,1.01,552
95NN140003,Killough_1,,12.51,3268,7,0.14,3028,0.1,3812,0.51,1262
95NN140004,Killough_2,,15.73,2852,6,0.11,3380,0.12,3203,0.97,604
95NN140005,Killough_2,,10.9,3508,7,0.01,5015,0.02,5015,1.3,230
95NN140006,Killough_2,,24.21,1779,4,0.17,2589,0.18,1724,1,570
95NN140007,Killough_2,,24.73,1729,4,0.18,2496,0.18,1690,1,571
95NN140008,Killough_1,,35.52,861,2,0.36,1013,0.22,1105,0.78,854
95NN140009,Killough_1,,35.98,836,2,0.36,1014,0.23,989,0.67,991
