code,name,LGD,EDM_score,EDM_rank,EDM_decile,Income_score,Income_rank,Employment_score,Employment_rank,Proximity to Services_score,Proximity to Services_rank
95LL020003,Annagh_2,,12.53,3267,7,0.16,2678,0.14,2737,-0.6,3978
95LL020004,Annagh_2,,31.9,1083,3,0.28,1513,0.26,593,-0.53,3799
95LL020005,Annagh_2,,42,572,2,0.48,498,0.27,571,-0.57,3911
95LL020006,Annagh_2,,14.53,2998,6,0.17,2632,0.14,2627,-0.14,2698
95LL020007,Annagh_1,,11.29,3454,7,0.13,3127,0.1,3876,0.33,1554
95LL020008,Annagh_1,,29.87,1227,3,0.26,1733,0.25,750,-0.14,2701
95LL020009,Annagh_1,,9.54,3743,8,0.07,4044,0.09,4006,0.56,1188
95LL020010,Annagh_1,,15.01,2950,6,0.08,3789,0.14,2556,0.67,996
95LL030001,Ballybay,,22.96,1925,4,0.25,1755,0.17,1881,0.21,1778
95LL030002,Ballybay,,18.08,2529,6,0.19,2320,0.15,2495,0.29,1619
95LL030003,Ballybay,,26.37,1537,4,0.33,1239,0.17,1873,0.26,1694
95LL030004,Ballybay,,30.33,1196,3,0.27,1636,0.23,896,0.2,1798
95LL030005,Ballybay,,13.94,3088,7,0.13,3139,0.13,2851,0.28,1643
95LL030006,Ballybay,,21.16,2126,5,0.22,2066,0.18,1812,0.07,2111
95LL030007,Ballybay,,36.05,829,2,0.34,1155,0.26,671,0.19,1814
95LL030008,Ballybay,,18.72,2451,5,0.16,2668,0.16,2263,0.54,1217
95LL040001,Ballyoran,,25.26,1663,4,0.22,2086,0.19,1583,0.72,942
95LL040002,Ballyoran,,14.02,3078,7,0.15,2861,0.11,3464,0.53,1237
95LL040003,Ballyoran,,30.94,1149,3,0.32,1257,0.22,1129,0.27,1669
95LL040004,Ballyoran,,30.35,1194,3,0.31,1313,0.21,1195,0.35,1528
95LL040005,Ballyoran,,27.15,1459,3,0.29,1469,0.19,1547,0.39,1449
95LL040006,Ballyoran,,32.26,1060,3,0.31,1347,0.23,944,0.35,1522
95LL040007,Ballyoran,,21.08,2137,5,0.2,2294,0.17,1903,0.39,1463
95LL050001,Bleary_2,,10.04,3666,8,0.07,3957,0.1,3663,0.44,1382
95LL050002,Bleary_1,,6.23,4340,9,0.03,4727,0.09,4139,0.2,1804
95LL050003,Bleary_1,,5.36,4502,9,0.04,4614,0.07,4578,0.16,1875
95LL050004,Bleary_1,,8.39,3932,8,0.1,3621,0.07,4481,0.29,1620
95LL050005,Bleary_1,,10.46,3586,8,0.07,4003,0.1,3878,0.65,1029
95LL050006,Bleary_2,,20.1,2265,5,0.22,2072,0.15,2331,0.38,1478
95LL050007,Bleary_2,,20.46,2216,5,0.18,2444,0.17,1967,0.46,1356
95LL050008,Bleary_2,,15.06,2943,6,0.14,2996,0.13,2820,0.43,1402
95LL050009,Bleary_2,,13.27,3166,7,0.1,3611,0.12,3097,0.6,1111
95LL050010,Bleary_1,,11.69,3400,7,0.09,3673,0.13,2958,0.18,1845
95LL060001,Brownstown_2,,14.52,3004,6,0.15,2786,0.15,2487,-0.14,2690
95LL060002,Brownstown_2,,21.62,2077,5,0.22,2034,0.18,1711,0.01,2237
95LL060003,Brownstown_1,,15.05,2945,6,0.17,2574,0.13,2871,0.12,1982
95LL060004,Brownstown_2,,15.36,2896,6,0.15,2864,0.15,2332,-0.02,2351
95LL060005,Brownstown_2,,11.08,3487,7,0.12,3309,0.12,3123,-0.06,2473
95LL060006,Brownstown_2,,26.04,1568,4,0.26,1695,0.2,1297,0.06,2126
95LL060007,Brownstown_1,,6.27,4330,9,0.09,3682,0.07,4640,-0.08,2517
95LL060008,Brownstown_2,,16,2806,6,0.19,2402,0.14,2646,0.01,2245
95LL060009,Brownstown_1,,11.41,3441,7,0.08,3779,0.11,3614,0.6,1107
95LL060010,Brownstown_1,,8.27,3958,8,0.05,4312,0.1,3698,0.23,1752
95LL060011,Brownstown_1,,4.02,4744,10,0.01,4989,0.04,4973,0.21,1787
95LL070001,Church,,39.23,689,2,0.38,912,0.29,440,-0.45,3607
95LL070002,Church,,28.76,1338,3,0.34,1135,0.22,1026,-1.19,4846
95LL070003,Church,,25.19,1672,4,0.26,1705,0.22,1022,-1.03,4689
95LL070004,Church,,43.66,514,2,0.42,722,0.31,288,-1.15,4806
95LL070005,Church,,52.04,291,1,0.51,419,0.35,181,-0.89,4500
95LL070006,Church,,36.83,789,2,0.45,571,0.24,833,-1.05,4710
95LL070007,Church,,20.94,2158,5,0.18,2438,0.21,1208,-0.62,4014
95LL070008,Church,,7.28,4153,9,0.14,2998,0.08,4238,-0.64,4053
95LL080001,Corcrain_1,,25.84,1600,4,0.32,1258,0.19,1656,-0.1,2565
95LL080002,Corcrain_2,,35.85,845,2,0.39,852,0.23,940,0.21,1786
95LL080003,Corcrain_2,,34.55,921,2,0.39,861,0.23,929,-0.09,2546
95LL080004,Corcrain_2,,31.16,1130,3,0.41,743,0.19,1478,-0.21,2894
95LL080005,Corcrain_2,,38.95,702,2,0.4,817,0.26,622,-0.01,2293
95LL080006,Corcrain_2,,38.99,699,2,0.46,532,0.23,975,0.06,2131
95LL080007,Corcrain_1,,39.47,678,2,0.46,540,0.23,1005,0.27,1677
95LL080008,Corcrain_1,,59.33,155,1,0.68,110,0.3,381,0.15,1892
95LL080009,Corcrain_1,,10.06,3659,8,0.06,4236,0.13,2984,0.13,1950
95LL090001,Court_1,,41.27,600,2,0.46,539,0.27,530,-1.04,4708
95LL090002,Court_2,,23.73,1835,4,0.21,2191,0.23,941,-0.92,4539
95LL090003,Court_1,,37.37,766,2,0.44,618,0.25,718,-1.17,4822
95LL090004,Court_2,,24.2,1782,4,0.23,1993,0.23,967,-1.08,4745
95LL090005,Court_1,,41.8,579,2,0.4,804,0.31,321,-1.24,4875
95LL090006,Court_2,,43.21,527,2,0.37,984,0.33,228,-0.71,4197
95LL090007,Court_1,,31.13,1134,3,0.3,1398,0.26,648,-0.97,4603
95LL090008,Court_1,,27.71,1424,3,0.34,1141,0.21,1164,-1.01,4671
95LL090009,Court_1,,37.06,779,2,0.37,946,0.28,494,-0.93,4549
95LL090010,Court_2,,30.23,1207,3,0.33,1221,0.24,813,-1.13,4788
95LL090011,Court_2,,19.48,2337,5,0.22,2058,0.18,1703,-0.56,3896
95LL090012,Court_2,,59.16,157,1,0.5,432,0.45,49,-0.91,4510
95LL100001,Derrytrasna_1,,21.81,2053,5,0.2,2285,0.17,1871,0.51,1260
95LL100002,Derrytrasna_1,,13.12,3188,7,0.12,3259,0.13,2891,0.2,1802
95LL100003,Derrytrasna_1,,10.97,3500,7,0.07,4050,0.13,2810,0.11,1989
95LL100004,Derrytrasna_2,,17.74,2577,6,0.1,3586,0.12,3105,1.22,304
95LL100005,Derrytrasna_2,,13.13,3184,7,0.13,3082,0.09,4135,0.8,818
95LL100006,Derrytrasna_2,,16.48,2733,6,0.12,3201,0.16,2204,0.36,1510
95LL100007,Derrytrasna_1,,11.79,3380,7,0.05,4317,0.14,2565,0.25,1705
95LL100008,Derrytrasna_1,,17.58,2596,6,0.11,3462,0.19,1633,0.13,1949
95LL100009,Derrytrasna_1,,17.96,2544,6,0.12,3330,0.2,1313,-0.35,3329
95LL100010,Derrytrasna_2,,12.1,3327,7,0.1,3501,0.09,4180,0.84,759
95LL100011,Derrytrasna_2,,19.4,2345,5,0.11,3353,0.13,3024,1.3,236
95LL110001,Donaghcloney_2,,17.42,2617,6,0.17,2551,0.12,3330,0.88,715
95LL110002,Donaghcloney_2,,8.81,3850,8,0.04,4636,0.08,4292,0.78,847
95LL110003,Donaghcloney_1,,16.27,2763,6,0.13,3150,0.13,2847,0.77,858
95LL110004,Donaghcloney_2,,14.77,2973,6,0.1,3561,0.13,3007,0.8,819
95LL110005,Donaghcloney_2,,10.22,3631,8,0.05,4360,0.1,3769,0.71,947
95LL110006,Donaghcloney_1,,23.2,1902,4,0.15,2836,0.21,1262,0.47,1336
95LL110007,Donaghcloney_1,,10.45,3589,8,0.04,4502,0.11,3536,0.7,965
95LL110008,Donaghcloney_1,,25.54,1632,4,0.26,1677,0.19,1594,0.37,1497
95LL120001,Drumgask_1,,24.08,1793,4,0.23,1939,0.19,1573,0.31,1596
95LL120002,Drumgask_1,,22.81,1941,4,0.22,2025,0.18,1754,0.34,1539
95LL120003,Drumgask_2,,52.51,283,1,0.61,180,0.28,511,-0.1,2572
95LL120004,Drumgask_2,,52.45,286,1,0.57,265,0.3,374,-0.05,2438
95LL120005,Drumgask_2,,52.32,289,1,0.58,240,0.29,418,-0.04,2419
95LL120006,Drumgask_2,,46.22,436,1,0.5,445,0.28,491,-0.01,2305
95LL120007,Drumgask_1,,51.66,301,1,0.57,267,0.28,457,0.15,1899
95LL120008,Drumgask_1,,40.69,623,2,0.47,521,0.24,878,0.19,1820
95LL120009,Drumgask_1,,31.61,1102,3,0.38,937,0.2,1384,0.24,1730
95LL130001,Drumgor_1,,10.97,3502,7,0.15,2878,0.13,2886,-0.83,4409
95LL130002,Drumgor_1,,34.72,905,2,0.47,512,0.2,1324,-0.41,3477
95LL130003,Drumgor_1,,45.55,452,1,0.46,546,0.3,358,-0.41,3503
95LL130004,Drumgor_2,,43.57,517,2,0.43,672,0.3,338,-0.69,4152
95LL130005,Drumgor_2,,26.78,1492,3,0.38,939,0.17,2056,-0.03,2368
95LL130006,Drumgor_1,,15.11,2937,6,0.12,3307,0.16,2072,-0.02,2352
95LL130007,Drumgor_2,,37.45,762,2,0.4,792,0.25,685,-0.23,2950
95LL130008,Drumgor_2,,34.56,920,2,0.44,636,0.21,1244,-0.1,2560
95LL130009,Drumgor_2,,32.65,1038,3,0.4,828,0.21,1247,0,2278
95LL140001,Drumnamoe_2,,13.99,3080,7,0.1,3548,0.16,2240,0.03,2186
95LL140002,Drumnamoe_2,,18.83,2435,5,0.16,2782,0.19,1539,-0.17,2800
95LL140003,Drumnamoe_2,,28.84,1328,3,0.26,1657,0.24,848,-0.23,2968
95LL140004,Drumnamoe_1,,46.07,442,1,0.5,442,0.28,474,-0.12,2638
95LL140005,Drumnamoe_2,,46.51,430,1,0.5,447,0.29,405,-0.32,3251
95LL140006,Drumnamoe_1,,52.99,269,1,0.53,350,0.33,236,-0.27,3091
95LL140007,Drumnamoe_1,,39.7,666,2,0.42,697,0.27,545,-0.49,3706
95LL140008,Drumnamoe_1,,36.74,795,2,0.38,915,0.26,590,-0.44,3578
95LL150001,Edenderry_1,,36.65,802,2,0.33,1236,0.27,536,0.03,2206
95LL150002,Edenderry_2,,30.27,1202,3,0.29,1483,0.23,916,0.02,2211
95LL150003,Edenderry_2,,11.46,3435,7,0.12,3239,0.13,2965,-0.14,2689
95LL150004,Edenderry_1,,4.72,4617,10,0.04,4520,0.09,4061,-0.3,3187
95LL150005,Edenderry_2,,22.26,1999,4,0.2,2247,0.19,1508,0.11,2002
95LL150006,Edenderry_2,,12.69,3246,7,0.14,3011,0.12,3096,0.08,2079
95LL150007,Edenderry_2,,6.27,4332,9,0.02,4855,0.1,3670,0,2267
95LL150008,Edenderry_1,,10.79,3525,8,0.11,3355,0.12,3128,-0.1,2569
95LL150009,Edenderry_1,,22.24,2003,4,0.24,1902,0.19,1531,-0.22,2946
95LL150010,Edenderry_1,,5.43,4488,9,0.07,3985,0.06,4687,-0.08,2520
95LL150011,Edenderry_1,,22.89,1937,4,0.22,2033,0.21,1275,-0.34,3289
95LL160001,Kernan_1,,20.98,2152,5,0.16,2698,0.19,1479,0.16,1871
95LL160002,Kernan_1,,11.5,3428,7,0.07,3918,0.13,2902,0.24,1728
95LL160003,Kernan_1,,8.5,3911,8,0.13,3081,0.08,4329,-0.11,2592
95LL160004,Kernan_1,,14.48,3011,6,0.05,4344,0.17,1899,0.23,1732
95LL160005,Kernan_1,,7.24,4163,9,0.05,4381,0.1,3913,0.14,1925
95LL160006,Kernan_2,,20.27,2244,5,0.23,2001,0.17,1857,-0.15,2728
95LL160007,Kernan_2,,43.76,510,2,0.43,662,0.28,465,0.1,2024
95LL160008,Kernan_2,,9.58,3731,8,0.1,3510,0.09,4075,0.29,1621
95LL160009,Kernan_2,,5.97,4382,9,0.09,3641,0.05,4873,-0.07,2479
95LL160010,Kernan_2,,41.61,586,2,0.4,825,0.28,458,0.02,2216
95LL160011,Kernan_2,,10.52,3571,8,0.05,4398,0.12,3089,0.4,1431
95LL170001,Killycomain,,7.4,4131,9,0.05,4327,0.1,3852,0.12,1981
95LL170002,Killycomain,,16.48,2731,6,0.19,2328,0.14,2597,0.01,2236
95LL170003,Killycomain,,25.6,1621,4,0.32,1268,0.18,1807,0.04,2156
95LL170004,Killycomain,,13.11,3191,7,0.12,3204,0.13,2818,0.1,2011
95LL170005,Killycomain,,21.23,2118,5,0.19,2322,0.19,1654,0.13,1939
95LL170006,Killycomain,,5.77,4416,9,0.05,4394,0.07,4620,0.17,1857
95LL170007,Killycomain,,6.74,4253,9,0.05,4391,0.09,3943,0.05,2149
95LL170008,Killycomain,,8.82,3849,8,0.06,4097,0.11,3508,0.12,1968
95LL170009,Killycomain,,12.96,3214,7,0.13,3174,0.13,2861,0.08,2066
95LL180001,Knocknashane_1,,6.34,4322,9,0.05,4473,0.11,3565,-0.22,2945
95LL180002,Knocknashane_1,,13.6,3131,7,0.11,3420,0.17,2034,-0.37,3390
95LL180003,Knocknashane_1,,11.11,3480,7,0.06,4244,0.15,2418,-0.07,2487
95LL180004,Knocknashane_2,,5.91,4394,9,0.06,4159,0.08,4250,-0.09,2547
95LL180005,Knocknashane_2,,8.7,3865,8,0.04,4569,0.13,2945,-0.04,2402
95LL180006,Knocknashane_2,,7.48,4116,9,0.08,3852,0.1,3730,-0.18,2824
95LL180007,Knocknashane_2,,7.5,4111,9,0.03,4834,0.11,3425,0.12,1960
95LL180008,Knocknashane_1,,11.91,3359,7,0.13,3146,0.15,2403,-0.78,4336
95LL180009,Knocknashane_1,,8.88,3842,8,0.1,3539,0.12,3217,-0.41,3491
95LL190001,Magheralin_1,,10.98,3497,7,0.12,3250,0.1,3820,0.31,1592
95LL190002,Magheralin_1,,10.13,3649,8,0.06,4241,0.13,3011,0.17,1864
95LL190003,Magheralin_1,,7.25,4161,9,0.07,4064,0.08,4253,0.16,1878
95LL190004,Magheralin_2,,9.23,3792,8,0.05,4367,0.11,3552,0.4,1446
95LL190005,Magheralin_1,,5.32,4507,9,0.03,4748,0.07,4618,0.24,1722
95LL190006,Magheralin_1,,12.67,3250,7,0.13,3182,0.12,3082,0.18,1837
95LL190007,Magheralin_2,,12.42,3280,7,0.11,3391,0.12,3214,0.37,1502
95LL190008,Magheralin_2,,11.19,3468,7,0.14,3003,0.09,3934,0.25,1707
95LL190009,Magheralin_2,,7.92,4020,9,0.06,4138,0.08,4309,0.4,1445
95LL190010,Magheralin_2,,14.13,3065,7,0.17,2613,0.11,3443,0.34,1537
95LL190011,Magheralin_2,,7.29,4151,9,0.04,4490,0.09,4196,0.37,1491
95LL200001,Mourneview,,16.86,2680,6,0.15,2799,0.18,1701,-0.47,3652
95LL200002,Mourneview,,38.72,711,2,0.37,987,0.29,445,-0.35,3338
95LL200003,Mourneview,,21.78,2057,5,0.21,2188,0.2,1354,-0.3,3178
95LL200004,Mourneview,,7.45,4127,9,0.1,3489,0.1,3906,-0.33,3258
95LL200005,Mourneview,,18.27,2506,5,0.22,2026,0.16,2221,-0.21,2899
95LL200006,Mourneview,,20.31,2237,5,0.2,2236,0.18,1808,0.03,2184
95LL200007,Mourneview,,29.39,1271,3,0.35,1093,0.22,1122,-0.45,3620
95LL200008,Mourneview,,13.83,3098,7,0.19,2391,0.14,2717,-0.53,3794
95LL210001,Parklake,,38.99,698,2,0.45,574,0.26,640,-1.21,4849
95LL210002,Parklake,,32.47,1045,3,0.32,1247,0.26,612,-1.23,4868
95LL210003,Parklake,,21.15,2129,5,0.23,1942,0.2,1392,-1.06,4725
95LL210004,Parklake,,14.63,2988,6,0.13,3102,0.17,2012,-0.37,3380
95LL210005,Parklake,,9.38,3764,8,0.07,4037,0.13,2913,-0.18,2809
95LL210006,Parklake,,42.97,534,2,0.32,1283,0.35,186,-0.41,3499
95LL210007,Parklake,,10.17,3644,8,0.17,2648,0.1,3770,-0.39,3433
95LL210008,Parklake,,8.03,3999,8,0.11,3445,0.09,3940,-0.18,2814
95LL210009,Parklake,,22.22,2006,4,0.21,2202,0.2,1288,-0.29,3143
95LL210010,Parklake,,28.63,1351,3,0.22,2045,0.27,576,-0.97,4615
95LL220001,Taghnevan,,30.85,1159,3,0.32,1265,0.23,951,-0.1,2562
95LL220002,Taghnevan,,39.68,667,2,0.28,1503,0.32,276,-0.11,2605
95LL220003,Taghnevan,,36.93,781,2,0.34,1126,0.28,462,-0.45,3598
95LL220004,Taghnevan,,16.37,2748,6,0.17,2587,0.16,2199,-0.13,2683
95LL220005,Taghnevan,,10.67,3539,8,0.12,3227,0.14,2800,-0.55,3861
95LL220006,Taghnevan,,40.12,656,2,0.38,924,0.3,388,-0.46,3645
95LL220007,Taghnevan,,30.11,1214,3,0.3,1433,0.25,738,-0.71,4204
95LL220008,Taghnevan,,26.5,1524,4,0.31,1322,0.21,1204,-0.69,4158
95LL230001,Tavanagh,,16.76,2691,6,0.17,2628,0.17,1963,-0.27,3084
95LL230002,Tavanagh,,25.51,1636,4,0.28,1552,0.2,1303,-0.25,3018
95LL230003,Tavanagh,,28.26,1381,3,0.28,1526,0.23,1011,-0.17,2792
95LL230004,Tavanagh,,52.74,277,1,0.5,439,0.34,202,-0.15,2732
95LL230005,Tavanagh,,43.77,508,2,0.35,1097,0.34,207,-0.36,3362
95LL230006,Tavanagh,,27.85,1412,3,0.31,1348,0.22,1128,-0.32,3234
95LL230007,Tavanagh,,22.4,1988,4,0.26,1662,0.19,1604,-0.42,3508
95LL230008,Tavanagh,,14.05,3076,7,0.12,3257,0.17,1988,-0.45,3595
95LL240001,The Birches_1,,17.41,2619,6,0.14,3005,0.1,3672,1.18,346
95LL240002,The Birches_2,,22.19,2011,5,0.13,3164,0.15,2397,1.3,231
95LL240003,The Birches_1,,9.57,3734,8,0.06,4191,0.09,4009,0.63,1070
95LL240004,The Birches_1,,13.25,3169,7,0.08,3858,0.11,3410,0.87,727
95LL240005,The Birches_2,,28.16,1386,3,0.27,1644,0.13,2839,1.44,137
95LL240006,The Birches_2,,26.84,1482,3,0.26,1668,0.16,2176,1.08,464
95LL240007,The Birches_2,,22.17,2015,5,0.11,3447,0.13,2805,1.54,99
95LL240008,The Birches_1,,16.95,2669,6,0.06,4135,0.11,3391,1.34,192
95LL250001,Waringstown_2,,11.11,3481,7,0.08,3765,0.11,3357,0.38,1468
95LL250002,Waringstown_1,,7.8,4047,9,0.04,4522,0.09,4007,0.4,1434
95LL250003,Waringstown_1,,12.18,3312,7,0.12,3251,0.11,3422,0.35,1523
95LL250004,Waringstown_2,,10.68,3537,8,0.05,4404,0.14,2770,0.2,1803
95LL250005,Waringstown_1,,15.95,2816,6,0.2,2235,0.14,2681,-0.12,2635
95LL250006,Waringstown_1,,5.44,4485,9,0.04,4550,0.07,4590,0.16,1888
95LL250007,Waringstown_2,,5.54,4471,9,0.02,4902,0.08,4411,0.27,1681
95LL250008,Waringstown_1,,16.32,2753,6,0.13,3157,0.15,2346,0.43,1391
95LL250009,Waringstown_2,,7.33,4143,9,0.04,4530,0.09,3994,0.28,1635
95LL250010,Waringstown_2,,6.86,4236,9,0.05,4430,0.08,4353,0.32,1578
95LL260001,Woodville_1,,46.73,421,1,0.44,641,0.33,243,-0.6,3973
95LL260002,Woodville_1,,24.26,1770,4,0.31,1327,0.19,1485,-0.88,4488
95LL260003,Woodville_1,,35.32,877,2,0.33,1217,0.28,480,-0.72,4209
95LL260004,Woodville_1,,36.35,817,2,0.4,801,0.25,681,-0.57,3901
95LL260005,Woodville_2,,10.05,3660,8,0.07,3983,0.13,2916,-0.04,2422
95LL260006,Woodville_2,,7.38,4138,9,0.05,4393,0.11,3567,-0.01,2330
95LL260007,Woodville_2,,11.28,3458,7,0.08,3802,0.14,2535,-0.17,2791
95LL260008,Woodville_2,,17.86,2561,6,0.24,1852,0.16,2281,-0.52,3776
95LL260009,Woodville_2,,14.41,3025,7,0.16,2692,0.14,2583,-0.16,2747
95LL260010,Woodville_1,,23.14,1906,4,0.21,2164,0.21,1132,-0.42,3511
95LL260011,Woodville_1,,44.58,483,1,0.44,634,0.31,317,-0.7,4168
95MM010001,Altnagelvin_3,,13.5,3139,7,0.1,3588,0.15,2478,0.16,1880
95MM010002,Altnagelvin_3,,13.25,3168,7,0.13,3166,0.14,2787,0.09,2053
95MM010003,Altnagelvin_3,,41.86,577,2,0.37,976,0.29,413,0.23,1740
95MM010004,Altnagelvin_3,,16.5,2727,6,0.17,2626,0.15,2521,0.22,1768
95MM010005,Altnagelvin_1,,37.21,770,2,0.38,919,0.25,739,0.18,1838
95MM010006,Altnagelvin_1,,46.52,429,1,0.5,433,0.27,557,0.26,1687
95MM010007,Altnagelvin_1,,51.46,306,1,0.52,378,0.3,345,0.21,1775
95MM010008,Altnagelvin_1,,56.52,204,1,0.62,168,0.29,408,0.28,1649
95MM010009,Altnagelvin_2,,33.33,989,2,0.35,1088,0.25,752,-0.35,3331
95MM010010,Altnagelvin_2,,2.38,4950,10,0.05,4401,0.03,5008,-0.51,3745
95MM010011,Altnagelvin_1,,23.01,1917,4,0.22,2017,0.2,1457,-0.02,2338
95MM010012,Altnagelvin_2,,8.64,3876,8,0.08,3854,0.12,3198,-0.26,3047
95MM010013,Altnagelvin_3,,3.9,4765,10,0.01,5001,0.06,4821,0.11,1986
95MM020001,Ballynashallog_1,,6.44,4299,9,0.04,4612,0.1,3649,-0.08,2504
95MM020002,Ballynashallog_1,,15.22,2918,6,0.17,2627,0.16,2128,-0.54,3809
95MM020003,Ballynashallog_2,,5.62,4451,9,0.02,4850,0.08,4281,0.19,1828
95MM020004,Ballynashallog_2,,8.62,3880,8,0.06,4195,0.1,3764,0.29,1632
95MM020005,Ballynashallog_2,,9.59,3728,8,0.08,3786,0.12,3228,-0.04,2413
95MM020006,Ballynashallog_2,,8.35,3944,8,0.06,4116,0.12,3256,-0.13,2664
95MM020007,Ballynashallog_2,,14.44,3016,7,0.2,2267,0.14,2768,-0.42,3516
95MM020008,Ballynashallog_1,,13.1,3195,7,0.17,2609,0.13,2816,-0.37,3391
95MM020009,Ballynashallog_1,,84.22,1,1,0.99,2,0.73,3,-0.45,3603
95MM020010,Ballynashallog_1,,27.43,1440,3,0.3,1391,0.21,1167,-0.27,3093
95MM030001,Banagher,,36.28,820,2,0.3,1415,0.2,1386,1.45,133
95MM030002,Banagher,,23.6,1853,4,0.25,1774,0.14,2638,0.97,599
95MM030003,Banagher,,24.22,1777,4,0.16,2685,0.12,3068,1.6,77
95MM030004,Banagher,,21.89,2040,5,0.18,2424,0.14,2789,1.17,359
95MM030005,Banagher,,25.16,1676,4,0.12,3232,0.16,2298,1.59,78
95MM030006,Banagher,,27.89,1409,3,0.19,2403,0.15,2416,1.65,63
95MM030007,Banagher,,25.95,1584,4,0.22,2102,0.18,1751,0.99,581
95MM040001,Beechwood,,73.1,41,1,0.84,31,0.4,85,-0.47,3659
95MM040002,Beechwood,,59.81,148,1,0.69,98,0.32,264,-0.8,4367
95MM040003,Beechwood,,33.78,961,2,0.33,1210,0.27,585,-0.66,4096
95MM040004,Beechwood,,27.95,1403,3,0.27,1578,0.24,857,-0.69,4147
95MM040005,Beechwood,,58.61,163,1,0.58,254,0.36,146,-0.36,3360
95MM040006,Beechwood,,33.2,1000,2,0.37,977,0.24,829,-0.43,3545
95MM040007,Beechwood,,45.62,449,1,0.5,449,0.29,423,-0.49,3705
95MM050001,Brandywell,,41.42,595,2,0.48,485,0.26,652,-0.44,3569
95MM050002,Brandywell,,82.22,6,1,0.99,5,0.53,22,-0.22,2915
95MM050003,Brandywell,,64.73,93,1,0.59,217,0.45,47,-0.93,4559
95MM050004,Brandywell,,40.86,615,2,0.45,576,0.27,563,-0.58,3929
95MM050005,Brandywell,,49.97,338,1,0.66,120,0.25,741,-0.82,4394
95MM050006,Brandywell,,55.34,220,1,0.7,87,0.28,515,-0.63,4036
95MM050007,Brandywell,,63.91,99,1,0.63,159,0.4,86,-1.09,4763
95MM050008,Brandywell,,70.26,55,1,0.76,54,0.38,110,-0.25,3035
95MM060001,Carn Hill_1,,44.05,500,1,0.5,431,0.25,720,0.19,1822
95MM060002,Carn Hill_1,,29.65,1244,3,0.3,1428,0.21,1138,0.26,1692
95MM060003,Carn Hill_2,,47.67,393,1,0.52,371,0.29,444,-0.22,2935
95MM060004,Carn Hill_1,,37.79,751,2,0.4,821,0.25,690,-0.05,2431
95MM060005,Carn Hill_2,,48.79,365,1,0.56,286,0.28,499,-0.21,2913
95MM060006,Carn Hill_1,,35.77,853,2,0.42,741,0.23,889,-0.22,2921
95MM060007,Carn Hill_2,,47.67,394,1,0.52,383,0.3,369,-0.67,4118
95MM060008,Carn Hill_2,,31.33,1117,3,0.41,763,0.2,1360,-0.3,3186
95MM070001,Caw,,34.82,899,2,0.33,1194,0.27,570,-0.38,3402
95MM070002,Caw,,4.87,4583,10,0.05,4419,0.09,4192,-0.24,2988
95MM070003,Caw,,30.52,1183,3,0.31,1358,0.24,832,-0.32,3237
95MM070004,Caw,,42.66,548,2,0.38,940,0.31,304,-0.24,2998
95MM070005,Caw,,40.82,617,2,0.45,577,0.26,606,-0.36,3346
95MM070006,Caw,,40.24,647,2,0.44,627,0.27,577,-0.45,3605
95MM070007,Caw,,25.24,1666,4,0.23,2000,0.22,1081,-0.15,2724
95MM070008,Caw,,25.49,1639,4,0.26,1681,0.21,1202,-0.25,3033
95MM070009,Caw,,15.79,2841,6,0.23,2005,0.13,2802,-0.32,3231
95MM080001,Clondermot_1,,78.97,16,1,0.88,24,0.54,18,-0.73,4232
95MM080002,Clondermot_1,,58.36,168,1,0.64,146,0.33,235,-0.71,4201
95MM080003,Clondermot_1,,32.16,1068,3,0.41,768,0.21,1143,-0.54,3840
95MM080004,Clondermot_1,,23.28,1894,4,0.16,2722,0.23,882,-0.41,3482
95MM080005,Clondermot_2,,30.6,1172,3,0.29,1463,0.25,734,-0.43,3553
95MM080006,Clondermot_2,,5.07,4547,10,0.04,4643,0.09,4068,-0.14,2695
95MM080007,Clondermot_2,,12.39,3288,7,0.09,3723,0.16,2246,-0.23,2959
95MM080008,Clondermot_2,,14.36,3031,7,0.08,3790,0.17,1950,-0.03,2369
95MM090001,Claudy_1,,33.49,978,2,0.38,927,0.2,1459,0.73,927
95MM090002,Claudy_2,,20.06,2278,5,0.14,2999,0.14,2608,1.12,414
95MM090003,Claudy_2,,33.02,1012,3,0.21,2137,0.21,1280,1.42,142
95MM090004,Claudy_2,,28.32,1378,3,0.23,1979,0.2,1440,0.99,579
95MM090005,Claudy_2,,18.07,2531,6,0.12,3274,0.14,2704,1.03,530
95MM090006,Claudy_1,,30.41,1190,3,0.32,1275,0.17,1877,1.05,502
95MM090007,Claudy_1,,24.84,1717,4,0.22,2023,0.16,2212,1.08,472
95MM090008,Claudy_1,,14.24,3046,7,0.08,3839,0.11,3473,1.03,527
95MM100001,Creggan Central_1,,27.3,1450,3,0.37,975,0.17,1974,0.08,2077
95MM100002,Creggan Central_1,,83.61,3,1,0.99,4,0.55,16,-0.08,2506
95MM100003,Creggan Central_1,,77.43,23,1,0.92,19,0.41,72,0.09,2041
95MM100004,Creggan Central_2,,48.08,383,1,0.5,438,0.3,377,-0.11,2618
95MM100005,Creggan Central_2,,56.38,206,1,0.58,237,0.33,241,-0.14,2709
95MM100006,Creggan Central_2,,55.82,212,1,0.54,325,0.35,174,-0.27,3076
95MM100007,Creggan Central_2,,24.32,1764,4,0.26,1709,0.19,1544,0.05,2151
