SA2011,lgd1993
N00003254,LISBURN
N00003259,LISBURN
N00003524,LISBURN
N00003363,LISBURN
N00003362,LISBURN
N00003364,LISBURN
N00003525,LISBURN
N00003365,LISBURN
N00003366,LISBURN
N00003526,LISBURN
N00003523,LISBURN
N00003521,LISBURN
N00003522,LISBURN
N00003434,LISBURN
N00003369,LISBURN
N00003371,LISBURN
N00003382,LISBURN
N00003284,LISBURN
N00003285,LISBURN
N00003372,LISBURN
N00003506,LISBURN
N00003423,LISBURN
N00003512,LISBURN
N00003513,LISBURN
N00003511,LISBURN
N00003508,LISBURN
N00003507,LISBURN
N00003510,LISBURN
N00003442,LISBURN
N00003414,LISBURN
N00003435,LISBURN
N00003406,LISBURN
N00003415,LISBURN
N00003410,LISBURN
N00003484,LISBURN
N00003509,LISBURN
N00003485,LISBURN
N00003487,LISBURN
N00003483,LISBURN
N00003486,LISBURN
N00003409,LISBURN
N00003407,LISBURN
N00003408,LISBURN
N00003411,LISBURN
N00003416,LISBURN
N00003273,LISBURN
N00003272,LISBURN
N00003271,LISBURN
N00003278,LISBURN
N00003282,LISBURN
N00003242,LISBURN
N00003471,LISBURN
N00003470,LISBURN
N00003466,LISBURN
N00003468,LISBURN
N00003467,LISBURN
N00003464,LISBURN
N00003465,LISBURN
N00003472,LISBURN
N00003387,LISBURN
N00003473,LISBURN
N00003292,LISBURN
N00003290,LISBURN
N00003417,LISBURN
N00003418,LISBURN
N00003421,LISBURN
N00003420,LISBURN
N00003488,LISBURN
N00003489,LISBURN
N00003425,LISBURN
N00003424,LISBURN
N00003422,LISBURN
N00003419,LISBURN
N00003289,LISBURN
N00003288,LISBURN
N00003286,LISBURN
N00003283,LISBURN
N00003287,LISBURN
N00003384,LISBURN
N00003291,LISBURN
N00003336,LISBURN
N00003266,LISBURN
N00003267,LISBURN
N00003262,LISBURN
N00003264,LISBURN
N00003263,LISBURN
N00003265,LISBURN
N00003320,LISBURN
N00003319,LISBURN
N00003318,LISBURN
N00003390,LISBURN
N00003389,LISBURN
N00003391,LISBURN
N00003394,LISBURN
N00003396,LISBURN
N00003395,LISBURN
N00003388,LISBURN
N00003392,LISBURN
N00003322,LISBURN
N00000780,BANBRIDGE
N00000753,BANBRIDGE
N00000781,BANBRIDGE
N00000777,BANBRIDGE
N00000782,BANBRIDGE
N00000778,BANBRIDGE
N00000779,BANBRIDGE
N00003326,LISBURN
N00003324,LISBURN
N00000724,BANBRIDGE
N00003323,LISBURN
N00003325,LISBURN
N00003321,LISBURN
N00003317,LISBURN
N00002649,DOWN
N00002651,DOWN
N00002660,DOWN
N00002650,DOWN
N00002646,DOWN
N00002652,DOWN
N00002648,DOWN
N00002666,DOWN
N00002665,DOWN
N00002663,DOWN
N00002664,DOWN
N00002662,DOWN
N00002661,DOWN
N00002719,DOWN
N00002647,DOWN
N00002718,DOWN
N00002714,DOWN
N00002716,DOWN
N00002715,DOWN
N00002703,DOWN
N00002700,DOWN
N00002702,DOWN
N00002699,DOWN
N00002701,DOWN
N00002705,DOWN
N00002704,DOWN
N00002741,DOWN
N00002706,DOWN
N00002739,DOWN
N00002740,DOWN
N00002738,DOWN
N00002684,DOWN
N00002734,DOWN
N00002759,DOWN
N00002761,DOWN
N00002757,DOWN
N00002758,DOWN
N00002760,DOWN
N00002756,DOWN
N00002762,DOWN
N00002736,DOWN
N00002737,DOWN
N00002735,DOWN
N00003270,LISBURN
N00003269,LISBURN
N00003268,LISBURN
N00001798,CASTLEREAGH
N00001795,CASTLEREAGH
N00001900,CASTLEREAGH
N00002763,DOWN
N00000132,ARDS
N00000133,ARDS
N00000138,ARDS
N00000131,ARDS
N00000134,ARDS
N00000137,ARDS
N00000136,ARDS
N00000130,ARDS
N00000253,ARDS
N00000254,ARDS
N00000252,ARDS
N00000256,ARDS
N00000257,ARDS
N00000258,ARDS
N00002686,DOWN
N00002687,DOWN
N00002685,DOWN
N00000255,ARDS
N00002683,DOWN
N00002682,DOWN
N00002688,DOWN
N00002675,DOWN
N00002676,DOWN
N00002679,DOWN
N00002678,DOWN
N00002680,DOWN
N00002681,DOWN
N00002755,DOWN
N00002754,DOWN
N00002677,DOWN
N00002782,DOWN
N00002730,DOWN
N00002728,DOWN
N00002727,DOWN
N00002731,DOWN
N00002733,DOWN
N00002732,DOWN
N00002729,DOWN
N00002689,DOWN
N00000259,ARDS
N00000313,ARDS
N00000311,ARDS
N00002781,DOWN
N00002780,DOWN
N00000317,ARDS
N00000315,ARDS
N00000314,ARDS
N00000316,ARDS
N00000310,ARDS
N00000312,ARDS
N00000261,ARDS
N00000325,ARDS
N00000319,ARDS
N00000321,ARDS
N00000320,ARDS
N00000324,ARDS
N00000260,ARDS
N00000262,ARDS
N00000266,ARDS
N00000265,ARDS
N00000263,ARDS
N00000264,ARDS
N00000323,ARDS
N00000318,ARDS
N00000322,ARDS
N00000326,ARDS
N00000158,ARDS
N00000148,ARDS
N00000149,ARDS
N00000152,ARDS
N00000151,ARDS
N00000173,ARDS
N00000150,ARDS
N00000174,ARDS
N00000175,ARDS
N00000170,ARDS
N00000171,ARDS
N00000153,ARDS
N00000154,ARDS
N00000156,ARDS
N00000155,ARDS
N00000157,ARDS
N00000272,ARDS
N00000274,ARDS
N00000271,ARDS
N00000270,ARDS
N00000268,ARDS
N00000267,ARDS
N00000209,ARDS
N00000273,ARDS
N00000330,ARDS
N00000197,ARDS
N00000190,ARDS
N00000191,ARDS
N00000189,ARDS
N00000187,ARDS
N00000188,ARDS
N00000186,ARDS
N00000182,ARDS
N00000194,ARDS
N00000192,ARDS
N00000196,ARDS
N00000193,ARDS
N00000195,ARDS
N00000204,ARDS
N00000206,ARDS
N00000183,ARDS
N00000184,ARDS
N00000185,ARDS
N00000207,ARDS
N00000208,ARDS
N00000202,ARDS
N00000201,ARDS
N00000199,ARDS
N00000200,ARDS
N00000198,ARDS
N00001779,CASTLEREAGH
N00000146,ARDS
N00000139,ARDS
N00000140,ARDS
N00000329,ARDS
N00000328,ARDS
N00000333,ARDS
N00000327,ARDS
N00000334,ARDS
N00000332,ARDS
N00000331,ARDS
N00000145,ARDS
N00000144,ARDS
N00000143,ARDS
N00000177,ARDS
N00000241,ARDS
N00000242,ARDS
N00000169,ARDS
N00000281,ARDS
N00000282,ARDS
N00004211,NORTH DOWN
N00004210,NORTH DOWN
N00000340,ARDS
N00000341,ARDS
N00000343,ARDS
N00000338,ARDS
N00000339,ARDS
N00000299,ARDS
N00000336,ARDS
N00000296,ARDS
N00000298,ARDS
N00000307,ARDS
N00000306,ARDS
N00000305,ARDS
N00000302,ARDS
N00000303,ARDS
N00000342,ARDS
N00000301,ARDS
N00000278,ARDS
N00000276,ARDS
N00000304,ARDS
N00000277,ARDS
N00000275,ARDS
N00000279,ARDS
N00000285,ARDS
N00000284,ARDS
N00000283,ARDS
N00000280,ARDS
N00000240,ARDS
N00000247,ARDS
N00000250,ARDS
N00000239,ARDS
N00000251,ARDS
N00000309,ARDS
N00000308,ARDS
N00000297,ARDS
N00000249,ARDS
N00000248,ARDS
N00000300,ARDS
N00000335,ARDS
N00000180,ARDS
N00000246,ARDS
N00000244,ARDS
N00000243,ARDS
N00000245,ARDS
N00000147,ARDS
N00000142,ARDS
N00000141,ARDS
N00000159,ARDS
N00000176,ARDS
N00000163,ARDS
N00000234,ARDS
N00000179,ARDS
N00000181,ARDS
N00000178,ARDS
N00000233,ARDS
N00000232,ARDS
N00000231,ARDS
N00000230,ARDS
N00000337,ARDS
N00000236,ARDS
N00000235,ARDS
N00000166,ARDS
N00000162,ARDS
N00000168,ARDS
N00000167,ARDS
N00000160,ARDS
N00000161,ARDS
N00000165,ARDS
N00000164,ARDS
N00000238,ARDS
N00000237,ARDS
N00004196,NORTH DOWN
N00004206,NORTH DOWN
N00004195,NORTH DOWN
N00004223,NORTH DOWN
N00004230,NORTH DOWN
N00004221,NORTH DOWN
N00004222,NORTH DOWN
N00004225,NORTH DOWN
N00004226,NORTH DOWN
N00004220,NORTH DOWN
N00004229,NORTH DOWN
N00004232,NORTH DOWN
N00004227,NORTH DOWN
N00004228,NORTH DOWN
N00004321,NORTH DOWN
N00004322,NORTH DOWN
N00004327,NORTH DOWN
N00004328,NORTH DOWN
N00004323,NORTH DOWN
N00004247,NORTH DOWN
N00004245,NORTH DOWN
N00004243,NORTH DOWN
N00004249,NORTH DOWN
N00004246,NORTH DOWN
N00004248,NORTH DOWN
N00004244,NORTH DOWN
N00004198,NORTH DOWN
N00004251,NORTH DOWN
N00004197,NORTH DOWN
N00004203,NORTH DOWN
N00004250,NORTH DOWN
N00004316,NORTH DOWN
N00004313,NORTH DOWN
N00004185,NORTH DOWN
N00004314,NORTH DOWN
N00004186,NORTH DOWN
N00004296,NORTH DOWN
N00004324,NORTH DOWN
N00004326,NORTH DOWN
N00004325,NORTH DOWN
N00004234,NORTH DOWN
N00004300,NORTH DOWN
N00004233,NORTH DOWN
N00004295,NORTH DOWN
N00004302,NORTH DOWN
N00004184,NORTH DOWN
N00004180,NORTH DOWN
N00004182,NORTH DOWN
N00004299,NORTH DOWN
N00004298,NORTH DOWN
N00004181,NORTH DOWN
N00004261,NORTH DOWN
N00004263,NORTH DOWN
N00004262,NORTH DOWN
N00004265,NORTH DOWN
N00004297,NORTH DOWN
N00004301,NORTH DOWN
N00004267,NORTH DOWN
N00004268,NORTH DOWN
N00004128,NORTH DOWN
N00004127,NORTH DOWN
N00004123,NORTH DOWN
N00004177,NORTH DOWN
N00004125,NORTH DOWN
N00004175,NORTH DOWN
N00004178,NORTH DOWN
N00004176,NORTH DOWN
N00004269,NORTH DOWN
N00004264,NORTH DOWN
N00004148,NORTH DOWN
N00004150,NORTH DOWN
N00004174,NORTH DOWN
N00004151,NORTH DOWN
N00004152,NORTH DOWN
N00004154,NORTH DOWN
N00004153,NORTH DOWN
N00004158,NORTH DOWN
N00004149,NORTH DOWN
N00004156,NORTH DOWN
N00004155,NORTH DOWN
N00004335,NORTH DOWN
N00004334,NORTH DOWN
N00004336,NORTH DOWN
N00004309,NORTH DOWN
N00004333,NORTH DOWN
N00004330,NORTH DOWN
N00004331,NORTH DOWN
N00004306,NORTH DOWN
N00004332,NORTH DOWN
N00004307,NORTH DOWN
N00004317,NORTH DOWN
N00004311,NORTH DOWN
N00004179,NORTH DOWN
N00004320,NORTH DOWN
N00004183,NORTH DOWN
N00004312,NORTH DOWN
N00004318,NORTH DOWN
N00004315,NORTH DOWN
N00004308,NORTH DOWN
N00004305,NORTH DOWN
N00004310,NORTH DOWN
N00004319,NORTH DOWN
N00004204,NORTH DOWN
N00004205,NORTH DOWN
N00004202,NORTH DOWN
N00004303,NORTH DOWN
N00004304,NORTH DOWN
N00004337,NORTH DOWN
N00004201,NORTH DOWN
N00004200,NORTH DOWN
N00004199,NORTH DOWN
N00004207,NORTH DOWN
N00004209,NORTH DOWN
N00004208,NORTH DOWN
N00004214,NORTH DOWN
N00004212,NORTH DOWN
N00004165,NORTH DOWN
N00004166,NORTH DOWN
N00004215,NORTH DOWN
N00004216,NORTH DOWN
N00004218,NORTH DOWN
N00004217,NORTH DOWN
N00004213,NORTH DOWN
N00004162,NORTH DOWN
N00004168,NORTH DOWN
N00004161,NORTH DOWN
N00004160,NORTH DOWN
N00004329,NORTH DOWN
N00004159,NORTH DOWN
N00004167,NORTH DOWN
N00004157,NORTH DOWN
N00004118,NORTH DOWN
N00004120,NORTH DOWN
N00004119,NORTH DOWN
N00004121,NORTH DOWN
N00004114,NORTH DOWN
N00004146,NORTH DOWN
N00004147,NORTH DOWN
N00004112,NORTH DOWN
N00004110,NORTH DOWN
N00004116,NORTH DOWN
N00004115,NORTH DOWN
N00004117,NORTH DOWN
N00004122,NORTH DOWN
N00004163,NORTH DOWN
N00004164,NORTH DOWN
N00004113,NORTH DOWN
N00004132,NORTH DOWN
N00004136,NORTH DOWN
N00004137,NORTH DOWN
N00004111,NORTH DOWN
N00004143,NORTH DOWN
N00004144,NORTH DOWN
N00004142,NORTH DOWN
N00004140,NORTH DOWN
N00004141,NORTH DOWN
N00004145,NORTH DOWN
N00004171,NORTH DOWN
N00004170,NORTH DOWN
N00004169,NORTH DOWN
N00004190,NORTH DOWN
N00004139,NORTH DOWN
N00004133,NORTH DOWN
N00004134,NORTH DOWN
N00004131,NORTH DOWN
N00004192,NORTH DOWN
N00004187,NORTH DOWN
N00004189,NORTH DOWN
N00004188,NORTH DOWN
N00004172,NORTH DOWN
N00004173,NORTH DOWN
N00004124,NORTH DOWN
N00004191,NORTH DOWN
N00004126,NORTH DOWN
N00004130,NORTH DOWN
N00004129,NORTH DOWN
N00004193,NORTH DOWN
N00004194,NORTH DOWN
N00004253,NORTH DOWN
N00004260,NORTH DOWN
N00004252,NORTH DOWN
N00004255,NORTH DOWN
N00004135,NORTH DOWN
N00004138,NORTH DOWN
N00004254,NORTH DOWN
N00000215,ARDS
N00000218,ARDS
N00000219,ARDS
N00000220,ARDS
N00000213,ARDS
N00000211,ARDS
N00000214,ARDS
N00000225,ARDS
N00000224,ARDS
N00000210,ARDS
N00000212,ARDS
N00000227,ARDS
N00000229,ARDS
N00000226,ARDS
N00000293,ARDS
N00000223,ARDS
N00000228,ARDS
N00000221,ARDS
N00000222,ARDS
N00000216,ARDS
N00000294,ARDS
N00000172,ARDS
N00000288,ARDS
N00000289,ARDS
N00000290,ARDS
N00000287,ARDS
N00000286,ARDS
N00000291,ARDS
N00000292,ARDS
N00000295,ARDS
N00000217,ARDS
N00004256,NORTH DOWN
N00003141,LARNE
N00003139,LARNE
N00003076,LARNE
N00003077,LARNE
N00003078,LARNE
N00003075,LARNE
N00003142,LARNE
N00003143,LARNE
N00001740,CARRICKFERGUS
N00001643,CARRICKFERGUS
N00001642,CARRICKFERGUS
N00001644,CARRICKFERGUS
N00001645,CARRICKFERGUS
N00001641,CARRICKFERGUS
N00001646,CARRICKFERGUS
N00001738,CARRICKFERGUS
N00001743,CARRICKFERGUS
N00001741,CARRICKFERGUS
N00001742,CARRICKFERGUS
N00001739,CARRICKFERGUS
N00001681,CARRICKFERGUS
N00004257,NORTH DOWN
N00004258,NORTH DOWN
N00004259,NORTH DOWN
N00004266,NORTH DOWN
N00004231,NORTH DOWN
N00004224,NORTH DOWN
N00001693,CARRICKFERGUS
N00001696,CARRICKFERGUS
N00001704,CARRICKFERGUS
N00001703,CARRICKFERGUS
N00001705,CARRICKFERGUS
N00001713,CARRICKFERGUS
N00001731,CARRICKFERGUS
N00001727,CARRICKFERGUS
N00001674,CARRICKFERGUS
N00001726,CARRICKFERGUS
N00001725,CARRICKFERGUS
N00001722,CARRICKFERGUS
N00001730,CARRICKFERGUS
N00001729,CARRICKFERGUS
N00001728,CARRICKFERGUS
N00001723,CARRICKFERGUS
N00001721,CARRICKFERGUS
N00001724,CARRICKFERGUS
N00001668,CARRICKFERGUS
N00001712,CARRICKFERGUS
N00001733,CARRICKFERGUS
N00001650,CARRICKFERGUS
N00001647,CARRICKFERGUS
N00001660,CARRICKFERGUS
N00001657,CARRICKFERGUS
N00001648,CARRICKFERGUS
N00001734,CARRICKFERGUS
N00001735,CARRICKFERGUS
N00001737,CARRICKFERGUS
N00001736,CARRICKFERGUS
N00001658,CARRICKFERGUS
N00001655,CARRICKFERGUS
N00001656,CARRICKFERGUS
N00001659,CARRICKFERGUS
N00001682,CARRICKFERGUS
N00001683,CARRICKFERGUS
N00001686,CARRICKFERGUS
N00001685,CARRICKFERGUS
N00001687,CARRICKFERGUS
N00001654,CARRICKFERGUS
N00001649,CARRICKFERGUS
N00001653,CARRICKFERGUS
N00001652,CARRICKFERGUS
N00001680,CARRICKFERGUS
N00001684,CARRICKFERGUS
N00001677,CARRICKFERGUS
N00001679,CARRICKFERGUS
N00001651,CARRICKFERGUS
N00001718,CARRICKFERGUS
N00001720,CARRICKFERGUS
N00001719,CARRICKFERGUS
N00001732,CARRICKFERGUS
N00001714,CARRICKFERGUS
N00001715,CARRICKFERGUS
N00001717,CARRICKFERGUS
N00001716,CARRICKFERGUS
N00001666,CARRICKFERGUS
N00001669,CARRICKFERGUS
N00001667,CARRICKFERGUS
N00001661,CARRICKFERGUS
N00001662,CARRICKFERGUS
N00001746,CARRICKFERGUS
N00001745,CARRICKFERGUS
N00001744,CARRICKFERGUS
N00001749,CARRICKFERGUS
N00001676,CARRICKFERGUS
N00001664,CARRICKFERGUS
N00001663,CARRICKFERGUS
N00001665,CARRICKFERGUS
N00001670,CARRICKFERGUS
N00001671,CARRICKFERGUS
N00001672,CARRICKFERGUS
N00001675,CARRICKFERGUS
N00001673,CARRICKFERGUS
N00001695,CARRICKFERGUS
N00001701,CARRICKFERGUS
N00001702,CARRICKFERGUS
N00001694,CARRICKFERGUS
N00001710,CARRICKFERGUS
N00001747,CARRICKFERGUS
N00003934,NEWTOWNABBEY
N00004075,NEWTOWNABBEY
N00004077,NEWTOWNABBEY
N00003922,NEWTOWNABBEY
N00003921,NEWTOWNABBEY
N00003917,NEWTOWNABBEY
N00004029,NEWTOWNABBEY
N00004027,NEWTOWNABBEY
N00004026,NEWTOWNABBEY
N00004030,NEWTOWNABBEY
N00004032,NEWTOWNABBEY
N00004031,NEWTOWNABBEY
N00004033,NEWTOWNABBEY
N00004044,NEWTOWNABBEY
N00004028,NEWTOWNABBEY
N00004045,NEWTOWNABBEY
N00004043,NEWTOWNABBEY
N00004046,NEWTOWNABBEY
N00004070,NEWTOWNABBEY
N00004069,NEWTOWNABBEY
N00004067,NEWTOWNABBEY
N00004049,NEWTOWNABBEY
N00004047,NEWTOWNABBEY
N00004042,NEWTOWNABBEY
N00003932,NEWTOWNABBEY
N00001711,CARRICKFERGUS
N00001707,CARRICKFERGUS
N00001690,CARRICKFERGUS
N00001709,CARRICKFERGUS
N00001708,CARRICKFERGUS
N00001692,CARRICKFERGUS
N00001691,CARRICKFERGUS
N00001689,CARRICKFERGUS
N00001698,CARRICKFERGUS
N00001688,CARRICKFERGUS
N00001700,CARRICKFERGUS
N00001699,CARRICKFERGUS
N00001697,CARRICKFERGUS
N00004051,NEWTOWNABBEY
N00001706,CARRICKFERGUS
N00004048,NEWTOWNABBEY
N00004052,NEWTOWNABBEY
N00004050,NEWTOWNABBEY
N00004072,NEWTOWNABBEY
N00004086,NEWTOWNABBEY
N00004085,NEWTOWNABBEY
N00004084,NEWTOWNABBEY
N00004088,NEWTOWNABBEY
N00004089,NEWTOWNABBEY
N00004091,NEWTOWNABBEY
N00004090,NEWTOWNABBEY
N00004087,NEWTOWNABBEY
N00003890,NEWTOWNABBEY
N00003889,NEWTOWNABBEY
N00003894,NEWTOWNABBEY
N00003984,NEWTOWNABBEY
N00003982,NEWTOWNABBEY
N00003985,NEWTOWNABBEY
N00003988,NEWTOWNABBEY
N00003987,NEWTOWNABBEY
N00004000,NEWTOWNABBEY
N00004007,NEWTOWNABBEY
N00003983,NEWTOWNABBEY
N00003981,NEWTOWNABBEY
N00003966,NEWTOWNABBEY
N00003972,NEWTOWNABBEY
N00003971,NEWTOWNABBEY
N00003891,NEWTOWNABBEY
N00003892,NEWTOWNABBEY
N00003895,NEWTOWNABBEY
N00003893,NEWTOWNABBEY
N00004074,NEWTOWNABBEY
N00004073,NEWTOWNABBEY
N00003969,NEWTOWNABBEY
N00003970,NEWTOWNABBEY
N00004071,NEWTOWNABBEY
N00004065,NEWTOWNABBEY
N00004068,NEWTOWNABBEY
N00004066,NEWTOWNABBEY
N00003965,NEWTOWNABBEY
N00003968,NEWTOWNABBEY
N00003918,NEWTOWNABBEY
N00003915,NEWTOWNABBEY
N00003916,NEWTOWNABBEY
N00003914,NEWTOWNABBEY
N00003920,NEWTOWNABBEY
N00003967,NEWTOWNABBEY
N00004014,NEWTOWNABBEY
N00003964,NEWTOWNABBEY
N00004008,NEWTOWNABBEY
N00004010,NEWTOWNABBEY
N00004020,NEWTOWNABBEY
N00004019,NEWTOWNABBEY
N00004018,NEWTOWNABBEY
N00004009,NEWTOWNABBEY
N00004013,NEWTOWNABBEY
N00004016,NEWTOWNABBEY
N00004012,NEWTOWNABBEY
N00004021,NEWTOWNABBEY
N00004025,NEWTOWNABBEY
N00004017,NEWTOWNABBEY
N00003928,NEWTOWNABBEY
N00004022,NEWTOWNABBEY
N00003929,NEWTOWNABBEY
N00004041,NEWTOWNABBEY
N00004035,NEWTOWNABBEY
N00004034,NEWTOWNABBEY
N00004036,NEWTOWNABBEY
N00004038,NEWTOWNABBEY
N00004037,NEWTOWNABBEY
N00004060,NEWTOWNABBEY
N00003926,NEWTOWNABBEY
N00003923,NEWTOWNABBEY
N00004040,NEWTOWNABBEY
N00004039,NEWTOWNABBEY
N00003927,NEWTOWNABBEY
N00003925,NEWTOWNABBEY
N00004062,NEWTOWNABBEY
N00004064,NEWTOWNABBEY
N00004063,NEWTOWNABBEY
N00003957,NEWTOWNABBEY
N00003959,NEWTOWNABBEY
N00003952,NEWTOWNABBEY
N00003924,NEWTOWNABBEY
N00003930,NEWTOWNABBEY
N00003931,NEWTOWNABBEY
N00003949,NEWTOWNABBEY
N00003948,NEWTOWNABBEY
N00003951,NEWTOWNABBEY
N00003953,NEWTOWNABBEY
N00003956,NEWTOWNABBEY
N00004023,NEWTOWNABBEY
N00004024,NEWTOWNABBEY
N00003950,NEWTOWNABBEY
N00004015,NEWTOWNABBEY
N00003962,NEWTOWNABBEY
N00003963,NEWTOWNABBEY
N00003954,NEWTOWNABBEY
N00003955,NEWTOWNABBEY
N00003960,NEWTOWNABBEY
N00003919,NEWTOWNABBEY
N00003961,NEWTOWNABBEY
N00004078,NEWTOWNABBEY
N00004083,NEWTOWNABBEY
N00003958,NEWTOWNABBEY
N00004080,NEWTOWNABBEY
N00004082,NEWTOWNABBEY
N00004079,NEWTOWNABBEY
N00004076,NEWTOWNABBEY
N00004081,NEWTOWNABBEY
N00003938,NEWTOWNABBEY
N00004058,NEWTOWNABBEY
N00004055,NEWTOWNABBEY
N00004054,NEWTOWNABBEY
N00004059,NEWTOWNABBEY
N00004056,NEWTOWNABBEY
N00004053,NEWTOWNABBEY
N00000029,ANTRIM
N00000123,ANTRIM
N00000121,ANTRIM
N00000118,ANTRIM
N00000119,ANTRIM
N00004057,NEWTOWNABBEY
N00000120,ANTRIM
N00000080,ANTRIM
N00000081,ANTRIM
N00003993,NEWTOWNABBEY
N00003992,NEWTOWNABBEY
N00003991,NEWTOWNABBEY
N00003990,NEWTOWNABBEY
N00003947,NEWTOWNABBEY
N00003946,NEWTOWNABBEY
N00003945,NEWTOWNABBEY
N00003910,NEWTOWNABBEY
N00003940,NEWTOWNABBEY
N00003942,NEWTOWNABBEY
N00003941,NEWTOWNABBEY
N00003939,NEWTOWNABBEY
N00003943,NEWTOWNABBEY
N00003911,NEWTOWNABBEY
N00003937,NEWTOWNABBEY
N00003936,NEWTOWNABBEY
N00003935,NEWTOWNABBEY
N00003901,NEWTOWNABBEY
N00003900,NEWTOWNABBEY
N00003903,NEWTOWNABBEY
N00003904,NEWTOWNABBEY
N00003902,NEWTOWNABBEY
N00003896,NEWTOWNABBEY
N00003906,NEWTOWNABBEY
N00003913,NEWTOWNABBEY
N00003912,NEWTOWNABBEY
N00003907,NEWTOWNABBEY
N00003909,NEWTOWNABBEY
N00003908,NEWTOWNABBEY
N00003905,NEWTOWNABBEY
N00003944,NEWTOWNABBEY
N00003899,NEWTOWNABBEY
N00003897,NEWTOWNABBEY
N00003997,NEWTOWNABBEY
N00003898,NEWTOWNABBEY
N00003994,NEWTOWNABBEY
N00003998,NEWTOWNABBEY
N00003999,NEWTOWNABBEY
N00003996,NEWTOWNABBEY
N00000084,ANTRIM
N00003995,NEWTOWNABBEY
N00003150,LARNE
N00003153,LARNE
N00003131,LARNE
N00003154,LARNE
N00003933,NEWTOWNABBEY
N00001748,CARRICKFERGUS
N00001678,CARRICKFERGUS
N00003074,LARNE
N00003073,LARNE
N00003129,LARNE
N00003128,LARNE
N00003137,LARNE
N00003135,LARNE
N00003130,LARNE
N00003149,LARNE
N00003148,LARNE
N00003108,LARNE
N00003132,LARNE
N00003109,LARNE
N00003106,LARNE
N00003107,LARNE
N00003072,LARNE
N00003118,LARNE
N00003119,LARNE
N00003117,LARNE
N00003160,LARNE
N00003116,LARNE
N00003122,LARNE
N00003113,LARNE
N00003111,LARNE
N00003112,LARNE
N00003070,LARNE
N00003071,LARNE
N00003069,LARNE
N00003068,LARNE
N00003067,LARNE
N00003147,LARNE
N00003145,LARNE
N00003081,LARNE
N00003080,LARNE
N00003079,LARNE
N00003083,LARNE
N00003082,LARNE
N00003146,LARNE
N00003091,LARNE
N00003090,LARNE
N00003092,LARNE
N00003114,LARNE
N00003115,LARNE
N00003110,LARNE
N00003121,LARNE
N00003159,LARNE
N00003120,LARNE
N00003087,LARNE
N00003084,LARNE
N00003088,LARNE
N00003089,LARNE
N00003134,LARNE
N00003085,LARNE
N00003138,LARNE
N00003155,LARNE
N00003086,LARNE
N00003156,LARNE
N00003157,LARNE
N00003158,LARNE
N00003104,LARNE
N00003105,LARNE
N00003103,LARNE
N00003136,LARNE
N00003133,LARNE
N00003094,LARNE
N00003095,LARNE
N00003097,LARNE
N00003096,LARNE
N00003093,LARNE
N00003127,LARNE
N00003151,LARNE
N00003152,LARNE
N00000585,BALLYMENA
N00003126,LARNE
N00000635,BALLYMENA
N00000636,BALLYMENA
N00003100,LARNE
N00003101,LARNE
N00003102,LARNE
N00003125,LARNE
N00003124,LARNE
N00003123,LARNE
N00003144,LARNE
N00003140,LARNE
N00003650,MOYLE
N00003651,MOYLE
N00003645,MOYLE
N00003644,MOYLE
N00003098,LARNE
N00003099,LARNE
N00003646,MOYLE
N00003647,MOYLE
N00003643,MOYLE
N00003648,MOYLE
N00000576,BALLYMENA
N00000646,BALLYMONEY
N00000577,BALLYMENA
N00000660,BALLYMONEY
N00000659,BALLYMONEY
N00000657,BALLYMONEY
N00000667,BALLYMONEY
N00000669,BALLYMONEY
N00000666,BALLYMONEY
N00000665,BALLYMONEY
N00000668,BALLYMONEY
N00000689,BALLYMONEY
N00000687,BALLYMONEY
N00000688,BALLYMONEY
N00000686,BALLYMONEY
N00000645,BALLYMONEY
N00000644,BALLYMONEY
N00000706,BALLYMONEY
N00000708,BALLYMONEY
N00000662,BALLYMONEY
N00000664,BALLYMONEY
N00000707,BALLYMONEY
N00000709,BALLYMONEY
N00000647,BALLYMONEY
N00003635,MOYLE
N00003625,MOYLE
N00003624,MOYLE
N00000643,BALLYMONEY
N00003649,MOYLE
N00003652,MOYLE
N00003639,MOYLE
N00003629,MOYLE
N00003657,MOYLE
N00003655,MOYLE
N00003654,MOYLE
N00003662,MOYLE
N00003664,MOYLE
N00003663,MOYLE
N00003660,MOYLE
N00003661,MOYLE
N00003656,MOYLE
N00003638,MOYLE
N00003640,MOYLE
N00003637,MOYLE
N00003653,MOYLE
N00003630,MOYLE
N00003641,MOYLE
N00003659,MOYLE
N00003658,MOYLE
N00003665,MOYLE
N00003666,MOYLE
N00003636,MOYLE
N00003634,MOYLE
N00003626,MOYLE
N00002004,COLERAINE
N00002001,COLERAINE
N00001995,COLERAINE
N00002003,COLERAINE
N00002002,COLERAINE
N00002005,COLERAINE
N00002061,COLERAINE
N00003632,MOYLE
N00002006,COLERAINE
N00002007,COLERAINE
N00003628,MOYLE
N00003627,MOYLE
N00003631,MOYLE
N00003633,MOYLE
N00003642,MOYLE
N00002060,COLERAINE
N00002062,COLERAINE
N00002059,COLERAINE
N00002016,COLERAINE
N00002015,COLERAINE
N00002017,COLERAINE
N00002020,COLERAINE
N00001948,COLERAINE
N00002019,COLERAINE
N00001955,COLERAINE
N00001951,COLERAINE
N00001952,COLERAINE
N00001954,COLERAINE
N00002053,COLERAINE
N00001953,COLERAINE
N00002052,COLERAINE
N00002051,COLERAINE
