SA2011,OA_CODE_dominant,OA_CODE_point
N00003282,95SS040016,95SS040016
N00003283,95SS050003,95SS050003
N00003284,95SS050004,95SS050004
N00003285,95SS050005,95SS050005
N00003286,95SS050007,95SS050007
N00003287,95SS050008,95SS050008
N00003288,95SS050009,95SS050009
N00003289,95SS050001,95SS050001
N00003290,95SS050002,95SS050002
N00003291,95SS050006,95SS050006
N00003292,95SS050010,95SS050010
N00003293,95SS060004,95SS060004
N00003294,95SS060006,95SS060006
N00003295,95SS060007,95SS060007
N00003296,95SS060001,95SS060001
N00003297,95SS060002,95SS060002
N00003298,95SS060003,95SS060003
N00003299,95SS060012,95SS060012
N00003300,95SS060014,95SS060014
N00003301,95SS060005,95SS060005
N00003302,95SS060008,95SS060008
N00003303,95SS060009,95SS060009
N00003304,95SS060011,95SS060011
N00003305,95SS060013,95SS060013
N00003306,95SS070007,95SS070007
N00003307,95SS070008,95SS070012
N00003308,95SS070012,95SS070012
N00003309,95SS070013,95SS070013
N00003310,95SS070014,95SS070014
N00003311,95SS070004,95SS070004
N00003312,95SS070010,95SS070010
N00003313,95SS070011,95SS070011
N00003314,95SS070002,95SS070002
N00003315,95SS070016,95SS070002
N00003316,95SS070017,95SS070017
N00003317,95SS080002,95SS080002
N00003318,95SS080011,95SS080011
N00003319,95SS080009,95SS080009
N00003320,95SS080010,95SS080010
N00003321,95SS080001,95SS080001
N00003322,95SS080003,95SS080003
N00003323,95SS080004,95SS080004
N00003324,95SS080005,95SS080005
N00003325,95SS080006,95SS080006
N00003326,95SS080007,95SS080007
N00003327,95SS090002,95SS090002
N00003328,95SS090007,95SS090007
N00003329,95SS090008,95SS090008
N00003330,95SS090009,95SS090009
N00003331,95SS090010,95SS090010
N00003332,95SS090001,95SS090001
N00003333,95SS090003,95SS090003
N00003334,95SS090004,95SS090004
N00003335,95SS090005,95SS090005
N00003336,95SS090006,95SS090006
N00003337,95SS100001,95SS100001
N00003338,95SS100002,95SS100002
N00003339,95SS100004,95SS100004
N00003340,95SS100005,95SS100005
N00003341,95SS100010,95SS100010
N00003342,95SS100011,95SS100011
N00003343,95SS100012,95SS100012
N00003344,95SS100003,95SS100003
N00003345,95SS100006,95SS100006
N00003346,95SS100007,95SS100007
N00003347,95SS100008,95SS100008
N00003348,95SS100009,95SS100009
N00003349,95SS110003,95SS110003
N00003350,95SS110005,95SS110005
N00003351,95SS110009,95SS110009
N00003352,95SS110010,95SS110010
N00003353,95SS110011,95SS110011
N00003354,95SS110001,95SS110001
N00003355,95SS110002,95SS110002
N00003356,95SS110004,95SS110004
N00003357,95SS110006,95SS110006
N00003358,95SS110007,95SS110007
N00003359,95SS110008,95SS110008
N00003360,95SS120001,95SS120001
N00003361,95SS120002,95SS120002
N00003362,95SS120003,95SS120003
N00003363,95SS120004,95SS120004
N00003364,95SS120005,95SS120005
N00003365,95SS120007,95SS120007
N00003366,95SS120008,95SS120008
N00003367,95SS120009,95SS120009
N00003368,95SS130001,95SS130001
N00003369,95SS130004,95SS130004
N00003370,95SS130005,95SS130005
N00003371,95SS130006,95SS130006
N00003372,95SS130007,95SS130006
N00003373,95SS130002,95SS130002
N00003374,95SS130003,95SS130002
N00003375,95SS130008,95SS130008
N00003376,95SS130009,95SS130009
N00003377,95SS130010,95SS130010
N00003378,95SS140002,95SS140002
N00003379,95SS140006,95SS140006
N00003380,95SS140007,95SS140007
N00003381,95SS140008,95SS140001
N00003382,95SS140009,95SS140009
N00003383,95SS140001,95SS140001
N00003384,95SS140003,95SS140003
N00003385,95SS140004,95SS140004
N00003386,95SS140005,95SS140005
N00003387,95SS150004,95SS150004
N00003388,95SS150005,95SS150005
N00003389,95SS150006,95SS150006
N00003390,95SS150007,95SS150009
N00003391,95SS150009,95SS150009
N00003392,95SS150001,95SS150001
N00003393,95SS150002,95SS150002
N00003394,95SS150003,95SS150003
N00003395,95SS150008,95SS150008
N00003396,95SS150010,95SS150010
N00003397,95SS160001,95SS160001
N00003398,95SS160002,95SS160002
N00003399,95SS160003,95SS160002
N00003400,95SS160006,95SS160006
N00003401,95SS160004,95SS160004
N00003402,95SS160005,95SS160005
N00003403,95SS160007,95SS160007
N00003404,95SS160008,95SS160008
N00003405,95SS160009,95SS160009
N00003406,95SS170001,95SS170001
N00003407,95SS170002,95SS170002
N00003408,95SS170003,95SS170003
N00003409,95SS170004,95SS170004
N00003410,95SS170007,95SS170007
N00003411,95SS170008,95SS170008
N00003412,95SS170005,95SS170005
N00003413,95SS170006,95SS170006
N00003414,95SS170009,95SS170009
N00003415,95SS170010,95SS170010
N00003416,95SS170011,95SS170011
N00003417,95SS180006,95SS180006
N00003418,95SS180007,95SS180007
N00003419,95SS180008,95SS180008
N00003420,95SS180009,95SS180009
N00003421,95SS180010,95SS180010
N00003422,95SS180001,95SS180001
N00003423,95SS180002,95SS180002
N00003424,95SS180004,95SS180004
N00003425,95SS180005,95SS180005
N00003426,95SS190008,95SS190008
N00003427,95SS190002,95SS190002
N00003428,95SS190004,95SS190004
N00003429,95SS190005,95SS190005
N00003430,95SS190006,95SS190006
N00003431,95SS190007,95SS190007
N00003432,95SS190009,95SS190009
N00003433,95SS190010,95SS190010
N00003434,95SS200001,95SS200001
N00003435,95SS200002,95SS200002
N00003436,95SS200003,95SS200003
N00003437,95SS200004,95SS200004
N00003438,95SS200005,95SS200005
N00003439,95SS200006,95SS200006
N00003440,95SS200007,95SS200007
N00003441,95SS200008,95SS200008
N00003442,95SS200009,95SS200009
N00003443,95SS210001,95SS210008
N00003444,95SS210004,95SS210004
N00003445,95SS210006,95SS210006
N00003446,95SS210007,95SS210007
N00003447,95SS210009,95SS210009
N00003448,95SS210002,95SS210002
N00003449,95SS210003,95SS210002
N00003450,95SS210005,95SS210005
N00003451,95SS210008,95SS210008
N00003452,95SS210010,95SS210010
N00003453,95SS220001,95SS220001
N00003454,95SS220004,95SS220004
N00003455,95SS220006,95SS220006
N00003456,95SS220009,95SS220009
N00003457,95SS220010,95SS220001
N00003458,95SS220002,95SS220002
N00003459,95SS220003,95SS220003
N00003460,95SS220005,95SS220005
N00003461,95SS220007,95SS220007
N00003462,95SS220008,95SS220008
N00003463,95SS230003,95SS230003
N00003464,95SS230005,95SS230005
N00003465,95SS230006,95SS230006
N00003466,95SS230007,95SS230007
N00003467,95SS230010,95SS230010
N00003468,95SS230011,95SS230011
N00003469,95SS230001,95SS230001
N00003470,95SS230002,95SS230002
N00003471,95SS230004,95SS230004
N00003472,95SS230008,95SS230008
N00003473,95SS230009,95SS230009
N00003474,95SS240005,95SS240005
N00003475,95SS240006,95SS240006
N00003476,95SS240009,95SS240009
N00003477,95SS240010,95SS240010
N00003478,95SS240001,95SS240001
N00003479,95SS240003,95SS240003
N00003480,95SS240004,95SS240004
N00003481,95SS240008,95SS240008
N00003482,95SS240011,95SS240011
N00003483,95SS250001,95SS250001
N00003484,95SS250002,95SS250002
N00003485,95SS250003,95SS250003
N00003486,95SS250004,95SS250004
N00003487,95SS250005,95SS250005
N00003488,95SS250006,95SS250006
N00003489,95SS250007,95SS250008
N00003490,95SS260002,95SS260002
N00003491,95SS260004,95SS260004
N00003492,95SS260006,95SS260006
N00003493,95SS260008,95SS260008
N00003494,95SS260001,95SS260001
N00003495,95SS260003,95SS260003
N00003496,95SS260005,95SS260005
N00003497,95SS270004,95SS270004
N00003498,95SS270002,95SS270002
N00003499,95SS270003,95SS270003
N00003500,95SS270005,95SS270005
N00003501,95SS270006,95SS270006
N00003502,95SS270007,95SS270007
N00003503,95SS270008,95SS270008
N00003504,95SS270009,95SS270009
N00003505,95SS270010,95SS270010
N00003506,95SS280001,95SS280001
N00003507,95SS280002,95SS280002
N00003508,95SS280003,95SS280002
N00003509,95SS280004,95SS280004
N00003510,95SS280005,95SS280005
N00003511,95SS280006,95SS280006
N00003512,95SS280007,95SS280007
N00003513,95SS280009,95SS280007
N00003514,95SS290004,95SS290004
N00003515,95SS290005,95SS290005
N00003516,95SS290006,95SS290006
N00003517,95SS290001,95SS290001
N00003518,95SS290002,95SS290002
N00003519,95SS290003,95SS290003
N00003520,95SS290009,95SS290009
N00003521,95SS300002,95SS300001
N00003522,95SS300003,95SS300003
N00003523,95SS300004,95SS300004
N00003524,95SS300005,95SS300007
N00003525,95SS300006,95SS300009
N00003526,95SS300009,95SS300009
N00003527,95TT010001,95TT010001
N00003528,95TT010002,95TT010002
N00003529,95TT010003,95TT010003
N00003530,95TT010004,95TT010004
N00003531,95TT010006,95TT010006
N00003532,95TT020001,95TT020001
N00003533,95TT020002,95TT020002
N00003534,95TT020003,95TT020003
N00003535,95TT020004,95TT020004
N00003536,95TT020005,95TT020005
N00003537,95TT020006,95TT020006
N00003538,95TT030002,95TT030002
N00003539,95TT030004,95TT030004
N00003540,95TT030006,95TT030006
N00003541,95TT030007,95TT030007
N00003542,95TT030009,95TT030009
N00003543,95TT030001,95TT030001
N00003544,95TT030003,95TT030003
N00003545,95TT030005,95TT030005
N00003546,95TT030008,95TT030008
N00003547,95TT040001,95TT040001
N00003548,95TT040004,95TT040004
N00003549,95TT040005,95TT040005
N00003550,95TT050001,95TT050001
N00003551,95TT050002,95TT050002
N00003552,95TT050003,95TT050003
N00003553,95TT050008,95TT050008
N00003554,95TT050004,95TT050004
N00003555,95TT050005,95TT050005
N00003556,95TT050007,95TT050007
N00003557,95TT060001,95TT060001
N00003558,95TT060002,95TT060002
N00003559,95TT060003,95TT060003
N00003560,95TT060004,95TT060004
N00003561,95TT060005,95TT060004
N00003562,95TT060006,95TT060006
N00003563,95TT070001,95TT070001
N00003564,95TT070002,95TT070002
N00003565,95TT070003,95TT070003
N00003566,95TT070004,95TT070004
N00003567,95TT070005,95TT070005
N00003568,95TT070006,95TT070006
N00003569,95TT080001,95TT080001
N00003570,95TT080002,95TT080002
N00003571,95TT080003,95TT080003
N00003572,95TT080004,95TT080004
N00003573,95TT080005,95TT080005
N00003574,95TT080006,95TT080006
N00003575,95TT090003,95TT090003
N00003576,95TT090004,95TT090004
N00003577,95TT090005,95TT090005
N00003578,95TT090001,95TT090001
N00003579,95TT090002,95TT090002
N00003580,95TT090006,95TT090006
N00003581,95TT100001,95TT100001
N00003582,95TT100002,95TT100002
N00003583,95TT100005,95TT100005
N00003584,95TT100004,95TT100004
N00003585,95TT100006,95TT100006
N00003586,95TT100007,95TT100007
N00003587,95TT110004,95TT110004
N00003588,95TT110005,95TT110005
N00003589,95TT110006,95TT110006
N00003590,95TT110001,95TT110001
N00003591,95TT110002,95TT110002
N00003592,95TT110003,95TT110003
N00003593,95TT120001,95TT120001
N00003594,95TT120002,95TT120002
N00003595,95TT120003,95TT120003
N00003596,95TT120004,95TT120004
N00003597,95TT120006,95TT120006
N00003598,95TT130001,95TT130001
N00003599,95TT130003,95TT130003
N00003600,95TT130005,95TT130005
N00003601,95TT130006,95TT130006
N00003602,95TT130002,95TT130002
N00003603,95TT130004,95TT130004
N00003604,95TT130007,95TT130007
N00003605,95TT130008,95TT130008
N00003606,95TT140001,95TT140001
N00003607,95TT140002,95TT140002
N00003608,95TT140003,95TT140003
N00003609,95TT140004,95TT140004
N00003610,95TT140005,95TT140005
N00003611,95TT140006,95TT140006
N00003612,95TT150001,95TT150001
N00003613,95TT150002,95TT150002
N00003614,95TT150003,95TT150003
N00003615,95TT150004,95TT150004
N00003616,95TT150005,95TT150006
N00003617,95TT150006,95TT150006
N00003618,95TT160001,95TT160001
N00003619,95TT160002,95TT160002
N00003620,95TT160003,95TT160003
N00003621,95TT160004,95TT160004
N00003622,95TT160005,95TT160005
N00003623,95TT160006,95TT160006
N00003624,95UU010001,95UU010001
N00003625,95UU010002,95UU010002
N00003626,95UU020001,95UU020001
N00003627,95UU020002,95UU020002
N00003628,95UU020003,95UU020003
N00003629,95UU030001,95UU030001
N00003630,95UU030002,
N00003631,95UU040001,95UU040001
N00003632,95UU040002,95UU040002
N00003633,95UU040003,95UU040003
N00003634,95UU050001,95UU050001
N00003635,95UU050002,95UU050002
N00003636,95UU050003,95UU050003
N00003637,95UU060001,95UU060001
N00003638,95UU060002,95UU060002
N00003639,95UU060003,95UU060001
N00003640,95UU060004,95UU060004
N00003641,95UU070001,95UU070001
N00003642,95UU070002,95UU070002
N00003643,95UU080001,95UU080001
N00003644,95UU080002,95UU080002
N00003645,95UU080003,95UU080003
N00003646,95UU090001,95UU090001
N00003647,95UU090002,95UU090002
N00003648,95UU090003,95UU090003
N00003649,95UU100001,95UU100001
N00003650,95UU100002,95UU100002
N00003651,95UU100003,95UU100003
N00003652,95UU110001,95UU110001
N00003653,95UU110003,95UU110002
N00003654,95UU120001,95UU120001
N00003655,95UU120002,95UU120002
N00003656,95UU120003,95UU120003
N00003657,95UU120004,95UU120004
N00003658,95UU130001,95UU130001
N00003659,95UU130002,95UU130002
N00003660,95UU140001,95UU140001
N00003661,95UU140002,95UU140005
N00003662,95UU140003,95UU140003
N00003663,95UU140004,95UU140004
N00003664,95UU140005,95UU140005
N00003665,95UU150001,95UU150001
N00003666,95UU150002,95UU150002
N00003667,95VV010002,95VV010002
N00003668,95VV010003,95VV010003
N00003669,95VV010007,95VV010007
N00003670,95VV010008,95VV010008
N00003671,95VV010001,95VV010001
N00003672,95VV010004,95VV010004
N00003673,95VV010005,95VV010005
N00003674,95VV010006,95VV010006
N00003675,95VV010009,95VV010009
N00003676,95VV020001,95VV020001
N00003677,95VV020002,95VV020002
N00003678,95VV020003,95VV020003
N00003679,95VV020004,95VV020004
N00003680,95VV020005,95VV020005
N00003681,95VV020006,95VV020006
N00003682,95VV020007,95VV020007
N00003683,95VV030001,95VV030001
N00003684,95VV030002,95VV030002
N00003685,95VV030003,95VV030003
N00003686,95VV030004,95VV030004
N00003687,95VV030005,95VV030005
N00003688,95VV030006,95VV030006
N00003689,95VV030007,95VV030007
N00003690,95VV040001,95VV040001
N00003691,95VV040002,95VV040002
N00003692,95VV040003,95VV040003
N00003693,95VV040004,95VV040004
N00003694,95VV040005,95VV040005
N00003695,95VV040006,95VV040006
N00003696,95VV040007,95VV040007
N00003697,95VV050001,95VV050001
N00003698,95VV050003,95VV050003
N00003699,95VV050007,95VV050007
N00003700,95VV050008,95VV050008
N00003701,95VV050002,95VV050002
N00003702,95VV050004,95VV050004
N00003703,95VV050005,95VV050005
N00003704,95VV050006,95VV050006
N00003705,95VV060001,95VV060001
N00003706,95VV060002,95VV060002
N00003707,95VV060003,95VV060003
N00003708,95VV060004,95VV060004
N00003709,95VV060005,95VV060005
N00003710,95VV060006,95VV060006
N00003711,95VV060007,95VV060007
N00003712,95VV070005,95VV070005
N00003713,95VV070006,95VV070006
N00003714,95VV070007,95VV070007
N00003715,95VV070008,95VV070008
N00003716,95VV070009,95VV070009
N00003717,95VV070010,95VV070010
N00003718,95VV070003,95VV070003
N00003719,95VV070002,95VV070002
N00003720,95VV070011,95VV070011
N00003721,95VV080001,95VV080001
N00003722,95VV080002,95VV080002
N00003723,95VV080003,95VV080003
N00003724,95VV080004,95VV080004
N00003725,95VV080005,95VV080003
N00003726,95VV080006,95VV080006
N00003727,95VV080007,95VV080007
N00003728,95VV090001,95VV090001
N00003729,95VV090002,95VV090002
N00003730,95VV090003,95VV090003
N00003731,95VV090004,95VV090004
N00003732,95VV090005,95VV090005
N00003733,95VV090007,95VV090007
N00003734,95VV100001,95VV100001
N00003735,95VV100003,95VV100003
N00003736,95VV100004,95VV100004
N00003737,95VV100005,95VV100005
N00003738,95VV100002,95VV100002
N00003739,95VV100006,95VV100006
N00003740,95VV100007,95VV100007
N00003741,95VV100008,95VV100008
N00003742,95VV100009,95VV100009
N00003743,95VV110001,95VV110001
N00003744,95VV110003,95VV110003
N00003745,95VV110004,95VV110004
N00003746,95VV110005,95VV110005
N00003747,95VV110006,95VV110006
N00003748,95VV110002,95VV110002
N00003749,95VV110007,95VV110007
N00003750,95VV110008,95VV110008
N00003751,95VV110009,95VV110009
N00003752,95VV110010,95VV110010
N00003753,95VV120003,95VV120003
N00003754,95VV120005,95VV120005
N00003755,95VV120007,95VV120007
N00003756,95VV120008,95VV120008
N00003757,95VV120001,95VV120001
N00003758,95VV120002,95VV120002
N00003759,95VV120004,95VV120004
N00003760,95VV120006,95VV120006
N00003761,95VV130002,95VV130002
N00003762,95VV130004,95VV130004
N00003763,95VV130006,95VV130006
N00003764,95VV130007,95VV130007
N00003765,95VV130001,95VV130001
N00003766,95VV130003,95VV130003
N00003767,95VV130005,95VV130005
N00003768,95VV140001,95VV140001
N00003769,95VV140006,95VV140006
N00003770,95VV140007,95VV140007
N00003771,95VV140008,95VV140008
N00003772,95VV140002,95VV140002
N00003773,95VV140003,95VV140003
N00003774,95VV140004,95VV140004
N00003775,95VV140005,95VV140005
N00003776,95VV150003,95VV150008
N00003777,95VV150004,95VV150004
N00003778,95VV150005,95VV150005
N00003779,95VV150006,95VV150006
N00003780,95VV150001,95VV150001
N00003781,95VV150002,95VV150002
N00003782,95VV150007,95VV150007
N00003783,95VV150008,95VV150008
N00003784,95VV160001,95VV160001
N00003785,95VV160002,95VV160002
N00003786,95VV160003,95VV160003
N00003787,95VV160004,95VV160004
N00003788,95VV160005,95VV160005
N00003789,95VV160006,95VV160001
N00003790,95VV160007,95VV160007
N00003791,95VV170002,95VV170002
N00003792,95VV170003,95VV170003
N00003793,95VV170004,95VV170004
N00003794,95VV170007,95VV170007
N00003795,95VV170001,95VV170001
N00003796,95VV170005,95VV170005
N00003797,95VV170006,95VV170006
N00003798,95VV170008,95VV170008
N00003799,95VV180002,95VV180002
N00003800,95VV180003,95VV180003
N00003801,95VV180004,95VV180004
N00003802,95VV180006,95VV180006
N00003803,95VV180010,95VV180010
N00003804,95VV180001,95VV180001
N00003805,95VV180005,95VV180005
N00003806,95VV180007,95VV180007
N00003807,95VV180008,95VV180008
N00003808,95VV180009,95VV180009
N00003809,95VV190002,95VV190002
N00003810,95VV190003,95VV190004
N00003811,95VV190004,95VV190002
N00003812,95VV190005,95VV190005
N00003813,95VV190001,95VV190001
N00003814,95VV190006,95VV190006
N00003815,95VV190007,95VV190007
N00003816,95VV190008,95VV190008
N00003817,95VV200001,95VV200001
N00003818,95VV200002,95VV200006
N00003819,95VV200003,95VV200003
N00003820,95VV200004,95VV200004
N00003821,95VV200005,95VV200005
N00003822,95VV200006,95VV200006
N00003823,95VV210003,95VV210003
N00003824,95VV210004,95VV210004
N00003825,95VV210007,95VV210002
N00003826,95VV210001,95VV210007
N00003827,95VV210005,95VV210005
N00003828,95VV220001,95VV220001
N00003829,95VV220002,95VV220002
N00003830,95VV220003,95VV220003
N00003831,95VV220004,95VV220004
N00003832,95VV220005,95VV220005
N00003833,95VV220006,95VV220001
N00003834,95VV230001,95VV230004
N00003835,95VV230002,95VV230002
N00003836,95VV230003,95VV230003
N00003837,95VV230004,95VV230004
N00003838,95VV230005,95VV230005
N00003839,95VV230006,95VV230006
N00003840,95VV230008,95VV230008
N00003841,95VV240004,95VV240004
N00003842,95VV240006,95VV240006
N00003843,95VV240007,95VV240007
N00003844,95VV240008,95VV240008
N00003845,95VV240001,95VV240001
N00003846,95VV240003,95VV240003
N00003847,95VV240005,95VV240005
N00003848,95VV240009,95VV240009
N00003849,95VV250001,95VV250001
N00003850,95VV250006,95VV250006
N00003851,95VV250007,95VV250007
N00003852,95VV250008,95VV250008
N00003853,95VV250002,95VV250002
N00003854,95VV250003,95VV250003
N00003855,95VV250004,95VV250004
N00003856,95VV250005,95VV250005
N00003857,95VV260001,95VV260001
N00003858,95VV260002,95VV260002
N00003859,95VV260003,95VV260003
N00003860,95VV260005,95VV260005
N00003861,95VV260006,95VV260006
N00003862,95VV260007,95VV260007
N00003863,95VV270001,95VV270001
N00003864,95VV270002,95VV270002
N00003865,95VV270003,95VV270003
N00003866,95VV270004,95VV270004
N00003867,95VV270005,95VV270005
N00003868,95VV270006,95VV270006
N00003869,95VV280001,95VV280002
N00003870,95VV280006,95VV280006
N00003871,95VV280010,95VV280010
N00003872,95VV280003,95VV280003
N00003873,95VV280007,95VV280007
N00003874,95VV290001,95VV290001
N00003875,95VV290002,95VV290002
N00003876,95VV290003,95VV290003
N00003877,95VV290004,95VV290004
N00003878,95VV290005,95VV290005
N00003879,95VV290006,95VV290006
N00003880,95VV290007,95VV290004
N00003881,95VV300004,95VV300004
N00003882,95VV300005,95VV300005
N00003883,95VV300006,95VV300006
N00003884,95VV300001,95VV300001
N00003885,95VV300002,95VV300002
N00003886,95VV300003,95VV300003
N00003887,95WW010001,95WW010001
N00003888,95WW010003,95WW010003
N00003889,95WW010009,95WW010009
N00003890,95WW010010,95WW010010
N00003891,95WW010004,95WW010004
N00003892,95WW010005,95WW010005
N00003893,95WW010006,95WW010006
N00003894,95WW010007,95WW010007
N00003895,95WW010008,95WW010008
N00003896,95WW020004,95WW020007
N00003897,95WW020005,95WW020005
N00003898,95WW020006,95WW020006
N00003899,95WW020009,95WW020009
N00003900,95WW020001,95WW020001
N00003901,95WW020002,95WW020001
N00003902,95WW020003,95WW020003
N00003903,95WW020010,95WW020010
N00003904,95WW020011,95WW020011
N00003905,95WW030001,95WW030001
N00003906,95WW030002,95WW030002
N00003907,95WW030004,95WW030004
N00003908,95WW030006,95WW030006
N00003909,95WW030008,95WW030008
N00003910,95WW030009,95WW030009
N00003911,95WW030011,95WW030003
N00003912,95WW030005,95WW030005
N00003913,95WW030010,95WW030010
N00003914,95WW040001,95WW040001
N00003915,95WW040004,95WW040004
N00003916,95WW040005,95WW040005
N00003917,95WW040008,95WW040008
N00003918,95WW040009,95WW040009
N00003919,95WW040002,95WW040002
N00003920,95WW040003,95WW040003
N00003921,95WW040006,95WW040006
N00003922,95WW040007,95WW040007
N00003923,95WW050003,95WW050003
N00003924,95WW050005,95WW050005
N00003925,95WW050007,95WW050007
N00003926,95WW050009,95WW050009
N00003927,95WW050010,95WW050010
N00003928,95WW050001,95WW050001
N00003929,95WW050002,95WW050002
N00003930,95WW050006,95WW050006
N00003931,95WW050008,95WW050008
N00003932,95WW060001,95WW060007
N00003933,95WW060008,95WW060005
N00003934,95WW060007,95WW060007
N00003935,95WW060002,95WW060002
N00003936,95WW060004,95WW060004
N00003937,95WW060006,95WW060006
N00003938,95WW070001,95WW070001
N00003939,95WW070008,95WW070008
N00003940,95WW070009,95WW070009
N00003941,95WW070010,95WW070010
N00003942,95WW070011,95WW070011
N00003943,95WW070002,95WW070008
N00003944,95WW070003,95WW070004
N00003945,95WW070004,95WW070003
N00003946,95WW070005,95WW070005
N00003947,95WW070007,95WW070007
N00003948,95WW080003,95WW080003
N00003949,95WW080004,95WW080004
N00003950,95WW080005,95WW080005
N00003951,95WW080008,95WW080008
N00003952,95WW080001,95WW080001
N00003953,95WW080002,95WW080002
N00003954,95WW080006,95WW080006
N00003955,95WW080007,95WW080007
N00003956,95WW080009,95WW080009
N00003957,95WW090001,95WW090001
N00003958,95WW090009,95WW090002
N00003959,95WW090003,95WW090003
N00003960,95WW090005,95WW090005
N00003961,95WW090004,95WW090004
N00003962,95WW090008,95WW090007
N00003963,95WW090007,95WW090007
N00003964,95WW100001,95WW100001
N00003965,95WW100002,95WW100002
N00003966,95WW100003,95WW100003
N00003967,95WW100004,95WW100004
N00003968,95WW100006,95WW100006
N00003969,95WW100005,95WW100005
N00003970,95WW100007,95WW100007
N00003971,95WW100008,95WW100008
N00003972,95WW100009,95WW100009
N00003973,95WW110001,95WW110001
N00003974,95WW110002,95WW110002
N00003975,95WW110004,95WW110004
N00003976,95WW110007,95WW110007
N00003977,95WW110003,95WW110003
N00003978,95WW110005,95WW110005
N00003979,95WW110006,95WW110006
N00003980,95WW110008,95WW110008
N00003981,95WW120001,95WW120001
N00003982,95WW120002,95WW120002
N00003983,95WW120003,95WW120003
N00003984,95WW120004,95WW120004
N00003985,95WW120005,95WW120005
N00003986,95WW120006,95WW120006
N00003987,95WW120007,95WW120007
N00003988,95WW120008,95WW120008
N00003989,95WW120009,95WW120009
N00003990,95WW130001,95WW130001
N00003991,95WW130002,95WW130002
N00003992,95WW130003,95WW130003
N00003993,95WW130004,95WW130004
N00003994,95WW130010,95WW130010
N00003995,95WW130005,95WW130005
N00003996,95WW130006,95WW130006
N00003997,95WW130007,95WW130007
N00003998,95WW130008,95WW130008
N00003999,95WW130009,95WW130009
N00004000,95WW140001,95WW140001
N00004001,95WW140002,95WW140002
N00004002,95WW140003,95WW140003
N00004003,95WW140004,95WW140004
N00004004,95WW140005,95WW140006
N00004005,95WW140006,95WW140006
N00004006,95WW140007,95WW140007
N00004007,95WW140008,95WW140008
N00004008,95WW150004,95WW150004
N00004009,95WW150005,95WW150005
N00004010,95WW150006,95WW150006
N00004011,95WW150007,95WW150007
N00004012,95WW150001,95WW150001
N00004013,95WW150002,95WW150002
N00004014,95WW150003,95WW150003
N00004015,95WW150008,95WW150008
N00004016,95WW150009,95WW150009
N00004017,95WW160002,95WW160002
N00004018,95WW160003,95WW160003
N00004019,95WW160004,95WW160004
N00004020,95WW160005,95WW160005
N00004021,95WW160008,95WW160008
N00004022,95WW160001,95WW160001
N00004023,95WW160006,95WW160007
N00004024,95WW160007,95WW160007
N00004025,95WW160009,95WW160009
N00004026,95WW170001,95WW170001
N00004027,95WW170002,95WW170002
N00004028,95WW170003,95WW170003
N00004029,95WW170004,95WW170004
N00004030,95WW170005,95WW170005
N00004031,95WW170006,95WW170006
N00004032,95WW170007,95WW170007
N00004033,95WW170008,95WW170006
N00004034,95WW180001,95WW180001
N00004035,95WW180002,95WW180002
N00004036,95WW180003,95WW180003
N00004037,95WW180004,95WW180004
N00004038,95WW180005,95WW180005
N00004039,95WW180006,95WW180006
N00004040,95WW180007,95WW180007
N00004041,95WW180008,95WW180008
N00004042,95WW190003,95WW190004
N00004043,95WW190009,95WW190009
N00004044,95WW190011,95WW190011
N00004045,95WW190012,95WW190011
N00004046,95WW190014,95WW190014
N00004047,95WW190002,95WW190002
N00004048,95WW190007,95WW190007
N00004049,95WW190008,95WW190008
N00004050,95WW190001,95WW190001
N00004051,95WW190006,95WW190006
N00004052,95WW190013,95WW190013
N00004053,95WW200004,95WW200004
N00004054,95WW200005,95WW200005
N00004055,95WW200006,95WW200006
N00004056,95WW200007,95WW200007
N00004057,95WW200011,95WW200011
N00004058,95WW200010,95WW200010
N00004059,95WW200003,95WW200003
N00004060,95WW200008,95WW200008
N00004061,95WW200009,95WW200009
N00004062,95WW200001,95WW200001
N00004063,95WW200012,95WW200013
N00004064,95WW200013,95WW200013
N00004065,95WW210001,95WW210001
N00004066,95WW210002,95WW210002
N00004067,95WW210003,95WW210003
N00004068,95WW210006,95WW210006
N00004069,95WW210010,95WW210003
N00004070,95WW210011,95WW210011
N00004071,95WW210004,95WW210004
N00004072,95WW210005,95WW210005
N00004073,95WW210008,95WW210008
N00004074,95WW210009,95WW210009
N00004075,95WW220001,95WW220001
N00004076,95WW220005,95WW220005
N00004077,95WW220008,95WW220008
N00004078,95WW220009,95WW220009
N00004079,95WW220002,95WW220002
N00004080,95WW220003,95WW220003
N00004081,95WW220004,95WW220005
N00004082,95WW220006,95WW220006
N00004083,95WW220007,95WW220007
N00004084,95WW230004,95WW230004
N00004085,95WW230007,95WW230007
N00004086,95WW230006,95WW230006
N00004087,95WW230008,95WW230008
N00004088,95WW230001,95WW230001
N00004089,95WW230002,95WW230002
N00004090,95WW230003,95WW230003
N00004091,95WW230010,95WW230010
N00004092,95WW240005,95WW240005
N00004093,95WW240007,95WW240007
N00004094,95WW240010,95WW240010
N00004095,95WW240011,95WW240011
N00004096,95WW240001,95WW240001
N00004097,95WW240002,95WW240002
N00004098,95WW240003,95WW240003
N00004099,95WW240004,95WW240004
N00004100,95WW240008,95WW240008
N00004101,95WW250001,95WW250001
N00004102,95WW250002,95WW250002
N00004103,95WW250003,95WW250003
