OA_CODE,DZ2021_cd_dominant,DZ2021_cd_point
95QQ130001,N20002743,N20002743
95QQ130002,N20002739,N20002739
95QQ130003,N20002743,N20002743
95QQ130004,N20002751,N20002751
95QQ130005,N20002743,N20002751
95QQ130006,N20002758,N20002748
95QQ130007,N20002739,N20002739
95QQ140001,N20002668,N20002746
95QQ140002,N20002694,N20002716
95QQ140003,N20002706,N20002706
95QQ140004,N20002742,N20002733
95QQ140005,N20002731,N20002733
95QQ140006,N20002742,N20002740
95QQ140007,N20002740,N20002738
95QQ140008,N20002742,N20002742
95QQ140009,N20002746,N20002746
95QQ140010,N20002746,N20002746
95QQ150001,N20002714,N20002714
95QQ150002,N20002718,N20002714
95QQ150003,N20002718,N20002718
95QQ150004,N20002718,N20002718
95QQ150005,N20002715,N20002707
95QQ150006,N20002715,N20002717
95RR010001,N20001485,N20001485
95RR010002,N20001482,N20001485
95RR010003,N20001484,N20001483
95RR010004,N20001511,N20001511
95RR010005,N20001497,N20001497
95RR010006,N20001503,N20001503
95RR010007,N20001506,N20001506
95RR010008,N20001511,N20001506
95RR020001,N20001446,N20001446
95RR020002,N20001446,N20001449
95RR020003,N20001446,N20001446
95RR020004,N20001449,N20001451
95RR020005,N20001446,N20001450
95RR030001,N20001509,N20001507
95RR030002,N20001509,N20001509
95RR030003,N20001509,N20001509
95RR030004,N20001496,N20001498
95RR030005,N20001498,N20001498
95RR040001,N20001466,N20001469
95RR040002,N20001466,N20001470
95RR040003,N20001469,N20001471
95RR040004,N20001473,N20001471
95RR040005,N20001474,N20001474
95RR040006,N20001477,N20001474
95RR050001,N20001502,N20001502
95RR050002,N20001505,N20001505
95RR050003,N20001510,N20001510
95RR050004,N20001508,N20001508
95RR050005,N20001504,N20001499
95RR050006,N20001502,N20001502
95RR050007,N20001494,N20001499
95RR050008,N20001508,N20001505
95RR060001,N20001480,N20001480
95RR060002,N20001465,N20001465
95RR060003,N20001477,N20001477
95RR060004,N20001477,N20001472
95RR060005,N20001479,N20001479
95RR070001,N20001511,N20001459
95RR070002,N20001513,N20001513
95RR070003,N20001511,N20001512
95RR070004,N20001459,N20001459
95RR070005,N20001457,N20001459
95RR070006,N20001459,N20001459
95RR080001,N20001465,N20001461
95RR080002,N20001458,N20001458
95RR080003,N20001461,N20001463
95RR080004,N20001462,N20001462
95RR080005,N20001461,N20001446
95RR090001,N20001456,N20001456
95RR090002,N20001462,N20001456
95RR090003,N20001458,N20001458
95RR090004,N20001458,N20001453
95RR090005,N20001450,N20001453
95RR090006,N20001458,N20001462
95RR090007,N20001460,N20001460
95RR090008,N20001454,N20001454
95RR100001,N20001504,N20001507
95RR100002,N20001504,N20001504
95RR100003,N20001496,N20001496
95RR100004,N20001495,N20001495
95RR100005,N20001510,N20001510
95RR110001,N20001481,N20001481
95RR110002,N20001482,N20001484
95RR110003,N20001484,N20001484
95RR110004,N20001482,N20001482
95RR110005,N20001482,N20001481
95RR120001,N20001489,N20001489
95RR120002,N20001489,N20001489
95RR120003,N20001486,N20001486
95RR120004,N20001489,N20001489
95RR120005,N20001494,N20001494
95RR130001,N20001487,N20001487
95RR130002,N20001486,N20001487
95RR130003,N20001488,N20001493
95RR130004,N20001498,N20001493
95RR130005,N20001490,N20001490
95RR130006,N20001488,N20001488
95RR140001,N20001464,N20001464
95RR140002,N20001466,N20001467
95RR140003,N20001465,N20001464
95RR140004,N20001466,N20001468
95RR150001,N20001473,N20001475
95RR150002,N20001478,N20001478
95RR150003,N20001478,N20001475
95RR150004,N20001478,N20001478
95RR150005,N20001466,N20001466
95SS010001,N20002319,N20002319
95SS010002,N20002318,N20002318
95SS010003,N20002317,N20002317
95SS010004,N20002311,N20002311
95SS010005,N20002319,N20002319
95SS010006,N20002311,N20002311
95SS010007,N20002298,N20002298
95SS010008,N20002295,N20002300
95SS010009,N20002299,N20002304
95SS010010,N20002302,N20002302
95SS010011,N20002300,N20002300
95SS020001,N20002326,N20002326
95SS020002,N20002297,N20002307
95SS020003,N20002327,N20002328
95SS020004,N20002330,N20002326
95SS020005,N20002327,N20002327
95SS020006,N20002330,N20002330
95SS020007,N20002331,N20002331
95SS020008,N20002332,N20002332
95SS020009,N20002330,N20002330
95SS020010,N20002333,N20002331
95SS020011,N20002337,N20002337
95SS020012,N20002310,N20002310
95SS030001,N20002438,N20002438
95SS030002,N20002442,N20002442
95SS030003,N20002439,N20002439
95SS030004,N20002444,N20002444
95SS030005,N20002439,N20002439
95SS030006,N20002445,N20002445
95SS030007,N20002445,N20002445
95SS030008,N20002446,N20002446
95SS030009,N20002447,N20002447
95SS040001,N20002335,N20002334
95SS040002,N20002334,N20002334
95SS040003,N20002341,N20002341
95SS040004,N20002336,N20002336
95SS040005,N20002344,N20002344
95SS040006,N20002341,N20002341
95SS040007,N20002340,N20002340
95SS040008,N20002297,N20002309
95SS040009,N20002297,N20002297
95SS040010,N20002316,N20002314
95SS040011,N20002312,N20002312
95SS040012,N20002313,N20002315
95SS040013,N20002312,N20002328
95SS040014,N20002315,N20002329
95SS040015,N20002332,N20002332
95SS040016,N20002342,N20002329
95SS040017,N20002329,N20002329
95SS050001,N20002256,N20002256
95SS050002,N20002260,N20002260
95SS050003,N20002253,N20002253
95SS050004,N20002252,N20002252
95SS050005,N20002252,N20002252
95SS050006,N20002260,N20002437
95SS050007,N20002253,N20002253
95SS050008,N20002254,N20002254
95SS050009,N20002255,N20002254
95SS050010,N20002260,N20002256
95SS060001,N20001266,N20001266
95SS060002,N20001272,N20001266
95SS060003,N20001277,N20001277
95SS060004,N20002289,N20001239
95SS060005,N20001256,N20001256
95SS060006,N20001255,N20001255
95SS060007,N20001239,N20001255
95SS060008,N20001256,N20001257
95SS060009,N20001257,N20001257
95SS060010,N20001261,N20001261
95SS060011,N20001262,N20001262
95SS060012,N20001261,N20001261
95SS060013,N20001263,N20001263
95SS060014,N20001263,N20001263
95SS070001,N20002389,N20002387
95SS070002,N20002389,N20002389
95SS070003,N20001272,N20001272
95SS070004,N20001284,N20001282
95SS070005,N20001282,N20001282
95SS070006,N20001277,N20001277
95SS070007,N20002378,N20001290
95SS070008,N20002378,N20002377
95SS070009,N20002378,N20002376
95SS070010,N20001290,N20001290
95SS070011,N20002378,N20002378
95SS070012,N20002378,N20001278
95SS070013,N20002381,N20002381
95SS070014,N20002384,N20002384
95SS070015,N20002387,N20002387
95SS070016,N20002385,N20002385
95SS070017,N20002378,N20002381
95SS080001,N20002451,N20002451
95SS080002,N20002449,N20002449
95SS080003,N20002451,N20002286
95SS080004,N20002452,N20002452
95SS080005,N20002453,N20002455
95SS080006,N20002453,N20002453
95SS080007,N20002451,N20002454
95SS080008,N20002450,N20002448
95SS080009,N20002447,N20002447
95SS080010,N20002449,N20002449
95SS080011,N20002446,N20002446
95SS090001,N20002430,N20002430
95SS090002,N20002426,N20002424
95SS090003,N20002425,N20002425
95SS090004,N20002425,N20002426
95SS090005,N20002426,N20002426
95SS090006,N20002433,N20002434
95SS090007,N20001234,N20001234
95SS090008,N20002425,N20001234
95SS090009,N20002424,N20002424
95SS090010,N20002424,N20002424
95SS100001,N20001280,N20001280
95SS100002,N20001281,N20001281
95SS100003,N20001275,N20001280
95SS100004,N20001275,N20001275
95SS100005,N20001289,N20001285
95SS100006,N20001258,N20001258
95SS100007,N20001258,N20001258
95SS100008,N20001264,N20001264
95SS100009,N20001264,N20001264
95SS100010,N20001271,N20001271
95SS100011,N20001271,N20001271
95SS100012,N20001285,N20001274
95SS110001,N20002289,N20002289
95SS110002,N20002293,N20002294
95SS110003,N20002295,N20002290
95SS110004,N20002296,N20002296
95SS110005,N20002295,N20002295
95SS110006,N20002298,N20002302
95SS110007,N20002294,N20002294
95SS110008,N20002289,N20002289
95SS110009,N20002287,N20002287
95SS110010,N20002287,N20002288
95SS110011,N20002290,N20002290
95SS120001,N20002394,N20002394
95SS120002,N20002397,N20002397
95SS120003,N20002401,N20002401
95SS120004,N20002402,N20002402
95SS120005,N20002405,N20002405
95SS120006,N20002405,N20002405
95SS120007,N20002406,N20002406
95SS120008,N20002411,N20002411
95SS120009,N20002396,N20002396
95SS130001,N20002411,N20002418
95SS130002,N20002420,N20002420
95SS130003,N20002420,N20002420
95SS130004,N20002419,N20002419
95SS130005,N20002420,N20002418
95SS130006,N20002421,N20002421
95SS130007,N20002423,N20002423
95SS130008,N20002411,N20002411
95SS130009,N20002411,N20002415
95SS130010,N20002414,N20002415
95SS140001,N20002435,N20002431
95SS140002,N20002435,N20002435
95SS140003,N20002437,N20002436
95SS140004,N20002438,N20002438
95SS140005,N20002427,N20002431
95SS140006,N20002428,N20002432
95SS140007,N20002429,N20002429
95SS140008,N20002431,N20002431
95SS140009,N20002432,N20002432
95SS150001,N20002286,N20002286
95SS150002,N20002277,N20002277
95SS150003,N20002285,N20002444
95SS150004,N20002443,N20002443
95SS150005,N20002279,N20002278
95SS150006,N20002280,N20002280
95SS150007,N20002278,N20002280
95SS150008,N20002285,N20002283
95SS150009,N20002285,N20002282
95SS150010,N20002285,N20002285
95SS160001,N20001254,N20001254
95SS160002,N20001258,N20001254
95SS160003,N20001258,N20001258
95SS160004,N20001259,N20001259
95SS160005,N20001259,N20001259
95SS160006,N20001265,N20001265
95SS160007,N20001270,N20001270
95SS160008,N20001269,N20001269
95SS160009,N20001274,N20001270
95SS170001,N20002354,N20002354
95SS170002,N20002360,N20002360
95SS170003,N20002364,N20002364
95SS170004,N20002369,N20002369
95SS170005,N20002345,N20002347
95SS170006,N20002345,N20002345
95SS170007,N20002353,N20002353
95SS170008,N20002353,N20002353
95SS170009,N20002350,N20002350
95SS170010,N20002348,N20002348
95SS170011,N20002347,N20002347
95SS180001,N20002372,N20002372
95SS180002,N20002366,N20002422
95SS180003,N20002366,N20002373
95SS180004,N20002366,N20002366
95SS180005,N20002373,N20002373
95SS180006,N20002373,N20002373
95SS180007,N20002374,N20002374
95SS180008,N20002372,N20002372
95SS180009,N20002374,N20002374
95SS180010,N20002375,N20002375
95SS180011,N20002356,N20002356
95SS190001,N20002403,N20002409
95SS190002,N20002403,N20002403
95SS190003,N20002409,N20002409
95SS190004,N20002409,N20002414
95SS190005,N20002386,N20002382
95SS190006,N20002380,N20002382
95SS190007,N20002388,N20002388
95SS190008,N20002403,N20002403
95SS190009,N20002403,N20002386
95SS190010,N20002386,N20002386
95SS200001,N20002352,N20002422
95SS200002,N20002352,N20002352
95SS200003,N20002339,N20002339
95SS200004,N20002337,N20002337
95SS200005,N20002339,N20002339
95SS200006,N20002338,N20002338
95SS200007,N20002416,N20002416
95SS200008,N20002346,N20002346
95SS200009,N20002350,N20002350
95SS210001,N20002324,N20002323
95SS210002,N20002284,N20002276
95SS210003,N20002284,N20002284
95SS210004,N20002324,N20002324
95SS210005,N20002268,N20002268
95SS210006,N20002318,N20002320
95SS210007,N20002322,N20002322
95SS210008,N20002324,N20002323
95SS210009,N20002325,N20002325
95SS210010,N20002268,N20002268
95SS220001,N20002402,N20002402
95SS220002,N20002390,N20002390
95SS220003,N20002390,N20002390
95SS220004,N20002393,N20002393
95SS220005,N20002378,N20002391
95SS220006,N20002393,N20002394
95SS220007,N20002392,N20002392
95SS220008,N20002399,N20002399
95SS220009,N20002398,N20002398
95SS220010,N20002394,N20002394
95SS230001,N20002259,N20002259
95SS230002,N20002258,N20002258
95SS230003,N20002259,N20002259
95SS230004,N20002258,N20002258
95SS230005,N20002274,N20002274
95SS230006,N20002261,N20002269
95SS230007,N20002277,N20002269
95SS230008,N20002441,N20002441
95SS230009,N20002440,N20002440
95SS230010,N20002260,N20002281
95SS230011,N20002277,N20002269
95SS240001,N20002264,N20002264
95SS240002,N20002264,N20002264
95SS240003,N20002273,N20002275
95SS240004,N20002265,N20002265
95SS240005,N20002268,N20002266
95SS240006,N20002268,N20002268
95SS240007,N20002268,N20002268
95SS240008,N20002273,N20002273
95SS240009,N20002268,N20002268
95SS240010,N20002268,N20002263
95SS240011,N20002267,N20002267
95SS240012,N20002268,N20002266
95SS250001,N20002365,N20002365
95SS250002,N20002361,N20002361
95SS250003,N20002362,N20002362
95SS250004,N20002367,N20002361
95SS250005,N20002368,N20002368
95SS250006,N20002368,N20002368
95SS250007,N20002371,N20002371
95SS250008,N20002371,N20002370
95SS260001,N20001246,N20001246
95SS260002,N20001239,N20001243
95SS260003,N20001246,N20001246
95SS260004,N20001248,N20001248
95SS260005,N20001250,N20001250
95SS260006,N20001252,N20001252
95SS260007,N20001241,N20001241
95SS260008,N20001241,N20001241
95SS260009,N20001243,N20001243
95SS260010,N20001243,N20001243
95SS270001,N20002379,N20002380
95SS270002,N20002379,N20002379
95SS270003,N20002382,N20002382
95SS270004,N20002386,N20002380
95SS270005,N20001294,N20001294
95SS270006,N20001292,N20001292
95SS270007,N20002376,N20002379
95SS270008,N20001296,N20001292
95SS270009,N20001296,N20001296
95SS270010,N20002379,N20002379
95SS280001,N20002422,N20002356
95SS280002,N20002359,N20002359
95SS280003,N20002355,N20002359
95SS280004,N20002357,N20002357
95SS280005,N20002363,N20002363
95SS280006,N20002362,N20002362
95SS280007,N20002362,N20002362
95SS280008,N20002362,N20002371
95SS280009,N20002363,N20002366
95SS290001,N20001287,N20001287
95SS290002,N20001276,N20001276
95SS290003,N20001276,N20001276
95SS290004,N20001283,N20001288
95SS290005,N20001283,N20001286
95SS290006,N20001288,N20001288
95SS290007,N20001287,N20001287
95SS290008,N20001293,N20001293
95SS290009,N20001295,N20001295
95SS300001,N20002404,N20002404
95SS300002,N20002404,N20002412
95SS300003,N20002412,N20002417
95SS300004,N20002413,N20002417
95SS300005,N20002404,N20002399
95SS300006,N20002408,N20002410
95SS300007,N20002404,N20002404
95SS300008,N20002408,N20002408
95SS300009,N20002413,N20002410
95TT010001,N20002892,N20002892
95TT010002,N20002891,N20002891
95TT010003,N20002893,N20002893
95TT010004,N20002887,N20002887
95TT010005,N20002889,N20002889
95TT010006,N20002887,N20002887
95TT020001,N20002866,N20002866
95TT020002,N20002866,N20002870
95TT020003,N20002870,N20002870
95TT020004,N20002868,N20002868
95TT020005,N20002865,N20002865
95TT020006,N20002866,N20002869
95TT030001,N20002877,N20002889
95TT030002,N20002889,N20002889
95TT030003,N20002889,N20002884
95TT030004,N20002884,N20002884
95TT030005,N20002882,N20002882
95TT030006,N20002880,N20002880
95TT030007,N20002883,N20002883
95TT030008,N20002877,N20002881
95TT030009,N20002880,N20002880
95TT040001,N20002885,N20002885
95TT040002,N20002875,N20002875
95TT040003,N20002885,N20002878
95TT040004,N20002885,N20002878
95TT040005,N20002890,N20002890
95TT040006,N20002872,N20002875
95TT050001,N20002898,N20002898
95TT050002,N20002900,N20002900
95TT050003,N20002897,N20002895
95TT050004,N20002899,N20002899
95TT050005,N20002901,N20002901
95TT050006,N20002908,N20002906
95TT050007,N20002908,N20002899
95TT050008,N20002894,N20002894
95TT060001,N20002857,N20002857
95TT060002,N20002853,N20002853
95TT060003,N20002859,N20002861
95TT060004,N20002859,N20002859
95TT060005,N20002848,N20002859
95TT060006,N20002853,N20002851
95TT070001,N20002879,N20002879
95TT070002,N20002877,N20002879
95TT070003,N20002879,N20002879
95TT070004,N20002871,N20002877
95TT070005,N20002871,N20002871
95TT070006,N20002877,N20002871
95TT080001,N20002911,N20002915
95TT080002,N20002911,N20002911
95TT080003,N20002886,N20002886
95TT080004,N20002913,N20002913
95TT080005,N20002914,N20002914
95TT080006,N20002914,N20002914
95TT090001,N20002860,N20002860
95TT090002,N20002863,N20002860
95TT090003,N20002864,N20002864
95TT090004,N20002862,N20002862
95TT090005,N20002863,N20002863
95TT090006,N20002860,N20002856
95TT100001,N20002850,N20002850
95TT100002,N20002851,N20002855
95TT100003,N20002855,N20002855
95TT100004,N20002854,N20002854
95TT100005,N20002856,N20002856
95TT100006,N20002858,N20002858
95TT100007,N20002855,N20002855
95TT110001,N20002841,N20002841
95TT110002,N20002837,N20002837
95TT110003,N20002845,N20002842
95TT110004,N20002845,N20002845
95TT110005,N20002847,N20002847
95TT110006,N20002845,N20002852
95TT120001,N20002888,N20002888
95TT120002,N20002867,N20002867
95TT120003,N20002867,N20002872
95TT120004,N20002872,N20002872
95TT120005,N20002876,N20002867
95TT120006,N20002876,N20002876
95TT130001,N20002912,N20002912
95TT130002,N20002908,N20002908
95TT130003,N20002909,N20002909
95TT130004,N20002908,N20002908
95TT130005,N20002908,N20002907
95TT130006,N20002909,N20002909
95TT130007,N20002904,N20002904
95TT130008,N20002904,N20002907
95TT140001,N20002912,N20002912
95TT140002,N20002913,N20002910
95TT140003,N20002903,N20002903
95TT140004,N20002902,N20002902
95TT140005,N20002905,N20002905
95TT140006,N20002901,N20002905
95TT150001,N20002840,N20002840
95TT150002,N20002848,N20002840
95TT150003,N20002840,N20002839
95TT150004,N20002844,N20002844
95TT150005,N20002846,N20002853
95TT150006,N20002846,N20002846
95TT160001,N20002838,N20002838
95TT160002,N20002843,N20002843
95TT160003,N20002849,N20002849
95TT160004,N20002838,N20002838
95TT160005,N20002848,N20002848
95TT160006,N20002843,N20002843
95UU010001,N20001678,N20001668
95UU010002,N20001670,N20001671
95UU020001,N20001636,N20001636
95UU020002,N20001605,N20001605
95UU020003,N20001606,N20001606
95UU030001,N20001657,N20001657
95UU030002,N20001651,N20001668
95UU030003,N20001659,N20001659
95UU040001,N20001601,N20001601
95UU040002,N20001597,N20001598
95UU040003,N20001597,N20001600
95UU050001,N20001639,N20001639
95UU050002,N20001645,N20001639
95UU050003,N20001619,N20001619
95UU060001,N20001653,N20001653
95UU060002,N20001655,N20001655
95UU060003,N20001653,N20001653
95UU060004,N20001654,N20001654
95UU070001,N20001597,N20001597
95UU070002,N20001597,N20001597
95UU080001,N20001675,N20001680
95UU080002,N20001680,N20001680
95UU080003,N20001673,N20001675
95UU080004,N20001673,N20001677
95UU090001,N20001680,N20001680
95UU090002,N20001684,N20001684
95UU090003,N20001684,N20001684
95UU090004,N20001684,N20001682
95UU100001,N20001675,N20001673
95UU100002,N20001667,N20001673
95UU100003,N20001667,N20001673
95UU110001,N20001668,N20001668
95UU110002,N20001665,N20001665
95UU110003,N20001665,N20001665
95UU120001,N20001662,N20001663
95UU120002,N20001668,N20001663
95UU120003,N20001656,N20001656
95UU120004,N20001661,N20001661
95UU130001,N20001652,N20001652
95UU130002,N20001652,N20001658
95UU140001,N20001666,N20001664
95UU140002,N20001652,N20001660
95UU140003,N20001662,N20001662
95UU140004,N20001663,N20001663
95UU140005,N20001660,N20001660
95UU150001,N20001666,N20001666
95UU150002,N20001669,N20001669
95VV010001,N20003281,N20003284
95VV010002,N20003282,N20003282
95VV010003,N20003283,N20003285
95VV010004,N20003285,N20003285
95VV010005,N20003287,N20003287
95VV010006,N20003287,N20003286
95VV010007,N20003281,N20003283
95VV010008,N20003281,N20003281
95VV010009,N20003281,N20003284
95VV020001,N20003114,N20003114
95VV020002,N20003166,N20003166
95VV020003,N20003171,N20003167
95VV020004,N20003174,N20003174
95VV020005,N20003162,N20003162
95VV020006,N20003172,N20003172
95VV020007,N20003171,N20003171
95VV030001,N20003113,N20003113
95VV030002,N20003113,N20003118
95VV030003,N20003111,N20003116
95VV030004,N20003111,N20003111
95VV030005,N20003105,N20003105
95VV030006,N20003105,N20003113
95VV030007,N20003109,N20003109
95VV040001,N20003288,N20003294
95VV040002,N20003288,N20003288
95VV040003,N20003289,N20003289
95VV040004,N20003294,N20003294
95VV040005,N20003292,N20003292
95VV040006,N20003296,N20003296
95VV040007,N20003282,N20003292
95VV050001,N20003230,N20003230
95VV050002,N20003231,N20003231
95VV050003,N20003235,N20003235
95VV050004,N20003233,N20003233
95VV050005,N20003234,N20003234
95VV050006,N20003233,N20003231
95VV050007,N20003230,N20003230
95VV050008,N20003235,N20003235
95VV060001,N20003122,N20003122
95VV060002,N20003126,N20003126
95VV060003,N20003126,N20003121
95VV060004,N20003129,N20003129
95VV060005,N20003124,N20003124
95VV060006,N20003124,N20003124
95VV060007,N20003129,N20003200
95VV070001,N20003237,N20003237
95VV070002,N20003242,N20003238
95VV070003,N20003237,N20003237
95VV070004,N20003238,N20003243
95VV070005,N20003247,N20003247
95VV070006,N20003241,N20003241
95VV070007,N20003248,N20003245
95VV070008,N20003248,N20003248
95VV070009,N20003242,N20003248
95VV070010,N20003255,N20003255
95VV070011,N20003236,N20003236
95VV080001,N20003137,N20003137
95VV080002,N20003140,N20003140
95VV080003,N20003144,N20003148
95VV080004,N20003131,N20003131
95VV080005,N20003144,N20003144
95VV080006,N20003151,N20003148
95VV080007,N20003131,N20003132
95VV090001,N20003152,N20003152
95VV090002,N20003153,N20003150
95VV090003,N20003153,N20003153
95VV090004,N20003140,N20003140
95VV090005,N20003140,N20003146
95VV090006,N20003147,N20003147
95VV090007,N20003153,N20003150
95VV100001,N20003182,N20003183
95VV100002,N20003183,N20003183
95VV100003,N20003186,N20003186
95VV100004,N20003186,N20003186
95VV100005,N20003182,N20003177
95VV100006,N20003176,N20003176
95VV100007,N20003177,N20003177
95VV100008,N20003174,N20003174
95VV100009,N20003176,N20003176
95VV110001,N20003227,N20003227
95VV110002,N20003222,N20003222
95VV110003,N20003224,N20003224
95VV110004,N20003227,N20003229
95VV110005,N20003197,N20003197
95VV110006,N20003233,N20003228
95VV110007,N20003155,N20003155
95VV110008,N20003156,N20003156
95VV110009,N20003156,N20003155
95VV110010,N20003223,N20003223
95VV120001,N20003115,N20003115
95VV120002,N20003114,N20003115
95VV120003,N20003117,N20003117
95VV120004,N20003117,N20003117
95VV120005,N20003123,N20003123
95VV120006,N20003120,N20003120
95VV120007,N20003200,N20003123
95VV120008,N20003173,N20003173
95VV130001,N20003212,N20003215
95VV130002,N20003211,N20003211
95VV130003,N20003207,N20003207
95VV130004,N20003208,N20003208
95VV130005,N20003207,N20003212
95VV130006,N20003208,N20003208
95VV130007,N20003214,N20003214
95VV140001,N20003198,N20003198
95VV140002,N20003185,N20003185
95VV140003,N20003185,N20003185
95VV140004,N20003188,N20003188
95VV140005,N20003194,N20003191
95VV140006,N20003193,N20003193
95VV140007,N20003195,N20003195
95VV140008,N20003195,N20003193
95VV150001,N20003157,N20003157
95VV150002,N20003157,N20003157
95VV150003,N20003161,N20003164
95VV150004,N20003164,N20003164
95VV150005,N20003170,N20003170
95VV150006,N20003161,N20003170
95VV150007,N20003108,N20003112
95VV150008,N20003161,N20003159
95VV160001,N20003202,N20003202
95VV160002,N20003205,N20003205
95VV160003,N20003194,N20003194
95VV160004,N20003200,N20003204
95VV160005,N20003199,N20003199
95VV160006,N20003204,N20003204
95VV160007,N20003201,N20003201
95VV170001,N20003149,N20003142
95VV170002,N20003138,N20003135
95VV170003,N20003203,N20003203
95VV170004,N20003135,N20003135
95VV170005,N20003149,N20003149
95VV170006,N20003145,N20003145
95VV170007,N20003139,N20003139
95VV170008,N20003142,N20003143
95VV180001,N20003293,N20003293
95VV180002,N20003297,N20003297
95VV180003,N20003300,N20003298
95VV180004,N20003300,N20003300
95VV180005,N20003304,N20003304
95VV180006,N20003300,N20003300
95VV180007,N20003301,N20003301
95VV180008,N20003304,N20003303
95VV180009,N20003306,N20003306
95VV180010,N20003300,N20003306
95VV190001,N20003309,N20003304
95VV190002,N20003308,N20003307
95VV190003,N20003305,N20003305
95VV190004,N20003307,N20003307
95VV190005,N20003309,N20003308
95VV190006,N20003309,N20003299
95VV190007,N20003299,N20003302
95VV190008,N20003302,N20003302
95VV200001,N20003291,N20003291
95VV200002,N20003291,N20003290
95VV200003,N20003310,N20003310
95VV200004,N20003282,N20003293
95VV200005,N20003290,N20003290
95VV200006,N20003310,N20003291
95VV210001,N20003226,N20003226
95VV210002,N20003225,N20003225
95VV210003,N20003209,N20003209
95VV210004,N20003216,N20003216
95VV210005,N20003219,N20003219
95VV210006,N20003216,N20003221
95VV210007,N20003226,N20003226
95VV220001,N20003125,N20003125
95VV220002,N20003107,N20003107
95VV220003,N20003128,N20003128
95VV220004,N20003128,N20003128
95VV220005,N20003104,N20003104
95VV220006,N20003125,N20003119
95VV230001,N20003244,N20003244
95VV230002,N20003256,N20003256
95VV230003,N20003230,N20003252
95VV230004,N20003256,N20003244
95VV230005,N20003254,N20003254
95VV230006,N20003232,N20003256
95VV230007,N20003256,N20003256
95VV230008,N20003295,N20003295
95VV240001,N20003240,N20003243
95VV240002,N20003242,N20003242
95VV240003,N20003251,N20003251
95VV240004,N20003253,N20003253
95VV240005,N20003253,N20003249
95VV240006,N20003250,N20003250
95VV240007,N20003255,N20003253
95VV240008,N20003240,N20003240
95VV240009,N20003246,N20003246
95VV250001,N20003142,N20003142
95VV250002,N20003130,N20003130
95VV250003,N20003127,N20003127
95VV250004,N20003133,N20003133
95VV250005,N20003130,N20003130
95VV250006,N20003148,N20003141
95VV250007,N20003133,N20003133
95VV250008,N20003136,N20003134
95VV260001,N20003213,N20003213
95VV260002,N20003232,N20003213
95VV260003,N20003213,N20003217
95VV260004,N20003225,N20003218
95VV260005,N20003230,N20003225
95VV260006,N20003280,N20003261
95VV260007,N20003261,N20003261
95VV270001,N20003179,N20003187
95VV270002,N20003187,N20003187
95VV270003,N20003190,N20003187
95VV270004,N20003189,N20003189
95VV270005,N20003189,N20003197
95VV270006,N20003192,N20003192
95VV270007,N20003190,N20003197
95VV280001,N20003175,N20003175
95VV280002,N20003175,N20003175
95VV280003,N20003178,N20003178
95VV280004,N20003180,N20003180
95VV280005,N20003181,N20003181
95VV280006,N20003181,N20003181
95VV280007,N20003184,N20003184
95VV280008,N20003179,N20003179
95VV280009,N20003184,N20003184
95VV280010,N20003169,N20003169
95VV290001,N20003102,N20003105
95VV290002,N20003106,N20003106
95VV290003,N20003103,N20003105
95VV290004,N20003108,N20003102
95VV290005,N20003103,N20003103
95VV290006,N20003101,N20003101
95VV290007,N20003212,N20003212
95VV300001,N20003158,N20003158
95VV300002,N20003154,N20003154
95VV300003,N20003154,N20003154
95VV300004,N20003165,N20003165
95VV300005,N20003160,N20003160
95VV300006,N20003168,N20003168
95VV300007,N20003163,N20003163
95VV300008,N20003154,N20003154
95WW010001,N20000188,N20000191
95WW010002,N20000191,N20000191
95WW010003,N20000208,N20000206
95WW010004,N20000176,N20000176
95WW010005,N20000175,N20000175
95WW010006,N20000179,N20000179
95WW010007,N20000179,N20000179
95WW010008,N20000179,N20000175
95WW010009,N20000188,N20000178
95WW010010,N20000178,N20000178
95WW020001,N20000093,N20000093
95WW020002,N20000095,N20000095
95WW020003,N20000097,N20000097
95WW020004,N20000103,N20000097
95WW020005,N20000097,N20000104
95WW020006,N20000110,N20000109
95WW020007,N20000105,N20000105
95WW020008,N20000104,N20000104
95WW020009,N20000109,N20000109
95WW020010,N20000092,N20000092
95WW020011,N20000090,N20000090
95WW030001,N20000108,N20000108
95WW030002,N20000103,N20000092
95WW030003,N20000101,N20000102
95WW030004,N20000108,N20000098
95WW030005,N20000092,N20000092
95WW030006,N20000108,N20000108
95WW030007,N20000106,N20000106
95WW030008,N20000107,N20000107
95WW030009,N20000115,N20000112
95WW030010,N20000092,N20000095
95WW030011,N20000100,N20000101
95WW040001,N20000156,N20000156
95WW040002,N20000157,N20000157
95WW040003,N20000156,N20000151
95WW040004,N20000154,N20000154
95WW040005,N20000156,N20000156
95WW040006,N20000148,N20000148
95WW040007,N20000151,N20000151
95WW040008,N20000154,N20000154
95WW040009,N20000154,N20000154
95WW050001,N20000236,N20000236
95WW050002,N20000228,N20000235
95WW050003,N20000234,N20000234
95WW050004,N20000237,N20000237
95WW050005,N20000222,N20000222
95WW050006,N20000217,N20000222
95WW050007,N20000222,N20000228
95WW050008,N20000228,N20000225
95WW050009,N20000227,N20000227
95WW050010,N20000232,N20000227
95WW060001,N20000125,N20000125
95WW060002,N20000087,N20000087
95WW060003,N20000086,N20000086
95WW060004,N20000100,N20000088
