OA_CODE,DZ2021_cd_dominant,DZ2021_cd_point
95GG480011,N20001310,N20001310
95GG480012,N20001313,N20001313
95GG480013,N20001316,N20001319
95GG480014,N20001321,N20001321
95GG490001,N20001149,N20001140
95GG490002,N20001139,N20001143
95GG490003,N20001148,N20001143
95GG490004,N20001144,N20001144
95GG490005,N20001152,N20001152
95GG490006,N20001156,N20001156
95GG490007,N20001167,N20001152
95GG490008,N20001148,N20001156
95GG490009,N20001167,N20001169
95GG490010,N20001156,N20001156
95GG490011,N20001161,N20001161
95GG490012,N20001161,N20001161
95GG490013,N20001115,N20001115
95GG490014,N20001122,N20001124
95GG490015,N20001115,N20001125
95GG490016,N20001124,N20001124
95GG490017,N20001125,N20001124
95GG490018,N20001132,N20001132
95GG490019,N20001133,N20001125
95GG490020,N20001126,N20001126
95GG490021,N20001140,N20001149
95GG490022,N20001133,N20001133
95GG490023,N20001139,N20001139
95GG490024,N20001140,N20001140
95GG490025,N20001137,N20001137
95GG500001,N20000912,N20000918
95GG500002,N20000941,N20000941
95GG500003,N20000934,N20000939
95GG500004,N20000941,N20000941
95GG500005,N20000943,N20000943
95GG500006,N20000939,N20000939
95GG500007,N20000940,N20000940
95GG500008,N20000941,N20000941
95GG500009,N20000943,N20000940
95GG500010,N20000912,N20000912
95GG500011,N20000922,N20000922
95GG500012,N20000904,N20000918
95GG500013,N20000922,N20000913
95GG500014,N20000922,N20000922
95GG500015,N20000928,N20000928
95GG500016,N20000924,N20000924
95GG500017,N20000934,N20000934
95GG500018,N20000931,N20000931
95GG500019,N20000931,N20000930
95GG500020,N20000934,N20000934
95GG510001,N20001400,N20001407
95GG510002,N20001375,N20001375
95GG510003,N20001377,N20001377
95GG510004,N20001381,N20001381
95GG510005,N20001382,N20001382
95GG510006,N20001377,N20001377
95GG510007,N20001381,N20001381
95GG510008,N20001381,N20001381
95GG510009,N20001384,N20001384
95GG510010,N20001384,N20001384
95GG510011,N20001381,N20001381
95GG510012,N20001394,N20001394
95GG510013,N20001401,N20001401
95GG510014,N20001401,N20001401
95GG510015,N20001401,N20001401
95GG510016,N20001404,N20001404
95GG510017,N20001413,N20001413
95GG510018,N20001413,N20001413
95HH010001,N20002760,N20002760
95HH010002,N20002751,N20002755
95HH010003,N20002758,N20002754
95HH010004,N20002755,N20002755
95HH010005,N20002754,N20002754
95HH010006,N20002756,N20002756
95HH010007,N20002760,N20002760
95HH020001,N20002775,N20002782
95HH020002,N20002788,N20002788
95HH020003,N20002764,N20002764
95HH020004,N20002766,N20002766
95HH020005,N20002775,N20002775
95HH020006,N20002771,N20002771
95HH020007,N20002775,N20002777
95HH020008,N20002782,N20002782
95HH030001,N20002784,N20002789
95HH030002,N20002789,N20002783
95HH030003,N20002785,N20002785
95HH030004,N20002789,N20002789
95HH030005,N20002783,N20002778
95HH030006,N20002783,N20002783
95HH040001,N20002804,N20002804
95HH040002,N20002805,N20002805
95HH040003,N20002808,N20002805
95HH040004,N20002808,N20002808
95HH040005,N20002808,N20002808
95HH040006,N20002814,N20002814
95HH040007,N20002814,N20002814
95HH040008,N20002814,N20002814
95HH040009,N20002804,N20002804
95HH050001,N20002819,N20002819
95HH050002,N20002818,N20002818
95HH050003,N20002822,N20002822
95HH050004,N20002822,N20002822
95HH050005,N20002821,N20002821
95HH050006,N20002821,N20002821
95HH050007,N20002818,N20002818
95HH060001,N20002768,N20002768
95HH060002,N20002778,N20002778
95HH060003,N20002768,N20002779
95HH060004,N20002763,N20002763
95HH060005,N20002768,N20002770
95HH060006,N20002765,N20002765
95HH060007,N20002765,N20002765
95HH060008,N20002775,N20002775
95HH060009,N20002778,N20002778
95HH060010,N20002767,N20002779
95HH060011,N20002775,N20002775
95HH070001,N20002834,N20002834
95HH070002,N20002831,N20002831
95HH070003,N20002828,N20002828
95HH070004,N20002829,N20002829
95HH070005,N20002833,N20002833
95HH080001,N20002830,N20002830
95HH080002,N20002823,N20002823
95HH080003,N20002823,N20002823
95HH080004,N20002809,N20002824
95HH080005,N20000140,N20000140
95HH080006,N20002809,N20002830
95HH080007,N20002836,N20002836
95HH080008,N20002835,N20002835
95HH090001,N20002799,N20002799
95HH090002,N20002799,N20002799
95HH090003,N20002800,N20002800
95HH090004,N20002800,N20002798
95HH090005,N20002800,N20002800
95HH090006,N20002795,N20002795
95HH090007,N20002796,N20002796
95HH090008,N20002797,N20002797
95HH090009,N20002796,N20002796
95HH090010,N20002797,N20002797
95HH100001,N20002832,N20002832
95HH100002,N20002825,N20002825
95HH100003,N20002827,N20002827
95HH100004,N20002829,N20002829
95HH100005,N20002809,N20002825
95HH100006,N20002809,N20002826
95HH110001,N20002790,N20002790
95HH110002,N20002790,N20002790
95HH110003,N20002772,N20002780
95HH110004,N20002781,N20002781
95HH110005,N20002790,N20002781
95HH120001,N20002803,N20002803
95HH120002,N20002776,N20002776
95HH120003,N20002773,N20002773
95HH120004,N20002772,N20002772
95HH120005,N20002773,N20002773
95HH130001,N20002813,N20002813
95HH130002,N20002817,N20002817
95HH130003,N20002815,N20002815
95HH130004,N20002813,N20002813
95HH130005,N20002818,N20002818
95HH140001,N20002794,N20002794
95HH140002,N20002794,N20002794
95HH140003,N20002811,N20002815
95HH140004,N20002816,N20002816
95HH140005,N20002795,N20002795
95HH140006,N20002792,N20002792
95HH150001,N20002774,N20002774
95HH150002,N20002786,N20002786
95HH150003,N20002786,N20002787
95HH150004,N20002786,N20002786
95HH150005,N20002791,N20002787
95HH150006,N20002793,N20002793
95HH150007,N20002791,N20002786
95HH160001,N20002762,N20002762
95HH160002,N20002758,N20002758
95HH160003,N20002758,N20002762
95HH160004,N20002757,N20002759
95HH160005,N20002761,N20002761
95HH160006,N20002760,N20002760
95HH160007,N20002761,N20002760
95HH170001,N20002809,N20002806
95HH170002,N20002806,N20002806
95HH170003,N20002807,N20002807
95HH170004,N20002809,N20002812
95HH170005,N20002809,N20002820
95HH170006,N20002802,N20002802
95HH170007,N20002809,N20002809
95II010001,N20002540,N20002540
95II010002,N20002541,N20002541
95II010003,N20002531,N20002524
95II010004,N20002532,N20002532
95II010005,N20002531,N20002531
95II010006,N20002532,N20002532
95II010007,N20002534,N20002534
95II010008,N20002540,N20002534
95II010009,N20002536,N20002536
95II010010,N20002540,N20001013
95II020001,N20001217,N20001222
95II020002,N20001200,N20001223
95II020003,N20001223,N20001223
95II020004,N20002474,N20002474
95II020005,N20001227,N20001227
95II020006,N20002478,N20002470
95II020007,N20001223,N20001223
95II020008,N20002484,N20002473
95II020009,N20002477,N20002477
95II020010,N20002478,N20002478
95II020011,N20002474,N20002474
95II020012,N20002478,N20002478
95II020013,N20002484,N20002481
95II020014,N20002477,N20001227
95II020015,N20002484,N20002481
95II030001,N20002467,N20002467
95II030002,N20002467,N20002467
95II030003,N20002465,N20002465
95II030004,N20002465,N20002465
95II030005,N20002467,N20002467
95II030006,N20002469,N20002471
95II030007,N20002469,N20002469
95II030008,N20002471,N20002471
95II030009,N20002483,N20002483
95II030010,N20002483,N20002476
95II030011,N20002464,N20002464
95II040001,N20002513,N20002513
95II040002,N20002515,N20002515
95II040003,N20002514,N20002514
95II040004,N20002541,N20002523
95II040005,N20002513,N20002513
95II040006,N20002523,N20002523
95II040007,N20002527,N20002527
95II040008,N20002515,N20002515
95II040009,N20002501,N20002509
95II040010,N20002501,N20002501
95II040011,N20002500,N20002500
95II040012,N20002501,N20002501
95II050001,N20002498,N20002492
95II050002,N20002488,N20002490
95II050003,N20002493,N20002493
95II050004,N20002499,N20002496
95II050005,N20002496,N20002496
95II050006,N20002483,N20002483
95II050007,N20002485,N20002485
95II050008,N20002486,N20002487
95II050009,N20002488,N20002487
95II050010,N20002488,N20002488
95II060001,N20002499,N20002499
95II060002,N20002497,N20002497
95II060003,N20002484,N20002484
95II060004,N20002484,N20002489
95II060005,N20002484,N20002491
95II060006,N20002490,N20002490
95II060007,N20002495,N20002495
95II060008,N20002494,N20002494
95II060009,N20002495,N20002495
95II070001,N20001058,N20001058
95II070002,N20001063,N20001063
95II070003,N20001055,N20001055
95II070004,N20001058,N20001058
95II070005,N20001041,N20001041
95II070006,N20001041,N20001041
95II070007,N20001044,N20001041
95II070008,N20001053,N20001053
95II070009,N20001044,N20001058
95II080001,N20001044,N20001044
95II080002,N20001044,N20001044
95II080003,N20001038,N20001046
95II080004,N20001046,N20001046
95II080005,N20001056,N20001056
95II080006,N20001054,N20001054
95II080007,N20001046,N20001046
95II080008,N20001056,N20001056
95II080009,N20001060,N20001056
95II090001,N20002508,N20002507
95II090002,N20002508,N20002508
95II090003,N20002506,N20002506
95II090004,N20002516,N20002516
95II090005,N20002508,N20002508
95II090006,N20002519,N20002519
95II090007,N20002500,N20002500
95II090008,N20002503,N20002503
95II090009,N20002502,N20002502
95II090010,N20002503,N20002504
95II090011,N20002500,N20002503
95II100001,N20002527,N20002533
95II100002,N20002533,N20002535
95II100003,N20002521,N20002521
95II100004,N20002522,N20002522
95II100005,N20002522,N20002522
95II100006,N20002530,N20002530
95II100007,N20002527,N20002527
95II100008,N20002530,N20002530
95II100009,N20002529,N20002529
95II110001,N20001077,N20001078
95II110002,N20002456,N20002458
95II110003,N20002456,N20002456
95II110004,N20002457,N20002457
95II110005,N20002458,N20002460
95II110006,N20002457,N20002457
95II110007,N20002459,N20002459
95II110008,N20002459,N20002459
95II120001,N20001002,N20001002
95II120002,N20001008,N20001008
95II120003,N20001006,N20001006
95II120004,N20001006,N20001006
95II120005,N20001008,N20001008
95II120006,N20001007,N20001007
95II120007,N20000992,N20000992
95II120008,N20000998,N20000998
95II130001,N20002510,N20002510
95II130002,N20002520,N20002512
95II130003,N20002524,N20002524
95II130004,N20002512,N20002512
95II130005,N20002511,N20002511
95II130006,N20002511,N20002511
95II130007,N20002510,N20002510
95II130008,N20002517,N20002517
95II130009,N20002520,N20002520
95II130010,N20002525,N20002525
95II140001,N20001074,N20001074
95II140002,N20001078,N20001078
95II140003,N20001050,N20001052
95II140004,N20001052,N20001052
95II140005,N20001050,N20001050
95II140006,N20001074,N20001074
95II140007,N20001075,N20001077
95II140008,N20001077,N20001077
95II150001,N20002479,N20002479
95II150002,N20002482,N20002484
95II150003,N20002475,N20002475
95II150004,N20002482,N20002482
95II150005,N20002468,N20002468
95II150006,N20002468,N20002468
95II150007,N20002472,N20002472
95II150008,N20002472,N20002472
95II150009,N20002468,N20002468
95II160001,N20001051,N20001051
95II160002,N20001038,N20001040
95II160003,N20001060,N20001060
95II160004,N20001038,N20001043
95II160005,N20001034,N20001040
95II160006,N20001049,N20001049
95II160007,N20001048,N20001048
95II170001,N20001014,N20001014
95II170002,N20001012,N20001012
95II170003,N20001014,N20001014
95II170004,N20001039,N20001039
95II170005,N20001015,N20001014
95II170006,N20001050,N20001045
95II170007,N20001045,N20001045
95II170008,N20001067,N20001067
95II170009,N20001039,N20001039
95II180001,N20001224,N20001224
95II180002,N20001232,N20001229
95II180003,N20001228,N20001228
95II180004,N20001231,N20001231
95II180005,N20001232,N20001232
95II180006,N20001217,N20001217
95II180007,N20001225,N20001225
95II180008,N20001217,N20001224
95II190001,N20002499,N20002499
95II190002,N20002543,N20002543
95II190003,N20002543,N20002543
95II190004,N20002541,N20002540
95II190005,N20002541,N20002546
95II190006,N20002547,N20002547
95II190007,N20002547,N20002544
95II190008,N20002546,N20002545
95II190009,N20002545,N20002545
95II190010,N20002547,N20002547
95II190011,N20002547,N20002492
95II200001,N20002462,N20002462
95II200002,N20001200,N20001200
95II200003,N20002461,N20002466
95II200004,N20002470,N20002466
95II200005,N20002461,N20002461
95II200006,N20002470,N20002470
95II200007,N20002461,N20002461
95II200008,N20002461,N20002463
95II200009,N20002463,N20002463
95II210001,N20001004,N20000999
95II210002,N20000991,N20000991
95II210003,N20000989,N20000989
95II210004,N20000996,N20000996
95II210005,N20001007,N20000996
95II210006,N20001007,N20001007
95II210007,N20000996,N20001004
95II210008,N20001004,N20001004
95II220001,N20001011,N20001011
95II220002,N20001011,N20001011
95II220003,N20002540,N20001016
95II220004,N20001011,N20001011
95II220005,N20001016,N20001016
95II220006,N20001047,N20001047
95II220007,N20001015,N20001047
95II220008,N20001013,N20001013
95II230001,N20001068,N20001068
95II230002,N20001075,N20001075
95II230003,N20001076,N20001069
95II230004,N20001065,N20001065
95II230005,N20001065,N20001065
95II230006,N20001071,N20001071
95II230007,N20001069,N20001069
95JJ010001,N20001528,N20001528
95JJ010002,N20001530,N20001530
95JJ010003,N20001530,N20001529
95JJ010004,N20001539,N20001539
95JJ010005,N20001539,N20001539
95JJ010006,N20001526,N20001526
95JJ020001,N20001612,N20001612
95JJ020002,N20001616,N20001616
95JJ020003,N20001634,N20001612
95JJ020004,N20001616,N20001616
95JJ020005,N20001634,N20001634
95JJ020006,N20001620,N20001620
95JJ020007,N20001622,N20001622
95JJ020008,N20001624,N20001624
95JJ020009,N20001634,N20001604
95JJ030001,N20001552,N20001552
95JJ030002,N20001551,N20001551
95JJ030003,N20001550,N20001550
95JJ030004,N20001553,N20001553
95JJ030005,N20001553,N20001553
95JJ030006,N20001547,N20001547
95JJ030007,N20001547,N20001547
95JJ030008,N20001551,N20001551
95JJ030009,N20001551,N20001550
95JJ040001,N20001517,N20001517
95JJ040002,N20001514,N20001514
95JJ040003,N20001517,N20001515
95JJ040004,N20001517,N20001515
95JJ040005,N20001516,N20001516
95JJ040006,N20001516,N20001514
95JJ040007,N20001520,N20001520
95JJ040008,N20001520,N20001517
95JJ040009,N20001519,N20001519
95JJ050001,N20001567,N20001567
95JJ050002,N20001576,N20001570
95JJ050003,N20001567,N20001562
95JJ050004,N20001567,N20001562
95JJ050005,N20001561,N20001565
95JJ050006,N20001572,N20001565
95JJ050007,N20001572,N20001572
95JJ060001,N20001578,N20001574
95JJ060002,N20001574,N20001574
95JJ060003,N20001571,N20001574
95JJ060004,N20001521,N20001573
95JJ060005,N20001574,N20001574
95JJ060006,N20001580,N20001580
95JJ060007,N20001573,N20001573
95JJ060008,N20001575,N20001575
95JJ070001,N20001572,N20001572
95JJ070002,N20001557,N20001557
95JJ070003,N20001556,N20001559
95JJ070004,N20001557,N20001557
95JJ070005,N20001563,N20001563
95JJ070006,N20001559,N20001563
95JJ070007,N20001564,N20001564
95JJ070008,N20001563,N20001563
95JJ080001,N20001634,N20001634
95JJ080002,N20001627,N20001627
95JJ080003,N20001634,N20001625
95JJ080004,N20001634,N20001638
95JJ080005,N20001638,N20001638
95JJ080006,N20001640,N20001647
95JJ080007,N20001647,N20001647
95JJ080008,N20001634,N20001634
95JJ090001,N20001640,N20001640
95JJ090002,N20001602,N20001602
95JJ090003,N20001627,N20001627
95JJ090004,N20001641,N20001641
95JJ090005,N20001602,N20001602
95JJ090006,N20001598,N20001598
95JJ090007,N20001602,N20001602
95JJ100001,N20001542,N20001537
95JJ100002,N20001537,N20001537
95JJ100003,N20001538,N20001536
95JJ100004,N20001538,N20001538
95JJ100005,N20001542,N20001544
95JJ100006,N20001546,N20001542
95JJ100007,N20001534,N20001535
95JJ110001,N20001614,N20001610
95JJ110002,N20001627,N20001615
95JJ110003,N20001618,N20001618
95JJ110004,N20001609,N20001611
95JJ110005,N20001607,N20001607
95JJ110006,N20001610,N20001610
95JJ110007,N20001611,N20001611
95JJ110008,N20001611,N20001611
95JJ110009,N20001627,N20001613
95JJ110010,N20001615,N20001614
95JJ120001,N20001544,N20001544
95JJ120002,N20001539,N20001539
95JJ120003,N20001545,N20001545
95JJ120004,N20001539,N20001539
95JJ120005,N20001540,N20001540
95JJ120006,N20001543,N20001543
95JJ120007,N20001541,N20001541
95JJ130001,N20001585,N20001587
95JJ130002,N20001591,N20001591
95JJ130003,N20001596,N20001591
95JJ130004,N20001595,N20001585
95JJ130005,N20001594,N20001590
95JJ130006,N20001595,N20001587
95JJ130007,N20001596,N20001596
95JJ130008,N20001594,N20001594
95JJ130009,N20001595,N20001595
95JJ130010,N20001586,N20001586
95JJ140001,N20001521,N20001521
95JJ140002,N20001525,N20001525
95JJ140003,N20001521,N20001521
95JJ140004,N20001523,N20001523
95JJ140005,N20001525,N20001522
95JJ140006,N20001527,N20001527
95JJ150001,N20001582,N20001577
95JJ150002,N20001572,N20001570
95JJ150003,N20001576,N20001576
95JJ150004,N20001582,N20001582
95JJ150005,N20001582,N20001582
95JJ150006,N20001590,N20001590
95JJ160001,N20001621,N20001626
95JJ160002,N20001626,N20001626
95JJ160003,N20001629,N20001629
95JJ160004,N20001626,N20001626
95JJ160005,N20001621,N20001621
95JJ160006,N20001621,N20001621
95JJ160007,N20001626,N20001626
95JJ160008,N20001622,N20001622
95JJ170001,N20001527,N20001527
95JJ170002,N20001532,N20001532
95JJ170003,N20001529,N20001529
95JJ170004,N20001534,N20001534
95JJ170005,N20001532,N20001538
95JJ180001,N20001608,N20001608
95JJ180002,N20001604,N20001604
95JJ180003,N20001617,N20001603
95JJ180004,N20001599,N20001599
95JJ180005,N20001604,N20001604
95JJ180006,N20001604,N20001604
95JJ180007,N20001608,N20001608
95JJ180008,N20001627,N20001609
95JJ190001,N20001630,N20001630
95JJ190002,N20001634,N20001637
95JJ190003,N20001635,N20001635
95JJ190004,N20001628,N20001632
95JJ190005,N20001634,N20001629
95JJ190006,N20001632,N20001632
95JJ190007,N20001631,N20001631
95JJ190008,N20001634,N20001632
95JJ190009,N20001635,N20001635
95JJ200001,N20001524,N20001524
95JJ200002,N20001524,N20001592
95JJ200003,N20001524,N20001593
95JJ200004,N20001584,N20001584
95JJ200005,N20001581,N20001581
95JJ200006,N20001521,N20001580
95JJ200007,N20001521,N20001583
95JJ200008,N20001583,N20001583
95JJ200009,N20001584,N20001581
95JJ200010,N20001588,N20001588
95JJ200011,N20001521,N20001592
95JJ200012,N20001521,N20001589
95JJ200013,N20001521,N20001589
95JJ210001,N20001554,N20001554
95JJ210002,N20001555,N20001555
95JJ210003,N20001554,N20001554
95JJ210004,N20001555,N20001554
95JJ210005,N20001561,N20001561
95JJ210006,N20001548,N20001549
95JJ210007,N20001548,N20001549
95JJ220001,N20001558,N20001558
95JJ220002,N20001560,N20001558
95JJ220003,N20001560,N20001518
95JJ220004,N20001521,N20001560
95JJ220005,N20001567,N20001568
95JJ220006,N20001568,N20001568
95JJ220007,N20001518,N20001518
95KK010001,N20002959,N20002959
95KK010002,N20002975,N20002975
95KK010003,N20002976,N20002976
95KK010004,N20002933,N20002933
95KK010005,N20002975,N20002977
95KK020001,N20002933,N20002939
95KK020002,N20002942,N20002942
95KK020003,N20002951,N20002952
95KK020004,N20002942,N20002942
95KK020005,N20002959,N20002952
95KK030001,N20002930,N20002930
95KK030002,N20002930,N20002930
95KK030003,N20002929,N20002929
95KK030004,N20002948,N20002948
95KK030005,N20002948,N20002966
95KK040001,N20002963,N20002963
95KK040002,N20002962,N20002962
95KK040003,N20002963,N20002963
95KK040004,N20002965,N20002965
95KK040005,N20002944,N20002953
95KK040006,N20002961,N20002961
95KK040007,N20002956,N20002956
95KK050001,N20002980,N20002980
95KK050002,N20002977,N20002978
95KK050003,N20002982,N20002977
95KK050004,N20002982,N20002984
95KK050005,N20002984,N20002984
95KK060001,N20002968,N20002964
95KK060002,N20002954,N20002960
95KK060003,N20002960,N20002960
95KK060004,N20002968,N20002954
95KK060005,N20002964,N20002964
95KK060006,N20002954,N20002958
95KK070001,N20002920,N20002931
95KK070002,N20002920,N20002920
95KK070003,N20002918,N20002918
95KK070004,N20002920,N20002920
95KK070005,N20002926,N20002926
95KK080001,N20002928,N20002928
95KK080002,N20002926,N20002915
95KK080003,N20002919,N20002922
95KK080004,N20002928,N20002923
95KK080005,N20002922,N20002922
95KK080006,N20002924,N20002924
95KK090001,N20002937,N20002940
95KK090002,N20002940,N20002940
95KK090003,N20002954,N20002950
95KK090004,N20002950,N20002947
95KK090005,N20002942,N20002934
95KK090006,N20002937,N20002937
95KK100001,N20002967,N20002967
95KK100002,N20002971,N20002971
95KK100003,N20002931,N20002931
95KK100004,N20002944,N20002944
95KK100005,N20002971,N20002971
95KK110001,N20002940,N20002938
95KK110002,N20002938,N20002938
95KK110003,N20002946,N20002945
95KK110004,N20002941,N20002941
95KK110005,N20002932,N20002932
95KK110006,N20002935,N20002935
95KK110007,N20002938,N20002938
95KK120001,N20002973,N20002973
95KK120002,N20002970,N20002970
95KK120003,N20002974,N20002974
95KK120004,N20002974,N20002972
95KK120005,N20002972,N20002972
95KK130001,N20002971,N20002987
95KK130002,N20002985,N20002985
95KK130003,N20002968,N20002968
95KK130004,N20002969,N20002969
95KK130005,N20002969,N20002969
95KK140001,N20002979,N20002979
95KK140002,N20002981,N20002979
95KK140003,N20002988,N20002988
95KK140004,N20002983,N20002983
95KK140005,N20002983,N20002983
95KK150001,N20002927,N20002927
95KK150002,N20002928,N20002928
95KK150003,N20002925,N20002925
95KK150004,N20002925,N20002925
95KK150005,N20002917,N20002914
95KK150006,N20002917,N20002916
95KK160001,N20002957,N20002957
95KK160002,N20002955,N20002943
95KK160003,N20002949,N20002949
95KK160004,N20002949,N20002946
95KK160005,N20002955,N20002955
95KK160006,N20002953,N20002957
95LL010001,N20000482,N20000479
95LL010002,N20000481,N20000482
95LL010003,N20000482,N20000480
95LL010004,N20000482,N20000482
95LL010005,N20000481,N20000483
95LL010006,N20000484,N20000484
95LL010007,N20000476,N20000476
95LL010008,N20000477,N20000477
95LL010009,N20000478,N20000478
95LL020001,N20000393,N20000395
95LL020002,N20000398,N20000398
95LL020003,N20000400,N20000400
95LL020004,N20000403,N20000403
95LL020005,N20000395,N20000400
95LL020006,N20000411,N20000411
95LL020007,N20000411,N20000411
95LL020008,N20000420,N20000403
95LL020009,N20000420,N20000415
95LL020010,N20000420,N20000420
95LL030001,N20000385,N20000385
95LL030002,N20000380,N20000388
95LL030003,N20000389,N20000390
95LL030004,N20000388,N20000388
95LL030005,N20000419,N20000419
95LL030006,N20000388,N20000388
95LL030007,N20000402,N20000390
95LL030008,N20000383,N20000383
95LL040001,N20000364,N20000364
95LL040002,N20000365,N20000370
95LL040003,N20000373,N20000373
95LL040004,N20000371,N20000371
95LL040005,N20000372,N20000371
95LL040006,N20000371,N20000371
95LL040007,N20000372,N20000374
95LL050001,N20000473,N20000467
95LL050002,N20000469,N20000469
95LL050003,N20000475,N20000475
95LL050004,N20000469,N20000474
95LL050005,N20000594,N20000594
95LL050006,N20000458,N20000465
95LL050007,N20000474,N20000474
95LL050008,N20000467,N20000467
95LL050009,N20000473,N20000473
95LL050010,N20000475,N20000471
95LL060001,N20000404,N20000404
95LL060002,N20000402,N20000406
95LL060003,N20000419,N20000410
95LL060004,N20000409,N20000409
95LL060005,N20000413,N20000407
95LL060006,N20000412,N20000409
95LL060007,N20000413,N20000407
95LL060008,N20000412,N20000412
95LL060009,N20000419,N20000419
95LL060010,N20000419,N20000417
95LL060011,N20000413,N20000413
95LL070001,N20000540,N20000540
95LL070002,N20000515,N20000515
95LL070003,N20000519,N20000519
95LL070004,N20000527,N20000527
95LL070005,N20000534,N20000534
95LL070006,N20000527,N20000527
95LL070007,N20000539,N20000539
95LL070008,N20000540,N20000540
95LL080001,N20000381,N20000381
95LL080002,N20000382,N20000382
95LL080003,N20000379,N20000386
95LL080004,N20000386,N20000386
95LL080005,N20000387,N20000382
95LL080006,N20000379,N20000379
95LL080007,N20000376,N20000376
95LL080008,N20000375,N20000375
95LL080009,N20000378,N20000378
95LL090001,N20000516,N20000516
95LL090002,N20000524,N20000524
95LL090003,N20000525,N20000525
95LL090004,N20000536,N20000525
95LL090005,N20000509,N20000509
95LL090006,N20000511,N20000511
95LL090007,N20000508,N20000508
95LL090008,N20000509,N20000509
95LL090009,N20000508,N20000508
95LL090010,N20000516,N20000516
95LL090011,N20000522,N20000522
95LL090012,N20000524,N20000524
95LL100001,N20000424,N20000423
95LL100002,N20000424,N20000428
95LL100003,N20000428,N20000427
95LL100004,N20000421,N20000422
95LL100005,N20000423,N20000423
95LL100006,N20000424,N20000424
95LL100007,N20000424,N20000425
95LL100008,N20000424,N20000428
95LL100009,N20000496,N20000496
95LL100010,N20000422,N20000422
95LL100011,N20000421,N20000421
95LL110001,N20000562,N20000562
95LL110002,N20000580,N20000580
95LL110003,N20000580,N20000580
95LL110004,N20000551,N20000551
95LL110005,N20000559,N20000559
95LL110006,N20000567,N20000567
95LL110007,N20000559,N20000559
95LL110008,N20000567,N20000567
95LL120001,N20000449,N20000452
95LL120002,N20000453,N20000454
95LL120003,N20000543,N20000432
95LL120004,N20000431,N20000431
95LL120005,N20000435,N20000432
95LL120006,N20000439,N20000439
95LL120007,N20000439,N20000439
95LL120008,N20000442,N20000442
95LL120009,N20000439,N20000448
95LL130001,N20000433,N20000433
95LL130002,N20000428,N20000434
95LL130003,N20000434,N20000434
95LL130004,N20000435,N20000435
95LL130005,N20000442,N20000442
95LL130006,N20000433,N20000441
95LL130007,N20000437,N20000437
95LL130008,N20000437,N20000441
95LL130009,N20000445,N20000445
95LL140001,N20000486,N20000486
95LL140002,N20000489,N20000489
95LL140003,N20000485,N20000491
95LL140004,N20000490,N20000490
95LL140005,N20000491,N20000491
95LL140006,N20000490,N20000490
95LL140007,N20000494,N20000494
95LL140008,N20000494,N20000494
95LL150001,N20000384,N20000392
95LL150002,N20000392,N20000392
95LL150003,N20000397,N20000397
95LL150004,N20000397,N20000397
95LL150005,N20000470,N20000470
95LL150006,N20000472,N20000472
95LL150007,N20000397,N20000397
95LL150008,N20000377,N20000377
95LL150009,N20000393,N20000393
95LL150010,N20000384,N20000384
95LL150011,N20000393,N20000393
95LL160001,N20000459,N20000459
95LL160002,N20000450,N20000456
95LL160003,N20000458,N20000469
95LL160004,N20000457,N20000451
95LL160005,N20000464,N20000464
95LL160006,N20000424,N20000430
95LL160007,N20000441,N20000440
95LL160008,N20000450,N20000446
95LL160009,N20000436,N20000438
95LL160010,N20000447,N20000440
95LL160011,N20000424,N20000430
95LL170001,N20000462,N20000462
95LL170002,N20000466,N20000466
95LL170003,N20000466,N20000466
95LL170004,N20000468,N20000468
95LL170005,N20000468,N20000468
95LL170006,N20000460,N20000457
95LL170007,N20000460,N20000463
95LL170008,N20000460,N20000462
95LL170009,N20000463,N20000463
95LL180001,N20000542,N20000542
95LL180002,N20000547,N20000547
95LL180003,N20000549,N20000549
95LL180004,N20000531,N20000545
95LL180005,N20000549,N20000545
95LL180006,N20000542,N20000542
95LL180007,N20000553,N20000551
95LL180008,N20000537,N20000537
95LL180009,N20000537,N20000537
95LL190001,N20000518,N20000518
95LL190002,N20000521,N20000520
95LL190003,N20000520,N20000510
95LL190004,N20000521,N20000488
95LL190005,N20000518,N20000518
95LL190006,N20000517,N20000517
95LL190007,N20000488,N20000488
95LL190008,N20000501,N20000507
95LL190009,N20000521,N20000502
95LL190010,N20000507,N20000507
95LL190011,N20000521,N20000507
95LL200001,N20000544,N20000544
95LL200002,N20000543,N20000541
95LL200003,N20000548,N20000548
95LL200004,N20000544,N20000544
95LL200005,N20000548,N20000548
95LL200006,N20000550,N20000546
95LL200007,N20000541,N20000541
95LL200008,N20000536,N20000536
95LL210001,N20000512,N20000512
95LL210002,N20000515,N20000515
95LL210003,N20000526,N20000526
95LL210004,N20000488,N20000523
95LL210005,N20000531,N20000531
95LL210006,N20000529,N20000529
95LL210007,N20000523,N20000523
95LL210008,N20000533,N20000533
95LL210009,N20000499,N20000499
95LL210010,N20000503,N20000503
95LL220001,N20000530,N20000535
95LL220002,N20000428,N20000428
95LL220003,N20000543,N20000541
95LL220004,N20000435,N20000428
95LL220005,N20000522,N20000522
95LL220006,N20000543,N20000543
95LL220007,N20000528,N20000528
95LL220008,N20000532,N20000532
95LL230001,N20000405,N20000405
95LL230002,N20000404,N20000404
95LL230003,N20000387,N20000387
95LL230004,N20000399,N20000391
95LL230005,N20000396,N20000396
