DZ21,catholic_bg_pct,proj_unity_pct,provenance
N20000098,nan,nan,modelled
N20000099,nan,nan,modelled
N20000100,4.6,16.6,modelled
N20000101,nan,nan,modelled
N20000102,8.8,19.3,modelled
N20000103,8.9,19.7,modelled
N20000104,nan,nan,modelled
N20000105,10.7,20.6,modelled
N20000106,nan,nan,modelled
N20000107,nan,nan,modelled
N20000108,8.4,19.5,modelled
N20000109,nan,nan,modelled
N20000110,4.6,16.4,modelled
N20000111,4.3,16.8,modelled
N20000112,7.5,18.1,modelled
N20000113,nan,nan,modelled
N20000114,4.6,16.3,modelled
N20000115,6.6,18.2,modelled
N20000116,8.1,19.1,modelled
N20000117,4.2,16.1,modelled
N20000118,4.2,16.1,modelled
N20000119,2.9,15.4,modelled
N20000120,2.9,15.7,modelled
N20000121,7.4,18.5,modelled
N20000122,4.4,16.4,modelled
N20000123,7.1,18.1,modelled
N20000124,11.0,20.8,modelled
N20000125,7.0,18.1,modelled
N20000126,17.6,24.8,modelled
N20000127,6.0,17.3,modelled
N20000128,nan,nan,modelled
N20000129,8.0,18.8,modelled
N20000130,8.6,19.3,modelled
N20000131,nan,nan,modelled
N20000132,nan,nan,modelled
N20000133,14.9,23.1,modelled
N20000134,nan,nan,modelled
N20000135,16.9,24.6,modelled
N20000136,9.6,19.7,modelled
N20000137,6.7,18.5,modelled
N20000138,5.3,17.1,modelled
N20000139,8.3,19.4,modelled
N20000140,34.5,37.8,modelled
N20000141,nan,nan,modelled
N20000142,nan,nan,modelled
N20000143,23.5,28.9,modelled
N20000144,nan,nan,modelled
N20000145,4.4,16.6,modelled
N20000146,nan,nan,modelled
N20000147,nan,nan,modelled
N20000148,nan,nan,modelled
N20000149,21.5,27.8,modelled
N20000150,nan,nan,modelled
N20000151,13.7,22.6,modelled
N20000152,nan,nan,modelled
N20000153,2.6,15.2,modelled
N20000154,nan,nan,modelled
N20000155,nan,nan,modelled
N20000156,16.8,24.4,modelled
N20000157,19.1,25.8,modelled
N20000158,20.2,27.2,modelled
N20000159,3.4,15.8,modelled
N20000160,29.4,32.3,modelled
N20000161,31.5,34.3,modelled
N20000162,21.1,27.2,modelled
N20000163,22.0,28.4,modelled
N20000164,32.9,34.3,modelled
N20000165,9.7,20.0,modelled
N20000166,25.7,30.6,modelled
N20000167,23.5,28.7,modelled
N20000168,7.3,18.1,modelled
N20000169,64.8,55.3,modelled
N20000170,9.4,20.4,modelled
N20000171,nan,nan,modelled
N20000172,nan,nan,modelled
N20000173,46.7,43.5,modelled
N20000174,2.5,15.2,modelled
N20000175,28.3,32.1,modelled
N20000176,12.0,21.6,modelled
N20000177,nan,nan,modelled
N20000178,59.0,51.4,modelled
N20000179,15.2,23.8,modelled
N20000180,nan,nan,modelled
N20000181,7.6,18.7,modelled
N20000182,5.2,16.9,modelled
N20000183,5.8,17.6,modelled
N20000184,nan,nan,modelled
N20000185,13.6,22.8,modelled
N20000186,nan,nan,modelled
N20000187,nan,nan,modelled
N20000188,23.6,29.1,modelled
N20000189,3.4,16.2,modelled
N20000190,7.9,19.0,modelled
N20000191,7.5,18.6,modelled
N20000192,nan,nan,modelled
N20000193,nan,nan,modelled
N20000194,nan,nan,modelled
N20000195,nan,nan,modelled
N20000196,nan,nan,modelled
N20000197,8.3,19.6,modelled
N20000198,4.0,17.1,modelled
N20000199,nan,nan,modelled
N20000200,7.7,18.5,modelled
N20000201,44.6,42.1,modelled
N20000202,nan,nan,modelled
N20000203,40.6,40.2,modelled
N20000204,37.8,37.9,modelled
N20000205,24.1,30.2,modelled
N20000206,26.2,30.4,modelled
N20000207,89.6,70.9,modelled
N20000208,83.3,66.5,modelled
N20000209,89.9,71.0,modelled
N20000210,89.2,70.3,modelled
N20000211,32.9,35.0,modelled
N20000212,7.6,18.3,modelled
N20000213,nan,nan,modelled
N20000214,11.2,20.5,modelled
N20000215,29.4,32.7,modelled
N20000216,14.5,23.2,modelled
N20000217,20.1,26.9,modelled
N20000218,18.0,25.0,modelled
N20000219,47.6,44.9,modelled
N20000220,20.6,26.6,modelled
N20000221,18.7,25.9,modelled
N20000222,21.3,27.7,modelled
N20000223,32.0,34.2,modelled
N20000224,39.4,38.9,modelled
N20000225,15.1,24.0,modelled
N20000226,nan,nan,modelled
N20000227,35.9,37.2,modelled
N20000228,17.3,25.2,modelled
N20000229,15.7,24.3,modelled
N20000230,nan,nan,modelled
N20000231,48.1,45.3,modelled
N20000232,54.2,48.1,modelled
N20000233,58.0,50.6,modelled
N20000234,59.0,51.6,modelled
N20000235,48.5,46.1,modelled
N20000236,39.6,39.6,modelled
N20000237,34.0,35.6,modelled
N20000238,72.3,59.9,modelled
N20000239,44.5,42.6,modelled
N20000240,61.7,53.9,modelled
N20000241,nan,nan,modelled
N20000242,28.3,32.3,modelled
N20000243,77.2,62.8,modelled
N20000244,78.5,63.8,modelled
N20000245,92.6,72.8,modelled
N20000246,nan,nan,modelled
N20000247,74.1,61.1,modelled
N20000248,nan,nan,modelled
N20000249,84.6,67.3,modelled
N20000250,nan,nan,modelled
N20000251,nan,nan,modelled
N20000252,83.9,67.4,modelled
N20000253,nan,nan,modelled
N20000254,81.3,65.6,modelled
N20000255,nan,nan,modelled
N20000256,85.7,68.6,modelled
N20000257,18.1,25.3,modelled
N20000258,14.7,23.2,modelled
N20000259,13.5,22.5,modelled
N20000260,17.4,24.8,modelled
N20000261,9.4,19.4,modelled
N20000262,16.5,24.6,modelled
N20000263,19.1,26.4,modelled
N20000264,nan,nan,modelled
N20000265,39.6,39.2,modelled
N20000266,17.6,25.1,modelled
N20000267,nan,nan,modelled
N20000268,34.7,36.4,modelled
N20000269,nan,nan,modelled
N20000270,nan,nan,modelled
N20000271,nan,nan,modelled
N20000272,nan,nan,modelled
N20000273,nan,nan,modelled
N20000274,11.2,20.8,modelled
N20000275,66.2,55.5,modelled
N20000276,75.1,61.3,modelled
N20000277,nan,nan,modelled
N20000278,nan,nan,modelled
N20000279,37.7,39.6,modelled
N20000280,16.5,24.3,modelled
N20000281,nan,nan,modelled
N20000282,57.3,50.5,modelled
N20000283,nan,nan,modelled
N20000284,84.0,67.5,modelled
N20000285,35.3,36.5,modelled
N20000286,89.0,70.4,modelled
N20000287,90.3,71.5,modelled
N20000288,64.4,55.1,modelled
N20000289,75.1,62.4,modelled
N20000290,72.9,60.1,modelled
N20000291,68.8,57.7,modelled
N20000292,nan,nan,modelled
N20000293,nan,nan,modelled
N20000294,92.3,72.6,modelled
N20000295,64.4,55.0,modelled
N20000296,56.2,49.5,modelled
N20000297,nan,nan,modelled
N20000298,90.9,71.6,modelled
N20000299,70.5,58.7,modelled
N20000300,nan,nan,modelled
N20000301,77.6,63.4,modelled
N20000302,nan,nan,modelled
N20000303,93.9,73.7,modelled
N20000304,65.1,54.8,modelled
N20000305,nan,nan,modelled
N20000306,53.9,48.0,modelled
N20000307,nan,nan,modelled
N20000308,57.3,51.0,modelled
N20000309,nan,nan,modelled
N20000310,61.3,53.2,modelled
N20000311,nan,nan,modelled
N20000312,81.2,65.7,modelled
N20000313,81.5,66.0,modelled
N20000314,27.3,32.2,modelled
N20000315,53.0,47.6,modelled
N20000316,87.8,69.9,modelled
N20000317,90.6,71.5,modelled
N20000318,93.6,73.1,modelled
N20000319,76.6,62.8,modelled
N20000320,33.4,35.2,modelled
N20000321,nan,nan,modelled
N20000322,93.6,73.7,modelled
N20000323,nan,nan,modelled
N20000324,55.0,48.9,modelled
N20000325,50.0,45.9,modelled
N20000326,10.9,21.1,modelled
N20000327,nan,nan,modelled
N20000328,57.2,50.2,modelled
N20000329,92.4,72.7,modelled
N20000330,86.0,68.1,modelled
N20000331,nan,nan,modelled
N20000332,nan,nan,modelled
N20000333,nan,nan,modelled
N20000334,56.2,49.7,modelled
N20000335,nan,nan,modelled
N20000336,nan,nan,modelled
N20000337,nan,nan,modelled
N20000338,25.5,30.0,modelled
N20000339,68.8,57.4,modelled
N20000340,33.4,34.8,modelled
N20000341,nan,nan,modelled
N20000342,nan,nan,modelled
N20000343,55.9,49.6,modelled
N20000344,55.8,49.2,modelled
N20000345,nan,nan,modelled
N20000346,65.2,55.7,modelled
N20000347,nan,nan,modelled
N20000348,91.6,71.9,modelled
N20000349,nan,nan,modelled
N20000350,93.5,73.5,modelled
N20000351,90.5,71.4,modelled
N20000352,90.7,71.8,modelled
N20000353,nan,nan,modelled
N20000354,80.0,64.8,modelled
N20000355,nan,nan,modelled
N20000356,55.0,48.8,modelled
N20000357,5.8,17.6,modelled
N20000358,37.9,38.0,modelled
N20000359,nan,nan,modelled
N20000360,50.0,45.8,modelled
N20000361,65.5,55.4,modelled
N20000362,nan,nan,modelled
N20000363,nan,nan,modelled
N20000364,34.7,36.1,modelled
N20000365,nan,nan,modelled
N20000366,24.0,28.9,modelled
N20000367,42.8,41.1,modelled
N20000368,nan,nan,modelled
N20000369,nan,nan,modelled
N20000370,nan,nan,modelled
N20000371,93.2,72.9,modelled
N20000372,nan,nan,modelled
N20000373,95.1,74.0,modelled
N20000374,nan,nan,modelled
N20000375,92.5,72.7,modelled
N20000376,nan,nan,modelled
N20000377,36.4,37.2,modelled
N20000378,nan,nan,modelled
N20000379,83.4,66.8,modelled
N20000380,75.5,61.5,modelled
N20000381,89.9,71.8,modelled
N20000382,nan,nan,modelled
N20000383,29.4,32.7,modelled
N20000384,12.4,22.1,modelled
N20000385,nan,nan,modelled
N20000386,nan,nan,modelled
N20000387,14.0,22.3,modelled
N20000388,12.8,22.4,modelled
N20000389,20.5,27.0,modelled
N20000390,20.9,27.7,modelled
N20000391,nan,nan,modelled
N20000392,9.9,20.0,modelled
N20000393,29.4,33.4,modelled
N20000394,nan,nan,modelled
N20000395,51.9,48.1,modelled
N20000396,12.4,21.8,modelled
N20000397,3.8,16.7,modelled
N20000398,37.5,38.4,modelled
N20000399,nan,nan,modelled
N20000400,nan,nan,modelled
N20000401,73.8,60.8,modelled
N20000402,nan,nan,modelled
N20000403,52.8,48.0,modelled
N20000404,18.9,25.9,modelled
N20000405,30.8,33.5,modelled
N20000406,nan,nan,modelled
N20000407,nan,nan,modelled
N20000408,22.0,28.3,modelled
N20000409,5.3,17.4,modelled
N20000410,17.9,25.3,modelled
N20000411,43.1,42.5,modelled
N20000412,21.4,27.7,modelled
N20000413,27.0,30.9,modelled
N20000414,20.3,26.7,modelled
N20000415,nan,nan,modelled
N20000416,34.5,35.9,modelled
N20000417,9.6,20.5,modelled
N20000418,39.8,39.1,modelled
N20000419,25.0,30.2,modelled
N20000420,18.7,25.3,modelled
N20000421,nan,nan,modelled
N20000422,78.3,63.8,modelled
N20000423,94.0,74.0,modelled
N20000424,84.7,67.9,modelled
N20000425,nan,nan,modelled
N20000426,nan,nan,modelled
N20000427,94.0,74.0,modelled
N20000428,93.7,73.6,modelled
N20000429,nan,nan,modelled
N20000430,22.3,28.0,modelled
N20000431,nan,nan,modelled
N20000432,nan,nan,modelled
N20000433,nan,nan,modelled
N20000434,60.4,52.5,modelled
N20000435,84.5,67.7,modelled
N20000436,nan,nan,modelled
N20000437,65.9,55.7,modelled
N20000438,nan,nan,modelled
N20000439,95.8,74.6,modelled
N20000440,24.7,29.2,modelled
N20000441,77.1,62.9,modelled
N20000442,nan,nan,modelled
N20000443,nan,nan,modelled
N20000444,66.1,56.1,modelled
N20000445,nan,nan,modelled
N20000446,37.5,37.4,modelled
N20000447,nan,nan,modelled
N20000448,90.4,70.9,modelled
N20000449,nan,nan,modelled
N20000450,11.3,21.4,modelled
N20000451,28.7,31.9,modelled
N20000452,88.9,71.2,modelled
N20000453,nan,nan,modelled
N20000454,nan,nan,modelled
N20000455,25.8,30.4,modelled
N20000456,15.7,24.6,modelled
N20000457,15.2,24.4,modelled
N20000458,nan,nan,modelled
N20000459,20.3,26.8,modelled
N20000460,21.8,28.3,modelled
N20000461,nan,nan,modelled
N20000462,nan,nan,modelled
N20000463,8.0,19.0,modelled
N20000464,14.7,23.7,modelled
N20000465,47.6,43.7,modelled
N20000466,9.8,20.3,modelled
N20000467,49.1,45.6,modelled
N20000468,20.5,26.7,modelled
N20000469,10.8,20.8,modelled
N20000470,nan,nan,modelled
N20000471,nan,nan,modelled
N20000472,12.7,22.6,modelled
N20000473,nan,nan,modelled
N20000474,16.0,24.4,modelled
N20000475,nan,nan,modelled
N20000476,nan,nan,modelled
N20000477,93.2,73.3,modelled
N20000478,nan,nan,modelled
N20000479,nan,nan,modelled
N20000480,nan,nan,modelled
N20000481,94.8,74.2,modelled
N20000482,62.5,53.6,modelled
N20000483,94.9,73.6,modelled
N20000484,nan,nan,modelled
N20000485,nan,nan,modelled
N20000486,nan,nan,modelled
N20000487,nan,nan,modelled
N20000488,57.2,50.5,modelled
N20000489,nan,nan,modelled
N20000490,nan,nan,modelled
N20000491,nan,nan,modelled
N20000492,nan,nan,modelled
N20000493,nan,nan,modelled
N20000494,nan,nan,modelled
N20000495,nan,nan,modelled
N20000496,nan,nan,modelled
N20000497,nan,nan,modelled
N20000498,nan,nan,modelled
N20000499,nan,nan,modelled
N20000500,87.2,69.7,modelled
N20000501,nan,nan,modelled
N20000502,nan,nan,modelled
N20000503,nan,nan,modelled
N20000504,nan,nan,modelled
N20000505,92.6,73.6,modelled
N20000506,nan,nan,modelled
N20000507,32.2,34.1,modelled
N20000508,90.5,71.3,modelled
N20000509,nan,nan,modelled
N20000510,13.6,23.0,modelled
N20000511,nan,nan,modelled
N20000512,nan,nan,modelled
N20000513,nan,nan,modelled
N20000514,24.0,29.4,modelled
N20000515,43.6,42.1,modelled
N20000516,90.4,71.7,modelled
N20000517,7.5,18.5,modelled
N20000518,nan,nan,modelled
N20000519,15.6,24.4,modelled
N20000520,8.1,19.1,modelled
N20000521,nan,nan,modelled
N20000522,nan,nan,modelled
N20000523,14.8,23.5,modelled
N20000524,79.3,65.2,modelled
N20000525,nan,nan,modelled
N20000526,nan,nan,modelled
N20000527,35.6,37.4,modelled
N20000528,nan,nan,modelled
N20000529,21.7,27.8,modelled
N20000530,nan,nan,modelled
N20000531,nan,nan,modelled
N20000532,nan,nan,modelled
N20000533,13.9,22.9,modelled
N20000534,27.0,31.2,modelled
N20000535,nan,nan,modelled
N20000536,87.1,69.2,modelled
N20000537,9.0,19.5,modelled
N20000538,nan,nan,modelled
N20000539,17.3,24.6,modelled
N20000540,nan,nan,modelled
N20000541,nan,nan,modelled
N20000542,15.1,23.4,modelled
N20000543,nan,nan,modelled
N20000544,10.3,20.3,modelled
N20000545,8.3,19.0,modelled
N20000546,20.1,26.2,modelled
N20000547,15.6,23.6,modelled
N20000548,nan,nan,modelled
N20000549,8.9,19.3,modelled
N20000550,nan,nan,modelled
N20000551,9.5,19.9,modelled
N20000552,9.2,19.9,modelled
N20000553,13.0,22.5,modelled
N20000554,nan,nan,modelled
N20000555,5.8,17.5,modelled
N20000556,nan,nan,modelled
N20000557,6.9,18.5,modelled
N20000558,10.2,20.0,modelled
N20000559,5.8,17.5,modelled
N20000560,20.6,27.2,modelled
N20000561,9.1,19.4,modelled
N20000562,9.3,19.6,modelled
N20000563,28.5,32.0,modelled
N20000564,nan,nan,modelled
N20000565,21.6,27.4,modelled
N20000566,17.1,24.5,modelled
N20000567,5.8,17.5,modelled
N20000568,18.8,25.7,modelled
N20000569,21.5,27.5,modelled
N20000570,26.6,30.6,modelled
N20000571,21.2,27.4,modelled
N20000572,nan,nan,modelled
N20000573,22.7,28.4,modelled
N20000574,17.7,25.0,modelled
N20000575,16.8,24.6,modelled
N20000576,nan,nan,modelled
N20000577,nan,nan,modelled
N20000578,20.4,26.6,modelled
N20000579,11.8,21.7,modelled
N20000580,19.3,26.4,modelled
N20000581,nan,nan,modelled
N20000582,13.7,22.3,modelled
N20000583,13.9,22.6,modelled
N20000584,nan,nan,modelled
N20000585,19.6,26.2,modelled
N20000586,11.3,21.0,modelled
N20000587,nan,nan,modelled
N20000588,nan,nan,modelled
N20000589,6.3,18.2,modelled
N20000590,28.2,31.9,modelled
N20000591,20.0,26.8,modelled
N20000592,43.2,41.2,modelled
N20000593,25.9,30.1,modelled
N20000594,26.5,30.5,modelled
N20000595,40.8,39.7,modelled
N20000596,nan,nan,modelled
N20000597,66.5,55.7,modelled
N20000598,60.3,52.3,modelled
N20000599,25.3,29.6,modelled
N20000600,68.3,57.1,modelled
N20000601,43.2,42.0,modelled
N20000602,39.0,38.5,modelled
N20000603,19.8,26.7,modelled
N20000604,nan,nan,modelled
N20000605,66.9,56.1,modelled
N20000606,50.9,46.0,modelled
N20000607,nan,nan,modelled
N20000608,31.6,34.1,modelled
N20000609,37.4,38.0,modelled
N20000610,30.3,33.0,modelled
N20000611,nan,nan,modelled
N20000612,38.5,39.2,modelled
N20000613,35.2,36.1,modelled
N20000614,25.6,30.0,modelled
N20000615,54.7,48.8,modelled
N20000616,nan,nan,modelled
N20000617,nan,nan,modelled
N20000618,nan,nan,modelled
N20000619,nan,nan,modelled
N20000620,nan,nan,modelled
N20000621,nan,nan,modelled
N20000622,55.0,48.8,modelled
N20000623,34.0,35.0,modelled
N20000624,48.6,45.6,modelled
N20000625,59.0,51.6,modelled
N20000626,nan,nan,modelled
N20000627,44.2,41.5,modelled
N20000628,21.1,27.4,modelled
N20000629,25.0,29.8,modelled
N20000630,38.3,37.9,modelled
N20000631,38.1,38.2,modelled
N20000632,43.0,40.9,modelled
N20000633,24.5,29.4,modelled
N20000634,13.0,22.4,modelled
N20000635,nan,nan,modelled
N20000636,29.5,32.8,modelled
N20000637,27.0,30.9,modelled
N20000638,25.6,30.2,modelled
N20000639,29.1,32.3,modelled
N20000640,nan,nan,modelled
N20000641,41.3,40.0,modelled
N20000642,54.6,48.4,modelled
N20000643,41.5,39.8,modelled
N20000644,nan,nan,modelled
N20000645,46.8,43.6,modelled
N20000646,59.5,51.4,modelled
N20000647,55.7,49.1,modelled
N20000648,18.1,25.4,modelled
N20000649,36.6,37.1,modelled
N20000650,20.2,26.9,modelled
N20000651,66.2,56.1,modelled
N20000652,43.4,41.5,modelled
N20000653,nan,nan,modelled
N20000654,72.6,60.0,modelled
N20000655,7.2,18.2,modelled
N20000656,nan,nan,modelled
N20000657,22.8,28.2,modelled
N20000658,25.6,30.3,modelled
N20000659,nan,nan,modelled
N20000660,34.1,35.6,modelled
N20000661,46.2,43.2,modelled
N20000662,nan,nan,modelled
N20000663,40.7,39.6,modelled
N20000664,6.2,17.7,modelled
N20000665,12.0,22.0,modelled
N20000666,5.1,16.9,modelled
N20000667,15.1,23.6,modelled
N20000668,11.8,21.6,modelled
N20000669,9.1,20.0,modelled
N20000670,9.2,19.2,modelled
N20000671,8.2,19.0,modelled
N20000672,9.0,20.6,modelled
N20000673,nan,nan,modelled
N20000674,17.5,25.1,modelled
N20000675,5.1,16.9,modelled
N20000676,nan,nan,modelled
N20000677,3.8,16.0,modelled
N20000678,nan,nan,modelled
N20000679,9.8,19.8,modelled
N20000680,nan,nan,modelled
N20000681,11.7,21.1,modelled
N20000682,nan,nan,modelled
N20000683,nan,nan,modelled
N20000684,nan,nan,modelled
N20000685,17.0,25.2,modelled
N20000686,14.2,22.8,modelled
N20000687,nan,nan,modelled
N20000688,21.6,27.6,modelled
N20000689,13.7,22.5,modelled
N20000690,nan,nan,modelled
N20000691,nan,nan,modelled
N20000692,30.5,33.3,modelled
N20000693,13.1,22.1,modelled
N20000694,18.5,25.5,modelled
N20000695,nan,nan,modelled
N20000696,34.5,36.0,modelled
N20000697,11.6,21.6,modelled
N20000698,28.8,32.1,modelled
N20000699,35.4,36.3,modelled
N20000700,nan,nan,modelled
N20000701,nan,nan,modelled
N20000702,80.2,64.7,modelled
N20000703,nan,nan,modelled
N20000704,nan,nan,modelled
N20000705,67.4,56.3,modelled
N20000706,92.5,72.8,modelled
N20000707,91.8,72.2,modelled
N20000708,nan,nan,modelled
N20000709,72.4,60.2,modelled
N20000710,80.7,65.6,modelled
N20000711,nan,nan,modelled
N20000712,83.1,66.1,modelled
N20000713,nan,nan,modelled
N20000714,nan,nan,modelled
N20000715,nan,nan,modelled
N20000716,14.3,23.3,modelled
N20000717,nan,nan,modelled
N20000718,8.4,19.5,modelled
N20000719,92.8,72.7,modelled
N20000720,4.5,16.6,modelled
N20000721,nan,nan,modelled
N20000722,17.4,25.3,modelled
N20000723,10.8,20.9,modelled
N20000724,nan,nan,modelled
N20000725,88.0,70.3,modelled
N20000726,53.4,48.2,modelled
N20000727,10.8,21.0,modelled
N20000728,13.6,22.3,modelled
N20000729,nan,nan,modelled
N20000730,14.5,23.0,modelled
N20000731,nan,nan,modelled
N20000732,88.3,69.9,modelled
N20000733,78.0,63.3,modelled
N20000734,92.3,72.9,modelled
N20000735,94.0,73.8,modelled
N20000736,11.8,22.6,modelled
N20000737,13.8,23.5,modelled
N20000738,85.8,69.0,modelled
N20000739,nan,nan,modelled
N20000740,90.8,71.7,modelled
N20000741,91.0,72.3,modelled
N20000742,nan,nan,modelled
N20000743,nan,nan,modelled
N20000744,nan,nan,modelled
N20000745,82.3,67.3,modelled
N20000746,nan,nan,modelled
N20000747,87.2,70.1,modelled
N20000748,nan,nan,modelled
N20000749,nan,nan,modelled
N20000750,90.4,71.8,modelled
N20000751,93.3,73.1,modelled
N20000752,nan,nan,modelled
N20000753,nan,nan,modelled
N20000754,nan,nan,modelled
N20000755,nan,nan,modelled
N20000756,89.9,70.8,modelled
N20000757,nan,nan,modelled
N20000758,nan,nan,modelled
N20000759,nan,nan,modelled
N20000760,92.0,72.4,modelled
N20000761,nan,nan,modelled
N20000762,95.7,74.4,modelled
N20000763,nan,nan,modelled
N20000764,75.3,63.6,modelled
N20000765,92.9,73.0,modelled
N20000766,nan,nan,modelled
N20000767,80.6,64.7,modelled
N20000768,nan,nan,modelled
N20000769,86.4,69.4,modelled
N20000770,nan,nan,modelled
N20000771,nan,nan,modelled
N20000772,72.8,63.0,modelled
N20000773,nan,nan,modelled
N20000774,nan,nan,modelled
N20000775,nan,nan,modelled
N20000776,7.8,19.7,modelled
N20000777,nan,nan,modelled
N20000778,nan,nan,modelled
N20000779,89.6,72.4,modelled
N20000780,nan,nan,modelled
N20000781,nan,nan,modelled
N20000782,nan,nan,modelled
N20000783,90.4,71.8,modelled
N20000784,nan,nan,modelled
N20000785,94.3,73.8,modelled
N20000786,73.0,61.4,modelled
N20000787,89.6,70.8,modelled
N20000788,87.5,69.5,modelled
N20000789,77.4,63.2,modelled
N20000790,11.8,21.3,modelled
N20000791,64.5,55.0,modelled
N20000792,88.4,69.9,modelled
N20000793,83.2,66.9,modelled
N20000794,89.5,71.0,modelled
N20000795,30.3,34.1,modelled
N20000796,82.4,66.0,modelled
N20000797,60.7,52.5,modelled
N20000798,10.1,20.3,modelled
N20000799,82.5,66.5,modelled
N20000800,15.4,23.6,modelled
N20000801,11.9,21.5,modelled
N20000802,92.4,72.4,modelled
N20000803,nan,nan,modelled
N20000804,nan,nan,modelled
N20000805,nan,nan,modelled
N20000806,6.4,18.3,modelled
N20000807,80.4,65.0,modelled
N20000808,85.6,68.6,modelled
N20000809,nan,nan,modelled
N20000810,83.8,67.0,modelled
N20000811,nan,nan,modelled
N20000812,90.0,72.0,modelled
N20000813,nan,nan,modelled
N20000814,nan,nan,modelled
N20000815,89.3,71.1,modelled
N20000816,74.3,61.1,modelled
N20000817,65.1,54.9,modelled
N20000818,84.8,68.4,modelled
N20000819,51.8,46.8,modelled
N20000820,4.7,17.1,modelled
N20000821,nan,nan,modelled
N20000822,87.9,70.2,modelled
N20000823,36.4,36.7,modelled
N20000824,79.4,65.1,modelled
N20000825,nan,nan,modelled
N20000826,44.6,42.3,modelled
N20000827,80.7,65.1,modelled
N20000828,18.2,25.1,modelled
N20000829,14.6,24.6,modelled
N20000830,nan,nan,modelled
N20000831,90.3,71.4,modelled
N20000832,47.5,44.2,modelled
N20000833,nan,nan,modelled
N20000834,nan,nan,modelled
N20000835,14.6,23.5,modelled
N20000836,81.2,66.7,modelled
N20000837,8.1,19.4,modelled
N20000838,nan,nan,modelled
N20000839,nan,nan,modelled
N20000840,86.3,69.5,modelled
N20000841,61.3,53.3,modelled
N20000842,nan,nan,modelled
N20000843,77.6,64.3,modelled
N20000844,5.6,17.4,modelled
N20000845,nan,nan,modelled
N20000846,nan,nan,modelled
N20000847,10.3,21.1,modelled
N20000848,nan,nan,modelled
N20000849,81.1,67.3,modelled
N20000850,16.9,25.1,modelled
N20000851,nan,nan,modelled
N20000852,12.1,22.2,modelled
N20000853,16.1,24.6,modelled
N20000854,nan,nan,modelled
N20000855,55.1,54.6,modelled
N20000856,5.8,17.8,modelled
N20000857,42.7,46.2,modelled
